汉字	注释	音标
界		kai5
挨		ŋai1
派		pʰai6
稗		pʰa6
买		mai3
卖		mai6
奶	祖母	lai3
奶	牛~	lai3
柴		tʰai2
佳		ka1
街		kai1
解		kai3
鞋		hai2
蟹		ŋai3
矮		ŋai3
败		pʰai6
寨		tʰai6
毙		pʰi6
厉		li6
例		li6
制		tə5
世		sə5
低		ti1
梯		tʰɛi1
体		tʰi3
替		tʰi5
弟		tʰi6
第		tʰi6
泥		ȵi2
犁		lɛi2
齐		tɕʰi2
西		si1
洗		sɛi3
细		sɛi5
鸡		kɛi1
溪		tɕʰi1
杯		pi1
背	~脊	pɛi5
背	~书	pʰɛi6
赔		pʰi2
倍		pʰi6
梅		mɛi2=/mi2-
每		mi3
妹		mɛi6=/mi6-
堆		ti1
队		ti5
推		tʰi1
退		tʰi5
腿		tʰɛi3
罪		tɕʰi6
碎		si5
块		kʰuai3
灰		uɛi1
回		ui2
汇		ui6
最		tɕi5
外	~面	ŋai6
外	~公	ŋai6
会	开~	ui6
会	不~	uai6
乖		kuai1
怪		kuai5
淮		uai2
坏		uai6
蛙		ua1
拐		kuai3
挂		kua5
画		ua6
快		kʰuai5
话	~语	ua6
话	说	ua6
岁		si5
税		si5
锐		li6
卫		ui6
肺		ui5
吠		ui6
奎		kʰui2
桂		kui5
惠		ui6
碑		pi1
披		pʰi2
皮		pʰi2
被	~子	pʰi6
被	~迫	pʰi6
篱		li2
知	文	tsɿ1
知	白	tiə1
智		tiə5
支		tiə1
纸		tiə3
舐	训读	tʰam
是		sə6
儿		ə2
寄		tɕi5
义		ȵi6
蚁		ȵi3
戏		i5
易	容~	i6
易	姓	iaʔ8
悲		pi1
备		pʰi6
美		mi1
地		tʰi6
梨		li2
利		li6
自	~私	tʰu6
自	~家	tʰu6
私		su1
死		su3
四		su5
屎		sə3
二		ə6
饥		tɕi1
器		tɕʰi5
李		li3
里	~程	li3
里	~面	li3
鲤		li3
理		li3
字		tʰu6
事		su6
齿		tʰiə3
时		sə2
耳		ə3
而		ə2
基		tɕi1
己		tɕi3
记		tɕi5
欺		tɕʰi1
起		tɕʰi3
起		/
旗		tɕʰi2
疑		ȵi2
机		tɕi1
几		tɕi3
气	~体	tɕʰi5
气	出~	tɕʰi5
衣		i1
毅		ȵi6
汽		tɕʰi5
随		si2
吹		tɕʰi1
规		kui1
亏		kʰui1
毁		ui3
睡		si6
伪		ui6
泪		li6
醉		tɕi5
锤		tɕʰi2
衰		sai1
帅		sai5
水		si3
龟		kui1
轨		kui3
季		tɕi5
维		ui2
柜		kʰui6
位		ui6
飞		ui1
匪		ui3
费		ui5
肥		ui2
尾		ui3=/mi3-
味		ui6
归		kui1
鬼		kui3
贵		kui5
魏		ȵi6
挥		ui1
毛		mɒu2
道		tʰɒu6
脑		lɒu3
恼		lɒu3
牢		lɒu2
老		lɒu3
糟		tsɒu1
操		tʰɒu1
曹		tʰɒu2
熬		ŋɒu2
造		tʰɒu6
傲		ŋɒu6
靠		hɒu5
浩		hɒu6
包		pʌu1
饱		pʌu3
豹		pʌu5
猫		mʌu1
卯		mʌu3
闹		lʌu6
抓		tsa1
罩		tsʌu5
交		kʌu1
敲		hʌu1
绞		kʌu3
教		kʌu5
咬		ŋʌu3
袄		ŋʌu3
椒		tɕiʌu1
小		siʌu3
朝	今~	tʌu1
超		tʰʌu1
潮		tʰʌu2
烧		sʌu1
照		tʌu5
绍		sʌu6
桥		tɕʰiʌu2
轿		tɕʰiʌu6
鸟		ȵiʌu3
鸟		/
刁		tiʌu1
缴		tɕiʌu3
叫		tɕiʌu5
亩		mʌu3
某		mʌu3
偷		tʰʌu1
头		tʰʌu2
豆		tʰʌu6
透		tʰʌu5
楼		lʌu2
狗		tɕiʌu3
口		tɕʰiʌu3
口		/
藕		ŋiʌu3
偶		ŋiʌu3
猴		hʌu2
厚		hʌu6
后		hʌu6
候		hʌu6
浮		uʌu2
妇		u6
流		liu2
刘		liu2
柳		liu2
酒		tɕiu3
秋		tɕʰiu1
修		siu1
袖		tɕʰiu6
昼		tu5
抽		tʰu1
绉		tsʌu5
愁		tʰʌu2
搜		sʌu1
周		tu1
臭		tʰu5
收		su1
手		su3
受		su6
寿		su6
鸠		tɕiu1
丘		tɕʰiu1
求		tɕʰiu2
休		iu1
舅		tɕʰiʌu6
旧		tɕʰiʌu6
牛		ŋiʌu2
有		iu3
友		iu3
右		iu6
丢		tiu1
纠		tɕiu1
幼		iu5
担		tam1
贪		tʰom1
探		tʰom5
南		lom2
答		top7
踏		tʰap7
纳		lop7
参		tʰom1
惨		tʰom3
蚕		tʰom2
杂		tʰop8
感		kom3
鸽		kop7
含		hom2
合	~作	hop8
暗		ŋom5
胆		tam3
塔		tʰap7
淡		tʰam6
篮		lam2
腊		lap8
蜡		lap8
甘		kom1
敢		kom3
磕	~头	hop7
喊		ham3
站	车~	tsam5
站	立	tsam5
赚		tʰuom6
插		tʰap7
杉		sa1
咸		ham2
减		kam3
狭		hap8
衫		sam1
舰		kam5
鉴		kam5
甲		kap7
鸭		ŋap7
粘		ȵiɛm2
聂		ȵiɛp7
蹑		ȵiɛp7
镰		liɛm2
尖		tɕiɛm1
接		tɕiɛp7
签		tɕʰiɛm1
占		tɛm5
染		ȵiɛm3
捡		tɕiɛm3
钳		tɕʰiɛm2
验		ȵiɛm6
险		iɛm3
盐		iɛm2
叶		iɛp8
欠		tɕʰiɛm5
严		ȵiɛm2
业		ȵiɛp7
点		tiɛm3
店		tiɛm5
跌		tiɛp7
添		tʰiɛm1
帖		tʰiɛp7
甜		tʰiɛm2
拈		ȵiɛm1
念		ȵiɛm6
兼		tɕiɛm1
谦		tɕʰiɛm1
嫌		iɛm2
协		iɛp8
凡		uam2
犯		uam6
泛		uam5
法		uap7
品		pʰin3
禀		pin3
林		lim2
笠		lip8
粒		lip8
侵		tɕʰim1
浸		tɕim5
集		tɕʰip8
心		sim1
寻		tɕʰim2
习		sip7
沉		tʰəm2
参	人~	sɛm1
针		təm1
汁		təp7
深		səm1
湿		səp7
十		səp8
入		ləp7
任	责~	ləm6
金		tɕim1
琴		tɕʰim2
急		tɕip7
及	~格	tɕʰip8
单		tan1
摊		tʰan1
弹	~琴	tʰan2
难	~易	lan2
兰		lan2
懒		lan3
捺		tat8
烂		lan6
辣		lat8
瘌		lat7
餐		tʰan1
擦		tʰat7
肝		kon1
干	~部	kon5
割		kot7
看	~见	hon5
岸		ŋon6
寒		hon2
汉		hon5
汗		hon6
旱		hon6
安		ŋon1
案		ŋon5
扮		pan5
八		pat7
办	~法	pʰan6
办	~公室	pʰan6
拔		pʰat8
产		san3
察		tʰat7
山		san1
杀		sat7
间	中~	kan1
拣		kan3
眼		ŋan3
闲		han2
苋		han6
班		pan1
板		pan3
慢		mɛn6
铡		tʰat8
奸		kan1
颜		ŋan2
雁		ŋan6
瞎		hat7
鞭		piɛn1
偏		pʰiɛn1
便	~宜	pʰiɛn2
棉		miɛn2
面	~上	miɛn6
灭		miɛt8
别		pʰiɛt8
连		liɛn2
裂		liɛt7
煎		tɕiɛn1
剪		tɕiɛn3
箭		tɕiɛn5
迁		tɕʰiɛn1
浅		tɕʰiɛn3
溅		tsan5
贱		tɕʰiɛn6
仙		siɛn1
癣		siɛn3
线		siɛn5
薛		siɛt7
展		tɛn3
缠		tʰɛn2
战		tɛn5
折		tɛt7
舌		sɛt8
扇		sɛn5
善		sɛn6
设		sɛt7
然		lɛn2
热		lɛt8=/ȵiɛt8-
件		tɕʰiɛn6
杰		tɕʰiɛt8
孽		ȵiɛt7
蘖		ȵiɛt7
建		tɕiɛn5
健		tɕʰiɛn6
言		ȵiɛn2
献		iɛn5
歇		iɛt7
边		piɛn1
扁		piɛn3
片		pʰiɛn5
撇		pʰiɛt7
辫		pʰiɛn6
面	~条	miɛn6
篾		miɛt8
蔑	~视	miɛt7
颠		tiɛn1
天		tʰiɛn1
田		tʰiɛn2
年		ȵiɛn2
电		tʰiɛn6
铁		tʰiɛt7
捏		ȵiɛt7
莲		liɛn2
炼		liɛn6
节		tɕiɛt7
千		tɕʰiɛn1
切		tɕʰiɛt7
肩		tɕiɛn1
牵		tɕʰiɛn1
结		tɕiɛt7
搬		pɛn1
半		pɛn5
潘		pʰɛn1
叛		pʰɛn6
泼		pʰɛt7
盘		pʰɛn2
伴		pʰɛn6
满		mɛn3
末		mɛt7
端		ton1
短		ton3
脱		tʰot7
团		tʰon2
断		tʰon6
段		tʰon6
夺		tʰot8
暖		lon3
乱		lon6
卵		lon3
捋		lot7
酸		son1
官		kuɛn1
管		kuɛn3
灌		kuɛn5
括		kuɛt7
宽		kʰuɛn1
阔		kʰuɛt7
欢		kʰuɛn1
完		uɛn2
换		uɛn5
活		uɛt8
碗		uɛn3
顽		ŋan2
幻		uan5
猾		uat7
挖		ua1=/uaʔ7-
闩		son1
关	姓	kuan1
关	~门	kuan1
惯		kuan5
刮		kuat7
还	归~	uan2
弯		uan1
劣		liɛt7
全		tɕʰiɛn2
绝		tɕʰiɛt8
雪		siɛt7
转	~身	ton1
传	宣~	tʰon2
穿		tʰon1
船		son2
说	小~	sot7
软		ȵiɛn3
卷		tɕiɛn3
圈		tɕʰiɛn1
拳		tɕʰiɛn2
园		iɛn2
反		uan3
发		uat7
翻		uan1
饭		uan6
罚		uat8
万		uan6
袜		uat7
劝		tɕʰiɛn5
元		ȵiɛn2
月		ȵiɛt8
冤		iɛn1
远		iɛn3
决		tɕiɛt7
缺		tɕʰiɛt7
血		iɛt7
悬		iɛn2
穴		iɛt8
吞		tʰɛn1
根		tɕiɛn1
痕		hɛn2
垦		tɕʰiɛn3
恨		hɛn6
恩		ŋɛn1
宾		pin1
笔		pit7
匹		pʰit7
贫		pʰin2
民		min2
敏		min3
密		mit8
鳞		lin2
栗		lit8
亲		tɕʰin1
七		tɕʰit7
尽		tɕʰin6
新		sin1
镇		tən5
陈		tʰən2
真		tən1
质		tət7
神		sən2
实		sət8
身		sən1
失		sət7
肾		sən6
忍		ȵin3
认		ȵin6
日		ȵit7
一		it7
斤		tɕin1
勤		tɕʰin2
近		tɕʰin6
劲		tɕin5
乞		tɕʰit7
本		pən3
笨		pʰən6
门		mən2
焖		mən6
炖		tən5
突		tʰət7
嫩		lən6
尊		tsən1
卒		tsət7
村		tʰən1
骨		kuit7
滚		kun3
困		kʰun5
昏		uən1
忽		uət7
混		un6
浑		un2
温		un1
律		lit7
遵		tsən1
准		tən3
春		tʰən1
出		tʰət7
顺		sən5
菌	菇	tɕʰin6
闰		lən6
橘		tɕit7
允		in3
分		uən1
粉		uən3
粪		uən5
佛		uət7
蚊		uən2=/mən5-
问	文	uən6
问	白	mən6
物		uət7
军		tɕin1
屈		tɕʰit7
裙		tɕʰin2
训		in5
晕		in1
云		in1
运		in6
帮		pɔŋ1
薄		poʔ8
忙		mɔŋ2
莫		moʔ8
膜		mo2
幕		mo5
寞		moʔ7
党		tɔŋ3
汤		tʰɔŋ1
堂		tʰɔŋ2
托		tʰoʔ7
荡		tʰɔŋ6
诺		loʔ8
郎		lɔŋ2
落		loʔ8
作		tsoʔ7
仓		tʰɔŋ1
凿		tʰoʔ8
桑		sɔŋ1
钢		kɔŋ1
各		koʔ7
糠		hɔŋ1
行	银~	hɔŋ2
行	品~	in2
行	~时	hɛn2
行	出~	in1
恶		ŋoʔ7
娘		ȵiɔŋ2
凉		liɔŋ2
两	~个	iɔŋ3
两	斤~	liɔŋ3
浆		tɕiɔŋ1
蒋		tɕiɔŋ3
酱		tɕiɔŋ5
爵		tɕioʔ7
枪		tɕʰiɔŋ1
墙		tɕʰiɔŋ2
抢		tɕʰiɔŋ3
雀		tɕʰioʔ7
匠		tɕʰiɔŋ6
削		sioʔ7
象		siɔŋ6
像		tɕʰiɔŋ6
张		tɔŋ1
长	生~	tɔŋ3
帐		tɔŋ5
着	穿~	toʔ7
着	睡~	tʰoʔ8
长	~短	tʰɔŋ2
丈		tʰɔŋ6
装		tsɔŋ1
壮		tsɔŋ5
疮		tʰɔŋ2
霜		sɔŋ1
章		tɔŋ1
掌		tɔŋ3
昌		tʰɔŋ1
厂		tʰɔŋ3
唱		tʰɔŋ5
瓤		lɔŋ2
让		ȵiɔŋ6
弱		ȵioʔ7
虐		ȵioʔ7
疟		ȵioʔ7
伤		sɔŋ1
常		sɔŋ2
上	~下	sɔŋ6
上	~山	sɔŋ6
上	~面	sɔŋ6
姜		tɕiɔŋ1
强		tɕʰiɔŋ2
香		iɔŋ1
响		iɔŋ3
向		iɔŋ5
秧		iɔŋ1
养		iɔŋ3
痒		iɔŋ3
约		ioʔ7
样		iɔŋ6
药		ioʔ8
跃		ioʔ7
广		kuɔŋ3
郭		koʔ7
荒		uɔŋ1
谎		uɔŋ3
黄	~色	uɔŋ2
黄	姓	uɔŋ2
光		kuɔŋ1
方		uɔŋ1
纺		uɔŋ3
放		uɔŋ5
房		uɔŋ2
网		muɔŋ3
望		uɔŋ6=/mɔŋ6-
忘		uɔŋ6
筐		kʰuɔŋ1
眶		kʰuɔŋ1
王		uɔŋ2
往		uɔŋ3
绑		pɔŋ3
剥		poʔ7
桩		tsɔŋ1
桌		tsoʔ7
撞		tʰɔŋ6
戳		tʰoʔ7
浊		tʰoʔ8
捉		tsoʔ7
窗		tʰɔŋ1
双		sɔŋ1
江		kɔŋ1
港		kɔŋ3
角		koʔ7
壳		hoʔ7
学		hoʔ8
北		pɛt7
墨		mɛt8
灯		tɛn1
等		tɛn3
得		tɛt7
藤		tʰɛn2
邓		tʰɛn6
特		tʰɛt8
能		nɛn2
层		tʰɛn2
贼		tʰɛt8
肯		tɕʰiɛn3
肯		/
刻		tɕʰiɛt7
黑		hɛt7
冰		pin1
逼		pit7
力		lit7
熄		siʔ7
直		tʰət8
色		sɛt7
蒸		tən1
拯		tən3
证		tən5
织		tət7
称		tʰən5
绳		sən2
食		sət8
升		sən1
识		sət7
极		tɕʰit8
兴	~旺	in1
兴	高~	in5
应	~当	in1
应	~对	in5
蝇		in2
国		kuɛt7
域		it8
百		paʔ7
彭		pʰaŋ2
白		pʰaʔ8
猛		moŋ3
陌		maʔ8
撑		tʰaŋ1
拆		tʰaʔ7
冷		laŋ3
澄	~清	tʰɛn2
生		saŋ1
省	节~	saŋ3
格	~子	kaʔ7
格	资~	kɛt7
坑		haŋ1
客		haʔ7
孟		moŋ6
硬		ŋaŋ6
梗		kuaŋ3
额		ȵiɛt7
吓		haʔ7
棚		pʰoŋ2
麦		maʔ8
脉		mɛʔ7
橙		tʰaŋ2
摘		tsaʔ7
争	文	tsaŋ1
争	白	tsɛn1
耿		kiɛn3
隔		kaʔ7
兵		pin1
柄		pin3
平	文	pʰin2
平	白	pʰiaŋ2
病		pʰiaŋ6
明	文	min2
明	白	miaŋ2
命	文	min6
命	白	miaŋ6
镜		tɕiaŋ5
迎		in2
逆		ȵiɛt8
影		iaŋ3
饼		piaŋ3
名	文	min2
名	白	miaŋ2
领		lin3=/liaŋ3-
岭		liaŋ3
精	文	tɕin1
精	白	tɕiaŋ1
井		tɕiaŋ3
脊		tɕiaʔ7
清	文	tɕʰin1
清	白	tɕʰiaŋ1
请		tɕʰiaŋ3
情		tɕʰin2
晴		tɕʰiaŋ2
静		tɕʰin6
净		tɕʰin6=/tɕʰiaŋ6-
姓		siaŋ5
惜		sit7
惜		/
程	文	tʰən2
程	白	tʰaŋ2
正	~月	taŋ1
正	~确	tən5
正	舞~	taŋ5
只		taʔ7
尺		tʰaʔ7
声	文	sən1
声	白	saŋ1
成	~功	tʰən2
成	舞~	saŋ2
成	~三	tʰaŋ5
石		saʔ8
席	主~	ɕit8
席	~子	tɕʰiɛt8
颈		tɕiaŋ3
轻		tɕʰiaŋ1
萦	绕也	iaŋ1
赢		iaŋ2
壁		piaʔ7
瓶		pʰin2
劈		pʰiaʔ7
钉		tiaŋ1/tiaŋ5
滴		tit7
听		tʰiaŋ1
踢		tʰiʔ7
停		tʰin2=/tʰiaŋ2-
挺		tʰin3
定		tʰin6=/tʰiaŋ6-
笛		liɛt8
灵		lin2
铃		liaŋ2
零		liaŋ2
青	文	tɕʰin1
青	白	tɕʰiaŋ1
星		sin1=/siaŋ1-
醒		siaŋ3
锡		siaʔ7
经		tɕin1
形		in2
矿		kʰuɔŋ5
横		uaŋ2
轰		hoŋ1
兄		iaŋ1
荣		ioŋ2
永		in3
倾		tɕʰin1
琼		tɕʰioŋ2
营		ioŋ2
役		it7
篷		pʰoŋ2
蒙	~古	moŋ2
蒙	~住	moŋ1
木		muʔ7
沐		muʔ7
东		toŋ1
懂		toŋ3
冻		toŋ5
通		tʰoŋ1
桶		tʰoŋ3
痛		tʰoŋ5
铜		tʰoŋ2
动		tʰoŋ6
洞		tʰoŋ6
独		tʰuʔ8
读		tʰuʔ8
笼	鸡~	loŋ2
笼	蒸~	loŋ2
聋		loŋ1
拢		loŋ3
鹿		luʔ7
禄		luʔ7
碌		luʔ7
陆		luʔ7
棕		tsoŋ1
粽		tsoŋ5
葱		tʰoŋ1
送		soŋ5
公		koŋ1
谷		kuʔ7
空	~虚	hŋ̍1
红		hŋ̍2
翁		uoŋ1
蕹		hŋ̍5
屋		uʔ7
冬		toŋ1
毒		tʰuʔ8
农		loŋ2
宗		tsoŋ1
松	轻~	soŋ1
风		hŋ̍1
福		uʔ7
冯		hŋ̍2
凤		hŋ̍6
服		uʔ8
梦		moŋ6
目	眼也	muʔ7
目	~录	muʔ7
六		liuʔ8
肃		siuʔ7
中	~间	toŋ1
竹		tuʔ7
虫		tʰoŋ2
众		toŋ5
粥		tuʔ7
铳		tʰoŋ5
叔		suʔ7
熟		suʔ8
绒		loŋ2
肉		ȵiuʔ7
弓		tɕioŋ1
菊		tɕiuʔ7
穷		tɕʰioŋ2
畜	~牧	siuʔ7
畜	~牲	tʰuʔ7
熊		ioŋ2
育		iuʔ8
封		hŋ̍1
缝	~衣	hŋ̍2
缝	~隙	hŋ̍6
浓		loŋ2
龙		lioŋ2
绿		liuʔ7
足		tɕiuʔ7
从		tɕʰioŋ2
松	~树	tɕʰioŋ2
俗		siuʔ7
重	~量	tʰoŋ6
重	~复	tʰoŋ2
钟		toŋ1
肿		toŋ3
烛		tuʔ7
冲		tʰoŋ1
舂	~米	toŋ1
触		tʰuʔ7
赎		suʔ8
褥		luʔ7
供	~应	tɕioŋ5
供	~鸡	tɕioŋ1
拱		koŋ3
恐		hŋ̍3
曲		tɕʰiuʔ7
共	~产党	hŋ̍6
共	~用	tɕʰioŋ6
局		tɕʰiuʔ8
玉		ȵiuʔ7
狱		ȵiuʔ7
胸		ioŋ1
凶		ioŋ1
容		ioŋ2
用		ioŋ6
浴		iuʔ8
嗅		ioŋ5
