tsɿ	1	痴之支芝枝知肢栀脂蜘		
tsɿ	2b	汁织直侄值执植殖职质掷		
tsɿ	3	耻齿虮只止旨址指纸趾黹		
tsɿ	5	翅至志制致痔智痣置雉稚制滞		
tsʰɿ	1	嗤疵雌		
tsʰɿ	2a	池迟辞		
tsʰɿ	2b	持驰斥瓷词慈磁词秩		
tsʰɿ	3	侈此□[推]		
tsʰɿ	5	次赐砌伺治峙刺		
sɿ	1	豉尸施师狮诗是司私思斯丝撕蛳		
sɿ	2a	时		
sɿ	2b	适祠失食蚀实识释匙嗣		
sɿ	3	史矢使始屎驶死		
sɿ	5	逝巳士氏示世仕市式似事侍柿恃室视势嗜饰试誓莳四寺肆		
tɕɿ	1	肌屐姬基箕稽机讥饥鸡羁几		
tɕɿ	2a	脐		
tɕɿ	2b	缉积激击及级疾极集辑藉籍脊寂迹绩急		
tɕɿ	3	己几挤纪		
tɕɿ	5	忌妓季计既记祭寄际稷髻冀剂济继系		
tɕʰɿ	1	妻凄期欺直		
tɕʰɿ	2a	祁岐棋旗骑鳍		
tɕʰɿ	2b	乞出七戚漆其奇齐讫膝		
tɕʰɿ	3	祈杞岂啓		
tɕʰɿ	5	技企汽契气弃器戏		
ɕɿ	1	十西希奚稀庫溪熙嘻牺禧些		
ɕɿ	2b	拾夕兮吸昔析息悉惜媳蛾席[主～]习媳袭隙婿		
ɕɿ	3	起洗喜玺		
ɕɿ	5	系气细		
pᴀ	1	巴[～黎]芭爸吧		
pᴀ	2a	排牌		
pᴀ	2b	伯		
pᴀ	3	把[～握]摆杷		
pᴀ	5	拜稗		
pʰᴀ	1	帕		
pʰᴀ	2b	拔		
mᴀ	2a	埋		
mᴀ	3	买		
mᴀ	5	卖		
fᴀ	2b	乏伐罚法发		
tᴀ	1	台擡		
tᴀ	2b	达		
tᴀ	3	打		
tᴀ	5	大带[鞋～]袋戴[～帽子]		
tʰᴀ	1	他		
tʰᴀ	2b	塌遢塔獭榻踏		
lᴀ	1	垃		
lᴀ	2b	纳捺		
lᴀ	3	哪		
lᴀ	5	㸊[烫]		
tsᴀ	1	斋		
tsᴀ	2b	杂		
tsᴀ	5	寨□[塞]		
tsʰᴀ	1	猜钗		
tsʰᴀ	2a	财裁柴		
tsʰᴀ	2b	察		
tsʰᴀ	3	踩浞[淋雨]		
tsʰᴀ	5	菜		
sᴀ	1	腮鳃筛酾[倒水]		
sᴀ	2a	洒萨傻□[耕]		
sᴀ	5	晒		
kᴀ	1	街絯[系紧]		
kᴀ	3	解[～开]		
kᴀ	5	尬戒界[～限]戒刉[锯]		
kʰᴀ	1	揩		
xᴀ	2a	还[～无，还冇，还没有的意思]鞋		
xᴀ	5	□[吊挂在脖子上]		
ᴀ	1	阿[～姨]挨		
ᴀ	2a	呆[反应迟钝]		
ᴀ	3	矮蔼		
ᴀ	5	艾隐		
pae	2b	百柏北		
pae	5	败		
pʰae	2b	拍迫珀魄排		
pʰae	5	派		
mae	2b	擘默[～写]		
tae	2a	头		
tae	2b	得德		
tae	5	逮代待怠带[～来]袋贷戴[姓氏]豆痘		
tʰae	2b	台忒特		
tʰae	5	太泰态透□[冷]		
lae	2a	来犁楼泥		
lae	2b	肋粒		
lae	5	瘌赖陋漏奈耐		
tsae	2b	厠侧测恻则责仄铡宅		
tsae	5	载再债皱		
tsʰae	2a	材愁		
tsʰae	2b	才纔册策拆豺择[选～]泽		
tsʰae	5	蔡凑		
sae	2b	色瑟啬湿風舍[宿～]设		
sae	5	赛嗽瘦[白读]细		
kae	2b	革格隔嗝骼		
kae	5	丐溉盖概介戒届界[世～]疥		
kʰae	2b	揢咳克刻客		
kʰae	5	扣		
xae	2a	孩喉猴		
xae	2b	核赫黑吓		
xae	5	亥害后		
ae	2a	儿		
ae	2b	额扼轭而		
ae	5	爱碍二贰枢		
pɛ	1	白别[～个]		
mɛ	1	脉麦蔑墨[～水]默[想]		
tɛ	1	呆兜逗[白读]蔸		
tɛ	3	堵斗裏陡□[踢]		
tʰɛ	1	胎苔偷		
tʰɛ	3	□[挺起]		
lɛ	1	勒		
lɛ	3	嘞[很]乃		
tsɛ	1	灾栽在蹴[踞，蹲着的意思]		
tsɛ	3	宰崽窄		
tsʰɛ	1	差[出～]贼猜钗□[两只手端起]		
tsʰɛ	3	采彩踩		
sɛ	1	搜馊		
sɛ	3	洗		
kɛ	1	该勾钩沟		
kɛ	3	改狗解[～放]		
kʰɛ	1	开		
kʰɛ	3	凯慨楷口		
xɛ	3	海厚		
ɛ	1	哀埃唉		
ɛ	3	耳呕藕		
pə	1	包胞		
pə	3	褒保堡饱宝		
pʰə	1	抛		
pʰə	3	跑泡		
mə	1	猫		
mə	3	卯		
tə	1	刀叨		
tə	3	倒岛捣导		
tʰə	1	掏滔涛		
tʰə	3	讨		
tsə	1	遭糟䐬[脆]		
tsə	3	早蚤枣澡找沼		
tsʰə	1	操抄钞焯筲		
tsʰə	3	草吵炒		
sə	1	骚稍[～微]		
sə	3	嫂扫[～地]稍[～息]缲[～边，锁边]		
kə	1	高羔膏糕哥茭		
kə	3	搅搞稿		
kʰə	1	敲		
kʰə	3	考拷烤		
xə	1	篙蒿薅		
xə	3	好[～坏]		
ə	3	咬		
pɔ	2a	浮袍		
pɔ	5	豹报孵刨暴鲍爆孵刨曝		
pʰɔ	5	泡炮		
pʰɔ	3	洒傻		
mɔ	2a	毛矛茅锚		
mɔ	5	茂冒帽贸貌		
tɔ	2a	淘[～米水]逃		
tɔ	2b	桃		
tɔ	5	倒导蹈祷到盗道稻		
tʰɔ	2b	淘[～气]逃陶萄		
tʰɔ	5	套		
lɔ	2a	捞牢痨涝		
lɔ	2b	劳□[毒]		
lɔ	5	闹		
tsɔ	2b	凿		
tsɔ	5	阜燥躁竈兆罩赵		
tsʰɔ	2a	曹槽		
tsʰɔ	5	糙造		
sɔ	5	扫[～帚]哨潲		
kɔ	2a	□[睡]		
kɔ	5	告铰教[～书]觉窖□[换]		
kʰɔ	5	铐靠		
xɔ	2a	号		
xɔ	2b	毫豪壕		
xɔ	5	好[～动]耗浩号		
ɔ	2a	熬		
ɔ	5	坳傲奥澳懊拗		
po	1	巴[～掌]笆疤抱□[黏]		
po	2a	耙钯		
po	2b	八		
po	3	把[一～]		
po	5	把[把柄]坝		
pʰo	5	怕		
mo	1	□[袋子]		
mo	2a	麻麻蟆		
mo	3	马码		
mo	5	骂		
fo	1	罚		
fo	2b	发乏伐法		
to	2b	搭答沓		
lo	1	辣腊蜡		
lo	2a	爬		
lo	5	那		
tso	1	渣		
tso	2b	择[～菜]札闸眨柞劄栅摘		
tso	3	紮		
tso	5	乍炸诈榨蔗		
tsʰo	1	叉杈岔差		
tsʰo	2a	茶查搽		
tsʰo	2b	擦插坼		
tsʰo	5	茬		
so	1	沙砂纱痧杉		
so	2b	杀□[厉害]		
ko	1	瓜痂家[人～]		
ko	2b	夹荚袷挟		
ko	3	剐寡		
ko	5	架嫁		
kʰo	1	掐		
kʰo	2b	揢		
xo	1	花[梅～]虾		
xo	2a	划[～船]		
xo	2b	瞎		
xo	3	下		
xo	5	画下[全部的意思，一下的略读]		
o	1	阿[～胶]桠		
o	2a	牙芽蚜		
o	2b	鸭		
o	3	瓦哑		
o	5	话[动词，说]砑[弹好棉花后，用厚实的木圆盘砑平]		
mɯ	2a	谋		
mɯ	3	某亩		
fɯ	3	否		
tɯ	3	抖陡		
tɯ	5	逗[文读]斗[～争]		
tʰɯ	2b	投头		
tʰɯ	5	透		
lɯ	3	搂		
lɯ	5	陋		
tsɯ	5	咒绉		
tsʰɯ	2b	愁□[呛]		
sɯ	1	飕		
sɯ	2b	缩		
sɯ	5	瘦[文读]		
kɯ	2b	谷		
kɯ	3	苟		
kɯ	5	垢够彀构购		
kʰɯ	1	抠		
kʰɯ	2b	哭		
kʰɯ	5	叩寇		
xɯ	2b	候		
xɯ	5	後去[来去]		
ɯ	1	欧		
ɯ	2b	屋		
ɯ	3	偶		
ɯ	5	怄		
pi	1	杯卑悲碑背[～起]		
pi	2a	陪赔皮枇琵脾		
pi	2b	笔必毕弼碧璧憋辟逼		
pi	3	被比彼鄙陛毙		
pi	5	贝背[～脊]倍狈被[～动]备辈鼻庇闭敝痹蔽弊币篦避滗[滗水]煏[用火煏干]		
pʰi	1	婢篦胚批坯披匹		
pʰi	2b	皮培裴劈疲僻脾		
pʰi	3	秕痞		
pʰi	5	沛佩配屁		
mi	1	搣[撕开]		
mi	2a	玫眉萄梅媒楣煤霉迷		
mi	2b	谜弥觅密蜜蔑		
mi	3	每美		
mi	5	妹昧寐媚秘		
fi	1	妃非飞菲		
fi	2a	肥		
fi	3	匪		
fi	5	废吠肺沸费		
ti	1	低		
ti	2b	的狄笛涤嫡敌第		
ti	3	抵底		
ti	5	地弟帝蒂递		
tʰi	1	梯		
tʰi	2a	蹄题		
tʰi	2b	剔提[～问]啼		
tʰi	3	体		
tʰi	5	剃屉替		
li	1	力		
li	2a	梨厘离篱尼		
li	2b	立栗笠历砾		
li	3	璃貍李里理礼鲤		
li	5	吏利例荔莉痢厉励隶丽腻		
ki	1	今		
ki	2b	渠[第三人称，他]		
i	1	日伊衣依医		
i	2a	宜姨移贻仪尼		
i	2b	逆匿溺一壹夷沂怡疑遗亦抑邑益逸忆翼译		
i	3	拟己以矣倚椅		
i	5	易异肄诣意义亿谊毅艺议懿		
piᴀ	2b	壁		
pʰiᴀ	1	撇[～开]		
pʰiᴀ	3	□[扇耳光]		
pʰiᴀ	5	□[雨水斜飞]		
miᴀ	1	墨[～黑]		
miᴀ	3	摸		
tiᴀ	2a	提[～篮子]		
tiᴀ	2b	滴		
tʰiᴀ	2b	踢		
tʰiᴀ	3	舔		
tɕiᴀ	1	加佳家[～乡]嘉		
tɕiᴀ	2b	甲		
tɕiᴀ	3	假贾姐		
tɕiᴀ	5	架稼价驾借		
tɕʰiᴀ	1	席[～子]斜		
tɕʰiᴀ	2a	□[跨]		
tɕʰiᴀ	2b	洽恰茄		
ɕiᴀ	2b	锡匣侠峡狭瑕暇辖霞腋写		
ɕiᴀ	5	厦下夏		
iᴀ	1	丫鸦		
iᴀ	2a	衙		
iᴀ	2b	押崖涯		
iᴀ	3	雅也[白读]野		
iᴀ	5	夜亚		
piɛ	2b	别[分～]		
pʰiɛ	2b	撇[～捺]		
miɛ	2b	灭蔑		
tiɛ	2b	跌迭牒碟蝶谍叠		
tʰiɛ	2b	帖贴铁		
liɛ	2b	列劣烈裂猎		
tɕiɛ	1	皆阶稭疖		
tɕiɛ	2b	吉即急鲫接揭劫捷杰结节截竭洁折[～叠]哲蛰辙浙		
tɕiɛ	5	者		
tɕʰiɛ	1	车		
tɕʰiɛ	2b	彻澈切妾怯		
tɕʰiɛ	3	且		
ɕiɛ	1	奢舌蝎折[～本]		
ɕiɛ	2b	涉设摄湿歇邪协胁偕谐携泄屑		
ɕiɛ	3	解[姓氏]懈		
ɕiɛ	5	社赦麝卸械谢		
iɛ	1	热耶椰爷页叶		
iɛ	2b	聂孽蹑镊噎业靥揖乙		
iɛ	3	也[文读]		
iɛ	5	液		
piə	1	彪标		
piə	3	表婊		
pʰiə	1	飘		
pʰiə	3	漂[～白]		
miə	3	秒渺藐		
tiə	1	刁凋彫貂雕		
tiə	3	鸟		
tʰiə	1	挑		
tʰiə	3	斢[换]		
liə	1	撩		
liə	3	了[～解]		
tɕiə	1	交郊椒焦蕉胶浇娇骄招昭朝[～阳]		
tɕiə	3	狡绞剿饺矫缴搅侥		
tɕʰiə	1	超		
tɕʰiə	3	巧悄		
ɕiə	1	捎梢烧肖逍消宵硝霄销萧箫嚣淆		
ɕiə	3	少[多～]小晓		
iə	1	幺夭吃妖腰邀要[～求]		
iə	3	扰绕舀		
pʰiɔ	2a	嫖瓢		
pʰiɔ	5	漂[～亮]票		
miɔ	2a	苗描		
miɔ	5	妙庙		
tiɔ	2a	条		
tiɔ	5	吊掉钓调[声～]		
tʰiɔ	2b	调[空～]		
tʰiɔ	5	跳		
liɔ	2b	聊僚寥辽燎疗		
liɔ	5	尥料廖		
tɕiɔ	5	叫教[～室]较轿校诏照		
tɕʰiɔ	2a	朝[～代]瞧		
tɕʰiɔ	2b	潮乔侨荞桥樵		
tɕʰiɔ	5	嚼俏撬鞘翘窍		
ɕiɔ	2a	韶		
ɕiɔ	5	酵少邵绍孝校哮笑效		
iɔ	2a	饶窑摇		
iɔ	2b	肴姚尧遥謡		
iɔ	5	尿要[重～]耀跃		
tɕio	1	遮		
tɕio	2b	只炙		
tɕio	5	借		
tɕʰio	2a	斜		
tɕʰio	2b	吃尺赤		
tɕʰio	3	扯		
ɕio	1	赊佘石畲		
ɕio	2a	蛇		
ɕio	2b	说		
ɕio	3	舍写		
ɕio	5	射泻		
io	3	惹野		
io	5	夜		
tɕiu	1	褶		
tɕiu	2b	角脚爵觉[感～]		
tɕʰiu	1	着□[遗失]		
tɕʰiu	2b	确		
ɕiu	1	勺芍		
ɕiu	2a	说		
ɕiu	2b	削学		
ɕiu	5	□[爱管闲事]		
iu	1	药		
iu	2b	若弱岳		
tiɯ	1	丢读[白读]		
liɯ	1	溜六緑		
liɯ	2a	留流琉硫刘		
liɯ	3	榴柳扭纽		
liɯ	5	馏		
tɕiɯ	1	究纠揪鸠阄舟州洲周竹烛		
tɕiɯ	2a	□[鸡的叫声]		
tɕiɯ	2b	粥逐		
tɕiɯ	3	九久灸韭酒肘帚		
tɕiɯ	5	骤救就舅庙纣昼㲃[拧，本字不明，方言词典多作㲃]		
tɕʰiɯ	1	抽锹丘邱秋鳅		
tɕʰiɯ	2a	仇球		
tɕʰiɯ	2b	稠绸筹囚求酬		
tɕʰiɯ	3	丑舅		
tɕʰiɯ	5	臭旧袖轴		
ɕiɯ	1	收熟休修羞		
ɕiɯ	2b	秫宿		
ɕiɯ	3	手守首朽		
ɕiɯ	5	受授售寿兽秀锈绣		
iɯ	1	肉幽悠忧优		
iɯ	2a	牛油邮犹游尤		
iɯ	2b	柔由		
iɯ	3	友有酉莠		
iɯ	5	又右幼柚祐釉鼬诱		
pu	1	雹薄波玻菠		
pu	2a	婆菩		
pu	2b	薄剥鉢拨帛脖博钹驳		
pu	3	跛		
pu	5	畚簸		
pʰu	1	坡颇		
pʰu	2b	泊泼婆[老～]		
pʰu	5	破剖		
mu	1	摸抹		
mu	2a	磨[～刀]		
mu	2b	没摹模膜摩末沫陌莫寞沐		
mu	3	母牡拇		
mu	5	磨[石～]募墓		
tu	1	多		
tu	2a	屠驮驼		
tu	2b	夺踱秃		
tu	3	朵		
tu	5	剁舵惰堕躲		
tʰu	1	拖		
tʰu	2b	搨托脱驼拓		
tʰu	3	妥椭		
tʰu	5	唾		
lu	1	落		
lu	2a	脶螺罗骡萝箩锣挪揉		
lu	2b	骆烙酪赂掠洛络诺乐[快～]		
lu	3	裸瘰		
lu	5	糯		
tsʰu	1	戳搓撮□[遗失]		
tsʰu	2b	绰		
tsʰu	3	坐		
tsʰu	5	矬挫措锉错		
su	1	唆娑梭蓑		
su	2b	硕索		
su	3	所琐锁		
ku	1	歌		
ku	2b	戈割搁鸽阁葛各郭角[牛～]		
ku	3	果裹		
ku	5	个过		
kʰu	1	科□[灶火熄灭]		
kʰu	2b	磕渴廓扩括阔		
kʰu	3	颗可		
kʰu	5	货课		
xu	1	和[～面]窠		
xu	2a	和[～气]何河荷		
xu	2b	喝[～彩]合荷核[～桃]盒鹤豁活[生～]霍获藿壳		
xu	3	火伙		
xu	5	贺祸		
u	1	凹锅呕倭莴窝蜗我		
u	2a	鹅禾		
u	2b	俄讹蛾厄鄂恶愕噩颚鳄沃握		
u	5	饿卧		
tsuᴀ	1	抓		
suᴀ	2b	刷涮		
suᴀ	3	耍		
kuᴀ	1	呱		
kuᴀ	2b	刮聒		
kuᴀ	5	卦挂褂怪		
kʰuᴀ	1	夸侉		
kʰuᴀ	3	垮		
kʰuᴀ	5	快块		
xuᴀ	1	花[～钱]		
xuᴀ	2b	华划[计～]		
xuᴀ	5	化画话		
uᴀ	1	滑挖蛙洼		
