cid	character	initial	final	tone	note
1	多	t	ɤ	53	
2	拖	th	ɤ	53	
3	大	th	ɤ	44	
4	锣	l	ɤ	24	
5	左	ts	ɤ	44	
6	歌	k	ɤ	53	
7	个	k	uae	21	一～
7	个	k	ɤ	44	～子
8	可	kh	ɤ	21	
9	鹅	ŋ	ɤ	24	
10	饿	ŋ	ɤ	44	
11	河	x	ɤ	24	
12	茄	tɕh	iɛ	24	
13	破	ph	ɤ	44	
14	婆	ph	ɤ	24	
15	磨	m	ɤ	24	读字音
16	磨	m	ɤ	21	读字音
17	躲	t	uo	21	
18	螺	l	ɤ	24	
19	坐	tsh	uo	44	～下。白
19	坐	ts	uo	44	～班。文
20	锁	s	uo	21	
21	果	k	uo	21	
22	过	k	uo	44	
23	课	kh	uo	44	～本。白
23	课	kh	ɤ	44	上～。文
24	火	x	uo	21	
25	货	x	uo	44	
26	祸	x	uo	44	
27	靴	ɕ	yɛ	53	
28	把	p	a	21	
29	爬	ph	a	24	
30	马	m	a	21	
31	骂	m	a	44	读字音
32	茶	tsh	a	24	
33	沙	s	a	53	
34	假	tɕ	ia	21	
35	嫁	tɕ	ia	44	
36	牙	ȵ	ia	24	
37	虾	ɕ	ia	53	
38	下	x	a	44	
39	夏	x	a	44	
40	哑	ȵ	ia	21	
41	姐	tɕ	iɛ	21	
42	借	tɕ	iɛ	44	
43	写	ɕ	iɛ	21	
44	斜	ɕ	iɛ	24	
45	谢	ɕ	iɛ	44	
46	车	tsh	ɤ	53	
47	蛇	s	ɤ	24	
48	射	s	ɤ	44	
49	爷	∅	iɛ	24	
50	野	∅	iɛ	21	
51	夜	∅	iɛ	44	
52	瓜	k	ua	53	
53	瓦	∅	ua	21	
54	花	x	ua	53	
55	化	x	ua	44	
56	华	x	ua	24	
57	谱	ph	u	21	
58	布	ph	u	44	～儿。白
58	布	p	u	44	～置。文
59	铺	ph	u	53	
60	簿	ph	u	44	
61	步	ph	u	44	跑～。白
61	步	p	u	44	～枪。文
62	赌	t	u	21	
63	土	th	u	21	
64	图	th	u	24	
65	杜	th	u	44	
66	奴	n	ou	24	
67	路	l	ou	44	
68	租	ts	ou	53	读字音
69	做	ts	uəʔ	3	
70	错	tsh	uo	44	
71	箍	k	u	53	
72	古	k	u	21	
73	苦	kh	u	21	
74	裤	kh	u	44	
75	吴	∅	u	24	
76	五	∅	u	21	
77	虎	x	u	21	
78	壶	x	u	24	
79	户	x	u	44	
80	乌	∅	uəʔ	3	～涂三四。白
80	乌	∅	u	53	～黑。文
81	女	z	ou	21	～子。白
81	女	ȵ	y	21	～儿红。文
82	吕	l	y	21	
83	徐	ɕ	y	24	
84	猪	ts	u	53	
85	除	tsh	u	24	
86	初	tsh	ou	53	
87	锄	tsh	ou	24	
88	所	s	uo	21	
89	书	s	u	53	
90	鼠	s	u	21	
91	如	z	u	24	
92	举	tɕ	y	21	
93	锯	tɕ	y	44	
94	去	k	əʔ	3	～哪。白
94	去	tɕh	y	44	～皮。文
95	渠	tɕh	y	24	
96	鱼	ȵ	y	24	猴～儿：小鱼。白
96	鱼	∅	y	24	鲤～。文
97	许	ɕ	y	24	
98	余	∅	y	24	
99	府	x	u	21	
100	付	x	u	44	
101	父	x	u	44	
102	武	∅	u	21	
103	雾	∅	u	44	
104	取	tɕh	y	21	
105	柱	tsh	u	44	
106	住	tsh	u	44	
107	数	s	ou	21	
108	数	s	ou	44	
109	主	ts	u	21	
110	输	s	u	53	
111	竖	s	u	44	
112	树	s	u	44	
113	句	tɕ	y	44	
114	区	tɕh	y	53	
115	遇	∅	y	44	
116	雨	∅	y	21	
117	芋	∅	y	44	读字音
118	裕	∅	y	44	
119	胎	th	ɛe	53	
120	台	th	ɛe	24	
121	袋	th	ɛe	44	布～～。白
121	袋	t	ɛe	44	～装。文
122	来	l	ɛe	24	
123	菜	tsh	ɛe	44	
124	财	tsh	ae	24	
125	该	k	ɛe	53	
126	改	k	ɛe	21	
127	开	kh	ɛe	53	
128	海	x	ae	21	
129	爱	ŋ	ɛe	44	
130	贝	p	ei	44	
131	带	t	ɛe	44	
132	盖	k	ɛe	44	
133	害	x	ɛe	44	
134	拜	p	ɛe	44	
135	排	ph	ae	24	
136	埋	m	ae	24	
137	戒	tɕ	iɛ	44	
138	摆	p	ae	21	
139	派	ph	ɛe	44	
140	牌	ph	ae	24	
141	买	m	ae	21	
142	卖	m	ɛe	44	
143	柴	tsh	ae	24	
144	晒	s	ɛe	44	
145	街	tɕ	iɛ	53	
146	解	ts	ae	21	
147	鞋	x	ae	24	
148	蟹	ɕ	iɛ	44	
149	矮	n	ae	21	
150	败	ph	ɛe	44	
151	币	p	i	44	
152	制	tsh	ɿ	44	
153	世	s	ɿ	44	
154	艺	∅	i	44	
155	米	m	i	21	
156	低	t	i	53	
157	梯	th	i	53	
158	剃	th	i	44	
159	弟	th	i	44	
160	递	th	i	44	
161	泥	ȵ	i	24	
162	犁	l	i	24	
163	西	ɕ	i	53	
164	洗	ɕ	i	21	
165	鸡	tɕ	i	53	
166	溪	ɕ	i	53	
167	契	tɕh	i	44	
168	系	ɕ	i	44	
169	杯	p	ei	53	
170	配	ph	ei	44	
171	赔	ph	ei	24	
172	背	ph	ei	44	
173	煤	m	ei	24	
174	妹	m	ei	44	
175	对	t	uei	44	
176	雷	l	uei	24	
177	罪	tsh	uei	44	
178	碎	s	uei	44	
179	灰	x	uei	53	
180	回	x	uei	24	
181	外	∅	uɛe	44	
182	会	x	uei	44	
183	怪	k	uɛe	44	
184	块	kh	uɛe	44	
185	怀	x	uae	24	
186	坏	x	uɛe	44	
187	拐	k	uae	21	
188	挂	k	ua	44	
189	歪	∅	uɛe	53	
190	画	x	ua	44	
191	快	kh	uɛe	44	
192	话	x	ua	44	
193	岁	ɕ	y	44	～～钱。白
193	岁	s	uei	44	～月。文
194	卫	∅	uei	44	
195	肺	x	uei	44	
196	桂	k	uei	44	
197	碑	p	ei	53	
198	皮	ph	i	24	
199	被	ph	i	44	
200	紫	ts	ɿ	21	
201	刺	tsh	ɿ	44	
202	知	ts	ɿ	53	
203	池	tsh	ɿ	24	
204	纸	ts	ɿ	21	
205	儿	z	ɿ	24	～狗。白
205	儿	∅	ər	24	～子。文
206	寄	tɕ	i	44	
207	骑	tɕh	i	24	
208	蚁	∅	i	21	
209	义	ȵ	i	44	～泉：地名。白
209	义	∅	i	44	仁～。文
210	戏	ɕ	i	44	
211	移	∅	i	24	
212	比	p	i	21	
213	屁	ph	i	44	
214	鼻	ph	iəʔ	3	
215	眉	m	i	24	
216	地	th	i	44	～里。白
216	地	t	i	44	～理。文
217	梨	l	i	24	
218	资	ts	ɿ	53	
219	死	s	ɿ	21	
220	四	s	ɿ	44	
221	迟	tsh	ɿ	24	
222	师	s	ɿ	53	
223	指	ts	aʔ	3	～头。白
223	指	ts	ɿ	21	～挥。文
224	二	∅	ər	44	
225	饥	tɕ	i	53	
226	器	tɕh	i	44	
227	姨	∅	i	24	
228	李	l	i	21	
229	子	ts	əʔ	3	儿～。白
229	子	ts	ɿ	21	～孙。文
230	字	tsh	ɿ	44	
231	丝	s	ɿ	53	
232	祠	s	ɿ	24	晋～。白
232	祠	tsh	ɿ	24	～堂。文
233	寺	s	ɿ	53	
234	治	ts	ɿ	44	
235	柿	s	ɿ	44	
236	事	s	ɿ	44	
237	使	s	ɿ	21	
238	试	s	ɿ	44	
239	时	s	ɿ	24	
240	市	s	ɿ	44	
241	耳	z	ɿ	44	～朵。白
241	耳	∅	ər	44	～机。文
242	记	tɕ	i	44	
243	棋	tɕh	i	24	
244	喜	ɕ	i	21	
245	意	∅	i	44	
246	几	tɕ	i	21	
247	气	tɕh	i	44	
248	希	ɕ	i	53	
249	衣	ȵ	i	53	～裳。白
249	衣	∅	i	53	大～。文
250	嘴	tɕ	y	21	
251	随	ɕ	y	24	
252	吹	tsh	u	53	～气。白
252	吹	tsh	uei	53	～牛。文
253	垂	tsh	uei	24	
254	规	k	uei	53	
255	亏	kh	uei	53	
256	跪	kh	uei	44	
257	危	∅	uei	53	
258	类	l	y	44	几～。白
258	类	l	ei	44	分～。文
259	醉	tɕ	y	44	
260	追	ts	uei	53	
261	锤	tsh	u	24	～子。白
261	锤	tsh	uei	24	棒～。文
262	水	s	u	21	喝～。白
262	水	s	uei	21	～果。文
263	龟	k	uei	53	
264	季	tɕ	i	44	
265	柜	tɕh	y	44	小～儿。白
265	柜	kh	uei	44	立～。文
266	位	∅	uei	44	
267	飞	x	uei	53	
268	费	ɕ	i	44	～鞋。白
268	费	x	uei	44	浪～。文
269	肥	ɕ	i	24	衣服～。白
269	肥	x	uei	24	～料。文
270	尾	∅	y	44	～巴。白
270	尾	∅	i	44	～巴。白
270	尾	∅	uei	44	阑～炎。文
271	味	∅	uei	44	
272	鬼	k	uei	21	
273	贵	k	uei	44	
274	围	∅	y	24	～住。白
274	围	∅	uei	24	～巾。文
275	胃	∅	uei	44	
276	宝	p	ɑo	21	
277	抱	ph	u	44	～娃。白
277	抱	p	ɑo	44	拥～。文
278	毛	m	u	24	～娃子。白
278	毛	m	ɑo	24	～衣。文
279	帽	m	ɑo	44	
280	刀	t	ɑo	53	
281	讨	th	ɑo	21	
282	桃	th	ɑo	24	
283	道	th	ɑo	44	走～。白
283	道	t	ɑo	44	～理。文
284	脑	n	ɑo	24	
285	老	l	ɑo	21	
286	早	ts	ɑo	21	
287	灶	ts	ɑo	44	
288	草	tsh	ɑo	44	
289	糙	tsh	ɑo	44	
290	造	tsh	ɑo	44	
291	嫂	s	ɑo	21	
292	高	k	ɑo	53	
293	靠	kh	ɑo	44	
294	熬	ŋ	ɑo	24	
295	好	x	ɑo	21	
296	号	x	ɑo	44	
297	包	p	ɑo	53	
298	饱	p	ɑo	21	
299	炮	ph	ɑo	44	
300	猫	m	ɑo	24	
301	闹	n	ɑo	21	
302	罩	ts	ɑo	44	
303	抓	ts	ua	53	
304	找	ts	ɑo	21	
305	抄	tsh	ɑo	53	
306	交	tɕ	iɑo	53	
307	敲	tɕh	iɑo	53	
308	孝	ɕ	iɑo	44	
309	校	ɕ	iɑo	44	
310	表	p	iɑo	53	
311	票	ph	iɑo	44	
312	庙	m	iɑo	44	
313	焦	tɕ	iɑo	53	
314	小	ɕ	iɑo	21	
315	笑	ɕ	iɑo	44	
316	朝	tsh	ɑo	24	
317	照	ts	ɑo	44	
318	烧	s	ɑo	53	
319	绕	z	ɑo	44	
320	桥	tɕh	iɑo	24	
321	轿	tɕh	iɑo	44	
322	腰	∅	iɑo	53	
323	要	∅	iɑo	44	
324	摇	∅	iɑo	24	
325	鸟	ȵ	iɑo	21	
326	钓	t	iɑo	44	
327	条	th	iɑo	24	
328	料	l	iɑo	44	
329	箫	ɕ	iɑo	53	
330	叫	tɕ	iɑo	44	
331	母	m	u	21	
332	抖	t	ou	21	
333	偷	th	ou	53	
334	头	th	ou	24	
335	豆	th	ou	44	～子。白
335	豆	t	ou	44	～浆。文
336	楼	l	ou	24	
337	走	ts	ou	21	
338	凑	tsh	ou	44	
339	钩	k	ou	53	
340	狗	k	ou	44	
341	够	k	ou	44	
342	口	kh	ou	21	
343	藕	ŋ	ou	21	
344	后	x	ou	44	
345	厚	x	ou	44	
346	富	x	u	44	
347	副	x	u	44	
348	浮	x	u	24	
349	妇	x	u	44	
350	流	l	iou	24	
351	酒	tɕ	iou	21	
352	修	ɕ	iou	53	
353	袖	ɕ	iou	44	
354	抽	tsh	ou	53	
355	绸	tsh	ou	24	
356	愁	s	ou	24	～死啦。白
356	愁	tsh	ou	24	发～。文
357	瘦	s	ou	44	
358	州	ts	ou	53	
359	臭	tsh	ou	44	
360	手	s	ou	21	
361	寿	s	ou	44	
362	九	tɕ	iou	21	
363	球	tɕh	iou	24	
364	舅	tɕh	iou	44	
365	旧	tɕh	iou	44	
366	牛	ȵ	iou	24	
367	休	ɕ	iou	53	
368	优	∅	iou	53	
369	有	∅	iou	21	
370	右	∅	iou	44	
371	油	∅	iou	24	
372	丢	t	iou	53	
373	幼	∅	iou	44	
374	贪	th	æ	53	
375	潭	th	aŋ	24	
376	南	n	aŋ	24	
377	蚕	tsh	aŋ	24	
378	感	k	aŋ	21	
379	含	x	aŋ	24	
380	暗	ŋ	æ	44	
381	搭	t	aʔ	3	
382	踏	th	aʔ	3	
383	拉	l	a	53	
384	杂	tsh	aʔ	3	
385	鸽	k	aʔ	3	
386	盒	x	aʔ	3	
387	胆	t	aŋ	21	
388	毯	th	aŋ	21	
389	淡	th	æ	44	
390	蓝	l	aŋ	24	
391	三	s	æ	53	
392	甘	k	æ	53	
393	敢	k	aŋ	21	
394	喊	x	aŋ	21	
395	塔	th	aʔ	3	
396	蜡	l	aʔ	3	
397	赚	th	uaŋ	24	～人。白
397	赚	ts	uæ	44	～钱。文
398	杉	s	æ	53	读字音
399	减	tɕ	iaŋ	21	
400	咸	x	aŋ	24	～淡。白
400	咸	ɕ	iaŋ	24	～淡。文
401	插	tsh	aʔ	3	
402	闸	ts	aʔ	3	
403	夹	tɕ	iəʔ	3	
404	衫	s	æ	53	
405	监	tɕ	iɛ	53	
406	岩	∅	iaŋ	24	读字音
407	甲	tɕ	iəʔ	3	
408	鸭	ȵ	iəʔ	3	
409	黏	z	aŋ	24	
410	尖	tɕ	iɛ	53	
411	签	tɕh	iɛ	53	
412	占	ts	æ	44	
413	染	z	aŋ	21	
414	钳	tɕh	iaŋ	24	
415	验	∅	iɛ	44	
416	险	ɕ	iaŋ	21	
417	厌	∅	iɛ	44	
418	炎	∅	iɛ	24	
419	盐	∅	iaŋ	24	
420	接	tɕ	iəʔ	3	
421	折	ts	aʔ	3	
422	叶	∅	iəʔ	3	
423	剑	tɕ	iɛ	44	
424	欠	tɕh	iɛ	44	
425	严	ȵ	iaŋ	24	
426	业	ȵ	iəʔ	3	
427	点	t	iaŋ	21	
428	店	t	iɛ	44	
429	添	th	iɛ	53	
430	甜	th	iaŋ	24	
431	念	ȵ	iɛ	44	
432	嫌	ɕ	iaŋ	24	
433	跌	t	iəʔ	3	
434	贴	th	iəʔ	3	
435	碟	th	iəʔ	3	～子。白
435	碟	t	iəʔ	3	光～。文
436	协	ɕ	iəʔ	3	
437	犯	x	uæ	44	
438	法	x	uaʔ	3	
439	品	ph	iəŋ	21	
440	林	l	iəŋ	24	
441	浸	tɕh	iəŋ	44	
442	心	ɕ	iəŋ	53	
443	寻	ɕ	iəŋ	24	
444	沉	tsh	əŋ	24	
445	参	s	əŋ	53	
446	针	ts	əŋ	53	
447	深	s	əŋ	53	
448	任	z	əŋ	44	
449	金	tɕ	iəŋ	53	
450	琴	tɕh	iəŋ	24	
451	音	∅	iəŋ	53	
452	立	l	iəʔ	3	
453	集	tɕh	iəʔ	3	赶～。白
453	集	tɕ	iəʔ	3	～中。文
454	习	s	əʔ	3	～美：地名。白
454	习	ɕ	iəʔ	3	学～。文
455	汁	ts	əʔ	3	
456	十	s	əʔ	3	
457	入	z	uəʔ	3	
458	急	tɕ	iəʔ	3	
459	及	tɕ	iəʔ	3	
460	吸	ɕ	iəʔ	3	
461	单	t	æ	44	
462	炭	th	æ	44	
463	弹	th	aŋ	24	
464	难	n	aŋ	24	
465	兰	l	aŋ	24	
466	懒	l	aŋ	21	
467	烂	l	æ	44	
468	伞	s	aŋ	21	
469	肝	k	æ	53	
470	看	kh	æ	44	
471	岸	ŋ	æ	44	
472	汉	x	æ	44	
473	汗	x	æ	44	
474	安	ŋ	æ	53	
475	达	t	aʔ	3	
476	辣	l	aʔ	3	
477	擦	tsh	aʔ	3	
478	割	k	aʔ	3	
479	渴	kh	ɤ	44	
480	扮	p	æ	44	
481	办	ph	æ	44	
482	铲	tsh	aŋ	21	
483	山	s	æ	53	
484	产	tsh	aŋ	21	
485	间	tɕ	iɛ	53	
486	眼	ȵ	iaŋ	21	
487	限	ɕ	iɛ	44	
488	八	p	aʔ	3	
489	扎	ts	aʔ	3	
490	杀	s	aʔ	3	
491	班	p	æ	53	
492	板	p	æ	21	
493	慢	m	æ	44	
494	奸	tɕ	iɛ	53	
495	颜	ȵ	iaŋ	24	
496	瞎	x	aʔ	3	
497	变	p	iɛ	44	
498	骗	ph	iɛ	44	
499	便	p	iɛ	44	
500	棉	m	iaŋ	24	
501	面	m	iɛ	44	
502	连	l	iaŋ	24	
503	剪	tɕ	iaŋ	21	
504	浅	tɕh	iaŋ	21	
505	钱	tɕh	iaŋ	24	
506	鲜	ɕ	iɛ	53	
507	线	ɕ	iɛ	44	
508	缠	tsh	aŋ	24	
509	战	ts	æ	44	
510	扇	s	æ	44	
511	善	s	æ	44	
512	件	tɕh	iɛ	44	
513	延	∅	iaŋ	24	
514	别	p	iəʔ	3	
515	灭	m	iəʔ	3	
516	列	l	iəʔ	3	
517	撤	tsh	aʔ	3	
518	舌	s	aʔ	3	
519	设	s	aʔ	3	
520	热	z	aʔ	3	
521	杰	tɕh	iəʔ	3	
522	孽	ȵ	iəʔ	3	
523	建	tɕ	iɛ	44	
524	健	tɕ	iɛ	44	
525	言	ȵ	iaŋ	24	～语。白
525	言	∅	iaŋ	24	文～。文
526	歇	ɕ	iəʔ	3	
527	扁	p	aŋ	24	～的。白
527	扁	p	iaŋ	21	～豆。文
528	片	ph	iaŋ	21	一～
528	片	ph	iɛ	44	～开
529	面	m	iɛ	44	
530	典	t	iaŋ	21	
531	天	th	iɛ	53	
532	田	th	iaŋ	24	
533	垫	th	iɛ	44	
534	年	ȵ	iaŋ	24	
535	莲	l	iaŋ	24	
536	前	tɕh	iaŋ	24	
537	先	ɕ	iɛ	53	
538	肩	tɕ	iɛ	53	
539	见	tɕ	iɛ	44	
540	牵	tɕh	iɛ	53	
541	显	ɕ	iaŋ	21	
542	现	ɕ	iɛ	44	
543	烟	∅	iɛ	53	
544	憋	p	iəʔ	3	
545	篾	m	iəʔ	3	读字音
546	铁	th	iəʔ	3	
547	捏	ȵ	iəʔ	3	
548	节	tɕ	iəʔ	3	
549	切	tɕh	iəʔ	3	
550	截	tɕh	iəʔ	3	～住。白
550	截	tɕ	iəʔ	3	半～。文
551	结	tɕ	iəʔ	3	
552	搬	p	æ	53	
553	半	p	æ	44	
554	判	ph	æ	44	
555	盘	ph	aŋ	24	
556	满	m	aŋ	21	
557	端	t	uæ	53	
558	短	t	uaŋ	21	
559	断	th	uæ	44	
560	暖	n	uaŋ	21	～和。白
560	暖	n	uæ	44	～壶。文
561	乱	l	uæ	44	
562	酸	s	uæ	53	
563	算	s	uæ	44	
564	官	k	uæ	53	
565	宽	kh	uæ	53	
566	欢	x	uæ	53	
567	完	∅	uaŋ	24	
568	换	x	uæ	44	
569	碗	∅	uaŋ	21	
570	拨	ph	aʔ	3	
571	泼	ph	aʔ	3	
572	末	m	aʔ	3	
573	脱	th	uaʔ	3	
574	夺	th	uaʔ	3	
575	阔	kh	uaʔ	3	
