#a
p [1]□{~脊：背部}巴芭笆爸疤吧□{一~面：一块面饼}[2]爸{口语小称变调，面称父亲}□{背重物}[3]把{文}飽{白}[4]罷[5]霸豹壩
pʰ [1]脬{卵(laŋ4)~：阴囊}[4]泡
b [5]□{趴在某个平面}龅{白，~牙}
m [1]媽{文，~~：母亲}馬{~虎(hu1)}嗎[2]媽{口语小称变调，面称母亲}[3]媽{祖母}馬{~上}瑪螞[5]□{~起：明天。可能是“明旦”合音}
t [1]焦{白，干燥}灱{白，干燥}[2]禾{读字音}[3]打{~扰}[5]罩{白，maŋ53~：蚊帐}
tʰ [1]他
l [1]拉垃{~kʰip7(垃圾，又音)}[2]朥{猪油}膋{猪油}哪{又，~吒}拉{白，~屎}□{~ia2：高脚蜘蛛}□{~ngia2：行动迟缓}[4]□{足够}□{搅拌}[5]□{去}
n [1]□{语气词}[2]林{乡名用字}藍{白，姓}籃{1}[3]哪那{~里，姓}拿欖{白}[5]那{~哥，一种多刺的鱼}[9]若{~是：如果}
ts [1]楂查{姓}渣嗟{又}吒[3]早昔{读字音}[5]榨炸乍詐{~骗，欺~}怎{读半边}[6]□{~~叫，被冷水冲过的寒意}
tsʰ [1]差{~评，~绌：差距}[2]柴樵[3]炒
s [1]沙{译音，~茶}□{一把抓起，常用于指抓起长柄状物体}[4]傻啥[5]灑{又}
k [1]□{~ki6：自己}□{~嗽：咳嗽}□{~留：掉落~丙坛村}交{地名音，~丙坛村}膠橄鉸{~刀：剪刀}囫{~囵(nŋ6)，整个}[3]絞{~：卷入；~糜mi2：切碎}校{调整}攪[4]咬{叮咬；啃咬}[5]教滘窖較校
kʰ [1]尻{~穿：屁股}骹{脚，可以指整条腿}[3]巧卡[5]敲扣{2，~掉}
ŋ [5]□{呆傻}
h [2]□{~腰带：系腰带}[5]孝{2，白，~衫：孝衣}
∅ [1]阿亞婭鴉{乌~}啊[3]拗{白，~折，~断}[5]詏{白，争吵}[9]□{也，~是}
#ia
m [2]名{白}[6]命{1，白，生~，拼~}
t [1]爹
n [1]令{你的，指对方亲属}[3]令{你的，指对方亲属，语气与nia22不同}領嶺[4]□{背，~来，引申为担责}[5]令{你的，指对方亲属，脏话用}
ts [1]嗟遮[3]姐者[4]借藉籍[5]蔗[6]謝{2，姓}
tsʰ [1]奢賒車{1}
dz [3]惹
s [1]斜{白，倾khaŋ3~：将碗或盆的一端拿起，成一个角度}[2]邪斜{~纹，~视}社{地名音，西~，西社，占陇的一个大乡}佘{姓}[3]寫[4]社[5]卸斜{崎kia4~：陡峭}舍{放弃，丢弃}舍瀉[6]射射{跳}謝{1，感~，tsoi6谢：多谢}
k [1]加嘉佳迦伽[3]假{假如}賈[4]崎[5]寄
kʰ [1]□{私(sai1)~：私房}[2]擎{白，手持}騎[4]企徛
ŋ [2]□{la2~：行动迟缓}[3]雅
h [1]靴[2]霞遐瑕[4]下瓦{白}蟻{白}
∅ [1]丫[2]蚜耶椰訝爺蜈{白，~蚣}[3]野冶[5]厭{满足，腻；食𠁞~，吃不腻}[6]也亦

#ua
pf [5]簸播
pfʰ [2]婆[5]破
bv [2]磨
ɱ [1]鞔{白，遮住}[2]麻瞞[3]滿
t [4]舵[5]戴{~目镜，戴眼镜}帶{白}[6]大{白}
tʰ [1]拖{白}[2]跎{ua2 ua2~~：浪费时间}
l [2]籮[6]賴{白，~我：怨我}
n [3]捼{白，揉搓}[4]涎[6]爛
ts [1]抓[2]蛇[3]紙[6]誓□{次}
tsʰ [3]笡{歪}歪[6]娶□{带领}
s [1]沙{白}砂{白}鯊[3]耍徙{白}[5]世{~落来：接下来}
k [1]歌{白}柯{白，姓}[3]寡果{~然，如~}幾{若干，可能是“几何”合音}[5]□{含有}□{下~：下午}
kʰ [1]跨誇挎[5]掛
g [6]外{白}
h [1]花華嘩[2]和劃{~算：计划}[4]禍
∅ [1]娃瓦蛙蝸窪[2]□{~~跎跎：浪费时间}[3]我倚
#e
p [2]爬琶杷[3]把[4]父[5]把
pʰ [5]帕
b [3]馬{白}碼{白}
m [1]□{用手抓取}[2]夜盲{青~：瞎子}暝{白，夜}[3]猛{白}[6]罵{白}
t [2]茶{白}[5]□{过滤}
l [2]麗{~丽菜}
n [2]㫰晾{白，~衣服}凉{白，~ŋaŋ2(放凉)}[3]冷奶{儿语，食~~：吃奶}[4]奶
ts [1]齋[3]姐{白}者{这}姊{白，阿~：姐姐，对亲姐姐的称呼}這[5]債[6]寨
tsʰ [1]叉杈差{白，出~、参~：交叉}[2]□{~有：都有}查{白}[3]扯{白}[5]廁{白}
s [1]紗[5]瀉{用力将物品摔下。本字或为灑}
k [1]家加{白}[2]架{训，衫~：衣架}[3]假{真~}[4]下{低}[5]假{年~}架嫁駕價
kʰ [5]□{~脯(pou3)：形容人非常瘦}
g [2]牙芽衙
ŋ [4]硬
h [1]瘕{~痀抽：哮喘}[2]蝦[4]下{~种：播种}[6]夏廈
∅ [3]啞[4]下{方位}華{地名用音，~溪囝，村名，华溪村，在流沙}[6]下{量词}
#ue
pf [1]菠{白，~薐：菠菜}杯飛[2]培賠[3]□{把袖子提上去}[4]倍佩貝[5]背{文，~诵}貝輩唄
pfʰ [1]胚坯[2]培陪裴皮[4]被{白，被子}[5]配杮[6]□{□to5~(口袋)}
bv [2]梅媒煤莓黴枚[3]尾娓[6]未
ɱ [2]妹{女儿。可能是小称变调}糜{稀饭，与“粥”略有不同}[3]每[4]妹{~囝：小妹}昧寐[6]妹{~：妹妹}
t [4]兌[5]綴
tʰ [2]頽
ts [4]罪最贅[5]最[6]綴{痕}
tsʰ [1]吹炊[2]棰{木棍}[3]髓[6]揣{训}覓{训，寻找}
dz [2]挼{用手指磨碎}[4]銳睿芮
s [1]衰[2]垂[3]□{~直：做事干净利落}[5]戍歲稅帥
k [1]瓜[2]葵{~潭(地名，在惠来)}[3]裹粿[5]繪{又，东部音}會{~计}髻過卦
kʰ [1]科盔恢魁[2]瘸[5]快{手~：手快}課
h [1]恢{又}花灰[2]和{白，~尚}回茴蛔徊懷{白，开~}[3]火夥[4]匯會燴[5]化貨悔晦歲{白，读，年龄称..(数字)~；~声：年纪}誨
∅ [1]鍋萵[2]□{一~：一半，一部分}[4]衛[5]尉慰穢[6]畫話
#o
p [1]波菠玻坡[2]薄{~荷}婆{文，河~：地名，河婆，在揭西。蝠(pik7)~：蝙蝠}[3]保寶[5]報
pʰ [2]菩[3]頗叵[4]抱
b [2]無[3]母拇[6]磨{白}帽
m [2]魔摩模榔{檳~：糖果小吃，一般指橄榄等}毛[3]□{毋好合音，不好，不可}[4]暮墓慕募幕[6]望
t [1]多都{表示“也”“当然”的意思}[2]桃{杨~}逃[3]朵躲短[4]在佇{在的本字}墮[5]倒[6]代{白，年~，一~侬}袋
tʰ [1]胎{白}推{白，相~：推辞}[2]桃萄馱迌{方言俗字，tʰik7-~:玩耍}[3]妥橢討[5]退
l [1]囉[2]□{流~囝(整天在外游手好闲的人)}螺牢羅鑼蘿邏[3]裸惱咾{呵(o1)~：赞赏}[6]□{落去合音，行~：走下去}
n [1]□{语气词，表轻微转折语气}[2]娜[4]兩[5]努怒
ts [1]糟{白，鏖o1~：脏}[2]槽[3]左佐阻棗[4]坐助[5]做[6]座
tsʰ [1]初腥臊[2]挫矬鋤[3]楚礎草{白}[5]錯糙[6]□{盛放物品}
s [1]搓娑唆梭莎蔬疏蓑{文}[2]傻[3]所鎖嗩瑣嫂[5]素{白，~素，味道：无味无素，形容菜没味道}
k [1]歌哥篙糕膏竿{训}[2]哥{面称，小称变调}擱{扔}[3]稿[5]個塊{地方，底~：哪里。常用作轻声，表示某处，如在(to4)~：在这里，在(to4)伊~：在他那边}
kʰ [1]柯炣{将饭，菜，肉烩熟}戈撾{老~，国名}棵苛[3]可顆洘{浅}
g [2]鵝[6]餓
ŋ [2]俄娥梧愚寓[4]悟遇
h [1]蒿呵[2]河何[3]好[4]荷[5]荷{薄~}耗[6]賀號
∅ [1]窩渦婀媧鏖{白，~糟tso1：脏}呵{~咾：赞赏}□{沾}[2]荷{白}蠔□{扔}[3]□{崴到脚}[4]臥
#io
p [1]標{~旗}錶[3]表{~哥，~弟}[5]漂
pʰ [2]薸萍{训}[5]票
b [2]描瞄[6]廟
t [2]潮[5]□{常用作叠词或联绵词作副词，形容动作的词尾}[6]□{颤抖：凝ŋaŋ2到青~，冷得全身发抖}
tʰ [1]挑{白，~风起涌(形容挑起事端)}[5]糶
l [2]撈
n [2]量梁糧孃娘{白，月~}[3]兩[6]讓
ts [1]蕉椒招[3]少[5]照
tsʰ [5]笑唱{白，~曲}[6]曜{白，照亮}
dz [2]橈[6]尿
s [1]消{~sik7：消息}相{白，读，可通用构词，表示某个行为或动作的指向性。如~信(siaŋ5)。~治(thai2)：打仗，~透：告知}燒[3]小
k [2]茄橋[5]叫[6]轎
kʰ [6]蹻{绊脚}
∅ [1]腰[2]姚搖[3]舀[6]鷂{风筝}
#i
p [1]陂[2]脾琵枇啤[3]彼比畀[4]被幣備[5]臂秘泌痹蔽背{提重物}費{白，姓}閉[6]弊避斃
pʰ [1]披丕[2]脾疲[3]鄙痞疕{生~:结痂。饭~:锅巴}
b [2]微[3]米[6]未味
m [1]咪眯[2]迷棉糜{烂}[4]謎[6]麵
t [1]低猪{白，：~胆，形容物品极苦}知蜘[2]弟{口语小称变调}池遞[3]底抵徵詆[4]弟遞隸娣[5]戴{白，戴帽子的动词。注意：戴，专指把东西放在头上，戴手套、戴口罩、戴表等都不用此音}帝致置智締[6]地自{训：家~(自己)}治
tʰ [1]黐{浓稠}[2]苔馳提啼持[3]體[4]痔[5]□{撕}替{仅用于代(tʰoi阴去)~，前字本字为“替”}剃滯屜啻涕翅
l [1]哩[2]黎璃厘狸離籬喱儷漓麗{高~：人参}[3]旅{文，仅用于“~游”，该读音也说lu3}履里理禮裡鯉俚屨澧李[4]莉荔利厲勵麗俐儷勱[6]例離{来得及。如：走解(oi4)~：跑得掉}
n [1]呢[2]泥尼呢妮年[3]女你{文}彌儞弭染{白}[4]膩
ts [1]膣{女阴}[2]糍[3]紫只姊旨指止址趾芷子籽[4]舐[5]祭制至志際濟劑
tsʰ [1]妻棲凄癡弛[2]齊馳遲[3]恥侈[4]市[5]刺試翅{鱼~}[6]飼
dz [2]兒[4]二{文}[5]□{傻笑}[6]二{用于排行：老~}字
s [1]西{文，~瓜}撕施尸屍詩私{家~(家具)}司絲[2]匙辭時[3]矢始死[4]是視[5]世四肆勢[6]誓逝豉示
k [1]支枝奇肌几基箕姬机饑幾機乩叽岐[2]棋旗[3]指几己杞紀[4]稽忌伎技妓[5]記冀計{文，伙~}痣既繼[6]忌{又音，意同kʰi6，用于“做~”一词}己{ka1~：自己}
kʰ [1]崎欺[2]奇祈祁其期淇麒歧畸芪[3]起啟齒[5]器棄氣汽[6]忌{做忌，一种纪念先祖的祭祀活动}
g [2]疑
ŋ [2]宜儀[3]擬蟻{文}[4]毅義[5]誼[6]院硯
h [1]兮稀希嘻禧熹熙攜犧[3]喜[4]係曳[5]戲
∅ [1]于{终~}伊依衣於[2]移姨夷怡貽胰[4]易異[5]意
#u
pf [1]□{~螺，一种海螺，可当喇叭吹；引申作编造、不合实际的事情}[4]捕婦[5]富佈怖
pfʰ [2]蒲葡芙浮烰{油炸，本字泡}[3]□{性交；la~，huaʔ~，指吹牛}
bv [2]巫誣蕪[3]武舞侮撫鵡[4]務[6]孵霧□{喷：~滴囝药，涂点药}
