汉字	音标	注释
妇	pʉ²ˀ²³	新~，不符合古今语音演变的对应规律
负	fʉ²²	
谋	mᴀi²¹	
矛	mᴀu²¹	
纽	liu²⁴	
流	liu²¹	
刘	liu²¹	
留	liu²¹	
柳	liu²⁴	
酒	tsiu²⁴	
秋	tsʰiu¹³	
就	tsʰiu²²	
修	siu¹³	
秀	siu⁴⁴	
绣	siu⁴⁴	
袖	tsʰiu²²	
昼	tsiu⁴⁴	~夜
昼	tiu²ˀ²³	上~
抽	tsʰiu¹³	
丑	tsʰiu²⁴	
绸	tsʰiu²¹	
宙	tsʰiu²²	
邹	tsᴀi¹³	
皱	tsiu⁴⁴	
愁	sᴀi²¹	不符合古今语音演变的对应规律
搜	sᴀi¹³	
馊	sᴀi¹³	
瘦	sᴀi⁴⁴	
周	tsiu¹³	
州	tsiu¹³	
咒	tsiu⁴⁴	
臭	tsʰiu⁴⁴	
收	siu¹³	
手	siu²⁴	
守	siu²⁴	
兽	tsʰiu⁴⁴	不符合古今语音演变的对应规律
仇	siu²¹	报~
受	siu²²	
寿	siu²²	
售	tsʰiu²¹	不符合古今语音演变的对应规律
柔	jiu²¹	
阄	kiu²ˀ²³	
九	kiu²⁴	
久	kiu²⁴	
救	kiu⁴⁴	
丘	kʰiu¹³	
求	kʰiu²¹	
球	kʰiu²¹	
舅	kʰiu⁴⁴	~娘
舅	kʰiu²ˀ²³	细~仔
旧	kʰiu²²	
牛	ŋiu²¹	
休	hiu¹³	
优	jiu¹³	
尤	jiu²¹	
邮	jiu²¹	
有	jiu⁴⁴	
友	jiu²ˀ²³	
又	jiu²²	
右	jiu²²	
由	jiu²¹	
油	jiu²¹	
酉	jiu²ˀ²³	
柚	jiu⁴ˀ⁴⁵	
彪	piᴀu¹³	
谬	miᴀu²²	
幼	jiu⁴⁴	
耽	tɵŋ¹³	
答	to⁵	
搭	to⁵	
贪	tʰɵŋ¹³	
探	tʰɵŋ⁴⁴	~亲
踏	tʰo³	不符合古今语音演变的对应规律
潭	tʰɵŋ²¹	
南	lɵŋ²¹	
男	lɵŋ²¹	
纳	lo³	
参	tsʰɵŋ¹³	~加
惨	tsʰɵŋ²⁴	
蚕	tsʰɵŋ²¹	
杂	tsʰo³	
感	kᴀŋ²⁴	
鸽	kᴀ²ˀ²³	
含	hɵŋ²¹	
合	hʉ³	
庵	ᴀŋ¹³	佛寺
暗	m⁴⁴	天~，不符合古今语音演变的对应规律
暗	ɵŋ⁴⁴	黑~
担	tɵŋ¹³	~任
胆	tɵŋ²⁴	
担	tɵŋ²ˀ²³	
毯	tʰɵŋ²⁴	
塔	tʰo²ˀ²³	
塌	tʰo⁵	
谈	tʰɵŋ²¹	
痰	tʰɵŋ²¹	
淡	tʰɵŋ⁴⁴	
蓝	lɵŋ²¹	
篮	lɵŋ²¹	~球
篮	lɵŋ⁴ˀ⁴⁵	竹~
览	lɵŋ²⁴	
腊	lo³	
蜡	lo³	
暂	tsʰɵŋ²²	
三	sɔ¹³	不符合古今语音演变的对应规律
甘	kᴀŋ¹³	
柑	kɵŋ²ˀ²³	
敢	kɵŋ²⁴	
喊	hᴀŋ⁴⁴	不符合古今语音演变的对应规律
站	tsʰᴀŋ²²	车~
赚	tsʰɵŋ²²	
斩	tsᴀŋ²⁴	
插	tsʰᴀ⁵	
闸	tsʰᴀ³	
杉	so¹³	不符合古今语音演变的对应规律
减	kᴀŋ²⁴	
夹	kᴀ⁵	
恰	kʰᴀ⁵	
咸	hᴀŋ²¹	
陷	hᴀŋ²²	
馅	hᴀŋ⁴ˀ⁴⁵	
狭	hᴀ³	
峡	hᴀ³	
衫	sᴀŋ¹³	~袖
衫	sᴀŋ²ˀ²³	恤~
监	kᴀŋ⁴⁴	~狱，不符合古今语音演变的对应规律
甲	kᴀ²ˀ²³	
岩	ŋɵŋ²¹	
癌	ŋɵŋ²¹	
衔	hɵŋ²¹	
舰	lɵŋ²²	不符合古今语音演变的对应规律
鸭	o²ˀ²³	
压	o⁵	
贬	pie²⁴	
聂	sɿ⁵	不符合古今语音演变的对应规律
廉	lie²¹	
镰	lie²¹	茅~
镰	lie⁴ˀ⁴⁵	禾~
猎	liᴀ⁴ˀ⁴⁵	不符合古今语音演变的对应规律
尖	tsie¹³	
接	tsɿ⁵	
签	tsʰie¹³	
潜	tsʰie²¹	
渐	tsʰie²²	
捷	tsɿ⁵	不符合古今语音演变的对应规律
沾	tsie¹³	
占	tsie⁴⁴	~领
折	tsɿ⁵	~叠
陕	sie²⁴	
闪	hie²⁴	
摄	sɿ⁵	
涉	sɿ⁵	不符合古今语音演变的对应规律
染	ŋie⁴⁴	
检	kie²⁴	
钳	kʰie²¹	
验	ŋie²²	
险	hie²⁴	
厌	jie⁴⁴	
盐	jie²¹	
阎	ŋɵ²¹	不符合古今语音演变的对应规律
檐	jie²¹	
檐	jie⁴ˀ⁴⁵	瓦~
艳	jie⁴⁴	不符合古今语音演变的对应规律
叶	jie⁴ˀ⁴⁵	
页	jie³	
剑	kie⁴⁴	
劫	ki⁵	
欠	kʰie⁴⁴	
严	ŋie²¹	
业	ŋi⁴ˀ⁴⁵	
胁	hi³	不符合古今语音演变的对应规律
点	tie²⁴	
店	tie²⁴	饭~，不符合古今语音演变的对应规律
店	tie²ˀ²³	
添	tʰie¹³	
帖	tʰi²ˀ²³	
贴	tʰi⁵	
甜	tʰie²¹	
叠	tʰi³	
碟	tʰi⁴ˀ⁴⁵	
谍	tʰi³	
拈	lie¹³	~起
念	lie²²	
兼	kie¹³	
谦	hie¹³	
歉	kʰie⁴⁴	
嫌	hie²¹	
协	hi³	
法	fo²ˀ²³	
泛	fɵŋ⁴⁴	
凡	fɵŋ²¹	
范	fɵŋ²²	
犯	fɵŋ²²	
禀	pun²⁴	
品	pʰun²ˀ²³	
林	lin²¹	
临	lin²¹	
立	ləe³	
笠	ləe³	
粒	lei⁵	不符合古今语音演变的对应规律
浸	tsin⁴⁴	
侵	tsʰin¹³	
寝	tsʰin²⁴	
集	tsʰəe³	
心	sin¹³	
寻	tsʰin²¹	
习	tsʰəe³	
沉	tsʰin²¹	
森	sin¹³	
参	tsʰɵŋ¹³	人~，不符合古今语音演变的对应规律
针	tsin¹³	
枕	tsin²⁴	~头
执	tsɿ⁵	
汁	tsɿ⁵	
深	sin¹³	
沈	sin²⁴	
审	sin²⁴	
湿	sɿ⁵	
十	sɿ³	
壬	ŋin²¹	
任	ŋin²²	姓氏，不符合古今语音演变的对应规律
入	ŋi³	
今	kin¹³	
金	kin¹³	
锦	kin²⁴	
禁	kin⁴⁴	~止
急	ki⁵	
级	kʰi²ˀ²³	不符合古今语音演变的对应规律
琴	kʰin²¹	
及	kʰi³	
吸	kʰi⁵	
音	jin¹³	
阴	jin¹³	
饮	jin²⁴	~酒
丹	tɵŋ¹³	
单	tɵŋ¹³	
单	tɵŋ²ˀ²³	药~
旦	tɵŋ²ˀ²³	
摊	tʰɵŋ¹³	
滩	tʰɵŋ¹³	
坦	tʰɵŋ²⁴	
炭	tʰɵŋ²ˀ²³	
弹	tʰɵŋ²¹	~琴
但	tʰɵŋ²²	
弹	tʰɵŋ⁴ˀ⁴⁵	子~
达	tʰo³	
难	lɵŋ²¹	~易
难	lɵŋ²¹	患~
捺	lo³	撇~
兰	lɵŋ²¹	
栏	lɵŋ²¹	~杆
栏	lɵŋ⁴ˀ⁴⁵	牛~
懒	lɵŋ⁴⁴	
烂	lɵŋ²²	
辣	lo³	
赞	tsɵŋ⁴⁴	
餐	tsʰɵŋ¹³	
灿	tsʰɵŋ⁴⁴	
擦	tsʰo⁵	
擦	tsʰo²ˀ²³	黑板~
残	tsʰɵŋ²¹	
散	sɵŋ²⁴	~开
伞	sɵŋ⁴⁴	
散	sɵŋ⁴⁴	分~
干	kɵŋ¹³	~湿
肝	kɵŋ¹³	
秆	kɵŋ²⁴	
干	kɵŋ⁴⁴	~活
割	kʉ⁵	
刊	kʰɵŋ¹³	
岸	ŋɵŋ⁴ˀ⁴⁵	
汉	hɵŋ⁴⁴	
鼾	hɵŋ²²	
寒	hɵŋ²¹	
韩	hɵŋ²¹	
旱	hɵŋ⁴⁴	
汗	hɵŋ²²	
安	m̩¹³	不符合古今语音演变的对应规律
案	ɵŋ⁴⁴	
扮	pɵŋ⁴⁴	
八	pᴀ⁵	
盼	pʰɵŋ⁴⁴	
办	pʰɵŋ²²	
拔	pʰo³	
抹	mʉ⁵	~布，不符合古今语音演变的对应规律
盏	tsᴀŋ²⁴	
铲	tsʰᴀŋ²⁴	
察	tsʰo⁵	
察	tsʰᴀ⁵	
山	sᴀŋ¹³	
产	tsʰᴀŋ²⁴	不符合古今语音演变的对应规律
杀	sᴀ⁵	
艰	kᴀŋ¹³	
间	kᴀŋ¹³	量词
间	kᴀŋ²ˀ²³	中~
简	kᴀŋ²⁴	
拣	kᴀŋ²⁴	
眼	ŋᴀŋ⁴⁴	
眼	ŋᴀŋ²ˀ²³	龙~
闲	hᴀŋ²¹	
限	hᴀŋ²²	
苋	hᴀŋ²²	
班	pɵŋ¹³	
扳	pɵŋ¹³	
板	pɵŋ²⁴	
攀	pʰɵŋ¹³	
蛮	mɵŋ²¹	
慢	mɵŋ²²	
铡	tsᴀ⁵	~刀，不符合古今语音演变的对应规律
删	sɵŋ¹³	
奸	kɵŋ¹³	
谏	kᴀŋ²⁴	不符合古今语音演变的对应规律
颜	ŋɵŋ²¹	
雁	ŋɵŋ²²	
瞎	hʉ³	不符合古今语音演变的对应规律
辖	hʉ³	
晏	m⁴⁴	晚，不符合古今语音演变的对应规律
晏	ɵŋ⁴⁴	晚
鞭	pie¹³	
编	pʰie¹³	不符合古今语音演变的对应规律
变	pie⁴⁴	
篇	pʰie¹³	
偏	pʰie¹³	
骗	pʰie⁴⁴	
便	pʰie²¹	~宜
辩	pʰie²²	
便	pʰie²²	方~
别	pʰi³	离~
棉	mie²¹	
免	mie⁴⁴	
面	mie²²	脸~
面	mie⁴ˀ⁴⁵	对~
灭	mi³	
碾	tsie²⁴	不符合古今语音演变的对应规律
连	lie²¹	
联	lɵ²¹	~衣
联	lie²¹	
列	li³	
烈	li³	
裂	li⁵	不符合古今语音演变的对应规律
煎	tsie¹³	
剪	tsie²⁴	
箭	tsie⁴⁴	
迁	tsʰie¹³	
浅	tsʰie²⁴	
钱	tsʰie²¹	kʰi¹³~
钱	tsʰie⁴ˀ⁴⁵	
践	tsʰie²⁴	不符合古今语音演变的对应规律
贱	tsʰie²²	
仙	sie¹³	
鲜	sie¹³	新~
癣	sɵ²⁴	
线	sie⁴⁴	
线	sie²ˀ²³	谷~
薛	sɵ⁵	
展	tsie²⁴	
哲	tsɿ⁵	
撤	tsʰɿ⁵	
彻	tsʰɿ⁵	
缠	tsʰie²¹	
战	tsie⁴⁴	
折	tsɿ⁵	~断
舌	siᴀ³	~头，不符合古今语音演变的对应规律
舌	sɿ³	字音
舌	sɿ⁴ˀ⁴⁵	lo¹³~
扇	sie⁴⁴	~动，不符合古今语音演变的对应规律
扇	sie²ˀ²³	~子
设	sɿ⁵	
蝉	sie²¹	
善	sie²²	
折	sɿ³	~本
然	jie²¹	
燃	jie²¹	
热	ŋie³	
乾	kʰie²¹	~坤
件	kʰie²²	一~事
件	kʰie²⁴	一~衣，不符合古今语音演变的对应规律
杰	kʰi³	
孽	ŋie³	
延	jie²¹	
演	jie²⁴	
建	kɵ⁴⁴	
揭	kʰɵ⁵	不符合古今语音演变的对应规律
健	kʰɵ²²	
言	ŋɵ²¹	
掀	hie¹³	
宪	hie⁴⁴	
献	hie⁴⁴	
歇	hi⁵	
边	pie¹³	
边	pie²ˀ²³	侧~
扁	pie²⁴	
遍	pʰie⁴⁴	不符合古今语音演变的对应规律
片	pʰie⁴⁴	
片	pʰie²⁴	尿~，不符合古今语音演变的对应规律
片	pʰie²ˀ²³	水~
撇	pʰi³	~捺，不符合古今语音演变的对应规律
辫	pun²¹	不符合古今语音演变的对应规律
眠	mie²¹	
面	mie²²	~条
篾	mi⁴ˀ⁴⁵	
颠	tie¹³	
典	tie²⁴	
天	tʰie¹³	
铁	tʰi⁵	
田	tʰie²¹	
填	tʰie²¹	
电	tʰie²²	
垫	tʰie⁴⁴	不符合古今语音演变的对应规律
年	lie²¹	
捏	ŋi⁵	不符合古今语音演变的对应规律
怜	lie²¹	
莲	lie²¹	
练	lɵ²¹	
荐	tsie⁴⁴	
节	tsɿ⁵	
节	tsɿ²ˀ²³	五月~
千	tsʰie¹³	
切	tsʰɿ⁵	
前	tsʰie²¹	
前	tsʰie⁴ˀ⁴⁵	面~
截	tsʰɿ³	
先	sie¹³	
屑	sᴀ⁵	木~，~碎
肩	kᴀŋ¹³	~头
肩	kie¹³	
坚	kie¹³	
见	kie⁴⁴	
结	ki⁵	
结	ki²ˀ²³	死~
洁	ki⁵	
牵	hie¹³	
研	ŋie²²	不符合古今语音演变的对应规律
显	hie²⁴	
贤	hie²¹	
现	hie²²	
烟	jie¹³	
燕	jie⁴⁴	~子
宴	jie⁴⁴	
般	pɵŋ¹³	
搬	pɵŋ¹³	
半	pɵŋ⁴⁴	
钵	pʉ²ˀ²³	
拨	pʉ⁵	
潘	pʰɵŋ¹³	
拼	pʰun⁴⁴	~命，不符合古今语音演变的对应规律
判	pʰɵŋ⁴⁴	
泼	pʰʉ⁵	
盘	pʰɵŋ²¹	~钱
盘	pʰɵŋ⁴ˀ⁴⁵	
伴	pɵŋ⁴⁴	不符合古今语音演变的对应规律
叛	pʰɵŋ⁴⁴	不符合古今语音演变的对应规律
馒	mɵŋ²¹	
满	mɵŋ⁴⁴	
漫	mɵŋ²²	
末	mʉ³	
端	tɵŋ¹³	
短	tɵŋ²⁴	
锻	tʰɵŋ²²	~炼，不符合古今语音演变的对应规律
脱	tʰʉ⁵	
团	tʰɵŋ²¹	
断	tʰɵŋ⁴⁴	
段	tʰɵŋ²²	
缎	tʰɵŋ⁴ˀ⁴⁵	
夺	tʰʉ⁵	不符合古今语音演变的对应规律
暖	lɵŋ⁴⁴	
卵	lɵŋ²⁴	鹅~石
卵	lɵŋ⁴ˀ⁴⁵	鸡~
卵	lɵŋ²ˀ²³	男阴
乱	lɵŋ²²	
钻	tsɵŋ⁴⁴	~洞，不符合古今语音演变的对应规律
钻	tsɵŋ²ˀ²³	~子
窜	tsʰɵŋ⁴⁴	
酸	sɵŋ¹³	
算	sɵŋ⁴⁴	
蒜	sɵŋ⁴⁴	
官	kɵŋ¹³	
观	kɵŋ¹³	参~
管	kɵŋ²⁴	
馆	kɵŋ²⁴	
灌	kɵŋ⁴⁴	
冠	kɵŋ⁴⁴	~军
罐	kɵŋ⁴⁴	
括	kʰʉ⁵	包~，不符合古今语音演变的对应规律
宽	kʰɵŋ¹³	
款	kʰɵŋ²⁴	
阔	kʰʉ⁵	
欢	fɵŋ¹³	
唤	vɵŋ²²	不符合古今语音演变的对应规律
完	vɵŋ²¹	
丸	jɵ⁴ˀ⁴⁵	
缓	vɵŋ²²	
换	hɵŋ²²	
活	fo⁵	
碗	vɵŋ²⁴	
顽	ŋɵŋ²¹	
幻	vɵŋ²²	
滑	vᴀ³	
猾	vᴀ³	
挖	vᴀ⁵	
篡	tsʰɵ⁴⁴	
闩	sɵŋ¹³	动词
闩	sɵŋ²ˀ²³	名词
刷	tsʰo⁵	不符合古今语音演变的对应规律
关	kᴀŋ¹³	话音
关	kuᴀŋ¹³	字音
惯	kuᴀŋ⁴⁴	
刮	kuᴀ⁵	
刮	kᴀ²ˀ²³	镰~
还	vᴀŋ²¹	~原，话音
还	vɵŋ²¹	~原，字音
环	vɵŋ²¹	
患	fɵŋ²²	
弯	vᴀŋ¹³	
恋	lie²¹	不符合古今语音演变的对应规律
劣	liɔ³	不符合古今语音演变的对应规律
全	tsʰɵ²¹	
泉	tsʰɵŋ²¹	不符合古今语音演变的对应规律
绝	tsʰɵ³	
宣	sɵ¹³	
选	sɵ²⁴	
雪	sɵ⁵	
旋	tsʰɵ²²	头发~
转	tsɵ²⁴	~圈，不符合古今语音演变的对应规律
传	tsʰɵ²¹	~达
传	tsʰɵ⁴ˀ⁴⁵	~记
专	tsɵ¹³	
砖	tsɵ¹³	
穿	tsʰɵ¹³	
串	tsʰɵ⁴⁴	
船	sɵ²¹	火~
船	sɵ⁴ˀ⁴⁵	
说	sɵ⁵	
软	ŋɵ⁴⁴	
卷	kɵ²⁴	~起
卷	kɵ²⁴	考~，不符合古今语音演变的对应规律
圈	kʰɵ¹³	走一~
圈	kʰɵ²ˀ²³	画~
拳	kʰɵ²¹	
权	kʰɵ²¹	
倦	kʰɵ²²	
圆	jɵ²¹	
员	jɵ²¹	
院	jɵ²⁴	不符合古今语音演变的对应规律
缘	jɵ²¹	
铅	jɵ²¹	
铅	jɵ⁴ˀ⁴⁵	~笔
沿	jɵ²¹	
阅	jɵ³	
反	fɵŋ²⁴	
贩	fɵŋ⁴⁴	
贩	fɵŋ²ˀ²³	~仔
发	fo⁵	
翻	fɵŋ¹³	
烦	fɵŋ²¹	
饭	fɵŋ²²	
饭	fɵŋ⁴ˀ⁴⁵	早~
罚	fo³	
晚	mɵŋ⁴⁴	~崽
晚	mɵŋ²ˀ²³	夜~
万	mɵŋ²²	
袜	mo²ˀ²³	
劝	kʰɵ⁴⁴	
元	ŋɵ²¹	
原	ŋɵ²¹	
愿	ŋɵ²²	
月	ŋɵ⁴ˀ⁴⁵	
冤	jɵ¹³	
袁	jɵ²¹	
园	jɵ²¹	
园	jɵ⁴ˀ⁴⁵	菜~
远	jɵ⁴⁴	
越	jɵ³	
粤	jɵ³	
决	kʰɵ⁵	不符合古今语音演变的对应规律
诀	kɵ²ˀ²³	
缺	kʰɵ⁵	
血	hɵ⁵	
悬	sɵ²¹	不符合古今语音演变的对应规律
玄	sie²¹	不符合古今语音演变的对应规律
县	jɵ²²	不符合古今语音演变的对应规律
穴	hɵ⁴ˀ⁴⁵	
渊	jie¹³	
吞	tʰun¹³	
根	kᴀŋ¹³	
跟	kᴀŋ¹³	
垦	hᴀŋ²⁴	
痕	hᴀŋ²¹	
很	hᴀŋ²²	
恨	hᴀŋ²²	
恩	ᴀŋ¹³	
宾	pᴀn¹³	不符合古今语音演变的对应规律
笔	poe²ˀ²³	
毕	poe⁵	
必	poe⁵	
匹	pʰoe⁵	
贫	pʰun²¹	
频	pʰᴀn²¹	不符合古今语音演变的对应规律
民	mun²¹	
敏	mun⁴⁴	
密	moe³	
蜜	moe³	
邻	lin²¹	
鳞	lin¹³	不符合古今语音演变的对应规律
栗	ləe³	
津	tsun¹³	
进	tsin⁴⁴	
亲	tsʰin¹³	~戚
七	tsʰəe⁵	
漆	tsʰəe⁵	
秦	tsʰun²¹	
尽	tsʰin²²	
疾	tsʰəe³	
辛	sin¹³	
新	sin¹³	
信	sin⁴⁴	动词
信	sin²ˀ²³	名词
讯	sin⁴⁴	
悉	sei⁵	
膝	sei⁵	
珍	tsin¹³	
镇	tsin⁴⁴	
陈	tsʰin²¹	
尘	tsʰin²¹	
阵	tsʰin²²	
侄	tsʰɿ⁴ˀ⁴⁵	
衬	tsʰin⁴⁴	
虱	sɵ⁵	不符合古今语音演变的对应规律
真	tsin¹³	
诊	tsin⁴⁴	不符合古今语音演变的对应规律
振	tsin⁴⁴	
震	tsin⁴⁴	
震	tsin²ˀ²³	打硬~
质	tsɿ⁵	
神	sin²¹	
实	sɿ³	
身	sin¹³	
申	sin¹³	
伸	sin¹³	
失	sɿ⁵	
室	sɿ²ˀ²³	
晨	sin²¹	
臣	sin²¹	
肾	sin²ˀ²³	
慎	sin²²	
人	ŋin²¹	
仁	ŋin²¹	
仁	ŋin⁴ˀ⁴⁵	眼~
忍	ŋin⁴⁴	
认	ŋin²²	
日	ŋi³	~子
日	ŋi⁴ˀ⁴⁵	今~
巾	kin¹³	
紧	kin²⁴	
吉	ki⁵	
仅	kin²⁴	不符合古今语音演变的对应规律
银	ŋun⁴ˀ⁴⁵	
因	jin¹³	
印	jin⁴⁴	
乙	jɵ²ˀ²³	
一	ji⁵	
引	jin²⁴	
引	jin²ˀ²³	~火线
斤	kin¹³	
筋	kin¹³	
谨	kin²⁴	
劲	kin⁴⁴	
勤	kʰun²¹	
芹	kʰun²¹	
近	kʰin⁴⁴	远~
近	kʰin²²	最~
欣	kʰin¹³	
殷	jin¹³	
隐	jin²⁴	
奔	pᴀn¹³	不符合古今语音演变的对应规律
本	pun²⁴	
不	pʉ⁵	
盆	pʰun⁴ˀ⁴⁵	
笨	pun⁴⁴	不符合古今语音演变的对应规律
勃	pʉ⁵	不符合古今语音演变的对应规律
门	mun²¹	~铲
门	mun⁴ˀ⁴⁵	
闷	mun²²	
没	mʉ³	沉~
墩	tun¹³	
顿	tun¹³	不符合古今语音演变的对应规律
盾	tʰun²⁴	不符合古今语音演变的对应规律
钝	tʰun⁴⁴	不符合古今语音演变的对应规律
突	tʰʉ³	
嫩	lun²²	
论	lun²²	议~
尊	tsun¹³	
卒	tsʉ²ˀ²³	
村	tsʰun¹³	
寸	tsʰun⁴⁴	
存	tsʰun²¹	
孙	sun¹³	
损	sun²⁴	
昆	kʰun¹³	不符合古今语音演变的对应规律
滚	kun²⁴	
棍	kun²ˀ²³	
骨	kʉ⁵	
坤	kʰun¹³	
捆	kʰun²⁴	
困	kʰun⁴⁴	
窟	fʉ²ˀ²³	
昏	fun¹³	
婚	fun¹³	
忽	fʉ⁵	
魂	fun²¹	
浑	vun²¹	
混	fun²²	相~
温	vun¹³	
瘟	vun¹³	
稳	vun²⁴	
伦	lun²¹	
轮	lun²¹	
律	loe⁴ˀ⁴⁵	
遵	tsun¹³	
俊	tsun⁴⁴	
笋	sun²⁴	
迅	sun⁴⁴	
戌	sʉ⁵	
恤	sɵ⁵	
旬	sun²¹	
巡	tsʰun²¹	
殉	sun²¹	不符合古今语音演变的对应规律
准	tsun²⁴	
春	tsʰun¹³	~季
春	tsʰun²ˀ²³	鸡~
蠢	tsʰun²⁴	
出	tsʰiu⁵	不符合古今语音演变的对应规律
唇	sun²¹	
顺	sun²²	
术	soe⁵	不符合古今语音演变的对应规律
术	sʉ²ˀ²³	
述	sʉ³	
舜	sun⁴⁴	
纯	sun²¹	
闰	jun²²	
均	kun¹³	
橘	ki⁵	不符合古今语音演变的对应规律
菌	kʰun⁴⁴	细~
菌	kʰun²ˀ²³	蘑菇
匀	jun²¹	
允	jun²⁴	
分	fun¹³	
粉	fun²⁴	
奋	fun²²	不符合古今语音演变的对应规律
粪	fun⁴⁴	
纷	fun¹³	
坟	fun²¹	
愤	fun⁴⁴	
份	fun²²	
佛	fʉ³	
文	mun²¹	
闻	mun²¹	
蚊	mun¹³	不符合古今语音演变的对应规律
问	mun²²	
物	mʉ⁴ˀ⁴⁵	
君	kun¹³	
军	kun¹³	
屈	vʉ⁵	不符合古今语音演变的对应规律
群	kʰun²¹	
裙	kʰun⁴ˀ⁴⁵	
掘	kʉ⁵	不符合古今语音演变的对应规律
熏	fun¹³	
勋	sun¹³	不符合古今语音演变的对应规律
训	sun⁴⁴	不符合古今语音演变的对应规律
云	jun²¹	
运	jun²²	
晕	fun²¹	不符合古今语音演变的对应规律
帮	pɔŋ¹³	
榜	pɔŋ²⁴	
博	pɔ⁵	
旁	pʰɔŋ²¹	
傍	pʰɔŋ²¹	不符合古今语音演变的对应规律
薄	pʰɔ³	
忙	mɔŋ²¹	
蟒	mᴀŋ²⁴	不符合古今语音演变的对应规律
莫	mɔ³	
莫	mɔ⁵	约~，不符合古今语音演变的对应规律
膜	mɔ⁴ˀ⁴⁵	
幕	mɔ⁴ˀ⁴⁵	
当	tɔŋ¹³	
党	tɔŋ²⁴	
汤	tʰɔŋ¹³	
烫	tʰɔŋ⁴⁴	
托	tʰɔ⁵	委~
托	tʰɔ⁵	~运
堂	tʰɔŋ²¹	
唐	tʰɔŋ²¹	
糖	tʰɔŋ²¹	
糖	tʰɔŋ⁴ˀ⁴⁵	~仔
塘	tʰɔŋ⁴ˀ⁴⁵	
荡	tʰɔŋ²²	
诺	jɔ³	不符合古今语音演变的对应规律
郎	lɔŋ²¹	
狼	lɔŋ²¹	
廊	lɔŋ²¹	
朗	lɔŋ²²	不符合古今语音演变的对应规律
浪	lɔŋ²²	
落	lɔ³	
洛	lɔ³	
乐	lɔ³	快~
络	lɔ³	
脏	tsɔŋ¹³	肮~
葬	tsɔŋ⁴⁴	
作	tsɔ⁵	
仓	tsʰɔŋ¹³	
藏	tsʰɔŋ²¹	躲
藏	tsʰɔŋ²¹	西~，不符合古今语音演变的对应规律
脏	tsʰɔŋ²²	内~
凿	tsʰɔ³	动词
凿	tsʰɔ⁴ˀ⁴⁵	名词
昨	tsɔ⁵	不符合古今语音演变的对应规律
桑	sɔŋ²ˀ²³	
嗓	sɔŋ²⁴	
丧	sɔŋ⁴⁴	~失
索	sɔ⁵	
刚	kɔŋ¹³	
缸	kɔŋ¹³	
纲	kɔŋ¹³	
钢	kɔŋ²ˀ²³	
各	kɔ⁵	
阁	kɔ⁵	
康	kʰɔŋ¹³	
糠	hɔŋ¹³	
抗	kʰɔŋ⁴⁴	
昂	ŋɔŋ²⁴	不符合古今语音演变的对应规律
行	hɔŋ²¹	
航	hɔŋ²¹	
鹤	hɔ⁴ˀ⁴⁵	
恶	ɔ⁵	凶~
娘	lin²¹	舅~
娘	lin⁴ˀ⁴⁵	酒~
凉	lin²¹	
良	lin²¹	
量	lin²¹	丈~
粮	lin²¹	
两	lin⁴⁴	~尺
两	lin²⁴	二~
亮	lin²²	
量	lin²²	重~
略	liau³	
将	tsin¹³	~来
浆	tsin¹³	
蒋	tsin²⁴	
奖	tsin²⁴	
酱	tsin⁴⁴	
将	tsin⁴⁴	大~
爵	tsiau³	不符合古今语音演变的对应规律
雀	tsiau²ˀ²³	
枪	tsʰin¹³	
抢	tsʰin²⁴	
墙	tsʰin²¹	
匠	tsʰin²²	
相	sin¹³	互~
箱	sin¹³	
想	sin²⁴	
相	sin⁴⁴	~片
削	siu⁵	
详	tsʰin²¹	
祥	tsʰin²¹	
象	tsʰin²²	
像	tsʰin²²	
张	tsin¹³	
长	tsin²⁴	成~
涨	tsin⁴⁴	
帐	tsin²ˀ²³	
账	tsin⁴⁴	
胀	tin⁴⁴	
畅	tsʰɔŋ⁴⁴	不符合古今语音演变的对应规律
长	tsʰin²¹	~短
肠	tsʰɔŋ²²	不符合古今语音演变的对应规律
场	tsʰin²¹	
丈	tsʰin⁴⁴	~人公
丈	tsʰin²²	一~
丈	tsʰin¹³	姨~，不符合古今语音演变的对应规律
仗	tsʰin²²	
杖	tsʰin²²	
着	tsʰiu³	睡~
庄	tsɔŋ¹³	
装	tsɔŋ¹³	
壮	tsɔŋ⁴⁴	
疮	tsʰɔŋ¹³	
闯	tsʰɔŋ²⁴	
创	tsʰɔŋ⁴⁴	
床	tsʰɔŋ²¹	
状	tsʰɔŋ⁴ˀ⁴⁵	
霜	sɔŋ¹³	
爽	sɔŋ²⁴	
章	tsin¹³	
樟	tsin¹³	
掌	tsin²⁴	
障	tsin⁴⁴	
昌	tsʰin¹³	
厂	tsʰin²⁴	
唱	tsʰɔŋ⁴⁴	
倡	tsʰɔŋ⁴⁴	
商	sɔŋ¹³	
伤	sɔŋ¹³	
赏	sɔŋ²⁴	
常	sɔŋ²¹	
尝	sin²¹	话音
尝	sɔŋ²¹	字音
上	sɔŋ⁴⁴	~山
尚	sɔŋ²²	高~
尚	sɔŋ⁴ˀ⁴⁵	和~
上	sɔŋ²²	山~
壤	ŋin²²	
让	ŋin²²	
若	jiau³	
弱	ŋiu³	
疆	kin¹³	
姜	kin¹³	生~
姜	kin¹³	姓~
脚	kiu⁵	
脚	kiu²ˀ²³	残汁
却	kʰiau⁵	
强	kʰin²¹	~大
强	kʰin²⁴	勉~
