音标	音标	注释	
多	to1		
他	/		
驼	do2		
大	do6		
大	da6		
哪	lo4		
罗	lo2		
搓	tsʰo1		
哥	ko1		
个	ko5		
可	kʰo3		
鹅	o2		
我	a4		
饿	o6		
河	ho2		
贺	ho6		
波	po1		
跛	po3		
破	pʰo5		
婆	bo2		
磨	mo2		
朵	to3		
妥	tʰo1		
糯	lo6		
脶	lo2		
坐	zo4		
座	zo6		
锁	so3		
锅	ko1		
果	ko3		
过	ko5		
棵	kʰo1		
课	kʰo5		
讹	o2		
火	xo3		
货	xo5		
和	ho2		
祸	ho4		
窝	/		
靴	ɕio1		
巴	pɔ1		
把	pɔ3		
霸	pɔ5		
怕	pʰɔ5		
爬	bɔ2		
耙	bɔ6		
麻	mɔ2		
马	mɔ4		
茶	zɔ2		
渣	tsɔ1		
榨	tsɔ5		
叉	tsʰɔ1		
岔	tsʰɔ5		
查	zɔ2		
沙	sɔ1		
家	kɔ1		
假	kɔ3	真假	
价	kɔ5		
牙	ɔ2		
虾	xɔ1		
下	hɔ4	底下	
下	hɔ6	下降	
丫	ɔ1		
哑	ɔ3		
亚	/		
姐	tɕi3		
借	tɕiɔ5		
且	tɕʰiɔ3		
些	ɕiɛ1		
写	ɕiɔ3		
泻	ɕiɔ5		
邪	ʑiɔ2		
爹	tiɔ1		
遮	tsɔ1		
者	tɕio3		
蔗	tsɔ5		
车	tsʰɔ1		
扯	tsʰɛ3		
蛇	zɔ2		
射	ʑiɔ6		
赊	sɔ1		
舍	sɔ3		
舍	sɔ5		
惹	ȵiɔ3		
也	iɔ3		
夜	iɔ6		
瓜	kuo1		
寡	kuo3		
侉	kʰuo3		
瓦	ŋɔ4		
花	xuo1		
化	xuo5		
划	huo2		
补	pu3		
布	pu5		
铺	pʰu1		
普	pʰu3		
铺	pʰu5		
菩	bu2		
部	bu4		
步	bu6		
模	mu2		
墓	mu6		
都	təu1		
赌	təu3		
土	tʰəu6		
兔	tʰəu5		
图	dəu2		
肚	dəu4		
度	dəu6		
奴	ləu2		
努	ləu4		
怒	ləu6		
芦	ləu2		
鲁	ləu4		
路	ləu6		
租	tsəu1		
祖	tsəu3		
做	tsəu5		
粗	tsʰəu1		
醋	tsʰəu5		
苏	səu1		
素	səu5		
姑	ku1		
古	ku3		
固	ku5		
枯	kʰu1		
苦	kʰu3		
库	kʰu5		
吴	n̩2		
蜈	ȵy2		
五	u4		
误	u6		
呼	xu1		
虎	xu3		
戽	xu5		
胡	u2		
户	hu4		
护	hu6		
乌	u1		
女	ȵi4		
庐	ləu2		
驴	di2		
吕	dy4		
滤	dy6		
蛆	tɕʰi1		
絮	ɕi5		
徐	ʑy2		
绪	ʑy6		
猪	tsəu1		
著	tsəu5		
除	zəu2		
阻	tsəu3		
初	tsʰəu1		
楚	tsʰəu3		
锄	zəu2		
助	zəu6		
梳	səu1		
所	so3		
疏	səu5		
杵	tsʰəu3		
处	tsʰəu5		
书	səu1		
鼠	tsʰəu3		
暑	səu3		
恕	səu5		
如	ʑy2		
居	ki1		
举	ki3		
锯	kʰiɛ5		
去	kʰi5		
渠	/		
拒	/		
鱼	n̩2		
语	ȵi4		
虚	ɕy1		
於	/		
余	y2		
与	y4		
预	y6		
夫	fu1		
斧	fu3		
敷	fu1		
抚	fu6		
赴	fu5		
符	u2		
父	/		
附	/		
诬	/		
舞	u4		
雾	u6		
缕	dy4		
屡	/		
趋	/		
取	/		
趣	/		
聚	/		
须	ɕy1		
蛛	tsəu1		
拄	tsəu3		
驻	tsəu5		
厨	zəu2		
柱	zəu4		
住	zəu6		
雏	/		
数	səu3		
数	səu5		
朱	tsəu1		
主	tsəu3		
蛀	tsəu5		
枢	/		
输	səu1		
输	səu5		
殊	zəu2		
竖	zəu4		
树	zəu6		
拘	/		
矩	ki3		
句	ki5		
区	kʰi1		
具	ky5		
愚	/		
遇	y6		
吁	/		
迂	/		
于	y2		
雨	i4		
芋	i6		
榆	/		
愈	/		
裕	y6		
呆	tɛ1		
戴	ta5		
胎	tʰɛ1		
态	tʰa5		
贷	tɛ5		
台	dɛ2		
待	dɛ4		
代	diɛ6		
乃	lɛ4		
耐	lɛ6		
来	diɛ2		
栽	tsɛ1		
宰	tsɛ3		
再	tsɛ5		
猜	tsʰɛ1		
彩	tsʰɛ3		
菜	tsʰɛ5		
才	zɛ2		
在	zɛ4		
鳃	sɛ1		
赛	sɛ5		
该	kiɛ1		
改	kiɛ3		
概	kɛ5		
开	kʰiɛ1		
凯	/		
慨	/		
碍	ɛ6		
海	xɛ3		
孩	/		
亥	hɛ4		
哀	/		
爱	ɛ5		
贝	pi5		
沛	pʰe5		
带	ta5		
太	tʰa5		
奈	lɛ6		
赖	la6		
蔡	tsʰɛ5		
盖	kɛ5		
艾	ŋiɛ6		
害	hɛ6		
蔼	/		
拜	pa5		
排	ba2		
埋	ma2		
斋	tsa1		
豺	za2		
皆	/		
戒	ka5		
揩	kʰa1		
楷	kʰa3		
谐	/		
械	ka5		
挨	/		
摆	pa3		
派	pʰa5		
牌	ba2		
罢	bo4		
稗	bo6		
买	ma4		
卖	ma6		
奶	nɛ4		
债	tsa5		
钗	/		
柴	za2		
筛	sa1		
洒	sa3		
晒	sɔ5		
街	ka1		
解	ka3		
捱	/		
鞋	ha2		
蟹	ha4		
矮	ŋa3		
隘	/		
败	ba6		
蔽	pi5		
币	bi6		
例	di6		
祭	tɕi5		
制	/		
世	ɕi5		
誓	zɿ6		
艺	ȵi6		
蓖	piɛ1		
闭	pi5		
批	pʰi1		
迷	mi2		
米	mi4		
谜	mi6		
低	ti1		
底	ti3		
帝	ti5		
梯	tʰiɛ1		
体	tʰi3		
替	tʰi5		
题	di2		
弟	di4		
第	di6		
泥	ȵi2		
犁	di2		
礼	di4		
丽	di6		
挤	tɕi3		
济	tɕi5		
妻	tɕʰi1		
砌	tɕʰi5		
齐	ʑi2		
荠	ʑi4		
剂	/		
西	ɕi1		
洗	ɕi3		
细	ɕi5		
鸡	tɕi1		
计	tɕi5		
溪	kʰi1		
启	tɕʰi3		
契	tɕʰi5		
倪	ȵi2		
系	ʑi6		
杯	piɛ1		
辈	piɛ5		
坯	pʰiɛ1		
配	pʰiɛ5		
培	biɛ2		
倍	biɛ4		
背	biɛ6		
梅	miɛ2		
每	miɛ4		
妹	miɛ6		
堆	tiɛ1		
对	tiɛ5		
推	tʰiɛ1		
腿	tʰiɛ3		
退	tʰiɛ5		
队	tiɛ5		
内	le6		
雷	diɛ2		
儡	/		
累	le6		
催	tɕʰiɛ1		
罪	ze3		
碎	ɕiɛ5		
魁	kʰui1		
傀	/		
块	kʰua5		
灰	xui1		
贿	xui3		
晦	xui5		
回	hui2		
汇	/		
煨	/		
兑	/		
最	tse5		
会	kʰua5		
外	vɛ6		
会	hui6		
乖	kua1		
怪	kua5		
蒯	/		
槐	huɛ2		
坏	ua6		
歪	ua1		
拐	kua3		
卦	kuo5		
画	uo6		
筷	kʰua5		
话	uo6		
脆	tsʰui5		
岁	sui5		
税	sui5		
芮	le6		
鳜	kui5		
卫	ui6		
废	fe5		
肺	fe5		
闺	kui1		
桂	kui5		
惠	hui6		
碑	pe1		
彼	pi3		
臂	pi5		
披	pʰi1		
譬	pʰi5		
皮	bi2		
避	bi6		
弥	mi2		
靡	/		
篱	di2		
离	di6		
紫	tsɿ3		
雌	tsʰɿ1		
此	tsʰɿ3		
刺	tsʰɿ5		
疵	/		
撕	sɿ1		
赐	tsʰɿ5		
