汉字	ipa	声母	韵母	声调
洗	ɬɐi55	ɬ	ɐi	陰上55
細	ɬɐi424	ɬ	ɐi	陰去424
壻	ɬɐi424	ɬ	ɐi	陰去424
制	tʃɐi424	tʃ	ɐi	陰去424
製	tʃɐi424	tʃ	ɐi	陰去424
篩	ʃɐi53	ʃ	ɐi	陰平53
伎	ʃɐi55	ʃ	ɐi	陰上55
世	ʃɐi424	ʃ	ɐi	陰去424
勢	ʃɐi424	ʃ	ɐi	陰去424
誓	ʃɐi212	ʃ	ɐi	陽去212
雞	kɐi53	k	ɐi	陰平53
計	kɐi424	k	ɐi	陰去424
繼	kɐi424	k	ɐi	陰去424
溪	kʰɐi53	kʰ	ɐi	陰平53
啟	kʰɐi55	kʰ	ɐi	陰上55
契	kʰɐi424	kʰ	ɐi	陰去424
危	ŋɐi212	ŋ	ɐi	陽去212
藝	ŋɐi212	ŋ	ɐi	陽去212
魏	ŋɐi212	ŋ	ɐi	陽去212
僞	ŋɐi212	ŋ	ɐi	陽去212
龜	kwɐi53	kw	ɐi	陰平53
歸	kwɐi53	kw	ɐi	陰平53
葵	kwɐi31	kw	ɐi	陽平31
鬼	kwɐi55	kw	ɐi	陰上55
軌	kwɐi55	kw	ɐi	陰上55
貴	kwɐi424	kw	ɐi	陰去424
桂	kwɐi424	kw	ɐi	陰去424
季	kwɐi424	kw	ɐi	陰去424
鱖	kwɐi424	kw	ɐi	陰去424
跪	kwɐi212	kw	ɐi	陽去212
櫃	kwɐi212	kw	ɐi	陽去212
規	kʰwɐi53	kʰw	ɐi	陰平53
虧	kʰwɐi53	kʰw	ɐi	陰平53
愧	kʰwɐi424	kʰw	ɐi	陰去424
雹	pau53	p	au	陰平53
刨	pau31	p	au	陽平31
拋	pʰau53	pʰ	au	陰平53
刨	pʰau31	pʰ	au	陽平31
跑	pʰau55	pʰ	au	陰上55
砲	pʰau424	pʰ	au	陰去424
炮	pʰau424	pʰ	au	陰去424
製	pʰau424	pʰ	au	陰去424
泡	pʰau424	pʰ	au	陰去424
燈	pʰau424	pʰ	au	陰去424
鮑	ɓau53	ɓ	au	陰平53
包	ɓau53	ɓ	au	陰平53
飽	ɓau55	ɓ	au	陰上55
豹	ɓau424	ɓ	au	陰去424
茅	mau31	m	au	陽平31
矛	mau31	m	au	陽平31
卯	mau24	m	au	陽上24
貌	mau212	m	au	陽去212
撓	nau31	n	au	陽平31
錨	nau31	n	au	陽平31
鬧	nau212	n	au	陽去212
撈	lau53	l	au	陰平53
找	tʃau55	tʃ	au	陰上55
糾	tʃau55	tʃ	au	陰上55
帚	tʃau55	tʃ	au	陰上55
炸	tʃau424	tʃ	au	陰去424
罩	tʃau424	tʃ	au	陰去424
驟	tʃau212	tʃ	au	陽去212
抄	tʃʰau53	tʃʰ	au	陰平53
鈔	tʃʰau53	tʃʰ	au	陰平53
炒	tʃʰau55	tʃʰ	au	陰上55
吵	tʃʰau424	tʃʰ	au	陰去424
抓	ȵau55	ȵ	au	陰上55
爪	ȵau55	ȵ	au	陰上55
牙	ȵau55	ȵ	au	陰上55
子	ȵau55	ȵ	au	陰上55
梢	ʃau53	ʃ	au	陰平53
捎	ʃau53	ʃ	au	陰平53
稍	ʃau55	ʃ	au	陰上55
潲	ʃau424	ʃ	au	陰去424
交	kau53	k	au	陰平53
郊	kau53	k	au	陰平53
膠	kau53	k	au	陰平53
絞	kau55	k	au	陰上55
狡	kau55	k	au	陰上55
攪	kau55	k	au	陰上55
搞	kau55	k	au	陰上55
教	kau424	k	au	陰去424
書	kau424	k	au	陰去424
師	kau424	k	au	陰去424
覺	kau424	k	au	陰去424
較	kau424	k	au	陰去424
靠	kʰau424	kʰ	au	陰去424
肴	ŋau31	ŋ	au	陽平31
淆	ŋau31	ŋ	au	陽平31
咬	ŋau24	ŋ	au	陽上24
敲	hau53	h	au	陰平53
酵	hau53	h	au	陰平53
烤	hau53	h	au	陰平53
巧	hau55	h	au	陰上55
考	hau55	h	au	陰上55
孝	hau424	h	au	陰去424
效	hau212	h	au	陽去212
校	hau212	h	au	陽去212
校	hau212	h	au	陽去212
對	hau212	h	au	陽去212
謀	mɐu31	m	ɐu	陽平31
畝	mɐu24	m	ɐu	陽上24
某	mɐu24	m	ɐu	陽上24
某	mɐu212	m	ɐu	陽去212
茂	mɐu212	m	ɐu	陽去212
貿	mɐu212	m	ɐu	陽去212
浮	fɐu31	f	ɐu	陽平31
否	fɐu55	f	ɐu	陰上55
埠	fɐu212	f	ɐu	陽去212
鄒	tɐu53	t	ɐu	陰平53
酒	tɐu55	t	ɐu	陰上55
走	tɐu55	t	ɐu	陰上55
奏	tɐu424	t	ɐu	陰去424
湊	tɐu424	t	ɐu	陰去424
縐	tɐu424	t	ɐu	陰去424
豆	tɐu212	t	ɐu	陽去212
痘	tɐu212	t	ɐu	陽去212
秋	tʰɐu53	tʰ	ɐu	陰平53
偷	tʰɐu53	tʰ	ɐu	陰平53
頭	tʰɐu31	tʰ	ɐu	陽平31
投	tʰɐu31	tʰ	ɐu	陽平31
透	tʰɐu424	tʰ	ɐu	陰去424
兜	ɗɐu53	ɗ	ɐu	陰平53
斗	ɗɐu55	ɗ	ɐu	陰上55
抖	ɗɐu55	ɗ	ɐu	陰上55
陡	ɗɐu55	ɗ	ɐu	陰上55
鬥	ɗɐu424	ɗ	ɐu	陰去424
紐	nɐu55	n	ɐu	陰上55
約	nɐu55	n	ɐu	陰上55
扭	nɐu55	n	ɐu	陰上55
紐	nɐu24	n	ɐu	陽上24
流	lɐu31	l	ɐu	陽平31
劉	lɐu31	l	ɐu	陽平31
留	lɐu31	l	ɐu	陽平31
榴	lɐu31	l	ɐu	陽平31
硫	lɐu31	l	ɐu	陽平31
琉	lɐu31	l	ɐu	陽平31
樓	lɐu31	l	ɐu	陽平31
摟	lɐu31	l	ɐu	陽平31
溜	lɐu31	l	ɐu	陽平31
摟	lɐu55	l	ɐu	陰上55
柳	lɐu24	l	ɐu	陽上24
漏	lɐu212	l	ɐu	陽去212
餾	lɐu212	l	ɐu	陽去212
修	ɬɐu53	ɬ	ɐu	陰平53
羞	ɬɐu53	ɬ	ɐu	陰平53
囚	ɬɐu31	ɬ	ɐu	陽平31
漱	ɬɐu424	ɬ	ɐu	陰去424
秀	ɬɐu424	ɬ	ɐu	陰去424
銹	ɬɐu424	ɬ	ɐu	陰去424
繡	ɬɐu424	ɬ	ɐu	陰去424
袖	ɬɐu212	ɬ	ɐu	陽去212
就	ɬɐu212	ɬ	ɐu	陽去212
周	tʃɐu53	tʃ	ɐu	陰平53
舟	tʃɐu53	tʃ	ɐu	陰平53
州	tʃɐu53	tʃ	ɐu	陰平53
洲	tʃɐu53	tʃ	ɐu	陰平53
球	tʃɐu31	tʃ	ɐu	陽平31
求	tʃɐu31	tʃ	ɐu	陽平31
九	tʃɐu55	tʃ	ɐu	陰上55
又	tʃɐu55	tʃ	ɐu	陰上55
久	tʃɐu55	tʃ	ɐu	陰上55
又	tʃɐu55	tʃ	ɐu	陰上55
韭	tʃɐu55	tʃ	ɐu	陰上55
晝	tʃɐu424	tʃ	ɐu	陰去424
灸	tʃɐu424	tʃ	ɐu	陰去424
抽	tʃʰɐu53	tʃʰ	ɐu	陰平53
醜	tʃʰɐu55	tʃʰ	ɐu	陰上55
臭	tʃʰɐu424	tʃʰ	ɐu	陰去424
柔	ȵɐu31	ȵ	ɐu	陽平31
揉	ȵɐu31	ȵ	ɐu	陽平31
朽	ȵɐu55	ȵ	ɐu	陰上55
皺	ȵɐu424	ȵ	ɐu	陰去424
收	ʃɐu53	ʃ	ɐu	陰平53
愁	ʃɐu31	ʃ	ɐu	陽平31
仇	ʃɐu31	ʃ	ɐu	陽平31
綢	ʃɐu31	ʃ	ɐu	陽平31
稠	ʃɐu31	ʃ	ɐu	陽平31
酬	ʃɐu31	ʃ	ɐu	陽平31
籌	ʃɐu31	ʃ	ɐu	陽平31
售	ʃɐu31	ʃ	ɐu	陽平31
手	ʃɐu55	ʃ	ɐu	陰上55
首	ʃɐu55	ʃ	ɐu	陰上55
守	ʃɐu55	ʃ	ɐu	陰上55
授	ʃɐu24	ʃ	ɐu	陽上24
受	ʃɐu24	ʃ	ɐu	陽上24
瘦	ʃɐu424	ʃ	ɐu	陰去424
獸	ʃɐu424	ʃ	ɐu	陰去424
壽	ʃɐu212	ʃ	ɐu	陽去212
溝	kɐu53	k	ɐu	陰平53
球	kɐu31	k	ɐu	陽平31
求	kɐu31	k	ɐu	陽平31
九	kɐu55	k	ɐu	陰上55
狗	kɐu55	k	ɐu	陰上55
茍	kɐu55	k	ɐu	陰上55
久	kɐu55	k	ɐu	陰上55
韭	kɐu55	k	ɐu	陰上55
舅	kɐu24	k	ɐu	陽上24
夠	kɐu424	k	ɐu	陰去424
構	kɐu424	k	ɐu	陰去424
購	kɐu424	k	ɐu	陰去424
媾	kɐu424	k	ɐu	陰去424
救	kɐu424	k	ɐu	陰去424
究	kɐu424	k	ɐu	陰去424
舊	kɐu212	k	ɐu	陽去212
叩	kʰɐu424	kʰ	ɐu	陰去424
扣	kʰɐu424	kʰ	ɐu	陰去424
寇	kʰɐu424	kʰ	ɐu	陰去424
勾	ŋɐu53	ŋ	ɐu	陰平53
鉤	ŋɐu53	ŋ	ɐu	陰平53
牛	ŋɐu31	ŋ	ɐu	陽平31
藕	ŋɐu24	ŋ	ɐu	陽上24
偶	ŋɐu24	ŋ	ɐu	陽上24
侯	hɐu53	h	ɐu	陰平53
喉	hɐu53	h	ɐu	陰平53
猴	hɐu53	h	ɐu	陰平53
口	hɐu55	h	ɐu	陰上55
厚	hɐu24	h	ɐu	陽上24
后	hɐu212	h	ɐu	陽去212
候	hɐu212	h	ɐu	陽去212
後	hɐu212	h	ɐu	陽去212
休	jɐu53	j	ɐu	陰平53
丘	jɐu53	j	ɐu	陰平53
優	jɐu53	j	ɐu	陰平53
憂	jɐu53	j	ɐu	陰平53
悠	jɐu53	j	ɐu	陰平53
幽	jɐu53	j	ɐu	陰平53
尤	jɐu31	j	ɐu	陽平31
郵	jɐu31	j	ɐu	陽平31
由	jɐu31	j	ɐu	陽平31
油	jɐu31	j	ɐu	陽平31
游	jɐu31	j	ɐu	陽平31
遊	jɐu31	j	ɐu	陽平31
有	jɐu24	j	ɐu	陽上24
友	jɐu24	j	ɐu	陽上24
幼	jɐu424	j	ɐu	陰去424
右	jɐu212	j	ɐu	陽去212
又	jɐu212	j	ɐu	陽去212
祐	jɐu212	j	ɐu	陽去212
宥	jɐu212	j	ɐu	陽去212
釉	jɐu212	j	ɐu	陽去212
柚	jɐu212	j	ɐu	陽去212
歐	øɐu53	ø	ɐu	陰平53
嘔	øɐu55	ø	ɐu	陰上55
漚	øɐu424	ø	ɐu	陰去424
袍	pou31	p	ou	陽平31
抱	pou24	p	ou	陽上24
暴	pou212	p	ou	陽去212
爆	pou212	p	ou	陽去212
褒	ɓou53	ɓ	ou	陰平53
保	ɓou55	ɓ	ou	陰上55
寶	ɓou55	ɓ	ou	陰上55
堡	ɓou55	ɓ	ou	陰上55
報	ɓou424	ɓ	ou	陰去424
毛	mou31	m	ou	陽平31
帽	mou212	m	ou	陽去212
冒	mou212	m	ou	陽去212
遭	tou53	t	ou	陰平53
糟	tou53	t	ou	陰平53
桃	tou31	t	ou	陽平31
掏	tou31	t	ou	陽平31
逃	tou31	t	ou	陽平31
陶	tou31	t	ou	陽平31
早	tou55	t	ou	陰上55
棗	tou55	t	ou	陰上55
導	tou24	t	ou	陽上24
竈	tou424	t	ou	陰去424
盜	tou212	t	ou	陽去212
稻	tou212	t	ou	陽去212
道	tou212	t	ou	陽去212
導	tou212	t	ou	陽去212
造	tou212	t	ou	陽去212
操	tʰou53	tʰ	ou	陰平53
滔	tʰou53	tʰ	ou	陰平53
討	tʰou55	tʰ	ou	陰上55
草	tʰou55	tʰ	ou	陰上55
禱	tʰou55	tʰ	ou	陰上55
躁	tʰou424	tʰ	ou	陰去424
糙	tʰou424	tʰ	ou	陰去424
套	tʰou424	tʰ	ou	陰去424
皂	tʰou212	tʰ	ou	陽去212
刀	ɗou53	ɗ	ou	陰平53
島	ɗou55	ɗ	ou	陰上55
倒	ɗou55	ɗ	ou	陰上55
下	ɗou55	ɗ	ou	陰上55
水	ɗou55	ɗ	ou	陰上55
搗	ɗou55	ɗ	ou	陰上55
到	ɗou424	ɗ	ou	陰去424
腦	nou24	n	ou	陽上24
惱	nou24	n	ou	陽上24
勞	lou31	l	ou	陽平31
牢	lou31	l	ou	陽平31
老	lou24	l	ou	陽上24
澇	lou212	l	ou	陽去212
騷	ɬou53	ɬ	ou	陰平53
臊	ɬou53	ɬ	ou	陰平53
餿	ɬou53	ɬ	ou	陰平53
皂	ɬou31	ɬ	ou	陽平31
槽	ɬou31	ɬ	ou	陽平31
曹	ɬou31	ɬ	ou	陽平31
嫂	ɬou55	ɬ	ou	陰上55
造	ɬou24	ɬ	ou	陽上24
掃	ɬou424	ɬ	ou	陰去424
稿	kou55	k	ou	陰上55
告	kou424	k	ou	陰去424
熬	ŋou212	ŋ	ou	陽去212
豪	hou31	h	ou	陽平31
毫	hou31	h	ou	陽平31
好	hou55	h	ou	陰上55
好	hou424	h	ou	陰去424
號	hou212	h	ou	陽去212
蒿	øou53	ø	ou	陰平53
薅	øou53	ø	ou	陰平53
襖	øou424	ø	ou	陰去424
賠	pøy31	p	øy	陽平31
陪	pøy31	p	øy	陽平31
培	pøy31	p	øy	陽平31
倍	pøy24	p	øy	陽上24
疿	pøy212	p	øy	陽去212
配	pʰøy424	pʰ	øy	陰去424
佩	pʰøy424	pʰ	øy	陰去424
杯	ɓøy53	ɓ	øy	陰平53
貝	ɓøy424	ɓ	øy	陰去424
輩	ɓøy424	ɓ	øy	陰去424
背	ɓøy424	ɓ	øy	陰去424
妹	møy53	m	øy	陰平53
霉	møy31	m	øy	陽平31
梅	møy31	m	øy	陽平31
枚	møy31	m	øy	陽平31
媒	møy31	m	øy	陽平31
每	møy24	m	øy	陽上24
昧	møy424	m	øy	陰去424
妹	møy212	m	øy	陽去212
徽	føy53	f	øy	陰平53
灰	føy53	f	øy	陰平53
悔	føy55	f	øy	陰上55
賄	føy55	f	øy	陰上55
回	wøy31	w	øy	陽平31
會	wøy212	w	øy	陽去212
開	wøy212	w	øy	陽去212
計	wøy212	w	øy	陽去212
能	wøy212	w	øy	陽去212
匯	wøy212	w	øy	陽去212
嘴	tøy55	t	øy	陰上55
最	tøy424	t	øy	陰去424
醉	tøy424	t	øy	陰去424
隊	tøy212	t	øy	陽去212
兌	tøy212	t	øy	陽去212
銳	tøy212	t	øy	陽去212
罪	tøy212	t	øy	陽去212
推	tʰøy53	tʰ	øy	陰平53
催	tʰøy53	tʰ	øy	陰平53
崔	tʰøy53	tʰ	øy	陰平53
退	tʰøy424	tʰ	øy	陰去424
脆	tʰøy424	tʰ	øy	陰去424
堆	ɗøy53	ɗ	øy	陰平53
對	ɗøy424	ɗ	øy	陰去424
內	nøy212	n	øy	陽去212
雷	løy31	l	øy	陽平31
擂	løy31	l	øy	陽平31
類	løy24	l	øy	陽上24
累	løy24	l	øy	陽上24
積	løy24	l	øy	陽上24
淚	løy212	l	øy	陽去212
傫	løy212	l	øy	陽去212
雖	ɬøy53	ɬ	øy	陰平53
隨	ɬøy31	ɬ	øy	陽平31
隋	ɬøy31	ɬ	øy	陽平31
翠	ɬøy55	ɬ	øy	陰上55
罪	ɬøy24	ɬ	øy	陽上24
歲	ɬøy424	ɬ	øy	陰去424
碎	ɬøy424	ɬ	øy	陰去424
追	tʃøy53	tʃ	øy	陰平53
錐	tʃøy53	tʃ	øy	陰平53
吹	tʃʰøy53	tʃʰ	øy	陰平53
炊	tʃʰøy53	tʃʰ	øy	陰平53
乳	ȵøy24	ȵ	øy	陽上24
蕊	ȵøy24	ȵ	øy	陽上24
垂	ʃøy31	ʃ	øy	陽平31
誰	ʃøy31	ʃ	øy	陽平31
槌	ʃøy31	ʃ	øy	陽平31
錘	ʃøy31	ʃ	øy	陽平31
水	ʃøy55	ʃ	øy	陰上55
帥	ʃøy424	ʃ	øy	陰去424
稅	ʃøy424	ʃ	øy	陰去424
睡	ʃøy212	ʃ	øy	陽去212
繪	kʰøy424	kʰ	øy	陰去424
潰	kʰøy424	kʰ	øy	陰去424
外	ŋøy212	ŋ	øy	陽去212
穗	jøy212	j	øy	陽去212
惠	jøy212	j	øy	陽去212
慧	jøy212	j	øy	陽去212
貓	mau53	m	au	陰平53
瓢	piu31	p	iu	陽平31
嫖	piu31	p	iu	陽平31
漂	pʰiu53	pʰ	iu	陰平53
白	pʰiu53	pʰ	iu	陰平53
亮	pʰiu53	pʰ	iu	陰平53
飄	pʰiu53	pʰ	iu	陰平53
漂	pʰiu424	pʰ	iu	陰去424
白	pʰiu424	pʰ	iu	陰去424
票	pʰiu424	pʰ	iu	陰去424
標	ɓiu53	ɓ	iu	陰平53
彪	ɓiu53	ɓ	iu	陰平53
鰾	ɓiu53	ɓ	iu	陰平53
表	ɓiu55	ɓ	iu	陰上55
苗	miu31	m	iu	陽平31
描	miu31	m	iu	陽平31
秒	miu24	m	iu	陽上24
妙	miu24	m	iu	陽上24
廟	miu212	m	iu	陽去212
焦	tiu53	t	iu	陰平53
樵	tiu53	t	iu	陰平53
瞧	tiu53	t	iu	陰平53
蕉	tiu53	t	iu	陰平53
椒	tiu53	t	iu	陰平53
刁	tiu53	t	iu	陰平53
貂	tiu53	t	iu	陰平53
鍬	tʰiu53	tʰ	iu	陰平53
挑	tʰiu53	tʰ	iu	陰平53
條	tʰiu31	tʰ	iu	陽平31
跳	tʰiu424	tʰ	iu	陰去424
俏	tʰiu424	tʰ	iu	陰去424
刁	ɗiu53	ɗ	iu	陰平53
貂	ɗiu53	ɗ	iu	陰平53
雕	ɗiu53	ɗ	iu	陰平53
丟	ɗiu53	ɗ	iu	陰平53
釣	ɗiu424	ɗ	iu	陰去424
弔	ɗiu424	ɗ	iu	陰去424
鳥	niu24	n	iu	陽上24
尿	niu212	n	iu	陽去212
聊	liu31	l	iu	陽平31
遼	liu31	l	iu	陽平31
療	liu31	l	iu	陽平31
瞭	liu24	l	iu	陽上24
了	liu24	l	iu	陽上24
料	liu212	l	iu	陽去212
消	ɬiu53	ɬ	iu	陰平53
霄	ɬiu53	ɬ	iu	陰平53
宵	ɬiu53	ɬ	iu	陰平53
硝	ɬiu53	ɬ	iu	陰平53
蕭	ɬiu53	ɬ	iu	陰平53
簫	ɬiu53	ɬ	iu	陰平53
銷	ɬiu53	ɬ	iu	陰平53
小	ɬiu55	ɬ	iu	陰上55
笑	ɬiu424	ɬ	iu	陰去424
招	tʃiu53	tʃ	iu	陰平53
朝	tʃiu53	tʃ	iu	陰平53
昭	tʃiu53	tʃ	iu	陰平53
照	tʃiu424	tʃ	iu	陰去424
趙	tʃiu212	tʃ	iu	陽去212
兆	tʃiu212	tʃ	iu	陽去212
超	tʃʰiu53	tʃʰ	iu	陰平53
饒	ȵiu31	ȵ	iu	陽平31
澆	ȵiu31	ȵ	iu	陽平31
擾	ȵiu55	ȵ	iu	陰上55
繞	ȵiu55	ȵ	iu	陰上55
燒	ʃiu53	ʃ	iu	陰平53
少	ʃiu55	ʃ	iu	陰上55
少	ʃiu424	ʃ	iu	陰去424
紹	ʃiu212	ʃ	iu	陽去212
驕	kiu53	k	iu	陰平53
嬌	kiu53	k	iu	陰平53
橋	kiu31	k	iu	陽平31
喬	kiu31	k	iu	陽平31
僑	kiu31	k	iu	陽平31
叫	kiu424	k	iu	陰去424
轎	kiu212	k	iu	陽去212
竅	kʰiu424	kʰ	iu	陰去424
曉	hiu55	h	iu	陰上55
腰	jiu53	j	iu	陰平53
要	jiu53	j	iu	陰平53
邀	jiu53	j	iu	陰平53
搖	jiu31	j	iu	陽平31
謠	jiu31	j	iu	陽平31
窰	jiu31	j	iu	陽平31
遙	jiu31	j	iu	陽平31
姚	jiu31	j	iu	陽平31
妖	jiu55	j	iu	陰上55
舀	jiu24	j	iu	陽上24
要	jiu424	j	iu	陰去424
譚	tam31	t	am	陽平31
談	tam31	t	am	陽平31
痰	tam31	t	am	陽平31
淡	tam24	t	am	陽上24
貪	tʰam53	tʰ	am	陰平53
參	tʰam53	tʰ	am	陰平53
慘	tʰam55	tʰ	am	陰上55
探	tʰam424	tʰ	am	陰去424
滲	tʰam424	tʰ	am	陰去424
擔	ɗam53	ɗ	am	陰平53
膽	ɗam55	ɗ	am	陰上55
擔	ɗam424	ɗ	am	陰去424
南	nam31	n	am	陽平31
男	nam31	n	am	陽平31
藍	lam31	l	am	陽平31
覽	lam55	l	am	陰上55
攬	lam55	l	am	陰上55
濫	lam212	l	am	陽去212
三	ɬam53	ɬ	am	陰平53
饞	ɬam31	ɬ	am	陽平31
蠶	ɬam31	ɬ	am	陽平31
暫	ɬam212	ɬ	am	陽去212
斬	tʃam55	tʃ	am	陰上55
蘸	tʃam424	tʃ	am	陰去424
站	tʃam212	tʃ	am	陽去212
衫	ʃam53	ʃ	am	陰平53
監	kam53	k	am	陰平53
減	kam55	k	am	陰上55
巖	ŋam53	ŋ	am	陰平53
銜	ham53	h	am	陰平53
函	ham53	h	am	陰平53
喊	ham424	h	am	陰去424
陷	ham212	h	am	陽去212
餡	ham212	h	am	陽去212
莧	ham212	h	am	陽去212
侵	tʰɐm53	tʰ	ɐm	陰平53
寢	tʰɐm55	tʰ	ɐm	陰上55
臨	lɐm31	l	ɐm	陽平31
淋	lɐm31	l	ɐm	陽平31
林	lɐm31	l	ɐm	陽平31
心	ɬɐm53	ɬ	ɐm	陰平53
尋	ɬɐm31	ɬ	ɐm	陽平31
針	tʃɐm53	tʃ	ɐm	陰平53
斟	tʃɐm53	tʃ	ɐm	陰平53
枕	tʃɐm55	tʃ	ɐm	陰上55
飲	ȵɐm55	ȵ	ɐm	陰上55
賃	ȵɐm212	ȵ	ɐm	陽去212
任	ȵɐm212	ȵ	ɐm	陽去212
深	ʃɐm53	ʃ	ɐm	陰平53
參	ʃɐm53	ʃ	ɐm	陰平53
森	ʃɐm53	ʃ	ɐm	陰平53
沉	ʃɐm31	ʃ	ɐm	陽平31
嬸	ʃɐm55	ʃ	ɐm	陰上55
審	ʃɐm55	ʃ	ɐm	陰上55
沈	ʃɐm55	ʃ	ɐm	陰上55
甚	ʃɐm212	ʃ	ɐm	陽去212
今	kɐm53	k	ɐm	陰平53
金	kɐm53	k	ɐm	陰平53
琴	kɐm31	k	ɐm	陽平31
禽	kɐm31	k	ɐm	陽平31
擒	kɐm31	k	ɐm	陽平31
禁	kɐm424	k	ɐm	陰去424
止	kɐm424	k	ɐm	陰去424
住	kɐm424	k	ɐm	陰去424
音	jɐm53	j	ɐm	陰平53
陰	jɐm53	j	ɐm	陰平53
甘	kom53	k	om	陰平53
柑	kom53	k	om	陰平53
泔	kom53	k	om	陰平53
感	kom55	k	om	陰上55
敢	kom55	k	om	陰上55
堪	hom53	h	om	陰平53
含	hom31	h	om	陽平31
砍	hom55	h	om	陰上55
坎	hom55	h	om	陰上55
暗	øom424	ø	om	陰去424
尖	tim53	t	im	陰平53
甜	tim31	t	im	陽平31
籖	tʰim53	tʰ	im	陰平53
簽	tʰim53	tʰ	im	陰平53
遷	tʰim53	tʰ	im	陰平53
添	tʰim53	tʰ	im	陰平53
殲	tʰim53	tʰ	im	陰平53
點	ɗim55	ɗ	im	陰上55
店	ɗim424	ɗ	im	陰去424
粘	nim53	n	im	陰平53
拈	nim53	n	im	陰平53
黏	nim53	n	im	陰平53
鮎	nim31	n	im	陽平31
念	nim212	n	im	陽去212
廉	lim31	l	im	陽平31
鐮	lim31	l	im	陽平31
簾	lim31	l	im	陽平31
帘	lim31	l	im	陽平31
臉	lim24	l	im	陽上24
斂	lim24	l	im	陽上24
舔	lim24	l	im	陽上24
又	lim24	l	im	陽上24
漸	ɬim212	ɬ	im	陽去212
暫	ɬim212	ɬ	im	陽去212
又	ɬim212	ɬ	im	陽去212
沾	tʃim53	tʃ	im	陰平53
佔	tʃim424	tʃ	im	陰去424
閻	ȵim31	ȵ	im	陽平31
嚴	ȵim31	ȵ	im	陽平31
染	ȵim24	ȵ	im	陽上24
驗	ȵim212	ȵ	im	陽去212
蟬	ʃim31	ʃ	im	陽平31
陜	ʃim55	ʃ	im	陰上55
兼	kim53	k	im	陰平53
檢	kim55	k	im	陰上55
儉	kim24	k	im	陽上24
劍	kim424	k	im	陰去424
謙	him53	h	im	陰平53
欠	him424	h	im	陰去424
鹽	jim31	j	im	陽平31
簷	jim31	j	im	陽平31
嫌	jim31	j	im	陽平31
掩	jim55	j	im	陰上55
淹	jim55	j	im	陰上55
厭	jim424	j	im	陰去424
鉗	kiɛm31	k	iɛm	陽平31
虔	kiɛm31	k	iɛm	陽平31
扮	pan212	p	an	陽去212
辦	pan212	p	an	陽去212
攀	pʰan53	pʰ	an	陰平53
盼	pʰan424	pʰ	an	陰去424
班	ɓan53	ɓ	an	陰平53
斑	ɓan53	ɓ	an	陰平53
頒	ɓan53	ɓ	an	陰平53
扳	ɓan53	ɓ	an	陰平53
板	ɓan55	ɓ	an	陰上55
版	ɓan55	ɓ	an	陰上55
蠻	man31	m	an	陽平31
晚	man24	m	an	陽上24
萬	man212	m	an	陽去212
蔓	man212	m	an	陽去212
漫	man212	m	an	陽去212
慢	man212	m	an	陽去212
邁	man212	m	an	陽去212
番	fan53	f	an	陰平53
翻	fan53	f	an	陰平53
帆	fan31	f	an	陽平31
凡	fan31	f	an	陽平31
煩	fan31	f	an	陽平31
繁	fan31	f	an	陽平31
礬	fan31	f	an	陽平31
反	fan55	f	an	陰上55
犯	fan24	f	an	陽上24
範	fan24	f	an	陽上24
販	fan424	f	an	陰去424
飯	fan212	f	an	陽去212
范	fan212	f	an	陽去212
彎	wan53	w	an	陰平53
灣	wan53	w	an	陰平53
還	wan31	w	an	陽平31
環	wan31	w	an	陽平31
挽	wan55	w	an	陰上55
患	wan212	w	an	陽去212
檀	tan31	t	an	陽平31
彈	tan31	t	an	陽平31
贊	tan424	t	an	陰去424
但	tan212	t	an	陽去212
彈	tan212	t	an	陽去212
蛋	tan212	t	an	陽去212
濺	tan212	t	an	陽去212
餐	tʰan53	tʰ	an	陰平53
灘	tʰan53	tʰ	an	陰平53
攤	tʰan53	tʰ	an	陰平53
毯	tʰan55	tʰ	an	陰上55
坦	tʰan55	tʰ	an	陰上55
炭	tʰan424	tʰ	an	陰去424
歎	tʰan424	tʰ	an	陰去424
丹	ɗan53	ɗ	an	陰平53
單	ɗan53	ɗ	an	陰平53
旦	ɗan424	ɗ	an	陰去424
難	nan31	n	an	陽平31
難	nan212	n	an	陽去212
蘭	lan31	l	an	陽平31
欄	lan31	l	an	陽平31
攔	lan31	l	an	陽平31
懶	lan24	l	an	陽上24
殘	ɬan31	ɬ	an	陽平31
散	ɬan55	ɬ	an	陰上55
散	ɬan424	ɬ	an	陰去424
傘	ɬan424	ɬ	an	陰去424
濺	ɬan424	ɬ	an	陰去424
盞	tʃan55	tʃ	an	陰上55
賤	tʃan212	tʃ	an	陽去212
棧	tʃan212	tʃ	an	陽去212
鏟	tʃʰan55	tʃʰ	an	陰上55
產	tʃʰan55	tʃʰ	an	陰上55
閂	ʃan53	ʃ	an	陰平53
山	ʃan53	ʃ	an	陰平53
間	kan53	k	an	陰平53
艱	kan53	k	an	陰平53
姦	kan53	k	an	陰平53
奸	kan53	k	an	陰平53
鹼	kan55	k	an	陰上55
澗	kan55	k	an	陰上55
簡	kan55	k	an	陰上55
柬	kan55	k	an	陰上55
揀	kan55	k	an	陰上55
繭	kan55	k	an	陰上55
碱	kan55	k	an	陰上55
間	kan424	k	an	陰去424
顏	ŋan31	ŋ	an	陽平31
頑	ŋan31	ŋ	an	陽平31
