#ɿ	
ts	[1]蜘支枝肢资姿咨兹滋之姕{～pai11：女阴}□{～pai11：女阴}芝知=[3]纸紫脂子旨指梓止趾址[5]滞制智致置至痔志痣誌
tsʰ	[1]疵痴稚[2]雌池驰词侈迟慈磁辞祠持瓷治{～鸡：杀鸡}自{～家：自己}[3]此耻始齿[5]刺赐翅豉次自治试-
s	[1]厮斯撕施私师狮尸司丝思屍试=诗□{懒～：懒惰}□{～蝉子：蝉}[2]时[3]史使屎{屎；眼屎。原文作“眵”}矢驶
#i	
p	[1]杯碑卑悲飞-{动词}[3]彼臂鄙比[5]贝蔽敝幣斃闭庇泌痹蓖箅弊痱
pʰ	[1]批坯胚披婵被{～子；～打}[2]陪培裴皮疲脾琵琶肥[3]鄙[5]沛倍佩配辈屁鼻备
m	[1]美每尾□{扬～子：蝴蝶}[2]迷谜糜靡弥眉媚楣微[3]米[5]寐味
f	[1]非飞={～机}妃挥辉徽□{～头：理发}[2]回茴[3]匪斐[5]汇悔贿晦绘废肺惠慧费会={开～}
v	[1]萎委威[2]为维惟唯违围遗[3]伟苇纬[5]卫位未畏慰胃喂为{～什么}
t	[1]堤知-[3]抵[5]对=帝队兑
tʰ	[1]推=[2]题提蹄啼[3]体腿=[5]弟={兄～}替涕剃屉第递退地
n	[1]你=[2]尼泥={南～湾}[5]内
l	[1]吕屡礼里理鲤裏[2]黎雷离篱璃梨狸厘累{积～}[3]旅缕履李壘[5]滤虑例厉励丽隶荔利痢吏类泪累{连～}
ts	[1]锥追{～求}[3]姊{原文作“姐”}[5]际剂罪最赘醉墜
tsʰ	[1]趋妻催崔炊[2]徐齐=[3]取娶[5]聚趣砌翠粹
s	[1]须需西栖犀[3]死[5]序绪叙絮四
k	[1]居車拘驹饥肌基机讥枝{一～：一枝}几{茶～}[2]佢{他}渠{他}[3]举己纪杞幾{几个}[5]据锯句祭计继妓寄记忌既季=繫{～鞋带}
kʰ	[2]奇骑岐其棋期旗蜞{蝴～：蚂蟥}[3]启企乞豈[5]俱具惧契=
x	[1]虚墟嘘嬉希熙稀戌稽犠[3]许起喜[5]去系{中文～}戏器弃气汽係{是}上
ŋ	[1]语[2]愚娱宜仪疑倪[3]尔谊耳饵伪拟[5]遇寓艺义议二贰魏
∅	[1]於淤与迂盂宇羽伊医衣依以[2]如余儒于儿移夷姨而矣已馀[3]雨禹椅[5]御誉预豫吁榆逾愉愈喻裕易肄意异毅逸
#u	
p	[1]晡{夜～：晚上}[3]补捕斧-[5]布怖佈
pʰ	[1]铺{～开}普[2]菩扶-浦脯{胸～}瓠{～瓜；～芦}[3]谱浦僕[5]部簿步孵瀑铺{店～}
m	[1]母拇[2]模{～子}巫{姓}[5]暮墓慕募
f	[1]呼乎敷俘夫肤[2]胡湖狐壶符扶=芙[3]苦-虎浒府甫腑俯抚釜辅[5]户沪裤戽{～水}互护父腐{豆～}付赋傅赴讣附妇负富副
t	[1]都{都城；都是}[3]赌堵肚{猪～；腹～}
tʰ	[2]徒屠途涂图[3]土[5]杜妒兔度渡镀吐{呕～}
n	[2]奴[3]努
l	[1]鲁卤{～味}[2]庐炉芦鸬[3]虏[5]路赂露鹭
ts	[1]租组猪诸诛蛛株朱硃珠周州洲[3]祖阻煮拄主[5]著驻注蛀铸昼
tsʰ	[1]初柱抽[2]除储锄厨雏绸稠筹仇酬[3]褚楚杵=鼠丑暑处{相～}[5]醋助住臭处{～所}
s	[1]苏酥梳蔬书舒输殊收疏{注～；～远}[2]薯[3]署手首守数{动词}[5]素庶恕竖戍树受漱=兽寿授售数{名词}
k	[1]姑孤□{蹲下}□{乳～：乳房}[3]古股股牯[5]故固雇顾
kʰ	[1]枯箍估{～计}[5]库酷
ŋ	[5]误悟
#a	
p	[1]巴芭疤爸[2]□{～人：背人}[3]把[5]霸坝罢
pʰ	[1]□{～饭：用筷子把碗里的饭吃光，原文注释有误，作“用筷子八万里的饭吃光”}[2]爬[3]□{枝～：带着叶子的树枝}[5]怕
m	[1]妈[2]麻痳嫲{指雌性动物}蟆{蛤～}[5]骂
f	[1]花[2]华[3]□{花花～～：花钱大手大脚}[5]化桦画华{～山}话{名词}
v	[1]蛙窪[3]瓦{动词，瓦解}[5]话{动词}
x	[1]哈[2]霞瑕遐蝦{～蟆}[5]厦{姓；～门}下{～降}夏
ŋ	[2]□{～个：我的}牙芽衙崖涯[3]雅瓦{名词}
∅	[1]阿{～哥}鸦亚[3]哑
#ia	
m	[1]□{～下：摸一下}
t	[1]爹
ts	[5]借藉{～故}[3]姐
tsʰ	[2]斜-邪-[3]且[5]谢
s	[1]些[2]邪=斜=[3]写[5]泻卸=
kʰ	[5]□{～把星：彗星}
ŋ	[1]惹[2]□{～手：举起手}
∅	[1]野丫{～头}[3]爷□{芋头刺激皮肤、喉咙使发痒}□{一～米：一撮米}□{这}[5]夜
#ua	
k	[1]瓜[3]寡剮[5]挂卦褂
kʰ	[1]夸□{里～：家}[3]垮[5]跨
#o	
p	[1]波菠玻褒[2]□{用锤子等工具打砸东西}[3]保堡宝[5]报
pʰ	[1]颇坡[2]婆[5]破
m	[1]毛摸[2]磨魔摩模{～范}摩[5]磨{～面}冒帽
f	[2]和{～气}[3]火伙[5]贺祸货
v	[1]倭窝蜗[2]禾[3]□{～他去：叫他去}
t	[1]多刀涛[3]朵祷岛倒{打～；～水}[5]到
tʰ	[1]拖导[2]驼椭桃逃淘=陶萄[3]讨[5]惰唾道稻套盗=
n	[2]挪[3]脑恼[5]糯
l	[1]啰[2]罗锣箩骡螺脶裸劳牢[3]老{～师；年～}[5]□{稀疏}老{～虎、～鼠}
ts	[2]□{～水：慢慢浇水}[3]左佐早枣灶{～下：厨房}[5]做灶{～头}
tsʰ	[1]坐-矬[2]曹槽□{～ben33日：昨天，原文“ben33”应有误}[3]草[5]坐座错造
