#备注：《如皋方言研究》（吴凤山）《如皋方言词典》（吴凤山）《如皋县志》《如皋市志》《南通地区方言研究》《如皋方言的音韵》（丁邦新）《如皋方言检字》（吴凤山）《江苏省方言志》《江苏方言总汇》			
#调值	[6]21 [2]35 [3]213 [5]44 [7]44 [8]35 [0]44/21		
#符号说明：-白=文			
#ɿ			
ts	[6]支{凑近、凑上，本字未知，俗写支}支{锥，本字未知}搘知1蜘咨{~询}支枝肢栀资姿脂1{~油，俗写猪}兹滋{~水儿(伤口流出的黄黏水)、~汁。本字疻}疻{~水儿(伤口流出的黄黏水)、~汁。俗写滋}辎之芝滓䐈{头发黏臭}䭁{油类食品变质的异味：油~啊}㿳{肤黑：黑~~}龇卮{请春~：请春酒}訾{不思称意：~诮}孳恣渍 [2]吱{转门声，~滑} [3]紫纸只={~有}姊旨指1{~示，手~}脂2{~肪、油~}子梓滓止址趾1仔籽 [5]䍉{器痕：碗上有块~}积1{草~：草垛}𢴠{~儿：等长标识物}制製智翅至致窒1{塞：~缝口}置志痣渍啧2{无奈、叹息时的嘴部动作：~嘴、~~滋味}识{标~}□{湿~~：略湿}豸帜 [0]持{坚~，後字濁化}齿{牙~，疑为子}昃{杲~：东西，指事物，本字为子，被老学究写成昃}		
tsʰ	[6]巳自1治1雌跐{~滑板}差3{参~}雉字牸{~牛：母水牛}寺痔蚩嗤□{热锅快炒，热即盛起}施2{~食：佛事。~坏}黐{膏药~：一种黏胶}莳{~秧：载秧}恣痴糦{过熟，饭熟后久焖失香：饭煮啊~啊}饎{热锅快炒}士2{白蒲区、薛窑区口音}仕2{白蒲区、薛窑区口音}祀稚 [2]池驰舐匙瓷糍{~巴：~底(粘锅)}迟茨慈磁祠词辞嗣饲持恃漦{~沫：口吐白沫}治2{(㓾)~鱼：剖鱼腹}疵{脸部较大的色斑}刺{~猬}峙 [3]此咨{另读。~询}耻齿始- [5]滞飺{伤饱之积剩}刺次□{剩}稚疵赐眵侍2{~候}侈豕-舐		
s	[6]自2斯廝澌撕䲉{䱀~}施1{布~}是氏私师狮尸司丝思似祀士1仕1市柿事诗侍1{~奉}鸶豉{豆~：药}□{牲~：兽}□{凉~~}俟饲 [2]时鲥弛{~空：陡然失去支持，《如皋市志》记作跱，《南通地区方言研究》记作失} [3]死矢屎史使驶豕=始=自{南乡音} [5]世势誓逝四肆示视嗜俟侍{服~}试肆{~误，本字不明，《如皋市志》记作失}是{熟~人，本字不明}弛{~空⁵：陡然失去支持(河口镇音)}思{意~}祀谥噬 [0]豉{药：豆~。輕聲，本調陽平}识{熟~}		
#ʝ			
p	[6]屄1婢={老~巷(地名)} [2]吡{象声词} [3]彼比={~较}鄙 [5]毙=敝弊币蔽闭=鄙泌祕蓖=陛=秘		
pʰ	[6]批箅{炉~子：炉底“册”状铁。笼~子}篦{~箕、~䇫巷}坯背-{~书、~后}焙{炒干}痞2{贼~}披=帔-{~风}被避鐾{~刀布}痱疕{瘌~儿疮}𠜱{薄切}□{斜切}纰砒 [2]陪-赔-皮鮍{鳑~儿}疲痞{另读。地~、兵~}俾脾痹琵裴-便-1{~宜}□{调皮}啤 [3]庇胚丕癖{怪瘾：纸~(吃纸)}痞 [5]配-屁 [0]僻{孤~}疕{瘌~儿疮}		
m	[6]妹-{~子}昧-{~心}眯1{小睡} [2]咪1{~~：唤猫声}迷谜眯2{眼睑微合：笑~~}媒-糜{粥}𪎭{~子}縻靡枚-弥=眉-楣-霉-黴-梅-脢-{~条肉}䱕𪃏{~子：引诱者}棉-1{~花，北乡音} [3]觅-{寻：~花生；斜视：~着他。本字疑为尾}尾-{寻：~花生；斜视：~着他。俗写觅}美-{~儿}米眯3{物入目中}咪2{~猫：母猫，本字当为女，俗写母}女{~猫：母猫}母{~猫：母猫，本字当为女，俗写母} [5]渳1{略饮：~一口酒}眯1{小睡} [0]蝆{蚂~：蚂蚁}蚁{蚂~，俗写蝆}		
t	[6]低嘀1{~咑，~咕}[2]嘀2{~咑，~~咑咑(话音尖)}[3]抵底[5]帝={~王}蒂缔		
tʰ	[6]弟地1第涕{另读。鼻~}屉特{[训]~为}[2]堤提1啼蹄题[3]体[5]替涕剃屜遞透-{~熟：圆满、彻底}绨{另读。线~}替{和、跟、同，本字不明}嚏悌第{门~、及~}[0]帝-{皇~}		
n	[6]贰1{~毛}腻1{炒菜下~子}䛏{打~：打趣，逢场作戏}䛏[2]尼泥抳{涂抹}呢1{~绒}倪霓[3]□{事或人，本字不明：起祸~儿，祸事的根源；ʝ5~儿，刚开始就终止的事情}[5]拟腻2{油~；涂}匿=昵{亲~}睨旎[0]呢{助词}		
l	[6]史2{姓，避同音字“死”讳改音“吏”}吏例厉励丽隶离1{距离：~他三尺}荔利痢哩1{~~拉拉：拖延}𤃀{渧、滴：~灰水}詈俐俪砺 [2]犁梨黎离=2{~别}篱漓璃=釐狸=1{海~、狐~}罹褵 [3]礼狸-3{~猫、《~猫换太子》}李1{姓}里=理=鲤娌哩{英里，旧也作哩；咖~}裏蠡椅2{城西区、城东区、磨头区、白蒲区西北部、石庄镇口音}		
tɕ	[6]穄{另读。芦~}稽{赌~：耍无赖}鸡期1{周年}蜞{蚂~、蟛~}几1{~乎}机叽{~咕}饥肌讥基箕屐忌-2{怕如~鬼}𪊆{鹹也，副词，只修饰“酸枯䴛(咸味)涩”等味：~苦的}荠1{荸~}奇2{~偶}知2{~了儿：小蝉}䤒{~花：酱油上的白醭}䇫 {篦~巷}㞓{~巴：男阴}羁姬嵇 [2]叽{另读。~嗗}□{转门声} [3]姐=挤几2{茶~}虮己纪1{1.姓；2.~律} [5]祭际穄{~子：一种小米}济济{~手：左手}剂={~量}计{~算}继系1{~带子}寄冀纪2{世~、~念}檵{枸~}记㾵{~色：人体色斑}既季鬾{幼儿多病，据说因母有孕}鯚{~婆子：鳜鱼}嫉1{~妬}霁[0]□{门转~儿：门的转轴，《如皋市志》记作肘}脊{背~}忌稷		
tɕʰ	[6]妻剂-{单位量：药~子、馒头~子}栖溪{古~(地名)}蹊{~跷}睇{~~眼儿：近视眼}企□{眯~：眯缝}岐歧技妓欺期2{日~}忌-{~嘴}及{来不~，本字暨或洎}暨{来不~，俗写及}洎{来不~，俗写及}嘁{呵~，喷嚏声}奇{~的八怪的}伎凄 [2]其棋旗齐齐{修整边幅}脐{肚~}奚溪-{~水}畦=携-奇1骑祁祈鳍提{另读。毫~：秤纽}䭣{六丫面饼}□{切，使齐}琪畸歧崎 [3]砌啟岂起杞 [5]契器弃忌={猜~}气汽吃{~力，本字不明}技{活~}憩 [0]纪{另读。年~}疾3{暗~毛病}计{另读。伙~}戚2{亲~}䋟{毫~：秤纽}		
