字	片	区	小片	方言点	声母	韵母	调值	调类	备注
保	闽东区	侯官片		福清	p	o	33	上声	
俞	闽东区	侯官片		福清	0	y	55	阳平	
俟	闽东区	侯官片		福清	s	ø	41	阳去	
俠	闽东区	侯官片		福清	h	ieʔ	5	阳入	
信	闽东区	侯官片		福清	s	eŋ	21	阴去	
俨	闽东区	侯官片		福清	ŋ	ieŋ	33	上声	俨然。
俭	闽东区	侯官片		福清	k	ieŋ	41	阳去	勤俭。
修	闽东区	侯官片		福清	s	iu	53	阴平	
俸	闽东区	侯官片		福清	h	oŋ	41	阳去	
倉	闽东区	侯官片		福清	tsʰ	oŋ	53	阴平	
個	闽东区	侯官片		福清	k	a/o	21	阴去	文读，两个人。
倍	閩東區	侯官片		福清	p	uoi	41	陽去	
倒	闽东区	侯官片		福清	t	o	33	上声	打倒。
倔	闽东区	侯官片		福清	kʰ	oʔ	22	阴入	
候	閩東區	侯官片		福清	h	au/eu	41	陽去	
倚	闽东区	侯官片		福清	0	ai/i	33	上声	
倦	闽东区	侯官片		福清	k	uoŋ	41	阳去	
倩	闽东区	侯官片		福清	tsʰ	eŋ/ieŋ	21	阴去	小倩，妹倩：妹夫。
倪	闽东区	侯官片		福清	ŋ	e	55	阳平	姓。
倫	闽东区	侯官片		福清	l	uŋ	55	阳平	
债	闽东区	侯官片		福清	ts	ai	21	阴去	
倾	闽东区	侯官片		福清	kʰ	iŋ	53	阴平	
假	闽东区	侯官片		福清	k	a	33	上声	真假。
偉	闽东区	侯官片		福清	0	ui	33	上声	
偏	闽东区	侯官片		福清	p/pʰ	ieŋ	53	阴平	偏偏，偏僻。
停	闽东区	侯官片		福清	t	iŋ	55	阳平	
健	闽东区	侯官片		福清	k	iaŋ/yoŋ	41	阳去	单字读，健康。
偵	闽东区	侯官片		福清	t	iaŋ	33	上声	侦探。
偶	闽东区	侯官片		福清	ŋ	eu	33	上声	
偷	闽东区	侯官片		福清	tʰ	au/eu	55	阳平	
偿	闽东区	侯官片		福清	s	yoŋ	55	阳平	
傅	閩東區	侯官片		福清	h	o	21	陰去	
傑	闽东区	侯官片		福清	k	ieʔ	5	阳入	
傘	闽东区	侯官片		福清	s	aŋ	33	上声	
備	闽东区	侯官片		福清	p	e	41	阳去	
储	闽东区	侯官片		福清	t	y	53	阴平	
催	闽东区	侯官片		福清	tsʰ	oi	53	阴平	
傲	闽东区	侯官片		福清	ŋ	o	21/41	阴去/阳去	骄傲，野傲：傲气。
傳	闽东区	侯官片		福清	t	uoŋ	41	阳去	传记。
債	闽东区	侯官片		福清	ts	ai	21	阴去	
傷	闽东区	侯官片		福清	s	yoŋ	53	阴平	
傾	闽东区	侯官片		福清	kʰ	iŋ	53	阴平	
僅	闽东区	侯官片		福清	k	øŋ/iŋ	21/33	阴去/上声	
像	閩東區	侯官片		福清	tsʰ	yoŋ	41	陽去	
僑	闽东区	侯官片		福清	k	ieu	55	阳平	
僞	闽东区	侯官片		福清	ŋ	ui	41	阳去	
僧	闽东区	侯官片		福清	ts	eŋ	53	阴平	唐僧。
僵	闽东区	侯官片		福清	k	yoŋ	53	阴平	
價	闽东区	侯官片		福清	k	a	21	阴去	价钱。
僻	闽东区	侯官片		福清	pʰ	ia/eʔ	21/22	阴去/阴入	
儀	闽东区	侯官片		福清	ŋ	i	55	阳平	
儂	闽东区	侯官片		福清	n	aŋ/øŋ	55	阳平	自称、人，侬家：我们。
億	闽东区	侯官片		福清	0	e	21	阴去	
儉	闽东区	侯官片		福清	k	ieŋ	41	阳去	勤俭。
儒	閩東區	侯官片		福清	0	yo/y	55	陽平	文讀，嘉儒：地名。
償	闽东区	侯官片		福清	s	yoŋ	55	阳平	
優	闽东区	侯官片		福清	0	iu	53	阴平	
儲	闽东区	侯官片		福清	t	y	53	阴平	
儼	闽东区	侯官片		福清	ŋ	ieŋ	33	上声	俨然。
允	闽东区	侯官片		福清	0	yŋ	33	上声	
元	闽东区	侯官片		福清	ŋ	uoŋ	55	阳平	
兄	闽东区	侯官片		福清	h	iaŋ/iŋ	53	阴平	文读，表兄。
充	闽东区	侯官片		福清	tsʰ	yŋ	53	阴平	
兆	閩東區	侯官片		福清	t	ieu	41	陽去	
先	闽东区	侯官片		福清	s	eŋ/iŋ/ieŋ	53	阴平	文读，白读，先去。
光	闽东区	侯官片		福清	k	uoŋ	53	阴平	
克	闽东区	侯官片		福清	kʰ	eʔ	22	阴入	
兌	闽东区	侯官片		福清	t	oi	41	阳去	
免	闽东区	侯官片		福清	m	ieŋ	33	上声	
兒	闽东区	侯官片		福清	0/n	i/ia	55	阳平	儿歌，儿囝。
兔	闽东区	侯官片		福清	tʰ	o	21	阴去	
兗	闽东区	侯官片		福清	0	ieŋ	33	上声	
兜	闽东区	侯官片		福清	t	au/eu	53	阴平	
入	闽东区	侯官片		福清	0/n	iʔ	5	阳入	文读，入味。
內	闽东区	侯官片		福清	n	oi/uoi	41	阳去	
全	闽东区	侯官片		福清	ts	uoŋ	55	阳平	
兩	闽东区	侯官片		福清	l	aŋ/yoŋ	41/33	阳去/上声	文读，二也。
八	闽东区	侯官片		福清	p	eʔ	22	阴入	
公	闽东区	侯官片		福清	k	øŋ/uŋ	53	阴平	
六	闽东区	侯官片		福清	l	uʔ	5	阳入	
兮	闽东区	侯官片		福清	h	ie	55	阳平	语气词。
兰	闽东区	侯官片		福清	l	aŋ	55	阳平	
共	閩東區	侯官片		福清	k	øŋ	21/41	陰去/陽去	單字讀，和、與。
关	闽东区	侯官片		福清	k	uoŋ/uaŋ	53	阴平	
兴	闽东区	侯官片		福清	h	iŋ	53	阴平	
兵	闽东区	侯官片		福清	p	iŋ	53	阴平	
具	闽东区	侯官片		福清	k	ø	41	阳去	
典	闽东区	侯官片		福清	t	eŋ/ieŋ	33	上声	典型，白读。
兼	闽东区	侯官片		福清	k	ieŋ	53	阴平	
兽	闽东区	侯官片		福清	s	iu	21	阴去	
冀	闽东区	侯官片		福清	k	e	21	阴去	
内	闽东区	侯官片		福清	n	oi/uoi	41	阳去	
冈	闽东区	侯官片		福清	k	oŋ	53	阴平	
冊	闽东区	侯官片		福清	tsʰ	a/eʔ	21/22	阴去/阴入	文读，注册。
册	闽东区	侯官片		福清	tsʰ	a/eʔ	21/22	阴去/阴入	文读，注册。
再	闽东区	侯官片		福清	ts	ai	21	阴去	
冒	閩東區	侯官片		福清	m	o	41	陽去	感冒。
冗	闽东区	侯官片		福清	n	oŋ	55/33	阳平/上声	冗长，鼎冗：锅烟子。
写	闽东区	侯官片		福清	s	ia	33	上声	
军	闽东区	侯官片		福清	k	uŋ	53	阴平	
农	闽东区	侯官片		福清	n	uŋ	55	阳平	
冤	闽东区	侯官片		福清	0	uoŋ	53	阴平	
冥	闽东区	侯官片		福清	m	aŋ/iŋ	55	阳平	
冬	閩東區	侯官片		福清	t	øŋ	53	陰平	
冰	闽东区	侯官片		福清	p	iŋ	53	阴平	
冲	闽东区	侯官片		福清	tsʰ	yŋ	53	阴平	
冶	闽东区	侯官片		福清	0	ia	33	上声	
冷	闽东区	侯官片		福清	l	eŋ	33	上声	
凊	闽东区	侯官片		福清	tsʰ	eŋ	21	阴去	冷。
凋	闽东区	侯官片		福清	t	ieu	53	阴平	
凌	闽东区	侯官片		福清	l	iŋ	55	阳平	
凝	闽东区	侯官片		福清	ŋ	iʔ/iŋ	5/55	阳入/阳平	凝冻，单字读。
几	闽东区	侯官片		福清	k	i	33	上声	茶几。
凡	闽东区	侯官片		福清	h	uaŋ	55	阳平	
凤	闽东区	侯官片		福清	h/p	oŋ	41/21	阳去/阴去	文读，金凤：凤仙花。
凯	闽东区	侯官片		福清	kʰ	ai	33	上声	
凰	闽东区	侯官片		福清	h	uoŋ	55	阳平	
凱	闽东区	侯官片		福清	kʰ	ai	33	上声	
凳	闽东区	侯官片		福清	t	eŋ	21	阴去	
凶	闽东区	侯官片		福清	h	yŋ	53	阴平	
击	闽东区	侯官片		福清	k	eʔ	22	阴入	
函	闽东区	侯官片		福清	h	aŋ	55	阳平	
凿	闽东区	侯官片		福清	tsʰ	øʔ	5	阳入	
刀	闽东区	侯官片		福清	t	o	53	阴平	
刁	闽东区	侯官片		福清	t/tʰ	ieu	53	阴平	刁顽，姓。
刃	闽东区	侯官片		福清	0	eŋ	41	阳去	
分	闽东区	侯官片		福清	h/p	uŋ/uoŋ	53	阴平	
切	闽东区	侯官片		福清	tsʰ	ieʔ	22	阴入	
刊	闽东区	侯官片		福清	kʰ	aŋ	53	阴平	
刑	闽东区	侯官片		福清	h	iŋ	55	阳平	
刘	闽东区	侯官片		福清	l	au	55	阳平	
则	闽东区	侯官片		福清	ts	eʔ	22	阴入	
刚	闽东区	侯官片		福清	k	oŋ	53	阴平	
初	闽东区	侯官片		福清	tsʰ	ø/u	53	阴平	初中，月初。
删	闽东区	侯官片		福清	s	aŋ	53	阴平	
判	闽东区	侯官片		福清	pʰ	uaŋ	21	阴去	
別	闽东区	侯官片		福清	p	ieʔ	5	阳入	离别。
利	閩東區	侯官片		福清	l	e	21/41	陰去/陽去	鋒利，得利。
刪	闽东区	侯官片		福清	s	aŋ	53	阴平	
刮	闽东区	侯官片		福清	k	oʔ/uaʔ	22	阴入	
到	闽东区	侯官片		福清	t	o	21	阴去	到底。
制	閩東區	侯官片		福清	ts	ie/e	21	陰去	
刷	闽东区	侯官片		福清	s	oʔ	22	阴入	
券	闽东区	侯官片		福清	k	uoŋ	21	阴去	证券。
刺	閩東區	侯官片		福清	tsʰ	ie/ø	21	陰去	
刻	闽东区	侯官片		福清	kʰ	eʔ	22	阴入	
剃	闽东区	侯官片		福清	tʰ	ie	21	阴去	
則	闽东区	侯官片		福清	ts	eʔ	22	阴入	
削	闽东区	侯官片		福清	s	uo/yoʔ	21/22	阴去/阴入	文读，切削。
前	闽东区	侯官片		福清	s/ts	eŋ/ieŋ	55	阳平	
剐	闽东区	侯官片		福清	k	ua	33	上声	
剔	闽东区	侯官片		福清	tʰ	iʔ/eʔ	5/22	阳入/阴入	文读，整理。
剛	闽东区	侯官片		福清	k	oŋ	53	阴平	
剝	闽东区	侯官片		福清	p	uo/oʔ	21/22	阴去/阴入	
剧	闽东区	侯官片		福清	kʰ	yoʔ	5	阳入	
剪	闽东区	侯官片		福清	ts	eŋ	33	上声	
剮	闽东区	侯官片		福清	k	ua	33	上声	
割	闽东区	侯官片		福清	k	eʔ/aʔ	22	阴入	
剿	闽东区	侯官片		福清	ts	au	55	阳平	
劃	闽东区	侯官片		福清	h	eʔ	5	阳入	
劇	闽东区	侯官片		福清	kʰ	yoʔ	5	阳入	
劈	闽东区	侯官片		福清	pʰ	ieʔ/iʔ	22/5	阴入/阳入	
劉	闽东区	侯官片		福清	l	au	55	阳平	
劍	闽东区	侯官片		福清	k	ieŋ	21	阴去	
劒	闽东区	侯官片		福清	k	ieŋ	21	阴去	
劔	闽东区	侯官片		福清	k	ieŋ	21	阴去	
力	閩東區	侯官片		福清	l	iʔ	5	陽入	
劝	闽东区	侯官片		福清	kʰ	uoŋ	21	阴去	
办	闽东区	侯官片		福清	p	eŋ	41	阳去	办办。
功	闽东区	侯官片		福清	k	uŋ	53	阴平	
加	闽东区	侯官片		福清	k	a	53	阴平	
务	闽东区	侯官片		福清	0	o	41	阳去	
劣	闽东区	侯官片		福清	l	uoʔ	22	阴入	
动	闽东区	侯官片		福清	t	øŋ/oŋ	41	阳去	
助	闽东区	侯官片		福清	ts	o	41	阳去	
努	閩東區	侯官片		福清	n	u	33	上聲	
劫	闽东区	侯官片		福清	k	ieʔ	22	阴入	
励	闽东区	侯官片		福清	l	e	41	阳去	
劲	闽东区	侯官片		福清	k	eŋ	21	阴去	
劳	闽东区	侯官片		福清	l	o	55	阳平	
势	闽东区	侯官片		福清	s	ie	21	阴去	
勁	闽东区	侯官片		福清	k	eŋ	21	阴去	
勃	闽东区	侯官片		福清	p	uoʔ	5	阳入	
勇	闽东区	侯官片		福清	0	yŋ	33	上声	
勉	闽东区	侯官片		福清	m	ieŋ	33	上声	
勋	闽东区	侯官片		福清	h	yŋ	53	阴平	
勒	闽东区	侯官片		福清	l	eʔ	5	阳入	
動	閩東區	侯官片		福清	t	øŋ/oŋ	41	陽去	
勘	閩東區	侯官片		福清	kʰ	aŋ	53	陰平	
務	闽东区	侯官片		福清	0	o	41	阳去	
勛	闽东区	侯官片		福清	h	yŋ	53	阴平	
勞	闽东区	侯官片		福清	l	o	55	阳平	
募	闽东区	侯官片		福清	m	uo	41	阳去	
勢	闽东区	侯官片		福清	s	ie	21	阴去	
勤	闽东区	侯官片		福清	kʰ	yŋ	55	阳平	
勳	闽东区	侯官片		福清	h	yŋ	53	阴平	
勵	闽东区	侯官片		福清	l	e	41	阳去	
勸	闽东区	侯官片		福清	kʰ	uoŋ	21	阴去	
勺	闽东区	侯官片		福清	tsʰ	yoʔ	22	阴入	
勻	闽东区	侯官片		福清	0	yŋ	55	阳平	
勼	闽东区	侯官片		福清	k	iu	53	阴平	缩。
勿	闽东区	侯官片		福清	0	uʔ	5	阳入	
包	闽东区	侯官片		福清	p	a/au	53	阴平	肉包，包袱。
匏	闽东区	侯官片		福清	p	u	55	阳平	匏瓜。
化	闽东区	侯官片		福清	h	ua	21	阴去	
北	闽东区	侯官片		福清	p	øʔ	22	阴入	
匙	闽东区	侯官片		福清	s	ie	55	阳平	锁匙。
匠	闽东区	侯官片		福清	tsʰ	yoŋ	21	阴去	
匡	闽东区	侯官片		福清	kʰ	uoŋ	53	阴平	
匣	閩東區	侯官片		福清	0	aʔ	5	陽入	
匪	闽东区	侯官片		福清	pʰ	i	33	上声	土匪。
匹	闽东区	侯官片		福清	pʰ	e/eʔ	21/22	阴去/阴入	
区	闽东区	侯官片		福清	kʰ	y	53	阴平	
匾	闽东区	侯官片		福清	p	ieŋ	33	上声	
匿	闽东区	侯官片		福清	n	iʔ	5	阳入	
區	闽东区	侯官片		福清	kʰ	y	53	阴平	
十	闽东区	侯官片		福清	s	eʔ	5	阳入	
千	閩東區	侯官片		福清	tsʰ	ieŋ	53	陰平	
升	闽东区	侯官片		福清	s/ts	iŋ	53	阴平	文读，十升。
午	闽东区	侯官片		福清	ŋ	u	33	上声	
半	闽东区	侯官片		福清	p	uaŋ	21	阴去	
协	闽东区	侯官片		福清	h	ieʔ	5	阳入	
卑	闽东区	侯官片		福清	p	i	53	阴平	奴卑。
卓	闽东区	侯官片		福清	t	oʔ	22	阴入	
協	闽东区	侯官片		福清	h	ieʔ	5	阳入	
单	閩東區	侯官片		福清	t	aŋ	53	陰平	
卖	闽东区	侯官片		福清	m	e/ai	41	阳去	烧卖，白读。
南	闽东区	侯官片		福清	n	aŋ	55	阳平	
博	闽东区	侯官片		福清	p	oʔ	22	阴入	
卜	闽东区	侯官片		福清	p	oʔ	22	阴入	卜卦。
卢	闽东区	侯官片		福清	l	u	55	阳平	
卦	闽东区	侯官片		福清	k	ua	21	阴去	
卫	閩東區	侯官片		福清	0	uoi	41	陽去	
卯	闽东区	侯官片		福清	m	au	33	上声	
印	闽东区	侯官片		福清	0	eŋ	21	阴去	
危	闽东区	侯官片		福清	ŋ	ui	55	阳平	
即	闽东区	侯官片		福清	ts	eʔ	22	阴入	
卵	闽东区	侯官片		福清	l	iŋ/oŋ/uaŋ	33	上声	卵翼，卵脬：男阴，蛋。
卸	闽东区	侯官片		福清	s	ia	21	阴去	
卻	闽东区	侯官片		福清	kʰ	yoʔ	22	阴入	
卿	闽东区	侯官片		福清	kʰ	iŋ	53	阴平	
厅	闽东区	侯官片		福清	tʰ	iaŋ	53	阴平	
历	闽东区	侯官片		福清	l	eʔ/iʔ	5	阳入	
厉	闽东区	侯官片		福清	l	e	41	阳去	厉害。
压	闽东区	侯官片		福清	0	eʔ/aʔ	22	阴入	
厚	闽东区	侯官片		福清	h/k	eu/au	41	阳去	
原	闽东区	侯官片		福清	ŋ	uoŋ	55	阳平	
厲	闽东区	侯官片		福清	l	e	41	阳去	厉害。
县	闽东区	侯官片		福清	h	ieŋ	55	阳平	悬挂。
参	闽东区	侯官片		福清	s	eŋ	53	阴平	人参。
參	闽东区	侯官片		福清	s	eŋ	53	阴平	人参。
又	闽东区	侯官片		福清	0	iu	41	阳去	
叉	閩東區	侯官片		福清	tsʰ	a	53	陰平	交叉。
及	闽东区	侯官片		福清	k	iʔ	5	阳入	
友	闽东区	侯官片		福清	0	iu	33	上声	
双	閩東區	侯官片		福清	s	øŋ/oŋ	53	陰平	
发	闽东区	侯官片		福清	h	uoʔ/uaʔ	22	阴入	结发，头发。
叔	闽东区	侯官片		福清	s/ts	øʔ	22	阴入	
取	闽东区	侯官片		福清	tsʰ	y	33	上声	
受	闽东区	侯官片		福清	s	iu	41	阳去	
变	闽东区	侯官片		福清	p	ieŋ	21	阴去	
叛	闽东区	侯官片		福清	pʰ	uaŋ	41	阳去	叛徒。
叟	闽东区	侯官片		福清	s	eu	33	上声	
叢	闽东区	侯官片		福清	ts	uŋ	55	阳平	
口	闽东区	侯官片		福清	kʰ	au/eu	33	上声	
古	閩東區	侯官片		福清	k	u	33	上聲	
句	闽东区	侯官片		福清	k	au/eu	53	阴平	
叩	闽东区	侯官片		福清	kʰ	eu	21	阴去	
叫	闽东区	侯官片		福清	k	ø/ieu	21	阴去	单字读，叫人。
召	閩東區	侯官片		福清	t	ieu	41	陽去	
可	闽东区	侯官片		福清	kʰ	o	33	上声	
史	闽东区	侯官片		福清	s	y	33	上声	
司	闽东区	侯官片		福清	s	i/y	53	阴平	官司，白读。
叼	闽东区	侯官片		福清	t	ieu	53	阴平	
各	闽东区	侯官片		福清	k	oʔ	22	阴入	
合	闽东区	侯官片		福清	h	aʔ	5	阳入	
吉	闽东区	侯官片		福清	k	eʔ	22	阴入	
同	闽东区	侯官片		福清	t	øŋ/uŋ	55	阳平	同志，合同。
名	闽东区	侯官片		福清	m	iaŋ/iŋ	55	阳平	
后	閩東區	侯官片		福清	h	eu	41	陽去	
吏	闽东区	侯官片		福清	l	e	41	阳去	
吓	闽东区	侯官片		福清	h	ia	21	阴去	吓人。
