桐鄉					
#a					
#ie					
p	①边编鞭 ③扁匾贬煸 ⑤変遍				
pʰ	①篇 ⑤⽚骗				
b	②便（～宜） ④辨辩辫卞				
ʔm	③免勉				
m	②棉绵⾯眠				
t	①颠 ③点典 ⑤店				
tʰ	①天添 ③舔				
d	②⽥甜佃钿填④垫⑥电				
ʔl	③脸敛				
l	②连联帘怜廉镰⑥练炼恋				
ts	①尖荐③剪⑤箭				
tsʰ	①千迁歼③浅				
s	①先仙鲜③选洗				
z	②泉潜全前⑥践				
tɕ	①肩坚兼捐眷③捡检卷⑤见剑建				
tɕʰ	①签牵谦圈③犬⑤欠劝				
dʑ	②④乾拳权钳倦掮④件俭⑥健☐（～⾼，举起）				
ɕ	①掀③险显⑤宪献				
ʔȵ	①粘研③染软				
ȵ	②年严原源阎元（～旦）				
j	②⾔延盐贤⽕员圆园院袁悬援械=⑥现				
	①烟冤③远⑤厌燕掩宴县怨				
#uᴇ					
k	①官棺冠（～军）观（参～）③管⑤贯惯灌				
kʰ	①宽③款				
h	①欢③缓⑤唤焕患				
ɦ	②完玩丸⑥顽换				
	③碗宛腕皖				
#ɔ					
p	①包褒胞 ③保饱堡宝 ⑤报豹爆（～鱼）				
pʰ	①抛 ⑤炮泡				
b	②袍跑 ④抱 ⑥暴爆（～炸）				
ʔm	③卯				
m	②⽑⽭茅锚猫 ⑥冒帽貌				
t	①⼑叨 ③捣岛祷 ⑤到倒				
tʰ	①滔涛韬弢 ③讨 ⑤套				
d	②桃逃陶盗悼 ④稻道导 ⑥盗掏淘				
ʔn	③脑恼瑙				
n	⑥闹				
ʔl	①捞唠姥 ③⽼				
l	②劳牢佬痨崂⑥涝				
ts	①招遭昭朝找糟③早枣⽖（脚～）蚤沼 ⑤照灶罩				
tsʰ	①抄超操 ③草吵炒钞 ⑤糙				
s	①烧骚捎稍 ③少嫂扫（～地） ⑤少（～年）扫（～帚）				
z	②曹潮韶槽皂 ④造赵扰 ⑥邵绍				
k	①⾼篙膏羔茭糕睾皋胶- ③稿绞-搞（～关系） ⑤告诰窖铰绞教-觉（睏～）				
kʰ	①敲 ③考烤拷 ⑤靠犒				
ɡ	④搞（～七捻三，乱搞） ⑥☐（～好，藏好）				
h	①耗☐（～油） ③好 ⑤孝-（带～）				
ɦ	②豪毫傲 ⑥号				
	①袄 ③咬（意思为⼩） ⑤澳懊				
#iɔ					
p	①标彪膘滮 ③表婊裱				
pʰ	①飘漂 ③漂（～⽩） ⑤票				
b	②瓢鳔 ⑥嫖				
ʔm	③秒妙渺				
m	②苗描瞄 ⑥庙				
t	①刁叼貂雕 ③⻦- ⑤吊钓				
tʰ	①挑（～⽔） ③挑（～选） ⑤跳				
d	②条调（～整）迢 ④调（换） ⑥掉				
ʔl	③了（～结）				
l	②辽聊燎疗 ⑥料				
ts	①焦蕉				
tsʰ	①锹悄⑤俏				
s	①消宵销肖箫 ③⼩晓⑤笑				
z	②樵				
tɕ	①郊骄浇狡交胶= ③校（～对）较绞= ⑤叫教=				
tɕʰ	①敲 ③巧窍				
ɕ	⑤孝=酵=				
ʔȵ	③⻦尿袅				
ȵ	②饶 ⑥绕				
j	②姚瑶摇谣窑姚 ⑥校学（～效）耀肴=淆=				
	①妖邀腰要（～求） ③舀 ⑤要				
#ʊ					
p	①巴-疤-笆-芭- ③把- ⑤坝-霸-☐（涩）				
pʰ	⑤怕-				
b	②耙琶杷（枇～）爬-				
ʔm	③马-				
m	②麻模摩磨 ⑥骂-暮慕幕				
t	③朵躲				
ʔn	①拿-				
ʔl	①☐（小～～，小狗）				
n	②挪				
ts	①渣-庶-遮 ⑤炸-榨-诈-				
tsʰ	①⻋叉错差 ⑤岔-				
s	①沙纱痧赊砂裟鲨 ③舍（～得） ⑤晒				
z	②蛇茶 ⑥查射				
k	①⽠- ③宴- ⑤挂卦				
kʰ	③可 ⑤跨				
ɡ	②☐（～头，傻瓜）				
h	①花虾 ⑤化				
ɦ	②华桦铧骅 ⑥画夏话-				
	①蛙-鸦- ③哑-下-瓦-垭阿（～弥陀佛）				
#əɭ					
	③⽿=尔= ⑤⼉=⼆=⽽				
#ɿ					
ts	①资知⽀枝脂之芝猪姿兹蛛朱珠诸 ③⼦纸紫嘴⽌指主 ⑤⾄致志痣智置注驻蛀著铸				
tsʰ	①雌吹 ③此⻮耻 ⑤次刺翅厕处				
s	①丝思私司斯师诗施书梳舒输始 ③史使驶⽔暑⿏ ⑤四世势试肆				
z	②瓷慈迟词辞池时匙锄除厨殊如储④是⼠市柿⑥示视寺⾃字治事誓侍				
#i					
p	①悲杯碑屄鄙卑 ③⽐ ⑤闭秘臂背辈贝				
pʰ	①批披坯 ⑤屁配譬				
b	②⽪疲琵培陪赔脾 ④倍被 ⑥币弊避鐾（～⼑布）备佩痱				
ʔm	①眯 ③⽶美每尾-				
m	②霉 ⑥妹味味-				
f	①⻜⾮ ③匪 ⑤费（～⽤）肺废				
v	②微肥维惟 ④尾= ⑥未费（姓）味=				
t	①低堆 ③底抵 ⑤对帝蒂				
tʰ	①梯推 ③体腿 ⑤涕替剃退				
d	②啼提堤 ④弟 ⑥队递第地兑				
ʔn	③倷				
ʔl	③李礼⾥理吕旅				
l	②离梨雷狸犁类⑥利例励痢丽滤虑				
ts	③挤⑤醉最剂济际				
tsʰ	①妻蛆崔摧催炊⑤翠脆砌				
s	①⻄虽③死-⑤细税岁				
z	②徐④罪				
tɕ	①鸡基机居拘⻳追③⼏举⻤=⑤计继寄记				
tɕʰ	①歁区溪岂③启起⑤⽓汽器去				
ɕ	①希熙稀虚③喜许⑤戏				
dʑ	②旗奇骑期其技巨拒距④跪⑥柜-妓				
ʔȵ	③⼥语蚁议⽿-				
ȵ	②尼泥倪疑腻⑥艺娱毅⼆-				
j	②移遗夷饴余俞渔盂誉⑥预				
	①⾐依医伊于③椅已以⾬与宇禹⑤意亿				
#ui					
k	①规归龟= ③轨诡⻤= ⑤贵桂会（～计）桧				
kʰ	①盔魁溃 ③刽 ⑤块				
ɡ	②葵愧 ④跪=⑥柜				
h	①灰辉徽 ③毀悔賄 ⑤晦				
ɦ	②危桅围回 ⑥卫纬伟讳				
	①威畏 ③委伪萎喂				
#uᵝ					
p	①波玻菠播簸③补谱⑤布				
pʰ	①坡颇铺③普谱浦⑤剖破				
b	②菩蒲脯（胸～）埠婆④部簿⑥步捕孵				
ʔm	③⺟-				
f	①夫肤敷呼③斧⻁⽕伙辅俯府⑤付傅富赋货				
v	②扶浮符傅（师～）吴胡湖糊和梧⽆何④武舞户⑥附贺护雾腐饿卧				
#ᵊuᵝ					
t	①多都③赌堵				
tʰ	①拖③⼟吐（～痰）妥⑤兔吐（上～下泻）				
d	②驼驮徒途图屠④杜舵惰⑥度镀⼤-				
ʔn	③努				
n	⑥奴怒				
ʔl	①啰③鲁橹⻧卵				
l	②罗锣萝猡（猪～）⑥路露				
ts	①租③左佐祖组阻⑤做				
tsʰ	①粗初搓础③楚⑤醋措锉				
s	①苏梭酥疏蓑蔬③数（动词）⑤素诉数（～字）				
z	②助唑（起～头）④坐座				
k	①歌姑孤锅③古股⿎裹固⑤过故雇顾				
kʰ	①科枯箍窠库（仓～）③苦⑤课裤				
	①乌污窝涴（粪便，本读[ʔˤak-s]。现在说“污”，是数典忘祖）③午伍我				
#əɯ					
ʔm	③某亩=				
m	②贸谋				
f	③否				
v	④负				
t	①丢 ③抖 ⑤⽃				
tʰ	①偷 ③敨 ⑤透				
d	②投头 ⑥⾖痘				
ʔn	③倷				
ʔl	①溜 ③篓柳				
l	②刘楼留流硫琉 ⑥漏				
ts	①周州邹⾈昼 ③酒⾛帚肘 ⑤奏绉皱				
tsʰ	①抽 ③丑秋 ⑤臭凑				
s	①收搜馊修羞 ③⼿守⾸兽 ⑤瘦秀绣锈宿（星～）				
z	②酋④就⑥袖				
k	①勾钩 ③狗 ⑤够				
kʰ	③⼝ ⑤扣				
h	①☐（寻～势）③吼⑤鲎（虹）				
ɦ	②候侯喉猴				
	③欧 ⑤呕厚后藕				
#iəɯ					
tɕ	①纠灸③久九⾲⑤救究				
tɕʰ	①丘休 ③揪				
ɕ	①休 ③朽				
dʑ	②求球裘酋 ④舅⾅ ⑥旧				
ʔȵ	③扭钮				
ȵ	②⽜				
j	②尤由油游犹 ⑥诱				
	①尤优幽 ③有友 ⑤幼⼜右佑				
#ã					
p	①浜绷 ⑤崩				
pʰ	①兵漰（～酒） ⑤碰				
b	②朋棚彭膨 ④蚌 ⑥甏				
ʔm	③蜢猛 ⑤☐（性格易⽣气）				
m	②盲 ⑥孟				
t	③打				
d	⑥趤				
ʔl	③冷				
ts	①张争 ③涨⻓（～⼤）掌 ⑤帐账胀仗（打～）				
tsʰ	①撑 ③厂 ⑤敞畅创				
s	①⽣牲 ③省甥 ⑤☐（塞进去）				
z	②⻓（～短）肠场常 ④丈杖 ⑥让=盛（姓）剩-				
k	①更庚羹粳☐（钻）③梗哽				
kʰ	①坑（⽑～）				
ɡ	②☐（摩擦）				
h	①夯亨				
ɦ	②⾏ ⑥硬				
	①樱鹦 ③杏				
#iã					
ʔl	③两辆				
l	②凉量（～长短）粮良梁谅 ⑥亮量（份～）				
ts	①浆将 ③蒋桨 ⑤酱				
tsʰ	①枪戗锵 ③抢 ⑤呛				
s	①镶厢相箱 ③鲞想				
z	④象 ⑥匠				
tɕ	①姜僵疆 ③讲= ⑤降				
tɕʰ	①腔羌				
dʑ	②强 ④犟				
ɕ	①⾹乡向 ③响 ⑤享				
ʔȵ	③仰				
ȵ	②娘 ⑥让-（～步）				
j	②⽺洋阳杨扬				
	①央秧殃盎恙 ③养痒氧映⑤样漾				
#uã					
k	③☐（裂开）				
ɡ	①狂=				
ɦ	②横⑥横				
	①横（蛮横）				
#ɔ̃					
p	①帮邦 ③绑榜谤				
pʰ	⑤胖				
b	②旁防- ④棒（～冰）傍				
ʔm	③莽蟒⽹-				
m	②芒茫氓忙=				
f	①⽅芳坊 ③纺访仿妨 ⑤放				
v	②房防= ⑥亡忘=望=				
t	①当裆 ③党挡 ⑤当（上～）档				
tʰ	①汤趟 ③躺徜 ⑤烫				
d	②堂棠唐糖塘搪 ④☐（～碗）荡⑥宕				
n	②囊				
l	②朗狼廊浪 ⑥晾（～⾐裳）				
ts	①庄桩脏装章 ③掌 ⑤壮葬障				
tsʰ	①仓苍疮窗③闯 ⑤唱倡				
s	①桑双霜伤商丧 ③爽嗓赏⑤丧				
z	②床偿藏 ④上（动词） ⑥上（～下）状尚脏（内～）藏				
k	①冈钢纲刚肛扛缸光江- ③港⼴讲- ⑤杠（～铃）降-（下～）				
kʰ	①康糠匡筐框 ③慷 ⑤抗炕矿旷				
ɡ	②狂 ④戆 ⑥☐（卡住）				
h	①荒慌况 ③谎晃幌				
ɦ	②杭航降-（投～）⾏（银～）				
	①汪枉 ③项昂				
#uɔ̃					
k	①光③⼴⑤洸（晃动）				
kʰ	①框⑤矿				
ɡ	②狂				
h	①慌③谎				
ɦ	②⻩				
	①汪③枉				
#iɔ̃					
dʑ	②☐（挣扎）狂（？挣扎）				
j	⑥旺				
#əŋ					
p	①奔崩畚 ③本 ⑤☐（打～）				
pʰ	①烹喷 ⑤喷（～⾹）				
b	②盆 ⑥笨坌（～地）				
ʔm	③猛				
m	②⻔扪盟萌蚊- ⑥问				
f	①分芬纷 ③粉纷 ⑤粪奋				
v	②⽂纹汶坟雯吻闻蚊=④愤刎 ⑥份回=				
t	①敦登灯瞪 ③等 ⑤凳顿				
tʰ	①吞 ③氽				
d	②饨馄（～沌）腾藤盾 ④囤 ⑥邓钝				
n	②能				
l	②仑轮能伦 ⑥论嫩				
ts	①贞侦争筝曾增尊针蒸珍正（～⽉）征 ③准枕整疹 ⑤证正政镇震				
tsʰ	①春村称蛏 ③蠢 ⑤⼨衬趁秤				
s	①申伸身升森声孙⽣=牲=参（⼈～） ③审婶沈损笋 ⑤胜圣逊舜				
z	②陈神仁存尘⾠晨唇⾂沉绳层程成 城诚盛（～饭）仍刃纫曾（～经）④肾吮慎⑥顺阵郑闰任=剩=认=				
k	①跟根耕=羹=庚=更（～正） ③耿 ⑤更（～加）				
kʰ	①☐（翻东⻄） ③肯垦恳 ⑤☐（脾⽓～）				
ɡ	⑥☐（发～，性格僵）				
h	①亨 ③很狠哼 ⑤擤（～⿐涕）				
ɦ	②恒痕衡⑥恨				
	①恩				
#iəŋ					
p	①兵宾滨缤殡槟冰斌彬鬓 ③丙饼禀併 ⑤柄☐（～牢，坚持）				
pʰ	①拼姘 ③品聘				
b	②平评坪萍屏瓶贫凭 ④并 ⑥病				
ʔm	③敏⽫悯冥鸣				
m	②名铭⺠明命				
t	①丁钉叮 ③项鼎 ⑤订				
tʰ	①听厅 ③挺艇 ⑤☐（剩下来）				
d	②亭停廷庭定 ④锭				
ʔl	①拎③领				
l	②铃伶零邻灵陵林淋琳临鳞岭 ⑥令				
ts	①精津睛晶 ③井 ⑤进浸				
tsʰ	①亲⻘清侵 ③请				
s	①新腥⼼星⾟薪 ③醒迅省（反～）⑤姓性信迅				
z	②寻旬⑥驯				
tɕ	①⾦襟军君均敬 ③紧菌锦颈⑤禁竟镜				
tɕʰ	①轻 ③顷倾 ⑤庆揿				
dʑ	②琴勤芹群禽 ④近 ⑥竞				
ɕ	①兴欣勋薰 ⑤训☐（茂盛）				
ȵ	②迎吟银宁狞凝任（姓） ⑥认-				
j	②形刑型营⾏寅⽀匀晕贏盈⾏（～为） ⑥运闰-				
	①允⾳英阴应有尽殷因姻蝇尹韵 ③饮隐影瘾 ⑤印应孕				
#uəŋ					
k	③滚辊鲧 ⑤棍				
kʰ	①昆崑坤③捆⑤困（～觉）				
h	①昏婚荤				
ɦ	②魂浑馄（～饨）④混⑥混				
	①温瘟 ③稳 ⑤☐（倒霉）				
#oŋ					
p	⑤蹦				
pʰ	③捧膀（⼤腿）				
b	②篷蓬塳（～尘） ④棒				
ʔm	③⽹				
m	②忙-蒙朦 ⑥梦忘-望-				
f	①丰⻛疯封峰蜂枫③讽				
v	②冯逢缝（裁～） ④奉俸				
t	①东冬 ③董懂 ⑤冻栋				
tʰ	①通 ③捅统 ⑤痛				
d	②同铜桐筒童瞳彤 ④动桶 ⑥洞恫				
ʔl	③笼（～络）				
l	②⻰聋笼珑隆农脓弄砻 ⑥糯（～⽶）				
ts	①终宗棕踪中忠钟盅衷众 ③总种（～⼦）肿 ⑤粽种（～⽥）中（～奖）				
tsʰ	①聪匆葱囱充冲 ③宠 ⑤铳				
s	①松嵩 ③耸 ⑤送宋				
z	②从丛⾍重（～复）崇颂 ④重⑥仲诵				
k	①公⼯功⼸宫恭躬 ③拱巩 ⑤贡供				
kʰ	①空 ③控孔恐 ⑤空（～缺）				
ɡ	⑥共（～同）				
h	①烘 ③哄（起～）轰（～炸）				
ɦ	②红虹洪鸿弘宏				
	①翁瓮 ⑤齆（⿐塞）				
#ioŋ					
tɕ	①龚 ③炯迥				
dʑ	②穷琼				
ȵ	②浓绒				
ɕ	①胸兄凶				
j	②荣融熊容熔雄				
	①雍 ③永拥咏泳涌勇踊 ⑤⽤佣				
#aʔ					
p	⑦百柏伯擘				
pʰ	⑦拍☐（～开）				
b	⑧⽩				
m	⑧脉⻨袜				
f	⑦发法				
v	⑧乏罚伐符				
t	⑦答搭嗒				
tʰ	⑦塔塌榻獭				
d	⑧踏沓达				
n	⑧纳捺				
l	⑧腊蜡辣癞☐（～牢，拦住）				
ts	⑦扎札只着（～⾐裳）				
tsʰ	⑦插拆策册撒（～尿）⾚察测				
s	⑦杀萨煞				
z	⑧杂⽯闸铡弱着（～奖，中奖）				
k	⑦夹格隔				
kʰ	⑦客掐				
ɡ	⑧轧				
h	⑦吓瞎呷（～酒）				
ɦ	⑧盒硖匣额狭☐（～断，折断）				
	⑦鸭压阿				
#iaʔ					
tʰ	⑦贴帖				
d	⑧叠蝶				
l	⑧猎略掠				
ts	⑦爵				
tsʰ	⑦雀鹊				
s	⑦削				
z	⑧嚼				
tɕ	⑦甲脚				
tɕʰ	⑦怯洽恰				
dʑ	⑧嚼				
ȵ	⑧揑虐				
j	⑧药钥协				
	⑦约呀				
#uaʔ					
k	⑦刮				
kʰ	⑦括				
ɡ	⑧☐（～着⼀记，碰了⼀下。）				
h	⑦豁				
ɦ	⑧划猾滑				
	⑦挖				
#oʔ					
p	⑦北博驳⼋膊剥				
pʰ	⑦扑朴仆				
b	⑧薄⼘箔坺（量词）				
m	⑧莫膜寞摸⽊⽬牧穆抹				
f	⑦福幅腹复蝠				
v	⑧服伏缚				
t	⑦陡督笃啄沰				
tʰ	⑦托秃				
d	⑧毒读牍铎渎犊				
n	⑧诺				
l	⑧落骆洛烙络乐⿅录六禄陆绿录				
ts	⑦作捉⽵筑祝粥⾜烛桌竺斫				
tsʰ	⑦戳触促猝				
s	⑦塑索速宿粟束叔淑缩索嗍				
z	⑧凿浊族熟俗辱属续镯赎☐（打⼀下）				
k	⑦国各⻣阁⾕⻆觉（～着）蝈郭				
kʰ	⑦壳哭确酷				
ɡ	⑧☐（～牢，搁住）				
h	⑦忽霍藿☐（～牢，吸住）				
ɦ	⑧镬学-岳-				
	⑦恶屋握				
#ioʔ					
tɕ	⑦厥珏觉				
tɕʰ	⑦缺确				
dʑ	⑧局倔				
ɕ	⑦畜蓄				
ȵ	⑧⾁⽟褥				
j	⑧浴欲役疫育				
	⑦郁唷				
#əʔ					
p	⑦钵拨				
pʰ	⑦泼				
b	⑧☐（～什、复杂）				
m	⑧末沫墨默没				
f	⑦弗勿				
v	⑧佛物				
t	⑦得德				
tʰ	⑦脱				
d	⑧夺特突凸				
n	⑧衲				
l	⑧粒捋肋勒				
ts	⑦折执汁哲浙质则织职责只（～好）				
tsʰ	⑦撤出侧撮彻澈				
s	⑦摄湿设说瑟⾊识式适释涩赦				
z	⑧涉拾⼗⼊⾆实⽇术述贼秩侄择⻝ 值直殖				
k	⑦个鸽割葛⾰⼽疙⿀葛				
kʰ	⑦克刻渴咳磕苛氪				
ɡ	⑧搿				
h	⑦⿊赫喝=（～彩）				
ɦ	⑧合核=（～对）				
	⑦扼呃				
#ieʔ					
p	⑦笔必毕逼壁憋滗				
pʰ	⑦辟劈撇匹				
b	⑧别⿐枇				
m	⑧灭蜜密觅蔑篾				
t	⑦的滴跌				
tʰ	⑦铁踢剔				
l	⑦⽴笠列烈裂⼒厉律率（效～）				
ts	⑦接节即积迹绩				
tsʰ	⑦七妾且切辑漆戚				
s	⑦泄锡薛昔析息雪				
z	⑧习袭席夕集绝疾籍				
tɕ	⑦急级揭结吉激☐（～棍）				
ɕ	⑦吸歇⾎				
dʑ	⑧及杰极剧				
ȵ	⑧聂业⽇热孽逆蘖				
j	⑧叶⻚益亦液逸越				
	⑦⼀揖噎				
#uəʔ					
h	⑧活或获核				
#m̩					
	①姆（～妈妈）呒（～不）④拇（～指）亩				
#ŋ̍					
	②⻥⼉（～⼦）④五嗯				
