桐鄉					
#a					
p	①爸粑耙芭=巴=疤= ③摆靶罢把= ⑤拜霸=坝=				
pʰ	③派（～司） ⑤派怕=☐（～赖，恶毒的意思）				
b	②排牌爬= ⑥败稗				
ʔm	①妈吗⻢（～虎）③买马=				
m	②埋 ⑥卖玛骂=				
f	①发（淘来米）				
t	⑤带戴				
tʰ	①他她它花（拖的意思。） ⑤太泰				
d	②大= ④汰（～头絮：圆形的⽵器） ⑥汰（～⾐裳）埭（量词）				
ʔn	①奶（～～乳房）拿（加～⼤） ③奶（～娘）那=哪=				
n	②拿=☐（～要，快要的意思） ④那（～么）				
ʔl	①拉 ③瀬（～开：划破）☐（～进～出，局促不安）				
l	⑥赖癞（～太婆）				
ts	①抓斋渣=蔗= ③抓（⽤指甲～）⽖☐（害怕） ⑤债诈=炸=榨=				
tsʰ	①差叉=盆=钗 ③扯 ⑤蔡姹诧岔				
s	①洒酾筛沙=纱=砂= ③耍傻撒 ⑤啥				
z	②柴☐（屙）砦（狗～盆，盛狗⻝物的容器） ④惹丈（～人）				
k	①街嘉-家-加-阶- ③假- ⑤价疥芥尬界-价-嫁-架-戒-				
kʰ	①揩咖 ③卡楷 ⑤☐（捉住）				
ɡ	②茄骱 ④☐（～性⼦，性格不急。～⻔，没⼼思）				
h	①哈蛤③蟹⑤☐（～拉，角落里）				
ɦ	②⽛芽鞋衙 ⑥外（～婆）				
	①阿（～姨） ③矮 ⑤捱				
#ia					
t	①爹③嗲				
ts	③姐⑤借笡				
tsʰ	⑤☐（中途半路出去）				
s	③写⑤卸泻				
z	②邪斜④斜⑥谢				
tɕ	①皆佳家=加=嘉= ③贾解=假= ⑤驾嫁界介价=				
ɕ	①虾= ⑤下=				
dʑ	②𰇀				
ȵ	②鮎④惹⑥夏-涯崖				
	①亚雅椰哑=鸦= ③野 ⑤夜亚				
#ua					
k	①乖⽠= ③拐寡= ⑤怪				
kʰ	①夸 ⑤快跨				
h	①歪花=⑤化=				
ɦ	②淮⑥外话=画=				
	①蛙=瓦=⑤坏				
#ɛ					
p	①班斑扳颁般癍 ③板版 ⑤扮绊				
pʰ	①攀 ⑤盼襻				
b	②瓣⽙（柴～） ⑥办				
ʔm	③晚-（～⾖） ⑤慢				
m	②蛮曼 ⑥漫				
f	①番蕃翻 ③反返 ⑤贩泛				
v	②凡帆烦繁范 ④晚=犯范（姓） ⑥饭万				
t	①单丹旦耽郸担（～⼼） ③胆掸 ⑤担（挑～）诞				
tʰ	①滩摊坍 ③坦毯 ⑤炭叹态				
d	②谈痰弹坛谭蛋 ④淡 ⑥但				
ʔn	①拿（～勿动，拿不起）				
n	②难（灾～）				
ʔl	③懒				
l	②蓝兰拦栏览赖（依～） ⑥烂滥				
ts	①斩（⽩～鸡）盏 ③赞（好的意思）斩（杀） ⑤蘸赞（～成）				
tsʰ	①搀餐☐（推） ③产铲 ⑤菜				
s	①三叁衫⼭删 ③散（拆～） ⑤伞散（～会）				
z	②残馋 ④赚站栈 ⑥暂				
k	①间-涧-奸-监-尴☐（料作～） ③减碱拣 ⑤间（～开）				
kʰ	①铅槛 ③砍刊 ⑤嵌				
h	①☐（～边） ⑤喊				
ɦ	②咸闲颜（～色）				
	③限眼馅 ⑤晏雁				
#iɛ					
tɕ	①艰奸=间=监=③简				
ȵ	⑥念验砚				
#uɛ					
k	①关				
kʰ	③☐（⼿牵⼿）⑤筷				
ɡ	②环				
h	⑤甩				
ɦ	②还④缓				
	①弯湾③挽				
#ᴇ					
p	①搬 ③畀（给的意思） ⑤半				
pʰ	①潘沛 ③呸 ⑤判				
b	②盘 ④伴拌 ⑥叛瀊（溢出）				
ʔm	①☐（没有） ③满				
m	②瞒馒馒				
t	①端 ③短☐（挡住） ⑤戴锻				
tʰ	①贪胎 ⑤探态				
d	②台苔抬团 ④待断 ⑥锻段代袋贷怠逮给				
ʔn	①囡 ③暖				
n	②南男 ⑥耐奈				
ʔl	③卵				
l	②来 ⑥乱				
ts	①占专砖灾毡栽宰（屠～） ③展转宰（～相） ⑤战再载				
tsʰ	①穿参猜串 ③惨喘彩采睬铲 ⑤菜篡				
s	①酸衰拴闩（⻔～） ③陕闪舍（宿～） ⑤算帅蒜碎				
z	②才材财裁蚕蝉传椽 ④社善缠 ⑥然燃船篆				
k	①千肝⽢该竿 ③概改敢赶感 ⑤盖钙溉				
kʰ	①开 ③凱慨（慷～） ⑤看				
ɡ	④☐（～膀，性子不急的人）⑥隑（斜靠）				
h	③海 ⑤汉熯				
ɦ	②含寒韩汗癌孩呆- ④早 ⑥岸害碍				
	①安鞍哀氨庵唉艾埃 ③揞（⽤⼿按住） ⑤爱暗案				
