片	区	小片	方言点	声母	韵母	调值	调类	备注
丁	海外客語		曼谷(半山客話)	t	en	33	陰平	
严	海外客語		曼谷(半山客話)	ŋ	iam	24	陽平	
为	海外客語		曼谷(半山客話)	v	ui	24	陽平	作為。
久	海外客語		曼谷(半山客話)	k	iu	42	去聲	
亏	海外客語		曼谷(半山客話)	kʰ	ui	33	陰平	
井	海外客語		曼谷(半山客話)	ts	iaŋ	21	上聲	
亚	海外客語		曼谷(半山客話)	0	a	33	陰平	
今	海外客語		曼谷(半山客話)	k	im	33	陰平	
付	海外客語		曼谷(半山客話)	f	u	42	去聲	
仙	海外客語		曼谷(半山客話)	s	en	33	陰平	
仪	海外客語		曼谷(半山客話)	z	ɿ	24	陽平	
伶	海外客語		曼谷(半山客話)	l	in	24	陽平	
似	海外客語		曼谷(半山客話)	s	ɿ	21	上聲	
余	海外客語		曼谷(半山客話)	z	ɿ	24	陽平	
作	海外客語		曼谷(半山客話)	ts	ɔ	42	去聲	
促	海外客語		曼谷(半山客話)	tsʰ	uk	2	陰入	
倚	海外客語		曼谷(半山客話)	z	ɿ	42	去聲	
假	海外客語		曼谷(半山客話)	k	a	21	上聲	真假。
催	海外客語		曼谷(半山客話)	tsʰ	ui	33	陰平	
傾	海外客語		曼谷(半山客話)	kʰ	en	33	陰平	
兆	海外客語		曼谷(半山客話)	ts	eu	21	上聲	
免	海外客語		曼谷(半山客話)	m	en	33	陰平	
全	海外客語		曼谷(半山客話)	tsʰ	en	24	陽平	
兩	海外客語		曼谷(半山客話)	l	iɔŋ	33/21	陰平/上聲	兩個、幾兩幾錢讀音亦同。
兹	海外客語		曼谷(半山客話)	ts	ɿ	33	陰平	
冠	海外客語		曼谷(半山客話)	k	uan	33	陰平	衣冠。
冫	海外客語		曼谷(半山客話)	p	en	33	陰平	
凯	海外客語		曼谷(半山客話)	kʰ	ai	21	上聲	
击	海外客語		曼谷(半山客話)	k	it	2	陰入	
判	海外客語		曼谷(半山客話)	pʰ	an	21	上聲	
利	海外客語		曼谷(半山客話)	l	i	21	上聲	
务	海外客語		曼谷(半山客話)	m	u	42	去聲	
升	海外客語		曼谷(半山客話)	s	in	33	陰平	
午	海外客語		曼谷(半山客話)	0	n̩	21	上聲	
印	海外客語		曼谷(半山客話)	z	in	42	去聲	
卵	海外客語		曼谷(半山客話)	l	ɔn	42	去聲	
厅	海外客語		曼谷(半山客話)	tʰ	en	33	陰平	
叔	海外客語		曼谷(半山客話)	s	iuk	2	陰入	
吸	海外客語		曼谷(半山客話)	kʰ	ip	2	陰入	
告	海外客語		曼谷(半山客話)	k	ɔ	42	去聲	
哥	海外客語		曼谷(半山客話)	k	ɔ	33	陰平	
块	海外客語		曼谷(半山客話)	kʰ	uai	42	去聲	
垕	海外客語		曼谷(半山客話)	pʰ	un	33	陰平	
堡	海外客語		曼谷(半山客話)	p	ɔ	42	去聲	
墳	海外客語		曼谷(半山客話)	pʰ	un	24	陽平	
夏	海外客語		曼谷(半山客話)	h	a	21	上聲	姓。
夕	海外客語		曼谷(半山客話)	s	it	2	陰入	
妹	海外客語		曼谷(半山客話)	m	ɔi	42	去聲	
姐	海外客語		曼谷(半山客話)	ts	ia	21	上聲	
姑	海外客語		曼谷(半山客話)	k	u	33	陰平	
季	海外客語		曼谷(半山客話)	k	i	42	去聲	
孩	海外客語		曼谷(半山客話)	h	ai	24	陽平	
害	海外客語		曼谷(半山客話)	h	ɔi	21	上聲	
家	海外客語		曼谷(半山客話)	k	a	33	陰平	家、傢俱讀音亦同。
容	海外客語		曼谷(半山客話)	z	uŋ	24	陽平	
寸	海外客語		曼谷(半山客話)	tsʰ	un	42	去聲	
尽	海外客語		曼谷(半山客話)	tsʰ	in	21	上聲	儘前、單字讀讀音亦同。
尾	海外客語		曼谷(半山客話)	m	ui	33	陰平	
山	海外客語		曼谷(半山客話)	s	an	33	陰平	
左	海外客語		曼谷(半山客話)	ts	ɔ	42	去聲	
巨	海外客語		曼谷(半山客話)	k	i	21	上聲	
帐	海外客語		曼谷(半山客話)	ts	ɔŋ	42	去聲	
幼	海外客語		曼谷(半山客話)	z	iu	42	去聲	
底	海外客語		曼谷(半山客話)	t	e	33	陰平	
廓	海外客語		曼谷(半山客話)	kʰ	ɔk	2	陰入	
张	海外客語		曼谷(半山客話)	ts	ɔŋ	33	陰平	
往	海外客語		曼谷(半山客話)	v	ɔŋ	33	陰平	
得	海外客語		曼谷(半山客話)	t	et	2	陰入	
恢	海外客語		曼谷(半山客話)	f	ɔi	33	陰平	
恩	海外客語		曼谷(半山客話)	0	en	33	陰平	
恺	海外客語		曼谷(半山客話)	kʰ	ai	21	上聲	
悶	海外客語		曼谷(半山客話)	m	un	21	上聲	
感	海外客語		曼谷(半山客話)	k	am	21	上聲	
戴	海外客語		曼谷(半山客話)	t	ai	42	去聲	
扁	海外客語		曼谷(半山客話)	p	en	42	去聲	
扫	海外客語		曼谷(半山客話)	s	ɔ	42	去聲	掃地。
拎	海外客語		曼谷(半山客話)	l	in	24	陽平	
拦	海外客語		曼谷(半山客話)	l	an	24	陽平	
挺	海外客語		曼谷(半山客話)	tʰ	iŋ	21	上聲	
掇	海外客語		曼谷(半山客話)	t	ɔt	2	陰入	拾掇、掂掇讀音亦同。
控	海外客語		曼谷(半山客話)	kʰ	uŋ̩	42	去聲	
提	海外客語		曼谷(半山客話)	tʰ	i	24	陽平	
撰	海外客語		曼谷(半山客話)	tsʰ	ɔn	21	上聲	
擇	海外客語		曼谷(半山客話)	tsʰ	et	5	陽入	擇菜、選擇讀音亦同。
擒	海外客語		曼谷(半山客話)	kʰ	im	24	陽平	
敏	海外客語		曼谷(半山客話)	m	un	21	上聲	
教	海外客語		曼谷(半山客話)	k	au	42	去聲	教育。
敲	海外客語		曼谷(半山客話)	kʰ	au	21	上聲	
斥	海外客語		曼谷(半山客話)	tsʰ	it	2	陰入	
斯	海外客語		曼谷(半山客話)	s	ɿ	33	陰平	
既	海外客語		曼谷(半山客話)	k	i	42	去聲	
曉	海外客語		曼谷(半山客話)	h	iau	42	去聲	
朋	海外客語		曼谷(半山客話)	pʰ	en	24	陽平	
木	海外客語		曼谷(半山客話)	m	uk	2	陰入	
朱	海外客語		曼谷(半山客話)	ts	u	33	陰平	
材	海外客語		曼谷(半山客話)	tsʰ	ɔi	24	陽平	
梅	海外客語		曼谷(半山客話)	m	ɔi	24	陽平	
梯	海外客語		曼谷(半山客話)	tʰ	ɔi	33	陰平	
椏	海外客語		曼谷(半山客話)	0	a	33	陰平	椏杈。
楓	海外客語		曼谷(半山客話)	f	uŋ	33	陰平	
楚	海外客語		曼谷(半山客話)	tsʰ	u	42	去聲	
榻	海外客語		曼谷(半山客話)	tʰ	ap	2	陰入	
次	海外客語		曼谷(半山客話)	tsʰ	ɿ	42	去聲	
步	海外客語		曼谷(半山客話)	pʰ	u	21	上聲	
毛	海外客語		曼谷(半山客話)	m	ɔ	33	陰平	
氏	海外客語		曼谷(半山客話)	s	ɿ	21	上聲	
油	海外客語		曼谷(半山客話)	z	iu	24	陽平	
淆	海外客語		曼谷(半山客話)	ŋ	au	24	陽平	
滑	海外客語		曼谷(半山客話)	v	at	5	陽入	
潘	海外客語		曼谷(半山客話)	pʰ	an	33	陰平	
潲	海外客語		曼谷(半山客話)					豬食、潲雨讀音亦同。
灭	海外客語		曼谷(半山客話)	m	et	5	陽入	
煤	海外客語		曼谷(半山客話)	m	ɔi	24	陽平	
燕	海外客語		曼谷(半山客話)	z	en	42	去聲	燕子。
犬	海外客語		曼谷(半山客話)	kʰ	en	42	去聲	
王	海外客語		曼谷(半山客話)	v	ɔŋ	24	陽平	
瓣	海外客語		曼谷(半山客話)	pʰ	an	21	上聲	
瓦	海外客語		曼谷(半山客話)	ŋ	ua	42	去聲	
田	海外客語		曼谷(半山客話)	tʰ	en	24	陽平	
疲	海外客語		曼谷(半山客話)	pʰ	i	24	陽平	
盖	海外客語		曼谷(半山客話)	k	ɔi	42	去聲	
矣	海外客語		曼谷(半山客話)	z	ɿ	24	陽平	
矩	海外客語		曼谷(半山客話)	k	i	21	上聲	規矩。
破	海外客語		曼谷(半山客話)	pʰ	ɔ	42	去聲	
確	海外客語		曼谷(半山客話)	kʰ	ɔk	2	陰入	
社	海外客語		曼谷(半山客話)	s	a	33	陰平	
祝	海外客語		曼谷(半山客話)	ts	uk	2	陰入	
禮	海外客語		曼谷(半山客話)	l	i	33	陰平	
禾	海外客語		曼谷(半山客話)	f	ɔ	24	陽平	
秉	海外客語		曼谷(半山客話)	p	iŋ	42	去聲	
穅	海外客語		曼谷(半山客話)	kʰ	ɔŋ	33	陰平	
穎	海外客語		曼谷(半山客話)	z	iŋ	21	上聲	
