繁體	简体	吳拼	備注
釅	酽	ȵiɪ¹³	上釅（癮）
硯	砚	ȵiɪ¹³	
閃	闪	ɕiɪ⁵³	
仙	仙	ɕiɪ⁵³	
鮮	鲜	ɕiɪ⁵³	
掀	掀	ɕiɪ⁵³	
先	先	ɕiɪ⁵³	
軒	轩	ɕiɪ⁵³	
秈	籼	ɕiɪ⁵³	
腺	腺	ɕiɪ⁵³	
煽	煽	ɕiɪ⁵³	
纖	纤	ɕiɪ⁵³	纖維
騸	骟	ɕiɪ⁵³	閹割
杴	杴	ɕiɪ⁵³	㽘泥杴
顯	显	ɕiɪ³⁵	
險	险	ɕiɪ³⁵	
癬	癣	ɕiɪ³⁵	
陝	陕	ɕiɪ³⁵	
筅	筅	ɕiɪ³⁵	筅帚
扇	扇	ɕiɪ⁴⁴	
搧	扇	ɕiɪ⁴⁴	
線	线	ɕiɪ⁴⁴	
綫	线	ɕiɪ⁴⁴	
憲	宪	ɕiɪ⁴⁴	
獻	献	ɕiɪ⁴⁴	
前	前	ʑiɪ²²¹	
賤	贱	ʑiɪ¹³	
甘	甘	kiɪ⁵³	
柑	柑	kiɪ⁵³	
泔	泔	kiɪ⁵³	
肝	肝	kiɪ⁵³	
干	干	kiɪ⁵³	干涉
狗	狗	kiɪ⁵³	兒化變讀 黃狗
稈	秆	kiɪ³⁵	
杆	杆	kiɪ³⁵	
竿	竿	kiɪ³⁵	
趕	赶	kiɪ³⁵	
感	感	kiɪ³⁵	
敢	敢	kiɪ³⁵	
幹	干	kiɪ³⁵	幹部
看	看	kʰiɪ⁵³	
磡	磡	kʰiɪ⁵³	石磡
寋	寋	ɡiɪ²²¹	寋門
岸	岸	ŋiɪ²²¹	
炎	炎	ɦiɪ²²¹	
鹽	盐	ɦiɪ²²¹	
檐	檐	ɦiɪ²²¹	
言	言	ɦiɪ²²¹	
賢	贤	ɦiɪ²²¹	
弦	弦	ɦiɪ²²¹	
沿	沿	ɦiɪ²²¹	
豔	艳	ɦiɪ²²¹	
艷	艳	ɦiɪ²²¹	
延	延	ɦiɪ²²¹	
閒	闲	ɦiɪ²²¹	文讀
閑	闲	ɦiɪ²²¹	文讀
顏	颜	ɦiɪ²²¹	文讀
雁	雁	ɦiɪ²²¹	文讀
咸	咸	ɦiɪ²²¹	咸豐
焰	焰	ɦiɪ¹³	
演	演	ɦiɪ¹³	
醃	腌	ɦiɪ¹³	
現	现	ɦiɪ¹³	
陷	陷	ɦiɪ¹³	文讀
掩	掩	iɪ⁵³	
淹	淹	iɪ⁵³	
魘	魇	iɪ⁵³	
嫌	嫌	iɪ⁵³	
煙	烟	iɪ⁵³	
胭	胭	iɪ⁵³	
燕	燕	iɪ⁴⁴	
厭	厌	iɪ⁴⁴	
堰	堰	iɪ⁴⁴	
宴	宴	iɪ⁴⁴	
咽	咽	iɪ⁴⁴	
嚥	咽	iɪ⁴⁴	
閹	阉	iɪ⁴⁴	
晏	晏	iɪ⁴⁴	姓
浜	浜	pã⁵³	
繃	绷	pã⁵³	
綳	绷	pã⁵³	
伯	伯	pã⁵³	兒化變讀 伯伯
烹	烹	pʰã⁵³	
𥿯	𥿯	pʰã⁵³	一𥿯葡萄
朋	朋	bã²²¹	
彭	彭	bã²²¹	
膨	膨	bã²²¹	
澎	澎	bã²²¹	
棚	棚	bã²²¹	
𦗭	𦗭	bã²²¹	聾𦗭
蚌	蚌	bã¹³	
甏	甏	bã¹³	陶盛器
猛	猛	mã¹³	
孟	孟	mã¹³	
飯	饭	ʔmã⁴⁴	兒化變讀 飯飯，兒語
打	打	tã³⁵	
淌	淌	tʰã³⁵	水淌
宕	宕	dã¹³	延宕
趤	趤	dã¹³	閒逛
冷	冷	lã¹³	
爭	争	tsã⁵³	白讀
撐	撑	tsʰã⁵³	
撑	撑	tsʰã⁵³	
睜	睁	dzã²²¹	白讀
鋥	锃	dzã²²¹	鋥亮
盛	盛	dzã¹³	姓
牲	牲	sã⁵³	白讀
生	生	sã⁵³	白讀 學生
甥	甥	sã³⁵	白讀
省	省	sã³⁵	白讀 節省
聲	声	sã³⁵	白讀 輕聲
生	生	sã⁴⁴	白讀 接生
羹	羹	kã⁵³	
粳	粳	kã⁵³	
埂	埂	kã⁵³	
耿	耿	kã⁵³	
更	更	kã⁵³	白讀
庚	庚	kã⁵³	白讀
耕	耕	kã⁵³	白讀
梗	梗	kã⁵³	白讀
坑	坑	kʰã⁵³	
鯁	鲠	ɡã¹³	
硬	硬	ŋã¹³	
亨	亨	hã⁵³	
夯	夯	hã⁴⁴	
行	行	ɦã²²¹	白讀 行爲
桁	桁	ɦã²²¹	桁條
杏	杏	ɦã¹³	
櫻	樱	ã⁵³	白讀 櫻桃
鸚	鹦	ã⁵³	白讀 鸚哥
㹙	㹙	ã⁴⁴	小牛㹙
良	良	liã²²¹	
涼	凉	liã²²¹	
糧	粮	liã²²¹	
樑	梁	liã²²¹	
梁	梁	liã²²¹	
粱	粱	liã²²¹	
諒	谅	liã²²¹	
輛	辆	liã²²¹	
量	量	liã²²¹	量米
兩	两	liã²²¹	斤兩
亮	亮	liã¹³	文讀
量	量	liã¹³	氣量
兩	两	liã¹³	兩個
疆	疆	tɕiã⁵³	
張	张	tɕiã⁵³	
僵	僵	tɕiã⁵³	
蔣	蒋	tɕiã⁵³	
將	将	tɕiã⁵³	將來
腳	脚	tɕiã⁵³	兒化變讀 拐腳
雀	雀	tɕiã⁵³	兒化變讀 麻雀
漲	涨	tɕiã³⁵	
獎	奖	tɕiã³⁵	
槳	桨	tɕiã³⁵	
長	长	tɕiã³⁵	生長
姜	姜	tɕiã⁴⁴	
醬	酱	tɕiã⁴⁴	
漿	浆	tɕiã⁴⁴	
帳	帐	tɕiã⁴⁴	
賬	账	tɕiã⁴⁴	
脹	胀	tɕiã⁴⁴	
仗	仗	tɕiã⁴⁴	打仗
將	将	tɕiã⁴⁴	將軍
槍	枪	tɕʰiã⁵³	
腔	腔	tɕʰiã⁵³	
羌	羌	tɕʰiã⁵³	
敞	敞	tɕʰiã⁵³	
強	强	tɕʰiã⁵³	勉強
强	强	tɕʰiã⁵³	勉强
鵲	鹊	tɕʰiã⁵³	兒化變讀 鵲鴉
搶	抢	tɕʰiã³⁵	
廠	厂	tɕʰiã³⁵	
嗆	呛	tɕʰiã⁴⁴	咳嗽
𪉨	𪉨	tɕʰiã⁴⁴	𪉨蟹
詳	详	dʑiã²²¹	
祥	祥	dʑiã²²¹	
腸	肠	dʑiã²²¹	
場	场	dʑiã²²¹	
翔	翔	dʑiã²²¹	
長	长	dʑiã²²¹	長短
丈	丈	dʑiã¹³	
杖	杖	dʑiã¹³	
仗	仗	dʑiã¹³	依仗
強	强	dʑiã¹³	強大
强	强	dʑiã¹³	强大
滰	滰	dʑiã¹³	洗
娘	娘	ȵiã²²¹	
孃	娘	ȵiã²²¹	
壤	壤	ȵiã²²¹	
瓤	瓤	ȵiã²²¹	瓜瓤
央	央	ȵiã²²¹	白讀 中央
亮	亮	ȵiã²²¹	白讀 天亮
仰	仰	ȵiã¹³	
釀	酿	ȵiã¹³	
讓	让	ȵiã¹³	
攘	攘	ȵiã¹³	
箱	箱	ɕiã⁵³	
廂	厢	ɕiã⁵³	
湘	湘	ɕiã⁵³	
襄	襄	ɕiã⁵³	
鑲	镶	ɕiã⁵³	
香	香	ɕiã⁵³	
享	享	ɕiã⁵³	
鄉	乡	ɕiã⁵³	
相	相	ɕiã⁵³	相信
響	响	ɕiã¹³	
想	想	ɕiã¹³	
鯗	鲞	ɕiã¹³	
餉	饷	ɕiã⁴⁴	
向	向	ɕiã⁴⁴	
相	相	ɕiã⁴⁴	看相
商	商	ɕiã⁴⁴	白讀 商量
牆	墙	ʑiã²²¹	
墙	墙	ʑiã²²¹	
薔	蔷	ʑiã²²¹	
象	象	ʑiã¹³	
橡	橡	ʑiã¹³	
像	像	ʑiã¹³	
匠	匠	ʑiã¹³	
羊	羊	ɦiã²²¹	
洋	洋	ɦiã²²¹	
烊	烊	ɦiã²²¹	
楊	杨	ɦiã²²¹	
陽	阳	ɦiã²²¹	
揚	扬	ɦiã²²¹	
瘍	疡	ɦiã²²¹	
漾	漾	ɦiã²²¹	
養	养	ɦiã²²¹	養分
樣	样	ɦiã¹³	
癢	痒	ɦiã¹³	
鴦	鸯	iã⁵³	
映	映	iã⁵³	
央	央	iã⁵³	文讀
養	养	iã³⁵	供養
秧	秧	iã⁴⁴	
殃	殃	iã⁴⁴	
恙	恙	iã⁴⁴	安然無恙
光	光	kuã⁵³	光火
骨	骨	kuã⁵³	兒化變讀 紅腳骨
梗	梗	kuã³⁵	白讀
逛	逛	ɡuã²²¹	逛逛奔去
晃	晃	huã⁴⁴	晃來晃去
橫	横	ɦuã²²¹	橫直
撗	撗	ɦuã³⁵	撗蜘網
橫	横	uã⁴⁴	橫對
幫	帮	pɔ̃⁵³	
邦	邦	pɔ̃⁵³	
磅	磅	pɔ̃⁵³	
鎊	镑	pɔ̃⁵³	
榜	榜	pɔ̃³⁵	
綁	绑	pɔ̃³⁵	
膀	膀	pɔ̃³⁵	吊膀子
謗	谤	pɔ̃⁴⁴	
膀	膀	pʰɔ̃⁵³	大腳膀
胖	胖	pʰɔ̃⁴⁴	
旁	旁	bɔ̃²²¹	
龐	庞	bɔ̃²²¹	
滂	滂	bɔ̃²²¹	
傍	傍	bɔ̃²²¹	
膀	膀	bɔ̃²²¹	膀胱
防	防	bɔ̃¹³	
棒	棒	bɔ̃¹³	
忙	忙	mɔ̃²²¹	
芒	芒	mɔ̃²²¹	
茫	茫	mɔ̃²²¹	
盲	盲	mɔ̃²²¹	
氓	氓	mɔ̃²²¹	
懵	懵	mɔ̃¹³	
莽	莽	mɔ̃¹³	
蟒	蟒	mɔ̃¹³	
網	网	mɔ̃¹³	
夢	梦	mɔ̃¹³	
望	望	mɔ̃¹³	白讀
忘	忘	mɔ̃¹³	白讀
妄	妄	mɔ̃¹³	白讀
方	方	fɔ̃⁵³	
肪	肪	fɔ̃⁵³	
芳	芳	fɔ̃⁵³	
妨	妨	fɔ̃⁵³	
紡	纺	fɔ̃³⁵	
仿	仿	fɔ̃³⁵	
放	放	fɔ̃⁴⁴	
訪	访	fɔ̃⁴⁴	
坊	坊	fɔ̃⁴⁴	
房	房	vɔ̃²²¹	
亡	亡	vɔ̃¹³	
望	望	vɔ̃¹³	文讀
忘	忘	vɔ̃¹³	文讀
妄	妄	vɔ̃¹³	文讀
當	当	tɔ̃⁵³	當時
黨	党	tɔ̃³⁵	
檔	档	tɔ̃³⁵	
擋	挡	tɔ̃³⁵	阻擋
當	当	tɔ̃⁴⁴	上當
擋	挡	tɔ̃⁴⁴	擋扶
湯	汤	tʰɔ̃⁵³	
倘	倘	tʰɔ̃³⁵	
躺	躺	tʰɔ̃³⁵	
燙	烫	tʰɔ̃⁴⁴	
趟	趟	tʰɔ̃⁴⁴	
堂	堂	dɔ̃²²¹	
棠	棠	dɔ̃²²¹	
螳	螳	dɔ̃²²¹	
唐	唐	dɔ̃²²¹	
糖	糖	dɔ̃²²¹	
塘	塘	dɔ̃²²¹	
溏	溏	dɔ̃²²¹	爛溏
膛	膛	dɔ̃²²¹	
宕	宕	dɔ̃²²¹	石宕
蕩	荡	dɔ̃¹³	
搪	搪	dɔ̃¹³	搪瓷
囊	囊	nɔ̃²²¹	
曩	曩	nɔ̃²²¹	曩昔
攮	攮	nɔ̃²²¹	攮一刀
朗	朗	lɔ̃²²¹	
廊	廊	lɔ̃²²¹	
郎	郎	lɔ̃²²¹	
狼	狼	lɔ̃¹³	
浪	浪	lɔ̃¹³	
莊	庄	tʃɔ̃⁵³	
裝	装	tʃɔ̃⁵³	
章	章	tʃɔ̃⁵³	
樟	樟	tʃɔ̃⁵³	
樁	桩	tʃɔ̃⁵³	
掌	掌	tʃɔ̃⁵³	
贓	赃	tʃɔ̃⁵³	
髒	脏	tʃɔ̃⁵³	骯髒
葬	葬	tʃɔ̃⁴⁴	
壯	壮	tʃɔ̃⁴⁴	
障	障	tʃɔ̃⁴⁴	
倉	仓	tʃʰɔ̃⁵³	
蒼	苍	tʃʰɔ̃⁵³	
艙	舱	tʃʰɔ̃⁵³	
滄	沧	tʃʰɔ̃⁵³	
瘡	疮	tʃʰɔ̃⁵³	
昌	昌	tʃʰɔ̃⁵³	
菖	菖	tʃʰɔ̃⁵³	
窗	窗	tʃʰɔ̃⁵³	
猖	猖	tʃʰɔ̃⁵³	
創	创	tʃʰɔ̃⁵³	創傷
闖	闯	tʃʰɔ̃³⁵	
暢	畅	tʃʰɔ̃⁴⁴	
唱	唱	tʃʰɔ̃⁴⁴	
倡	倡	tʃʰɔ̃⁴⁴	
創	创	tʃʰɔ̃⁴⁴	開創
常	常	dʒɔ̃²²¹	
嘗	尝	dʒɔ̃²²¹	
償	偿	dʒɔ̃²²¹	
藏	藏	dʒɔ̃²²¹	
幢	幢	dʒɔ̃²²¹	
臟	脏	dʒɔ̃²²¹	五臟
撞	撞	dʒɔ̃¹³	
桑	桑	ʃɔ̃⁵³	
霜	霜	ʃɔ̃⁵³	
孀	孀	ʃɔ̃⁵³	
商	商	ʃɔ̃⁵³	文讀
傷	伤	ʃɔ̃⁵³	
磉	磉	ʃɔ̃⁵³	
舂	舂	ʃɔ̃⁵³	
喪	丧	ʃɔ̃⁵³	喪事
雙	双	ʃɔ̃³⁵	
爽	爽	ʃɔ̃³⁵	
嗓	嗓	ʃɔ̃³⁵	
賞	赏	ʃɔ̃³⁵	
喪	丧	ʃɔ̃⁴⁴	喪失
裳	裳	ʒɔ̃²²¹	
牀	床	ʒɔ̃²²¹	
床	床	ʒɔ̃²²¹	
上	上	ʒɔ̃¹³	
狀	状	ʒɔ̃¹³	
尚	尚	ʒɔ̃¹³	
岡	冈	kɔ̃⁵³	
崗	岗	kɔ̃⁵³	
剛	刚	kɔ̃⁵³	
綱	纲	kɔ̃⁵³	
鋼	钢	kɔ̃⁵³	
缸	缸	kɔ̃⁵³	
江	江	kɔ̃³⁵	
講	讲	kɔ̃³⁵	
港	港	kɔ̃³⁵	
槓	杠	kɔ̃⁴⁴	
杠	杠	kɔ̃⁴⁴	
扛	扛	kɔ̃⁴⁴	
肛	肛	kɔ̃⁴⁴	
降	降	kɔ̃⁴⁴	降落
亢	亢	kʰɔ̃⁵³	
康	康	kʰɔ̃⁵³	
糠	糠	kʰɔ̃⁵³	
慷	慷	kʰɔ̃⁵³	
炕	炕	kʰɔ̃⁵³	炕牀
殼	壳	kʰɔ̃⁵³	兒化變讀 礱殼（糠）
抗	抗	kʰɔ̃⁴⁴	
囥	囥	kʰɔ̃⁴⁴	藏
戇	戆	ɡɔ̃¹³	戇大
吭	吭	hɔ̃⁴⁴	油吭氣
巷	巷	ɦɔ̃²²¹	
昂	昂	ɦɔ̃²²¹	
航	航	ɦɔ̃²²¹	
杭	杭	ɦɔ̃²²¹	
降	降	ɦɔ̃²²¹	投降
行	行	ɦɔ̃²²¹	銀行
項	项	ɦɔ̃¹³	
骯	肮	ɔ̃⁵³	
肮	肮	ɔ̃⁵³	
盎	盎	ɔ̃⁵³	
光	光	kuɔ̃⁵³	辰光
廣	广	kuɔ̃³⁵	
礦	矿	kʰuɔ̃⁵³	
框	框	kʰuɔ̃⁵³	
匡	匡	kʰuɔ̃⁵³	
筐	筐	kʰuɔ̃⁵³	
眶	眶	kʰuɔ̃⁵³	
狂	狂	ɡuɔ̃¹³	
荒	荒	huɔ̃⁵³	
謊	谎	huɔ̃⁵³	
慌	慌	huɔ̃⁵³	
恍	恍	huɔ̃⁵³	
晃	晃	huɔ̃⁵³	
幌	幌	huɔ̃⁴⁴	
況	况	huɔ̃⁴⁴	
曠	旷	huɔ̃⁴⁴	
黃	黄	ɦuɔ̃²²¹	
簧	簧	ɦuɔ̃²²¹	
皇	皇	ɦuɔ̃²²¹	
蝗	蝗	ɦuɔ̃²²¹	
惶	惶	ɦuɔ̃²²¹	
王	王	ɦuɔ̃²²¹	
枉	枉	ɦuɔ̃²²¹	冤枉
旺	旺	ɦuɔ̃¹³	
汪	汪	uɔ̃⁴⁴	
往	往	uɔ̃⁴⁴	
枉	枉	uɔ̃⁴⁴	枉然
本	本	pəŋ³⁵	
奔	奔	pəŋ⁴⁴	
畚	畚	pəŋ⁴⁴	
噴	喷	pʰəŋ⁴⁴	
盆	盆	bəŋ²²¹	
笨	笨	bəŋ¹³	
門	门	məŋ²²¹	
們	们	məŋ²²¹	
萌	萌	məŋ²²¹	
蚊	蚊	məŋ²²¹	白讀
蜈	蜈	məŋ²²¹	白讀
明	明	məŋ²²¹	白讀 明份
盟	盟	məŋ²²¹	
悶	闷	məŋ¹³	
燜	焖	məŋ¹³	
聞	闻	məŋ¹³	白讀
問	问	məŋ¹³	白讀
芬	芬	fəŋ⁵³	
紛	纷	fəŋ⁵³	
吩	吩	fəŋ⁵³	
分	分	fəŋ⁵³	分別
粉	粉	fəŋ³⁵	
糞	粪	fəŋ³⁵	
奮	奋	fəŋ⁴⁴	
墳	坟	vəŋ²²¹	
文	文	vəŋ²²¹	
紋	纹	vəŋ²²¹	
氛	氛	vəŋ²²¹	
紊	紊	vəŋ²²¹	
吻	吻	vəŋ²²¹	
刎	刎	vəŋ²²¹	
蚊	蚊	vəŋ²²¹	文讀
分	分	vəŋ²²¹	安分
憤	愤	vəŋ¹³	
忿	忿	vəŋ¹³	
焚	焚	vəŋ¹³	
份	份	vəŋ¹³	
聞	闻	vəŋ¹³	文讀
問	问	vəŋ¹³	文讀
甮	甮	vəŋ¹³	勿用
登	登	təŋ⁵³	
燈	灯	təŋ⁵³	
敦	敦	təŋ⁵³	
墩	墩	təŋ⁵³	
等	等	təŋ³⁵	
躉	趸	təŋ³⁵	躉注
頂	顶	təŋ³⁵	白讀 樓頂
凳	凳	təŋ⁴⁴	
瞪	瞪	təŋ⁴⁴	
蹬	蹬	təŋ⁴⁴	
鐙	镫	təŋ⁴⁴	
頓	顿	təŋ⁴⁴	
噸	吨	təŋ⁴⁴	
燉	炖	təŋ⁴⁴	
吞	吞	tʰəŋ⁵³	
氽	氽	tʰəŋ³⁵	氽長江
褪	褪	tʰəŋ⁴⁴	褪落
騰	腾	dəŋ²²¹	
謄	誊	dəŋ²²¹	
藤	藤	dəŋ²²¹	
滕	滕	dəŋ²²¹	
屯	屯	dəŋ²²¹	
豚	豚	dəŋ²²¹	
飩	饨	dəŋ²²¹	
臀	臀	dəŋ²²¹	
囤	囤	dəŋ²²¹	
鄧	邓	dəŋ²²¹	
沌	沌	dəŋ²²¹	
盾	盾	dəŋ²²¹	
遁	遁	dəŋ²²¹	
停	停	dəŋ²²¹	白讀
鈍	钝	dəŋ¹³	
能	能	nəŋ²²¹	
寧	宁	nəŋ²²¹	白讀 寧可
嫩	嫩	nəŋ¹³	
侖	仑	ləŋ²²¹	
倫	伦	ləŋ²²¹	
淪	沦	ləŋ²²¹	
輪	轮	ləŋ²²¹	
綸	纶	ləŋ²²¹	
圇	囵	ləŋ²²¹	
棱	棱	ləŋ²²¹	
楞	楞	ləŋ²²¹	
菱	菱	ləŋ²²¹	
論	论	ləŋ¹³	
增	增	tsəŋ⁵³	
憎	憎	tsəŋ⁵³	
甑	甑	tsəŋ⁵³	陶盛器
臻	臻	tsəŋ⁵³	
尊	尊	tsəŋ⁵³	
遵	遵	tsəŋ⁵³	
撙	撙	tsəŋ⁵³	撙節
箏	筝	tsəŋ⁵³	
崢	峥	tsəŋ⁵³	
猙	狰	tsəŋ⁵³	
諍	诤	tsəŋ⁵³	
掙	挣	tsəŋ⁵³	
怎	怎	tsəŋ⁵³	文讀 怎麼
咋	咋	tsəŋ⁵³	文讀 怎麼
爭	争	tsəŋ⁵³	文讀
睜	睁	tsəŋ⁵³	文讀
曾	曾	tsəŋ⁵³	姓
村	村	tsʰəŋ⁵³	
忖	忖	tsʰəŋ³⁵	思忖
寸	寸	tsʰəŋ⁴⁴	
襯	衬	tsʰəŋ⁴⁴	
贈	赠	dzəŋ²²¹	
存	存	dzəŋ²²¹	
蹲	蹲	dzəŋ²²¹	虎蹲山
僧	僧	səŋ⁵³	
笙	笙	səŋ⁵³	
森	森	səŋ⁵³	
孫	孙	səŋ⁵³	
猻	狲	səŋ⁵³	
生	生	səŋ⁵³	文讀
牲	牲	səŋ⁵³	文讀
甥	甥	səŋ⁵³	文讀
參	参	səŋ⁵³	人參
蔘	参	səŋ⁵³	人蔘
損	损	səŋ³⁵	
省	省	səŋ³⁵	文讀 節省
滲	渗	səŋ⁴⁴	
遜	逊	səŋ⁴⁴	
層	层	zəŋ²²¹	
跟	跟	kəŋ⁵³	
根	根	kəŋ⁵³	
艮	艮	kəŋ⁵³	
耿	耿	kəŋ⁵³	
哽	哽	kəŋ⁵³	
更	更	kəŋ⁵³	文讀
梗	梗	kəŋ⁵³	文讀
庚	庚	kəŋ⁵³	文讀
耕	耕	kəŋ⁵³	文讀
鏗	铿	kʰəŋ⁵³	
肯	肯	kʰəŋ³⁵	
懇	恳	kʰəŋ³⁵	
啃	啃	kʰəŋ³⁵	
墾	垦	kʰəŋ⁴⁴	
詪	詪	ɡəŋ¹³	詪老頭
很	很	həŋ³⁵	
狠	狠	həŋ³⁵	
恆	恒	ɦəŋ²²¹	
恒	恒	ɦəŋ²²¹	
衡	衡	ɦəŋ²²¹	
痕	痕	ɦəŋ²²¹	
莖	茎	ɦəŋ²²¹	
恨	恨	ɦəŋ¹³	
恩	恩	əŋ⁵³	
冰	冰	piŋ⁵³	
兵	兵	piŋ⁵³	
彬	彬	piŋ⁵³	
賓	宾	piŋ⁵³	
擯	摈	piŋ⁵³	擯棄
濱	滨	piŋ⁵³	
斌	斌	piŋ⁵³	
繽	缤	piŋ⁵³	
丙	丙	piŋ³⁵	
餅	饼	piŋ³⁵	
炳	炳	piŋ³⁵	
秉	秉	piŋ³⁵	
稟	禀	piŋ³⁵	
柄	柄	piŋ³⁵	話柄
併	并	piŋ³⁵	合併
并	并	piŋ³⁵	合并
殯	殡	piŋ⁴⁴	
鬢	鬓	piŋ⁴⁴	
柄	柄	piŋ⁴⁴	把柄
拼	拼	pʰiŋ⁵³	
姘	姘	pʰiŋ⁵³	
品	品	pʰiŋ³⁵	
聘	聘	pʰiŋ⁴⁴	
平	平	biŋ²²¹	
憑	凭	biŋ²²¹	
坪	坪	biŋ²²¹	
評	评	biŋ²²¹	
屏	屏	biŋ²²¹	
萍	萍	biŋ²²¹	
蘋	苹	biŋ²²¹	
頻	频	biŋ²²¹	
貧	贫	biŋ²²¹	
病	病	biŋ¹³	
瓶	瓶	biŋ¹³	
並	并	biŋ¹³	並且
萌	萌	miŋ²²¹	
鳴	鸣	miŋ²²¹	
名	名	miŋ²²¹	
民	民	miŋ²²¹	
明	明	miŋ²²¹	文讀
閩	闽	miŋ¹³	
憫	悯	miŋ¹³	
敏	敏	miŋ¹³	
命	命	miŋ¹³	
盟	盟	miŋ¹³	
銘	铭	miŋ¹³	
皿	皿	miŋ¹³	
冥	冥	miŋ¹³	
螟	螟	miŋ¹³	
瞑	瞑	miŋ¹³	
酩	酩	miŋ¹³	
抿	抿	miŋ¹³	
丁	丁	tiŋ⁵³	
鼎	鼎	tiŋ³⁵	
頂	顶	tiŋ³⁵	文讀
訂	订	tiŋ⁴⁴	
釘	钉	tiŋ⁴⁴	
盯	盯	tiŋ⁴⁴	
叮	叮	tiŋ⁴⁴	
疔	疔	tiŋ⁴⁴	
聽	听	tʰiŋ⁵³	
汀	汀	tʰiŋ⁵³	
廳	厅	tʰiŋ⁵³	
艇	艇	tʰiŋ⁵³	
挺	挺	tʰiŋ³⁵	
廷	廷	diŋ²²¹	
庭	庭	diŋ²²¹	
蜓	蜓	diŋ²²¹	
錠	锭	diŋ²²¹	
亭	亭	diŋ²²¹	
停	停	diŋ¹³	
定	定	diŋ¹³	
陵	陵	liŋ²²¹	
凌	凌	liŋ²²¹	
靈	灵	liŋ²²¹	
零	零	liŋ²²¹	
鈴	铃	liŋ²²¹	
伶	伶	liŋ²²¹	
翎	翎	liŋ²²¹	
另	另	liŋ²²¹	
林	林	liŋ²²¹	
淋	淋	liŋ²²¹	
臨	临	liŋ²²¹	
鄰	邻	liŋ²²¹	
鱗	鳞	liŋ²²¹	
磷	磷	liŋ²²¹	
霖	霖	liŋ²²¹	
琳	琳	liŋ²²¹	
凜	凛	liŋ²²¹	
玲	玲	liŋ²²¹	
齡	龄	liŋ²²¹	
羚	羚	liŋ²²¹	
躪	躏	liŋ²²¹	
菱	菱	liŋ²²¹	文讀
領	领	liŋ¹³	
檁	檩	liŋ¹³	
令	令	liŋ¹³	
嶺	岭	liŋ¹³	
吝	吝	liŋ¹³	
徵	征	tɕiŋ⁵³	
征	征	tɕiŋ⁵³	
京	京	tɕiŋ⁵³	
蒸	蒸	tɕiŋ⁵³	
荊	荆	tɕiŋ⁵³	
精	精	tɕiŋ⁵³	
晶	晶	tɕiŋ⁵³	
睛	睛	tɕiŋ⁵³	
境	境	tɕiŋ⁵³	
景	景	tɕiŋ⁵³	
症	症	tɕiŋ⁵³	
針	针	tɕiŋ⁵³	
斟	斟	tɕiŋ⁵³	
今	今	tɕiŋ⁵³	
金	金	tɕiŋ⁵³	
津	津	tɕiŋ⁵³	
進	进	tɕiŋ⁵³	
筋	筋	tɕiŋ⁵³	
巾	巾	tɕiŋ⁵³	
襟	襟	tɕiŋ⁵³	
砧	砧	tɕiŋ⁵³	
貞	贞	tɕiŋ⁵³	
晉	晋	tɕiŋ⁵³	
偵	侦	tɕiŋ⁵³	
幀	帧	tɕiŋ⁵³	
腈	腈	tɕiŋ⁵³	腈肉
正	正	tɕiŋ⁵³	正月
禁	禁	tɕiŋ⁵³	不禁
警	警	tɕiŋ³⁵	
整	整	tɕiŋ³⁵	
頸	颈	tɕiŋ³⁵	
錦	锦	tɕiŋ³⁵	
謹	谨	tɕiŋ³⁵	
井	井	tɕiŋ³⁵	
枕	枕	tɕiŋ³⁵	
緊	紧	tɕiŋ³⁵	
斤	斤	tɕiŋ³⁵	
經	经	tɕiŋ⁴⁴	
證	证	tɕiŋ⁴⁴	
敬	敬	tɕiŋ⁴⁴	
竟	竟	tɕiŋ⁴⁴	
鏡	镜	tɕiŋ⁴⁴	
政	政	tɕiŋ⁴⁴	
徑	径	tɕiŋ⁴⁴	
浸	浸	tɕiŋ⁴⁴	
進	进	tɕiŋ⁴⁴	
怔	怔	tɕiŋ⁴⁴	
勁	劲	tɕiŋ⁴⁴	勁敵
正	正	tɕiŋ⁴⁴	公正
禁	禁	tɕiŋ⁴⁴	禁止
清	清	tɕʰiŋ⁵³	
青	青	tɕʰiŋ⁵³	
輕	轻	tɕʰiŋ⁵³	
傾	倾	tɕʰiŋ⁵³	
蜻	蜻	tɕʰiŋ⁵³	
侵	侵	tɕʰiŋ⁵³	
親	亲	tɕʰiŋ⁵³	親切
請	请	tɕʰiŋ³⁵	
趁	趁	tɕʰiŋ⁴⁴	
秤	秤	tɕʰiŋ⁴⁴	
稱	称	tɕʰiŋ⁴⁴	
櫬	榇	tɕʰiŋ⁴⁴	
逞	逞	tɕʰiŋ⁴⁴	
蟶	蛏	tɕʰiŋ⁴⁴	
欽	钦	tɕʰiŋ⁴⁴	
寢	寝	tɕʰiŋ⁴⁴	
沁	沁	tɕʰiŋ⁴⁴	
衾	衾	tɕʰiŋ⁴⁴	
撳	揿	tɕʰiŋ⁴⁴	
卿	卿	tɕʰiŋ⁴⁴	
頃	顷	tɕʰiŋ⁴⁴	
磬	磬	tɕʰiŋ⁴⁴	
罄	罄	tɕʰiŋ⁴⁴	
慶	庆	tɕʰiŋ⁴⁴	
親	亲	tɕʰiŋ⁴⁴	親家
近	近	dʑiŋ²²¹	
僅	仅	dʑiŋ²²¹	
矜	矜	dʑiŋ²²¹	
