字	片	区	小片	方言点	声母	韵母	调值	调类	备注
刘	闽方言岛			中山(三乡)	l	au	55	阳平	
则	闽方言岛			中山(三乡)	ts	ɐk	53	阳入	
创	闽方言岛			中山(三乡)	tsʰ	ou	33	阴平	
初	闽方言岛			中山(三乡)	tsʰ	au	55	阳平	
判	闽方言岛			中山(三乡)	pʰ	un			
別	闽方言岛			中山(三乡)	p	it	21	阴入	
刮	闽方言岛			中山(三乡)	k	oi	21	阴入	
到	闽方言岛			中山(三乡)	k	ɐu	213	阴去	
刷	闽方言岛			中山(三乡)	s/tsʰ	ua	21	阴入	白,文
刻	闽方言岛			中山(三乡)	kʰ	ak	53	阳入	
刾	闽方言岛			中山(三乡)	tsʰ	i	213	阴去	
剃	闽方言岛			中山(三乡)	tʰ	i	213	阴去	
則	闽方言岛			中山(三乡)	ts	ɐk	53	阳入	
削	闽方言岛			中山(三乡)	s	iok	21	阴入	
前	闽方言岛			中山(三乡)	ts	ai	55	阳平	
剔	闽方言岛			中山(三乡)	tʰ	ek	53	阳入	
剝	闽方言岛			中山(三乡)	m/p	ɔk/ak	21/53	阳入/阴入	白,文
剧	闽方言岛			中山(三乡)	kʰ	ek	21	阴入	剧烈,戏剧
剩	闽方言岛			中山(三乡)	s	in	11	阳去	
剪	闽方言岛			中山(三乡)	ts	in	13	阴上	
割	闽方言岛			中山(三乡)	k	uaʔ	21	阴入	
創	闽方言岛			中山(三乡)	tsʰ	ou	33	阴平	
劇	闽方言岛			中山(三乡)	kʰ	ek	21	阴入	剧烈,戏剧
劈	闽方言岛			中山(三乡)	pʰ	iek	21	阴入	
劉	闽方言岛			中山(三乡)	l	au	55	阳平	
劍	闽方言岛			中山(三乡)	k	iam	213	阴去	
劒	闽方言岛			中山(三乡)	k	iam	213	阴去	
劔	闽方言岛			中山(三乡)	k	iam	213	阴去	
劝	闽方言岛			中山(三乡)	h	in	213	阴去	
办	闽方言岛			中山(三乡)	p	an	33	阴平	
加	闽方言岛			中山(三乡)	k	a	33	阴平	
务	闽方言岛			中山(三乡)	m	u	33	阴平	
劣	闽方言岛			中山(三乡)	l	it	21	阴入	
动	闽方言岛			中山(三乡)	t	oŋ	33	阴平	
助	闽方言岛			中山(三乡)	ts	ɔ	11	阳去	
劫	闽方言岛			中山(三乡)	k	iap	21	阴入	
励	闽方言岛			中山(三乡)	l	ɐi	33	阴平	
劳	闽方言岛			中山(三乡)	l	ou	11	阳去	
勋	闽方言岛			中山(三乡)	f	ɐn	55	阳平	
勒	闽方言岛			中山(三乡)	l	ɐk	21	阴入	
務	闽方言岛			中山(三乡)	m	u	33	阴平	
勛	闽方言岛			中山(三乡)	f	ɐn	55	阳平	
勝	闽方言岛			中山(三乡)	s	eŋ	33	阴平	胜任
勞	闽方言岛			中山(三乡)	l	ou	11	阳去	
募	闽方言岛			中山(三乡)	m	ou	33	阴平	
勤	闽方言岛			中山(三乡)	k	in	55	阳平	
勳	闽方言岛			中山(三乡)	f	ɐn	55	阳平	
勵	闽方言岛			中山(三乡)	l	ɐi	33	阴平	
勸	闽方言岛			中山(三乡)	h	in	213	阴去	
勻	闽方言岛			中山(三乡)	0	un	55	阳平	
化	闽方言岛			中山(三乡)	h	ua	213	阴去	
北	闽方言岛			中山(三乡)	p	ak	21	阴入	
匹	闽方言岛			中山(三乡)	p	ɐt	53	阳入	
十	闽方言岛			中山(三乡)	ts	iap	53	阳入	
升	闽方言岛			中山(三乡)	s	eŋ	55	阳平	
半	闽方言岛			中山(三乡)	p	ua	213	阴去	
协	闽方言岛			中山(三乡)	h	ip	53	阳入	
協	闽方言岛			中山(三乡)	h	ip	53	阳入	
卖	闽方言岛			中山(三乡)	m	e	11	阳去	
南	闽方言岛			中山(三乡)	n	am	55	阳平	
博	闽方言岛			中山(三乡)	p	ɔk	21	阴入	
卜	闽方言岛			中山(三乡)	p	ok	53	阳入	
卤	闽方言岛			中山(三乡)	s	ɐi	33	阴平	
卥	闽方言岛			中山(三乡)	s	ɐi	33	阴平	
卦	闽方言岛			中山(三乡)	k	ua	213	阴去	
印	闽方言岛			中山(三乡)	0	in	213	阴去	
危	闽方言岛			中山(三乡)	ŋ	ai	55	阳平	
即	闽方言岛			中山(三乡)	ts	ɐk	53	阳入	
卵	闽方言岛			中山(三乡)	n	ui	33	阴平	
卽	闽方言岛			中山(三乡)	ts	ɐk	53	阳入	
厅	闽方言岛			中山(三乡)	tʰ	ia	33	阴平	
历	闽方言岛			中山(三乡)	l	ek	21	阴入	
厉	闽方言岛			中山(三乡)	l	i	33	阴平	
压	闽方言岛			中山(三乡)	ŋ	ap	21	阴入	
厚	闽方言岛			中山(三乡)	k	ɐu	11	阳去	
厲	闽方言岛			中山(三乡)	l	i	33	阴平	
及	闽方言岛			中山(三乡)	k	ap	21	阴入	
友	闽方言岛			中山(三乡)	0	iu	13	阴上	
发	闽方言岛			中山(三乡)	h	uot	21	阴入	头发
叔	闽方言岛			中山(三乡)	ts	ok	53	阳入	
取	闽方言岛			中山(三乡)	tsʰ	i	13	阴上	
受	闽方言岛			中山(三乡)	s	iu	11	阳去	
变	闽方言岛			中山(三乡)	p	i	213	阴去	
叚	闽方言岛			中山(三乡)	k	ɐi	13	阴上	真假
口	闽方言岛			中山(三乡)	kʰ	au	13	阴上	
句	闽方言岛			中山(三乡)	ŋ	au	55	阳平	
叫	闽方言岛			中山(三乡)	k	iu	213	阴去	
可	闽方言岛			中山(三乡)	kʰ	o	13	阴上	
右	闽方言岛			中山(三乡)	0	iɐu	11	阳去	
叶	闽方言岛			中山(三乡)	h	ip	53	阳入	
司	闽方言岛			中山(三乡)	s	i	33	阴平	
吁	闽方言岛			中山(三乡)	0	i	33	阴平	
各	闽方言岛			中山(三乡)	k	ouʔ	21	阴入	
吉	闽方言岛			中山(三乡)	k	ɐt/it	21	阴入	白,文
同	闽方言岛			中山(三乡)	tʰ	aŋ	55	阳平	
名	闽方言岛			中山(三乡)	m	ɐŋ/ia	11/55	阳平/阳去	白,文
吏	闽方言岛			中山(三乡)	l	i	11	阳去	
吞	闽方言岛			中山(三乡)	tʰ	un	33	阴平	
吟	闽方言岛			中山(三乡)	ŋ	im	55	阳平	
吪	闽方言岛			中山(三乡)	ŋ	ɔ	11	阳去	
含	闽方言岛			中山(三乡)	h/k	am	55	阳平	白,文
吹	闽方言岛			中山(三乡)	tsʰ	oi	55	阳平	
吾	闽方言岛			中山(三乡)	0	ŋ	11	阳去	
告	闽方言岛			中山(三乡)	k	au	213	阴去	
员	闽方言岛			中山(三乡)	0	in	55	阳平	
周	闽方言岛			中山(三乡)	ts	au	55	阳平	
呪	闽方言岛			中山(三乡)	ts	ɐu/iu	213	阴去	白,文
味	闽方言岛			中山(三乡)	b	i	11	阳去	
命	闽方言岛			中山(三乡)	m	ia	11	阳去	
哀	闽方言岛			中山(三乡)	0	oi	55	阳平	
品	闽方言岛			中山(三乡)	p	an	13	阴上	
响	闽方言岛			中山(三乡)	h	iu	13	阴上	
員	闽方言岛			中山(三乡)	0	in	55	阳平	
哥	闽方言岛			中山(三乡)	k	ɐu	55	阳平	
哭	闽方言岛			中山(三乡)	kʰ	au	213	阴去	
哲	闽方言岛			中山(三乡)	ts	it	21	阴入	
唐	闽方言岛			中山(三乡)	tʰ	ɔŋ	55	阳平	
唱	闽方言岛			中山(三乡)	tsʰ	iu	213	阴去	
問	闽方言岛			中山(三乡)	m	ui	213	阴去	
啺	闽方言岛			中山(三乡)	tʰ	ɔŋ	55	阳平	
啼	闽方言岛			中山(三乡)	tʰ	i	55	阳平	
喆	闽方言岛			中山(三乡)	ts	it	21	阴入	
喉	闽方言岛			中山(三乡)	0	ɐu	55	阳平	
喚	闽方言岛			中山(三乡)	h	un	33	阴平	
喜	闽方言岛			中山(三乡)	h	i	13	阴上	
單	闽方言岛			中山(三乡)	t	an	55	阳平	
喷	闽方言岛			中山(三乡)	p	un	213	阴去	喷水
嗁	闽方言岛			中山(三乡)	tʰ	i	55	阳平	
嘗	闽方言岛			中山(三乡)	s	iu	55	阳平	
噴	闽方言岛			中山(三乡)	p	un	213	阴去	喷水
嚞	闽方言岛			中山(三乡)	ts	it	21	阴入	
嚴	闽方言岛			中山(三乡)	ŋ	im/iam	55	阳平	白,文
嚾	闽方言岛			中山(三乡)	h	un	33	阴平	
囊	闽方言岛			中山(三乡)	n	ou	55	阳平	
囚	闽方言岛			中山(三乡)	tsʰ	ɐu	11	阳去	
四	闽方言岛			中山(三乡)	s	i	33	阴平	
因	闽方言岛			中山(三乡)	0	iɐn	55	阳平	
团	闽方言岛			中山(三乡)	tʰ	in	55	阳平	
囤	闽方言岛			中山(三乡)	t	un	13	阴上	
困	闽方言岛			中山(三乡)	k	uɐn	33	阴平	
国	闽方言岛			中山(三乡)	h	ɔk	21	阴入	
图	闽方言岛			中山(三乡)	tʰ	ɔ	55	阳平	
圆	闽方言岛			中山(三乡)	0	i	55	阳平	
國	闽方言岛			中山(三乡)	h	ɔk	21	阴入	
圍	闽方言岛			中山(三乡)	0	ui	55	阳平	
園	闽方言岛			中山(三乡)	h	ui	55	阳平	
圖	闽方言岛			中山(三乡)	tʰ	ɔ	55	阳平	
團	闽方言岛			中山(三乡)	tʰ	in	55	阳平	
圜	闽方言岛			中山(三乡)	0	i	55	阳平	
在	闽方言岛			中山(三乡)	t/ts	u/ɐi	11	阳去	白,文
均	闽方言岛			中山(三乡)	k	ɐn	55	阳平	
坐	闽方言岛			中山(三乡)	ts	ai	11	阳去	
坑	闽方言岛			中山(三乡)	kʰ	ai	33	阴平	
块	闽方言岛			中山(三乡)	k	ou	213	阴去	
坣	闽方言岛			中山(三乡)	t	ou	55	阳平	
坤	闽方言岛			中山(三乡)	kʰ	uɐn	55	阳平	
坦	闽方言岛			中山(三乡)	tʰ	an	33	阴平	
坳	闽方言岛			中山(三乡)	0	a	213	阴去	
坼	闽方言岛			中山(三乡)	tʰ	iaʔ	21	阴入	
垂	闽方言岛			中山(三乡)	s	oi	11	阳去	
垕	闽方言岛			中山(三乡)	k	ɐu	11	阳去	
垦	闽方言岛			中山(三乡)	h	ɐn	13	阴上	
埃	闽方言岛			中山(三乡)	0	ai	55	阳平	
埋	闽方言岛			中山(三乡)	m	ai	55	阳平	
城	闽方言岛			中山(三乡)	s	ia	55	阳平	
域	闽方言岛			中山(三乡)	0	uak	21	阴入	
基	闽方言岛			中山(三乡)	k	i	33	阴平	
埽	闽方言岛			中山(三乡)	s	au	213	阴去	扫地
堂	闽方言岛			中山(三乡)	t	ou	55	阳平	
堆	闽方言岛			中山(三乡)	t	un	33	阴平	
堖	闽方言岛			中山(三乡)	n	ɔ	13	阴上	
堡	闽方言岛			中山(三乡)	p	ou	13	阴上	
堢	闽方言岛			中山(三乡)	p	ɔ	13	阴上	
報	闽方言岛			中山(三乡)	p	ɔ	213	阴去	
塊	闽方言岛			中山(三乡)	k	ou	213	阴去	
塍	闽方言岛			中山(三乡)	tsʰ	ɐŋ	55	阳平	
塔	闽方言岛			中山(三乡)	tʰ	ap	21	阴入	
塖	闽方言岛			中山(三乡)	tsʰ	ɐŋ	55	阳平	
塗	闽方言岛			中山(三乡)	tʰ	ɔ	55	阳平	
塘	闽方言岛			中山(三乡)	t	ou	55	阳平	
填	闽方言岛			中山(三乡)	t	in	55	阳平	
塵	闽方言岛			中山(三乡)	t	in	55	阳平	
墓	闽方言岛			中山(三乡)	m	ɔ	11	阳去	
增	闽方言岛			中山(三乡)	ts	ieŋ	55	阳平	
墟	闽方言岛			中山(三乡)	h	i	33	阴平	墟市
墨	闽方言岛			中山(三乡)	m	ak	53	阳入	
墩	闽方言岛			中山(三乡)	t	un	33	阴平	
墾	闽方言岛			中山(三乡)	h	ɐn	13	阴上	
壁	闽方言岛			中山(三乡)	p	iaʔ	21	阴入	
壄	闽方言岛			中山(三乡)	0	ia	13	阴上	
壐	闽方言岛			中山(三乡)	s	ɐi	13	阴上	
壓	闽方言岛			中山(三乡)	ŋ	ap	21	阴入	
壞	闽方言岛			中山(三乡)	h	oi	11	阳去	
士	闽方言岛			中山(三乡)	s	i	33	阴平	
壮	闽方言岛			中山(三乡)	ts	ɔŋ	213	阴去	
壯	闽方言岛			中山(三乡)	ts	ɔŋ	213	阴去	
壶	闽方言岛			中山(三乡)	f	u	33	阴平	
壺	闽方言岛			中山(三乡)	f	u	33	阴平	
处	闽方言岛			中山(三乡)	tsʰ	u	13	阴上	相处
备	闽方言岛			中山(三乡)	p	i	33	阴平	
外	闽方言岛			中山(三乡)	ŋ	ua	11	阳去	
夜	闽方言岛			中山(三乡)	0	ia	33	阴平	
大	闽方言岛			中山(三乡)	t	ua	213	阴去	大夫
太	闽方言岛			中山(三乡)	tʰ	ɐi	213	阴去	
失	闽方言岛			中山(三乡)	s	iet	21	阴入	
头	闽方言岛			中山(三乡)	tʰ	au	55	阳平	
夹	闽方言岛			中山(三乡)	k	iap	53	阳入	
夺	闽方言岛			中山(三乡)	t	it	21	阴入	
夾	闽方言岛			中山(三乡)	k	iap	53	阳入	
奇	闽方言岛			中山(三乡)	kʰ	i	11	阳去	
奏	闽方言岛			中山(三乡)	ts	au	213	阴去	
契	闽方言岛			中山(三乡)	kʰ	e	213	阴去	
奢	闽方言岛			中山(三乡)	tsʰ	ia	33	阴平	
奪	闽方言岛			中山(三乡)	t	it	21	阴入	
女	闽方言岛			中山(三乡)	n	u	13	阴上	
奴	闽方言岛			中山(三乡)	n	ɔ	55	阳平	
奸	闽方言岛			中山(三乡)	k	an	33	阴平	
好	闽方言岛			中山(三乡)	h	ou	13	阴上	好坏
如	闽方言岛			中山(三乡)	ŋ	i	11	阳去	
妇	闽方言岛			中山(三乡)	f	u	13	阴上	
妈	闽方言岛			中山(三乡)	m	a	55	阳平	
妖	闽方言岛			中山(三乡)	0	iu	55	阳平	
妙	闽方言岛			中山(三乡)	m	iau	213	阴去	
妥	闽方言岛			中山(三乡)	tʰ	o	13	阴上	
妷	闽方言岛			中山(三乡)	ts	it	53	阳入	
妹	闽方言岛			中山(三乡)	m	uoi	11	阳去	
妾	闽方言岛			中山(三乡)	tsʰ	ip	21	阴入	
姊	闽方言岛			中山(三乡)	ts	i	13	阴上	
姐	闽方言岛			中山(三乡)	ts	ia	13	阴上	
姓	闽方言岛			中山(三乡)	s	ai	213	阴去	
委	闽方言岛			中山(三乡)	0	uɐi	13	阴上	
姨	闽方言岛			中山(三乡)	0	i	55	阳平	
姪	闽方言岛			中山(三乡)	ts	it	53	阳入	
娘	闽方言岛			中山(三乡)	n	iu	55	阳平	
婚	闽方言岛			中山(三乡)	f	un	33	阴平	
婦	闽方言岛			中山(三乡)	f	u	13	阴上	
婴	闽方言岛			中山(三乡)	0	in	55	阳平	
媆	闽方言岛			中山(三乡)	n	in	33	阴平	
媒	闽方言岛			中山(三乡)	m	uoi	55	阳平	
媽	闽方言岛			中山(三乡)	m	a	55	阳平	
嫁	闽方言岛			中山(三乡)	k	ɐi	213	阴去	
嫂	闽方言岛			中山(三乡)	ts	au	13	阴上	
嫌	闽方言岛			中山(三乡)	h	iam	55	阳平	
嫩	闽方言岛			中山(三乡)	n	in	33	阴平	
嬰	闽方言岛			中山(三乡)	0	in	55	阳平	
子	闽方言岛			中山(三乡)	tsʰ	i	13	阴上	
孔	闽方言岛			中山(三乡)	kʰ	oŋ	13	阴上	
字	闽方言岛			中山(三乡)	ts	i	11	阳去	
存	闽方言岛			中山(三乡)	tsʰ	un	55	阳平	
孙	闽方言岛			中山(三乡)	s	un	33	阴平	
孝	闽方言岛			中山(三乡)	h	a/au	213	阴去	孝顺,带孝
孟	闽方言岛			中山(三乡)	m	ɐŋ	13	阴上	
孡	闽方言岛			中山(三乡)	tʰ	ui	33	阴平	
季	闽方言岛			中山(三乡)	k	ui	213	阴去	
学	闽方言岛			中山(三乡)	0	ouʔ	53	阳入	
孫	闽方言岛			中山(三乡)	s	un	33	阴平	
學	闽方言岛			中山(三乡)	0	ouʔ	53	阳入	
孼	闽方言岛			中山(三乡)	ŋ	it	53	阳入	
孽	闽方言岛			中山(三乡)	ŋ	it	53	阳入	
守	闽方言岛			中山(三乡)	s	iu	13	阴上	
安	闽方言岛			中山(三乡)	0	an	33	阴平	
宋	闽方言岛			中山(三乡)	s	aŋ	213	阴去	
完	闽方言岛			中山(三乡)	0	in	55	阳平	
宏	闽方言岛			中山(三乡)	0	uɐŋ	11	阳去	
宗	闽方言岛			中山(三乡)	ts	oŋ	55	阳平	
官	闽方言岛			中山(三乡)	k	ua	33	阴平	
定	闽方言岛			中山(三乡)	t	eŋ	11	阳去	
宝	闽方言岛			中山(三乡)	p	ou	13	阴上	
实	闽方言岛			中山(三乡)	s	it	53	阳入	
审	闽方言岛			中山(三乡)	s	iam	13	阴上	
客	闽方言岛			中山(三乡)	kʰ	ɐiʔ	21	阴入	
宮	闽方言岛			中山(三乡)	k	oŋ	55	阳平	
害	闽方言岛			中山(三乡)	h	ai	11	阳去	
家	闽方言岛			中山(三乡)	k	ɐi	33	阴平	
宽	闽方言岛			中山(三乡)	kʰ	ua	33	阴平	
宾	闽方言岛			中山(三乡)	p	ɐn	55	阳平	
密	闽方言岛			中山(三乡)	m	ɐt	21	阴入	
寇	闽方言岛			中山(三乡)	kʰ	au	33	阴平	
富	闽方言岛			中山(三乡)	f	u	33	阴平	
寒	闽方言岛			中山(三乡)	h	ɔn	11	阳去	
察	闽方言岛			中山(三乡)	tsʰ	at	21	阴入	
寡	闽方言岛			中山(三乡)	k	ua	13	阴上	
實	闽方言岛			中山(三乡)	s	it	53	阳入	
寧	闽方言岛			中山(三乡)	n	eŋ	11	阳去	
