ɑ
p[45]巴疤爸琶杷[54]把[324]欛坝坝霸耙罢[44]八
pʰ[42]爬耙[324]怕帕[44]拔
m[45]妈[42]麻[54]马码[324]骂
f[44]法发发乏罚伐筏
t[54]打[324]大大[44]答搭达
tʰ[45]他[44]踏搨塔塌榻沓
l[45]哪拉[324]那[44]纳捺蜡腊辣
ts[45]楂渣查[42]杂[324]诈榨炸煠[44]眨札扎闸铡栅
tsʰ[45]差[42]茶搽察查[54]叉叉[324]岔[44]擦插
s[45]萨沙纱痧[54]撒洒傻洒[44]杀煞
x[45]呵

an
p[45]班斑扳颁搬般擘[54]板版[324]扮半绊办瓣伴拌
pʰ[45]攀襻潘[42]盘[324]盼判畔叛
m[54]满[42]蛮瞒馒鳗[324]慢漫蔓
f[45]翻番[42]凡帆烦矾繁[54]反[324]贩泛范犯饭
t[45]担单丹[54]胆担掸疸[324]旦淡诞弹但蛋
tʰ[45]贪探坍滩摊叹[42]潭谭痰谈弹坛檀[54]毯坦[324]炭
n[42]南男难[324]难
l[42]蓝篮榄兰拦栏[54]漤览揽缆懒[324]滥烂
ts[45]粘黏簪粘簪瞻毡[54]展斩盏[324]赞灒攒攒錾暂站沾砧站蘸栈占占战颤
tsʰ[45]参餐搀参渗[42]蚕惭残缠馋蝉禅[54]惨产[324]灿
s[45]三杉衫山扇[42]禅[54]散伞闪陕[324]散扇善鳝膳
z[42]然燃[54]染冉
k[45]甘柑尴干干竿肝[54]感敢橄杆秆擀赶[324]干
kʰ[45]堪龛勘刊[54]坎砍[324]看看
ŋ[45]庵淹安鞍[324]暗岸雁按案
x[45]憨鼾酣[42]含函咸衔舰寒韩[54]喊罕[324]限苋汉憾陷馅旱汗焊

ai
p[54]摆[324]拜稗败
pʰ[42]牌簰排[324]派
m[42]埋[54]买[324]卖迈
t[45]呆呆[324]带戴贷待殆怠代袋
tʰ[45]胎[42]台苔抬台[324]太泰态
n[54]乃奶[324]奈耐
l[42]来[324]獭赖癞癞
ts[45]灾栽斋[54]宰载[324]再载在载债寨
tsʰ[45]猜差[42]才材财裁豺柴[54]踩彩采睬踩[324]菜蔡
