聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	注释	聲母	韻母	聲調	IPA	次 聲母	次 韻母	次 聲調	新註
溪	合	三	支A	平	見	止	窺	0	1	0		kʰ	uɐi	52	kʰuɐi52				
曉	合	三	支A	平	影	止	墮	0	1	0		t	ɔ	213	tɔ213				
以	開	三	支A	平	以	止	蛇	1	0	1	委蛇								
船	開	三	麻	平	章	假	蛇	1	0	1	毒蛇								
以	合	三	支A	平	以	止	蠵	0	3	0									
以	開	三	支A	平	以	止	移	0	0	0		h	i	231	hi231				
幫	開	三	支A	平	幫	止	卑	0	1	0		p	ui	52	pui52				
並	開	三	支A	平	幫	止	脾	0	0	0		p	i	24	pi24				心脾
							脾					p	i	213	pi213				脾氣
明	開	三	支A	平	幫	止	瀰	0	1	0									
明	開	三	支A	平	幫	止	獼	0	2	0									
明	開	三	支A	平	幫	止	彌	0	1	0		n	i	231	ni231				
群	開	三	支A	平	見	止	歧	0	1	0		k	i	213	ki213				
群	開	三	支A	平	見	止	祇	1	2	1	神祇								
章	開	三	支A	上	章	止	祇	1	2	1	同「只有」的「只」								
群	開	三	支A	平	見	止	示	0	0	0		ʃ	i	213	ʃi213				
來	合	三	支A	上	來	止	累	1	0	1	累積	l	ui	24	lui24				
來	合	三	支A	去	來	止	累	1	0	1	受累；連累	l	ui	35	lui35				
來	合	三	脂A	平	來	止	累	1	0	1	果實累累，同「纍」								
來	開	三	支A	上	來	止	邐	0	2	0									
精	開	三	支A	上	精	止	紫	0	0	0		t	i	44	ti44				
清	開	三	支A	上	精	止	此	0	0	0		tʰ	i	44	tʰi44				
心	合	三	支A	上	精	止	髓	0	1	0		θ	ui	231	θui231				
心	開	三	支A	上	精	止	徙	0	2	0		θ	ai	44	θai44				
章	開	三	支A	上	章	止	紙	0	0	0		tʃ	i	44	tʃi44				
章	開	三	支A	上	章	止	咫	0	2	0									
章	開	三	支A	上	章	止	枳	0	2	0									
昌	開	三	支A	上	章	止	侈	0	1	0		tʃʰ	i	44	tʃʰi44				
常	開	三	支A	上	章	止	是	0	0	0		ʃ	i	24	ʃi24				
書	開	三	支A	上	章	止	弛	0	1	0									
船	開	三	支A	上	章	止	舐	0	2	0									
日	合	三	支A	上	日	止	蕊	0	1	0		ȵ	ui	24	ȵui24				
日	開	三	支A	上	日	止	爾	0	1	0		n	i	24	ni24				
日	開	三	支A	上	日	止	邇	0	2	0									
溪	開	三	支A	上	見	止	企	0	0	0		k	i	24	ki24				
並	開	三	支A	上	幫	止	婢	0	2	0		p	i	24	pi24				
精	開	三	支A	去	精	止	積	0	0	0		t	ek	5	tek5				
清	開	三	支A	去	精	止	刺	0	0	0		tʰ	i	35	tʰi35				
從	開	三	支A	去	精	止	漬	0	2	0									
心	開	三	支A	去	精	止	賜	0	1	0		tʰ	i	35	tʰi35				
章	合	三	支A	去	章	止	惴	0	2	0									
常	合	三	支A	去	章	止	睡	0	0	0		ʃ	ui	213	ʃui213				
常	合	三	支A	去	章	止	瑞	0	0	0		θ	ui	213	θui213				
書	開	三	支A	去	章	止	翅	0	0	0		tʃʰ	i	35	tʃʰi35				
溪	開	三	支A	去	見	止	吱	0	1	0									
影	開	三	支A	去	影	止	縊	0	2	0			ek	5	ʔek5				
以	開	三	支A	去	以	止	易	1	0	1	容易	h	i	213	hi213				
以	開	三	清A	入	以	梗	易	1	0	1	交易	h	ek	2	hek2				
幫	開	三	支A	去	幫	止	臂	0	0	0		p	i	35	pi35				
並	開	三	支A	去	幫	止	避	0	0	0		p	i	213	pi213				
滂	開	三	支A	去	幫	止	譬	0	1	0		p	i	44	pi44				
知	開	三	支B	平	知	止	知	1	0	1	知道	tʃ	i	52	tʃi52				
							知	1	0	1	知識	tʃ	i	52	tʃi52				
知	開	三	支B	平	知	止	蜘	0	0	0		tʃ	i	52	tʃi52				
澄	開	三	支B	平	知	止	池	0	0	0		tʃ	i	231	tʃi231				
澄	合	三	支B	平	知	止	錘	0	0	1	鐵錘，稱錘	tʃ	ui	231	tʃui231				
澄	開	三	支B	平	知	止	馳	0	0	0		tʃ	i	231	tʃi231				
初	開	二	麻	平	莊	假	差	1	0	1	差別	tʃʰ	a	52	tʃʰa52				
初	開	二	佳	平	莊	蟹	差	1	0	1	出差	tʃʰ	ai	52	tʃʰai52				
初	開	三	支B	平	莊	止	差	1	0	1	參差	tʃʰ	a	52	tʃʰa52				
生	合	三	脂B	平	莊	止	衰	1	0	1	衰老	ʃ	ɔi	44	ʃɔi44				
初	合	三	支B	平	莊	止	衰	1	0	1	齊衰								
見	開	三	支B	平	見	止	妓	0	1	0		k	i	213	ki213				
見	開	三	支B	平	見	止	畸	0	1	0									
溪	開	三	支B	平	見	止	崎	1	1	1	崎嶇								
群	開	三	微	平	見	止	崎	1	1	1	長崎								
溪	合	三	支B	平	見	止	虧	0	0	0		kʰ	uɐi	52	kʰuɐi52				
疑	開	三	支B	平	見	止	崖	0	0	0		ŋ	ai	231	ŋai231				
疑	開	三	支B	平	見	止	儀	0	0	0		ȵ	i	231	ȵi231				
疑	開	三	支B	平	見	止	宜	0	0	0		ȵ	i	231	ȵi231				
疑	開	三	支B	平	見	止	涯	0	1	0		ŋ	ai	231	ŋai231				
疑	合	三	支B	平	見	止	危	0	0	0		ŋ	uɐi	231	ŋuɐi231				
曉	開	三	支B	平	影	止	犧	0	0	0		h	i	52	hi52				
曉	開	三	支B	平	影	止	羲	0	2	0									
曉	開	三	支B	平	影	止	曦	0	2	0									
曉	開	三	支B	平	影	止	戲	0	0	0		h	i	35	hi35				
影	開	三	支B	平	影	止	犄	0	2	0									
影	合	三	支B	平	影	止	逶	0	2	0									
影	開	三	支B	平	影	止	椅	0	0	0			i	44	ji44				
影	開	三	支B	平	影	止	漪	0	2	0									
影	合	三	支B	平	影	止	萎	0	1	1	枯萎	v	ɐi	44	vɐi44				
影	合	三	支B	平	影	止	委	1	0	1	虛與委蛇，委委佗佗								
影	合	三	支B	上	影	止	委	1	0	1	委託	v	ɐi	44	vɐi44				
云	合	三	支B	平	影	止	爲	1	0	1	人爲	v	ɐi	231	vɐi231				
云	合	三	支B	去	影	止	爲	1	0	1	爲了	v	ɐi	213	vɐi213				
幫	開	三	支B	平	幫	止	襬	0	0	0									
幫	開	三	支B	平	幫	止	碑	0	0	0		p	ui	52	pui52				
並	開	三	支B	平	幫	止	疲	0	0	0		pʰ	i	52	pʰi52				
並	開	三	支B	平	幫	止	罷	0	0	0		p	a	213	pa213				
並	開	三	支B	平	幫	止	皮	0	0	0		p	i	231	pi231				
明	開	三	支B	平	幫	止	糜	0	1	0		m	i	231	mi231				
滂	開	三	支B	平	幫	止	披	0	0	0		pʰ	i	52	pʰi52				
群	開	三	支B	平	見	止	奇	1	0	1	奇怪	k	i	231	ki231				
見	開	三	支B	平	見	止	奇	1	0	1	奇數	k	i	52	ki52				
群	開	三	支B	平	見	止	琦	0	2	0									
群	開	三	支B	平	見	止	騎	1	0	1	騎馬	k	i	231	ki231				
群	開	三	支B	去	見	止	騎	1	0	1	鐵騎								
初	合	三	支B	上	莊	止	揣	0	1	0		tʃʰ	un	44	tʃʰun44				
生	開	三	支B	上	莊	止	灑	0	0	0		ʃ	a	44	ʃa44				作動詞時讀陰去調
見	合	三	支B	上	見	止	詭	0	1	0		k	uɐi	44	kuɐi44				
溪	合	三	支B	上	見	止	跪	0	0	0		k	uɐi	213	kuɐi213				
溪	開	三	支B	上	見	止	綺	0	2	0									
疑	開	三	支B	上	見	止	蟻	0	0	0		ŋ	ɐi	24	ŋɐi24				
曉	合	三	支B	上	影	止	毀	0	0	0		f	ui	44	fui44				
影	開	三	支B	上	影	止	倚	0	0	0		k	i	231	ki231				
幫	開	三	支B	上	幫	止	彼	0	0	0		pʰ	i	44	pʰi44				
並	開	三	支B	上	幫	止	被	1	0	1	棉被	p	i	24	pi24				
並	開	三	支B	去	幫	止	被	1	0	1	被動	p	i	213	pi213				
明	開	三	支B	上	幫	止	靡	1	1	0		f	i	52	fi52				
							靡	1	1	0									
群	開	三	支B	上	見	止	技	0	0	0		k	i	213	ki213				
知	開	三	支B	去	知	止	智	0	0	0		tʃ	i	35	tʃi35				
見	開	三	支B	去	見	止	寄	0	0	0		k	i	35	ki35				
疑	開	三	支B	去	見	止	誼	0	0	0		ȵ	i	231	ȵi231				
疑	開	三	支B	去	見	止	義	0	0	0		ȵ	i	213	ȵi213				
疑	開	三	支B	去	見	止	議	0	0	0		ȵ	i	24	ȵi24				
來	合	三	脂A	平	來	止	纍	0	0	0									
來	開	三	脂A	平	來	止	梨	0	0	0		l	i	231	li231				
精	開	三	脂A	平	精	止	諮	0	1	0									
精	開	三	脂A	平	精	止	資	0	0	0		t	i	52	ti52				
精	開	三	脂A	平	精	止	姿	0	0	0		t	i	52	ti52				
從	開	三	脂A	平	精	止	瓷	0	1	0		θ	i	231	θi231				
從	開	三	脂A	平	精	止	茨	0	2	0		tʰ	i	35	tʰi35				
心	合	三	脂A	平	精	止	雖	0	0	0		θ	y	52	θy52				
心	開	三	脂A	平	精	止	私	0	0	0		θ	i	52	θi52				
章	開	三	脂A	平	章	止	脂	0	0	0		tʃ	i	44	tʃi44				
章	合	三	脂A	平	章	止	錐	0	1	0		tʃ	ui	52	tʃui52				
昌	合	三	脂A	平	章	止	推	0	0	0		tʰ	ui	52	tʰui52				
常	合	三	脂A	平	章	止	誰	0	0	0		ʃ	ui	231	ʃui231				
書	開	三	脂A	平	章	止	屍	0	0	0		ʃ	i	52	ʃi52				
曉	開	三	脂A	平	影	止	屎	0	1	0		ʃ	i	44	ʃi44				
曉	開	三	脂A	平	影	止	咦	0	2	0									
影	開	三	脂A	平	影	止	伊	0	1	0			i	52	ji52				
影	開	三	脂A	平	影	止	黝	0	2	0									
以	開	三	脂A	平	以	止	胰	0	1	0									
以	開	三	脂A	平	以	止	夷	0	1	0		h	i	231	hi231				
以	合	三	脂A	平	以	止	惟	0	2	0		v	ɐi	231	vɐi231				
以	開	三	脂A	平	以	止	羨	0	0	0		θ	in	35	θin35				
以	開	三	脂A	平	以	止	寅	0	2	0		j	ɐn	231	jɐn231				
以	合	三	脂A	平	以	止	唯	1	0	1	唯一	v	ɐi	231	vɐi231				
以	合	三	脂A	上	以	止	唯	1	0	1	唯唯諾諾								
以	合	三	脂A	平	以	止	遺	1	0	1	遺失	j	ui	213	jui213				
以	合	三	脂A	去	以	止	遺	1	0	1	贈遺								
以	合	三	脂A	平	以	止	維	0	0	0		v	ɐi	231	vɐi231				
以	開	三	脂A	平	以	止	姨	0	0	0		h	i	231	hi231				
並	開	三	脂A	平	幫	止	琵	0	2	0		p	i	231	pi231				
幫	開	三	脂A	上	幫	止	比	1	0	1	比較	p	i	44	pi44				
並	開	三	脂A	去	幫	止	比	1	0	1	比鄰								
並	開	三	脂A	平	幫	止	枇	0	2	0		p	i	231	pi231				
群	開	三	脂A	平	見	止	鰭	0	1	0		tʃʰ	i	35	tʃʰi35				
群	合	三	脂A	平	見	止	葵	0	0	0		k	uɐi	231	kuɐi231				
來	合	三	脂A	上	來	止	壘	1	0	1	堡壘	l	ui	44	lui44				
							壘	1	0	1	神荼鬱壘								
來	開	三	脂A	上	來	止	履	0	1	0		l	y	24	ly24				
來	合	三	脂A	上	來	止	耒	0	2	0									
精	開	三	脂A	上	精	止	姊	0	1	0		t	i	44	ti44				
心	開	三	脂A	上	精	止	死	0	0	0		θ	i	44	θi44				
章	開	三	脂A	上	章	止	指	0	0	0		tʃ	i	44	tʃi44				
章	開	三	脂A	上	章	止	旨	0	0	0		tʃ	i	44	tʃi44				
常	開	三	脂A	上	章	止	視	0	0	0		ʃ	i	213	ʃi213				
書	開	三	脂A	上	章	止	矢	0	1	0		tʃ	i	44	tʃi44				
書	合	三	脂A	上	章	止	水	0	0	0		ʃ	ui	44	ʃui44				
見	合	三	脂A	上	見	止	癸	0	2	0		k	uɐi	35	kuɐi35				
幫	開	三	脂A	上	幫	止	妣	0	2	0									
群	合	三	脂A	上	見	止	揆	0	2	0									
定	開	三	脂A	去	端	止	地	0	0	0		t	i	213	ti213				
來	合	三	脂A	去	來	止	淚	0	0	0		l	ui	213	lui213				
來	開	三	脂A	去	來	止	利	0	0	0		l	i	213	li213				
來	合	三	脂A	去	來	止	類	0	0	0		l	ui	213	lui213				
來	開	三	脂A	去	來	止	痢	0	1	0		l	i	213	li213				
精	開	三	脂A	去	精	止	恣	1	2	1	恣意								
							恣	1	2	1	恣睢								
精	合	三	脂A	去	精	止	醉	0	0	0		t	ui	35	tui35				
清	合	三	脂A	去	精	止	翠	0	0	0		θ	ui	35	θui35				
清	開	三	脂A	去	精	止	次	0	0	0		tʰ	i	35	tʰi35				
從	合	三	脂A	去	精	止	悴	0	1	0									
從	開	三	脂A	去	精	止	自	0	0	0		θ	i	213	θi213				
從	開	三	脂A	去	精	止	嫉	0	1	0									
從	合	三	脂A	去	精	止	萃	0	2	0									
心	合	三	脂A	去	精	止	邃	0	2	0									
心	合	三	脂A	去	精	止	粹	0	1	0		θ	ui	35	θui35				
心	開	三	脂A	去	精	止	四	0	0	0		θ	i	35	θi35				
心	開	三	脂A	去	精	止	肆	1	0	1	肆意	θ	i	35	θi35				
心	開	三	脂A	去	精	止	肆	1	0	1	四的大寫	θ	i	35	θi35				
心	合	三	脂A	去	精	止	祟	0	1	0									
心	開	三	脂A	去	精	止	駟	0	2	0									
邪	合	三	脂A	去	精	止	遂	0	1	0		θ	ui	213	θui213				
邪	合	三	脂A	去	精	止	穗	0	0	0		j	ui	213	jui213				
邪	合	三	脂A	去	精	止	彗	0	2	0		j	ui	213	jui213				
邪	合	三	脂A	去	精	止	隧	0	1	0		θ	ui	213	θui213				
章	開	三	脂A	去	章	止	摯	0	1	0									
章	開	三	脂A	去	章	止	至	0	0	0									
昌	合	三	脂A	去	章	止	出	0	0	0		tʃʰ	ɐt	5	tʃʰɐt5				
常	開	三	脂A	去	章	止	嗜	0	1	0		ʃ	y	35	ʃy35				
日	開	三	脂A	去	日	止	二	0	0	0		ȵ	i	213	ȵi213				
日	開	三	脂A	去	日	止	貳	0	1	0		ȵ	i	213	ȵi213				
見	合	三	脂A	去	見	止	季	0	0	0		k	uɐi	35	kuɐi35				
溪	開	三	脂A	去	見	止	棄	0	0	0		h	i	35	hi35				
幫	開	三	脂A	去	幫	止	庇	0	1	0		p	i	35	pi35				包庇
							庇					pʰ	i	44	pʰi44				庇佑
並	開	三	脂A	去	幫	止	鼻	0	0	0		p	i	213	pi213				
明	開	三	脂A	去	幫	止	寐	0	2	0		m	i	213	mi213				
滂	開	三	脂A	去	幫	止	屁	0	1	0		pʰ	i	35	pʰi35				
群	合	三	脂A	去	見	止	悸	0	2	0									
娘	開	三	脂B	平	知	止	尼	0	0	0		n	ɐi	231	nɐi231				
娘	開	三	脂B	平	知	止	呢	1	0	1	呢喃								
娘	開	三	脂B	平	知	止	呢	1	0	1	語氣助詞								
知	開	三	脂B	平	知	止	胝	0	2	0									
知	合	三	脂B	平	知	止	追	0	0	0		tʃ	ui	52	tʃui52				
澄	開	三	脂B	平	知	止	遲	0	0	0		tʃ	i	231	tʃi231				
澄	合	三	脂B	平	知	止	槌	0	2	0		tʃ	ui	231	tʃui231				
澄	合	三	脂B	平	知	止	椎	1	1	1	鐵椎	tʃ	ui	231	tʃui231				
澄	合	三	脂B	平	知	止	椎	1	1	1	脊椎	tʃ	ui	52	tʃui52				
澄	合	三	脂B	平	知	止	鎚	0	0	0									
澄	開	三	脂B	平	知	止	莉	0	1	0		l	i	213	li213				
生	開	三	脂B	平	莊	止	師	0	0	0		ʃ	i	52	ʃi52				
生	開	三	脂B	平	莊	止	篩	0	0	0		ʃ	ɐi	52	ʃɐi52				
生	開	三	脂B	平	莊	止	獅	0	0	0		ʃ	i	52	ʃi52				
見	開	三	脂B	平	見	止	肌	0	0	0		k	i	52	ki52				
見	合	三	脂B	平	見	止	龜	1	0	0		k	uɐi	52	kuɐi52				
							龜	1	0	0									
見	開	三	尤	平	見	流	龜	1	0	0									
見	開	三	脂B	平	見	止	飢	0	0	0		k	i	52	ki52				
云	合	三	脂B	平	影	止	帷	0	2	0									
幫	開	三	脂B	平	幫	止	悲	0	0	0		p	ui	52	pui52				
並	開	三	脂B	平	幫	止	邳	0	2	0									
明	開	三	脂B	平	幫	止	麋	0	2	0									
明	開	三	脂B	平	幫	止	薇	0	1	0									
明	開	三	脂B	平	幫	止	黴	0	0	0									
明	開	三	脂B	平	幫	止	楣	0	1	0		m	i	231	mi231				
明	開	三	脂B	平	幫	止	眉	0	0	0		m	i	231	mi231				
群	合	三	脂B	平	見	止	逵	0	2	0		k	uɐi	231	kuɐi231				
見	合	三	脂B	上	見	止	軌	0	0	0		k	uɐi	44	kuɐi44				
見	開	三	脂B	上	見	止	几	0	0	0		k	i	52	ki52				
見	合	三	脂B	上	見	止	晷	0	3	0									
幫	開	三	脂B	上	幫	止	鄙	0	0	0		pʰ	i	44	pʰi44				
並	開	三	脂B	上	幫	止	圮	0	2	0									
幫	合	三	尤	上	幫	流	否	1	0	1	否定	f	ɐu	44	fɐu44				
並	開	三	脂B	上	幫	止	否	1	0	1	否極泰來								
明	開	三	脂B	上	幫	止	美	0	0	0		m	ɐi	24	mɐi24				
							美					m	ui	24	mui24				
娘	開	三	脂B	去	知	止	膩	0	1	0		n	i	213	ni213				
知	開	三	脂B	去	知	止	致	0	0	0		tʃ	i	35	tʃi35				
章	開	三	真A	入	章	臻	質	1	0	1	物質	tʃ	ɐp	5	tʃɐp5				
知	開	三	脂B	去	知	止	質	1	0	1	人質								
澄	合	三	脂B	去	知	止	墜	0	1	0		tʃ	ui	213	tʃui213				
澄	開	三	脂B	去	知	止	稚	0	1	0		tʃʰ	i	35	tʃʰi35				
澄	開	三	脂B	去	知	止	緻	0	0	0									
生	合	三	脂B	去	莊	止	帥	0	0	0		ʃ	ɔi	35	ʃɔi35				
生	合	三	真B	入	莊	臻	率	1	0	1	率領	ʃ	ɔi	44	ʃɔi44				
							率					θ	ɔk	34	θɔk34				
							率	1	0	1	效率	l	ɐt	2	lɐt2				
見	開	三	脂B	去	見	止	冀	0	1	0		kʰ	i	35	kʰi35				
							冀						i	35	ji35				
見	合	三	脂B	去	見	止	愧	0	0	0		kʰ	uɐi	35	kʰuɐi35				
溪	開	三	脂B	去	見	止	器	0	0	0		h	i	35	hi35				
溪	合	三	脂B	去	見	止	喟	0	2	0									
影	開	三	脂B	去	影	止	懿	0	2	0									
云	合	三	脂B	去	影	止	位	0	0	0		v	ɐi	213	vɐi213				
幫	開	三	脂B	去	幫	止	祕	0	0	0									
幫	開	三	脂B	去	幫	止	費	0	0	0		f	i	35	fi35				
幫	開	三	脂B	去	幫	止	泌	0	1	0		m	i	35	mi35				
並	開	三	脂B	去	幫	止	備	0	0	0		p	i	213	pi213				
明	開	三	脂B	去	幫	止	魅	0	2	0									
明	開	三	脂B	去	幫	止	媚	0	1	0		m	i	231	mi231				
群	合	三	脂B	去	見	止	餽	0	3	0									
群	合	三	脂B	去	見	止	櫃	0	0	0		k	uɐi	213	kuɐi213				
群	合	三	脂B	去	見	止	饋	0	2	0									
群	開	三	脂B	去	見	止	暨	0	2	0									
群	合	三	脂B	去	見	止	匱	0	2	0									
來	開	三	之	平	來	止	釐	1	0	1	釐定	l	i	231	li231				
							釐	1	0	1	恭賀新釐								
							釐					l	i	52	li52				釐戥
來	開	三	之	平	來	止	狸	0	0	0		l	i	231	li231				
							狸					l	y	231	ly231				
精	開	三	之	上	精	止	仔	1	0	1	仔細	t	i	44	ti44				
							仔	1	0	0	豬仔	tʃ	ai	44	tʃai44				文读
							仔					t	ɐi	44	tɐi44				
精	開	三	之	平	精	止	滋	0	0	0		θ	i	231	θi231				
精	開	三	之	平	精	止	孜	0	2	0									
從	開	三	之	平	精	止	慈	0	0	0		θ	i	231	θi231				
心	開	三	之	平	精	止	思	1	0	1	思想	θ	i	52	θi52				
心	開	三	之	去	精	止	思	1	0	1	意思	θ	i	52	θi52				
							思	1	0	1	于思								
心	開	三	之	平	精	止	絲	0	0	0		θ	i	52	θi52				
心	開	三	之	去	精	止	伺	1	1	1	窺伺								
心	開	三	之	去	精	止	伺	1	1	1	伺候	θ	i	231	θi231				
心	開	三	之	平	精	止	司	0	0	0		θ	i	52	θi52				
邪	開	三	之	平	精	止	詞	0	0	0		θ	i	231	θi231				
邪	開	三	之	平	精	止	辭	0	0	0		θ	i	231	θi231				
邪	開	三	之	平	精	止	祠	0	1	0		θ	i	231	θi231				
徹	開	三	之	平	知	止	痴	0	1	0									
澄	開	三	之	平	知	止	持	0	0	0		tʃ	i	231	tʃi231				
澄	開	三	之	平	知	止	治	0	0	0		tʃ	i	213	tʃi213				
章	開	三	之	平	章	止	芝	0	0	0		tʃ	i	52	tʃi52				
章	開	三	之	平	章	止	之	0	0	0		tʃ	i	52	tʃi52				
昌	開	三	之	平	章	止	嗤	0	1	0		tʃʰ	i	52	tʃʰi52				
常	開	三	之	平	章	止	時	0	0	0		ʃ	i	231	ʃi231				
書	開	三	之	平	章	止	詩	0	0	0		ʃ	i	52	ʃi52				
日	開	三	之	平	日	止	而	0	0	0		ȵ	i	231	ȵi231				
見	開	三	之	平	見	止	居	0	0	0		k	y	52	ky52				
見	開	三	之	平	見	止	基	0	0	0		k	i	52	ki52				
見	開	三	之	平	見	止	箕	0	1	0		k	i	52	ki52				
							箕					k	ɐi	52	kɐi52				
溪	開	三	之	平	見	止	欺	0	0	0		h	i	52	hi52				
疑	開	三	之	平	見	止	疑	0	0	0		ȵ	i	231	ȵi231				
曉	開	三	之	平	影	止	熙	0	1	0		h	i	52	hi52				
曉	開	三	之	平	影	止	熹	0	2	0									
曉	開	三	之	平	影	止	嘻	0	2	0									
曉	開	三	之	平	影	止	嬉	0	1	0		h	i	44	hi44				
曉	開	三	之	平	影	止	禧	0	2	0									
影	開	三	之	平	影	止	醫	0	0	0			i	52	ji52				
以	開	三	之	平	以	止	姬	0	2	0									
以	開	三	之	平	以	止	怡	0	2	0									
以	開	三	之	平	以	止	台	1	0	1	古代第一人稱								
透	開	一	咍	平	端	蟹	台	1	0	1	天台。地名								
以	開	三	之	平	以	止	貽	0	2	0									
以	開	三	之	平	以	止	飴	0	3	0		h	i	213	hi213				
以	開	三	之	平	以	止	頤	0	2	0									
群	開	三	之	平	見	止	期	1	0	1	日期	k	i	231	ki231				
群	開	三	之	平	見	止	期	1	0	1	期年								
群	開	三	之	平	見	止	淇	0	2	0		k	i	231	ki231				
群	開	三	之	平	見	止	琪	0	2	0		k	i	231	ki231				
群	開	三	之	平	見	止	其	0	0	0		k	i	231	ki231				
群	開	三	之	平	見	止	旗	0	0	0		k	i	231	ki231				
來	開	三	之	上	來	止	里	0	0	0		l	i	24	li24				
來	開	三	之	上	來	止	李	0	0	0		l	i	24	li24				
來	開	三	之	上	來	止	理	0	0	0		l	i	24	li24				
來	開	三	之	上	來	止	鯉	0	1	0		l	i	24	li24				
精	開	三	之	上	精	止	子	0	0	0		t	i	44	ti44				
精	開	三	之	上	精	止	梓	0	2	0		t	i	44	ti44				
邪	開	三	之	上	精	止	巳	0	2	0		θ	i	24	θi24				
邪	開	三	之	上	精	止	似	0	0	0		θ	i	24	θi24				
邪	開	三	之	上	精	止	祀	0	2	0		θ	i	24	θi24				
邪	開	三	之	上	精	止	耜	0	3	0									
邪	開	三	之	上	精	止	姒	0	3	0									
徹	開	三	之	上	知	止	恥	0	0	0		tʃʰ	i	44	tʃʰi44				
徹	開	三	之	上	知	止	祉	0	3	0									
澄	開	三	之	上	知	止	峙	0	2	0									
崇	開	三	之	上	莊	止	仕	0	2	0		ʃ	i	24	ʃi24				
崇	開	三	之	上	莊	止	士	0	0	0		ʃ	i	24	ʃi24				
生	開	三	之	上	莊	止	史	0	0	0		ʃ	i	44	ʃi44				
生	開	三	之	上	莊	止	使	1	0	1	使用	ʃ	ɐi	44	ʃɐi44				
生	開	三	之	去	莊	止	使	1	0	1	使者								
生	開	三	之	上	莊	止	駛	0	0	0		ʃ	i	44	ʃi44				
章	開	三	之	上	章	止	止	0	0	0		tʃ	i	44	tʃi44				
章	開	三	之	上	章	止	趾	0	1	0		tʃ	i	44	tʃi44				
章	開	三	之	上	章	止	址	0	0	0		tʃ	i	44	tʃi44				
昌	開	三	之	上	章	止	齒	0	0	0		tʃʰ	i	44	tʃʰi44				
常	開	三	之	上	章	止	市	0	0	0		ʃ	i	24	ʃi24				
常	開	三	之	上	章	止	恃	0	1	0		tʃ	i	24	tʃi24				
書	開	三	之	上	章	止	始	0	0	0		tʃʰ	i	44	tʃʰi44				
日	開	三	之	上	日	止	耳	0	0	0		ŋ	i	24	ŋi24				
見	開	三	之	上	見	止	己	0	0	0									
見	開	三	之	上	見	止	紀	0	0	0		k	i	44	ki44				
溪	開	三	之	上	見	止	杞	0	2	0		k	i	44	ki44				
溪	開	三	之	上	見	止	起	0	0	0		h	i	44	hi44				
疑	開	三	之	上	見	止	擬	0	1	0		ȵ	i	24	ȵi24				
曉	開	三	之	上	影	止	喜	0	0	0		h	i	44	hi44				
云	開	三	之	上	影	止	矣	0	2	0		h	i	231	hi231				
以	開	三	之	上	以	止	已	0	0	0			i	44	ji44				
以	開	三	之	上	以	止	以	0	0	0			i	44	ji44				
來	開	三	之	去	來	止	吏	0	1	0		l	i	213	li213				
從	開	三	之	去	精	止	字	0	0	0		θ	i	213	θi213				
邪	開	三	之	去	精	止	嗣	0	2	0		θ	i	231	θi231				
邪	開	三	之	去	精	止	寺	0	0	0		θ	i	231	θi231				
邪	開	三	之	去	精	止	飼	0	0	0		θ	i	231	θi231				
知	開	三	之	去	知	止	置	0	0	0		tʃ	i	35	tʃi35				
澄	開	三	之	去	知	止	植	0	0	0		tʃ	ek	2	tʃek2				
澄	開	三	之	去	知	止	值	0	0	0		tʃ	ek	2	tʃek2				
莊	開	三	之	去	莊	止	事	0	0	0		ʃ	i	213	ʃi213				
初	開	三	之	去	莊	止	廁	0	0	0		tʃʰ	ɐk	5	tʃʰɐk5				
章	開	三	之	去	章	止	織	0	0	0		tʃ	ek	5	tʃek5				
章	開	三	之	去	章	止	誌	0	0	0		tʃ	i	35	tʃi35				
書	開	三	蒸	入	章	曾	識	1	0	1	認識	ʃ	ek	5	ʃek5				
章	開	三	之	去	章	止	識	1	0	1	默而識之								
章	開	三	之	去	章	止	志	0	0	0		tʃ	i	35	tʃi35				
昌	開	三	之	去	章	止	熾	0	2	0									
常	開	三	之	去	章	止	侍	0	0	0		ʃ	i	213	ʃi213				
書	開	三	之	去	章	止	試	0	0	0		ʃ	i	35	ʃi35				
書	開	三	之	去	章	止	幟	0	0	0									
日	開	三	之	去	日	止	餌	0	1	0		ŋ	i	24	ŋi24				
見	開	三	之	去	見	止	記	0	0	0		k	i	35	ki35				
溪	開	三	之	去	見	止	亟	1	2	1	亟請								
見	開	三	蒸	入	見	曾	亟	1	2	1	亟需								
影	開	三	之	去	影	止	意	0	0	0			i	35	ji35				
以	開	三	之	去	以	止	食	0	0	0		ʃ	ek	2	ʃek2				
以	開	三	之	去	以	止	異	0	0	0		h	i	213	hi213				
群	開	三	之	去	見	止	忌	0	0	0		k	i	213	ki213				
見	合	三	微	平	見	止	歸	0	0	0		k	uɐi	52	kuɐi52				
見	開	三	微	平	見	止	嘰	0	1	0									
見	開	三	微	平	見	止	饑	0	0	0		k	i	52	ki52				
見	開	三	微	平	見	止	譏	0	1	0		k	i	52	ki52				
見	開	三	微	平	見	止	機	0	0	0		k	i	52	ki52				
見	開	三	微	平	見	止	磯	0	2	0									
疑	合	三	微	平	見	止	巍	0	1	0									
曉	合	三	微	平	影	止	揮	0	0	0		kʰ	uɐi	52	kʰuɐi52				
