哥 ko1
些 ɕi1
歇 ɕi2
写 ɕi3
谢 ɕi5
学 ɕio2
鄙 pʰi3
酵 ɕiau5
窖 kau5
概 kʰai5
孕 zuən5
详 tɕʰiaŋ2
祥 tɕʰiaŋ2
翔 tɕʰiaŋ2
辆 niaŋ3
仰 niaŋ3
砚 niɛn5
验 niɛn5
项 xaŋ5
巷 xaŋ5
者 tsai3
这 tsei1
这 tsɿ1 白
测 tsʰei2
惹 zei3
北 pei2
批 pʰei1
特 tʰei2
别 pi2
灭 mi2
铁 tʰi2
色 sei2
国 kuei2
或 xuai2
爷 i2
叶 i2
野 i3
也 i3
夜 i5
节 tɕi2
结 tɕi2
接 tɕi2
积 tɕi2
姐 tɕi3
借 tɕi5
格 ki2
隔 ki2
去 kʰi5
去 tɕy5 文
促tsʰo2
蹲 tən1
顿 tən5
盾 tən5
囤 tən5
吞 tʰən1
轮 nən2
论 nən5
遵 tsən1
尊 tsən1
村 tsʰən1
存 tsʰən2
寸 tsʰən5
孙 sən1
损 sən3
笋 sən3
那 na5 文
那 a5 白
营 yn2
街 kai1
界 kai5
沟 kiəu1
口 kʰiəu3
日头zɿ2 tʰəu2 太阳
扫把星sau2 pa3 ɕin1彗星
牛毛雨 niəu2 mau2 y3小雨
偏东雨pʰiɛn1 toŋ1 y3带风雨
雪弹子 ɕy2 tan2 tsɿ3 冰雹，弹字声调存疑
恶炸雷 ŋo2 tsa2 nuei2 霹雳
扯火闪tsʰei3 xo3 san3闪电
火烧天xo3 sau1 tʰiɛn1红霞
泥巴ni2 pa1 泥土
鸭母ia2 muᶹ3母鸭
鸭青ia2 tɕʰin1公鸭
鸦鹊ia1 tɕio2喜鹊
老鸹nau3 ua2乌鸦
子鸡tsɿ3 tɕi1未下蛋的母鸡
牙狗ia2 kəu3小公狗
草狗tsʰau3 kəu3小母狗
郎猪naŋ2 tsuᶹ1种猪
骚牯sau1 kuᶹ3小公牛
男猫nan2 mau1公猫
女猫ny3 mau1 母猫
檐老鼠iɛn2 nau3 suᶹ3蝙蝠
