字	音	注
癆	lɔ[2]	
老	lɔ[6]	2
栳	lɔ[6]	～盆：針綫筐
澇	lɔ[6]	
了	lɔ[0]	1助詞。有時讀得接近[lʌ0]
囉	lɔ[10]	～嗦
遭	tsɔ[2]	
曹	tsɔ[2]	
做	tsɔ[5]	則箇切
□	tsɔ[5]	～水：向農田灌水
左	tsɔ[6]	
佐	tsɔ[6]	
座	tsɔ[6]	
棗	tsɔ[6]	
澡	tsɔ[6]	
造	tsɔ[6]	
搓	tsʰɔ[1]	
臊	tsʰɔ[1]	食～：吃葷
措	tsʰɔ[5]	
錯	tsʰɔ[5]	算～
操	tsʰɔ[5]	1曹～
糙	tsʰɔ[5]	
□	tsʰɔ[6]	食用碱
草	tsʰɔ[11]	2～頭：草字頭
梭	θɔ[1]	
嗦	θɔ[1]	囉～
槽	θɔ[2]	
□	θɔ[2]	鴨子啄物
鎖	θɔ[6]	
瑣	θɔ[6]	
嫂	θɔ[6]	兄～：嫂子
燥	θɔ[5]	先到切，乾～：天氣乾燥
歌	kɔ[1]	
哥	kɔ[1]	2單身～：單身漢
高	kɔ[1]	
膏	kɔ[1]	
羔	kɔ[1]	
糕	kɔ[1]	
鎬	kɔ[1]	洋～
□	kɔ[2]	～□lou41：蹲
□	kɔ[2]	～□lɔn41：捲。「捲」的分音詞
個	kɔ[5]	2
告	kɔ[5]	
篙	kɔ[6]	
稿	kɔ[6]	菜～：菜梗，麥～：麥秸
搞	kɔ[6]	
□	kɔ[15]	～□lon334：屁股
□	kɔ[13]	褪～□lɔi322：光著身子
胳	kɔ[11]	2～□lɔʔ5下：腋下
□	kɔ[11]	～□lɔn11工：整天
靠	kʰɔ[5]	2
銬	kʰɔ[5]	
薧	kʰɔ[5]	蝦米～：蝦皮
可	kʰɔ[6]	
考	kʰɔ[6]	
蛾	ŋɔ[2]	
鵝	ŋɔ[2]	2
俄	ŋɔ[2]	
熬	ŋɔ[2]	
我	ŋɔ[6]	2
餓	ŋɔ[6]	
傲	ŋɔ[6]	
鏊	ŋɔ[6]	平底鍋
何	xɔ[2]	
荷	xɔ[2]	～花
豪	xɔ[2]	
壕	xɔ[2]	
毫	xɔ[2]	
耗	xɔ[5]	
賀	xɔ[6]	
好	xɔ[6]	形容詞
浩	xɔ[6]	
好	xɔ[6]	愛～
號	xɔ[6]	共～：一樣，幾～
□	xɔ[13]	～□lɔ322：胳肢
河	∅ɔ[2]	畦溝，天～：銀河
阿	∅ɔ[2]	～膠
□	∅ɔ[2]	柿～：球形柿餅
懊	∅ɔ[5]	
奧	∅ɔ[5]	
澳	∅ɔ[5]	三都～：地名
粵	∅ɔ[5]	
芋	∅ɔ[6]	1～卵：芋頭
襖	∅ɔ[6]	
皂	∅ɔ[6]	胰～：肥皂
□	∅ɔ[6]	犁～：犁上最下部的長條形木頭
代	tɔi[6]	1幾～
袋	tɔi[6]	
兌	tɔi[6]	
□	nɔi[2]	～鳥：陰莖
內	nɔi[6]	
□	lɔi[1]	□tʃᴇt5～：知了
螺	lɔi[2]	
腡	lɔi[2]	
雷	lɔi[2]	2姓
□	lɔi[2]	～空：鑽孔。陽平
□	lɔi[2]	褪□kɔ23～：光著身子
臺	lɔi[2]	1燭～
罪	tsɔi[6]	
坐	θɔi[6]	
貝	pʌi[5]	
輩	pʌi[5]	
背	pʌi[5]	2～褡：背心
褙	pʌi[5]	～壁：裱糊
浿	pʌi[5]	虎～
□	pʌi[5]	水～：田間的水溝
□	pʰʌi[3]	拂
每	mʌi[3]	
尾	mʌi[3]	
除	tʌi[2]	
箸	tʌi[3]	筷子
短	tʌi[3]	
對	tʌi[5]	
□	tʌi[5]	塊，量詞；□ten11～：地方
鋤	tʰʌi[2]	
腿	tʰʌi[3]	2狗～：走狗
□	tʰʌi[3]	痲瘋病
退	tʰʌi[5]	
蛻	tʰʌi[5]	蟬～
□	tʰʌi[5]	犬～：狗洞
嶼	nʌi[3]	三～：地名
慮	lʌi[3]	
濾	lʌi[3]	2
儡	lʌi[3]	傀～：小孩兒。本書中寫作「儡」
聚	tsʌi[3]	
駐	tsʌi[3]	
住	tsʌi[3]	2對伊𣍐𣍐～：對不起他
晬	tsʌi[5]	做～：做一周歲
最	tsʌi[5]	
髓	tsʰʌi[3]	
莝	tsʰʌi[5]	砍
碎	tsʰʌi[5]	
脆	tsʰʌi[5]	
粹	tsʰʌi[5]	
徐	θʌi[2]	
薯	θʌi[2]	山藥
殊	θʌi[2]	
□	θʌi[2]	～尿：把尿
序	θʌi[3]	
敘	θʌi[3]	
緒	θʌi[3]	
竪	θʌi[3]	
樹	θʌi[3]	2讀字
視	θʌi[3]	2近～
□	θʌi[3]	蒼蠅等在食物上栖止
賽	θʌi[5]	
歲	θʌi[5]	2萬～
稅	θʌi[5]	
帥	θʌi[5]	
□	θʌi[5]	入～：入贅
瞿	kʌi[2]	
裹	kʌi[3]	1～粽：包粽子
餜	kʌi[3]	油□pɔk5～：油條
巨	kʌi[3]	
拒	kʌi[3]	
距	kʌi[3]	
俱	kʌi[3]	
具	kʌi[3]	
懼	kʌi[3]	
魚	ŋʌi[2]	
漁	ŋʌi[2]	
愚	ŋʌi[2]	
虞	ŋʌi[2]	
娛	ŋʌi[2]	
御	ŋʌi[3]	
禦	ŋʌi[3]	
遇	ŋʌi[3]	
寓	ŋʌi[3]	
如	∅ʌi[2]	
余	∅ʌi[2]	
餘	∅ʌi[2]	
儒	∅ʌi[2]	
榆	∅ʌi[2]	
俞	∅ʌi[2]	
譽	∅ʌi[3]	
預	∅ʌi[3]	
豫	∅ʌi[3]	
逾	∅ʌi[3]	
愈	∅ʌi[3]	
喻	∅ʌi[3]	
裕	∅ʌi[3]	
愛	∅ʌi[5]	1要
配	pʰuʌi[5]	
杮	pʰuʌi[5]	柴～：木柴碎片
髻	kuʌi[5]	髮髻，雞～：雞冠
火	xuʌi[3]	
悔	xuʌi[5]	荒內切，退～：後悔
歲	xuʌi[5]	1幾～
苧	tœ[6]	
驢	lœ[2]	
□	lœ[2]	鼻～：較濃的鼻涕
□	lœ[2]	□tʃʰœ55～：絲瓜
鑢	lœ[5]	銼
□	lœ[6]	扒飯，雞翻食物
□	lœ[6]	□œ35～：地方
梳	θœ[1]	2
疏	θœ[1]	
蔬	θœ[1]	
黍	θœ[6]	讀字
璽	θœ[6]	
助	tʃœ[6]	
初	tʃʰœ[1]	
妻	tʃʰœ[1]	
粞	tʃʰœ[5]	～粉：米磨的粉
□	tʃʰœ[5]	撫摸
楚	tʃʰœ[6]	1國名
礎	tʃʰœ[6]	
□	tʃʰœ[15]	～□lœ553：絲瓜
傀	kœ[12]	～儡：小孩兒。本書中寫作「傀」
□	kœ[16]	～□lœʔ3：噯氣
□	kʰœ[2]	傻，愚蠢
哈	xœ[2]	張口呼氣
□	xœ[6]	起哄
喉	xœ[13]	1～嚨
□	∅œ[12]	～□lœ41：地方
□	ke[15]	～□lem55頭：寶蓋頭
□	ke[11]	～□lem55孫：曾孫
□	ke[11]	□□len55tsun334：抖一下子
閉	pie[5]	～氣
臂	pie[5]	
□	pie[5]	□θau11～：趕牛用的竹鞭
避	pie[6]	
批	pʰie[1]	2信件；蜀～
爹	tie[1]	父親
池	tie[2]	池塘
蠣	tie[6]	牡蠣
底	tie[6]	1～去：進去；城～：城裡；做月～：坐月子；～蜀隻：哪一個
弟	tie[6]	1兄～：弟弟
□	tie[11]	～官：公公
啼	tʰie[2]	讀字
剃	tʰie[5]	
□	nie[6]	□tʃien35～：怎麼
□	nie[12]	□xam11～：打哈欠
離	lie[2]	
籬	lie[2]	
□	lie[2]	□lᴇu55～：可愛
濾	lie[5]	1～豆漿
例	lie[6]	
豉	lie[6]	豆～
賒	θie[1]	
施	θie[1]	姓
邪	θie[2]	
斜	θie[2]	
蛇	θie[2]	
畲	θie[2]	
匙	θie[2]	
瀉	θie[5]	
卸	θie[5]	
赦	θie[5]	
舍	θie[5]	
世	θie[5]	
勢	θie[5]	
□	θie[5]	連接
寫	θie[6]	
捨	θie[6]	
社	θie[6]	
謝	θie[6]	感～；姓
榭	θie[6]	□pʰᴇt5～：廂房
射	θie[6]	
麝	θie[6]	
誓	θie[6]	
逝	θie[6]	
支	tʃie[1]	
枝	tʃie[1]	3荔～
肢	tʃie[1]	
脂	tʃie[1]	1胭～
蔗	tʃie[5]	
祭	tʃie[5]	
際	tʃie[5]	
漈	tʃie[5]	小瀑布
制	tʃie[5]	
製	tʃie[5]	
紫	tʃie[6]	
柘	tʃie[15]	～榮：地名。此處「榮」讀作[eŋ553]
車	tʃʰie[1]	2坐～
刺	tʃʰie[5]	1名詞
翅	tʃʰie[5]	魚～
□	tʃʰie[5]	2～農：傳染
雞	kie[1]	2～□kai44：雞的嗉子
圭	kie[1]	
閨	kie[1]	
奎	kie[1]	
規	kie[1]	
迦	kie[2]	釋～佛
枷	kie[2]	
計	kie[5]	
繼	kie[5]	
桂	kie[5]	～花，肉～
寄	kie[5]	
季	kie[5]	
珓	kie[5]	～杯：一種問卜用的東西
下	kie[6]	1矮，低
崎	kie[13]	昔～樓：地名
契	kʰie[5]	塍～：田契
徛	kʰie[5]	2陡；～戍：蓋房子
啓	kʰie[6]	
徛	kʰie[6]	1站立
鵝	ŋie[2]	1
宜	ŋie[2]	1便～
艾	ŋie[5]	草名
藝	ŋie[6]	
蟻	ŋie[6]	
義	ŋie[6]	
議	ŋie[6]	
毅	ŋie[6]	
外	ŋie[10]	1～翁：外祖父
肺	xie[5]	
廢	xie[5]	
戲	xie[5]	
系	xie[6]	
係	xie[6]	
惠	xie[6]	
慧	xie[6]	
移	∅ie[2]	
□	∅ie[5]	花～：花萎
□	∅ie[5]	事～：事情
也	∅ie[6]	
夜	∅ie[6]	
椅	∅ie[6]	
□	∅ie[6]	撒
野	∅ie[6]	1原文單字音。2很。本書中寫作「野」
丫	∅ie[10]	1～頭：婢女
□	tʰye[6]	2鼎～：鍋鏟
茄	kye[2]	2
橋	kye[2]	2
去	kʰye[5]	2
乳	∅ye[6]	2豆～：豆腐乳
銳	∅ye[6]	2
悅	∅ye[6]	2
閱	∅ye[6]	2
脾	pei[2]	內臟之一
啤	pei[2]	～酒
□	pei[2]	平～：做生意沒有利潤也沒有虧損
蔽	pei[3]	
敝	pei[3]	
弊	pei[3]	
幣	pei[3]	
斃	pei[3]	
彼	pei[3]	
被	pei[3]	～動，～告
備	pei[3]	
迷	mei[2]	
謎	mei[2]	
彌	mei[2]	
眉	mei[2]	
楣	mei[2]	
維	mei[2]	
惟	mei[2]	
遺	mei[2]	～腹囝：遺腹子
唯	mei[2]	
微	mei[2]	
寐	mei[3]	
昧	mei[3]	
未	mei[3]	2地支之一
味	mei[3]	味道
□	mei[3]	潛水
□	mei[5]	～農…：別讓人…。有時讀得接近[muei445]
馳	tei[2]	
遲	tei[2]	
地	tei[3]	～基
稚	tei[3]	
痔	tei[3]	
治	tei[3]	政～
苔	tʰei[2]	青～
堤	tʰei[2]	
提	tʰei[2]	
持	tʰei[2]	
膩	nei[3]	細～：小心
二	nei[3]	
來	lei[2]	1
梨	lei[2]	
狸	lei[2]	狐～
鷀	lei[2]	鸕～
利	lei[3]	2鋒利
痢	lei[3]	赤～
吏	lei[3]	
□	lei[3]	滿□nyø45～：到處
薺	lei[12]	□muo11～：荸薺
糍	θei[2]	餜
時	θei[2]	
□	θei[2]	～明膠：松香
是	θei[3]	
氏	θei[3]	
示	θei[3]	
視	θei[3]	1電～
寺	θei[3]	
自	tʃei[3]	1～家：自己
字	tʃei[3]	
這	tʃei[3]	1這個。本書中寫作「這」
市	tʃʰei[3]	
個	kei[2]	1的；地，如，□pɔk5命～：拼命地
奇	kei[2]	～特：奇怪
歧	kei[2]	
祁	kei[2]	
其	kei[2]	
棋	kei[2]	
期	kei[2]	
旗	kei[2]	
麒	kei[2]	～麟山：地名
祈	kei[2]	
葵	kei[2]	向日～
技	kei[3]	
妓	kei[3]	
忌	kei[3]	
騎	kʰei[2]	
蟣	kʰei[2]	渠希切，螞蟥
柿	kʰei[3]	
宜	ŋei[2]	2
儀	ŋei[2]	
誼	ŋei[2]	
疑	ŋei[2]	
耳	ŋei[3]	1～囝：耳朵
許	xei[3]	1那個
兒	∅ei[2]	2
夷	∅ei[2]	
姨	∅ei[2]	
而	∅ei[2]	
易	∅ei[3]	容～
異	∅ei[3]	
□	∅ei[12]	□□nam11mi11～：螢火蟲
雕	teu[1]	
櫥	teu[2]	碗～，雞～：雞舍
綢	teu[2]	
住	teu[6]	1
宙	teu[6]	
粙	teu[6]	稻子。本書中寫作「粙」
籌	tʰeu[2]	
柱	tʰeu[6]	
餿	neu[1]	臭～
揉	neu[2]	
流	leu[2]	2寒～
留	leu[2]	2～學
榴	leu[2]	
硫	leu[2]	
琉	leu[2]	
瘤	leu[2]	
搜	θeu[1]	～身
蒐	θeu[1]	
囚	θeu[2]	
泅	θeu[2]	～水：游泳
仇	θeu[2]	～敵
酬	θeu[2]	
售	θeu[2]	
受	θeu[6]	
壽	θeu[6]	
授	θeu[6]	
就	tʃeu[6]	
鍬	tʃʰeu[1]	塗～：鐵鍬
求	keu[2]	
球	keu[2]	
裘	keu[2]	
□	kʰeu[2]	頭髮□□ki11liu55～：捲髮
歐	∅eu[1]	1
甌	∅eu[1]	2
姚	∅eu[2]	姓
柔	∅eu[2]	
尤	∅eu[2]	
郵	∅eu[2]	
由	∅eu[2]	
油	∅eu[2]	
游	∅eu[2]	
猶	∅eu[2]	
悠	∅eu[2]	
又	∅eu[6]	
右	∅eu[6]	
佑	∅eu[6]	
柚	∅eu[6]	
釉	∅eu[6]	
蒲	puo[2]	菖～，～扇：扇子
□	puo[2]	朵，量詞
簸	puo[5]	動詞
布	puo[5]	
布	puo[5]	
怖	puo[5]	
補	puo[6]	
部	puo[6]	
步	puo[6]	
斧	puo[11]	～頭
鋪	pʰuo[1]	臥～
扶	pʰuo[2]	1推
破	pʰuo[5]	1～柴：劈柴，～塍水：從田裡排水
鋪	pʰuo[5]	十里
譜	pʰuo[6]	
普	pʰuo[6]	
浦	pʰuo[6]	
簿	pʰuo[6]	
菠	pʰuo[11]	～薐菜：菠菜
晡	muo[1]	2半～：點心
夫	muo[1]	1丈～：男人
魔	muo[2]	
磨	muo[2]	動詞
摩	muo[2]	
麻	muo[2]	1草名
痲	muo[2]	
模	muo[2]	
墓	muo[5]	
暮	muo[6]	
慕	muo[6]	
霧	muo[6]	1
某	muo[6]	
母	muo[6]	2□tʃim45～：女人
戊	muo[6]	
牡	muo[15]	～丹
摸	muo[10]	～魚：捉迷藏
□	muo[11]	～薺：荸薺
廚	tuo[2]	～師父：廚師
大	tuo[6]	1形容詞
躲	tuo[6]	
道	tuo[6]	1～士
□	tuo[6]	路
黛	tuo[10]	～溪：地名
拖	tʰuo[1]	
籮	luo[2]	
朱	tsuo[1]	
硃	tsuo[1]	
珠	tsuo[1]	3蜀粒～
□	tsuo[5]	這麼，如，～貴：這麼貴。一般讀作[tsuo35]
主	tsuo[6]	
沙	θuo[1]	2
輸	θuo[1]	2～贏
鍋	kuo[1]	火～
過	kuo[1]	古禾切，菜老
瓜	kuo[1]	2
過	kuo[5]	～來，～世：去世；去～
句	kuo[5]	1
掛	kuo[5]	2～慮
卦	kuo[5]	
□	kuo[5]	無□lik1～：遺憾
果	kuo[6]	
裹	kuo[6]	2包～
寡	kuo[6]	
□	kuo[6]	魔芋
芥	kuo[11]	1～菜
戈	kʰuo[1]	
科	kʰuo[1]	
窠	kʰuo[1]	脫～：脫臼
誇	kʰuo[1]	
垮	kʰuo[1]	
瘸	kʰuo[2]	～骹：瘸子；～手：手有殘廢
靠	kʰuo[5]	1
擴	kʰuo[5]	讀字
晡	ŋuo[1]	3冥～：晚上
臥	ŋuo[6]	
瓦	ŋuo[6]	
誤	ŋuo[6]	
悟	ŋuo[6]	
花	xuo[1]	2
和	xuo[2]	～尚；～湯：溫水
禾	xuo[2]	
華	xuo[2]	中～
華	xuo[2]	姓
貨	xuo[5]	
化	xuo[5]	
□	xuo[5]	那麼，如，～貴：那麼貴。一般讀作[xuo35]
夥	xuo[6]	
禍	xuo[6]	
霍	xuo[15]	～童：地名
雨	xuo[12]	1～漏：漏雨
窩	∅uo[1]	
夫	∅uo[1]	2姊～：姐夫
夥	∅uo[6]	若～：多少
畫	∅uo[6]	名詞
話	∅uo[6]	
肥	poi[2]	
堆	toi[1]	做～：一起
捶	toi[2]	～後腰：捶背
隊	toi[6]	
墜	toi[6]	耳～：耳垂
□	toi[9]	哪裡。「底位」的合音
推	tʰoi[1]	～刀：刨子
錘	tʰoi[2]	
槌	tʰoi[2]	
□	noi[2]	踩
累	loi[6]	積～
累	loi[6]	連～
類	loi[6]	
淚	loi[6]	
□	loi[6]	～門：敲門
催	tsʰoi[1]	
崔	tsʰoi[1]	
吹	tsʰoi[1]	
炊	tsʰoi[1]	
衰	θoi[1]	瘦；運氣不好
隨	θoi[2]	
隋	θoi[2]	
垂	θoi[2]	
誰	θoi[2]	
瑞	θoi[6]	
遂	θoi[6]	
隧	θoi[6]	
逵	koi[2]	
跪	koi[6]	～下來
櫃	koi[6]	
偽	ŋoi[6]	
為	∅oi[2]	行～
為	∅oi[2]	介詞
違	∅oi[2]	
圍	∅oi[2]	
葦	∅oi[2]	
位	∅oi[6]	
胃	∅oi[6]	
謂	∅oi[6]	
猬	∅oi[6]	
渭	∅oi[6]	
杯	puoi[1]	
飛	puoi[1]	1
培	puoi[2]	
陪	puoi[2]	
賠	puoi[2]	
吠	puoi[6]	
倍	puoi[6]	
佩	puoi[6]	
背	puoi[6]	背誦
焙	puoi[6]	
胚	pʰuoi[1]	
坯	pʰuoi[1]	磚～
皮	pʰuoi[2]	
被	pʰuoi[6]	被子
梅	muoi[2]	
枚	muoi[2]	
媒	muoi[2]	
煤	muoi[2]	
黴	muoi[2]	
莓	muoi[2]	
□	muoi[2]	猜～：劃拳
□	muoi[2]	塗～油：爛泥
未	muoi[6]	1沒有，副詞
乖	kuoi[1]	1
盔	kʰuoi[1]	
魁	kʰuoi[1]	
□	kʰuoi[1]	謎語
□	kʰuoi[1]	□kʰat5～：拾子兒
危	ŋuoi[2]	
外	ŋuoi[6]	2～甥
魏	ŋuoi[6]	
恢	xuoi[1]	
灰	xuoi[1]	土～：石灰
回	xuoi[2]	
茴	xuoi[2]	
蛔	xuoi[2]	
懷	xuoi[2]	
淮	xuoi[2]	
匯	xuoi[6]	
會	xuoi[6]	開～
歪	∅uoi[1]	1
衛	∅uoi[6]	
匏	pou[2]	白～：瓠子
炮	pou[2]	薄交切，煨
腐	pou[3]	1腐朽，腐爛
伏	pou[3]	扶富切，孵
浮	pʰou[2]	
□	pʰou[2]	用油炸
婦	mou[3]	1新～：兒媳婦
徒	tou[2]	
塗	tou[2]	2動詞
屠	tou[2]	
途	tou[2]	
圖	tou[2]	
肚	tou[3]	豬～
度	tou[3]	
渡	tou[3]	
鍍	tou[3]	
塗	tʰou[2]	1泥土
奴	nou[2]	～才
努	nou[3]	
怒	nou[3]	
盧	lou[2]	
爐	lou[2]	
蘆	lou[2]	
虜	lou[2]	
廬	lou[2]	
露	lou[3]	2草鞋～：精液
鷺	lou[3]	
□	lou[3]	□kɔ23～：蹲
瓷	tsou[2]	
茲	tsou[2]	
滋	tsou[2]	
慈	tsou[2]	
磁	tsou[2]	
自	tsou[3]	2～然
辭	θou[2]	
詞	θou[2]	
祠	θou[2]	
嗣	θou[2]	
似	θou[3]	
祀	θou[3]	
巳	θou[3]	
士	θou[3]	2相～：看相；棋子之一
仕	θou[3]	
伺	θou[3]	
事	θou[3]	2
侍	θou[3]	
糊	kou[2]	1糨糊
舅	kou[3]	
舊	kou[3]	
臼	kʰou[3]	
吳	ŋou[2]	
蜈	ŋou[2]	
吾	ŋou[2]	
梧	ŋou[2]	
牛	ŋou[2]	
五	ŋou[3]	1
胡	xou[2]	姓
湖	xou[2]	
壺	xou[2]	
葫	xou[2]	
糊	xou[2]	2含～：糊塗
蝴	xou[2]	
符	xou[2]	
芙	xou[2]	～蓉
□	xou[2]	～毛蟲：毛蟲，～毛根：鬚根
戶	xou[3]	
滬	xou[3]	
互	xou[3]	
護	xou[3]	
扶	xou[3]	2攙
父	xou[3]	
腐	xou[3]	2豆～
附	xou[3]	
婦	xou[3]	2
負	xou[3]	
無	∅ou[2]	
巫	∅ou[2]	
誣	∅ou[2]	
務	∅ou[3]	
霧	∅ou[3]	2
有	∅ou[3]	1
鳥	∅ou[3]	2□nɔi23～：陰莖
□	tʰyø[6]	1鼎～：鍋鏟
□	nyø[14]	滿～□lei52：到處
茄	kyø[2]	1
橋	kyø[2]	1
去	kʰyø[5]	1
乳	∅yø[6]	1豆～：豆腐乳
銳	∅yø[6]	1
悅	∅yø[6]	1
閱	∅yø[6]	1
□	∅yø[6]	不新鮮
痱	pui[5]	
沸	pui[5]	湯～了：水開了，～湯：開水
屁	pʰui[5]	
□	pʰui[5]	從嘴裡往外吐
追	tui[1]	
蕊	lui[3]	
壘	lui[3]	
□	lui[3]	霜冰～：冰柱
椎	tsui[1]	栗子
醉	tsui[5]	
雖	tsʰui[1]	
□	tsʰui[1]	～□βɛ44：商量
翠	tsʰui[5]	
喙	tsʰui[5]	1嘴。本書中寫作「喙」
□	θui[3]	築～：築泥墻時用的木棒
機	kui[1]	1□ka55～：織布機
饑	kui[1]	1餓
龜	kui[1]	
歸	kui[1]	當～
幾	kui[3]	～隻
詭	kui[3]	
鬼	kui[3]	
檜	kui[5]	秦～
癸	kui[5]	
貴	kui[5]	
會	kui[11]	～計
古	kʰui[1]	2～田：地名。此處「田」讀作[tʃʰᴇn-ᴇn211-44]
開	kʰui[1]	1～門
虧	kʰui[1]	
窺	kʰui[1]	
軌	kʰui[3]	
跪	kʰui[3]	去委切，～菩薩：拜菩薩
潰	kʰui[5]	
愧	kʰui[5]	
揮	xui[1]	
輝	xui[1]	
徽	xui[1]	
賄	xui[3]	
毀	xui[3]	
諱	xui[5]	
緯	xui[5]	
衣	∅ui[1]	1胎盤
威	∅ui[1]	
委	∅ui[3]	
偉	∅ui[5]	
畏	∅ui[5]	～寒：發冷
慰	∅ui[5]	
丟	tiu[1]	
□	tʰiu[1]	酒～：酒糟篦子
丑	tʰiu[3]	地支之一
醜	tʰiu[3]	
紐	niu[3]	2
扭	niu[3]	2
扭	niu[5]	1掐
若	niu[12]	2～夥：多少
溜	liu[1]	
鬚	liu[1]	喙～：鬍子
鰍	liu[1]	塗～：泥鰍
柳	liu[3]	
□	liu[3]	□tʃᴇn35～：小偷
□	liu[12]	鼠～：黃鼠狼
□	liu[12]	□ki11～：蜷曲，□ki11～毛：刨花，讀作[ki11liu55mɔ553]
修	θiu[1]	
羞	θiu[1]	
收	θiu[1]	
首	θiu[3]	
守	θiu[3]	
秀	θiu[5]	
綉	θiu[5]	
宿	θiu[5]	星～
銹	θiu[5]	
獸	θiu[5]	
□	θiu[5]	窩
珠	tʃiu[1]	1目～：眼睛
周	tʃiu[1]	
舟	tʃiu[1]	
州	tʃiu[1]	
洲	tʃiu[1]	
鳥	tʃiu[3]	1～囝：鳥兒
酒	tʃiu[3]	
蛀	tʃiu[5]	
秋	tʃʰiu[1]	春夏～冬
取	tʃʰiu[3]	1～龍：舞龍燈
手	tʃʰiu[3]	
樹	tʃʰiu[5]	1
糾	kiu[1]	
久	kiu[3]	
韭	kiu[3]	
柩	kiu[3]	
灸	kiu[5]	
救	kiu[5]	
究	kiu[5]	
丘	kʰiu[1]	3
邱	kʰiu[1]	
□	kʰiu[3]	揪
□	kʰiu[5]	飯煮得硬
□	kʰiu[5]	～筋：抽筋
休	xiu[1]	
朽	xiu[3]	
嗅	xiu[5]	許救切，聞
憂	∅iu[1]	
優	∅iu[1]	
幽	∅iu[1]	
有	∅iu[3]	2
友	∅iu[3]	
酉	∅iu[3]	
誘	∅iu[3]	
幼	∅iu[5]	嫩；～沙：細沙
底	tim[11]	3～爿：裡面
□	tʰim[3]	～頭：點頭
□	lim[5]	桔子的瓣
心	θim[1]	
沈	θim[3]	
審	θim[3]	
嬸	θim[3]	
侵	tʃim[1]	
浸	tʃim[5]	
□	tʃim[14]	1～母：女人
□	tʃim[12]	2～□man52：女孩兒
深	tʃʰim[1]	
寢	tʃʰim[3]	
今	kim[1]	2
金	kim[1]	
錦	kim[3]	
□	kim[3]	蜀～葡萄：一串葡萄
禁	kim[5]	～止
欽	kʰim[1]	
□	xim[15]	～管：拔火罐
音	∅im[1]	
陰	∅im[1]	
飲	∅im[3]	2～料
耽	tam[1]	
擔	tam[1]	動詞
擔	tam[1]	2柴～，扁～
談	tam[2]	
痰	tam[2]	
膽	tam[3]	
疸	tam[3]	
擔	tam[5]	1名詞。單說
□	tam[5]	洇
淡	tam[6]	
貪	tʰam[1]	
潭	tʰam[2]	
譚	tʰam[2]	
探	tʰam[5]	
南	nam[2]	
男	nam[2]	
楠	nam[2]	
□	nam[2]	～□□mi11ei35：螢火蟲
□	nam[12]	□en11～：肮髒
□	nam[11]	～□mi35：貓
藍	lam[2]	
籃	lam[2]	
林	lam[2]	1柴～：樹林
覽	lam[3]	
攬	lam[3]	擁抱
欖	lam[3]	橄～
□	lam[3]	坎子，較高
□	lam[3]	□ka11～覆睏：趴著睡
濫	lam[6]	
□	lam[11]	□ka11～吞：囫圇吞
簪	tsam[1]	
慚	tsam[2]	
殘	tsam[2]	
斬	tsam[3]	𩟗𩟗淡
暫	tsam[6]	
鏨	tsam[6]	
站	tsam[6]	車～
棧	tsam[6]	
參	tsʰam[1]	～觀
摻	tsʰam[1]	
慘	tsʰam[3]	
三	θam[1]	
杉	θam[1]	
衫	θam[1]	
舢	θam[1]	～板
□	θam[12]	～母：蟑螂
甘	kam[1]	
柑	kam[1]	
泔	kam[1]	米～：洗過米的水
□	kam[1]	强迫給人
含	kam[2]	1在嘴裡含
銜	kam[2]	1
感	kam[3]	
㔶	kam[3]	鼎～：鍋蓋；蓋上，～瓦：蓋瓦
敢	kam[3]	
監	kam[5]	太～
鑒	kam[5]	
監	kam[16]	～督
堪	kʰam[1]	
勘	kʰam[1]	
艦	kʰam[3]	
蚶	xam[1]	
含	xam[2]	2～糊：糊塗
函	xam[2]	
涵	xam[2]	
咸	xam[2]	1～豐
銜	xam[2]	2軍～
韓	xam[2]	
喊	xam[5]	呼陷切，相～：吵架
餡	xam[6]	
□	xam[11]	～□nie35：打哈欠
庵	∅am[1]	
咸	∅am[2]	2～村：地名
飲	∅am[3]	1米湯
□	∅am[3]	～蟣：蛞蝓
暗	∅am[5]	
陝	θiam[5]	～西
閃	θiam[5]	
點	tᴇm[3]	1幾～；～火
展	tᴇm[3]	1
典	tᴇm[3]	1
店	tᴇm[5]	
□	tᴇm[5]	～奶：丈母娘
殿	tᴇm[6]	
墊	tᴇm[6]	
沉	tʰᴇm[2]	
染	nᴇm[3]	
糝	nᴇm[3]	飯～：飯粒
念	nᴇm[6]	1～經
臉	lᴇm[3]	
鹽	θᴇm[5]	以贍切，醃製
□	θᴇm[5]	蓋泥土
占	tʃᴇm[5]	～領
蠶	tʃʰᴇm[2]	
□	tʃʰᴇm[5]	銅鈸
鹹	kᴇm[2]	
減	kᴇm[3]	
檢	kᴇm[3]	
揀	kᴇm[3]	挑選
劍	kᴇm[5]	
欠	kʰᴇm[5]	
□	kʰᴇm[5]	蓋子
□	kʰᴇm[5]	推給別人去負擔
險	xᴇm[3]	1
厴	∅ᴇm[3]	螺螄頭上的圓蓋
厭	∅ᴇm[5]	
□	∅ᴇm[5]	～火：掩火
□	tem[1]	觸著凸起的東西覺得不舒服
□	tem[3]	～雞：燉雞
□	lem[15]	□ke11～孫：曾孫
□	lem[15]	□ke55～頭：寶蓋頭
𡳞	lem[16]	～脬：陰囊
森	θem[1]	
參	θem[1]	人參。單說
