	资料来源：《如皋方言的音韵地理研究》、《江苏如皋东南边界方言的卷舌音声母》	音系说明：新派口音阳去已经大量混入阴平									
白-读- 文=读=	阴平	阳平	上声	阴去	阳去	阴入	阳入				
	21	35	33	51	212	54	45				
tsɿ	资咨资姿兹孜		紫姊子								
tsʰɿ	雌差（参~）疵	瓷茨慈磁词祠饲辞	此	刺赐次伺	巳士仕自字寺						
sɿ	斯撕私师狮思司丝		死矢史使驶	祀四肆嗜	似俟事						
tʂʅ	知蜘支枝肢脂之芝		只指旨止址趾祉纸	智翅至致挚置志制							
tʂʰʅ	痴蚩	驰池弛迟持	耻齿		治峙痔滞						
ʂʅ	施尸诗	时鲥	屎始	视示试世势逝誓恃	是氏市侍						
tɕi				去-							
piᶨ	屄		彼比鄙媲	秘泌闭避=币弊陛							
pʰiᶨ	披	脾啤皮疲琵便（~宜）	痞丕	屁	被避-备-						
miᶨ		弥麋糜迷	米蚁-								
niᶨ		尼泥倪霓	你	腻=睨	腻-						
tɕiᶨ	羁饥姬基肌机饥鸡箕低		姐=几纪（姓）己挤底抵	纪冀季既霁济寄计继祭系（~带子）际忌=帝缔							
tɕʰiᶨ	欺期妻栖溪奚蹊梯	奇骑祁琪棋其旗祈齐=脐啼蹄提题	起岂启体	弃器气憇汽嚏替剃悌递	技妓忌-弟第地						
ɕiᶨ	熙希稀西牺犀兮	携	嬉徙玺喜洗	戏细系							
iᶨ	伊医衣依	宜仪移夷姨胰疑饴贻颐遗离=璃篱罹梨厘黎犁	倚椅矣以已蚁=乙=狸里鲤李礼蠡	意诣亿忆懿	义议异毅艺易詈茘利吏隶丽俪例厉励俐痢离-泪-						
puᵝ			补捕=	布怖							
pʰuᵝ	铺（~床）潽	蒲菩葡	甫谱圃浦普哺脯捕-辅-	铺（店~）	簿部步						
fuᵝ	夫肤敷	孚符扶芙巫浮	府俯斧抚釜腐辅=	赋付傅赴附负富副阜讣	父妇						
vuᵝ	污乌呜	吴吾梧毋无	五午侮武舞忤	晤误恶务=雾戊	务-护-						
tuᵝ	都		堵赌睹肚=	蠹妒							
tʰuᵝ		图屠徒途涂荼	土吐	兔	杜度渡镀肚-						
luᵝ		卢炉芦庐	卤鲁橹		赂路露鹭						
tsuᵝ	租		祖组阻								
tsʰuᵝ	粗初	锄雏	楚础	醋							
suᵝ	苏酥疏梳蔬		数（~个数）	溯塑诉素数（~字）漱							
tʂuᵝ	猪诸蛛诛株珠朱		煮主拄	贮伫著驻铸注蛀							
tʂʰuᵝ		除储厨	处（~理）鼠暑鼠杵	处（~长）	柱助住箸						
ʂuᵝ	舒书输抒殊		署薯	曙墅庶恕戍	竖树						
ʐuᵝ		如茹儒孺	汝乳								
kuᵝ	孤箍辜姑菇估		蛊贾（商~）古股鼓	固锢故雇顾							
kʰuᵝ	枯骷		苦	库裤							
xuᵝ	呼乎	壶狐胡湖糊蝴葫	虎		户互护=瓠						
ȵyᶨ			女								
lyᶨ		驴	履吕侣铝旅屡		虑滤						
tɕyᶨ	车居拘驹苣		嘴-举	巨拒=炬距=句锯据具=俱惧							
tɕʰyᶨ	蛆趋区躯驱	徐渠瞿衢齐-	取娶	去趣	聚穗拒-距-具-遂-						
ɕyᶨ	墟虚嘘须需尿荽		许栩诩	绪叙序絮祟婿岁-							
yᶨ	淤	于鱼渔余予虞愚娱隅盂臾腴俞榆圩-围-	语与宇禹羽雨屿予	喂-	御愈驭御誉预遇寓媪裕吁玉=						
pʊ	波玻菠播		簸（颠~）跛	簸（~箕）							
pʰʊ	坡	婆	叵颇	破剖							
mʊ	么	模馍摩魔磨（~刀）	母拇亩=牡=沫-		暮慕募墓幕磨（~头）						
tʊ	多		躲垛	剁惰堕							
tʰʊ	拖	佗陀驼鸵驮	妥	唾蜕	舵垛大-（~人）						
nʊ		奴挪	努	怒懦	糯						
lʊ	啰螺-（~儿）	罗箩锣逻螺=（~丝）骡脶	掳虏裸								
tsʊ			左佐	做							
tsʰʊ	搓磋			错（~误）挫锉	坐座						
sʊ	娑蓑梭		所锁琐								
kʊ	歌哥戈过-锅		果裹	个过=							
kʰʊ	柯轲苛科窠蝌颗棵		可	课							
ŋʊ		娥鹅蛾讹	我		饿						
xʊ		何河荷（~花）禾和	火伙	货和（应~）	祸贺荷（负~）						
ʊ	倭阿窝莴			卧							
miʊ				谬							
tiʊ	丢										
niʊ	溜	刘留瘤流榴	柳								
liʊ		牛=	扭纽								
tɕiʊ	纠赳阄鸠揪		酒久九韭	昝救灸究廐疚㾭							
tɕʰiʊ	秋丘邱蚯	酋囚仇（姓）求裘	搝		舅就旧						
ɕiʊ	差修休		朽	秀绣袖嗅宿（星~）							
iʊ	攸悠忧优幽	游犹由油尤邮	有友酉		右佑又柚莠诱幼						
pɑ	巴芭笆吧扒		把靶㞎	罢=霸灞							
