tsɿ	1	33	兹滋资姿咨辎之芝知支枝肢栀	
tsɿ	3	31	紫纸姊脂旨指子籽梓止趾址滓	
tsɿ	5	11	滞制智雉致至痔置志誌痣蛰痔	
tsɿ	7	35	蜘执汁质织职掷只=炙	
tsʰɿ	1	33	雌疵痴嗤□(偷看,发愣)	
tsʰɿ	2	13	迟慈磁糍瓷池驰辞词祠持	
tsʰɿ	3	31	此侈耻齿□(理睬:不~人)	
tsʰɿ	5	11	刺赐=翅次自稚字牸寺嗣治滞饲	
tsʰɿ	7	35	侄秩值直殖植赤=尽=斥=	
sɿ	1	33	斯撕施私师狮尸司丝思诗厮	
sɿ	2	13	时鲥	
sɿ	3	31	豕死矢使史驶始	
sɿ	5	11	世势誓逝赐匙是氏豉四肆示视嗜似祀已伺士仕柿俟事市侍式饰恃	
sɿ	7	35	识湿十什拾实室食蚀适释石=	
pi	3	31	比秕	
pi	5	11	弊蔽币毙闭敝备	
pi	7	35	逼笔毕必碧壁=璧	
pʰi	1	33	批披篦蓖	
pʰi	2	13	皮疲脾琵枇啤	
pʰi	3	31	彼丕鄙	
pʰi	5	11	陛屁避被譬	
pʰi	7	35	匹鼻僻辟劈-弼霹	
mi	1	33	眯咪	
mi	2	13	谜迷=弥眉楣	
mi	3	31	米靡	
mi	7	35	密密觅泌汨	
ti	1	33	低	
ti	3	31	底抵诋邸砥	
ti	7	35	的(目~)滴=嫡	
tʰi	1	33	梯锑	
tʰi	2	13	提堤题蹄啼	
tʰi	3	31	体	
tʰi	5	11	替弟帝递隶地涕弟	
tʰi	7	35	踢剔笛敌狄籴涤惕	
li	2	13	梨黎篱离璃漓厘犁	
li	3	31	旅礼履李里理鲤狸娌	
li	5	11	利痢丽吏励泪滤厉荔	
li	7	35	立力栗历雳律率(速~)粒沥	
ʨi	1	33	机讥饑几(茶~)基鸡稽屐	
ʨi	3	31	己挤几(~个)纪(年~)嘴-	
ʨi	5	11	祭际济计继季系(~鞋帶)寄记既	
ʨi	7	35	急级给(供~)积迹脊绩即鲫击激=籍	
ʨʰi	1	33	蛆趋妻凄	
ʨʰi	2	13	奇齐脐骑歧祁鳍其棋期旗	
ʨʰi	3	31	取娶启企起岂杞	
ʨʰi	5	11	趣砌契(~約)汽技妓器弃气	
ʨʰi	7	35	七漆集及疾极寂戚吃泣	
ȵi	2	13	泥倪宜仪尼疑谊	
ȵi	3	31	你=拟	
ȵi	5	11	艺义议毅刈你-	
ȵi	7	35	匿日-逆溺腻	
ɕi	1	33	希稀牺熙嬉西溪须虽-需犀	
ɕi	2	13	徐	
ɕi	3	31	洗喜玺髓	
ɕi	5	11	序叙绪絮细系岁-穗-遂-隧-	
ɕi	7	35	婿携习悉恤息熄媳惜昔席夕析锡=	
i	1	33	医衣依伊	
i	2	13	移夷姨饴沂遗彝颐	
i	3	31	倚椅矣已以	
i	5	11	忆亿意易(交~)亦翼异肄	
i	7	35	一逸益缢易揖(作~)译液抑疫-役-入-日=	
pu	3	31	补捕	
pu	5	11	布佈	
pu	7	35	不	
pʰu	1	33	铺(~床)	
pʰu	2	13	蒲菩葡匍	
pʰu	3	31	谱普浦圃甫	
pʰu	5	11	部簿铺(店~)怖埠步	
pʰu	7	35	仆朴扑勃渤瀑	
mu	2	13	模	
mu	3	31	母拇	
mu	5	11	暮慕墓募幕	
mu	7	35	木目穆牧	
fu	1	33	呼乎夫敷麸肤	
fu	2	13	胡湖狐壶俘符扶芙浮	
fu	3	31	虎琥府俯腑斧釜抚腐浒釜	
fu	5	11	户沪互护附付赋傅赴讣富副	
fu	7	35	复忽佛(仿~)福幅蝠腹覆服伏匐袱辐拂蝮孵	
ku	1	33	姑孤箍估辜鸪菇	
ku	2	13	跍((蹲))	
ku	3	31	古牯诂股鼓蛊钴	
ku	5	11	过-故固雇顾崮痼	
ku	7	35	骨谷	
kʰu	1	33	枯骷	
kʰu	3	31	苦	
kʰu	5	11	库裤	
kʰu	7	35	哭酷窟(~窿)	
u	1	33	乌污巫诬污钨坞	
u	2	13	吴蜈梧吾无	
u	3	31	五=伍=午=武舞=侮鹉	
u	5	11	误悟坞恶(可~)务雾戊	
u	7	35	物勿屋	
ky	1	33	猪诸居诛蛛株朱硃珠拘驹茱	
ky	3	31	煮举主矩	
ky	5	11	巨拒距句据锯=注蛀铸	
ky	7	35	桔菊掬局	
kʰy	1	33	区驱	
kʰy	2	13	除储渠厨瞿	
kʰy	3	31	处(相~)褚	
kʰy	5	11	苧著(显~)处(~所)去=(来~)具惧拄柱注住俱	
kʰy	7	35	出	
ȵy	5	11	遇	
ȵy	2	13	鱼渔	
ȵy	3	31	女语	
ɕy	1	33	书虚墟嘘输戍吁舒抒妤纾	
ɕy	2	13	殊	
ɕy	3	31	署鼠暑许水诩曙黍	
ɕy	5	11	树庶恕竖	
ɕy	7	35	术述秫	
y	1	33	瘀淤	
y	2	13	余馀儒鱼=渔=愚=虞娱于迂盂榆愉逾如俞臾瘐谀	
y	3	31	雨宇禹羽与(给~)汝	
y	5	11	誉预豫寓吁愈芋喻裕御	
y	7	35	疫=役=入=域-棫蜮	
pa	1	33	巴芭疤爸	
pa	3	31	把(~推)	
pa	5	11	霸把(刀~)坝罢	
pa	7	35	八叭伯-百-北-	
pʰa	1	33	擘(~开,张开:把脚~开)扒(~开)	
pʰa	2	13	爬扒(~手)琶耙钯	
pʰa	5	11	怕帕	
pʰa	7	35	拔拍-	
ma	1	33	妈	
ma	2	13	麻蟆(蛤~)	
ma	3	31	马码摸(~东西,指偷盗)	
ma	5	11	骂	
ma	7	35	抹陌-麦-没-(沉~)默-脉-墨	
fa	1	33	花	
fa	2	13	华铧桦划(~算)	
fa	5	11	化画话=划(计~)	
fa	7	35	发伐筏罚法乏髪	
ta	1	33	遮	
ta	3	31	打者	
ta	7	35	答只-搭耷	
ta	5	11	蔗	
tʰa	1	33	车-它他=	
tʰa	3	31	扯	
tʰa	7	35	赤-尺-踏拓(~本)沓塔溻塌达	
la	1	33	拉拿	
la	2	13	挪	
la	3	31	邬	
la	5	11	那	
la	7	35	纳捺辣腊蜡	
ka	1	33	痂家伽	
ka	5	11	架嫁	
ka	7	35	夹-裌-甲-(指~)挟-(~菜)革-隔-格-胳-	
kʰa	7	35	刻客克咳	
ŋa	1	33	桠鸦-丫(张开)	
ŋa	2	13	牙-衙-伢-伢-(~唧:男孩)	
