音标	调类	调值	辖字
wɒŋ	2	113	王
tʰɒŋ	2	113	堂
dɒŋ	2	113	堂
nɒŋ	2	113	唐
tɕʰɒŋ	2	113	長[實際音]
dʑɒŋ	2	113	長[實際音]
ȵɒŋ	2	113	娘[實際音]
tsʰɒŋ	2	113	藏
dzɒŋ	2	113	藏
ʐɒŋ	2	113	裳[實際音]
lɒŋ	2	113	郎
ɻɒŋ	2	113	穰[實際音]
kɒŋ	3	41	䴚
kʰɒŋ	3	41	慷
ʔɒŋ	3	41	坱
xɒŋ	3	41	汻
pɒŋ	3	41	榜
pʰɒŋ	3	41	髈
ʔwɒŋ	3	41	徃[實際音]往[實際音]
tɒŋ	3	41	黨
tʰɒŋ	3	41	矘
tɕɒŋ	3	41	長[實際音]
tɕʰɒŋ	3	41	昶[實際音]
tsɒŋ	3	41	駔
tsʰɒŋ	3	41	蒼
sɒŋ	3	41	顙
ŋɒŋ	4	21	駠
ɣɒŋ	4	21	沆
mɒŋ	4	21	莽
tʰɒŋ	4	21	蕩
dɒŋ	4	21	蕩
nɒŋ	4	21	曩
tɕʰɒŋ	4	21	丈[實際音]
dʑɒŋ	4	21	丈[實際音]
tsʰɒŋ	4	21	奘
dzɒŋ	4	21	奘
lɒŋ	4	21	朗
kɒŋ	5	55	鋼
kʰɒŋ	5	55	抗
ʔɒŋ	5	55	盎
pɒŋ	5	55	螃
pʰɒŋ	5	55	□[月放]𦜍[月放]
ʔwɒŋ	5	55	望
tɒŋ	5	55	讜
tʰɒŋ	5	55	儻
tɕɒŋ	5	55	帳[實際音]
tɕʰɒŋ	5	55	悵[實際音]
tsɒŋ	5	55	葬
tsʰɒŋ	5	55	䅮
sɒŋ	5	55	喪
ŋɒŋ	6	11	枊
ɣɒŋ	6	11	吭
pʰɒŋ	6	11	傍
bɒŋ	6	11	傍
mɒŋ	6	11	漭
tʰɒŋ	6	11	宕
dɒŋ	6	11	宕
nɒŋ	6	11	儾
tɕʰɒŋ	6	11	仗[實際音]
dʑɒŋ	6	11	仗[實際音]
ȵɒŋ	6	11	釀
tsʰɒŋ	6	11	藏
dzɒŋ	6	11	藏
lɒŋ	6	11	浪
kɒk	7	5	各
kʰɒk	7	5	恪
ʔɒk	7	5	惡
xɒk	7	5	□[月寉]𦞦[月寉]
pɒk	7	5	博
pʰɒk	7	5	□[革頁]𩔈[革頁]
tɒk	7	5	沰
tʰɒk	7	5	託
tɕɒk	7	5	芍
tɕʰɒk	7	5	□[召比]
tsɒk	7	5	作
tsʰɒk	7	5	錯
sɒk	7	5	索
ŋɒk	8	24	咢
ɣɒk	8	24	涸
pʰɒk	8	24	泊
bɒk	8	24	泊
mɒk	8	24	莫
tʰɒk	8	24	鐸
dɒk	8	24	鐸
nɒk	8	24	諾
tɕʰɒk	8	24	著
dʑɒk	8	24	著
ȵɒk	8	24	逽
tsʰɒk	8	24	昨
dzɒk	8	24	昨
lɒk	8	24	落
kuŋ	1	334	公
kʰuŋ	1	334	空
ʔuŋ	1	334	翁
xuŋ	1	334	烘
pʰuŋ	1	334	□[彳夅]𢓤[彳夅]
tuŋ	1	334	東
tʰuŋ	1	334	通
tɕuŋ	1	334	中[實際音]
tɕʰuŋ	1	334	踵[實際音]
tsuŋ	1	334	葼
tsʰuŋ	1	334	悤
suŋ	1	334	檧
tʂuŋ	1	334	鐘[實際音]
tʂʰuŋ	1	334	衝[實際音]
ʂuŋ	1	334	舂[實際音]
guŋ	2	113	□[丸頁]𩑖[丸頁]
ŋuŋ	2	113	㟅
ɣuŋ	2	113	洪
pʰuŋ	2	113	蓬
buŋ	2	113	蓬
muŋ	2	113	蒙
tʰuŋ	2	113	同
duŋ	2	113	同
nuŋ	2	113	齈
tɕʰuŋ	2	113	重[實際音]
dʑuŋ	2	113	重[實際音]
ȵuŋ	2	113	醲
tsʰuŋ	2	113	叢
dzuŋ	2	113	叢
tʂʰuŋ	2	113	崇[實際音]蟲[實際音]
dʐuŋ	2	113	崇[實際音]蟲[實際音]
ʐuŋ	2	113	鱅[實際音]
luŋ	2	113	籠
ɻuŋ	2	113	戎
kuŋ	3	41	□[革貢]𩌌[革貢]
kʰuŋ	3	41	孔
ʔuŋ	3	41	蓊
xuŋ	3	41	嗊
puŋ	3	41	琫
tuŋ	3	41	董
tʰuŋ	3	41	侗
tsuŋ	3	41	總
suŋ	3	41	□[甬攵]
ŋuŋ	4	21	湡
ɣuŋ	4	21	澒
pʰuŋ	4	21	菶
buŋ	4	21	菶
muŋ	4	21	蠓
tʰuŋ	4	21	動
duŋ	4	21	動
tsʰuŋ	4	21	嵸
dzuŋ	4	21	嵸
luŋ	4	21	贚
kuŋ	5	55	贡
kʰuŋ	5	55	控
ʔuŋ	5	55	瓮
xuŋ	5	55	烘
tuŋ	5	55	凍
tʰuŋ	5	55	痛
tɕuŋ	5	55	仲[實際音]
tsuŋ	5	55	糉
tsʰuŋ	5	55	謥
suŋ	5	55	送
ɣuŋ	6	11	哄
pʰuŋ	6	11	□[木蓬]𣟀[木蓬]
buŋ	6	11	□[木蓬]𣟀[木蓬]
muŋ	6	11	懞
tʰuŋ	6	11	洞
duŋ	6	11	洞
nuŋ	6	11	齈
tsʰuŋ	6	11	□[聚攴]𣀒[聚攴]
dzuŋ	6	11	□[聚攴]𣀒[聚攴]
luŋ	6	11	弄
kuk	7	5	穀
kʰuk	7	5	哭
ʔuk	7	5	屋
xuk	7	5	□[吉殳]𭮪[吉殳]
puk	7	5	卜
pʰuk	7	5	扑
tuk	7	5	豰篤
tʰuk	7	5	禿
tɕuk	7	5	竹[實際音]
tsuk	7	5	簇
tsʰuk	7	5	瘯
suk	7	5	速
ŋuk	8	24	㹊
ɣuk	8	24	□[索殳]𭮹[索殳]
pʰuk	8	24	僕
buk	8	24	僕
muk	8	24	木
tʰuk	8	24	獨
duk	8	24	獨
nuk	8	24	耨
tsʰuk	8	24	族
dzuk	8	24	族
luk	8	24	祿
ɻuk	8	24	辱
kɒu	1	334	高
kʰɒu	1	334	尻
ʔɒu	1	334	熝
xɒu	1	334	蒿
pɒu	1	334	褒
pʰɒu	1	334	㯱
tɒu	1	334	刀
tʰɒu	1	334	饕
tɕɒu	1	334	昭[實際音]
tɕʰɒu	1	334	超[實際音]
tsɒu	1	334	糟
tsʰɒu	1	334	操
sɒu	1	334	騷
tʂɒu	1	334	昭[實際音]
ʂɒu	1	334	燒[實際音]
ŋɒu	2	113	敖
ɣɒu	2	113	豪
pʰɒu	2	113	袍
bɒu	2	113	袍
mɒu	2	113	毛
tʰɒu	2	113	陶
dɒu	2	113	陶
nɒu	2	113	猱劳[實際音]
tɕʰɒu	2	113	潮[實際音]
dʑɒu	2	113	潮[實際音]
tsʰɒu	2	113	曹
dzɒu	2	113	曹
ʐɒu	2	113	韶[實際音]
lɒu	2	113	勞[實際音]
ɻɒu	2	113	饒[實際音]
kɒu	3	41	暠稿[實際音]
kʰɒu	3	41	考
ʔɒu	3	41	襖
xɒu	3	41	好
pɒu	3	41	寶
pʰɒu	3	41	皫
tɒu	3	41	倒
tʰɒu	3	41	討
tɕɒu	3	41	沼[實際音]
tsɒu	3	41	早
tsʰɒu	3	41	草
sɒu	3	41	㛮
ŋɒu	4	21	□[艸午頁]𦽀[艸午頁]
ɣɒu	4	21	皓
pʰɒu	4	21	抱
bɒu	4	21	抱
mɒu	4	21	蓩
tʰɒu	4	21	道
dɒu	4	21	道
nɒu	4	21	懊
tsʰɒu	4	21	皁
dzɒu	4	21	皁
lɒu	4	21	老
kɒu	5	55	誥
kʰɒu	5	55	鎬
ʔɒu	5	55	奧
xɒu	5	55	耗
pɒu	5	55	報
pʰɒu	5	55	犥
tɒu	5	55	到
tʰɒu	5	55	韜
tsɒu	5	55	竈
tsʰɒu	5	55	操
sɒu	5	55	喿
kʰɒu	6	11	櫭
gɒu	6	11	櫭
ŋɒu	6	11	傲
ɣɒu	6	11	号
pʰɒu	6	11	暴
bɒu	6	11	暴
mɒu	6	11	□[忄冒]𢝌[忄冒]
tʰɒu	6	11	導
dɒu	6	11	導
nɒu	6	11	腝
tsʰɒu	6	11	漕
dzɒu	6	11	漕
lɒu	6	11	嫪
