#ɿ			
ts	①資支知之隻 ③子紙只 ⑤自字治至致志翅  ⑦織直		
tsʰ	①雌 ②遲辭詞 ③此恥齒址趾 ⑤滞次賜 ⑦吃尺		
s	①師獅思斯施詩寺 ②時匙 ③死使始矢 ⑤世示視士事伺四似是寺侍式試飾 ⑦十石實		
z	⑦日		
#i			
p	③比彼 ⑤蔽閉俻幣被 ⑦憋筆壁逼鼻		
pʰ	②皮疲脾琵痹庇枇 ③鄙秕 ⑤屁		
m	②迷篾眉謎彌寐 ③米 ⑦密		
t	①低爹 ③底抵 ⑤帝地弟第遞隷 ⑦笛		
tʰ	①梯 ②堤提题 ⑤替剃涕 ⑦踢		
n	①的{白} ②離梨泥尼疑宜 ③里理裹禮 ⑤利例藝議 ⑦力曆立粟		
tɕ	①鷄 ③幾己姐紀虮{∽子} ⑤祭計忌繼寄季技妓借 ⑦及擊吉极急集結积		
tɕʰ	①棲妻欺溪契 ②弯其旗奇 ③起 ⑤器氣 ⑦七		
ɕ	①希西奚兮些 ②邪 ③洗喜徙寫璽 ⑤系細戲謝卸 ⑦習息吸席协		
Ø	①衣依醫 ②夷移遗爺 ③以矣已椅野 ⑤意憶義夜 ⑦一		
#uᶹ			
p	③補 ⑤布步怖部 ⑦不		
pʰ	①鋪 ②蒲菩 ③譜 ⑤鋪{∽子} ⑦鋪		
m	②蟆模 ③母拇 ⑤幕墓慕□{腦袋愚笨} ⑦木目		
f	②壺湖胡狐乎葫扶符芙 ③虎府滸腑斧俯撫腐輔 ⑤父富副婦戶付互附負護 ⑦服		
v	①乌 ②吴 ③五武 ⑤雾 ⑦物屋		
t	③賭肚堵 ⑤杜度渡妒鍍 ⑦毒讀		
tʰ	②圖徒涂途屠 ③土吐		
n	②奴廬爐盧蘆 ⑤路 ⑦鹿六律綠		
k	③古{强求，那个小娃儿∽到要他妈抱}估股鼓 ⑤固故 ⑦骨谷		
kʰ	①箍 ②跍 ③苦 ⑤褲庫 ⑦哭		
ts	①租猪 ③主 ⑤做柱 ⑦竹卒足烛		
tsʰ	①初 ②锄除 ③楚 ⑦出		
s	①书输 ③鼠数数{動詞，∽錢} ⑤竖树塑 ⑦赎属宿叔熟		
z	②如□{麻、无力} ③乳儒 ⑦入		
#y			
tɕ	①拘居 ③舉 ⑤巨句聚娶 ⑦局菊橘		
tɕʰ	①區樞 ②渠瞿 ③取 ⑤趣去		
ɕ	①雖须虚靴 ②徐 ③許 ⑤序遂絮隧敍		
n	②驢 ③吕履女 ⑤慮		
Ø	②余餘於于魚愚 ③羽雨舆 ⑤遇玉 ⑦浴		
#ᴀ			
p	①巴 ③把 ⑤罷 ⑦八		
pʰ	①趴□{食物等烂、糊、软和} ②鈀爬螃{∽蟹}⑤怕帕		
m	①媽 ②麻 ③馬 ④駡		
f	⑦发法罚		
t	③打 ⑤大 ⑦达		
tʰ	①他 ⑦踏		
n	①拉他{白} ②拿 ⑤那 ⑦辣蜡		
x	⑤下{白}		
ts	⑤炸 ⑦扎杂		
tsʰ	②茶查 ⑦擦		
s	①沙 ③撒 ⑦杀		
#iᴀ			
tɕ	①家佳嗟 ③假 ⑤架駕 ⑦夾甲		
tɕʰ			
ɕ	①蝦 ②斜霞 ⑤下 ⑦瞎		
ȵ	①鸦 ②牙涯 ③哑 ⑦鴨		
Ø			
#uᴀ			
k	①瓜 ③寡 ⑤褂 ⑦刮		
kʰ	①夸		
x	①花 ②華 ⑤化話畫 ⑦滑		
ts	①抓		
s	③耍 ⑦刷		
z	②挼{揉}		
Ø	①蛙挖 ②娃 ③瓦 ⑦襪挖		
#o			
p	①波菠玻 ⑤剝縛薄撥		
pʰ	①坡 ②婆 ③剖 ⑤破 ⑦潑		
m	①摸 ②磨 ⑤暮 ⑦末莫		
t	①多 ③朶躲 ⑤舵 ⑦奪		
tʰ	①拖 ③妥 ⑦脱託托		
n	②羅騾蘿 ⑦落		
k	①哥歌鍋 ③果 ⑤過個 ⑦各鸽割郭		
kʰ	①科 ③可 ⑤課 ⑦殻		
x	①喝 ②河合和 ③火 ⑤货 ⑦喝或活鹤霍合		
ŋ	③我 ⑦恶		
ts	③左 ⑤坐 ⑦作桌着綴輟拙		
tsʰ	⑤錯 ⑦戳着{睡∽}		
s	③所 ⑦説索縮		
z	⑦若		
Ø	①窩 ②鵝峨俄蛾 ⑤臥餓 ⑦握		
#io			
tɕ	⑦腳角		
tɕʰ	⑦雀		
ɕ	⑦学		
Ø	⑦月越葯约育		
#ɚ			
Ø	②而兒 ③耳爾 ⑤二贰		
#æ̞			
p	⑦白北百		
pʰ	⑦拍		
z	⑦热		
#uæ̞			
kʰ	⑦阔		
#e			
p	⑦白		
m	⑦麦		
t	⑦得		
k	⑦隔格		
kʰ	⑦客		
x	⑦黑		
ŋ	⑦額		
ts	⑦折摘		
tsʰ	⑦侧拆撤择		
s	⑦舌設		
#uᴇ			
k	⑦国		
#ae			
p	①跛 ③摆 ⑤拜敗 ⑦白		
pʰ	②排牌 ⑤派		
m	②埋 ③買 ⑤賣		
t	⑤待带代		
tʰ	①大{白}胎 ③台 ⑤泰太		
n	①奶那{白} ②來 ③乃奶 ⑤賴		
k	①該街皆阶 ③改解{白，∽开} ⑤蓋届丐		
kʰ	①開揩 ③楷凯 ⑤概愾溉		
x	②鞋 ③海蟹 ⑤害亥		
ŋ	①哀 ②涯崖 ③矮 ⑤艾爱		
ts	①災齋 ③宰 ⑤再在债寨 ⑦折窄		
tsʰ	①猜 ②才柴 ③採 ⑤蔡菜		
s	①腮篩 ②蛇 ⑤晒射		
#uae			
k	①乖 ⑤怪		
kʰ	③塊 ⑤快會{∽計}		
x	①歡{白，∽喜} ②懷 ⑤壞		
ts	①栽{白，摔}		
tsʰ	③揣		
s	①衰 ⑤帥		
Ø	①歪 ⑤外		
#ie			
p	⑦别		
pʰ	⑦劈		
n	⑦列孽捏		
t	⑦碟跌		
tʰ	⑦铁		
tɕ	③解 ⑤介界戒械 ⑦节接		
tɕʰ	⑦切截		
ɕ	②諧偕孩{老文讀}		
#ei			
p	①卑碑悲 ⑤倍貝臂佩背秘		
pʰ	①披 ③丕 ⑤配		
m	②梅 ③美 ⑤妹 ⑦墨		
f	①飛非 ②肥 ⑤肺费廢		
ts	③者		
tsʰ	①车 ③扯		
s	②蛇佘{姓} ③舍{∽得} ⑤射麝舍{宿∽}社 ⑦設舌		
#uei			
t	①堆 ⑤兌對隊		
tʰ	①推 ③腿 ⑤退褪		
n	②雷 ③累{∽積}屢 ⑤内類累		
k	①歸龜 ⑤桂贵櫃跪		
kʰ	①虧 ②葵		
x	①灰徽 ②回 ③毁 ⑤會惠彗		
ts	①追錐 ③嘴 ⑤罪最醉		
tsʰ	①吹 ②垂 ⑤脆翠悴粹碎		
s	②随誰 ③水 ⑤歲税睡瑞絮		
z	⑤銳		
Ø	①威 ②桅危微圍維惟為 ③委尾 ⑤衛位畏未味為		
#ᴀɞ			
p	①包抱 ③饱		
pʰ	⑤炮		
m	①猫 ②毛 ⑤帽		
t	①刀 ③着{白} ⑤道		
tʰ	②挑 ③讨		
n	③老脑 ⑤闹		
k	①高		
kʰ	⑤靠		
x	③好 ⑤号		
ŋ	②熬		
s	①烧 ③嫂		
ts	③找 ⑤罩照		
tsʰ	①抄 ②朝 ③草 ⑤造		
