字	片	区	小片	方言点	声母	韵母	调值	调类	备注
尾	閩南區	泉漳片		晉江(青陽鎮)	b	e	55	上聲	
尿	閩南區	泉漳片		晉江(青陽鎮)	l	io	41	去聲	
屙	閩南區	泉漳片		晉江(青陽鎮)	kʰ	o		33	
巖	閩南區	泉漳片		晉江(青陽鎮)	g	iam	24	陽平	
左	閩南區	泉漳片		晉江(青陽鎮)	ts	ɔ	55	上聲	
己	閩南區	泉漳片		晉江(青陽鎮)	k	i	55	上聲	
布	閩南區	泉漳片		晉江(青陽鎮)	p	ɔ	41	去聲	
幼	閩南區	泉漳片		晉江(青陽鎮)	0	iu	31	去聲	
废	閩南區	泉漳片		晉江(青陽鎮)	h	ue	31	去聲	
开	閩南區	泉漳片		晉江(青陽鎮)	kʰ	ui/ai	33	陰平	文讀，白讀。
弦	閩南區	泉漳片		晉江(青陽鎮)	h	ian	24	陽平	
很	閩南區	泉漳片		晉江(青陽鎮)	h	in/un	55	上聲	文讀，忙碌。
思	閩南區	泉漳片		晉江(青陽鎮)	s	i	33	陰平	
怪	閩南區	泉漳片		晉江(青陽鎮)	k	ue/uai	31	去聲	
恋	閩南區	泉漳片		晉江(青陽鎮)	l	uan	24	陽平	
懿	閩南區	泉漳片		晉江(青陽鎮)	0	i	31	去聲	
戍	閩南區	泉漳片		晉江(青陽鎮)	s/tsʰ	u	31	去聲	文讀，房屋(原書作「厝」)。
我	閩南區	泉漳片		晉江(青陽鎮)	g/ŋ	ua/ɔ̃		55	文讀，白讀。
扁	閩南區	泉漳片		晉江(青陽鎮)	p	ɪ̃/ian	55	上聲	
才	閩南區	泉漳片		晉江(青陽鎮)	ts	ai	24	陽平	
披	閩南區	泉漳片		晉江(青陽鎮)	pʰ	i	33	陰平	
拏	閩南區	泉漳片		晉江(青陽鎮)	n	ã	55	上聲	
拑	閩南區	泉漳片		晉江(青陽鎮)	kʰ	ɪ̃	24	陽平	
挽	閩南區	泉漳片		晉江(青陽鎮)	b	an	55	上聲	
搅	閩南區	泉漳片		晉江(青陽鎮)	k	iau	55	上聲	
搓	閩南區	泉漳片		晉江(青陽鎮)	tʰ	o	33	陰平	鴨喙搓。
搜	閩南區	泉漳片		晉江(青陽鎮)	s	o	33	陰平	
搲	閩南區	泉漳片		晉江(青陽鎮)	0	ua	41	去聲	～拐：拄拐杖。
救	閩南區	泉漳片		晉江(青陽鎮)	k	iu	31	去聲	
敲	閩南區	泉漳片		晉江(青陽鎮)	kʰ	au	33	陰平	敲剝。
斡	閩南區	泉漳片		晉江(青陽鎮)	0	uat	55	陰入	
施	閩南區	泉漳片		晉江(青陽鎮)	s	i	33	陰平	
普	閩南區	泉漳片		晉江(青陽鎮)	pʰ	u/ɔ	55	上聲	文讀，天普普光。
曹	閩南區	泉漳片		晉江(青陽鎮)	ts	ɔ	24	陽平	
朱	閩南區	泉漳片		晉江(青陽鎮)	ts	u	33	陰平	
柔	閩南區	泉漳片		晉江(青陽鎮)	l	iu	24	陽平	
桓	閩南區	泉漳片		晉江(青陽鎮)	h	uan	24	陽平	
梅	閩南區	泉漳片		晉江(青陽鎮)	m	uɪ̃	24	陽平	
械	閩南區	泉漳片		晉江(青陽鎮)	h	ai	24	陽平	
歆	閩南區	泉漳片		晉江(青陽鎮)	h	im	33	陰平	
歎	閩南區	泉漳片		晉江(青陽鎮)	tʰ	an	31	去聲	
汁	閩南區	泉漳片		晉江(青陽鎮)	ts	ap	55	陰入	
沉	閩南區	泉漳片		晉江(青陽鎮)	t/tʰ	im/iam	24/31	陽平/去聲	文讀，使沉。
泛	閩南區	泉漳片		晉江(青陽鎮)	h	uan	31	去聲	
波	閩南區	泉漳片		晉江(青陽鎮)	p/pʰ	ɔ/o	33	陰平	起風波，單字讀。
浔	閩南區	泉漳片		晉江(青陽鎮)	s	im	24	陽平	
潭	閩南區	泉漳片		晉江(青陽鎮)	tʰ	am	24	陽平	
炬	閩南區	泉漳片		晉江(青陽鎮)	k	u	31	去聲	炬火。
烂	閩南區	泉漳片		晉江(青陽鎮)	l/n	an/uã	31	去聲	燦爛，白讀。
焰	閩南區	泉漳片		晉江(青陽鎮)	0	iam	41	去聲	
燃	閩南區	泉漳片		晉江(青陽鎮)	h/n	iã	24	陽平	單字讀，燃火
燥	閩南區	泉漳片		晉江(青陽鎮)	s	o/ɔ	41/31	去聲	燥性，焦燥。
猷	閩南區	泉漳片		晉江(青陽鎮)	0	iu	24	陽平	
珠	閩南區	泉漳片		晉江(青陽鎮)	ts	iu/u	33	陰平	文讀，目珠：眼睛(原書作「目周」)。
瓦	閩南區	泉漳片		晉江(青陽鎮)	0	ua	55	上聲	文讀。
疲	閩南區	泉漳片		晉江(青陽鎮)	pʰ	i	24	陽平	
痰	閩南區	泉漳片		晉江(青陽鎮)	tʰ	am	24	陽平	
眉	閩南區	泉漳片		晉江(青陽鎮)	b	i	24	陽平	
矛	閩南區	泉漳片		晉江(青陽鎮)	m	ãu	24	陽平	
矮	閩南區	泉漳片		晉江(青陽鎮)	0	ue	55	上聲	
私	閩南區	泉漳片		晉江(青陽鎮)	s	ai/i	33	陰平	文讀，私骹。
穴	閩南區	泉漳片		晉江(青陽鎮)	h	iat	24	陽入	
笠	閩南區	泉漳片		晉江(青陽鎮)	l	ueʔ	24	陽入	
篾	閩南區	泉漳片		晉江(青陽鎮)	b	iʔ	24	陽入	
粗	閩南區	泉漳片		晉江(青陽鎮)	tsʰ	ɔ	33	陰平	
糟	閩南區	泉漳片		晉江(青陽鎮)	ts	au	33	陰平	
纽	閩南區	泉漳片		晉江(青陽鎮)	l	iu	55	上聲	
细	閩南區	泉漳片		晉江(青陽鎮)	s	e	31	去聲	
翠	閩南區	泉漳片		晉江(青陽鎮)	tsʰ	ui	31	去聲	
肄	閩南區	泉漳片		晉江(青陽鎮)	0	i	31	去聲	
肝	閩南區	泉漳片		晉江(青陽鎮)	k	uã/an	33	陰平	
腻	閩南區	泉漳片		晉江(青陽鎮)	l	i	31	去聲	
舅	閩南區	泉漳片		晉江(青陽鎮)	k	u/iu	33	陰平	文讀，白讀。
舍	閩南區	泉漳片		晉江(青陽鎮)	s	ia	31	去聲	
芭	閩南區	泉漳片		晉江(青陽鎮)	p	a	33	陰平	
茅	閩南區	泉漳片		晉江(青陽鎮)	m	ãu	24	陽平	
萱	閩南區	泉漳片		晉江(青陽鎮)	s	uan	33	陰平	
葉	閩南區	泉漳片		晉江(青陽鎮)	0	iap	24	陽入	姓。
蓝	閩南區	泉漳片		晉江(青陽鎮)	l	am	24	陽平	
蔽	閩南區	泉漳片		晉江(青陽鎮)	p	e	55	上聲	
蕈	閩南區	泉漳片		晉江(青陽鎮)	tʰ	am	24	陽平	
虛	閩南區	泉漳片		晉江(青陽鎮)	h	i	33	陰平	
虞	閩南區	泉漳片		晉江(青陽鎮)	g	u	24	陽平	
蛙	閩南區	泉漳片		晉江(青陽鎮)	0	ua	33	陰平	
蛟	閩南區	泉漳片		晉江(青陽鎮)	k	au	33	陰平	
蝶	閩南區	泉漳片		晉江(青陽鎮)	t	iap	24	陽入	
螺	閩南區	泉漳片		晉江(青陽鎮)	l	e/ɔ	24	陽平	螺絲，白讀。
衣	閩南區	泉漳片		晉江(青陽鎮)	0	ui/i	33	陰平	文讀，胞衣。
补	閩南區	泉漳片		晉江(青陽鎮)	p	ɔ	55	上聲	
衰	閩南區	泉漳片		晉江(青陽鎮)	s	ue	33	陰平	
袄	閩南區	泉漳片		晉江(青陽鎮)	0	o	55	上聲	
袍	閩南區	泉漳片		晉江(青陽鎮)	pʰ	au	24	陽平	文讀。
袴	閩南區	泉漳片		晉江(青陽鎮)	kʰ	ɔ	41	去聲	
裴	閩南區	泉漳片		晉江(青陽鎮)	p	ue	24	陽平	
裹	閩南區	泉漳片		晉江(青陽鎮)	k	ɔ	55	上聲	
許	閩南區	泉漳片		晉江(青陽鎮)	h/kʰ	i/ɔ	55	上聲	文讀，姓。
誰	閩南區	泉漳片		晉江(青陽鎮)	s	ui	24	陽平	
许	閩南區	泉漳片		晉江(青陽鎮)	h/kʰ	i/ɔ	55	上聲	文讀，姓。
豪	閩南區	泉漳片		晉江(青陽鎮)	h	ɔ	24	陽平	
貳	閩南區	泉漳片		晉江(青陽鎮)	l	i	31	去聲	
赖	閩南區	泉漳片		晉江(青陽鎮)	l	ua/ai	31	去聲	
赵	閩南區	泉漳片		晉江(青陽鎮)	t	io	33	陰平	姓。
起	閩南區	泉漳片		晉江(青陽鎮)	kʰ	i	55	上聲	
轉	閩南區	泉漳片		晉江(青陽鎮)	t/ts	uɪ̃/ŋ/uan	55	上聲	文讀，白讀，回。
车	閩南區	泉漳片		晉江(青陽鎮)	k	i	33	陰平	
辉	閩南區	泉漳片		晉江(青陽鎮)	h	ui	33	陰平	
输	閩南區	泉漳片		晉江(青陽鎮)	s	u	33	陰平	
过	閩南區	泉漳片		晉江(青陽鎮)	k	e/ua/ɔ	31	去聲	文讀，白讀，罪過。
迷	閩南區	泉漳片		晉江(青陽鎮)	b	e	24	陽平	
逵	閩南區	泉漳片		晉江(青陽鎮)	k	ui	24	陽平	
遂	閩南區	泉漳片		晉江(青陽鎮)	s/tsʰ	ui/e	31	去聲	文讀，尋找(原書作「手罪」)。
遛	閩南區	泉漳片		晉江(青陽鎮)	l	iu	33	陰平	
鐵	閩南區	泉漳片		晉江(青陽鎮)	tʰ	iʔ/iat	55	陰入	文讀，白讀。
钵	閩南區	泉漳片		晉江(青陽鎮)	p	uaʔ	55	陰入	
锁	閩南區	泉漳片		晉江(青陽鎮)	s	o	55	上聲	
锄	閩南區	泉漳片		晉江(青陽鎮)	t/tʰ	i	24	陽平	鋤頭，鋤草。
锅	閩南區	泉漳片		晉江(青陽鎮)	0	e	33	陰平	
锥	閩南區	泉漳片		晉江(青陽鎮)	ts	ui	33	陰平	
镰	閩南區	泉漳片		晉江(青陽鎮)	l	iam	24	陽平	
閑	閩南區	泉漳片		晉江(青陽鎮)	0/h	uɪ̃/an	24	陽平	文讀，白讀。
阀	閩南區	泉漳片		晉江(青陽鎮)	h	uat	24	陽入	
雞	閩南區	泉漳片		晉江(青陽鎮)	k	ue/e	33	陰平	
韋	閩南區	泉漳片		晉江(青陽鎮)	0	ui	55	上聲	
韦	閩南區	泉漳片		晉江(青陽鎮)	0	ui	55	上聲	
饮	閩南區	泉漳片		晉江(青陽鎮)	0	am/im	55	上聲	文讀，米湯。
驢	閩南區	泉漳片		晉江(青陽鎮)	l	i	24	陽平	
鰻	閩南區	泉漳片		晉江(青陽鎮)	m	uã	24	陽平	
鲁	閩南區	泉漳片		晉江(青陽鎮)	l	ɔ	55	上聲	
鳥	閩南區	泉漳片		晉江(青陽鎮)	n/ts	iãu/iau	55	上聲	
鸞	閩南區	泉漳片		晉江(青陽鎮)	l	uan	24	陽平	
鸠	閩南區	泉漳片		晉江(青陽鎮)	k	iu	33	陰平	
鹅	閩南區	泉漳片		晉江(青陽鎮)	g	ia	24	陽平	
麻	閩南區	泉漳片		晉江(青陽鎮)	b/m	uã/a/ã	24	陽平	麻痺，麻木，白讀。
齐	閩南區	泉漳片		晉江(青陽鎮)	ts	ue/e	24	陽平	
齿	閩南區	泉漳片		晉江(青陽鎮)	kʰ	i	55	上聲	
三	闽南区	泉漳片		晋江(青阳镇)	s	ã/am	33	阴平	文读，白读。
下	闽南区	泉漳片		晋江(青阳镇)	h	a/e	33	阴平	文读，下手，下面，两下，悬下：高低，放置，放置。
丐	闽南区	泉漳片		晋江(青阳镇)	k	ai	31	去声	
丑	闽南区	泉漳片		晋江(青阳镇)	tʰ	iu	55	上声	
专	闽南区	泉漳片		晋江(青阳镇)	ts	uan	33	阴平	
且	闽南区	泉漳片		晋江(青阳镇)	tsʰ	iã	55	上声	
丕	闽南区	泉漳片		晋江(青阳镇)	pʰ	i	33	阴平	
世	闽南区	泉漳片		晋江(青阳镇)	s	i/ua/e	31	去声	文读，白读，~接(原书作「续」)。
丗	闽南区	泉漳片		晋江(青阳镇)	s	i/ua/e	31	去声	文读，白读，~接(原书作「续」)。
业	闽南区	泉漳片		晋江(青阳镇)	g	iap	24	阳入	
丝	闽南区	泉漳片		晋江(青阳镇)	s	i	33	阴平	
严	闽南区	泉漳片		晋江(青阳镇)	g	iam	24	阳平	
丫	闽南区	泉漳片		晋江(青阳镇)	0	a	33	阴平	
临	闽南区	泉漳片		晋江(青阳镇)	l	iam/im	24	阳平	文读，临当时。
丸	闽南区	泉漳片		晋江(青阳镇)	0	ɪ̃/uan	24	阳平	
主	闽南区	泉漳片		晋江(青阳镇)	ts	u	55	上声	
丽	闽南区	泉漳片		晋江(青阳镇)	l	e	41	去声	
举	闽南区	泉漳片		晋江(青阳镇)	k	i	55	上声	
乃	闽南区	泉漳片		晋江(青阳镇)	n	aĩ	55	上声	
久	闽南区	泉漳片		晋江(青阳镇)	k	u/iu	55	上声	
义	闽南区	泉漳片		晋江(青阳镇)	g	i	31	去声	
之	闽南区	泉漳片		晋江(青阳镇)	ts	i	33	阴平	
乌	闽南区	泉漳片		晋江(青阳镇)	0	ɔ	33	阴平	
乍	闽南区	泉漳片		晋江(青阳镇)	ts	a	41	去声	
乏	闽南区	泉漳片		晋江(青阳镇)	h	at/uat	24	阳入	文读，白读。
乔	闽南区	泉漳片		晋江(青阳镇)	k	iau	24	阳平	
九	闽南区	泉漳片		晋江(青阳镇)	k	iu	55	上声	文读。
也	闽南区	泉漳片		晋江(青阳镇)	0	a/ia	33	阴平	文读，白读。
习	闽南区	泉漳片		晋江(青阳镇)	s	ip	24	阳入	
书	闽南区	泉漳片		晋江(青阳镇)	s	i/u	33	阴平	
买	闽南区	泉漳片		晋江(青阳镇)	b/m	ue/aĩ	55	上声	文读，白读。
乱	闽南区	泉漳片		晋江(青阳镇)	l	uan	31	去声	
乳	闽南区	泉漳片		晋江(青阳镇)	l	u	55	上声	
乾	闽南区	泉漳片		晋江(青阳镇)	kʰ	ian	24	阳平	乾坤。
亂	闽南区	泉漳片		晋江(青阳镇)	l	uan	31	去声	
了	闽南区	泉漳片		晋江(青阳镇)	l	iau	55	上声	
二	闽南区	泉漳片		晋江(青阳镇)	l	i	31	去声	
亏	闽南区	泉漳片		晋江(青阳镇)	kʰ	ui	33	阴平	
互	闽南区	泉漳片		晋江(青阳镇)	h	ɔ	33	阴平	
五	闽南区	泉漳片		晋江(青阳镇)	g	ɔ	33/55	阴平/上声	文读，白读。
亚	闽南区	泉漳片		晋江(青阳镇)	0	a	41/33	去声/阴平	亚洲，亚军。
亞	闽南区	泉漳片		晋江(青阳镇)	0	a	41/33	去声/阴平	亚洲，亚军。
交	闽南区	泉漳片		晋江(青阳镇)	k	au	33	阴平	
亥	闽南区	泉漳片		晋江(青阳镇)	h	ai	33	阴平	
产	闽南区	泉漳片		晋江(青阳镇)	s	uã/an	55	上声	文读，产房。
亵	闽南区	泉漳片		晋江(青阳镇)	s	iat	55	阴入	
什	闽南区	泉漳片		晋江(青阳镇)	s/ts	ip/ap	24	阳入	文读，白读。
今	闽南区	泉漳片		晋江(青阳镇)	k	im	33	阴平	
介	闽南区	泉漳片		晋江(青阳镇)	k	ai	31	去声	
仙	闽南区	泉漳片		晋江(青阳镇)	s	ian	33	阴平	
代	闽南区	泉漳片		晋江(青阳镇)	t	ai	31	去声	
以	闽南区	泉漳片		晋江(青阳镇)	0	i	55	上声	
件	闽南区	泉漳片		晋江(青阳镇)	k	iã	33	阴平	
任	闽南区	泉漳片		晋江(青阳镇)	l	im	31	去声	
伍	闽南区	泉漳片		晋江(青阳镇)	g	ɔ	55	上声	
伐	闽南区	泉漳片		晋江(青阳镇)	h	uaʔ/uat	34/24	阳入	文读，伐一伐：跨出一步。
休	闽南区	泉漳片		晋江(青阳镇)	h	iu	33	阴平	
会	闽南区	泉漳片		晋江(青阳镇)	h	ue	31	去声	
伞	闽南区	泉漳片		晋江(青阳镇)	s	uã	31	去声	
伟	闽南区	泉漳片		晋江(青阳镇)	0	ui	55	上声	
伪	闽南区	泉漳片		晋江(青阳镇)	g	ui	31	去声	
估	闽南区	泉漳片		晋江(青阳镇)	k	ɔ	55	上声	
伱	闽南区	泉漳片		晋江(青阳镇)	n	ɪ̃	55	上声	文读。
伴	闽南区	泉漳片		晋江(青阳镇)	pʰ	uã	33	阴平	
伽	闽南区	泉漳片		晋江(青阳镇)	k	a	33	阴平	
佇	闽南区	泉漳片		晋江(青阳镇)	t	i	33	阴平	在。原作本字不明。
佈	闽南区	泉漳片		晋江(青阳镇)	p	ɔ	41	去声	
位	闽南区	泉漳片		晋江(青阳镇)	0	ui	41	去声	
低	闽南区	泉漳片		晋江(青阳镇)	t	e	33	阴平	
住	闽南区	泉漳片		晋江(青阳镇)	t/ts	iu/u	31	去声	
佐	闽南区	泉漳片		晋江(青阳镇)	ts	ɔ	55	上声	
你	闽南区	泉漳片		晋江(青阳镇)	n	ɪ̃	55	上声	文读。
佥	闽南区	泉漳片		晋江(青阳镇)	tsʰ	iam	33	阴平	
佳	闽南区	泉漳片		晋江(青阳镇)	k	a	33	阴平	
使	闽南区	泉漳片		晋江(青阳镇)	s	ai	55	上声	
侃	闽南区	泉漳片		晋江(青阳镇)	kʰ	an	55	上声	
來	闽南区	泉漳片		晋江(青阳镇)	l	ai	24	阳平	
侈	闽南区	泉漳片		晋江(青阳镇)	tsʰ	i	55	上声	
例	闽南区	泉漳片		晋江(青阳镇)	l	e	41		
侏	闽南区	泉漳片		晋江(青阳镇)	ts	u	33	阴平	
依	闽南区	泉漳片		晋江(青阳镇)	0	i	33	阴平	
侥	闽南区	泉漳片		晋江(青阳镇)	h	iau	33	阴平	
侨	闽南区	泉漳片		晋江(青阳镇)	k	iau	24	阳平	
侮	闽南区	泉漳片		晋江(青阳镇)	b	u	55	上声	
侯	闽南区	泉漳片		晋江(青阳镇)	h	au/io	24	阳平	
侵	闽南区	泉漳片		晋江(青阳镇)	tsʰ	im	24	阳平	
便	闽南区	泉漳片		晋江(青阳镇)	p	ian	24	阳平	便宜。
係	闽南区	泉漳片		晋江(青阳镇)	h	e	31	去声	
俅	闽南区	泉漳片		晋江(青阳镇)	k	iu	24	阳平	
俏	闽南区	泉漳片		晋江(青阳镇)	tsʰ	iau	55/41	上声/去声	
俘	闽南区	泉漳片		晋江(青阳镇)	h	u	24	阳平	
保	闽南区	泉漳片		晋江(青阳镇)	p	o	55	上声	
俞	闽南区	泉漳片		晋江(青阳镇)	l	u	24	阳平	
俨	闽南区	泉漳片		晋江(青阳镇)	g	iam	55	上声	
俭	闽南区	泉漳片		晋江(青阳镇)	kʰ	iam	33	阴平	
修	闽南区	泉漳片		晋江(青阳镇)	s	iu	33	阴平	
俯	闽南区	泉漳片		晋江(青阳镇)	h	u	55	上声	
俱	闽南区	泉漳片		晋江(青阳镇)	k	u	33	阴平	
個	闽南区	泉漳片		晋江(青阳镇)	k	o	31	去声	
倒	闽南区	泉漳片		晋江(青阳镇)	t	o	55	上声	
倚	闽南区	泉漳片		晋江(青阳镇)	0	ua/i	55	上声	文读，白读。
倦	闽南区	泉漳片		晋江(青阳镇)	k	uan	31	去声	
倩	闽南区	泉漳片		晋江(青阳镇)	tsʰ	ian	31	去声	
倪	闽南区	泉漳片		晋江(青阳镇)	g	ue	24	阳平	
债	闽南区	泉漳片		晋江(青阳镇)	ts	e/ai	31	去声	
假	闽南区	泉漳片		晋江(青阳镇)	k	e/a	55	上声	
偉	闽南区	泉漳片		晋江(青阳镇)	0	ui	55	上声	
偏	闽南区	泉漳片		晋江(青阳镇)	pʰ	ɪ̃/ian	33	阴平	
健	闽南区	泉漳片		晋江(青阳镇)	k	ian	31	去声	
偶	闽南区	泉漳片		晋江(青阳镇)	g	io	55	上声	
偷	闽南区	泉漳片		晋江(青阳镇)	tʰ	au/io	24	阳平	文读，白读。
傑	闽南区	泉漳片		晋江(青阳镇)	k	iat	24	阳入	
傘	闽南区	泉漳片		晋江(青阳镇)	s	uã	31	去声	
備	闽南区	泉漳片		晋江(青阳镇)	p	i	31	去声	
储	闽南区	泉漳片		晋江(青阳镇)	tʰ	i	55	上声	声调不合规则。
催	闽南区	泉漳片		晋江(青阳镇)	tsʰ	ui	33	阴平	
債	闽南区	泉漳片		晋江(青阳镇)	ts	e/ai	31	去声	
僉	闽南区	泉漳片		晋江(青阳镇)	tsʰ	iam	33	阴平	
僑	闽南区	泉漳片		晋江(青阳镇)	k	iau	24	阳平	
僞	闽南区	泉漳片		晋江(青阳镇)	g	ui	31	去声	
僥	闽南区	泉漳片		晋江(青阳镇)	h	iau	33	阴平	
僭	闽南区	泉漳片		晋江(青阳镇)	tsʰ	iam	31	去声	僭权。
價	闽南区	泉漳片		晋江(青阳镇)	k	e/a	31/41	去声	
儀	闽南区	泉漳片		晋江(青阳镇)	g	i	24	阳平	
儉	闽南区	泉漳片		晋江(青阳镇)	kʰ	iam	33	阴平	
儑	闽南区	泉漳片		晋江(青阳镇)	g	am	31	去声	
儦	闽南区	泉漳片		晋江(青阳镇)	p	io	33	阴平	戏也。
優	闽南区	泉漳片		晋江(青阳镇)	0	iu	33	阴平	
儲	闽南区	泉漳片		晋江(青阳镇)	tʰ	i	55	上声	声调不合规则。
儼	闽南区	泉漳片		晋江(青阳镇)	g	iam	55	上声	
元	闽南区	泉漳片		晋江(青阳镇)	g	uan	24	阳平	
先	闽南区	泉漳片		晋江(青阳镇)	s	uɪ̃/ian	33	阴平	文读，白读。
兌	闽南区	泉漳片		晋江(青阳镇)	t/tʰ	ue/ui	31	去声	文读，兑包：掉包。
免	闽南区	泉漳片		晋江(青阳镇)	b	ian	55	上声	
兒	闽南区	泉漳片		晋江(青阳镇)	l	i	24	阳平	
兔	闽南区	泉漳片		晋江(青阳镇)	tʰ	ɔ	31	去声	
兗	闽南区	泉漳片		晋江(青阳镇)	0	ian	55	上声	
兜	闽南区	泉漳片		晋江(青阳镇)	t	au	33	阴平	
入	闽南区	泉漳片		晋江(青阳镇)	l	ip	24	阳入	
全	闽南区	泉漳片		晋江(青阳镇)	ts	uan	24	阳平	
八	闽南区	泉漳片		晋江(青阳镇)	p	ueʔ/at	55	阴入	文读，白读。
兮	闽南区	泉漳片		晋江(青阳镇)	h	e	24	阳平	
兰	闽南区	泉漳片		晋江(青阳镇)	l	an	24	阳平	
关	闽南区	泉漳片		晋江(青阳镇)	k	uɪ̃/uan	33	阴平	
具	闽南区	泉漳片		晋江(青阳镇)	kʰ	u	31	去声	
典	闽南区	泉漳片		晋江(青阳镇)	t	ian	55	上声	
兼	闽南区	泉漳片		晋江(青阳镇)	k	iam	33	阴平	
冀	闽南区	泉漳片		晋江(青阳镇)	k	i	31	去声	
再	闽南区	泉漳片		晋江(青阳镇)	ts	ai	31	去声	
写	闽南区	泉漳片		晋江(青阳镇)	s	ia	55	上声	
冠	闽南区	泉漳片		晋江(青阳镇)	k	uan	33	阴平	
冤	闽南区	泉漳片		晋江(青阳镇)	0	un/uan	33	阴平	文读，冤屈。
冶	闽南区	泉漳片		晋江(青阳镇)	0	ia	55	上声	
凋	闽南区	泉漳片		晋江(青阳镇)	t	iau	33	阴平	
凡	闽南区	泉漳片		晋江(青阳镇)	h	uan	24	阳平	
凯	闽南区	泉漳片		晋江(青阳镇)	kʰ	ai	55	上声	
凱	闽南区	泉漳片		晋江(青阳镇)	kʰ	ai	55	上声	
函	闽南区	泉漳片		晋江(青阳镇)	h	am	24	阳平	
刀	闽南区	泉漳片		晋江(青阳镇)	t	o	33	阴平	
刁	闽南区	泉漳片		晋江(青阳镇)	t	iau	33	阴平	
切	闽南区	泉漳片		晋江(青阳镇)	tsʰ	e/ueʔ/iat	55	阴入	文读，苦切，一切。
刊	闽南区	泉漳片		晋江(青阳镇)	kʰ	an	33	阴平	
刘	闽南区	泉漳片		晋江(青阳镇)	l	au	24	阳平	
初	闽南区	泉漳片		晋江(青阳镇)	tsʰ	ue	33	阴平	
