字	音	注
巴	pa[1]	~掌
爬	pa[2]	
把	pa[3]	
百	pa[7]	2數詞
白	pa[8]	1雪~
怕	pʰa[5]	
媽	ma[2]	1妓~:妓女·鷄~:母鷄
麻	ma[2]	
媽	ma[3]	2~~:婆婆
馬	ma[3]	
罵	ma[6]	
𢫦	ma[8]	打
麦	ma[8]	
迫	va[3]	1窄
打	ta[3]	
答	ta[7]	
搭	ta[7]	
踏	ta[8]	
□	na[7]	給·被
拿	na[8]	
納	na[8]	
□	la[2]	爬～：爬
□	la[6]	~lo̤i6:乾淨
□	la[7]	ga7~maing2:強迫
做	tsa[5]	
扎	tsa[7]	~實
□	tsʰa[1]	扼
插	tsʰa[7]	
䅴	sa[7]	穗
査	za[9]	
家	ka[1]	
加	ka[1]	
架	ka[5]	
價	ka[5]	
□	ka[6]	放
下	ka[6]	校：補，便於匹配；原作□：放
橄	ka[7]	~欖
隔	ka[7]	
□	ka[7]	~la7maing2:強迫
客	kʰa[7]	
□	kʰa[7]	~lau6：足够
牙	ŋa[2]	
芽	ŋa[2]	
衙	ŋa[2]	
雅	ŋa[3]	
霞	xa[2]	
□	xa[5]	休妻
嫁	xa[5]	校：補，便於匹配；原作□：休妻
下	xa[6]	做~:全部·cih8~:一下
□	xa[7]	在，徛~殿上b1：站在殿上
學	xa[8]	2~生3
假	ɣa[3]	不真實的
鴉	ʔa[1]	
啞	ʔa[3]	
軛	ʔa[7]	
貼	ha[7]	
啊	ɦa[9]	1表示停頓
啊	ɦa[5]	2表示感嘆
下	ɦa[5]	~角:下面/~山
夏	ɦa[6]	~天
□	ɦa[7]	~是:還是·或是
□	tia[5]	「地下」的合音
□	tia[8]	跳
遮	tsia[1]	
者	tsia[3]	
謝	tsia[6]	多2~
脊	tsia[7]	
隻	tsia[7]	
雀	tsia[7]	~子1：鳥
車	tsʰia[1]	
赤	tsʰia[7]	~霞:晚霞
邪	ɕia[2]	
寫	ɕia[3]	
捨	ɕia[3]	
赦	ɕia[5]	
舍	ɕia[5]	~弟:弟弟
爺	ʔia[2]	父親
□	ʔia[7]	~ngṳ2:閃電
□	hia[5]	開玩笑
拆	hia[7]	
也	ɦia[3]	
野	ɦia[3]	
役	ɦia[8]	
寡	kua[3]	
掛	kua[5]	
花	xua[1]	
華	xua[2]	
化	xua[5]	
法	xua[7]	
發	xua[7]	3~喊
乏	xua[8]	
挖	ʔua[1]	
□	ʔua[9]	吧
瓦	ʔua[5]	
話	ʔua[6]	説
□	pai[1]	量詞，兩1~魚：兩條魚
排	pai[2]	
拜	pai[5]	
拔	pai[8]	
□	pʰai[3]	面~：臉頰
派	pʰai[5]	
稗	pʰai[6]	
埋	mai[2]	
買	mai[3]	
□	mai[5]	不會
賣	mai[6]	
牌	vai[9]	
底	tai[3]	1底兒
□	tai[6]	追,驅逐
泥	nai[2]	
奶	nai[3]	母親
耐	nai[6]	
來	lai[2]	2後~
待	lai[5]	
代	lai[6]	
□	lai[8]	濾
債	tsai[5]	
節	tsai[7]	
截	tsai[8]	
差	tsʰai[1]	~使a
切	tsʰai[7]	1苦~:痛苦
西	sai[1]	
洗	sai[3]	
晒	sai[5]	
細	sai[5]	
豺	zai[9]	
齊	zai[9]	
在	zai[5]	
□	zai[6]	多
街	kai[1]	
鷄	kai[1]	
改	kai[3]	
解	kai[3]	a~開
界	kai[5]	
誡	kai[5]	~命2
解	kai[5]	c押送
溪	kʰai[1]	
捱	ŋai[9]	
□	xai[3]	東西·事情
瞎	xai[7]	
繫	ɣai[9]	~住皮腰帶
矮	ʔai[3]	
替	hai[6]	
鐵	hai[7]	
鞋	ɦai[9]	
解	ɦai[5]	b會(助動詞)
褒	pau[1]	
包	pau[1]	
保	pau[3]	
寶	pau[3]	
飽	pau[3]	
報	pau[5]	
抱	pʰau[5]	
毛	mau[2]	
茅	mau[2]	
□	mau[9]	沒有,無
冒	mau[6]	
帽	mau[6]	
貌	mau[6]	
袍	vau[2]	
刀	tau[1]	
禱	tau[3]	
倒	tau[3]	a躺
到	tau[5]	
倒	tau[5]	b~醒:復活
惱	nau[3]	
鬧	nau[6]	
逃	lau[2]	
萄	lau[2]	
牢	lau[2]	
流	lau[2]	
老	lau[3]	2~實
道	lau[5]	
了	lau[5]	1得~賞賜
□	lau[5]	遠
導	lau[6]	
□	lau[6]	ka7~:足够
□	tsʰau[2]	柴
草	tsʰau[3]	
吵	tsʰau[3]	
早	zau[3]	
造	zau[5]	
高	kau[1]	2~昇
羔	kau[1]	
交	kau[1]	
告	kau[5]	
教	kau[5]	b~訓
咬	kau[5]	
骹	kʰau[1]	脚
快	kʰau[5]	3~活
靠	kʰau[5]	
教	xau[1]	a動詞
毫	xau[2]	
好	xau[3]	a形容詞
曉	xau[3]	~得:知道
好	xau[5]	b動詞
酵	xau[5]	
孝	xau[5]	
號	xau[6]	
効	xau[6]	
效	xau[6]	校：補異體字，便於匹配
拗	ʔau[3]	
奥	ʔau[5]	
討	hau[3]	
□	hau[3]	~來1到:就要到
套	hau[5]	
高	ɦau[9]	~山
□	çiau[2]	~~：一種擬聲詞
波	pɔ[1]	
博	pɔ[7]	交換·~士
泊	pɔ[8]	
□	pɔ[8]	鬼附身
薄	pʰɔ[5]	b~荷
魔	mɔ[2]	
□	mɔ[2]	助詞,表示疑問或反問
磨	mɔ[6]	名詞
□	mɔ[7]	~嘴:親嘴
莫	mɔ[8]	約~
薄	vɔ[8]	a形容詞
多	tɔ[1]	2~加
桌	tɔ[7]	
□	tɔ[8]	選擇
擇	tɔ[8]	校：補，便於匹配；原作□：選擇
懦	nɔ[6]	
□	nɔ[7]	踐踏
□	nɔ[7]	o̤1~:骯髒
□	lɔ[2]	o̤1~大哭:大聲哭
駝	lɔ[9]	
老	lɔ[9]	3~鴉
了	lɔ[5]	3表示列舉
□	lɔ[5]	一種秤子
□	lɔ[6]	找
了	lɔ[8]	2得賞賜~
落	lɔ[8]	
駱	lɔ[8]	
樂	lɔ[8]	快2~
座	tsɔ[6]	2～位
作	tsɔ[7]	
錯	tsʰɔ[5]	
唆	sɔ[1]	挑~
鎖	sɔ[3]	
座	zɔ[6]	1cih8~山：一座山
哥	kɔ[1]	
□	kɔ[2]	~頭：擡頭
鴿	kɔ[7]	
各	kɔ[7]	
可	kʰɔ[3]	
去	kʰɔ[5]	
餓	ŋɔ[6]	
荷	xɔ[5]	薄b~
合	xɔ[8]	
□	ʔɔ[1]	~no̤7:骯髒
□	ʔɔ[1]	~lo̤2大哭:大聲哭
□	ʔɔ[9]	一種句末助詞
惡	ʔɔ[7]	兇~
託	hɔ[7]	
盒	ɦɔ[8]	
學	ɦɔ[8]	1動詞
表	piɔ[3]	
布	piɔ[5]	
□	piɔ[5]	分給
俵	piɔ[5]	校：補，便於匹配；原作□：分給
苗	miɔ[2]	
朝	tiɔ[1]	今~:今天
條	tiɔ[2]	
調	tiɔ[2]	1拿醋~
釣	tiɔ[5]	
召	tiɔ[6]	
着	tiɔ[8]	
箬	niɔ[8]	~子1:葉子
調	liɔ[2]	2~理
跳	liɔ[9]	
□	liɔ[9]	乾(形容詞)
□	liɔ[6]	路
略	liɔ[8]	
照	tsiɔ[5]	
借	tsiɔ[7]	
石	tsiɔ[8]	
燒	tsʰiɔ[1]	
戍	tsʰiɔ[5]	家·房子
惜	tsʰiɔ[7]	1愛
簫	ɕiɔ[1]	
小	ɕiɔ[3]	
少	ɕiɔ[3]	
笑	ɕiɔ[5]	
□	ɕiɔ[7]	拾
瘸	kiɔ[2]	
饒	ŋiɔ[2]	
妖	ʔiɔ[1]	
腰	ʔiɔ[1]	
□	ʔiɔ[1]	跟，和
搖	ʔiɔ[2]	
窰	ʔiɔ[2]	
要	ʔiɔ[5]	~緊
耀	ʔiɔ[6]	
約	ʔiɔ[7]	
挑	hiɔ[1]	~唆
兆	ɦiɔ[5]	
弱	ɦiɔ[8]	
藥	ɦiɔ[8]	
果	kuɔ[3]	
過	kuɔ[5]	
和	xuɔ[2]	~氣
夥	xuɔ[3]	2我~人1：我們
禍	xuɔ[5]	
比	pɔi[3]	
廢	pɔi[5]	
婢	pɔi[5]	
筆	pɔi[7]	
畢	pɔi[7]	
逼	pɔi[7]	
破	pʰɔi[5]	
闢	pʰɔi[7]	
米	mɔi[5]	
抹	mɔi[7]	
末	mɔi[8]	
發	vɔi[3]	1~芽
備	vɔi[6]	
味	vɔi[6]	
堤	tɔi[1]	
知	tɔi[1]	
底	tɔi[3]	2yo7~:那裏·~去:進去
帝	tɔi[5]	
治	tɔi[6]	b話
你	nɔi[9]	
二	nɔi[6]	
若	nɔi[6]	哪
入	nɔi[8]	
日	nɔi[8]	
藜	lɔi[2]	蒺~
狸	lɔi[2]	
禮	lɔi[3]	
理	lɔi[3]	
第	lɔi[5]	
厲	lɔi[6]	~害
地	lɔi[6]	2~方
利	lɔi[6]	
里	lɔi[6]	距離單位
□	lɔi[6]	la6~:乾淨
力	lɔi[8]	2~量b
値	lɔi[8]	
值	lɔi[8]	校：補異體，便於匹配
姊	tsɔi[3]	
祭	tsɔi[5]	
自	tsɔi[6]	1自己
蒺	tsɔi[8]	~藜
七	tsʰɔi[7]	
死	sɔi[3]	
四	sɔi[5]	
息	sɔi[7]	
惜	sɔi[7]	2~念2:憐憫
□	sɔi[7]	~子1:一點兒
席	sɔi[8]	酒~
字	zɔi[6]	
集	zɔi[8]	
疾	zɔi[8]	
治	hɔi[2]	a宰
體	hɔi[3]	
多	tuɔi[1]	1yi7~:這些
帶	tuɔi[5]	
大	tuɔi[6]	
財	luɔi[9]	
災	tsuɔi[1]	
再	tsuɔi[5]	
最	tsuɔi[5]	
□	tsuɔi[6]	~記:忘記
坐	tsuɔi[8]	
沙	suɔi[1]	
撒	suɔi[7]	
殺	suɔi[7]	
煞	suɔi[7]	
□	zuɔi[3]	鞭打
該	kuɔi[1]	
拐	kuɔi[3]	腿脚有毛病
芥	kuɔi[5]	
怪	kuɔi[5]	
割	kuɔi[7]	2収~
快	kʰuɔi[5]	2~樂
闊	kʰuɔi[7]	寬
海	xuɔi[3]	
害	xuɔi[6]	
壞	xuɔi[6]	
發	xuɔi[7]	2~呪:發誓
血	xuɔi[7]	
罰	xuɔi[8]	
我	ʔuɔi[9]	
割	ʔuɔi[3]	1~hang5:割掉
□	ʔuɔi[3]	倚
倚	ʔuɔi[3]	校：補，便於匹配，原作□：倚
夥	ʔuɔi[5]	1~時:很長時間
活	ʔuɔi[8]	快3~
拖	huɔi[1]	
□	huɔi[3]	癩瘡
北	pe[7]	
百	pe[7]	2~合花
迫	pʰe[7]	2逼~
墨	me[8]	
黙	me[8]	
白	me[8]	2明2~
得	te[7]	
直	te[8]	
來	le[2]	1動詞
□	le[2]	如果
□	le[2]	~是:但是
□	le[2]	只
戴	le[9]	
□	le[3]	得~:得很
力	le[8]	1有~
栽	tse[1]	
子	tse[3]	1果~
責	tse[7]	
菜	tsʰe[5]	
賊	tsʰe[8]	
使	se[3]	a1使用·差~
澀	se[7]	
色	se[7]	
𠢠	se[8]	棘
□	se[8]	塞
