#ɿ				
s	[42]寻=旬=荀=询=洵=峋=徇=循=巡=[51]驯=逊=殉=迅=汛=讯=			
tɕ	[223]均钧军君菌{细~}[55]窘[51]菌{~子}郡			
tɕʰ	[42]群裙			
ɕ	[223]熏薰醺勋埙[51]训			
Ø	[223]晕[42]匀云芸耘[55]允陨[51]运孕蕴熨韵			
#aŋ				
p	[223]帮邦梆浜[55]榜绑膀{~子}[51]谤傍磅棒蚌			
pʰ	[223]膀{~肿}滂[42]旁膀{~胱}螃庞彷[51]胖			
m	[42]忙芒茫盲氓[55]莽蟒			
f	[223]方芳[42]肪妨房防[55]纺仿彷访舫[51]放			
v	[223]汪[42]亡芒{麦~}王[55]枉网惘罔往[51]忘妄望旺			
t	[223]当{应~}铛珰裆[55]党挡档{~次}[51]当{~作}档{~案}荡砀宕			
tʰ	[223]汤[42]堂棠螳膛唐糖塘搪[55]躺倘[51]烫趟			
n	[42]囊馕[55]暖-{~和}攮			
l	[42]郎廊狼螂榔琅[55]朗[51]浪			
ts	[223]脏赃臧[51]葬藏{西~}脏{心~}奘			
tsʰ	[223]仓苍沧舱[42]藏			
s	[223]桑丧{~葬}[55]嗓搡[51]丧{~失}			
ʈʂ	[223]章樟彰璋獐漳蟑张[55]长{成~}掌涨[51]丈仗杖帐账胀障瘴嶂			
ʈʂʰ	[223]昌菖猖[42]长{~短}肠场{打~}常嫦尝偿[55]厂场敞[51]畅唱倡怅伥			
ʂ	[223]商伤殇[55]裳偿-赏晌[51]上尚			
ʐ	[42]瓤穰[55]壤攘囔[51]酿让			
k	[223]冈岗刚纲钢{~筋}缸肛罡[55]港[51]钢-{~钝刀}			
kʰ	[223]康糠慷[42]扛[51]亢抗炕			
ŋ	[223]肮[42]昂盎			
x	[223]夯[42]行航杭[51]沆			
#iaŋ				
ȵ	[42]娘[55]仰-{~躺}[51]酿			
l	[42]良凉量{~衣}粮梁粱[55]两[51]亮谅晾辆量{数~}靚踉			
ts	[223]将{~来}浆{豆~}[55]蒋奖桨[51]浆{~糊}酱将{大~}匠			
tsʰ	[223]枪锵戗{~风}[42]墙蔷樯嫱[55]抢[51]呛跄戗{~面}			
s	[223]相{~信}箱厢湘襄镶[42]详祥翔[55]想[51]象像橡相{~貌}			
tɕ	[223]疆僵姜缰江豇[55]讲耩[51]降{下~}绛虹犟巷-{~子}糨			
tɕʰ	[223]腔羌蜣戕镪[42]强襁			
ɕ	[223]香乡[42]降{投~}[55}享响饷[51]向项巷			
Ø	[223]央秧殃泱[42]羊洋烊佯阳杨扬疡[55]仰养痒[51]样恙漾			
#uaŋ				
ʈʂ	[223]庄桩装妆[51]壮状撞幢			
ʈʂʰ	[223]疮窗[42]床[55]闯[51]创撞-{~车}			
ʂ	[223]霜孀双{一~}[55]爽[51]双{~胞胎}			
k	[223]光胱洸[55]广犷[51]桄逛			
kʰ	[223]匡筐诓[42]狂[51]旷眶况矿			
x	[223]荒慌[42]黄簧潢璜磺蟥皇凰煌惶徨隍蝗遑[55]谎幌恍[51]晃			
#əŋ				
p	[223]崩绷[42]甭[51]蹦泵迸蚌{~埠}			
pʰ	[223]烹砰怦抨蜂-{马~}[42]膨彭澎朋棚鹏蓬篷[55]捧[51]碰			
m	[223]蒙{~骗}懵[42]萌盟蒙{~上}朦檬濛[55]猛蜢蒙{~古}蠓[51]孟梦			
f	[223]风枫疯丰封峰锋蜂烽[42]冯逢缝{~纫}[55]讽[51]凤奉俸缝{~隙}			
v	[223]翁蓊[51]瓮			
t	[223]灯登噔蹬[55]等[51]凳镫磴邓澄{~水}瞪			
tʰ	[42]腾誊{~抄}滕藤疼			
n	[42]能脓-浓-农-哝-{嘟~}齈-{~鼻子}[51]弄-			
l	[42]棱稜{~子}[55]冷[51]楞愣			
ts	[223]曾{~姓}增[51]锃甑缯憎赠			
tsʰ	[223]噌[42]曾{~经}层[51]蹭			
s	[223]僧			
ʈʂ	[223]征蒸争筝睁铮峥诤狰正{~月}贞-侦-[55]整拯[51]证症怔郑正{改~}政			
ʈʂʰ	[223]称{~呼}撑铛{电饼~}瞠蛏[42]澄承乘丞橙成城诚盛呈程[55]惩拯逞骋[51]乘{~车}称秤牚{椅子~}			
ʂ	[223]升生牲笙甥声[42]绳[55]省{~略}[51]胜剩圣盛			
ʐ	[223]扔仍			
k	[223]耕={~作}更{~新}庚羹[55]颈-{~子}埂梗哽鲠耿[51]更{~加}			
kʰ	[223]坑吭铿倾-{~了}			
x	[223]亨[42]衡横恒[51]横{蛮~}			
#iŋ				
p	[223]冰兵[55]禀柄丙秉饼[51]病并			
pʰ	[42]凭坪评瓶屏苹萍[51]娉			
m	[42]名鸣明铭茗冥瞑螟溟[51]命			
t	[223]丁盯叮钉{~子}仃[55]顶鼎[51]钉{~住}订定锭			
tʰ	[223]听厅汀[42]亭停廷霆庭蜓[55]艇挺			
ȵ	[42]凝宁{安~}柠咛狞[55]拧[51]佞凝{汤~成冻}泞{泥~}宁{~可}			
l	[42]陵凌菱绫灵零铃羚蛉苓龄伶拎翎[55]领岭[51]令另			
ts	[223]精晶睛菁旌{~旗}[55]井阱[51]静靖净婧			
tsʰ	清青蜻情晴请			
tsʰ	[223]清青蜻[42]情晴[55]请			
s	[223]星腥惺猩[55]省醒[51]性姓			
tɕ	[223]耕-{~地}京荆惊鲸经痉泾兢粳[55]景憬警颈[51]茎境敬竟镜竞劲径经{~纬}			
tɕʰ	[223]卿轻倾[42]擎[55]顷[51]亲-{~家}庆磐			
ɕ	[223]兴{~旺}[42]形型刑邢陉行荥[51]杏幸兴{高~}			
Ø	[223]应{~当}鹰莺樱英瑛婴嘤缨罂[42]蝇迎盈赢萤荧营莹茔[55]影颖[51]应{响~}硬映			
#uŋ				
t	[223]东冬[55]董懂[51]动冻栋洞侗			
tʰ	[223]通[42]同铜桐童瞳潼彤佟[55]筒桶捅统[51]痛			
n	[42]农=齈=脓=浓=哝=[51]弄=			
l	[42]笼聋隆龙胧珑窿[55]拢陇垅垄			
ts	[223]棕鬃宗综踪[55]总[51]粽纵枞综{织布机上的~}			
tsʰ	[223]聪匆葱囱[42]丛从淙			
s	[223]松淞嵩[55]怂耸悚[51]宋送诵颂讼			
ʈʂ	[223]中忠衷终盅钟[55]冢种{~子}肿踵[51]中{~暑}仲众重{~量}种{~地}			
ʈʂʰ	[223]憧充冲忡舂[42]崇虫重{~复}[55]宠[51]冲铳			
ʐ	[42]荣嵘戎绒融茸容=蓉榕溶熔[55]冗氄{~毛}			
k	[223]公蚣工攻功弓躬肱宫恭龚供{~给}[55]汞拱巩[51]贡供共			
kʰ	[223]空箜崆[55]孔恐[51]控空{~闲}			
x	[223]轰烘薨[42]宏弘泓红洪鸿虹[55]弘哄{~骗}[51]讧哄{起~}			
#yŋ				
tɕ	[55]窘迥烔囧炅			
tɕʰ	[42]穷穹琼茕			
ɕ	[223]兄匈胸凶汹[42]熊雄			
Ø	[223]雍壅庸墉鳙臃拥佣痈[42]容-{~易}[55]永泳咏甬勇涌踊蛹恿[51]用			
#ɚ				
Ø	[42]儿而[55]耳饵洱珥尔迩[51]二贰			
