#ɿ
p [1]屄[3]比妣彼砒俾[5]币=泌秘闭=敝弊蔽庇鄙篦毙
pʰ [1]丕坯枇披批[2]皮疲枇毗琵啤脾罴便{~宜}[3]否{~极泰来}痞擗胚[5]屁
ts [1]孜咨兹姿资赍之知支枝蜘肢滋饥机鸡基妓讥叽奇1{~数}荠-智*{~力}稽几谘龇杞*{枸~子}至*{甚~}[2]眨*[3]子姊紫仔籽梓咫止纸指旨脂趾址幾己挤纪{~律}[5]自字恣眦至滞桎致郅挚志痣制治智稚置痔峙冀骥计记寄技际季悸忌既纪祭继繫{~鞋带}济借=这-荠=緻
tsʰ [1]差{参~不齐}魑蚩嗤痴妻栖期欺凄眵疵刺*[2]雌瓷慈磁辞词祠池驰弛迟持匙齐其奇荠祁畦祈颀芪骑歧旗厕-{茅~}茄={~子}蹊茨邪={辟~}治{~鱼}[3]此齿耻侈企起启岂砌且2杞[5]次刺赐翅啻气契器弃炽汽
s [1]司私丝思饲斯撕嘶尸屍狮蛳师诗施西熙牺曦犀希稀寺{盘龙古寺}[2]时奚溪携[3]死史豕使驶矢屎始喜洗写徙且1些=[5]四寺肆泗驷伺似饲祀巳俟嗣市视柿谥拭试示恃侍仕士世事是势誓舐逝氏系係繫戏细谢榭卸=嗜
Ø [1]衣依医伊咿□{骂人用字，意在指吃}裔*{后~}[2]宜夷痍姨颐遗胰仪移疑怡贻饴彝迤爷1{~儿两个}嵇{姓氏}[3]椅倚以已尾-野=冶矣[5]裔意癔亿臆易义议蚁呓艺翌羿异诣肄毅夜=勚貤{重复}
 
#i
p [1]编鞭砭边便{就~}[3]比扁贬匾蝙[5]辨辩辫卞汴变便2{方~}弁遍1
pʰ [1]篇偏翩[2]胼骈蹁[3]谝[5]片骗遍2{~地}
m [1]咪眯咩乜谜{猜~~}[2]棉绵眠[3]米弭湎腼免冕缅勉娩渑丏[5]面麪眄昧-
t [1]低掂颠癫巅惦爹1{祖父}[3]诋底砥抵邸点典碘[5]帝谛蒂缔弟第地棣奠靛垫店玷电佃殿癜屉*
tʰ [1]梯天添[2]啼蹄鹈醍题提甜阗填恬田堤{海~堆}[3]体舔忝腆殄[5]踮涕剃替掭嚏屉
n [1]念1{~咕}[2]霓倪鲵尼泥怩-黏1鲶年怜1{可~}[3]你旎拟辇撵捻碾拈妳[5]腻泥2廿念2呢
l [2]帘廉镰联奁连涟莲槤鲢然燃[3]脸染冉苒髯[5]恋楝炼练殓链敛连{~吃八个粽子}
tɕ [1]煎兼搛肩缄坚尖占沾粘毡詹瞻[3]展搌辗剪翦谫茧拣检捡俭睑姐[5]颤战-{游击~}犍毽健键建件见剑箭僭践贱饯荐渐溅
tɕʰ [1]歼骞谦牵悭签千迁钎仟扦忏跹纤[2]前掮潜乾荨虔钳缠禅蝉婵钤黔钱箝[3]浅阐谄谴遣 [5]歉倩堑欠纤
ɕ [1]仙先鲜掀锨纤煽搧[2]贤嫌涎弦[3]显蚬燹跣宪筅铣冼险闪陕[5]献县现腺线擅嬗善膳缮单1扇骟苫赡鳝
Ø [1]恹焉嫣淹1阉腌烟咽1胭砚爷2{伯父}[2]阎炎爷研妍盐严芫檐延蜒筵沿[3]演偃奄掩魇俨衍[5]堰彦谚唁谳艳燕厌餍赝宴咽2焰验殷1{~红}
 
#uᵝ
p [1]逋姑1{~子；~~}[3]捕哺补卜[5]部簿埠布怖步
pʰ [1]潽铺1[2]蒲菩莆葡[3]普谱脯浦溥埔圃辅*讣*哺*{~育}[5]匍曝瀑堡2铺2赴*
 
#v̩
f [1]夫麸呋肤敷[2]芙扶罘孚浮俘抚蜉孵符巫涪诬[3]府腐腑甫辅斧釜否缶肤*[5]父赙傅富副讣赴赋附阜驸负付妇
 
#əuᵝ
t [1]都嘟[2]□{逃跑}[3]堵睹赌肚1{猪~}[5]度2渡镀杜肚2{~子}妒蠹
tʰ [1]□{像声词}[2]徒图屠涂途荼[3]土钍吐1[5]兔吐2唾
