音标	调类	调值	辖字
pʰej	1	334	磇
tej	1	334	低
tʰej	1	334	梯
tsej	1	334	齎
tsʰej	1	334	妻
sej	1	334	西
ŋej	2	113	倪
ɣej	2	113	奚
mej	2	113	迷
tʰej	2	113	嗁
dej	2	113	嗁
nej	2	113	泥
tsʰej	2	113	齊
dzej	2	113	齊
lej	2	113	黎
kej	3	41	□[开开鳥]𪂍[开开鳥]
kʰej	3	41	啓
ʔej	3	41	𠯋
pej	3	41	㪏
pʰej	3	41	䫌
tej	3	41	邸
tʰej	3	41	體
tsej	3	41	濟
tsʰej	3	41	泚
sej	3	41	洗
ŋej	4	21	堄
ɣej	4	21	徯
pʰej	4	21	陛
bej	4	21	陛
mej	4	21	米
tʰej	4	21	弟
dej	4	21	弟
nej	4	21	禰
tsʰej	4	21	薺
dzej	4	21	薺
lej	4	21	禮
kej	5	55	計
kʰej	5	55	契
ʔej	5	55	翳
xej	5	55	㰥
pej	5	55	閉
pʰej	5	55	砌
tej	5	55	帝
tʰej	5	55	替
tsej	5	55	霽
tsʰej	5	55	砌
sej	5	55	細
ŋej	6	11	詣
ɣej	6	11	蒵
ɰej	6	11	贀
pʰej	6	11	薜
bej	6	11	薜
mej	6	11	謎
tʰej	6	11	第
dej	6	11	第
nej	6	11	泥
tsʰej	6	11	嚌
dzej	6	11	嚌
lej	6	11	麗
