来源：陈淑静著《平谷方言研究》，河北廊坊大厂聒老师整理，尽量保持原字表用字，除明显错字外不作修改				
说明：代表北京市平谷区城区音系				
#符号说明：-白=文；写不出来的字用“□”表示；“～”代替所注的字；其他有两读或几读的字，加数字1、2、3等表示。				
#调值：［1］35［2］55［3］214［4］51				
#a				
p	［1］巴{～掌|～结}芭{～蕉}笆{寨～}吧{～嗒}叭{～狗儿}扒{～坑儿}八捌	［2］巴{～豆}疤拔跋	［3］把靶	［4］巴{嘴～子}霸欛{今作“把”：刀～儿}坝爸耙{～地}罢
pʰ	［1］趴{～在地上}啪{～嚓一声}□{～挲，同“摩挲”}	［2］爬耙{钉～}筢{～子}扒{～拉一口饭}	［3］□{～子，种公羊}	［4］怕帕
m	［1］妈抹{～桌子}摩{～挲}马{～猴儿}蚂{～螂，蜻蜓}□{～贴，水蛭}	［2］麻痳	［3］马码玛蚂{～蚁}	［4］骂蚂{～蚱}
f	［1］发{出～}伐{北～|讨～}	［2］乏筏阀{～门儿}罚法{～儿|～子}	［3］法{犯～|办～|～术}发{理～}	［4］法{～海，～国}
t	［1］答{～理}搭沓{一～儿纸}打{一～铅笔}嗒{抽抽～～}褡{～裢儿}瘩{疙疙～～}垯{圪圪～～}繨{线纥～}耷{～拉脑袋}	［2］答{回～|～题}嗒{鸡咯～咯～直叫}达鞑{～子，鞑靼}	［3］打{～水|～人}	［4］大{～小}
tʰ	［1］他她它趿{～拉着鞋}塌溻{背心儿叫汗～湿了}遢{邋邋～～}褟{汗～儿，夏天贴身穿的坎肩儿}		［3］塔獭{水～}錔{～头，旧时妇女为亡故的父母公婆等戴的尖顶大孝帽}鳎{～目鱼}	［4］踏拓{～碑文}榻
n	［1］□{～磨，琢磨、考虑}	［2］拿	［3］哪{～儿}	［4］那1{他这不要～不要}捺{一撇儿一～儿}纳
l	［1］拉{～车}垃{～圾}啦{哩哩～～}邋{～遢}	［2］拉{～锯|～口子}砬{山～子}旯{旮～儿}蝲{洋～子}	［3］拉{～肉|～口子}喇{～叭}	［4］蜡腊落{～下东西了}镴{锡～}辣
ts	［1］咂扎{～小辫儿}	［2］杂砸	［3］咋	
tsʰ	［1］擦嚓{象声词}		［3］礤{～登儿，～床儿}	
s	［1］仨{“三个”的合音}撒{～手}萨{拉～}		［3］洒撒{～种儿}	［4］飒
tʂ	［1］楂{山～}渣扎{～针}喳{叽叽～～}	［2］苲{～草}咋{～～呼呼}炸{～油条}闸铡扎{～挣，勉强支持}轧{～钢}挓{～叉，手、头发、树枝等张开或伸开：我这一车树枝儿也没多少，都～叉着}□{这水真凉，～骨头（指凉得刺骨）|冬天井水～手}	［3］拃{动词，指用拃量：～～这布多宽儿}眨砟{石头～儿}□{往和成的面团里加水再揉匀使之变软：面忒硬就～上点儿水}	［4］乍痄诈榨{～油}炸{～弹}奓{～着胆子，大着胆子|这褂子下摆忒～}茬{～子，作物收割后留在地里的茎和根}栅{～栏儿}□{小儿学步：这孩子十个月就会～～了}
tʂʰ	［1］叉杈差{～别|～数儿}喳{～～，小声说话}嚓{喀～一声}馇{熬（粥）：～粥}插{～门}	［2］茶搽茬{种两～麦子}查{调～}察{～看}楂{胡子～儿}碴{冰～}叉{挡住；卡住：墙豁子早使土坯～死了}	［3］叉{～开腿}衩{褂～儿|裤～儿}察{～哈尔|晋～冀}镲{小钹：打～}插{～花儿，指“夹杂”: 我特别疼小孙女儿，多忙也得～花儿看两天}蹅{踩：～两脚泥咋进屋儿}拃{量词：一～宽的板子}	［4］叉{劈[pʰi214]～}汊{河～儿}杈{树～儿}岔差{～不多}诧
ʂ	［1］沙{～子}砂{～糖}纱痧杉l{～篙}杀煞{把驴驮[tuo51]子～紧点儿}刹{～车}鲨裟	［2］啥{什么}	［3］傻	［4］沙{把米里的沙子～出来}煞{～白|凶神恶～}厦
k	［1］旮{～旯儿}疙{～瘩}扢{土～垯}纥{线～繨}嘎{～叭一声}□{～东儿，打赌}□{～拉，如说“滚＂，含贬义：半天不回来你～拉哪儿去了？}	［2］尜胳{～肢窝}嘎{～巴|～渣儿}	［3］玍{～小子|～杂子|～古}	［4］轧{用于“～摇|～挲”}
kʰ	［1］擖{～嚓，用刀、指甲等刮：拿刀把擀面杖上的面嘎巴儿～嚓下去}坷{～垃}咖{～啡}		［3］卡{～车}咔{～叽}咯{～痰}	［4］咯{只用于“～血”}卡{强行占有：我买了本儿书，小王儿看见硬～儿去了}
x	［1］哈{～口气|冷笑热～～}𨉣{点头儿～腰}	［2］啥{只见于“干～”（“干什么”)}	［3］哈{～叭狗儿}	［4］哈{～巴着腿，指两腿叉开}
∅	［1］阿{～姨}啊{叹词，表示惊异或追问：～，他考上大学了！|你到底多会儿走哇，～？}	［2］啊{叹词，表示叮嘱，用在句末：过马路小心点儿，～！}	［3］啊{叹词，表示惊异或惊疑：～？你说明儿就走？|～？老王叫车撞了？}	［4］啊{叹词，表示应诺或明白过来：～，我就去，你先走吧|～，是阵门回事儿啊！}
#ia				
p	［1］□{象声词：～一枪，～叽[tɕi]嘴，巴嗒嘴}			［4］□{～～两枪}
pʰ	［1］□{象声词：～～俩嘴巴}			［4］□{象声词：～～俩嘴巴}
m	［1］□{形容羊叫声：羊饿了，～～直叫}			
l			［3］俩{“两个”的合音}	
tɕ	［1］家傢加枷嘉袈夹{～子|～袄}挟{～菜吃}佳		［3］假{真～|放～}贾甲胛	［4］假{“假日、假期”义的“假”今又念去声}嫁架驾价甲{见于“～鱼”}
tɕʰ	［1］掐䶗{俩狗～架，指俩狗咬架}		［3］卡{～住头发|关～|哨～}	［4］卡{～子，头发卡子}恰洽
ɕ	［1］虾{～米}瞎	［2］霞瑕暇侠峡狭匣辖□{厉害；严重：孩子碰得不厉害，他妈说得忒～|那老太太疼孙女儿疼得～着呐}		［4］下吓-{～唬人}夏
∅	［1］鸦丫{～头}鸭押压	［2］牙芽蚜衙涯崖	［3］雅亚1哑押{签子画～}	［4］亚2轧{～路机}压{～根儿，从来}
#ua				
tʂ	［1］抓{～土|～人}□{象声词，形容婴幼儿的哭声：那孩子胆儿忒小，看见狗也会～的一声哭喽}髽{～鬏儿}		［3］爪-{鸡～子}	
tʂʰ	［1］欻{象声词：猫把门抓得～～直响}欻{一个贼星～一下子过去了}		［3］□{～钹，两手持钹对击}撮{见于“～子儿”（一种玩石子的游戏）}	［4］□{迅速夺取：他一下子把我的皮球给～过去了}
ʂ	［1］刷唰		［3］耍□{～圈儿，指筐、篓或麦秸编的草帽儿等的边开裂或掉下}	［4］刷{脸～白}□{～利，～刮，指穿着或做事干净利落}
ʐ		［2］挼{把纸～成个团儿}		
k	［1］瓜刮{～脸}呱{风箱～嗒～嗒响半天了}栝{～楼}		［3］寡剐刮{～风}	［4］卦挂褂
kʰ	［1］夸□{象声词：～嚓一下子大风把一棵树刮断了}		［3］侉垮	［4］挎胯跨
x	［1］花哗{～啦一声}	［2］华铧划{～船|～拳}滑猾	［3］□{～～螺子，螺蛳、蛤蚌等}	［4］化华{姓氏}画话划{～界}
∅	［1］洼哇{～～地哭}蛙	［2］娃挖	［3］瓦{砖～}□{擦着锅碗盆等的底舀稠饭等：给你爷～一碗糨的}	［4］瓦{动词：～上瓦}洼{向里边凹进：做掐腰儿的衣裳，铰腰身的时候多～进点儿去就行}□{熬粥、饭等稠的粘在锅底上：拿勺子搅搅吧，～锅了}袜
#ɤ				
t	［1］嘚{～啵，唠叨或没根据的瞎说}	［2］德得{～到|饭～了，指做好了}	［3］脦1{～肋[lə]：你才几岁就～着大人衣裳？}□{瞎～肋[lɤ35]，指瞎说八道}	
tʰ			［3］脦2	［4］特
