cid	character	initial	final	tone	note
1	多	t	ɔu	22	
2	拖	th	ai	22	白。～藤：藤蔓延
2	拖	th	ɔu	22	文。～泥下：拖地
3	大	th	ai	45	
4	锣	l	ɔu	53	
5	左	ts	ɔu	31	
6	歌	k	ɔu	22	
7	个	k	ai	31	白。量词，一～
7	个	k	ɔuʔ	23	文。～人
8	可	kh	ɔu	31	
9	鹅	ŋ	ɔu	53	
10	饿	ŋ	ɔu	45	饥～
11	河	h	ɔu	53	
12	茄	kh	ieu	53	
13	破	ph	ɔu	31	～坏
14	婆	ph	ɔu	53	
15	磨	m	ɔu	53	
16	磨	h	m	45	
17	躲	t	ɔu	31	～避
18	螺	l	ɔu	53	
19	坐	tsh	ɔu	22	
20	锁	s	ɔu	31	
21	果	k	uɔ	31	
22	过	k	uɔ	31	
23	课	kh	ue	31	
24	火	f	ɔu	31	
25	货	f	ɔu	31	
26	祸	f	ɔu	45	
27	靴	h	ieu	22	～鞋
28	把	p	a	31	
29	爬	ph	a	53	
30	马	m	a	22	
31	骂	m	a	31	
32	茶	tsh	a	53	
33	沙	s	a	22	
34	假	k	a	31	
35	嫁	k	a	31	
36	牙	ŋ	a	53	
37	虾	h	a	53	
38	下	h	a	22	
39	夏	h	a	45	
40	哑	∅	a	31	
41	姐	ts	ia	31	小～
42	借	ts	iaʔ	23	
43	写	s	ia	31	
44	斜	tsh	ia	53	
45	谢	tsh	ia	45	
46	车	tʃh	a	22	
47	蛇	ʃ	ia	53	
48	射	ʃ	ia	45	
49	爷	z	ia	53	父亲
50	野	z	ia	31	
51	夜	z	ia	45	
52	瓜	k	ua	22	
53	瓦	ŋ	ua	31	
54	花	f	a	22	
55	化	f	a	31	
56	华	f	a	53	
57	谱	ph	u	31	
58	布	p	u	31	
59	铺	ph	u	22	
60	簿	ph	u	45	
61	步	ph	u	45	
62	赌	t	u	31	
63	土	th	u	31	
64	图	th	u	53	
65	杜	th	u	45	
66	奴	n	u	53	
67	路	l	u	45	
68	租	ts	u	22	
69	做	ts	ɔu	31	
70	错	tsh	ɔu	31	
71	箍	kh	eu	22	白。～桶
71	箍	kh	u	22	文。金～棒
72	古	k	u	31	
73	苦	kh	u	31	
74	裤	kh	u	31	
75	吴	∅	m	53	
76	五	∅	m	31	
77	虎	f	u	31	
78	壶	f	u	53	
79	户	f	u	45	
80	乌	v	u	22	
81	女	ŋ	y	31	
82	吕	l	y	45	
83	徐	s	ɿ	53	
84	猪	tʃ	y	22	
85	除	tʃh	y	53	
86	初	tsh	u	22	
87	锄	tʃh	y	53	
88	所	s	u	31	
89	书	ʃ	y	22	
90	鼠	tʃh	y	31	
91	如	z	y	53	不～
92	举	k	y	31	
93	锯	k	y	31	
94	去	kh	y	31	
95	渠	kh	y	45	白
95	渠	kh	yʔ	23	文
96	鱼	∅	m	53	
97	许	kh	u	31	白。姓
97	许	ʃ	y	31	文。允～
98	余	z	y	53	姓
99	府	f	u	31	
100	付	f	u	31	
101	父	f	u	45	～母亲
102	武	v	u	31	
103	雾	v	u	45	
104	取	tsh	eu	31	白。赎回
104	取	tʃh	y	31	文。争～
105	柱	tʃh	y	22	
106	住	t	ai	31	白。～屋下：住家里
106	住	tʃh	y	45	文。长～
107	数	s	u	31	
108	数	s	u	31	
109	主	tʃ	y	31	
110	输	ʃ	y	22	
111	竖	ʃ	y	45	
112	树	ʃ	y	45	
113	句	k	y	31	
114	区	kh	y	22	
115	遇	ŋ	y	45	
116	雨	v	u	31	
117	芋	v	u	45	
118	裕	z	y	45	
119	胎	th	ɔi	22	车～
120	台	th	ai	53	
121	袋	th	ɔi	45	
122	来	l	ɔi	53	
123	菜	tsh	ɔi	31	
124	财	tsh	ai	53	
125	该	k	ai	22	
126	改	k	ɔi	31	
127	开	kh	ɔi	22	
128	海	h	ɔi	31	
129	爱	∅	ɔi	31	
130	贝	p	ui	31	
131	带	t	ai	31	
132	盖	k	ɔi	31	
133	害	h	ɔi	45	
134	拜	p	ai	31	
135	排	ph	ɛi	53	白。～队
135	排	ph	ai	53	文。～长
136	埋	p	ɔi	31	白。生～：活埋
136	埋	m	ai	53	文。～没
137	戒	k	ai	31	
138	摆	p	ai	31	～动
139	派	ph	ai	31	
140	牌	ph	ɛi	53	
141	买	m	i	22	
142	卖	m	i	45	
144	晒	s	ai	31	
145	街	k	ɛi	22	
146	解	k	ɛi	31	白。～开
146	解	k	ai	31	文。～放
147	鞋	h	ɛi	53	
148	蟹	h	ɛi	31	
149	矮	∅	ɛi	31	
150	败	ph	ai	45	
151	币	ph	i	45	
152	制	tʃ	i	31	
153	世	ʃ	ɛi	31	
154	艺	ŋ	i	45	
155	米	m	i	31	
156	低	t	ɛi	22	
157	梯	th	ɔi	22	
158	剃	th	ɛi	31	
159	弟	th	ɛi	22	
160	递	t	it	5	
161	泥	n	i	53	
162	犁	l	ɛi	53	
163	西	s	ɛi	22	
164	洗	s	ɛi	31	
165	鸡	k	ɛi	22	
166	溪	kh	ɛi	22	
167	契	kh	ɛi	31	
168	系	h	ɛi	45	
169	杯	p	ui	22	
170	配	ph	ɔi	31	
171	赔	ph	ɔi	53	
172	背	ph	ɔi	45	
173	煤	m	ɔi	53	
174	妹	m	ɔi	31	
175	对	t	ɔi	31	白。～面
175	对	t	ui	31	文。～联
176	雷	l	ui	53	
177	罪	tsh	ui	45	
178	碎	tsh	ui	31	
179	灰	f	ɔi	22	
180	回	f	ui	53	
181	外	ŋ	uai	45	
182	会	f	ui	45	
183	怪	k	uai	31	
184	块	kh	uai	31	
185	怀	f	ai	53	
186	坏	f	ai	45	
187	拐	kh	u	45	白。～杖
187	拐	k	uai	31	文。～卖
188	挂	k	ua	31	
189	歪	∅	uãi	22	
190	画	f	a	45	
191	快	kh	uai	31	
192	话	v	a	45	
193	岁	s	ɛi	31	
194	卫	v	ui	45	
195	肺	ph	ui	31	
196	桂	k	ui	31	
197	碑	p	i	22	
198	皮	ph	i	53	
199	被	ph	i	22	
200	紫	ts	ɿ	31	
201	刺	tsh	ɿ	31	
202	知	t	i	22	
203	池	tʃh	i	53	
204	纸	tʃ	i	31	
205	儿	z	i	53	
206	寄	k	i	31	
207	骑	kh	i	53	
208	蚁	ŋ	i	31	
209	义	ŋ	i	45	
210	戏	h	i	31	
211	移	z	i	53	
212	比	p	i	31	
213	屁	ph	i	31	
214	鼻	ph	i	45	
215	眉	m	i	53	
216	地	th	i	45	
217	梨	l	i	53	
218	资	ts	ɿ	22	
219	死	s	i	45	
220	四	s	i	31	
221	迟	tʃh	i	53	
222	师	s	ɿ	22	
223	指	tʃ	i	31	
224	二	ŋ	i	45	
225	饥	k	i	22	
226	器	kh	i	31	
227	姨	z	i	53	
228	李	l	i	31	
229	子	ts	ɿ	31	
230	字	tsh	ɿ	45	
231	丝	s	ɿ	22	
232	祠	s	ɿ	53	
233	寺	ʃ	i	45	
234	治	tʃh	i	53	白。宰杀动物
234	治	tʃh	i	45	文。～理
235	柿	ʃ	i	45	西红～
236	事	s	ɿ	45	
237	使	s	ɿ	31	
238	试	tʃh	i	31	白。～食：试吃
238	试	ʃ	i	31	文。考～
239	时	ʃ	i	53	
240	市	ʃ	i	45	
241	耳	ŋ	i	31	
242	记	kh	i	31	白
242	记	k	i	31	文
243	棋	kh	i	53	
244	喜	h	i	31	
245	意	z	i	31	
246	几	k	iɔu	45	白。～种，～点
246	几	k	i	31	文。
247	气	kh	i	31	
248	希	h	i	22	
249	衣	z	i	22	
250	嘴	tʃ	ɛi	31	
251	随	s	ui	53	
252	吹	tʃh	ɛi	22	白。
252	吹	tʃh	ui	22	文。~牛
253	垂	tsh	ui	53	
254	规	k	ui	22	
255	亏	kh	ui	22	
256	跪	kh	ui	45	
257	危	ŋ	ui	53	
258	类	l	ui	45	
259	醉	ts	ui	31	
260	追	ts	ui	22	
261	锤	tʃh	ui	53	～子
261	锤	t	ui	53	铁～
262	水	f	i	31	
263	龟	k	ui	22	
264	季	k	ui	31	
265	柜	kh	ui	45	
266	位	v	i	45	
267	飞	p	ui	22	白。鸟～
267	飞	f	i	22	文。张～
268	费	f	ui	31	
269	肥	ph	ui	53	
270	尾	m	ui	22	
271	味	m	ui	45	白
271	味	v	i	45	文
272	鬼	k	ui	31	
273	贵	k	ui	31	
274	围	v	i	53	
275	胃	v	ui	45	
276	宝	p	ɔu	31	
277	抱	p	au	31	拥～
278	毛	h	m	22	白。头～
278	毛	m	ɔu	22	文。姓
279	帽	h	m	45	
280	刀	t	ɔu	22	
281	讨	th	ɔu	31	白
281	讨	th	u	31	文
282	桃	th	ɔu	53	
283	道	th	ɔu	45	
284	脑	n	u	31	白。～屎：脑浆
284	脑	n	au	31	文。电～
285	老	l	ɔu	31	
286	早	ts	ɔu	31	
287	灶	ts	ɔu	31	
288	草	tsh	ɔu	31	
289	糙	tsh	ɔu	31	～米
290	造	tsh	ɔu	45	
291	嫂	s	ɔu	31	
292	高	k	ɔu	22	
293	靠	kh	ɔu	31	
294	熬	ŋ	au	53	白。～骨头
294	熬	h	au	53	文。～夜
295	好	h	ɔu	31	
296	号	h	ɔu	45	
297	包	p	au	22	
298	饱	p	au	31	
299	炮	ph	au	31	
300	猫	ŋ	iau	31	
301	闹	n	au	45	
302	罩	ts	au	45	笼～
303	抓	ts	ua	22	～工作
304	找	ts	au	45	～纸票：找钱
305	抄	tsh	au	22	
306	交	k	au	22	
307	敲	kh	au	22	～诈
307	敲	kh	ɔuʔ	23	～门
308	孝	h	au	31	
309	校	h	au	45	
310	表	p	ieu	22	
311	票	ph	ieu	31	纸～
312	庙	m	ieu	45	
313	焦	ts	ieu	22	
314	小	s	ieu	31	～学
315	笑	s	ieu	31	
316	朝	tsh	eu	53	
317	照	tʃ	eu	31	
318	烧	ʃ	eu	22	
319	绕	ŋ	iau	53	
320	桥	kh	ieu	53	
321	轿	kh	ieu	45	
322	腰	z	ieu	22	
323	要	z	ieu	31	
324	摇	z	ieu	53	
325	鸟	t	ɛu	31	
326	钓	t	ɛu	31	
327	条	th	ɛu	53	
328	料	l	ɛu	45	
329	箫	s	ieu	22	
330	叫	k	iau	31	
331	母	h	m	31	
332	抖	t	eu	31	
333	偷	th	eu	22	
334	头	th	eu	53	
335	豆	th	eu	45	
336	楼	l	eu	53	
337	走	ts	eu	31	
338	凑	tsh	eu	31	
339	钩	k	eu	22	
340	狗	k	eu	31	
341	够	k	eu	45	
342	口	kh	eu	31	
343	藕	ŋ	au	45	
344	后	h	eu	45	
345	厚	h	eu	45	～德
346	富	f	u	31	
347	副	f	u	31	
348	浮	ph	ɔu	53	白。～起来
348	浮	f	u	53	文。～力，漂～
349	妇	f	u	45	
350	流	l	iu	53	河～
351	酒	ts	iu	31	
352	修	s	iu	22	
353	袖	tsh	iu	45	领～
354	抽	tʃh	iu	22	
355	绸	tʃh	iu	53	
356	愁	s	eu	53	
357	瘦	s	eu	31	
358	州	tʃ	iu	22	
359	臭	tʃh	iu	31	
360	手	ʃ	iu	31	
361	寿	ʃ	iu	45	
362	九	k	iu	31	
363	球	kh	iu	53	
364	舅	kh	iu	22	
365	旧	kh	iu	45	
366	牛	ŋ	iu	53	
367	休	h	iũ	22	
368	优	z	iu	45	
369	有	z	iu	22	
370	右	z	iu	45	
371	油	z	iu	53	
372	丢	t	iu	45	
373	幼	z	iu	31	
374	贪	th	am	22	
375	潭	th	am	53	
376	南	n	am	53	
377	蚕	tsh	am	53	
378	感	k	am	31	
379	含	h	am	53	
380	暗	∅	am	31	
381	搭	t	ap	23	
382	踏	th	ap	5	
383	拉	l	a	22	
384	杂	tsh	ap	5	
385	鸽	k	ap	23	
386	盒	h	ap	5	
387	胆	t	am	31	
388	毯	th	an	31	
389	淡	th	am	22	白。咸～
389	淡	th	am	45	文。～化
390	蓝	l	am	53	
391	三	s	am	22	
392	甘	k	am	22	
393	敢	k	am	31	
394	喊	h	ɛm	31	
395	塔	th	ap	23	
396	蜡	l	ap	5	
398	杉	s	am	22	
399	减	k	ɛm	31	
400	咸	h	ɛm	53	
401	插	tsh	ap	23	
402	闸	ts	ap	23	
403	夹	k	iap	23	
404	衫	s	am	22	
405	监	k	am	22	监狱：入～
405	监	k	am	31	太～
406	岩	ŋ	am	53	
407	甲	k	ap	23	
408	鸭	∅	ap	23	
409	黏	n	iam	53	
410	尖	ts	iam	22	
411	签	tsh	iam	22	
412	占	tʃ	am	31	
413	染	ŋ	iam	45	
414	钳	kh	iam	53	
415	验	ŋ	iam	45	
416	险	h	iam	31	
417	厌	z	iam	31	
418	炎	z	iam	45	
419	盐	z	iam	53	
