字頭	聲紐	韻部	小韻	調類	字義	擬音(聲母)	擬音(韻母)	擬音(聲調)	粵拼(聲母)	粵拼(韻母)	粵拼(聲調)
准	照	津	準	陰上	信也實也	tʃ	ɵn	35	zh	eon	2
蠢	穿	津	蠢	陰上	愚也鈍也又蟲曰蠢動	tʃʰ	ɵn	35	ch	eon	2
惷	穿	津	蠢	陰上	亂也	tʃʰ	ɵn	35	ch	eon	2
踳	穿	津	蠢	陰上	雜也乖姓也	tʃʰ	ɵn	35	ch	eon	2
笋	心	津	笋	陰上	竹初出曰笋	s	ɵn	35	s	eon	2
筍	心	津	笋	陰上	同上(竹初出曰笋)	s	ɵn	35	s	eon	2
榫	心	津	笋	陰上	剡木入竅曰榫木牙也	s	ɵn	35	s	eon	2
簨	心	津	笋	陰上	木之橫也又簟席也	s	ɵn	35	s	eon	2
瞬	審	津	瞬	陰上	瞬息轉盻間也又目數搖也	ʃ	ɵn	35	sh	eon	2
卵	來	津	卵	陰上	凡鳥之春皆曰卵	l	ɵn	35	l	eon	2
盾	透	津	盾	陽上	干櫓之屬	tʰ	ɵn	23	t	eon	5
楯	透	津	盾	陽上	欄也	tʰ	ɵn	23	t	eon	5
腯	透	津	盾	陽上	肥也	tʰ	ɵn	23	t	eon	5
彖	透	津	盾	陽上	易彖詞	tʰ	ɵn	23	t	eon	5
進	精	津	進	陰去	登也升也向前去也	ts	ɵn	33	z	eon	3
雋	精	津	進	陰去	永也味之長也	ts	ɵn	33	z	eon	3
鐫	精	津	進	陰去	雕刻也	ts	ɵn	33	z	eon	3
儁	精	津	進	陰去	知過千人	ts	ɵn	33	z	eon	3
俊	精	津	進	陰去	才過千人	ts	ɵn	33	z	eon	3
竣	精	津	進	陰去	退也宗也	ts	ɵn	33	z	eon	3
朘	精	津	進	陰去	削也竭也	ts	ɵn	33	z	eon	3
駿	精	津	進	陰去	良馬	ts	ɵn	33	z	eon	3
畯	精	津	進	陰去	田畯治農之官	ts	ɵn	33	z	eon	3
餕	精	津	進	陰去	食餘物也	ts	ɵn	33	z	eon	3
浚	精	津	進	陰去	深也	ts	ɵn	33	z	eon	3
濬	精	津	進	陰去	同上(深也)	ts	ɵn	33	z	eon	3
晉	精	津	進	陰去	進也又國名又卦名	ts	ɵn	33	z	eon	3
晋	精	津	進	陰去	同上(進也又國名又卦名)	ts	ɵn	33	z	eon	3
縉	精	津	進	陰去	居官曰縉紳插笏于大帶之間曰縉	ts	ɵn	33	z	eon	3
搢	精	津	進	陰去	同上(居官曰縉紳插笏于大帶之間曰縉)	ts	ɵn	33	z	eon	3
睃	精	津	進	陰去	明也	ts	ɵn	33	z	eon	3
瑨	精	津	進	陰去	美石也	ts	ɵn	33	z	eon	3
信	心	津	信	陰去	誠也實也驗也用也	s	ɵn	33	s	eon	3
訊	心	津	信	陰去	問也	s	ɵn	33	s	eon	3
汛	心	津	信	陰去	酒也	s	ɵn	33	s	eon	3
迅	心	津	信	陰去	速也	s	ɵn	33	s	eon	3
巽	心	津	信	陰去	順也又卦名	s	ɵn	33	s	eon	3
遜	心	津	信	陰去	謙讓也順也	s	ɵn	33	s	eon	3
孫	心	津	信	陰去	同上(謙讓也順也)	s	ɵn	33	s	eon	3
囟	心	津	信	陰去	腦蓋也一曰頂門	s	ɵn	33	s	eon	3
顖	心	津	信	陰去	同上(腦蓋也一曰頂門)	s	ɵn	33	s	eon	3
圳	照	津	圳	陰去	諄去聲水劣也	tʃ	ɵn	33	zh	eon	3
遯	端	津	遯	陽去	隱遯退避也	t	ɵn	22	d	eon	6
遁	端	津	遯	陽去	逃遁	t	ɵn	22	d	eon	6
沌	端	津	遯	陽去	混沌	t	ɵn	22	d	eon	6
鈍	端	津	遯	陽去	遲鈍頑遁不利也	t	ɵn	22	d	eon	6
頓	端	津	遯	陽去	俯首叩地也又停頓物件也	t	ɵn	22	d	eon	6
論	來	津	論	陽去	議論辯論	l	ɵn	22	l	eon	6
吝	來	津	論	陽去	悔吝鄙吝慳吝	l	ɵn	22	l	eon	6
悋	來	津	論	陽去	慳悋	l	ɵn	22	l	eon	6
紊	來	津	論	陽去	亂也	l	ɵn	22	l	eon	6
藺	來	津	論	陽去	莞屬可爲席又姓	l	ɵn	22	l	eon	6
躙	來	津	論	陽去	蹂躪踐踏也	l	ɵn	22	l	eon	6
恡	來	津	論	陽去	同吝	l	ɵn	22	l	eon	6
盡	精	津	盡	陽去	空也竭也終也悉也	ts	ɵn	22	z	eon	6
尽	精	津	盡	陽去	同上(空也竭也終也悉也)	ts	ɵn	22	z	eon	6
順	審	津	順	陽去	不逆也	ʃ	ɵn	22	sh	eon	6
舜	審	津	順	陽去	虞舜	ʃ	ɵn	22	sh	eon	6
蕣	審	津	順	陽去	木槿	ʃ	ɵn	22	sh	eon	6
閏	日	津	閏	陽去	閏月	ȵ	ɵn	22	nj	eon	6
潤	日	津	閏	陽去	潤澤	ȵ	ɵn	22	nj	eon	6
撋	日	津	閏	陽去	詩擷撋之以去其污	ȵ	ɵn	22	nj	eon	6
卒	精	卒	卒	陰入	終也又兵卒	ts	ɵt	5	z	eot	1
蟀	精	卒	卒	陰入	蟋蟀	ts	ɵt	5	z	eot	1
恤	心	卒	恤	陰入	憐恤又憂也	s	ɵt	5	s	eot	1
卹	心	卒	恤	陰入	同上又鮮少也(憐恤又憂也)	s	ɵt	5	s	eot	1
戌	心	卒	恤	陰入	辰名	s	ɵt	5	s	eot	1
率	審	卒	率	陰入	深出切循也大略也又倡率	ʃ	ɵt	5	sh	eot	1
帥	審	卒	率	陰入	先道之也	ʃ	ɵt	5	sh	eot	1
黜	照	卒	黜	陰入	諄入聲貶斥也	tʃ	ɵt	5	zh	eot	1
絀	照	卒	黜	陰入	同上(諄入聲貶斥也)	tʃ	ɵt	5	zh	eot	1
怵	照	卒	黜	陰入	怵惕恐懼凄愴	tʃ	ɵt	5	zh	eot	1
出	穿	卒	出	陰入	外也退也生也發也	tʃʰ	ɵt	5	ch	eot	1
律	來	卒	律	陽入	律呂法律	l	ɵt	2	l	eot	6
聿	來	卒	律	陽入	循也惟也自也又語助詞	l	ɵt	2	l	eot	6
遹	來	卒	律	陽入	自也遵也述也又邪僻也	l	ɵt	2	l	eot	6
驈	來	卒	律	陽入	驪馬白跨曰驈	l	ɵt	2	l	eot	6
栗	來	卒	律	陽入	果名又恐懼貌	l	ɵt	2	l	eot	6
慄	來	卒	律	陽入	懼也竦也	l	ɵt	2	l	eot	6
凓	來	卒	律	陽入	凓冽	l	ɵt	2	l	eot	6
溧	來	卒	律	陽入	溧水縣名	l	ɵt	2	l	eot	6
率	來	卒	律	陽入	彀率彎弓之限	l	ɵt	2	l	eot	6
潏	來	卒	律	陽入	水流貌	l	ɵt	2	l	eot	6
繘	來	卒	律	陽入	汲水索	l	ɵt	2	l	eot	6
繂	來	卒	律	陽入	大繩	l	ɵt	2	l	eot	6
霱	來	卒	律	陽入	瑞雲	l	ɵt	2	l	eot	6
鴥	來	卒	律	陽入	疾飛貌	l	ɵt	2	l	eot	6
述	審	卒	述	陽入	作述	ʃ	ɵt	2	sh	eot	6
術	審	卒	述	陽入	法之巧者	ʃ	ɵt	2	sh	eot	6
秫	審	卒	述	陽入	禾名	ʃ	ɵt	2	sh	eot	6
术	審	卒	述	陽入	白术藥名	ʃ	ɵt	2	sh	eot	6
訥	泥	卒	訥	陽入	南聿切言之出口艱難也	n	ɵt	2	n	eot	6
呐	泥	卒	訥	陽入	同上(南聿切言之出口艱難也)	n	ɵt	2	n	eot	6
雖	心	雖	雖	陰平	語助詞又不定也	s	ɵy	53	s	eoi	1
衰	審	雖	衰	陰平	弱也微也	ʃ	ɵy	53	sh	eoi	1
榱	審	雖	衰	陰平	榱題椽也桷也	ʃ	ɵy	53	sh	eoi	1
綏	審	雖	衰	陰平	安也車中靶也又退軍爲綏	ʃ	ɵy	53	sh	eoi	1
桵	審	雖	衰	陰平	山木叢生有刺也	ʃ	ɵy	53	sh	eoi	1
追	照	雖	追	陰平	追述追隨又追也	tʃ	ɵy	53	zh	eoi	1
錐	照	雖	追	陰平	鎗劍之屬	tʃ	ɵy	53	zh	eoi	1
騅	照	雖	追	陰平	馬之蒼黑者	tʃ	ɵy	53	zh	eoi	1
推	透	雖	推	陰平	讓也獎也薦也又尋繹也	tʰ	ɵy	53	t	eoi	1
吹	透	雖	推	陰平	風吹又吹噓	tʰ	ɵy	53	t	eoi	1
龡	透	雖	推	陰平	同上(風吹又吹噓)	tʰ	ɵy	53	t	eoi	1
炊	透	雖	推	陰平	炊爨	tʰ	ɵy	53	t	eoi	1
誰	審	雖	誰	陽平	孰也何也誰也何詰問詞也	ʃ	ɵy	21	sh	eoi	4
垂	審	雖	誰	陽平	自上垂下又幾也將及也	ʃ	ɵy	21	sh	eoi	4
𡍮	審	雖	誰	陽平	同上(自上垂下又幾也將及也)	ʃ	ɵy	21	sh	eoi	4
陲	審	雖	誰	陽平	邊疆也	ʃ	ɵy	21	sh	eoi	4
錘	穿	雖	錘	陽平	鐵錘又秤錘	tʃʰ	ɵy	21	ch	eoi	4
椎	穿	雖	錘	陽平	木名	tʃʰ	ɵy	21	ch	eoi	4
槌	穿	雖	錘	陽平	同上(木名)	tʃʰ	ɵy	21	ch	eoi	4
隨	淸	雖	隨	陽平	從也順也	tsʰ	ɵy	21	c	eoi	4
隋	淸	雖	隨	陽平	國名	tsʰ	ɵy	21	c	eoi	4
髓	心	雖	髓	陽平	秀水切骨中之脂	s	ɵy	21	s	eoi	4
揣	穿	雖	揣	陰上	吹上聲揣度揣摩	tʃʰ	ɵy	35	ch	eoi	2
惴	穿	雖	揣	陰上	恐懼貌	tʃʰ	ɵy	35	ch	eoi	2
遄	穿	雖	揣	陰上	速也	tʃʰ	ɵy	35	ch	eoi	2
水	審	雖	水	陰上	水火五行之一	ʃ	ɵy	35	sh	eoi	2
嘴	精	雖	嘴	陰上	口唇也	ts	ɵy	35	z	eoi	2
彙	來	雖	彙	陽上	類也易以其彙	l	ɵy	23	l	eoi	5
蠡	來	雖	彙	陽上	齧木蟲也	l	ɵy	23	l	eoi	5
累	來	雖	彙	陽上	積累曡也屢也	l	ɵy	23	l	eoi	5
磊	來	雖	彙	陽上	石衆多貌又磊落不群貌	l	ɵy	23	l	eoi	5
藟	來	雖	彙	陽上	葛藟	l	ɵy	23	l	eoi	5
攂	來	雖	彙	陽上	攂鼓	l	ɵy	23	l	eoi	5
酹	來	雖	彙	陽上	祭而灌地曰酹酒	l	ɵy	23	l	eoi	5
蕋	日	雖	蕋	陽上	花蕋	ȵ	ɵy	23	nj	eoi	5
蕊	日	雖	蕋	陽上	同上(花蕋)	ȵ	ɵy	23	nj	eoi	5
歲	心	雖	歲	陰去	年歲	s	ɵy	33	s	eoi	3
稅	審	雖	稅	陰去	租也斂也	ʃ	ɵy	33	sh	eoi	3
說	審	雖	稅	陰去	以言說人	ʃ	ɵy	33	sh	eoi	3
帥	審	雖	稅	陰去	將帥主帥又統也領也	ʃ	ɵy	33	sh	eoi	3
翠	淸	雖	翠	陰去	翡翠鳥羽也赤曰翡青曰翠	tsʰ	ɵy	33	c	eoi	3
脆	淸	雖	翠	陰去	物易斷也又輕薄也	tsʰ	ɵy	33	c	eoi	3
帨	端	雖	帨	陰去	巾帕也	t	ɵy	33	d	eoi	3
毳	端	雖	帨	陰去	獸毛褥也	t	ɵy	33	d	eoi	3
醉	精	雖	醉	陰去	酒醉	ts	ɵy	33	z	eoi	3
最	精	雖	醉	陰去	殿最前曰最後曰殿	ts	ɵy	33	z	eoi	3
遂	心	雖	遂	陽去	成也就也達也安也稱意也	s	ɵy	22	s	eoi	6
邃	心	雖	遂	陽去	深邃	s	ɵy	22	s	eoi	6
襚	心	雖	遂	陽去	衣被	s	ɵy	22	s	eoi	6
璲	心	雖	遂	陽去	瑞玉也	s	ɵy	22	s	eoi	6
燧	心	雖	遂	陽去	取火之木	s	ɵy	22	s	eoi	6
穟	心	雖	遂	陽去	禾茂貌	s	ɵy	22	s	eoi	6
瑞	心	雖	遂	陽去	祥瑞	s	ɵy	22	s	eoi	6
祟	心	雖	遂	陽去	怪祟	s	ɵy	22	s	eoi	6
穗	心	雖	遂	陽去	禾穗	s	ɵy	22	s	eoi	6
繐	心	雖	遂	陽去	繐帳布細而疏也	s	ɵy	22	s	eoi	6
萃	心	雖	遂	陽去	聚也	s	ɵy	22	s	eoi	6
瘁	心	雖	遂	陽去	勞也病也	s	ɵy	22	s	eoi	6
誶	心	雖	遂	陽去	詬誶誚也告也又多言也	s	ɵy	22	s	eoi	6
粹	心	雖	遂	陽去	純粹精粹美也	s	ɵy	22	s	eoi	6
悴	心	雖	遂	陽去	困苦也	s	ɵy	22	s	eoi	6
睟	心	雖	遂	陽去	清和潤澤之貌	s	ɵy	22	s	eoi	6
啐	心	雖	遂	陽去	咄啐呼也驚也又嘗入口也	s	ɵy	22	s	eoi	6
淬	心	雖	遂	陽去	滅火器又染也犯也	s	ɵy	22	s	eoi	6
隧	心	雖	遂	陽去	墓道	s	ɵy	22	s	eoi	6
戻	來	雖	戻	陽去	暴戾乖戾背戾罪戾又至也	l	ɵy	22	l	eoi	6
淚	來	雖	戻	陽去	涕淚	l	ɵy	22	l	eoi	6
泪	來	雖	戻	陽去	同上(涕淚)	l	ɵy	22	l	eoi	6
唳	來	雖	戻	陽去	嘹唳鶴鳴鳴之聲	l	ɵy	22	l	eoi	6
累	來	雖	戻	陽去	負累係累害也玷也	l	ɵy	22	l	eoi	6
類	來	雖	戻	陽去	種類等類又似也肖也	l	ɵy	22	l	eoi	6
纇	來	雖	戻	陽去	疵也緣飾也	l	ɵy	22	l	eoi	6
𥃏	來	雖	戻	陽去	綠色綬也又疾名又擊罪人見血也	l	ɵy	22	l	eoi	6
睿	以	雖	睿	陽去	聖也明也通也達也	ɥ	ɵy	22	j	eoi	6
叡	以	雖	睿	陽去	同上(聖也明也通也達也)	ɥ	ɵy	22	j	eoi	6
裔	以	雖	睿	陽去	後世子孫曰苗裔	ɥ	ɵy	22	j	eoi	6
銳	以	雖	睿	陽去	利銳尖銳勇銳	ɥ	ɵy	22	j	eoi	6
綏	以	雖	睿	陽去	冠上飾也	ɥ	ɵy	22	j	eoi	6
甤	以	雖	睿	陽去	甤賓律名又葉垂也	ɥ	ɵy	22	j	eoi	6
蜹	以	雖	睿	陽去	蠅蜹蚊屬	ɥ	ɵy	22	j	eoi	6
芮	以	雖	睿	陽去	草生貌又國名	ɥ	ɵy	22	j	eoi	6
汭	以	雖	睿	陽去	地名	ɥ	ɵy	22	j	eoi	6
墜	照	雖	墜	陽去	落也	tʃ	ɵy	22	zh	eoi	6
隊	照	雖	墜	陽去	同上(落也)	tʃ	ɵy	22	zh	eoi	6
縋	照	雖	墜	陽去	以繩懸物而垂下曰縋	tʃ	ɵy	22	zh	eoi	6
贅	照	雖	墜	陽去	謂以物質錢也又南附女家謂之贅壻	tʃ	ɵy	22	zh	eoi	6
綴	照	雖	墜	陽去	冠系又聯也	tʃ	ɵy	22	zh	eoi	6
睡	審	雖	睡	陽去	夜寢曰睡	ʃ	ɵy	22	sh	eoi	6
科	非	科	科	陰平	科坎科等又科甲	f	ɔ	53	f	o	1
蝌	非	科	科	陰平	蝌蚪蟲名又字體也	f	ɔ	53	f	o	1
柯	亞	科	柯	陰平	府柄也又姓	ʔ	ɔ	53		o	1
阿	亞	科	柯	陰平	科曲也山阿依阿又太阿劍名	ʔ	ɔ	53		o	1
軻	亞	科	柯	陰平	車接軸也又孟子名軻	ʔ	ɔ	53		o	1
珂	亞	科	柯	陰平	石似玉	ʔ	ɔ	53		o	1
哿	亞	科	柯	陰平	可也	ʔ	ɔ	53		o	1
疴	亞	科	柯	陰平	沉疴病也	ʔ	ɔ	53		o	1
痾	亞	科	柯	陰平	同上(沉疴病也)	ʔ	ɔ	53		o	1
屙	亞	科	柯	陰平	解也放也	ʔ	ɔ	53		o	1
妸	亞	科	柯	陰平	嬌也	ʔ	ɔ	53		o	1
踈	審	科	踈	陰平	稀踈	ʃ	ɔ	53	sh	o	1
疏	審	科	踈	陰平	通也達也闊也不親密也	ʃ	ɔ	53	sh	o	1
蔬	審	科	踈	陰平	蔬菜	ʃ	ɔ	53	sh	o	1
梳	審	科	踈	陰平	櫛也	ʃ	ɔ	53	sh	o	1
初	穿	科	初	陰平	始也先也	tʃʰ	ɔ	53	ch	o	1
芻	穿	科	初	陰平	草也	tʃʰ	ɔ	53	ch	o	1
磋	淸	科	磋	陰平	切磋所以治骨角	tsʰ	ɔ	53	c	o	1
蹉	淸	科	磋	陰平	磋砣不及也	tsʰ	ɔ	53	c	o	1
瑳	淸	科	磋	陰平	玉鮮白色	tsʰ	ɔ	53	c	o	1
縒	淸	科	磋	陰平	衣之鮮貌	tsʰ	ɔ	53	c	o	1
嵯	淸	科	磋	陰平	嵯峨	tsʰ	ɔ	53	c	o	1
搓	淸	科	磋	陰平	挪然也	tsʰ	ɔ	53	c	o	1
艖	淸	科	磋	陰平	舟名	tsʰ	ɔ	53	c	o	1
傞	淸	科	磋	陰平	舞不止也	tsʰ	ɔ	53	c	o	1
梭	心	科	梭	陰平	織布之器	s	ɔ	53	s	o	1
唆	心	科	梭	陰平	教唆詞訟	s	ɔ	53	s	o	1
蓑	心	科	梭	陰平	草名可爲雨衣	s	ɔ	53	s	o	1
莎	心	科	梭	陰平	莎雞即蟋蟀也	s	ɔ	53	s	o	1
娑	心	科	梭	陰平	婆娑舞貌	s	ɔ	53	s	o	1
挱	心	科	梭	陰平	摩挱	s	ɔ	53	s	o	1
挲	心	科	梭	陰平	同上(摩挱)	s	ɔ	53	s	o	1
波	幫	科	波	陰平	波浪	p	ɔ	53	b	o	1
菠	幫	科	波	陰平	菜名	p	ɔ	53	b	o	1
坡	幫	科	波	陰平	地之藏寶者	p	ɔ	53	b	o	1
陂	幫	科	波	陰平	陂陀不平又音卑	p	ɔ	53	b	o	1
玻	幫	科	波	陰平	玻璃	p	ɔ	53	b	o	1
碆	幫	科	波	陰平	用石爲戈	p	ɔ	53	b	o	1
摩	明	科	摩	陰平	明波切撫摩	m	ɔ	53	m	o	1
麽	明	科	摩	陰平	幺麽些麽之謂	m	ɔ	53	m	o	1
庅	明	科	摩	陰平	同上(幺麽些麽之謂)	m	ɔ	53	m	o	1
𥂓	明	科	摩	陰平	杯也	m	ɔ	53	m	o	1
苛	曉	科	苛	陰平	苛刻急也又暴虐也	h	ɔ	53	h	o	1
呵	曉	科	苛	陰平	噓氣	h	ɔ	53	h	o	1
訶	曉	科	苛	陰平	大言而怒也謫也責也	h	ɔ	53	h	o	1
歌	見	科	歌	陰平	歌咏長聲以誦曰歌	k	ɔ	53	g	o	1
謌	見	科	歌	陰平	同上(歌咏長聲以誦曰歌)	k	ɔ	53	g	o	1
哥	見	科	歌	陰平	兄也	k	ɔ	53	g	o	1
拖	透	科	拖	陰平	引也曳也	tʰ	ɔ	53	t	o	1
揓	透	科	拖	陰平	同上(引也曳也)	tʰ	ɔ	53	t	o	1
拕	透	科	拖	陰平	同上(引也曳也)	tʰ	ɔ	53	t	o	1
多	端	科	多	陰平	衆也重也過也	t	ɔ	53	d	o	1
𥭋	端	科	多	陰平	竹器以取魚者也	t	ɔ	53	d	o	1
窩	云	科	窩	陰平	穴居也藏也密也	w	ɔ	53	w	o	1
窠	云	科	窩	陰平	鳥在木曰巢在穴曰窠	w	ɔ	53	w	o	1
媧	云	科	窩	陰平	女媧氏古之女皇	w	ɔ	53	w	o	1
鍋	云	科	窩	陰平	鐵鍋	w	ɔ	53	w	o	1
堝	云	科	窩	陰平	鍊金銀之堝	w	ɔ	53	w	o	1
䈑	云	科	窩	陰平	竹器	w	ɔ	53	w	o	1
倭	云	科	窩	陰平	倭于東海日本國名	w	ɔ	53	w	o	1
戈	古	科	戈	陰平	干戈平頭戟	kʷ	ɔ	53	gw	o	1
簻	古	科	戈	陰平	簻軸寬大意	kʷ	ɔ	53	gw	o	1
薖	古	科	戈	陰平	同上(簻軸寬大意)	kʷ	ɔ	53	gw	o	1
濄	古	科	戈	陰平	水名	kʷ	ɔ	53	gw	o	1
渦	古	科	戈	陰平	水之回處	kʷ	ɔ	53	gw	o	1
河	曉	科	河	陽平	江河	h	ɔ	21	h	o	4
何	曉	科	河	陽平	胡也曷也焉也奚也又姓	h	ɔ	21	h	o	4
荷	曉	科	河	陽平	蓮花曰荷花	h	ɔ	21	h	o	4
鼉	透	科	鼉	陽平	透和切鼉屬	tʰ	ɔ	21	t	o	4
跎	透	科	鼉	陽平	蹉跎	tʰ	ɔ	21	t	o	4
鮀	透	科	鼉	陽平	魚名	tʰ	ɔ	21	t	o	4
沱	透	科	鼉	陽平	大雨曰滂沱	tʰ	ɔ	21	t	o	4
鉈	透	科	鼉	陽平	秤鉈	tʰ	ɔ	21	t	o	4
紽	透	科	鼉	陽平	絲絛	tʰ	ɔ	21	t	o	4
詑	透	科	鼉	陽平	欺也誣也	tʰ	ɔ	21	t	o	4
酡	透	科	鼉	陽平	酒容	tʰ	ɔ	21	t	o	4
陀	透	科	鼉	陽平	背陀不平貌	tʰ	ɔ	21	t	o	4
駝	透	科	鼉	陽平	負荷也又駱駝	tʰ	ɔ	21	t	o	4
馱	透	科	鼉	陽平	負載也	tʰ	ɔ	21	t	o	4
佗	透	科	鼉	陽平	美好貌	tʰ	ɔ	21	t	o	4
䍫	透	科	鼉	陽平	䍫絨	tʰ	ɔ	21	t	o	4
他	透	科	鼉	陽平	尹公之他	tʰ	ɔ	21	t	o	4
鵞	我	科	鵞	陽平	家雁	ŋ	ɔ	21	ng	o	4
鵝	我	科	鵞	陽平	同上(家雁)	ŋ	ɔ	21	ng	o	4
俄	我	科	鵞	陽平	倏也速也立刻曰俄頃	ŋ	ɔ	21	ng	o	4
哦	我	科	鵞	陽平	吟哦	ŋ	ɔ	21	ng	o	4
峨	我	科	鵞	陽平	嵯峨高山也	ŋ	ɔ	21	ng	o	4
峩	我	科	鵞	陽平	同上(嵯峨高山也)	ŋ	ɔ	21	ng	o	4
莪	我	科	鵞	陽平	草名	ŋ	ɔ	21	ng	o	4
娥	我	科	鵞	陽平	嫦娥又宮娥	ŋ	ɔ	21	ng	o	4
蛾	我	科	鵞	陽平	蠶蛾	ŋ	ɔ	21	ng	o	4
囮	我	科	鵞	陽平	鳥媒	ŋ	ɔ	21	ng	o	4
訛	我	科	鵞	陽平	僞也舛也謬也	ŋ	ɔ	21	ng	o	4
吪	我	科	鵞	陽平	動也	ŋ	ɔ	21	ng	o	4
譌	我	科	鵞	陽平	妖言也	ŋ	ɔ	21	ng	o	4
羅	來	科	羅	陽平	網羅綺羅	l	ɔ	21	l	o	4
蘿	來	科	羅	陽平	蘿蒿菜名	l	ɔ	21	l	o	4
籮	來	科	羅	陽平	竹器	l	ɔ	21	l	o	4
鑼	來	科	羅	陽平	銅鑼	l	ɔ	21	l	o	4
欏	來	科	羅	陽平	木名	l	ɔ	21	l	o	4
螺	來	科	羅	陽平	蚌屬	l	ɔ	21	l	o	4
騾	來	科	羅	陽平	驢騾	l	ɔ	21	l	o	4
𤄷	來	科	羅	陽平	水名	l	ɔ	21	l	o	4
婆	滂	科	婆	陽平	老婦之稱	pʰ	ɔ	21	p	o	4
皤	滂	科	婆	陽平	白也	pʰ	ɔ	21	p	o	4
鄱	滂	科	婆	陽平	鄱陽地名	pʰ	ɔ	21	p	o	4
鋤	穿	科	鋤	陽平	田器也	tʃʰ	ɔ	21	ch	o	4
鉏	穿	科	鋤	陽平	同上(田器也)	tʃʰ	ɔ	21	ch	o	4
雛	穿	科	鋤	陽平	鳥子曰雛	tʃʰ	ɔ	21	ch	o	4
磨	明	科	磨	陽平	勘也揩也	m	ɔ	21	m	o	4
魔	明	科	磨	陽平	鬼魔	m	ɔ	21	m	o	4
劘	明	科	磨	陽平	割也切也又音糜	m	ɔ	21	m	o	4
那	泥	科	那	陽平	何也移也	n	ɔ	21	n	o	4
挪	泥	科	那	陽平	搓挪	n	ɔ	21	n	o	4
儺	泥	科	那	陽平	驅疫也又徐行有度也	n	ɔ	21	n	o	4
和	云	科	和	陽平	和順調和諧和溫和	w	ɔ	21	w	o	4
龢	云	科	和	陽平	同上(和順調和諧和溫和)	w	ɔ	21	w	o	4
禾	云	科	和	陽平	稻之總名	w	ɔ	21	w	o	4
火	非	科	火	陰上	水火五行之一燒炙物也	f	ɔ	35	f	o	2
夥	非	科	火	陰上	夥伴	f	ɔ	35	f	o	2
顆	非	科	火	陰上	小頭物也一顆猶一個一粒也	f	ɔ	35	f	o	2
伙	非	科	火	陰上	家用物件曰家伙	f	ɔ	35	f	o	2
果	古	科	果	陰上	木實也又果斷敢信也	kʷ	ɔ	35	gw	o	2
菓	古	科	果	陰上	木實也又果斷敢信也	kʷ	ɔ	35	gw	o	2
蜾	古	科	果	陰上	蜾蠃細腰蟲也	kʷ	ɔ	35	gw	o	2
裹	古	科	果	陰上	包裹纏也	kʷ	ɔ	35	gw	o	2
可	曉	科	可	陰上	好也允也	h	ɔ	35	h	o	2
坷	曉	科	可	陰上	坎坷不平貌	h	ɔ	35	h	o	2
舸	曉	科	可	陰上	大船曰舸	h	ɔ	35	h	o	2
楚	穿	科	楚	陰上	國名大也高也起也又夏楚荊條也	tʃʰ	ɔ	35	ch	o	2
憷	穿	科	楚	陰上	辛苦痛也	tʃʰ	ɔ	35	ch	o	2
俎	照	科	俎	陰上	俎豆祭器	tʃ	ɔ	35	zh	o	2
阻	照	科	俎	陰上	阻滯阻隔險阻	tʃ	ɔ	35	zh	o	2
岨	照	科	俎	陰上	險岨	tʃ	ɔ	35	zh	o	2
頗	滂	科	頗	陰上	可也略也利也但也	pʰ	ɔ	35	p	o	2
跛	滂	科	頗	陰上	足偏任也	pʰ	ɔ	35	p	o	2
叵	滂	科	頗	陰上	叵測不可也	pʰ	ɔ	35	p	o	2
尀	滂	科	頗	陰上	尀耐何也	pʰ	ɔ	35	p	o	2
裸	來	科	裸	陰上	良果切露體也	l	ɔ	35	l	o	2
婐	來	科	裸	陰上	女侍也	l	ɔ	35	l	o	2
蓏	來	科	裸	陰上	果名無核者	l	ɔ	35	l	o	2
蠃	來	科	裸	陰上	蜾蠃蟲名	l	ɔ	35	l	o	2
鎖	心	科	鎖	陰上	銅鎖	s	ɔ	35	s	o	2
瑣	心	科	鎖	陰上	瑣屑細碎也又青瑣門	s	ɔ	35	s	o	2
朵	端	科	朵	陰上	花朵	t	ɔ	35	d	o	2
躲	端	科	朵	陰上	逃避也	t	ɔ	35	d	o	2
趓	端	科	朵	陰上	同上(逃避也)	t	ɔ	35	d	o	2
垛	端	科	朵	陰上	城墉也	t	ɔ	35	d	o	2
所	審	科	所	陰上	攸也又方處也又指物之詞	ʃ	ɔ	35	sh	o	2
𠩄	審	科	所	陰上	同上(攸也又方處也又指物之詞)	ʃ	ɔ	35	sh	o	2
左	精	科	左	陰上	左右又姓	ts	ɔ	35	z	o	2
妥	透	科	妥	陽上	陀上聲妥當妥帖安也平也	tʰ	ɔ	23	t	o	5
舵	透	科	妥	陽上	船舵	tʰ	ɔ	23	t	o	5
柁	透	科	妥	陽上	同上(船舵)	tʰ	ɔ	23	t	o	5
唾	透	科	妥	陽上	吐也	tʰ	ɔ	23	t	o	5
那	泥	科	那	陽上	何也	n	ɔ	23	n	o	5
我	我	科	我	陽上	自己之稱吾也予也	ŋ	ɔ	23	ng	o	5
貨	非	科	貨	陰去	貨財凡物可交易皆曰貨	f	ɔ	33	f	o	3
課	非	科	貨	陰去	說課又試也第也計也程也	f	ɔ	33	f	o	3
過	古	科	過	陰去	失課也又經過也又度越也勝也	kʷ	ɔ	33	gw	o	3
过	古	科	過	陰去	同上(失課也又經過也又度越也勝也)	kʷ	ɔ	33	gw	o	3
