#参考资料 《黄梅戏语言音韵初探》
#调值 [1]阴平11 [2]阳平35 [3]上213 [5]去52 [7]入55

#an
p [1]班斑扳扮颁瘢
pʰ [1]攀
f [1]番翻帆幡
t [1]单丹担{同擔}眈耽殚聃
l [1]滩摊瘫贪
k [1]甘竿杆乾肝柑干玕疳间{方：中间}
kʰ [1]看堪刊龛戡
x [1]憨酣鼾
ŋ [1]安鞍庵淹氨铵谙
tʂ [1]毡沾粘占{占卜}詹瞻
tʂʰ [1]搀摻羼
ʂ [1]山衫潸膻芟删姗珊搧煽杉
ts [1]簪
tsʰ [1]餐餐骖参
#iɛn
Ø [1]烟焉嫣烟咽湮燕恹阉醃腌
p [1]边鞭编砭鳊
pʰ [1]篇偏翩
t [1]掂踮{踮脚}颠癲巅
tʰ [1]天添
n [1]拈
tɕ [1]监尖煎奸肩间歼兼鹣缣坚艰菅笺鍼湔
tɕʰ [1]牵千扦钎签纤芊迁嵌谦跹鹐悭铅騫搴籤
ɕ [1]先仙鲜掀宣喧暄秈揎掀
#on
p [1]般搬
pʰ [1]潘
t [1]端
tʰ [1]湍
k [1]冠观官棺倌
kʰ [1]宽
x [1]欢獾讙
tʂ [1]砖专鳟捐娟鹃
tʂʰ [1]穿川圈
ʂ [1]闩栓拴
ts [1]钻
tsʰ [1]窜攛躥汆{汆汤}
s [1]酸痠
#uan
Ø [1]湾弯
k [1]关鳏
ʐ [1]冤鸳
#uon 
Ø [1]剜
#yɛn
Ø [1]渊鸢鸳冤
tɕ [1]鹃
tɕʰ [1]悛棬圈

#an
m [2]蛮
f [2]凡烦繁瀋樊矾
tʰ [2]谈痰坛檀潭弾谭
n [2]难南男拦喃楠蝻兰篮蓝婪阑岚澜栏斓
x [2]涵含函韩寒咸
tʂʰ [2]婵蝉缠廛潺谗馋蟾
ʐ [2]然燃髯
tsʰ [2]惭残蚕
#iɛn
Ø [2]言延颜阎盐{方：咸盐}檐沿炎筵涎蜒
pʰ [2]便
ｍ [2]棉绵眠
tʰ [2]填田甜钿恬阗滇
n [2]黏年莲连涟怜严簾帘鲇联鲢裢亷镰奁妍研
tɕʰ [2]钱前泉{方：清泉}钳潜黔虔痊
ɕ [2]贤闲閒衔弦旋漩嫌娴舷咸
#on
pʰ [2]蟠盘磐
ｍ [2]瞒
tʰ [2]团
