"拼音"	"IPA"	"調號"	"單字"
"gi"	"ki"	3	"揀耿檢展繭粳羹[(文)]哽[(文)]梗[(文)]埂撿筧趼佢[第三人稱代詞，相當於「他/她」]"
"gi"	"ki"	5	"革戰顫鍵建怯見蜇[蠍子～人]更[～加]占[～卜]佔[～有]劍潔鋸[(白)名詞：一把～]"
"gi"	"ki"	6	"儉件健"
"gi"	"ki"	7	"劫折浙格哲揭隔[(文)]褶結[～果子]"
"ki"	"kʰi"	1	"謙牽"
"ki"	"kʰi"	3	"肯遣"
"ki"	"kʰi"	5	"欠歉徹撤轍傑克刻[時～，用刀～]芡揢[夾住；夾(到腋下)]"
"ki"	"kʰi"	7	"客"
"ngi"	"ŋi"	1	"拈研"
"ngi"	"ŋi"	2	"泥倪宜儀尼疑閻嚴年鮎[～魚]燃言"
"ngi"	"ŋi"	3	"碾撚攆輦擬染冉儼捏[～者]"
"ngi"	"ŋi"	5	"藝誼毅業逆熱匿溺"
"ngi"	"ŋi"	6	"蟻義議驗念硯"
"ngi"	"ŋi"	7	"聶鑷捏[～話，～造]孽[造～：可憐]日[(白)]"
"xi"	"xi"	1	"掀"
"xi"	"xi"	2	"攜簷蟬禪賢嫌舷"
"xi"	"xi"	3	"閃險陝顯"
"xi"	"xi"	5	"攝涉脅現[～形]協扇舌設憲獻穴贍蝕[(又)]折[～本]"
"xi"	"xi"	6	"社[(又)]善鱔單[姓～]現[～在；～飯：剩飯]射[(文)]騸鱔"
"xi"	"xi"	7	"歇"
"i"	"i"	1	"煙蔫淹伊醫衣依閹醃胭湮咽[～喉]"
"i"	"i"	2	"移夷姨飴炎鹽簷[(又)]涎然延筵芫[～荽菜]"
"i"	"i"	3	"演椅矣已以掩"
"i"	"i"	5	"翼縊瞖膩肄意厭艷焰葉頁揖噎拽諺堰燕[～子，姓～]宴日[(文)]逸憶抑一億益亦譯易[交～]液腋咽[～飯：下飯；～菜：下飯菜]"
"i"	"i"	6	"易[～得：容易]異敥[撒：～灰(撒灰)]"
"i"	"i"	7	"乙凹𥣘[～穀子：秕穀]"
"bu"	"pu"	2	"婆蒲菩葡脯[胸～子]"
"bu"	"pu"	3	"補"
"bu"	"pu"	5	"布佈怖埠"
"bu"	"pu"	6	"步部簿[～子]"
"pu"	"pʰu"	1	"鋪[～設；床]捕"
"pu"	"pʰu"	3	"譜普浦脯[果～]𪒢"
"pu"	"pʰu"	5	"鋪[～子]赴訃剖[(白)]勃𡋯樸僕[奴～]"
"pu"	"pʰu"	7	"不卜仆[～倒]撲"
"gu"	"ku"	1	"姑孤箍估"
"gu"	"ku"	3	"古牯股鼓"
"gu"	"ku"	5	"過故固錮僱顧"
"gu"	"ku"	6	"淈[往上升，向外透]"
"gu"	"ku"	7	"谷骨[(文)]"
"gu"	"ku"	0	"咕[結構助詞，相當於「的」]"
"ku"	"kʰu"	1	"枯窠"
"ku"	"kʰu"	3	"苦"
"ku"	"kʰu"	5	"庫褲窟酷"
"ku"	"kʰu"	7	"哭"
"xu"	"xu"	1	"麩[麥～子]呼乎膚夫敷俘孵"
"xu"	"xu"	2	"符扶芙[～蓉]胡湖狐壺和[～牌]葫[～蘆]浮[(文)～力]"
"xu"	"xu"	3	"斧撫釜輔虎滸府腑俯甫腐"
"xu"	"xu"	5	"富副復[～興]忽彿[彷～]佛戽付賦傅[姓～]斛縛[(文)]幅"
"xu"	"xu"	6	"互護瓠[～瓜]父戶滬附婦負[～責]阜䇘[撥～子：繞棉紗的工具]"
"xu"	"xu"	7	"福"
"u"	"u"	1	"烏塢嗚摀[～者：蒙住]巫誣污"
"u"	"u"	2	"禾吳蜈[(文)]梧無"
"u"	"u"	3	"五伍午武舞侮鵡"
"u"	"u"	5	"握物勿沃"
"u"	"u"	6	"務霧戊誤[(文)～會]"
"u"	"u"	7	"屋"
"ly"	"ly"	2	"驢[(又)]"
"ly"	"ly"	3	"呂旅屢縷鋁"
"ly"	"ly"	5	"律率"
"ly"	"ly"	6	"慮濾"
"dry"	"ʈy"	1	"豬諸居車[～馬炮]誅蛛株朱硃珠拘駒俱"
"dry"	"ʈy"	2	"除儲廚殊瞿錘[(白)]槌[(白)]"
"dry"	"ʈy"	3	"箸煮舉主矩"
"dry"	"ʈy"	5	"局距拒据鋸駐注句橘劇[～烈，戲～]著菊"
"dry"	"ʈy"	6	"苧[～麻]褚[姓～]巨柱住具懼櫥[碗～子：碗櫃]"
"try"	"ʈʰy"	1	"區驅屈吹"
"try"	"ʈʰy"	3	"處[相～]杵拄"
"try"	"ʈʰy"	5	"處[～所]去[(文)]"
"try"	"ʈʰy"	7	"出"
"nry"	"ɳy"	2	"愚"
"nry"	"ɳy"	3	"女語"
"nry"	"ɳy"	6	"御[～用]遇寓"
"zhy"	"tɕy"	2	"徐渠隨[(白)]"
"zhy"	"tɕy"	3	"嘴[(白)]"
"zhy"	"tɕy"	5	"醉[(白)]"
"zhy"	"tɕy"	6	"序敘緒聚遂隧墜"
"zhy"	"tɕy"	7	"𡎺[塞：～子：塞子]"
"chy"	"tɕʰy"	1	"蛆趨"
"chy"	"tɕʰy"	3	"取娶"
"chy"	"tɕʰy"	5	"趣粹"
"shy"	"ɕy"	1	"須需輸吁書舒墟虛噓雖綏"
"shy"	"ɕy"	3	"暑署鼠黍許水荽隨[(白)]"
"shy"	"ɕy"	5	"絮庶恕恤朮[白～]術[～語]秫述稅歲[(白)]"
"shy"	"ɕy"	6	"豎樹"
"shy"	"ɕy"	7	"戌"
"y"	"y"	1	"淤迂"
"y"	"y"	2	"如魚漁於余餘儒盂虞娛榆逾愉"
"y"	"y"	3	"與乳雨宇禹羽汝蕊[人名]"
"y"	"y"	5	"譽豫愈喻裕入[(文)]域疫役玉禦[～寒]飫[餵：～飯]"
"y"	"y"	6	"預芋"
"y"	"y"	7	"𢺴[把布、紙等向內捲或折]"
"zui"	"tsui"	1	"錐"
"zui"	"tsui"	2	"全泉旋撏[～毛：拔毛]"
"zui"	"tsui"	3	"嘴[(文)]"
"zui"	"tsui"	5	"最醉[(文)]"
"zui"	"tsui"	6	"賤"
"zui"	"tsui"	7	"絕"
"cui"	"tsʰui"	3	"淺"
"cui"	"tsʰui"	5	"翠脆"
"sui"	"sui"	1	"宣喧軒鮮[～～明明]"
"sui"	"sui"	2	"隨[(文)]"
"sui"	"sui"	3	"癬選"
"sui"	"sui"	5	"歲[(文)]"
"sui"	"sui"	7	"雪"
"gui"	"kui"	1	"歸專磚捐追圭閨奎規龜"
"gui"	"kui"	2	"逵葵傳[～達]船拳權顴垂錘[(文)]槌[(文)]"
"gui"	"kui"	3	"詭軌鬼轉[～送]捲"
"gui"	"kui"	5	"轉[～圈圈]鱖綴眷絹掘卷桂癸券貴桊[牛～：牛鼻桊兒]"
"gui"	"kui"	6	"櫃傳[～記]倦篆"
"gui"	"kui"	7	"骨拙[(俗讀)]"
"kui"	"kʰui"	1	"虧川穿圈[圓～，豬～]魁炊吹[(文)]"
"kui"	"kʰui"	3	"跪喘犬"
"kui"	"kʰui"	5	"潰愧串勸"
"kui"	"kʰui"	7	"缺"
"xui"	"xui"	1	"盔非飛妃揮輝徽"
"xui"	"xui"	2	"誰弦玄肥懸眩椽"
"xui"	"xui"	3	"悔毀匪榧翡賄吠"
"xui"	"xui"	5	"廢肺痱費[(文)]說核[果子～]睡"
"xui"	"xui"	6	"惠慧瑞縣彙"
"xui"	"xui"	7	"血"
"ui"	"ui"	1	"微威冤淵箢[～箕]"
"ui"	"ui"	2	"元原源袁轅圓園援桅危爲[作～]維惟唯違圍完[(白)]丸員緣沿鉛[(白)]阮鹽[(訓讀)～鴨蛋：鹹鴨蛋]"
"ui"	"ui"	3	"委尾偉葦緯遠"
"ui"	"ui"	5	"衛銳僞怨魏畏慰胃餵[～養]謂芮𠮷[缺口]"
"ui"	"ui"	6	"位未味院願爲[～麼子]"
"ui"	"ui"	7	"曰"
"ba"	"pɑ"	1	"班斑頒扳掰𨃅[跛]跛[(白)]"
"ba"	"pɑ"	2	"排牌𱖽[坡地，山坡]"
"ba"	"pɑ"	3	"擺板版把"
"ba"	"pɑ"	5	"拜霸[～蠻：蠻橫；蠻幹；勉強]扮絆[(訓讀)～一跤：摔一跤；(蘋果)～下來：(蘋果)跌落下來]"
"ba"	"pɑ"	6	"敗瓣"
"ba"	"pɑ"	7	"八"
"ba"	"pɑ"	0	"吧[語氣詞]"
"pa"	"pʰɑ"	1	"攀"
"pa"	"pʰɑ"	3	"攀[(訓讀)～伴：攀比]啪[象聲詞]"
"pa"	"pʰɑ"	5	"派盼襻"
"pa"	"pʰɑ"	7	"拔"
"ma"	"mɑ"	2	"埋蠻饅"
"ma"	"mɑ"	3	"買[買進賣出都用「買」]賣[(白)]晚[～崽：最小的兒子]嫚[～娘：女孩兒]"
"ma"	"mɑ"	5	"邁漫幔蔓嫚[～～：父之妹]賣[(文)]"
"ma"	"mɑ"	6	"慢㿸[油～]"
"da"	"tɑ"	1	"耽擔[～任]丹單[～獨]覘[(手、足、頭)抬起或舉起]鵮[叨]"
"da"	"tɑ"	2	"潭譚談檀壇彈罈痰"
"da"	"tɑ"	3	"膽撣打"
"da"	"tɑ"	5	"帶擔[～子]旦達褡[背～子：不帶袖子的上衣，有夾的、棉的、毛線織的]"
"da"	"tɑ"	6	"但蛋大[～細，～夫]淡誕"
"da"	"tɑ"	7	"答搭"
"ta"	"tʰɑ"	1	"貪坍灘攤癱"
"ta"	"tʰɑ"	3	"毯坦"
"ta"	"tʰɑ"	5	"態太泰探踏沓塔榻炭歎獺"
"ta"	"tʰɑ"	7	"趿[鞋子莫～者：鞋子別趿拉着]㧺[塗，抹，～口水]塌[～場：誤事]"
"la"	"lɑ"	1	"拉挪"
"la"	"lɑ"	2	"南男藍籃難[～易]闌攔欄襴[長～衣：長袍]"
"la"	"lɑ"	3	"哪乃奶[～水]懶覽攬欖"
"la"	"lɑ"	5	"耐奶[～婆：乳房或乳汁]捺賴癩纜[電～]濫納旮難[困～]辣煎[(訓讀)]㸊[燙(物)：用開水～一下]痆[～子：皮膚上起的小紅疙瘩]"
"la"	"lɑ"	6	"爛"
"la"	"lɑ"	7	"臘蠟落[～失：遺漏]"
"la"	"lɑ"	0	"啦[語氣助詞]"
"za"	"tsɑ"	1	"齋[(又)]簪[(又)]"
"za"	"tsɑ"	2	"豺柴蠶慚讒饞殘攙痰[(訓讀)痰；唾沫]"
"za"	"tsɑ"	3	"斬盞攢[(又)]嶄"
"za"	"tsɑ"	5	"債站[～立，車～]贊蘸灒[濺：～一身水]䋎[縫補；釘(被子、釦子等)]"
"za"	"tsɑ"	6	"寨暫賺鏨[～花]"
"za"	"tsɑ"	7	"雜扎[(文)～針]札砸啄[(又)]"
"ca"	"tsʰɑ"	1	"差[出～]參[～加，～差]餐摻[～水]擦"
"ca"	"tsʰɑ"	3	"慘鏟產踩[(又)]"
"ca"	"tsʰɑ"	5	"察鍘煠[～豆腐]礤[～子：把瓜果、蘿蔔等擦成絲的器具；舊時指衙役、警察等]燦"
"ca"	"tsʰɑ"	7	"插"
"sa"	"sɑ"	1	"篩三衫珊山刪柵"
"sa"	"sɑ"	3	"灑[(文)～脫]撒傘散[～文]"
"sa"	"sɑ"	5	"疝[～氣]散[施捨：～點飯唧]薩涮[(又)]"
"sa"	"sɑ"	7	"殺煞[～尾：結束]"
"dra"	"ʈɑ"	7	"甲夾[(文)～克]"
"dra"	"ʈɑ"	0	"噠[主要用於句末，表示姑且先做或先別做某事]"
"nra"	"ɳɑ"	3	"給[(訓讀)給別人東西時的提示語，意義上相當於「給」]"
"sra"	"ʂɑ"	5	"狹[(文)～隘]峽匣轄[管～]"
"ga"	"kɑ"	1	"干[～涉]乾[(文)～淨，～濕]街甘柑泔尷皆階肝[(文)～炎]奸家[(白)人～]艱間[空～]"
"ga"	"kɑ"	3	"竿桿稈擀解[～釋，姓～]感敢橄減碱簡柬趕[(文)～路]"
"ga"	"kɑ"	5	"械監鑑胛艦介界芥尬疥屆戒幹[～部]間[～斷]諫澗鐧解[～樹：鋸樹；～木灰：鋸末]胛[翼～：鳥翅膀]旯[～旮]趕[(白)～山狗：獵狗；～不倒：追趕不上]"
"ga"	"kɑ"	7	"夾[(白)～生飯]裌[～衣]痂[(白)]挾脥圿[㿸～公：垢圿]"
"ga"	"kɑ"	0	"咖[助詞]"
"ka"	"kʰɑ"	1	"揩堪刊㝩[沒有盛滿]"
"ka"	"kʰɑ"	3	"凱坎砍勘墾懇楷"
"ka"	"kʰɑ"	5	"慨嵌概溉看[(文)]"
"ka"	"kʰɑ"	7	"掐"
"nga"	"ŋɑ"	1	"挨龕[(文)]庵[(文)]埯安鞍埃"
"nga"	"ŋɑ"	2	"涯崖捱岩顏伢[細～唧：小孩子]"
"nga"	"ŋɑ"	3	"矮眼"
"nga"	"ŋɑ"	5	"暗按案晏軋嚙[咬]齩[(訓讀)]"
"nga"	"ŋɑ"	6	"捱[(訓讀)拖延：今日～明日；依賴、指盼：～別個]艾藹岸雁"
"nga"	"ŋɑ"	7	"鴨壓[(白)]押[(白)～寶]"
"xa"	"xɑ"	1	"憨酣鼾[(文)～聲]哈[～～大笑]煔[～飯：用小火加溫使飯熟透]嫨[做事拖拉]"
"xa"	"xɑ"	2	"鹹銜寒韓孩諧鞋含函閑"
"xa"	"xɑ"	3	"喊哈[～寶]罕蛤[～蜊]"
"xa"	"xɑ"	5	"撼狹[(白)窄，房間～]漢[(文)～語]"
"xa"	"xɑ"	6	"陷旱懈蟹撼恨汗[(文)]銲翰限莧"
"xa"	"xɑ"	7	"瞎"
"a"	"ɑ"	1	"阿[(文)～姨]"
"a"	"ɑ"	2	"還[～有]"
"a"	"ɑ"	0	"啊[歎詞；語氣詞]"
"pia"	"pʰia"	3	"啪[(訓讀)槍聲]"
"ia"	"ia"	5	"亞訝"
"ia"	"ia"	7	"押[(文)～送]壓[(文)]"
"ia"	"ia"	0	"呀[語氣詞]"
"zua"	"tsuɑ"	1	"齋簪"
"zua"	"tsuɑ"	3	"攢"
"zua"	"tsuɑ"	7	"砸啄眨"
"sua"	"suɑ"	1	"閂拴栓"
"gua"	"kuɑ"	1	"乖觀[參～]鰥關"
"gua"	"kuɑ"	3	"拐"
"gua"	"kuɑ"	5	"怪慣"
"gua"	"kuɑ"	7	"刮摜[(訓讀)用力摔]"
"kua"	"kʰuɑ"	3	"傀[～儡]塊[一～錢；大～頭]"
"kua"	"kʰuɑ"	5	"塊[一～肥皂]會[～計]劊快筷"
"xua"	"xuɑ"	1	"藩翻番帆嘩[～啦：流水聲]"
"xua"	"xuɑ"	2	"懷槐淮凡礬還[(文)～原]環煩繁桓"
"xua"	"xuɑ"	3	"反"
"xua"	"xuɑ"	5	"泛乏販嬎髮[頭～]伐筏罰"
"xua"	"xuɑ"	6	"飯壞范犯幻患宦萬[～千]"
"xua"	"xuɑ"	7	"發[～財]法[～律，～子]"
"ua"	"uɑ"	1	"歪蛙彎灣豌壪[山溝裏的小塊平地，多用於地名]"
"ua"	"uɑ"	2	"玩[古～，遊～]頑還[歸～]"
"ua"	"uɑ"	3	"晚娩[(俗讀)]挽輓[犁～當]𣁳[用瓢、勺等取物：～水(舀水)]"
"ua"	"uɑ"	5	"滑猾鴰[老～子：烏鴉]"
"ua"	"uɑ"	6	"萬[(文)]"
"ua"	"uɑ"	7	"挖襪䁊[眼睛下陷]"
"beh"	"pə"	1	"波菠玻褒包胞"
"beh"	"pə"	2	"袍狍浮[(白)]刨[～地]咆[叫～哩：不停地大聲叫]"
"beh"	"pə"	3	"保堡寶飽"
"beh"	"pə"	5	"報豹爆凸[(訓讀)]齙[～牙齒：突出嘴唇外的牙齒]啵[打～：親吻]博"
"beh"	"pə"	6	"抱暴菢鮑鉋[～子]薄[～荷]泡[～公：小水泡或氣泡]"
"beh"	"pə"	7	"剝駁"
"peh"	"pʰə"	1	"頗坡拋脬[尿～]泡[～子：燈泡]藨[～子：莓類野果]"
"peh"	"pʰə"	3	"跑簸[顛～]跛[(文)]"
"peh"	"pʰə"	5	"破薄[厚～]泡[～濕]炮曝瀑[～布]泊[漂～]"
"meh"	"mə"	1	"貓"
"meh"	"mə"	2	"魔磨[～刀]摩饃模[～子，～範]摹毛茅矛錨膜"
"meh"	"mə"	3	"卯母拇"
"meh"	"mə"	5	"莫摸寞目穆牧"
"meh"	"mə"	6	"暮慕墓募冒帽貌茂幕磨[～房]冇"
"meh"	"mə"	7	"木"
"deh"	"tə"	1	"刀叨"
"deh"	"tə"	2	"桃逃淘陶萄綯[繩索：牛～(牽牛的繩子)；用繩索捆住或拴住：把牛～到樹上]"
"deh"	"tə"	3	"禱倒[打～]"
"deh"	"tə"	5	"到倒[～水]"
"deh"	"tə"	6	"道稻盜"
"teh"	"tʰə"	1	"滔濤掏"
"teh"	"tʰə"	3	"討"
"teh"	"tʰə"	5	"套導"
"leh"	"lə"	1	"朥[～氣]撈[形容詞前綴：～輕咕(很輕)]蹘[蹺腿或抄手]"
"leh"	"lə"	2	"勞牢嘮澇癆[～病：肺結核的通俗說法]"
"leh"	"lə"	3	"腦惱老"
"leh"	"lə"	5	"撈[～油水]"
"leh"	"lə"	6	"糯鬧癆[～藥：毒藥；～人：使人中毒]"
"zeh"	"tsə"	1	"遭糟䐬[脆]"
"zeh"	"tsə"	2	"曹槽巢嘈䐬[肚～：肚子餓]"
"zeh"	"tsə"	3	"早蚤澡棗爪找"
"zeh"	"tsə"	5	"竈罩"
"zeh"	"tsə"	6	"皂造錯[(訓讀)]"
"ceh"	"tsʰə"	1	"操抄鈔"
"ceh"	"tsʰə"	3	"草騲[～豬：小母豬]炒吵"
"ceh"	"tsʰə"	5	"躁糙"
"seh"	"sə"	1	"騷筲[～箕：淘米洗菜用的一種竹器；引指箕形指紋]"
"seh"	"sə"	3	"嫂叟掃[名聲～地]"
"seh"	"sə"	5	"掃[～把子；～房：掃地]潲[豬～]臊[害～]"
"dreh"	"ʈə"	1	"交郊膠朝[～氣]昭招沼驕嬌澆勾[(白)]鉤[(白)]溝[(白)]鬮[拈～：抓鬮兒]"
"dreh"	"ʈə"	2	"朝[～代]潮喬僑橋蕎"
"dreh"	"ʈə"	3	"餃[～子]絞狡鉸繳僥矯攪[(文)]狗[(白)]"
"dreh"	"ʈə"	5	"較照[動詞，用燈～一下]校[～對]詔晝叫教[(文)～育]窖[(文)地～]覺[(文)睡～]構[(白)扯～：結冰]"
"dreh"	"ʈə"	6	"趙兆召轎藠[～頭]"
"treh"	"ʈʰə"	1	"超"
"treh"	"ʈʰə"	3	"巧口[(白)]"
"treh"	"ʈʰə"	5	"竅翹"
"nreh"	"ɳə"	1	"蹺[～起隻嘴巴：翹嘴]"
"nreh"	"ɳə"	2	"堯鐃"
"nreh"	"ɳə"	3	"鳥[(文)]"
"nreh"	"ɳə"	6	"尿"
"sreh"	"ʂə"	1	"燒枵囂"
"sreh"	"ʂə"	2	"餚淆韶"
"sreh"	"ʂə"	3	"少[多～]曉"
"sreh"	"ʂə"	5	"少[～年]酵邵孝[(文)悼～]"
"sreh"	"ʂə"	6	"校[學～，上～]效紹"
"geh"	"kə"	1	"勾[(文)]鉤[(文)]溝[(文)]高膏蒿羔糕茭[～筍]跤"
"geh"	"kə"	2	"攪[(白)～動]"
"geh"	"kə"	3	"稿苟狗[(文)]搞"
"geh"	"kə"	5	"告夠購構[(文)]教[(白)～不變]窖[(白)～眼：地窖]覺[(白)睏～]丐[乞～]嗝[生～：打嗝]鉸[剪子絞合處：剪刀～鬆咖哩]"
"geh"	"kə"	6	"嗝[胃裏的氣體或液體往嘴裏湧]"
"keh"	"kʰə"	1	"摳瞘敲"
"keh"	"kʰə"	3	"考烤口[(文)]"
"keh"	"kʰə"	5	"靠叩[～首]扣[～肉]寇犒"
"ngeh"	"ŋə"	1	"毆歐靿[靴～]"
"ngeh"	"ŋə"	2	"昂熬鏊搖[(訓讀)]"
"ngeh"	"ŋə"	3	"藕偶嘔襖[(又)]䐿[～鹽：加鹽浸漬；(因接觸刺激性的東西而)使人疼痛或使物受腐蝕]"
"ngeh"	"ŋə"	5	"傲漚慪坳熰[焐：～熱雙腳]扷[量]"
"xeh"	"xə"	1	"蒿薅"
"xeh"	"xə"	2	"豪壕毫侯喉號[～哭]籇[捕魚小籠]候[～車室]䞀[～心：貪婪之心]"
"xeh"	"xə"	3	"好[～壞]吼"
"xeh"	"xə"	5	"好[愛～]耗孝[(白)戴～，～衣]"
"xeh"	"xə"	6	"號[～數]後厚候[時～]浩"
"eh"	"ə"	2	"兒而"
"eh"	"ə"	3	"爾耳餌襖"
"eh"	"ə"	5	"奧懊"
"eh"	"ə"	6	"二貳"
"bieh"	"piə"	1	"標彪膘猋熛[迸濺]"
"bieh"	"piə"	2	"瓢嫖"
"bieh"	"piə"	3	"表裱婊"
"pieh"	"pʰiə"	1	"飄"
"pieh"	"pʰiə"	3	"漂[～白粉]剖[(文)]瞟"
"pieh"	"pʰiə"	5	"漂[～亮]票"
"mieh"	"miə"	1	"喵[～嗚：貓叫聲]"
"mieh"	"miə"	2	"苗描謀"
"mieh"	"miə"	3	"藐渺秒某畝牡"
"mieh"	"miə"	5	"妙貿謬"
"mieh"	"miə"	6	"廟"
"dieh"	"tiə"	1	"刁貂雕兜蔸朝[打三～]逗[～佢笑]"
"dieh"	"tiə"	2	"條調[～解]頭投"
"dieh"	"tiə"	3	"陡鳥[(白)]斗[一～米]抖扚[踹；～腳：跺腳]"
"dieh"	"tiə"	5	"釣吊掉[～隊]調[音～，～動]鬥[～爭；拼湊]"
"dieh"	"tiə"	6	"豆掉[下垂]痘"
"tieh"	"tʰiə"	1	"偷挑"
"tieh"	"tʰiə"	3	"斢[交換]㪗[抻～：(衣服)平整]"
"tieh"	"tʰiə"	5	"跳透糶"
"lieh"	"liə"	1	"撩[～起衣衫]蹽[踢]"
"lieh"	"liə"	2	"療聊遼撩[招惹：～禍(惹事)]燎[～菜：焯菜]寥樓婁瞭僂[～～]釕"
"lieh"	"liə"	3	"瞭[～解]耬簍摟"
"lieh"	"liə"	5	"搖[(訓讀)～腦殼：搖頭]"
"lieh"	"liə"	6	"料漏陋廖[姓～]"
"zhieh"	"tɕiə"	1	"焦蕉椒鄒樵"
"zhieh"	"tɕiə"	2	"愁瞧"
"zhieh"	"tɕiə"	3	"剿走"
"zhieh"	"tɕiə"	5	"醮奏皺縐糌[～粑：用米粉或麪粉做成的糕點]"
"chieh"	"tɕʰiə"	1	"悄搊[用手托着向上：～尿，～起來]鍬"
"chieh"	"tɕʰiə"	3	"稍"
