ɿ
ts [55]早
tsh [31]锄□{撒娇，胡搅蛮缠}[55]草
s [55]所数{动词}嫂
i
p [31]皮便价格便宜脾啤[55]比[21]被{~子}□{翻出来}[44]鼻备[24]别{动词}鳖□{裤裆破了}
ph [33]披[55]痞[44]屁[24]□{瘪了}
m [33]眯[31]迷□{吝啬，小气}[44]味脉麦□{溺水，潜水}[24]□{瘪了}
t [31]台抬题[55]底抵[44]袋递地第
th [44]替剔[55]体[24]贴铁
n [31]泥[55]奶{喝~}[21]你[44]腻
l [33]□{撕}[31]来犁梨离[55]□{撕}李{李子}[21]里理礼李姓李
tɕ [33]知□{~~搞搞：搞七搞八}[31]积[55]纸指几[44]寄痣记季□{扶着}□{刹车}[24]折值
tɕh [33]欺漆□{粘}[31]财池迟[44]砌契治气1汽1
ȵ [31]□{想起来}[21]耳□{蚊子~攀：形容蚊子很多}[44]热孽月{月亮义}日{日头火}二硬□{染病}[24]□{发火，很烦躁；很痒}
ɕ [31]蛇时[55]写洗[44]射试市失式
k [33]饥埂[44]□{这~，这~头：这边}[24]结揭
kh [31]茄骑棋[55]起[44]器气2汽2
x [33]希[55]喜[44]系□{饭熟了继续用剩下的火星煮着}戏[24]歇
∅︀ [33]衣医[31]姨移爷{姑~}[21]蚁以以前[44]叶意[24]□{伤口上撒盐的感觉，很痛；用盐腌制}
u
p [55]补[44]布簿[24]拨埠
ph [33]铺{动词}[31]婆扒[55]谱普[44]步伏{孵}□{孵}[24]泼
m [33]摸[31]麻蟆[44]磨慢
f [31]浮[55]□{打}[44]付富父副妇
t [33]嘟[31]图涂[21]肚{把把小吃里的馅儿；肚子}[55]赌[44]肚{肚子，肚拐}
th [33]秃[55]土[44]兔吐[24]脱托
n [33]捏
l [31]螺[55]溜[21]卤[44]路落露[24]掳溜
ts [33]租[55]祖组[44]做[24]嘬
tsh [33]粗[31]茶[44]醋[24]错
s [55]锁[44]素[24]吸绳
k [33]姑箍[55]果古鼓□{瞪眼睛}[44]过[24]割国各郭
kh [55]苦[44]课裤[24]阔
x [55]伙虎火[44]活货祸盒霍或[24]□{闷}
∅︀ [31]胡壶糊[21]武舞[44]户雾[24]恶{形容词}
y
n [21]女
tɕ [33]猪[55]煮主举[44]柱蛀住[24]□{塞进去}□{痱子很痛；~子：一种病}
tɕh [33]区[31]除徐厨渠[55]取娶[44]□{~尿：拉尿}
ȵ [31]鱼
ɕ [33]书输须圩[55]鼠[21]竖[44]树[24]雪
∅︀ [31]余[21]雨[44]遇芋裕绝玉
a
