"t0序"	"t0用字"	"记音"	"备注"
"3477"	"亡"	"uɑŋ2"	""
"3478"	"芒"	"mɑŋ2"	""
"3479"	"網"	"uɑŋ3"	""
"3480"	"輞"	"uɑŋ3"	""
"3481"	"忘"	"uɑŋ5"	""
"3482"	"妄"	"uɑŋ5"	""
"3483"	"望"	"uɑŋ5"	""
"3484"	"逛"	"kuɑŋ5"	""
"3485"	"钁"	"kuo2"	""
"3486"	"攫"	"kuo2"	""
"3487"	"匡"	"kʰuɑŋ1"	""
"3488"	"筐"	"kʰuɑŋ1"	""
"3489"	"眶"	"kʰuɑŋ1"	""
"3490"	"框"	"kʰuɑŋ1"	""
"3491"	"狂"	"kʰuɑŋ2"	""
"3492"	"况"	"kʰuɑŋ5"	""
"3493"	"枉"	"uɑŋ3"	""
"3494"	"王"	"uɑŋ2"	""
"3495"	"往"	"uɑŋ3"	""
"3496"	"旺"	"uɑŋ5"	""
"3497"	"籰"	"uo2"	""
"3498"	"邦"	"pɑŋ1"	""
"3499"	"梆"	"pɑŋ1"	""
"3500"	"綁"	"pɑŋ3"	""
"3501"	"剥"	"po2"	""
"3502"	"駁"	"po2"	""
"3503"	"肨"	"pʰɑŋ5"	""
"3504"	"胖"	"pʰɑŋ1"	""
"3505"	"樸"	"pu2"	""
"3506"	"朴"	"pu2"	""
"3507"	"龐"	"pʰɑŋ2"	""
"3508"	"棒"	"pɑŋ5"	""
"3509"	"蚌"	"pɑŋ5"	""
"3510"	"雹"	"pʰɑu2"	""
"3510"	"雹"	"pɑu2"	""
"3511"	"攮"	"lɑŋ3"	""
"3512"	"樁"	"ʦuɑŋ1"	""
"3513"	"桌"	"ʦo2"	""
"3514"	"卓"	"ʦo2"	""
"3515"	"琢"	"ʦo2"	""
"3516"	"啄"	"ʦo2"	""
"3516"	"啄"	"ʦua2"	""
"3517"	"涿"	"ʦo2"	""
"3518"	"戳"	"ʦʰo2"	""
"3519"	"噇"	"ʦʰuɑŋ3"	""
"3520"	"撞"	"ʦʰuɑŋ3"	""
"3520"	"撞"	"ʦuɑŋ5"	""
"3521"	"濁"	"ʦʰo2"	""
"3522"	"擢"	"ʦʰo2"	""
"3523"	"捉"	"ʦo2"	""
"3524"	"窗"	"ʦʰɑŋ1"	""
"3525"	"齪"	"ʦʰo2"	""
"3526"	"鐲"	"ʦo2"	""
"3527"	"浞"	"ʦʰo2"	""
"3528"	"雙"	"suɑŋ1"	""
"3529"	"雙"	"suɑŋ5"	""
"3530"	"朔"	"so2"	""
"3531"	"江"	"ʨiɑŋ1"	""
"3532"	"扛"	"kɑŋ1"	""
"3532"	"扛"	"kʰɑŋ2"	""
"3533"	"豇"	"kɑŋ1"	""
"3534"	"杠"	"kɑŋ5"	""
"3535"	"肛"	"kɑŋ1"	""
"3536"	"講"	"ʨiɑŋ3"	""
"3537"	"港"	"kɑŋ3"	""
"3538"	"耩"	"kɑŋ3"	""
"3539"	"降"	"ʨiɑŋ5"	""
"3540"	"虹"	"xʊŋ2"	""
"3540"	"虹"	"kɑŋ5"	""
"3541"	"覺"	"ʨio2"	""
"3542"	"角"	"ʨio2"	""
"3542"	"角"	"ko2"	""
"3543"	"餃"	"ʨiɑu3"	""
"3544"	"腔"	"ʨʰiɑŋ1"	""
"3545"	"確"	"ʨʰio2"	""
"3546"	"搉"	"ʨʰio2"	""
"3547"	"殼"	"kʰo2"	""
"3548"	"嶽"	"io2"	""
"3549"	"岳"	"io2"	""
"3550"	"樂"	"io2"	""
"3551"	"夯"	"xɑŋ1"	""
"3552"	"降"	"ɕiɑŋ2"	""
"3553"	"項"	"xɑŋ5"	""
"3554"	"巷"	"xɑŋ5"	""
"3555"	"學"	"ɕio2"	""
"3556"	"握"	"uo2"	""
"3557"	"龌"	"uo2"	""
"3558"	"崩"	"pəŋ1"	""
"3559"	"北"	"pie2"	""
"3560"	"朋"	"pʰəŋ2"	""
"3561"	"鵬"	"pʰəŋ2"	""
"3562"	"墨"	"mie2"	""
"3563"	"默"	"mie2"	""
"3564"	"登"	"tən1"	""
"3565"	"燈"	"tən1"	""
"3566"	"等"	"tən3"	""
"3567"	"戥"	"tən3"	""
"3568"	"凳"	"tən5"	""
"3569"	"鐙"	"tən5"	""
"3570"	"得"	"tie2"	""
"3571"	"德"	"tie2"	""
"3572"	"忒"	"tʰie2"	""
"3573"	"騰"	"tʰən2"	""
"3574"	"謄"	"tʰən2"	""
"3575"	"藤"	"tʰən2"	""
"3576"	"疼"	"tʰən2"	""
"3577"	"鄧"	"tən5"	""
"3578"	"澄"	"tən5"	""
"3579"	"特"	"tʰie2"	""
"3580"	"能"	"lən2"	""
"3581"	"楞"	"lən2"	""
"3582"	"棱"	"lən2"	""
"3583"	"肋"	"lie2"	""
"3583"	"肋"	"lia2"	""
"3584"	"勒"	"lie2"	""
"3585"	"曾"	"ʦən1"	""
"3586"	"增"	"ʦən1"	""
"3587"	"憎"	"ʦən1"	""
"3588"	"罾"	"ʦən1"	""
"3589"	"則"	"ʨie2"	""
"3590"	"蹭"	"ʦʰən5"	""
"3591"	"曾"	"ʦʰən2"	""
"3592"	"層"	"ʦʰən2"	""
"3593"	"贈"	"ʦən5"	""
"3594"	"賊"	"ʨie2"	""
"3594"	"賊"	"ʦuei2"	""
"3595"	"僧"	"sən1"	""
"3596"	"塞"	"ɕie2"	""
"3597"	"肯"	"kʰən3"	""
"3598"	"刻"	"kʰe2"	""
"3599"	"刻"	"kʰe2"	""
"3600"	"克"	"kʰe2"	""
"3601"	"黑"	"xe2"	""
"3602"	"恒"	"xən2"	""
"3603"	"冰"	"pin1"	""
"3604"	"逼"	"pi2"	""
"3605"	"憑"	"pʰin2"	""
"3606"	"匿"	"ȵi2"	""
"3607"	"陵"	"lin2"	""
"3608"	"凌"	"lin2"	""
"3608"	"凌"	"lin5"	""
"3609"	"菱"	"lin2"	""
"3610"	"力"	"li2"	""
"3611"	"甑"	"ʦən5"	""
"3612"	"卽"	"ʨi2"	""
"3613"	"鯽"	"ʨi2"	""
"3614"	"息"	"ɕi2"	""
"3615"	"熄"	"ɕi2"	""
"3616"	"媳"	"ɕi2"	""
"3617"	"徵"	"ʦɿ1"	""
"3618"	"稙"	"ʦɿ2"	""
"3619"	"飭"	"ʦʰɿ2"	""
"3620"	"澄"	"ʦʰən2"	""
"3621"	"懲"	"ʦʰən2"	""
"3622"	"橙"	"ʦʰən2"	""
"3623"	"瞪"	"tən5"	""
"3624"	"直"	"ʦɿ2"	""
"3625"	"値"	"ʦɿ2"	""
"3626"	"側"	"ʦʰe2"	""
"3626"	"側"	"ʨie2"	""
"3627"	"仄"	"ʨie2"	""
"3628"	"測"	"ʦʰe2"	""
"3629"	"惻"	"ʦʰe2"	""
"3630"	"色"	"ɕie2"	""
"3631"	"嗇"	"ɕie2"	""
"3632"	"蒸"	"ʦən1"	""
"3633"	"拯"	"ʦən3"	""
"3634"	"證"	"ʦən5"	""
"3635"	"症"	"ʦən5"	""
"3636"	"織"	"ʦɿ2"	""
"3637"	"職"	"ʦɿ2"	""
"3638"	"稱"	"ʦʰən1"	""
"3639"	"稱"	"ʦʰən5"	""
"3640"	"秤"	"ʦʰən5"	""
"3640"	"秤"	"ʦʰən1"	""
"3641"	"乘"	"sən2"	""
"3642"	"繩"	"suən2"	""
"3643"	"塍"	"sən5"	""
"3644"	"剩"	"sən5"	""
"3645"	"嵊"	"sən5"	""
"3646"	"食"	"sɿ2"	""
"3647"	"蝕"	"sɿ2"	""
"3648"	"升"	"sən1"	""
"3649"	"勝"	"sən1"	""
"3650"	"勝"	"sən5"	""
"3651"	"識"	"sɿ2"	""
"3652"	"式"	"sɿ5"	""
"3653"	"飾"	"sɿ2"	""
"3654"	"拭"	"sɿ2"	""
"3655"	"承"	"sən2"	""
"3656"	"丞"	"ʦʰən2"	""
"3657"	"殖"	"ʦɿ2"	""
"3658"	"植"	"ʦɿ2"	""
"3659"	"仍"	"zən2"	""
"3660"	"扔"	"zən1"	""
"3661"	"棘"	"ʨi2"	""
"3662"	"極"	"ʨi2"	""
"3663"	"凝"	"ȵin2"	""
"3664"	"凝"	"ȵin5"	""
"3665"	"興"	"ɕin1"	""
"3666"	"興"	"ɕin5"	""
"3667"	"應"	"in1"	""
"3668"	"鷹"	"in1"	""
"3669"	"應"	"in5"	""
"3670"	"憶"	"i2"	""
"3671"	"億"	"i5"	""
"3672"	"抑"	"i2"	""
"3673"	"蠅"	"yn2"	""
"3674"	"孕"	"zuən5"	""
"3675"	"翼"	"i2"	""
"3676"	"國"	"kue2"	""
"3677"	"弘"	"xʊŋ2"	""
"3678"	"或"	"xuai2"	""
"3679"	"惑"	"xua2"	""
"3680"	"域"	"iu2"	""
"3681"	"百"	"pie2"	""
"3682"	"柏"	"pie2"	""
"3683"	"伯"	"pie2"	""
"3683"	"伯"	"pa2"	""
"3684"	"迫"	"pʰie2"	""
"3685"	"烹"	"pʰən1"	""
"3686"	"碰"	"pʰəŋ5"	""
"3686"	"碰"	"pʰɑŋ3"	""
"3687"	"拍"	"pʰie2"	""
"3687"	"拍"	"pʰia2"	""
"3688"	"魄"	"pʰie2"	""
"3689"	"珀"	"pʰie2"	""
"3690"	"粕"	"pʰie2"	""
"3691"	"彭"	"pʰən2"	""
"3692"	"膨"	"pʰən2"	""
"3693"	"白"	"pie2"	""
"3694"	"帛"	"pie2"	""
"3695"	"盲"	"mɑŋ2"	""
"3696"	"虻"	"mɑŋ2"	""
"3697"	"猛"	"məŋ3"	""
"3698"	"蜢"	"məŋ3"	""
"3699"	"孟"	"məŋ5"	""
"3700"	"𢫦"	"mie2"	""
"3701"	"陌"	"mie2"	""
"3702"	"打"	"ta3"	""
"3703"	"冷"	"lən3"	""
"3704"	"撐"	"ʦʰən1"	""
"3705"	"牚"	"ʦʰən5"	""
"3706"	"拆"	"ʨʰie2"	""
"3707"	"㿭"	"ʨʰie2"	""
"3708"	"坼"	"ʨʰie2"	""
"3709"	"澄"	"ʦʰən2"	""
"3710"	"鋥"	"ʦʰən5"	""
"3711"	"䂻"	"ʦʰən5"	""
"3712"	"澤"	"ʨʰie2"	""
"3713"	"擇"	"ʨʰie2"	""
"3714"	"宅"	"ʨʰie2"	""
"3714"	"宅"	"ʦai2"	""
"3715"	"窄"	"ʨie2"	""
"3716"	"鐺"	"tɑŋ1"	""
"3717"	"䜺"	"ʦʰo2"	""
"3718"	"生"	"sən1"	""
"3719"	"牲"	"sən1"	""
"3720"	"笙"	"sən1"	""
"3721"	"甥"	"sən1"	""
"3722"	"省"	"sən3"	""
"3723"	"省"	"ɕin3"	""
"3724"	"眚"	"sən3"	""
"3725"	"更"	"kən1"	""
"3725"	"更"	"ʨin1"	""
"3726"	"粳"	"kən1"	""
"3727"	"庚"	"kən1"	""
"3728"	"羹"	"kən1"	""
"3729"	"哽"	"kən3"	""
"3730"	"埂"	"kən3"	""
"3731"	"梗"	"kən3"	""
"3731"	"梗"	"ŋən3"	""
"3732"	"更"	"kən5"	""
"3733"	"格"	"ke2"	""
"3734"	"骼"	"ke2"	""
"3735"	"坑"	"kʰən1"	""
"3736"	"客"	"kʰe2"	""
"3737"	"硬"	"ŋən5"	""
"3738"	"額"	"ŋe2"	""
"3739"	"亨"	"xən1"	""
"3740"	"哼"	"xən1"	""
"3741"	"赫"	"xe2"	""
"3742"	"嚇"	"xe2"	""
"3743"	"行"	"ɕin2"	""
"3744"	"衡"	"xən2"	""
"3745"	"杏"	"xən5"	""
"3747"	"绷"	"pən1"	""
"3748"	"浜"	"pɑŋ1"	""
"3749"	"迸"	"pən5"	""
"3750"	"擘"	"pie2"	""
"3751"	"檗"	"pie2"	""
"3752"	"棚"	"pʰəŋ2"	""
"3753"	"蚌"	"pɑŋ5"	""
"3754"	"萌"	"məŋ2"	""
"3755"	"氓"	"mɑŋ2"	""
"3756"	"麥"	"mie2"	""
"3757"	"脈"	"mie2"	""
"3758"	"摘"	"ʨie2"	""
"3759"	"橙"	"ʦʰən2"	""
"3760"	"争"	"ʦən1"	""
"3761"	"筝"	"ʦən1"	""
"3761"	"筝"	"tən1"	""
"3762"	"睁"	"ʦʰən1"	""
"3763"	"踭"	"ʦən1"	""
"3764"	"責"	"ʦe2"	""
"3765"	"策"	"ʨʰie2"	""
"3766"	"册"	"ʨʰie2"	""
"3767"	"栅"	"ʨʰie2"	""
"3767"	"栅"	"ʦa5"	""
"3768"	"耕"	"kən1"	""
"3769"	"耿"	"kən3"	""
"3770"	"革"	"ke2"	""
"3771"	"隔"	"ke2"	""
"3772"	"嗝"	"ke2"	""
"3773"	"莖"	"ʨin1"	""
"3773"	"莖"	"kən1"	""
"3774"	"幸"	"ɕin5"	""
"3775"	"核"	"xe2"	""
"3777"	"鶯"	"in1"	""
"3778"	"鸚"	"in1"	""
"3779"	"櫻"	"in1"	""
"3779"	"櫻"	"ŋən1"	""
"3780"	"扼"	"ŋe2"	""
"3781"	"軛"	"ŋe2"	""
"3782"	"厄"	"ŋe2"	""
"3783"	"兵"	"pin1"	""
"3784"	"丙"	"pin3"	""
"3785"	"秉"	"pin3"	""
"3786"	"炳"	"pin3"	""
"3787"	"柄"	"pin3"	""
"3788"	"碧"	"pi2"	""
"3789"	"平"	"pʰin2"	""
"3790"	"坪"	"pʰin2"	""
"3791"	"評"	"pʰin2"	""
"3792"	"病"	"pin5"	""
"3793"	"鳴"	"min2"	""
"3794"	"明"	"min2"	""
"3794"	"明"	"mən2"	""
"3795"	"盟"	"məŋ2"	""
"3796"	"皿"	"min3"	""
"3797"	"命"	"min5"	""
"3798"	"京"	"ʨin1"	""
"3799"	"荆"	"ʨin1"	""
"3800"	"驚"	"ʨin1"	""
"3801"	"境"	"ʨin3"	""
"3802"	"景"	"ʨin3"	""
"3803"	"警"	"ʨin3"	""
"3804"	"敬"	"ʨin5"	""
"3805"	"竟"	"ʨin5"	""
"3806"	"鏡"	"ʨin5"	""
"3807"	"戟"	"ʨi2"	""
"3808"	"卿"	"ʨʰin1"	""
"3809"	"慶"	"ʨʰin5"	""
"3810"	"隙"	"ɕi2"	""
"3811"	"擎"	"ʨʰin2"	""
"3812"	"鯨"	"ʨʰin2"	""
"3812"	"鯨"	"ʨin1"	""
"3813"	"競"	"ʨin5"	""
"3814"	"劇"	"ʨy5"	""
"3816"	"屐"	"ʨʰi2"	""
"3817"	"迎"	"in2"	""
"3818"	"逆"	"ȵi2"	""
"3819"	"英"	"in1"	""
"3820"	"影"	"in3"	""
"3821"	"映"	"in5"	""
"3822"	"餅"	"pin3"	""
"3823"	"倂"	"pʰin1"	""
"3824"	"璧"	"pi2"	""
"3825"	"聘"	"pʰin5"	""
"3826"	"僻"	"pʰi2"	""
"3827"	"癖"	"pʰi2"	""
"3828"	"闢"	"pʰi2"	""
"3829"	"名"	"min2"	""
"3830"	"領"	"lin3"	""
"3831"	"嶺"	"lin3"	""
"3832"	"令"	"lin5"	""
"3833"	"精"	"ʨin1"	""
"3834"	"晶"	"ʨin1"	""
"3835"	"睛"	"ʨin1"	""
"3836"	"井"	"ʨin3"	""
"3837"	"積"	"ʨi2"	""
"3838"	"跡"	"ʨi2"	""
"3839"	"脊"	"ʨi2"	""
"3840"	"清"	"ʨʰin1"	""
"3841"	"請"	"ʨʰin3"	""
"3842"	"情"	"ʨʰin2"	""
"3843"	"晴"	"ʨʰin2"	""
"3844"	"䝼"	"ʨʰin2"	""
"3845"	"静"	"ʨin5"	""
"3846"	"靖"	"ʨin5"	""
"3847"	"淨"	"ʨin5"	""
"3848"	"籍"	"ʨi2"	""
"3849"	"藉"	"ʨi2"	""
"3850"	"省"	"ɕin3"	""
"3851"	"性"	"ɕin5"	""
"3852"	"姓"	"ɕin5"	""
"3853"	"惜"	"ɕi2"	""
"3854"	"昔"	"ɕi2"	""
"3855"	"席"	"ɕi2"	""
"3856"	"夕"	"ɕi2"	""
"3857"	"貞"	"ʦən1"	""
"3858"	"禎"	"ʦən1"	""
"3859"	"蟶"	"ʦʰən1"	""
"3860"	"偵"	"ʦən"	""
"3861"	"逞"	"ʦʰən3"	""
"3862"	"呈"	"ʦʰən2"	""
"3863"	"程"	"ʦʰən2"	""
"3864"	"埕"	"ʦʰən2"	""
"3865"	"鄭"	"ʦən5"	""
"3866"	"擲"	"ʦɿ2"	""
"3867"	"正"	"ʦən1"	""
"3868"	"征"	"ʦən1"	""
"3869"	"整"	"ʦən3"	""
"3870"	"正"	"ʦən5"	""
"3871"	"政"	"ʦən5"	""
"3872"	"隻"	"ʦɿ2"	""
"3873"	"炙"	"ʦɿ2"	""
"3874"	"赤"	"ʦʰɿ2"	""
"3875"	"斥"	"ʦʰɿ2"	""
"3876"	"尺"	"ʦʰɿ2"	""
"3877"	"射"	"ɕie5"	""
"3877"	"射"	"se5"	""
"3878"	"聲"	"sən1"	""
"3879"	"聖"	"sən5"	""
"3880"	"適"	"sɿ2"	""
"3881"	"釋"	"sɿ2"	""
"3882"	"成"	"ʦʰən2"	""
"3883"	"城"	"ʦʰən2"	""
"3884"	"誠"	"ʦʰən2"	""
"3885"	"盛"	"sən2"	""
"3886"	"盛"	"sən5"	""
"3887"	"石"	"sɿ2"	""
"3888"	"碩"	"so2"	""
"3889"	"頸"	"ʨin3"	""
"3889"	"頸"	"kən3"	""
"3890"	"勁"	"ʨin5"	""
"3891"	"輕"	"ʨʰin1"	""
"3892"	"嬰"	"in1"	""
"3893"	"纓"	"in1"	""
"3894"	"益"	"i2"	""
"3895"	"溢"	"i2"	""
"3896"	"盈"	"yn2"	""
"3897"	"贏"	"in2"	""
"3898"	"亦"	"i2"	""
"3899"	"譯"	"i2"	""
"3900"	"易"	"i2"	""
"3901"	"液"	"i2"	""
"3902"	"腋"	"i2"	""
"3903"	"壁"	"pi2"	""
"3904"	"姘"	"pʰin1"	""
"3905"	"拼"	"pʰin1"	""
"3906"	"劈"	"pʰi2"	""
"3907"	"霹"	"pʰi2"	""
"3908"	"瓶"	"pʰin2"	""
"3909"	"屏"	"pʰin2"	""
"3910"	"萍"	"pʰin2"	""
"3911"	"並"	"pin5"	""
"3912"	"銘"	"min2"	""
"3913"	"暝"	"min2"	""
"3914"	"覓"	"mi2"	""
"3915"	"丁"	"tin1"	""
"3916"	"釘"	"tin1"	""
"3917"	"靪"	"tin1"	""
"3918"	"疔"	"tin1"	""
"3919"	"盯"	"tin2"	""
"3920"	"叮"	"tin1"	""
"3921"	"頂"	"tin3"	""
"3922"	"鼎"	"tin3"	""
"3923"	"釘"	"tin5"	""
"3924"	"訂"	"tin5"	""
"3925"	"濎"	"tin5"	""
"3926"	"的"	"ti2"	""
"3926"	"的"	"lɛ1"	""
"3927"	"滴"	"ti2"	""
"3928"	"嫡"	"ti2"	""
"3929"	"擿"	"ti2"	""
"3930"	"聽"	"tʰin1"	""
"3931"	"廳"	"tʰin1"	""
"3932"	"汀"	"tʰin1"	""
"3933"	"聽"	"tʰin5"	""
"3934"	"踢"	"tʰi2"	""
"3935"	"剔"	"tʰi2"	""
"3935"	"剔"	"tʰi1"	""
"3936"	"亭"	"tʰin2"	""
"3937"	"停"	"tʰin2"	""
"3938"	"廷"	"tʰin2"	""
"3939"	"庭"	"tʰin2"	""
"3940"	"蜓"	"tʰin2"	""
"3941"	"婷"	"tʰin2"	""
"3942"	"艇"	"tʰin3"	""
"3943"	"挺"	"tʰin3"	""
"3944"	"錠"	"tin5"	""
"3945"	"定"	"tin5"	""
"3946"	"笛"	"ti2"	""
"3947"	"敵"	"ti2"	""
"3948"	"狄"	"ti2"	""
"3949"	"糴"	"ti2"	""
"3950"	"滌"	"ti2"	""
"3951"	"寧"	"ȵin2"	""
"3952"	"擰"	"ȵin5"	""
"3953"	"寧"	"ȵin5"	""
"3954"	"佞"	"ȵin5"	""
"3955"	"溺"	"ȵi2"	""
"3956"	"靈"	"lin2"	""
"3957"	"零"	"lin2"	""
"3958"	"鈴"	"lin2"	""
"3959"	"伶"	"lin2"	""
"3960"	"拎"	"lin2"	""
"3961"	"翎"	"lin2"	""
"3962"	"齡"	"lin2"	""
"3963"	"玲"	"lin2"	""
"3964"	"羚"	"lin2"	""
"3965"	"另"	"lin5"	""
"3966"	"歷"	"li2"	""
"3967"	"曆"	"li2"	""
"3968"	"靂"	"li2"	""
"3969"	"礫"	"li2"	""
"3970"	"績"	"ʨi2"	""
"3971"	"靑"	"ʨʰin1"	""
"3972"	"蜻"	"ʨʰin1"	""
"3973"	"戚"	"ʨʰi2"	""
"3974"	"寂"	"ʨi2"	""
"3975"	"星"	"ɕin1"	""
"3976"	"腥"	"ɕin1"	""
"3977"	"猩"	"ɕin1"	""
"3978"	"醒"	"ɕin3"	""
"3979"	"錫"	"ɕi2"	""
"3980"	"析"	"ɕi2"	""
"3981"	"晰"	"ɕi2"	""
"3982"	"經"	"ʨin1"	""
"3983"	"徑"	"ʨin5"	""
"3984"	"經"	"ʨin5"	""
"3985"	"擊"	"ʨi2"	""
"3986"	"激"	"ʨi2"	""
"3987"	"磬"	"ʨʰin5"	""
"3988"	"吃"	"ʨʰi1"	""
"3988"	"吃"	"ʦʰɿ2"	""
"3989"	"馨"	"ɕin1"	""
"3990"	"形"	"ɕin2"	""
"3991"	"型"	"ɕin2"	""
"3992"	"刑"	"ɕin2"	""
"3993"	"陘"	"ɕin2"	""
"3994"	"邢"	"ɕin2"	""
"3995"	"礦"	"kʊŋ3"	""
"3995"	"礦"	"kʰuɑŋ5"	""
"3996"	"虢"	"kua2"	""
"3997"	"横"	"xuən2"	""
"3997"	"横"	"xuan2"	""
"3998"	"横"	"xən5"	""
"3999"	"摑"	"kua2"	""
"4000"	"蟈"	"kua2"	""
"4001"	"轟"	"xʊŋ1"	""
"4002"	"揈"	"xʊŋ1"	""
"4003"	"轟"	"xʊŋ5"	""
"4004"	"宏"	"xʊŋ2"	""
"4005"	"獲"	"xua2"	""
"4006"	"劃"	"xua2"	""
"4007"	"兄"	"ɕiʊŋ1"	""
"4008"	"榮"	"yn2"	""
"4009"	"永"	"yn2"	""
"4010"	"泳"	"yn5"	""
"4011"	"詠"	"yn5"	""
"4012"	"傾"	"ʨʰyn1"	""
"4013"	"頃"	"ʨʰyn3"	""
"4014"	"檾"	"ʨʰyn3"	""
"4015"	"瓊"	"ʨʰyn2"	""
"4016"	"營"	"yn2"	""
"4017"	"塋"	"yn2"	""
"4018"	"穎"	"in3"	""
"4019"	"疫"	"iu2"	""
"4020"	"役"	"iu2"	""
"4021"	"螢"	"yn2"	""
"4022"	"滎"	"yn2"	""
"4023"	"熒"	"yn2"	""
"4024"	"迥"	"ʨyn3"	""
"4025"	"炯"	"ʨyn3"	""
"4026"	"卜"	"pu5"	""
"4026"	"卜"	"po2"	""
"4027"	"撲"	"pʰu2"	""
"4028"	"醭"	"pʰu2"	""
"4029"	"仆"	"pʰu2"	""
"4030"	"篷"	"pʰəŋ2"	""
"4031"	"蓬"	"pʰəŋ2"	""
"4032"	"埲"	"pʰəŋ3"	""
"4033"	"僕"	"pʰu2"	""
"4034"	"曝"	"pʰu2"	""
"4035"	"瀑"	"pʰu2"	""
"4036"	"蒙"	"məŋ2"	""
"4037"	"懵"	"məŋ3"	""
"4038"	"蠓"	"məŋ3"	""
"4039"	"木"	"mo2"	""
"4040"	"沐"	"mo2"	""
"4041"	"東"	"tʊŋ1"	""
"4042"	"董"	"tʊŋ3"	""
"4043"	"懂"	"tʊŋ3"	""
"4044"	"凍"	"tʊŋ5"	""
"4045"	"棟"	"tʊŋ5"	""
"4046"	"通"	"tʰʊŋ1"	""
"4047"	"熥"	"tʰʊŋ1"	""
"4048"	"桶"	"tʰʊŋ3"	""
"4049"	"捅"	"tʰʊŋ3"	""
"4050"	"痛"	"tʰʊŋ5"	""
"4051"	"秃"	"tʰu2"	""
"4052"	"同"	"tʰʊŋ2"	""
"4053"	"銅"	"tʰʊŋ2"	""
"4054"	"桐"	"tʰʊŋ2"	""
"4055"	"筒"	"tʰʊŋ2"	""
"4056"	"童"	"tʰʊŋ2"	""
"4057"	"瞳"	"tʰʊŋ2"	""
"4058"	"動"	"tʊŋ5"	""
"4059"	"桶"	"tʊŋ5"	""
"4060"	"洞"	"tʊŋ5"	""
"4061"	"獨"	"tu2"	""
"4062"	"讀"	"tu2"	""
"4063"	"牘"	"tu2"	""
"4064"	"犢"	"tu2"	""
"4065"	"齈"	"lʊŋ2"	""
"4066"	"籠"	"lʊŋ2"	""
"4067"	"聾"	"lʊŋ1"	""
"4068"	"礱"	"lʊŋ2"	""
"4069"	"攏"	"lʊŋ3"	""
"4070"	"嚨"	"lʊŋ3"	""
"4071"	"弄"	"lʊŋ1"	""
"4072"	"鹿"	"lu2"	""
"4073"	"禄"	"lu2"	""
"4074"	"椶"	"ʦʊŋ1"	""
"4075"	"鬃"	"ʦʊŋ1"	""
"4076"	"總"	"ʦʊŋ3"	""
"4077"	"糉"	"ʦʊŋ5"	""
"4078"	"聰"	"ʦʰʊŋ1"	""
"4079"	"怱"	"ʦʰʊŋ1"	""
"4080"	"葱"	"ʦʰʊŋ1"	""
"4081"	"囱"	"ʦʰʊŋ1"	""
"4082"	"叢"	"ʦʰʊŋ2"	""
"4083"	"族"	"ʨʰiu2"	""
"4084"	"送"	"sʊŋ5"	""
"4085"	"速"	"ɕiu2"	""
"4086"	"公"	"kʊŋ1"	""
"4087"	"蚣"	"kʊŋ1"	""
"4088"	"工"	"kʊŋ1"	""
"4089"	"功"	"kʊŋ1"	""
"4090"	"攻"	"kʊŋ1"	""
"4091"	"貢"	"kʊŋ5"	""
"4092"	"穀"	"ku2"	""
"4093"	"谷"	"ko2"	""
"4094"	"空"	"kʰʊŋ1"	""
"4095"	"孔"	"kʰʊŋ3"	""
"4096"	"控"	"kʰʊŋ5"	""
"4097"	"空"	"kʰʊŋ5"	""
"4098"	"哭"	"kʰu2"	""
"4099"	"烘"	"xʊŋ1"	""
"4100"	"哄"	"xʊŋ3"	""
"4101"	"紅"	"xʊŋ2"	""
"4102"	"洪"	"xʊŋ2"	""
"4103"	"鴻"	"xʊŋ2"	""
"4104"	"虹"	"xʊŋ2"	""
"4105"	"汞"	"kʊŋ3"	""
"4106"	"閧"	"xʊŋ2"	""
"4107"	"斛"	"fu2"	""
"4108"	"翁"	"uəŋ1"	""
"4109"	"塕"	"uəŋ3"	""
"4110"	"甕"	"uəŋ5"	""
"4111"	"齆"	"uəŋ5"	""
"4112"	"屋"	"vu2"	""
"4113"	"冬"	"tʊŋ1"	""
"4114"	"篤"	"tu2"	""
"4115"	"督"	"tu2"	""
"4116"	"統"	"tʰʊŋ3"	""
"4117"	"毒"	"tu2"	""
"4118"	"農"	"lʊŋ2"	""
"4119"	"膿"	"lʊŋ2"	""
"4120"	"儂"	"lʊŋ2"	""
"4120"	"儂"	"ȵiɑŋ2"	"训读，指“人”或者第三人称尊称"
"4121"	"宗"	"ʦʊŋ1"	""
"4122"	"綜"	"ʦʊŋ1"	""
"4123"	"豵"	"ʦʊŋ1"	""
"4124"	"鬆"	"sʊŋ1"	""
"4125"	"宋"	"sʊŋ5"	""
"4126"	"酷"	"kʰu2"	""
"4127"	"沃"	"uo2"	""
"4128"	"鲎"	"uo2"	""
"4129"	"風"	"fəŋ1"	""
"4130"	"楓"	"fəŋ1"	""
"4131"	"瘋"	"fəŋ1"	""
"4132"	"諷"	"fəŋ3"	""
"4133"	"福"	"fu2"	""
"4134"	"幅"	"fu2"	""
"4135"	"蝠"	"fu2"	""
"4136"	"複"	"fu2"	""
"4137"	"腹"	"fu2"	""
"4138"	"輻"	"fu2"	""
"4139"	"豐"	"fəŋ1"	""
"4140"	"覆"	"fu2"	""
"4141"	"蝮"	"fu2"	""
"4142"	"馮"	"fəŋ2"	""
"4143"	"鳳"	"fəŋ5"	""
"4144"	"服"	"fu2"	""
"4145"	"伏"	"fu2"	""
