#ɿ	
ts	[31]资姿咨孜滋兹撕(白)[35]子籽姊紫梓滓[215]渍恣[33]字自
tsʰ	[31]疵吡差参[55]词祠瓷茨慈磁糍雌辞[35]此[215]次刺赐[33]伺
s	[31]司思丝私斯嘶厮虱撕(文)师狮蛳[35]死[215]四泗驷肆嗣[33]寺事巳祀似士
#ʅ	
tʂ	[31]支枝之芝知蜘栀[35]只纸旨指脂止址趾[215]志制至致智置滯稚窒[33]直值植殖治(病)侄痔[212]织汁执只职炽帜挚掷质蜘炙雉蛰
tʂʰ	[31]痴嗤蚩[55]池驰匙弛迟持治(鱼,烹饪前处理鱼肉)[35]齿耻侈[215]翅滯2[212]尺赤斥叱秩
ʂ	[31]诗尸施[55]时[35]史使驶屎始矢[215]世式试拭弑轼誓逝势饰谥[33]石是市食蚀视氏豉十拾(元)[212]失湿室实适释识拾(捡)
ʐ	[212]日
#i	
p	[31]悲背包[35]比彼陛匕[215]闭背(书)贝(白)狈辈臂算[33]币鼻避毙弊陛敝蔽篦被倍备惫[212]必笔碧逼毕壁壁秘愎弼滗
pʰ	[31]披批砒坯丕[55]皮疲陂脾啤裨琵枇培陪赔裴[35]痞[215]屁庇纰匹配佩沛需辔[212]辟劈僻癖霹
m	[31]咪咪[55]迷弥猕祢醚靡靡弭煤媒枚玫眉楣媚湄梅莓酶霉[35]米每美镁[33]谜妹昧魅袂[212]密蜜觅幂泌秘谧
t	[31]低堆[35]底抵氐砥诋坻邸[215]帝缔谛蒂对队兑碓籴[33]地第弟递笛迪[212]的敌狄荻涤滴嫡
tʰ	[31]梯推[55]提题堤缇啼蹄颓醍[35]体腿[215]替剃屉剔退褪蜕悌涕嚏[212]踢惕
n	[55]尼妮泥呢伲昵怩旎睨鲵霓仪(白)疑(白)宜(白)倪离漓璃篱缡蓠梨犁黎藜厘狸喱雷擂儡[35]拟蚁馁李里涅理鲤娌俚锂澧礼旅履屡捋蕾[33]义(白)议(白)谊(白)艺吃内毅利吏厉俐痢莉丽俪邮例励荔虑滤累类泪[212]逆匿溺腻立力历沥砺雳枥坜粒笠莅栗率利律砾隶
tɕ	[31]几(茶)机叽玑矶鸡基箕畸肌迹讥姬屐犄奇(数)[35]挤己几(一个)嘴(白)[215]记计季寄纪系际嫉蓟冀骥剂济忌继觊跻稷悸祭暨最(白)醉(白)[33]系(鞋带)集技伎妓罪(白)[212]激即及急积级极极汲芨吉脊瘠击缉(文)迹绩棘籍藉疾寂唧鲫羁髻嵇亟戟
tɕʰ	[31]期欺妻凄萋崔催摧璀歧趋蛆栖[55]奇怪骑其棋旗祺琪琪淇麒鳍颀齐祁祈沂蕲亓崎芪琦脐畦[35]起启岂娶取企[215]气汽去弃器迄契砌沏戚憩去(白)趣碎脆(白)翠(白)粹瘁淬悴啐萃[212]七柒漆膝辑缉(白)乞吃讫泣
ɕ	[31]西硒牺栖茜皙溪奚犀希浠稀熹禧嬉嘻熙兮羲曦须虽需[55]徐随(白)隋绥[35]喜洗铣徙屣玺髓[215]细戏岁碎祟絮婿[33]系联习席遂隧穗序叙绪续(文)[212]夕矽汐息熄媳螅昔惜吸悉蟋析淅晰蜥戌袭锡隙恤檄
∅	[31]衣依裔医伊猗漪旖[55]仪(文)疑(文)宜(文)夷姨胰痍荑咦移遗颐贻怡饴迤懿彝[35]椅倚以已矣[215]义(文)议(文)谊(文)异亿忆屹意臆薏癒肄诣轶熠翌羿翳[33]逸翼亦译易液腋疫役[212]一壹噎蜴驿绎奕弈益溢缢邑挹抑刈弋曳揖
#u	
p	[35]补捕哺[215]布怖[33]步部扑孵[212]不卜
pʰ	[31]铺(床)[55]菩葡蒲潽[35]普谱圃脯埔浦莆溥甫(白)[215]铺(当)[33]曝[212]扑仆朴瀑璞濮蹼
f	[31]夫肤芙麸蚨敷跗[55]扶孚浮符蜉匐涪芾凫[35]甫(文)辅府俯拊腐腑抚俘斧釜[215]富付咐赴副赋缚傅[33]妇负附父服[212]福辐幅蝠弗佛拂氟复腹覆茯伏袱
k	[31]姑菇咕蛄鸪孤辜箍[35]古估诂牯轱股鼓蛊汨贾(商)[215]梏故固雇顾铜崮痼毂[212]谷骨
kʰ	[31]枯[55]葫[35]苦[215]酷库裤[212]哭窟
x	[31]乎呼烀[55]胡湖蝴糊烂瑚醐鹄狐弧壶和(牌)[35]虎唬琥浒[33]户护沪互囫斛戽槲瓠核桃(扈)[212]忽惚
∅	[31]乌鸣钨坞邬污圬巫诬[55]无芜妩吴蜈[35]五伍武午忤吾捂晤焐侮舞鵡[215]恶(厌)[33]悟梧误务雾勿毋戊婺寤骛鹜[212]物屋握
#ʯ	
tʂ	[31]朱珠株诛蛛侏洙铢猪诸渚居倨琚拘驹狙苣车(棋子)[35]主煮拄举矩沮[215]剧据锯踞裾注蛀驻仁著句铸[33]住柱驻苎箸巨拒距炬钜具俱惧飓[212]局桔橘菊鞠
tʂʰ	[31]吹区枢驱躯[55]除滁蜍厨橱蹰储雏躇渠瞿衢[35]鼠(白)杵褚槌贮处(相~)[215]去趣处(长)[212]出绌黜怵
ʂ	[31]书舒输(文)殊姝抒虚墟嘘吁[35]许黍暑薯蜀署曙鼠(文)[215]恕庶墅[33]戍树竖述[212]术秫束淑
ɳ	[55]驴[35]女吕
∅	[31]淤瘀迂输(白)[55]余馀于孟竽如茹儒孺鱼渔俞愉榆渝瑜娱臾腴谀瘐愚隅予虞与庾[35]雨语与屿宇羽汝乳禹禺[33]遇寓预驭誉裕芋豫喻愈瘉逾谕揄郁鹬(磨损、钝:刀~了)[212]玉育入郁域御阈昱煜钰吁辱
#e	
p	[33]白[212]北百柏伯
pʰ	[212]拍迫魄泊帕粕
m	[212]麦脉墨没默
t	[215]这[212]得德
tʰ	[33]特
l	[212]勒肋
ts	[33]泽宅贼择[212]则责仄窄摘
tsʰ	[212]册策拆厕测侧侧拆
s	[35]写[212]色塞涩瑟啬穡虱
tʂ	[31]遮[35]者[212]折(~断)哲浙褶辙蜇
tʂʰ	[31]车(汽~)[35]扯[212]撤掣彻澈
ʂ	[31]奢赊[55]蛇佘[35]舍(~得)[215]赦舍2(宿-)[33]社射折2(本)麝舌[212]设涉摄慑
k	[212]革格隔膈疙割
kʰ	[55]蛤[212]克客刻咳
ŋ	[212]额扼厄轭
x	[33]核审劾骇[212]黑吓
#ie	
p	[33]别[212]瘪憋鳖
pʰ	[212]撇苤瞥
m	[212]灭蔑篾
t	[31]爹[33]谍碟喋牒叠[212]跌
tʰ	[212]贴帖铁
n	[212]捏涅聂镊蹑镍孽业列裂冽冽烈劣猎
tɕ	[35]姐[215]借[33]杰绝[212]结洁拮秸颉节疖接揭竭碣截接(子)捷睫婕
tɕʰ	[55]茄[35]且[212]切怯窃劫妾挈惬箧趄锲
ɕ	[31]些[55]邪斜[215]泻卸[33]谢协挟携燮撷瀣[212]歇楔胁血屑雪亵蝎泄
∅	[31]耶椰揶[55]爷[35]也冶野[33]夜[212]曳叶页液掖腋烨晔谒业(文)
#ue	
k	[212]国
x	[33]或惑
#ʯe	
ts	[212]倔决诀抉掘倔崛茁拙厥撅蕨
tsʰ	[212]缺
s	[31]靴[33]穴[212]说
∅	[35]惹[212]月热阅悦越粤曰
#ɑ	
p	[31]巴爸芭疤粑笆扒(皮)[35]把(~手)靶[215]把(刀~)霸坝[33]拔罢跋[212]八
pʰ	[31]趴[55]爬耙扒(手)[215]怕
m	[31]妈[55]麻[35]嬤(乳房)马码蚂玛[33]骂[212]抹
f	[33]伐筏阀罚乏[212]发法珐砝
t	[35]打[33]大(~人)[212]答搭瘩褡达挞哒鞑沓耷
tʰ	[31]他[212]塔踏塌蹋榻遢溻沓拓獭
l	[31]拉垃邋[55]拿[35]哪[33]那[212]蜡腊辣纳衲捺瘌
ts	[35]咋[33]杂[212]砸匝咂
tsʰ	[212]擦镲嚓礤
s	[31]杉[35]洒撒(~开)[215]撒(姓)[212]萨卅飒霎
tʂ	[31]渣查(姓)楂[215]乍诈榨炸(爆)搾栅[212]轧(钢)札闸铡眨扎
tʂʰ	[31]叉权衩(裤儿)差[55]茶搽查茬[215]岔诧姹衩(分)[212]察插
ʂ	[31]沙纱砂莎痧鲨裟挲[35]傻[33]厦(大~)[212]杀刹煞
k	[35]嘎[215]尬
kʰ	[31]咖[35]卡(车)
ŋ	[55]伢[35]哑(白)[212]鸭(白)
x	[33]下(白)
#iɑ	
n	[35]俩
tɕ	[31]家佳加痂迦枷嘉[35]贾假[215]价嫁架驾[212]甲岬胛钾夹荚颊浃
tɕʰ	[35]卡(发～)[212]恰洽掐
ɕ	[31]虾[55]霞遐暇瑕[33]下(文)匣夏厦门狭侠峡辖[212]瞎
∅	[31]丫鸦[55]牙芽伢蚜涯衙[35]哑雅[215]亚讶[212]鸭(文)压押轧(倾)
#uɑ	
k	[31]瓜呱[35]寡剐[215]挂卦褂[212]刮
kʰ	[31]夸[35]垮侉[215]跨胯挎[212]括
x	[31]花[55]划(拳,~船)华(中)铧哗[215]化[33]华(姓)桦话画划(计~)滑猾
∅	[31]蛙娲哇挖[55]娃[35]瓦[215]洼[212]袜挖
#ʯɑ	
tʂ	[31]抓[35]爪
ʂ	[35]耍[212]刷
#o	
p	[31]波玻菠播簸(~)[35]簸[33]薄箔帛[212]拨钹钵脖渤鹁饽膊搏礴驳剥博
pʰ	[31]颇坡[55]婆[35]笸剖叵[215]破[212]泼
m	[31]摸[55]模馍膜谟摹魔摩蘑磨(动词)谋[35]某亩母拇牡[33]莫墓漠幕慕暮募磨(名词)[212]木沐末茉秣抹沫目苜睦牧摸穆寞没
t	[31]多[35]朵躲垛[215]剁垛跺[33]惰堕舵夺[212]掇
tʰ	[31]拖[55]驼驮砣陀[35]妥椭[215]唾[212]脱托
l	[31]啰[55]挪罗萝箩锣逻骡螺[35]裸[33]糯摞[212]落诺骆烙洛络乐(快~)
ts	[31]啄[35]左佐[33]坐座昨凿[212]作撮
tsʰ	[31]初搓[55]锄矬[215]错措
s	[31]梳蓑梭唆[35]所锁琐数(动词)[215]塑数(名词)[212]索朔缩
tʂ	[33]着镯酌[212]拙桌涿卓琢捉
tʂʰ	[33]戳[212]绰
ʂ	[33]勺芍
ʐ	[212]弱
k	[31]哥戈锅过(一号)[35]果裹课[215]个过(错~)[212]鸽郭割葛搁阁各角(白)
kʰ	[31]棵颗窠科[35]可[215]课[212]磕渴阔廓扩
x	[31]屙阿倭窝蜗[55]鹅俄蛾讹[35]我[215]卧[33]饿[212]鄂恶(人)扼沃[55]河何荷贺禾和(气)[35]火伙[215]货[33]祸盒活鹤获[212]喝豁霍藿赫
#io	
n	[212]掠略虐
tɕ	[33]嚼[212]爵脚角(文)觉(得)
tɕʰ	[212]却确鹊雀权
ɕ	[33]学[212]削
∅	[33]跃[212]约药乐(音)岳钥
#er	
∅	[55]儿而[35]耳饵[33]二
#ɑi	
p	[35]摆[215]拜[33]败稗
pʰ	[55]排牌徘[215]派
m	[55]埋[35]买[33]卖迈
t	[31]呆[35]逮歹傣[215]带戴[33]代袋贷怠玳大(夫)
tʰ	[31]胎[55]苔台抬[215]太态汰泰
l	[55]来莱[35]乃奶[33]赖奈耐
ts	[31]灾栽哉[35]载1宰崽[215]再载2[33]在
