"拼音"	"IPA"	"調號"	"單字"
"zzr"	"dʐʅ"	2	"脐[(白)～带]荠[田～：荸荠]奇[(白)～怪]骑旗棋"
"zzr"	"dʐʅ"	3	"徛[站；立]"
"zzr"	"dʐʅ"	5	"痔[～疮]忌[(白)～倒：忌讳]"
"sr"	"ʂʅ"	1	"施[姓]诗湿[(白)打～]"
"sr"	"ʂʅ"	3	"屎[(2)单说]史使驶始喜[(白)欢～]"
"sr"	"ʂʅ"	5	"世势誓氏豉[豆～]示视柿[(文)～子]试寺[(2)]市饰式十[(白)]食[(白)猪～]"
"sr"	"ʂʅ"	7	"湿[(文)潮～]十[(文)]什[～么]拾实失室食[(文)～品]识适释石[(文)～榴]"
"ssr"	"ʐʅ"	1	"衣[(白)(2)着～]"
"ssr"	"ʐʅ"	2	"时[(文)～间]"
"ssr"	"ʐʅ"	7	"时[(白)平班～辈]衣[(白)(1)单说]日[(文)～曆]"
"bi"	"pi"	1	"屄[阴门]"
"bi"	"pi"	3	"譬比匕"
"bi"	"pi"	5	"蔽[隐～]陛[～下]闭箅[～子]滗[～米汤]"
"bi"	"pi"	7	"蓖[～麻]笔毕必秕[～壳]弼[～马温]逼碧壁[(文)隔～]"
"pi"	"pʰi"	1	"批[(文)～准]砒[～霜]披劈[(文)天打雷～]"
"pi"	"pʰi"	2	"痹[麻～]皮[(文)～肤]疲[(文)～倦]脾[(文)～胃]啤"
"pi"	"pʰi"	3	"彼鄙痞噼"
"pi"	"pʰi"	5	"屁辟[开～]纰[～漏]"
"pi"	"pʰi"	7	"僻"
"bbi"	"bi"	2	"皮[(白)(2)～带]疲[(白)拖～]脾[(白)～气]琵枇匹[一～山]"
"bbi"	"bi"	5	"弊币毙[枪～]被[(文)～迫]避庇[包～]备"
"bbi"	"bi"	7	"被[～窝]鼻皮[(白)(1)～～：外皮；皮屑]"
"mi"	"mi"	1	"瞇咪"
"mi"	"mi"	2	"迷[(文)～惑]弥糜[(文)～烂]靡[风～]泌眉[(白)呆～呆眼]楣[门～]蜜汨瞇[(训读)(闭目)小憩；小睡]"
"mi"	"mi"	3	"米[(1)一～]"
"mi"	"mi"	5	"觅沕[～水]"
"mi"	"mi"	7	"密[(2)～集]谜[(文)～语]"
"di"	"ti"	1	"爹[(文)(2)]滴[(白)(2)箇～：这些]低"
"di"	"ti"	2	"啼"
"di"	"ti"	3	"抵"
"di"	"ti"	5	"帝蒂谛"
"di"	"ti"	7	"的[目～]滴[(文)水～]嫡笛敌狄[姓]涤"
"ti"	"tʰi"	1	"梯[(文)楼～]铁[(白)～锤]剔"
"ti"	"tʰi"	2	"题[(文)～目]"
"ti"	"tʰi"	3	"体"
"ti"	"tʰi"	5	"替涕"
"ti"	"tʰi"	7	"踢[(文)～腿]"
"ddi"	"di"	2	"题[(白)一个～]屉[抽～]提蹄堤"
"ddi"	"di"	5	"地弟[(文)徒～]第递隶"
"li"	"li"	1	"驴粒[(白)一～米]依[近指代词，表强调：～点哩]"
"li"	"li"	2	"黎梨[(文)毛刺～]离篱璃厘粒[(文)颗～]律[(文)规～]歷[(文)～史]曆[(文)日～]沥[～青]"
"li"	"li"	3	"旅缕履[～歷]狸礼拟李[姓]里理鲤[～鱼]"
"li"	"li"	5	"虑滤例厉励丽荔离[～开半寸]梨[(白)味～：梨子]利莉痢吏泪力[(文)精～]"
"li"	"li"	7	"李立笠栗[(文)板～]律[(白)纪～]率力[(白)劳～]歷[(白)经～]曆[(白)农～]"
"zhi"	"tɕi"	1	"居车[～马炮]拘驹奇[～数]饥肌幾[～乎]几[茶～]基机[(文)～器]讥接[(白)～树：嫁接]折[(白)折叠：～起来]揭[(白)～开]节[(白)过～]截[(文)一～]结[(文)(2)～婚]膝[(白)克～冒：膝盖]"
"zhi"	"tɕi"	3	"举[(文)～行]矩挤己嘴"
"zhi"	"tɕi"	5	"据巨拒距聚句[(文)～号]具俱惧祭际济剂脐[(文)～橙]计继[(文)]髻寄技妓冀记[(文)～录]纪[(文)～律]既忌[(文)～妒]唧[死～腰：蝉的一种]季[(文)一年四～]醉剧肢[(训读)胳～窝：腋窝]"
"zhi"	"tɕi"	7	"杞[枸～]集辑急级及吸[(白)呼～]疾吉橘[(文)]即鲫棘极剧[～烈]积迹脊绩籍寂激击"
"chi"	"tɕʰi"	1	"蛆[生～]去[(文)(1)～乜边]趋区驱躯妻溪[(白)花～：地名]欺[(文)～骗]期切[(白)～菜]截[(白)(2)～断]七[(白)～个]漆[(白)～木]"
"chi"	"tɕʰi"	2	"渠瞿齐[(文)姓]奇[(文)～怪]芪歧杞[～人忧天]其祈"
"chi"	"tɕʰi"	3	"取娶启[(文)开～]岂"
"chi"	"tɕʰi"	5	"趣去[(文)(2)行乜边～]砌[(文)]企器弃气[(文)～候]汽[(文)～车]绝[(白)～尾巴：断子绝孙]戚[(白)亲～]"
"chi"	"tɕʰi"	7	"七[(文)三～]漆[(文)油～]膝[(文)～盖]乞[(白)]戚[(文)姓]"
"zzhi"	"dʑi"	2	"齐[(白)一～路：一起]截[(白)(1)～落来]"
"gni"	"ȵi"	1	"哩[语气词]"
"gni"	"ȵi"	2	"泥[(文)水～]倪[姓]宜[(白)便～：方便]尼疑凝[～固]逆"
"gni"	"ȵi"	3	"女[(文)妇～]你"
"gni"	"ȵi"	5	"艺[(白)手～人]腻匿[～名]"
"shi"	"ɕi"	1	"些墟虚嘘须[必～]鬚[鬍～]西栖溪[(文)]兮奚徙牺希稀歇雪[(白)落～]媳荽[芫～]"
"shi"	"ɕi"	2	"徐息吸[(文)(2)～管]"
"shi"	"ɕi"	3	"许嬉喜[(文)～酒]"
"shi"	"ɕi"	5	"谢[(文)(2)多～]絮[(2)]序叙绪婿碎[(白)捏～]细[(文)～啬：吝啬]系[～统，联～]岁舌[(2)唇～]折[～本]"
"shi"	"ɕi"	7	"习袭吸[(1)～引]熄悉昔惜席夕锡析茸[(训读)毛～～：毛茸茸的样子]"
"gi"	"ki"	5	"革[作重叠词缀：老～～]割[(训读)切割：～一刀]叽[(训读)～嘎：拟声词，鸭、鹅等的叫声，常指代此类动物]"
"ggi"	"ɡi"	3	"渠[(4)第三人称代词]"
"i"	"i"	1	"医衣[(文)～柜]依爷[(白)(2)叔父：满～]一[(白)]噎[～倒]矣[(1)完成体助词]秕[(训读)～谷]"
"i"	"i"	2	"迂于鱼渔余盂愚娱榆逾愉谊仪移姨遗溢译液腋逸[安～]益[(文)利～]"
"i"	"i"	3	"渠[(1)第三人称代词]语与雨[(文)～衣]宇禹羽蚁倚椅已以个[(1)结构助词：我～]"
"i"	"i"	5	"御誉豫预遇寓芋喻裕义议艺[(文)～术]宜[(文)便～：廉价；方便]易[容～，交～]肄意异叶页月[(白)(2)～亮]抑薏忆亿翼亦玉欲"
"i"	"i"	7	"揖[作～]乙一[(文)]益[(白)有～]"
"bu"	"pu"	1	"不"
"bu"	"pu"	3	"补布[～依族]"
"bu"	"pu"	5	"布"
"pu"	"pʰu"	1	"铺[～路]潽[满溢]覆[(白)～水坛：坛檐可蓄水的坛子]"
"pu"	"pʰu"	2	"蒲[(文)～扇]菩仆"
"pu"	"pʰu"	3	"谱普浦堡[(文)屯～]"
"pu"	"pʰu"	5	"铺[～子]扑[～过去]伏[(白)～起：倒扣]"
"pu"	"pʰu"	7	"仆[～倒：人面朝下卧倒]"
"bbu"	"bu"	2	"蒲[(白)菖～]菩[(白)]脯葡[(白)～萄]匍朴扑[～克]瀑[～布]"
"bbu"	"bu"	3	"步[(白)～跨河：地名]"
"bbu"	"bu"	5	"怖部簿步[(文)大～]捕卜"
"mu"	"mu"	2	"谋"
"mu"	"mu"	3	"某亩母"
"mu"	"mu"	5	"暮慕墓募幕茂贸"
"mu"	"mu"	7	"木[(文)树～]目牧睦"
"ffu"	"vu"	1	"乌呜污巫诬侮屋"
"ffu"	"vu"	2	"吴蜈[(文)～蚣]吾梧无"
"ffu"	"vu"	3	"五伍午忤[～孽儿]武舞鹉捂"
"ffu"	"vu"	5	"误悟务雾戊勿"
"ffu"	"vu"	7	"糊[(白)～～：糊状物]物"
"du"	"tu"	1	"都[～市]都[(1)副词，～来]"
"du"	"tu"	2	"嘟[～起嘴]"
"du"	"tu"	3	"堵赌肚[～子：胃]"
"du"	"tu"	7	"独[(文)孤～]读[(文)朗～]犊[牛～子]督毒"
"tu"	"tʰu"	2	"途[(文)中～]涂[(文)～料]秃[(文)光～～]屠[(文)～宰]"
"tu"	"tʰu"	3	"土"
"tu"	"tʰu"	5	"吐兔独[(白)～崽：独子]读[(白)～书]"
"tu"	"tʰu"	7	"秃[(白)～顶]突[(文)～然]"
"ddu"	"du"	2	"徒屠[(白)～户]途[(白)路～记：“喇叭苗”先祖迁徙过程的记录图]涂[(白)～墙]厨[(白)(1)办～]突[(白)冲～]"
"ddu"	"du"	3	"肚[～子：人或动物的整个腹部]"
"ddu"	"du"	5	"妒杜度渡镀"
"nu"	"nu"	2	"奴"
"nu"	"nu"	3	"努"
"nu"	"nu"	5	"怒"
"lu"	"lu"	1	"噜[光～～]"
"lu"	"lu"	2	"卢炉录[(文)～音机]鹿陆"
"lu"	"lu"	3	"鲁橹虏掳[～起行矣]卤"
"lu"	"lu"	5	"路赂露"
"lu"	"lu"	7	"芦[～竹]禄碌[滑～：光滑]录[(白)记～]六[(文)第～]绿睩[怒目而视：～眉～眼]"
"zu"	"tsu"	1	"租"
"zu"	"tsu"	3	"祖组阻诅"
"zu"	"tsu"	7	"猝足促族[(文)]𡎺[～～：塞子]"
"cu"	"tsʰu"	1	"粗初[(2)]"
"cu"	"tsʰu"	2	"曲[～折，歌～]"
"cu"	"tsʰu"	3	"楚础"
"cu"	"tsʰu"	5	"醋"
"cu"	"tsʰu"	7	"族[(白)]畜[～生]"
"zzu"	"dzu"	2	"锄"
"su"	"su"	1	"苏酥梳疏蔬舒殊输术[(白)手～]"
"su"	"su"	3	"数[动词]"
"su"	"su"	5	"素诉塑嗉[～囊]庶恕数[名词]竖漱[～嘴]"
"su"	"su"	7	"朮[白～：药名]术[(文)(1)技～]述速肃宿粟俗续束"
"zru"	"tʂu"	1	"猪诸株朱珠锥妯[～娌]"
"zru"	"tʂu"	3	"煮主"
"zru"	"tʂu"	5	"蛀铸"
"zru"	"tʂu"	7	"卒[～子]橘[(白)(1)]筑逐轴[～承]竹[(文)～笋虫]祝菊鞠烛触"
"cru"	"tʂʰu"	1	"吹出[(白)～来]"
"cru"	"tʂʰu"	2	"除[(文)～法]储厨[(文)～房]"
"cru"	"tʂʰu"	3	"褚[姓]拄[～拐棍]处[～理]"
"cru"	"tʂʰu"	5	"处"
"cru"	"tʂʰu"	7	"出[(文)～纳]"
"zzru"	"dʐu"	2	"除[(白)～开]厨[(白)(2)～师，下～]槌[舂；捶打]垂[(白)下～]"
"zzru"	"dʐu"	3	"柱[(白)檐～]"
"zzru"	"dʐu"	5	"著箸柱[(文)研～：杵]住注驻柜[(白)专指旧式柜子]助"
"zzru"	"dʐu"	7	"槌[毛～：洗衣锤]锤[(白)石～]局"
"sru"	"ʂu"	1	"书输[～赢]"
"sru"	"ʂu"	3	"暑鼠水[(白)热～]蜀"
"sru"	"ʂu"	7	"叔淑戍[～兵]术[(文)(2)算～]嘱属熟[(文)成～]畜[～牧]蓄[储～]"
"ssru"	"ʐu"	1	"擩[(文)塞：～进去]"
"ssru"	"ʐu"	2	"薯如苎[～麻]"
"ssru"	"ʐu"	3	"儒[(2)老～人：尊称过世的女性老人]乳雨[(白)落～]蕊[(白)]辱褥"
"ssru"	"ʐu"	5	"树儒[(1)]喂[～牛]"
"ssru"	"ʐu"	7	"入擩[(白)搅拌：～沙]肉[(文)～鸡]"
"gu"	"ku"	1	"姑箍[(文)]孤谷[(白)稻类作物植株]"
"gu"	"ku"	2	"骨[(文)(2)～肚鱼：蝌蚪]"
"gu"	"ku"	3	"古估牯[公牛]股鼓䀦[瞪眼]蛊[放～]"
"gu"	"ku"	5	"过[(2)]故固雇顾"
"gu"	"ku"	7	"骨[(文)(1)筋～]谷[(文)～雨]"
"ku"	"kʰu"	1	"枯箍[(白)]窟哭𣗺[榨油剩下的渣滓：油～]"
"ku"	"kʰu"	3	"苦"
"ku"	"kʰu"	5	"库裤"
"ku"	"kʰu"	7	"酷"
"ggu"	"ɡu"	2	"跍[蹲]"
"ggu"	"ɡu"	3	"淈[液体向上翻腾的声音]"
"hu"	"hu"	1	"呼乎夫肤敷俘麸符[(白)～山：圆坟]"
"hu"	"hu"	3	"虎府腑俯脯[果～]斧抚釜腐[(文)～烂]辅"
"hu"	"hu"	5	"戽[～水]互护瓠[～瓜]付赋赴富副负附咐[咂～：嘱咐]"
"hu"	"hu"	7	"忽彿[彷～]佛[(文)～像]福幅蝠[蝙～]復[～原；～兴]腹覆[(文)～盖]服伏[(文)埋～]袱扶芙"
"hhu"	"ɦu"	2	"胡[姓；～须]湖糊[(文)糨～]煳[～辣椒]斛[石～]壶浮狐[～狸]葫[～芦]符[(文)～号]"
"hhu"	"ɦu"	3	"腐[(白)豆～]妇[(白)媳～]"
"hhu"	"ɦu"	5	"户沪父妇[(文)～人家]傅[师～]缚[～腰带]"
"hhu"	"ɦu"	7	"佛[(白)～堂]"
"dw"	"tɯ"	1	"都[(2)副词，～是]兜蔸[一～菜]逗"
"dw"	"tɯ"	3	"斗[量器]抖[(文)～动]陡"
"dw"	"tɯ"	5	"鬥[争～；拼凑：～钱]"
"tw"	"tʰɯ"	1	"偷[(文)]"
"tw"	"tʰɯ"	2	"投[(文)～机倒把]"
"tw"	"tʰɯ"	3	"抖[(白)～干净]敨[平整；周正；清楚：抻～]"
"tw"	"tʰɯ"	5	"透"
"ddw"	"dɯ"	2	"头[(文)～脑]投[(白)～饶]"
"ddw"	"dɯ"	3	"豆[(白)～仔]"
"ddw"	"dɯ"	5	"痘豆[(白)～瓣酱]"
"ddw"	"dɯ"	7	"头[(白)(1)日～]"
"nw"	"nɯ"	5	"糯[(2)]"
"lw"	"lɯ"	1	"搂[(白)～起]偷[(1)]"
"lw"	"lɯ"	2	"娄楼髅[额～：额头]"
"lw"	"lɯ"	3	"搂[(文)～抱]喽"
"lw"	"lɯ"	5	"漏陋"
"lw"	"lɯ"	7	"篓"
"zw"	"tsɯ"	3	"走肘"
"zw"	"tsɯ"	5	"奏揍昼纣宙皱[(文)～纹]骤"
"cw"	"tsʰɯ"	1	"搊[给予向上或支撑的着力点：～起来]"
"cw"	"tsʰɯ"	5	"凑"
"zzw"	"dzɯ"	2	"愁"
"sw"	"sɯ"	1	"搜飕馊"
"sw"	"sɯ"	3	"叟"
"sw"	"sɯ"	5	"嗽[咳～]瘦"
"zrw"	"tʂɯ"	1	"邹[姓]周州洲招"
"zrw"	"tʂɯ"	3	"九久韭缲[(白)～边]"
"zrw"	"tʂɯ"	5	"照[(白)～相]叫咒救究"
"crw"	"tʂʰɯ"	1	"抽"
"crw"	"tʂʰɯ"	2	"绸[(文)丝～]稠[(文)太～]筹[(文)～备]求[(文)要～]"
"crw"	"tʂʰɯ"	3	"丑"
"crw"	"tʂʰɯ"	5	"臭撬"
"zzrw"	"dʐɯ"	2	"朝[(白)～倒我讲]侨桥[(白)大～]荞[(白)种～]绸[(白)～缎]仇酬求[(白)～人]"
"zzrw"	"dʐɯ"	5	"轿[(白)抬～]舅旧"
"zzrw"	"dʐɯ"	7	"筹[(白)～钱]稠[(白)～水]"
"srw"	"ʂɯ"	1	"烧收"
"srw"	"ʂɯ"	3	"少手首守晓"
"srw"	"ʂɯ"	5	"熟[(白)煮～]赎"
"ssrw"	"ʐɯ"	2	"柔揉猴[(文)～年马月]"
"ssrw"	"ʐɯ"	3	"後[(白)～日]厚[(白)～薄]"
"ssrw"	"ʐɯ"	5	"绕[(白)～子鞋：一种类似棉靴的鞋]鹞[～子：一种凶猛的鸟]兽寿授售"
"ngw"	"ŋɯ"	1	"欧"
"ngw"	"ŋɯ"	3	"藕偶呕殴"
"ngw"	"ŋɯ"	5	"怄"
"hw"	"hɯ"	1	"齁"
"hw"	"hɯ"	3	"吼否"
"hhw"	"ɦɯ"	2	"侯喉"
"hhw"	"ɦɯ"	5	"候后[皇～]後[前～]厚[(文)～道]䞀[贪婪：心～]"
"w"	"ɯ"	1	"噢[(1)祈使语气词，提醒别人注意]"
"w"	"ɯ"	3	"噢[语气词，用于是非问句；用于陈述句，强调事实就是如此；叹词，表应答]"
"w"	"ɯ"	5	"噢[(2)祈使语气词]"
"biw"	"piɯ"	1	"膘[几指～，肥～]标[(白)洋～：标枪]镖骠猋[飞奔；滑]"
"piw"	"pʰiɯ"	1	"飘漂[白～鱼]"
"piw"	"pʰiɯ"	3	"瞟熛[(火苗)喷射以致烧焦(物品)]"
"piw"	"pʰiɯ"	5	"漂[～白粉]票"
"miw"	"miɯ"	2	"苗[(1)独～～：独子]"
"miw"	"miɯ"	5	"庙谬"
"diw"	"tiɯ"	1	"雕[(白)～章]着[(白)衣]竹[(白)金～]"
"diw"	"tiɯ"	5	"钓吊[(白)～边]"
"tiw"	"tʰiɯ"	3	"斢[交换：～东西]"
"tiw"	"tʰiɯ"	5	"跳粜"
"ddiw"	"diɯ"	2	"条[(白)(1)一～河]"
"ddiw"	"diɯ"	5	"调[(白)～动]"
"liw"	"liɯ"	1	"溜馏瘤[～子]"
"liw"	"liɯ"	2	"流[(2)～水]刘留硫[～磺]琉[～璃]熘[用开水焯：～菜]"
"liw"	"liɯ"	3	"了[～尾：末尾；结尾]榴柳娌[妯～]"
"liw"	"liɯ"	5	"料[(白)马～]尥[马～蹶]六[(白)～年级]溜[麻～：麻利]"
"zhiw"	"tɕiɯ"	1	"焦[(白)烧～]蕉[芭～]椒鬏[梳～～]阄[抓～]纠灸[针～]咎柩"
"zhiw"	"tɕiɯ"	2	"揪[～倒渠]"
"zhiw"	"tɕiɯ"	3	"酒"
"zhiw"	"tɕiɯ"	5	"㲃[扭；拧]"
"zhiw"	"tɕiɯ"	7	"橘[(白)(2)]"
"chiw"	"tɕʰiɯ"	1	"锹[洋～]跷悄秋[～天；～～：秋千]楸湫鳅丘邱蚯黢[黑～～]瞅[不正眼看人：～一眼]"
"chiw"	"tɕʰiɯ"	2	"囚球屈[委～]"
"chiw"	"tɕʰiɯ"	5	"翘噍嚼"
"zzhiw"	"dʑiɯ"	5	"就糌[艾～粑：一种糕点]臼[脱～]绉[文～～]"
"gniw"	"ȵiɯ"	1	"妞"
"gniw"	"ȵiɯ"	2	"牛[(2)黄～]"
"gniw"	"ȵiɯ"	3	"纽扭"
"gniw"	"ȵiɯ"	5	"尿[(1)～床包：指爱遗尿的小孩儿]"
"shiw"	"ɕiɯ"	1	"消[(白)～化]硝[芒～]修羞休屑枵[门～：门闩]削[(白)～皮]"
"shiw"	"ɕiɯ"	2	"瞅[(训读)～一子]"
"shiw"	"ɕiɯ"	3	"朽"
"shiw"	"ɕiɯ"	5	"笑秀绣宿[星～]锈袖"
"shiw"	"ɕiɯ"	7	"戌[戊～]"
"giw"	"kiɯ"	1	"勾钩沟"
"giw"	"kiɯ"	3	"狗苟枸[～杞]"
"giw"	"kiɯ"	5	"锯句[(1)一～话]够构购"
"kiw"	"kʰiɯ"	1	"抠眍[落～]"
"kiw"	"kʰiɯ"	3	"口"
"kiw"	"kʰiɯ"	5	"叩扣"
"iw"	"iɯ"	1	"腰优悠幽郁"
"iw"	"iɯ"	2	"摇犹窑尤邮由油游"
"iw"	"iɯ"	3	"舀有友酉"
"iw"	"iɯ"	5	"又右佑莠[良～毋齐]诱幼药"
"iw"	"iɯ"	7	"域狱育疫役浴"
"buu"	"pʉ"	1	"波[(白)～浪]菠[(白)～菜]剥[(白)～皮]拨"
"buu"	"pʉ"	3	"跛[(白)～脚]"
"buu"	"pʉ"	5	"簸[动词；名词，～箕]"
"puu"	"pʰʉ"	1	"坡[(白)～上]泼[(白)～水]"
"puu"	"pʰʉ"	5	"破[(1)]薄[形容词]"
"bbuu"	"bʉ"	2	"婆[(文)阿～]"
"bbuu"	"bʉ"	7	"婆[(白)飞～：飞蛾]"
"muu"	"mʉ"	1	"摸摩"
"muu"	"mʉ"	2	"磨[动词]"
"muu"	"mʉ"	5	"磨[名词]"
"ffuu"	"vʉ"	1	"窝倭龌"
"ffuu"	"vʉ"	2	"鹅蛾禾[(白)割～]腭"
"ffuu"	"vʉ"	3	"我[(文)]喔"
"ffuu"	"vʉ"	5	"饿"
"duu"	"tʉ"	1	"多"
"duu"	"tʉ"	3	"朵[(白)～嘎田：地名]躲[(白)]"
"duu"	"tʉ"	5	"剁"
"tuu"	"tʰʉ"	1	"拖[(白)～疲]脱[(文)～衣]托[(白)～起：用手支撑]"
"tuu"	"tʰʉ"	5	"脱[(白)～落：掉落]"
"dduu"	"dʉ"	2	"驼[(白)～背]驮[动词]坨[(文)一～]掇[(白)～落来]"
"dduu"	"dʉ"	3	"垛[(白)一～：一堆]跺[～脚]"
"dduu"	"dʉ"	5	"舵[掌～]驮[名词，马～子]惰垛[(文)柴～]"
"dduu"	"dʉ"	7	"陀[转～：陀螺]砣坨[(白)～～盐：粗盐]㾃[身体上的疙瘩]"
"nuu"	"nʉ"	2	"捼[揉搓：～索]"
"nuu"	"nʉ"	5	"糯[(1)]"
"luu"	"lʉ"	1	"啰[～唆]蘸[(训读)蘸；揩擦：～粑粑]"
"luu"	"lʉ"	2	"罗锣萝[～卜]箩[(文)～筐]骡螺[(白)～蛳]脶[手指纹]"
"luu"	"lʉ"	3	"倮[～～：彝族]拉[(训读)拉；拉拢]"
"luu"	"lʉ"	5	"摞落[(白)脱～：掉落]"
"luu"	"lʉ"	7	"箩[(白)油～]"
"zuu"	"tsʉ"	1	"撮[一～米]桌"
"zuu"	"tsʉ"	3	"左[(白)]"
"zuu"	"tsʉ"	7	"浊"
"cuu"	"tsʰʉ"	1	"搓初[(1)]龊"
"cuu"	"tsʰʉ"	5	"锉措错戳凿[(白)～子]"
"zzuu"	"dzʉ"	5	"坐座[(白)～位]"
"suu"	"sʉ"	1	"蓑梭[～子]唆[(白)啰～]趖[疾走]索[～～：绳子]"
"suu"	"sʉ"	3	"锁琐"
"suu"	"sʉ"	5	"朔溯"
"zruu"	"tʂʉ"	1	"脚鸠[斑～：斑鸠]"
"cruu"	"tʂʰʉ"	1	"拙[(白)笨～]"
"cruu"	"tʂʰʉ"	5	"着[(白)～病]"
"cruu"	"tʂʰʉ"	7	"啜[～白：聊天]"
"sruu"	"ʂʉ"	5	"勺[(白)～～：勺子]"
"guu"	"kʉ"	1	"歌锅角[(白)牛～；～落]"
"guu"	"kʉ"	3	"果[(白)水～]裹"
"guu"	"kʉ"	5	"个[量词]箇[指示代词，这]过[～错，路～]"
"kuu"	"kʰʉ"	1	"科[(白)～八字]壳[(白)脑～]"
"kuu"	"kʰʉ"	3	"可"
"kuu"	"kʰʉ"	5	"课[(白)]嗑搁[(白)～东西]"
"nguu"	"ŋʉ"	3	"我[(白)]"
"huu"	"hʉ"	1	"喝蠚[～人]藿[(白)～米菜：苋菜]"
"huu"	"hʉ"	3	"火伙[(白)～倒：掺杂；和]"
"huu"	"hʉ"	5	"货活[(白)死～]"
"hhuu"	"ɦʉ"	2	"河荷[(白)～花]和[(白)～气]禾[(文)～口旁]"
"hhuu"	"ɦʉ"	3	"祸"
"hhuu"	"ɦʉ"	5	"贺[(白)道～]和[～面]"
"ba"	"pɑ"	1	"巴芭粑疤八[(白)]"
"ba"	"pɑ"	2	"爸"
"ba"	"pɑ"	3	"把[～握；介词]靶㞎[～～：污物，儿语]"
"ba"	"pɑ"	5	"霸把[～～：把儿]坝[河～，场～(赶集的平地)]罢"
"ba"	"pɑ"	7	"八[(文)]拔[(文)～毛]"
"pa"	"pʰɑ"	1	"趴𤆵[软]拍[(白)～肩头]"
"pa"	"pʰɑ"	2	"扒[～拉：一～事]"
"pa"	"pʰɑ"	5	"怕帕柏[(白)～杨]白[(白)～布]"
"bba"	"bɑ"	2	"爬[(文)～高]耙琶杷扒[挪移，归顺]拔[(白)一～留：全部]"
"ma"	"mɑ"	1	"蟆[蛤～]妈"
"ma"	"mɑ"	2	"麻[(文)～痹]"
"ma"	"mɑ"	3	"马码蚂"
"ma"	"mɑ"	5	"骂麦[(白)叶～：小麦]"
"ma"	"mɑ"	7	"麻[(白)～篮]抹[～桌子]"
"da"	"tɑ"	1	"搭[(白)～起]"
"da"	"tɑ"	2	"嗒[～～：吹号声]"
"da"	"tɑ"	3	"打嗒[嘀～：水滴或钟表走动的声音]"
"da"	"tɑ"	7	"搭[(文)～车]答褡[～裢]瘩[疙～]达跶[摔]"
"ta"	"tʰɑ"	1	"他它"
"ta"	"tʰɑ"	2	"㧺[(文)涂抹；擦]"
"ta"	"tʰɑ"	3	"沓[重叠作後缀：懒～～]塌[(1)]"
"ta"	"tʰɑ"	7	"踏拓[～碑]沓[一～纸]塔榻塌[(2)]蹋獭[水～猫]㧺[(白)胶～：涂抹胶水的小棍儿]"
"dda"	"dɑ"	5	"大[(文)～人；～黄]"
"na"	"nɑ"	1	"拿"
"na"	"nɑ"	2	"纳[(文)出～]捺[(文)]"
"na"	"nɑ"	3	"哪"
"na"	"nɑ"	5	"娜那[(文)]呐"
"na"	"nɑ"	7	"纳[(白)归～]捺[(白)]"
"la"	"lɑ"	1	"拉"
"la"	"lɑ"	2	"爬[(白)～上去]"
"la"	"lɑ"	3	"榄[橄～子]喇[唢～]邋[～遢]"
"la"	"lɑ"	7	"腊[(文)～水：立春前储存的水]蜡[(文)～烛]辣[(文)～木：一种多年生热带落叶乔木]"
"za"	"tsɑ"	1	"楂[(文)山～]渣折[(白)～断]摘[(白)～重点]"
