#ɿ				
tɕʰ	(青钦親卿清轻青侵)	(琴禽擒勤芹秦擎情晴)	(寢請)	(浸庆磬)
ɕ	(心芯欣辛新薪兴星腥)	(形刑行)	(醒)	(幸信兴性姓衅)
Ø	(音阴殷因姻应鷹莺櫻鹦英嬰纓荫)	(淫銀寅蝇迎盈贏龈)	(饮隐影引穎尹)	(印应)
#uaŋ				
	阴平45	阳平31	上声53	去声324
k	光	(广)		(逛)
kʰ	筐框	(狂)		(旷矿况)
x	荒慌	(黄皇)		(晃)
		(惶)		
ts	(裝莊)妝			(壯狀)
tsʰ	(疮)	(床)	(闯撞)	(创)
s	(霜双孀)		(爽)	
z				
Ø	汪	(亡王枉)	(往网)	(望旺妄忘)
#uən				
	阴平45	阳平31	上声53	去声324
k			滚衮	棍
kʰ	坤昆		捆	困
x	昏婚荤	魂横		混
ts			准	
tsʰ	春椿		蠢	
s		唇纯醇绳	舜顺	
z				闰润孕熨
Ø	温瘟	文紋蚊聞	穩吻	問
#yn				
	阴平45	阳平31	上声53	去声324
tɕ	君军均鈞		郡窘迥	菌俊
tɕʰ	傾顷	群裙琼		
ɕ	熏勋薰	荀詢寻旬循巡		訊逊訓迅殉
Ø	晕	萤云匀营荥咏		运熨韵泳
