#ɿ				
	阴平45	阳平31	上声53	去声324
ts	资姿兹滋之芝咨摛{伸。如：坐车的时候，你莫把脑壳～得窗子外头去。}		紫只姊子滓	自字巳
tsʰ	辎	雌池慈磁祠辞词持赤尺瓷糍驰差	此疵址	刺赐次伺
s	斯撕施私师狮丝思司厮司		死	舐祀似寺饲四侍仕事肆嗣士
#ʅ				
	阴平45	阳平31	上声53	去声324
tʂ	知蜘枝支肢脂		纸指旨止趾	秩治雉痔制智致至置执质织职炙蛰直值豸稚植志痣滞治翅掷
tʂʰ	痴嗤	迟	侈耻齿	尺赤斥
ʂ	尸诗施诗	匙时	屎史使驶始	湿失室识适释十拾食蚀石是士柿市世势试誓逝示视式拭豉矢嗜什
ʐ				日
#o				
	阴平45	阳平31	上声53	去声324
p	波菠玻		簸跛	博剥駁勃泊薄缽拨
pʰ	坡	婆潑	頗	破泼缚
m	摸摹	魔模模膜	抹	磨末没默莫墨寞漠沫
t	多	铎	朵躲	舵惰剁夺踱
tʰ	拖	駝馱陀	妥	托脱铎
n	捋□{“~起走”，即把东西拖着走。}	螺罗锣箩萝	裸	诺糯落洛絡烙樂乐摞骆酪掠略
k	歌哥锅		果裹	个过鸽割各閣葛角
kʰ	科	瞌	棵可	课磕渴闊扩壳叩
x	喝豁	何河荷禾和	火伙	祸贺霍货合盒活鶴藿镬或惑
ŋ				恶鄂
ts			左佐	坐座桌卓捉昨着作拙
tsʰ	搓			銼剉错撮戳掇酌焯绰
s	蓑梭唆	睃{看。他在那里～啥子哦。}	锁所	説索索縮率
z				弱若
Ø	蜗	鹅哦		饿卧沃握
#ɚ				
	阴平45	阳平31	上声53	去声324
Ø		儿而	耳饵尔	二贰
#ia				
	阴平45	阳平31	上声53	去声324
x		邪		
ŋ				
tɕ	家嘉加佳稼		假贾假	架价驾嫁夾裌胛甲
tɕʰ		恰洽		掐轄
ɕ	虾	霞瞎狹峽匣俠挾		下夏厦吓
Ø	鴉丫	牙芽涯崖鴨押	啞雅	压砑亚
#uᶹ				
	阴平45	阳平31	上声53	去声324
p		不	补	部簿布步怖埠
pʰ	鋪捕	蒲樸撲僕瀑晡	普浦譜脯	鋪曝
m		模膜	母牡拇	牧暮木目墓募
f	夫肤呼敷麩孵	湖胡糊胡壺符扶芙浮伏	斧府腑甫虎抚腐辅浒俘	户沪父负妇付咐富戽赴副护互附复福複幅腹忽覆佛服袱復
v	污坞巫乌	吴梧蜈无	五午伍舞武侮	誤悟务雾屋物勿恶戊
t	都督		堵賭肚	杜妒度渡毒独读
tʰ		途图徒涂	土吐	兔秃突
n		奴炉卢庐驴	努鲁橹卤虏	怒路露赂鹭律
k	姑孤菰		古估鼓牯股	故固雇顧骨谷穀
kʰ	箍枯	跍{蹲。如：他∽在那做啥？}	苦	库裤酷窟哭
ts	租猪諸株蛛珠朱		祖組阻煮主	苧柱做著駐注蛀铸箸助住竹筑祝烛逐轴触#□{鼻塞。如：今天有点冷，我～鼻子了。}
tsʰ	粗雏	除儲鋤橱厨	拄处楚础杵	处醋出
s	苏酥疏梳蔬书舒枢输殊	属蜀	鼠暑黍数薯署	素塑訴恕数樹朔述竖戍叔粟束術秫熟赎畜
ʐ		儒如擩{塞。这个包包这样大，再∽几件衣服也有∽得下嘛。}	汝乳褥辱	肉入
#ue				
	阴平45	阳平31	上声53	去声324
k				国
kʰ				括阔扩郭
ts		掘		
#ai				
	阴平45	阳平31	上声53	去声324
p	跛{一般用法有“~~”“~子”，腿残之人。}□{“跳~~”则是一种小孩子的游戏，即把一只脚抬起，用另一只脚跳，来推动石子前进。}		摆	败拜稗
pʰ		牌排	㧳{量词，把两只手平平的伸展开，从一只手的中指指尖到另一只手的中指指尖的长度。}	派
m		埋	买	卖迈
t	呆			待殆带戴大代袋貸
tʰ	胎苔	苔抬台	大{白，形容词，形容东西很大，含有罕见和惊讶之意。例句，如“那个西瓜好∽喔”。}	太泰态
n		来	奶乃	赖濑癞癞奈耐
k	該街		改解	盖丐
kʰ	開揩		楷凯	概溉慨
x	害{白，∽怕}	孩鞋	海蟹	亥害骇
ŋ	哀挨埃	岩捱	矮藹	爱隘艾碍
ts	灾栽斋	宰		在載再债寨
tsʰ	猜钗差	才材財裁柴豺	踩彩采睬	蔡菜
s	腮鰓筛			赛晒
#aʊ				
	阴平45	阳平31	上声53	去声324
p	包胞雹		保饱宝堡	抱暴菢报豹爆鲍
pʰ	抛脬□{物体未压紧而呈现出来的状态。如：这床棉絮是∽ 起的。}	袍刨	跑	泡炮泡
m	猫	茅	卯□{情态动词，指在被别人挑逗下，发脾气冒火。}	貌冒帽
t	刀叨		倒島禱	稻道倒到盗
tʰ	滔掏涛	桃逃淘陶萄	讨	导套
n	捞	劳涝牢	老脑恼姥㧯{扛。如：这个树有点长，你最好～起走。}	闹
k	高糕膏羔		稿搞	告窑{推测“窖”误记为“窑”}
kʰ	敲		考烤	靠铐犒
x	薅篙蒿	毫豪号□{搅。如：你在锅头～啥？又没煮好吃的。}	好	浩好耗号
ŋ		爊熬	袄咬	坳奥澳懊
ts	糟遭招昭召沼		早枣蚤爪找	皂赵兆灶罩照诏
tsʰ	操抄鈔超	曹槽巢潮綽朝	草炒吵	造躁糙
s	騷臊梢筲烧稍	嫂扫少	苕韶	少紹哨邵
z		饶	扰绕	
#iai				
	阴平45	阳平31	上声53	去声324
tɕ	皆阶	谐	解	械芥介届戒界
ɕ				懈
Ø		延筵		
#iaʊ				
	阴平45	阳平31	上声53	去声324
p	标膘彪		表	
pʰ	飘漂薸	瓢嫖		票漂
m		苗描	秒藐杳	庙妙
t	刁雕			吊釣調掉
tʰ	挑	條調		跳
n	□{缝补。如：妈妈正在～衣服的边。}	燎寮遼聊療寥	了	料瞭
ȵ			咬鸟	尿
tɕ	郊教焦蕉椒骄娇浇交		絞狡铰搅繳饺剿	教较觉叫轿嚼
tɕʰ	悄	樵桥乔侨瞧	巧	俏鞘缲窍
ɕ	消銷宵肖囂蕭簫{用力推。如：这车菜有点重，你在后头帮我～一下。}	淆	小晓	酵校孝笑校效
Ø	邀腰要妖幺吆	摇姚謡堯	舀	要耀跃
#uai				
	阴平45	阳平31	上声53	去声324
k	乖		拐	怪
kʰ			块	快筷会
x		淮怀槐或		坏
ts	栽{白，跌倒。如：注意点!你不要～下来了!这么高的地方。}	拽		
tsʰ	揣		喘	
s	衰摔			帅率
Ø	歪			外
#an				
	阴平45	阳平31	上声53	去声324
p	班颁斑扳搬般		板版扳	半拌绊办扮畔伴瓣
pʰ	攀潘	盤爿		盼判叛
m		蛮瞞饅	滿	慢漫蔓鰻
f	翻番	凡帆煩繁藩	反	范犯泛贩饭
v				
t	耽单丹担		胆	淡旦彈但蛋担掸诞
tʰ	貪坍灘攤探坍	潭痰坛谭檀	坦毯	叹炭談
n		蓝篮兰拦栏南男难	览揽榄懶缆漤	滥烂难
k	甘柑泔尷干乾竿肝桿		感敢秆赶橄	干
kʰ	堪龕刊勘嵌		坎砍	看
x	憨鼾	含函銜寒韓鹹	喊罕	旱流汗苋憾撼焊瀚
ŋ	庵安鞍淹	谙{用于一个词，即“估谙”，是在心里揣测的意思。}		暗按案岸揞雁
ts	簪沾粘		斬盞展□{用于“～劲”一词，指用力。如：你～劲就考得起重点高中。}	站蘸赞战鏨暂绽栈溅占
tsʰ	參餐	惭残缠蚕馋谗	慘产逞	燦灿忏
s	三杉衫山	蝉禅	閃陝散伞陕	善鱔散扇膳
z		然燃	染冉苒	
#aŋ				
	阴平45	阳平31	上声53	去声324
p	邦帮		榜绑	棒蚌傍谤
pʰ		旁龐	掽{碰。如：小心那块石头，不要把脑壳～倒了。}	胖
m	□{喂某人。.如：我来～娃儿的饭。}□{意思相当于普通话里的“笨”，贬义词。}	盲忙芒	莽蟒	
f	方芳	坊房防妨	仿紡訪	放
t	当		党挡	荡当宕
tʰ	汤	堂唐糖塘	躺	烫趟
n		郎廊囊狼	朗仰	浪
k	刚缸纲钢岗		港	虹
kʰ	康糠慷	扛	㝩{盖。如：把锅～倒。}	抗炕
x	夯	行杭航		項巷
ŋ	肮	昂		
ts	張章脏樟獐	□{动词，意思指捡起石头之类的块状物体砸向某人，即有目标的扔。}	長漲掌	脏丈杖仗帳脹賬障葬藏瘴
tsʰ	仓苍舱昌娼窗	藏场肠长	厂	暢唱倡
s	桑丧商伤	常尝裳	赏嗓晌偿	上丧尚
z		瓤	壤嚷酿	让
#iɛn				
	阴平45	阳平31	上声53	去324
p	編鞭邊		貶扁	(辯辨辮變便汴)
pʰ	篇偏	便	匾	(騙片遍)
m		棉綿眠	免勉	(面麵)
t	顛癲掂		典	(簟店垫电殿佃奠)
tʰ	添天掭	甜田填	舔	
n		廉簾鐮连联莲帘	脸敛	练炼链恋
ȵ	拈研	年	攆	验砚念
tɕ	尖兼艰奸煎肩坚监间		減检简揀柬剪俭碱茧	(漸件剑谏建箭荐见健腱鉴舰贱践饯)
tɕʰ	歼箋签謙迁千牽鉛钳	鉗钱乾虔前	淺遣潜	(歉欠犍)倩
ɕ	仙先	嫌閑贤	险显	(限献线陷餡羡現县)
Ø	閹蔫烟焉腌燕	檐顏言阎	掩眼演俨碾	(厌晏堰宴燕焰艳雁諺硯炎谚)咽
#iaŋ				
	阴平45	阳平31	上声53	去声324
n		良粮凉梁粱	两	量亮諒
	孃	娘		酿
tɕ	(將漿疆姜)江		蔣獎讲槳	將醬降匠强
tɕʰ	(枪腔匡眶)	墙强	抢	像
ɕ	(嵌相厢箱香鄉)	祥詳降	响想享餉	象相向像
Ø	(秧央)	洋杨阳扬烊羊疡	养痒氧	样
#uan				
	阴平45	阳平31	上声53	去声324
t	端		短	断鍛段緞
tʰ		团		
n		鸾	卵暖	乱
k	官棺观关冠鰥		管馆	灌罐貫慣
kʰ	宽		款	
x	欢	还环	缓	幻喚換患焕宦
ts	钻专砖		转	传钻篆賺撰
tsʰ	川穿汆	椽传船	铲喘	篡串窜
s	删拴酸珊闩			闩算蒜涮
z			阮軟	
Ø	弯湾	完頑玩	碗晚挽腕宛娩皖惋	万
#yɛn				
	阴平45	阳平31	上声53	去声324
tɕ	捐絹		卷	卷倦券
tɕʰ	圈	全泉权拳	犬	劝
ɕ	鮮鮮喧宣掀	弦旋玄懸	癬选	楦眩
Ø	冤淵	丸元源袁圆援员緣沿	远	怨愿院原
#ye				
	阴平45	阳平31	上声53	去声324
tɕ				蕨决爵绝倔掘诀
tɕʰ		茄瘸		缺
ɕ				薛雪血削恤穴屑
Ø	曰			月越悦
#yu				
	阴平45	阳平31	上声53	去声324
tɕ				足{此类音待继续调查}菊{此类音待继续调查}狱{此类音待继续调查}卒{此类音待继续调查}橘©
tɕʰ				族{此类音待继续调查}屈{此类音待继续调查}
ɕ				宿{此类音待继续调查}速{此类音待继续调查}肃{此类音待继续调查}蓄{此类音待继续调查}旭{此类音待继续调查}
Ø				域{此类音待继续调查}欲{此类音待继续调查}浴{此类音待继续调查}疫{此类音待继续调查}役{此类音待继续调查}
#ioŋ				
	阴平45	阳平31	上声53	去声324
tɕʰ		(穷)		
ɕ	(兄凶胸)	(熊雄)		
Ø	(雍壅)	(絨茸蓉荣融容溶)	拥允勇涌	(用)
#a				
	阴平45	阳平31	上声53	去声324
p	巴疤		把	罢霸坝八拔爸
pʰ	□{软。如：苹果都～了}	爬		怕帕
m	妈	麻蟆	码马	骂抹
f				发乏罚伐
t			打	大答搭达
tʰ	他			塌塔獭沓榻
n	拉他{白}	拿	哪漤	那腊蜡辣纳衲
k	家{用于称呼“～婆”，指爷爷或奶奶的妈妈。}			
kʰ	旮{插入。如：把书签～在书里嘛}			
x				
ts	渣			诈榨炸札杂闸铡眨
tsʰ	叉差杈	茶查插擦察		岔
s	沙纱痧萨杉		傻洒撒	杀煞
Ø	阿			
#e				
	阴平45	阳平31	上声53	去声324
p				北百柏伯白帛陌
pʰ		拍{待考}魄{待考}迫{待考}		泊
m				墨默麦脉
t				得德
tʰ				特
n	的{白}			劣肋勒
k	给		嗝	格骼革隔锯{白， 相当于普通话中的“割”，如“把肉~一坨下来”。}
kʰ				刻克客咳
x			许{白，副词，表程度深，如“~起吃，~起长”}	黑吓核
ŋ				额轭扼
ts	遮		者	蔗摺哲折浙則窄摘侧责
tsʰ	车		扯	側测拆策册徹撤择泽宅厕
s	賒奢	蛇佘	舍	社赦射攝涩塞色涉舌折設啬
z			惹	热
#i				
	阴平45	阳平31	上声53	去声324
p	逼		比彼	蔽閉箅弊斃幣避備譬鼻畢必筆潷碧婢
pʰ	屄被	脾皮疲匹痹	痞秕劈	屁臂僻璧癖辟壁
m	眯	迷眉谜篾糜	米	蜜密
t	爹低		底抵	弟帝渧蒂第递地隶的滴敌笛
tʰ	梯	提題蹄啼屜堤	体	替剃涕踢
n	躧{用来回在地上摩擦。如：把口痰～干净}的{白}	犁黎离篱璃梨厘狸粒笠	李里理里鯉礼	励厉丽荔利痢膩吏栗歷曆立
ȵ		宜仪泥尼疑蚁	你	义议艺逆腻艺
tɕ	鸡稽饥肌机饥基箕屐讥几		挤几己紀	祭济計继髻寄既季記忌妓技即鯽及系翼击急級給积迹脊绩激集疾极寂
tɕʰ	妻溪欺期膝吃	齐岐奇騎棋旗其棋旗脐祁鳍	祈启岂起乞	契器氣汽訖砌企漆戚七
ɕ	些西犀希稀嬉奚携牺	斜	洗玺喜徙	細戲係系泄婿弃习袭席析悉熄隙惜息媳吸泣携夕錫
Ø	伊衣依医	移姨夷遺	椅倚徛以已里{白，∽头}	意易肄异憶翼亦译易一乙益揖亿抑薏
#ie				
	阴平45	阳平31	上声53	去声324
p	鱉憋			别
pʰ			□{折断。如：把这个竿竿～一下，我们一人一半。}	㡀{不好。如：这衣服这么～，还要这么多钱。}撇否
m	□{即“折”的意思，如“∽断”即“折断”。}		□{“折”的意思，如“把棒~断”}	灭
t				叠蝶跌迭碟谍帖
tʰ				贴铁
n				例
ȵ				业孽聂
ɕ			写	泻谢卸协隙罅泄胁歇
tɕ			姐	接节揭杰借睫结洁籍藉
tɕʰ			且	妾切劫截窃
Ø	噎	爷	也野	夜叶液腋
#ua				
	阴平45	阳平31	上声53	去声324
k	瓜		寡剐	挂卦褂刮
kʰ	夸		垮	跨
x	花	划华		话化滑猾画
ts	抓			啄
s			耍厦	
tʂ				□{疑问词，“~子”相当于普通话里的“干什么”。}
ʂ				刷
ʐ		挼{揉。把这些纸～来丢了。}		
Ø	蛙挖洼剜	娃	瓦	袜
#y				
	阴平45	阳平31	上声53	去声324
n			吕稆旅履	
ȵ			女	
tɕ	車居拘俱駒		举矩	拒距锯据句聚具惧剧足
tɕʰ	蛆驱区	渠渠瞿	取娶	趣去菊曲屈
ɕ	靴墟虚須鬚覷虽	徐	许	序緒遂旭续宿隧肃蓄畜粟俗速
Ø	迂淤	於魚漁余娱虞愚于盂愉榆	屿語与雨羽禹宇	愈預遇芋喻玉御誉豫粤域疫役郁育浴慾
#ei				
	阴平45	阳平31	上声53	去声324
p	背杯卑悲碑			背倍贝辈臂鐾陛
pʰ	批坯胚披丕	培陪赔		配佩
m	没	媒梅煤枚糜霉	美每	妹昧
f	飞非妃	肥	匪翡	废痱肺费
#əu				
	阴平45	阳平31	上声53	去声324
p	褒			
f			否	
t	兜都		斗陡	斗豆痘凑{白，如：你把两根竿子～起就有这样长了。}
tʰ	偷	投头	抖	透
n	捋	楼	搂缕篓	漏陋
k	勾沟		狗	垢够构购苟
kʰ	抠阄		口	扣寇叩
x	呴{得了肺病的一种表现，呼吸不顺畅。如：他得病后变～了。}	侯喉猴	吼	後厚后候
ŋ	欧		呕殴藕偶	怄
ts	周粥舟州洲		走肘帚	紂奏咒宙凑{待考}□{塞。如：把瓶子～起，莫漏了。}
tsʰ	抽搊{动词，指用手去推。}	綢稠筹愁仇酬	丑	臭嗅驟
s	餿收搜		手守首叟	受嗽瘦兽寿授售
z		柔揉		
#io				
	阴平45	阳平31	上声53	去声324
n				虐疟
tɕ				角脚觉
tɕʰ				雀怯鹊却确
ɕ				学
Ø				约药钥岳
#iəu				
	阴平45	阳平31	上声53	去声324
m				谬
t	丢			
n	溜	留劉流榴餾硫琉	柳	
ȵ	妞	牛	纽	拗
tɕ	糾鳩灸		酒九久韭	舅臼究救就旧柩咎
tɕʰ	秋鰍丘锹揪	泅仇求		
ɕ	修羞休	囚仇求	朽	秀袖锈嗅
Ø	优忧幽	尤邮油游犹由	有友酉	诱幼又右柚釉
#uei				
	阴平45	阳平31	上声53	去声324
t	堆			对碓队兑
tʰ	推	颓	腿	退蜕褪
n		雷	瘰儡垒屡累	累虑滤类泪内
k	闺归龟规		诡鬼轨	跪桂贵柜
kʰ	盔亏	癸魁奎葵逵		愧潰
x	恢灰挥辉徽麾	回茴	悔毁	賄汇會秽喙讳惠慧穗刽桧绘吠
ts	錐追		嘴	綴罪最醉坠赘
tsʰ	崔催吹炊趋	垂錘槌		脆翠粹碎
s		隨谁	水髓	絮岁税睡
z				蕊锐瑞芮
Ø	煨威微	为危维围违唯伪	委尾伟纬	畏慰为卫位未味魏胃谓
#ən				
	阴平45	阳平31	上声53	去声324
p	奔崩		本	笨
pʰ	烹喷	盆彭膨		
m		门		闷
f	分吩芬紛	坟焚	粉	愤粪奋份忿
v	温瘟	蚊文	吻刎稳	问
t	敦登灯蹲		墩等戥	炖盾頓凳鈍鄧瞪囤
tʰ	吞	豚藤騰		□{说话因故短暂的停顿。如，他讲着讲着打了个∽。}
n		轮伦能仑	冷	论嫩
k	根跟更庚羹耕		哽埂梗耿	更
kʰ	坑		恳垦肯啃	
x	哼	痕恒衡	很	恨杏
ŋ	恩			硬
ts	針斟珍臻真尊遵增曾徵蒸争貞正征偵診疹砧		拯整	鎮振震圳证症正政贈郑澄憎□{指使劲憋气，用力。如：你看他喊得那样子大声，把脸都～ 红了。}
tsʰ	称村寸皴	沉陈尘臣存澄橙乘承澄呈程成城诚沉辰存	□{同某人意见不合而相对。如：我一点都看不惯他，他惹到我，我差点就给他～起了。}	慎趁寸秤盛
s	森深身申伸孙僧升生牲甥声參	神晨辰	婶审损省省沈笋	甚肾滲胜聖慎剩盛
z	扔	人仁仍	忍纫	任认韧
#oŋ				
	阴平45	阳平31	上声53	去声324
p	繃			
pʰ		朋棚篷蓬□{动词，把嘴巴鼓起叫做“∽起个嘴巴”。}	捧	碰
m		萌氓蒙谋	猛懵某亩	孟夢贸茂
f	风疯枫封丰蜂峰鋒	冯逢縫		奉凤縫
t	冬东		董懂□{嘟着嘴，不高兴。如：你看他好不高兴哦，嘴巴～得那么高。}	动冻栋洞
tʰ	通	同銅桐筒童瞳	捅統桶	痛
n	聋	笼隆龙浓脓侬农	拢	弄
k	公工功攻弓躬宮恭供		拱巩汞	贡供共
kʰ	空		孔恐	空控
x	轟烘	宏虹紅洪鴻虹	哄	
ts	宗棕鬃中忠終钟盅舂		总种種肿	粽中縱众纵皱
tsʰ	葱聪充冲	重虫崇从	宠冢	冲{他那个人～得很，吹得凶。}
s	松嵩		怂	宋送誦頌
Ø	翁			瓮
#in				
	阴平45	阳平31	上声53	去声324
p	(蓖賓彬冰兵槟殡)		(禀丙秉餅柄)	(並病)
pʰ	(拼姘拼併)	(頻貧凭平評坪瓶屏萍)	(品)	(聘鬢)
m		(民閩明名銘冥暝盟)	(敏悯皿)	(命)
t	(丁釘疔)		(頂鼎)	訂定釘□{将物朝某个目标用力扔去。如：用这砣砖给他～去。}
tʰ	(厅)	(亭停庭廷蜓)	(挺艇)	(听)
n		林淋临怜邻灵宁吟鱗磷凌陵 鈴拎	(领岭)	另令吏(毅吝)
tɕ	(今金襟斤筋津巾京荆惊精晶睛經)		(錦謹緊境景警井頸仅)	(近尽静禁勁进晋敬竟鏡勁劲竞净)
