ʦɿ	①	茲/滋資姿咨輜												
ʦɿ	③	子/籽紫姊梓滓												
ʦɿ	⑦	/子(變調：男～，老公也)												
ʦʰɿ	①	雌/疵												
ʦʰɿ	②	/慈磁糍瓷辭詞祠												
ʦʰɿ	③	此												
ʦʰɿ	⑤	次自伺字痔/刺賜稚牸寺嗣飼												
sɿ	①	私師斯/撕施獅司絲思廝												
sɿ	③	使/死史駛												
sɿ	⑤	四似士事賜/泗肆祀已伺仕柿俟侍恃												
sɿ	⑦	式(訓：箇～個唄)□(冇搞～：猶言“沒幹頭”也)												
tʂʅ	①	知之/芝支枝肢梔												
tʂʅ	③	紙只/脂旨指止趾址												
tʂʅ	⑤	致至志/窒滯制智雉痔置誌痣蟄												
tʂʅ	⑦	質/蜘執汁織職隻(文)炙(文)												
tʂʰʅ	①	/癡鴟蚩嗤眙(偷看、發愣也)												
tʂʰʅ	②	遲/池弛馳持												
tʂʰʅ	③	恥翅/侈齒□(理睬:不～人)												
tʂʰʅ	⑤	侄(南鄉音)直(南)/翅治滯稚												
tʂʰʅ	⑦	擲/侄姪秩值直殖植赤(文)尺(文)斥齒(變)												
ʂʅ	①	施/詩屍												
ʂʅ	②	/時鰣												
ʂʅ	③	始/矢豕屎豉												
ʂʅ	⑤	世示市是食(南)實(南)/勢誓逝匙氏視嗜式試飾												
ʂʅ	⑦	石十/識濕什拾實室食蝕適釋												
pi	③	比/秕												
pi	⑤	臂/幣斃閉												
pi	⑦	必逼碧壁(文)/筆畢璧												
pʰi	①	/批披篦蓖												
pʰi	②	/皮疲脾琵枇啤												
pʰi	③	/彼丕鄙												
pʰi	⑤	敝/弊蔽備陛屁避被譬												
pʰi	⑦	/匹鼻僻辟劈弼霹												
mi	①	/眯咪												
mi	②	/謎迷彌眉(～飛色舞)楣												
mi	③	米/靡羋												
mi	⑤	/尾(白，長～巴)												
mi	⑦	/密密冪覓泌汨蟻(口，螞～子)												
ti	①	低												
ti	③	底/抵詆邸砥												
ti	⑤	帝/蒂締諦												
ti	⑦	的(目～)/滴(文，一～唧：一點兒也)嫡粒(旁)裏(屋～；人稱複數或領格：我～)□(～～～:打人提示音)												
tʰi	①	/梯銻												
tʰi	②	題/提堤蹄啼												
tʰi	③	體												
tʰi	⑤	弟第地/遞隸涕剃屜替												
tʰi	⑦	笛/踢(文)剔敵狄糴滌惕倜迪												
ȵi	②	疑/泥妮倪宜儀尼誼												
ȵi	③	/你(口)擬												
ȵi	⑤	藝義議/毅刈你												
ȵi	⑦	日逆/匿溺膩												
l̥i	①	裡/哩												
l̥i	②	梨離/籬璃漓黎厘犁												
l̥i	③	醴禮履李裏理/旅鯉狸娌里裏												
l̥i	⑤	例/利痢麗吏勵淚(白)濾厲荔												
l̥i	⑦	立力栗曆律/靂率(速~)粒瀝哩已(訓，同“著”，南鄉說法)												
ʦi	③	/擠咀嘴(白)												
ʦi	⑤	祭/劑穄際濟												
ʦi	⑦	績/積跡脊即鯽唧(訓，猶北方兒化)												
ʦʰi	①	/蛆趨妻淒沏												
ʦʰi	②	齊/臍												
ʦʰi	③	/取												
ʦʰi	⑤	娶聚粹集(南)/趣砌												
ʦʰi	⑦	七緝/柒膝輯籍漆集疾嫉寂戚												
si	①	西須棲/雖(白)需犀鬚胥												
si	②	徐隨(白)												
si	③	璽髓/洗徙												
si	⑤	序遂(白)席(南)/敘緒絮細歲(白)穗(白)隧(白)												
si	⑦	恤息戌/晰淅蜥蟋婿習悉熄媳惜昔席(文)夕析錫(文)												
ki	①	/機譏饑几(茶～)基萁箕雞稽屐姬												
ki	③	幾(～多唧)/紀(年～)己												
ki	⑤	計繼季/系(～鞋帶)寄記既												
ki	⑦	急吉吸/級給(供～)擊激衹(口：～有)												
kʰi	①	/欺												
kʰi	②	奇其期/麒琦騎歧祁鰭棋旗岐歧鰭芪												
kʰi	③	起(箇～：這些、這種)/啟啓豈杞												
kʰi	⑤	氣器企/契(～約)汽技妓棄忌戲(口：看～)												
kʰi	⑦	及乞迄訖極/吃喫(文)泣起(變，前接動詞)												
hi	①	希稀溪/奚犧熙嬉嘻僖熹羲攜(西)												
hi	③	/喜禧												
hi	⑤	系戲												
hi	⑦	/攜												
i	①	衣依/伊醫												
i	②	移夷遺/姨胰怡飴沂彝頤												
i	③	矣以/倚椅已												
i	⑤	憶/億臆意易(交～)亦翼異肄												
i	⑦	一逸入日(文)亦邑噎/壹益縊易(文)揖(作～)譯腋液抑												
pu	③	/補捕												
pu	⑤	/布佈												
pu	⑦	不/晡(訓，夜～唧)												
pʰu	①	/鋪(～床)												
pʰu	②	/蒲菩葡匍												
pʰu	③	譜/普浦圃甫輔												
pʰu	⑤	步/部簿鋪(店～)怖埠												
pʰu	⑦	/僕樸撲勃渤瀑												
mu	②	/模												
mu	③	/母拇												
mu	⑤	/暮慕墓募幕												
mu	⑦	木目/穆牧睦沐												
fu	①	/夫敷麩膚												
fu	②	乎胡狐符/呼壺俘湖蝴猢糊扶芙浮												
fu	③	虎府/琥俯腑斧釜撫腐滸釜												
fu	⑤	戶附婦服(南)/父負滬互護付賦傅赴訃富副瓠												
fu	⑦	/复複復忽弗佛(仿～)福幅蝠腹覆服伏匐袱輻拂蝮孵												
ku	①	孤/姑箍估辜鴣菇												
ku	②	/跍(蹲也)？												
ku	③	古/牯詁股鼓蠱鈷												
ku	⑤	故/過(旁)固雇顧崮痼												
ku	⑦	骨(骨頭或果核)/穀牯(变，阳性名词词缀：俫～)												
kʰu	①	枯/骷												
kʰu	②	跍(蹲也)？												
kʰu	③	苦												
kʰu	⑤	/庫褲絝												
kʰu	⑦	哭酷/窟(～窿)												
u	①	烏/汙巫誣汙鎢塢												
u	②	吾無/吳(文)蜈(文)梧												
u	③	武五/伍午(文)舞侮鵡												
u	⑤	務戊/誤悟(文)塢惡(可～)霧												
u	⑦	物屋/勿												
ȵy	③	女汝？												
ky	①	豬諸拘/車₂居誅蛛株朱硃珠駒茱												
ky	③	舉主/煮矩												
ky	⑤	句著(～作)/遽據鋸注蛀鑄箸(一～：量詞也，表示一筷子夾起的量)												
ky	⑦	局/桔菊(文)掬												
kʰy	①	樞/區驅吹(白)												
kʰy	②	除/儲衢櫥渠廚瞿錘(白)捶(白)												
kʰy	③	/處(相～)褚杵												
kʰy	⑤	巨住柱/苧著(顯～)處(～所)去(文)具懼拄注俱拒距												
kʰy	⑦	出屈												
ŋy	②	魚(文)/漁												
ŋy	③	/語												
ŋy	⑤	/遇												
hy/fy	①	書虛/墟噓輸戍籲舒抒妤紓												
hy/fy	②	/殊												
hy/fy	③	鼠許/暑署水(白)詡曙黍												
hy/fy	⑤	樹/庶恕豎												
hy/fy	⑦	/術述秫旭												
y	①	於/瘀淤												
