#ɿ
ts [1]枝□{~他去}资蔗[3]指仔{∽猪}籽子趾姊[5]自这{∽里}痣志制[7]质侄置
tsʰ [1]呲{擦}痴[2]迟池[3]耻址齿{锯~}[5]秩{文}刺[7]斥
s [1]撕私丝蛳[3]屎死始使[5]是豉四示市柿事[7]食十匙石湿识
z [7]日

#i
p [1]憋[3]匕比彼[5]毙币闭弊避臂备[7]别逼鼻壁笔必毕碧
pʰ [1]砒[2]皮疲枇啤脾匹僻[3]□{不听话}譬 [5]屁 [7]撇
m [1]咪眯咩□{排行最小}[2]谜迷秘眉[3]米[5]沕{~起脑壳，埋}[7]密灭篾
t [1]爹低[2]绨{一种布}□{跳}[3]抵底[5]递第帝弟地[7]滴迪笛敌的碟
tʰ [1]剔梯□{∽柴，砍}[2]堤提[3]体[5]嚏剃替[7]踢贴铁
n [1]□{tɕin(阴平)人，折磨}[2]厘离梨黎尼泥疑谊律{纪~}[3]礼李里理娌你 [5]蚁{蚂∽}利丽例毅厉义 [7]捏{用手∽}蹑孽逆裂列烈猎历力立栗璃业
tɕ [1]几{~乎}饥机鸡畸唧基箕[3]几{~人}己济挤起{白，xx起}[5]嫉计记技际妓季济既祭继借[7]击积桔{~桃}缉激及级极吉即疾集籍脊迹寂绩节洁杰劫截急接揭
tɕʰ [1]溪妻欺吃[2]齐切奇[3]起[5]去气[7]漆七戚
ɕ [1]些[3]洗喜[5]婿细[7]熄悉媳歇楔  
k [3]给嗝 [5]锯{白}
kʰ [1]吃{白} [2]蛤{~级}[5]□{迹}
Ø [1]依衣 [2]爷移 [3]野里{白，~头，里面}以也椅 [5]夜忆意易[7]揖一逸益叶

#uᶹ
p [3]捕补[5]卜布步怖部簿[7]不
pʰ [1]铺{~盖}[2]□{~菜，腌}[3]普谱脯[5]铺{∽铺}[7]仆扑葡菩朴瀑
m [2]□{有点~~,印象}模牟[3]母拇[5]幕慕□{∽人，傻瓜}墓 [7]木{树~}睦目牧牟
