处(相~)	tʂʰu41	tsʰu41	tʂʰu41	tʂʰu32																
齿	tʂʰʅ41	tsʰʅ41	tʂʰʅ41	tʂʰʅ32																
吹	tʂʰuei35	tsʰuei35	tʂʰuei35	tʂʰuei35																
臭	tʂʰəu323	tsʰəu323	tʂʰəu323	tʂʰəu213																
川	tʂʰuan35	tsʰuan35	tʂʰuan35	tʂʰuan35																
唱	tʂʰaŋ323	tsʰaŋ323	tʂʰaŋ323	tʂʰaŋ213																
赊	ʂe35	se35	ʂe35	ʂe35																
书	ʂu35	su35	ʂu35	ʂu35																
世	ʂʅ323	sɿ323	ʂʅ323	ʂʅ213																
税	ʂuei323	suei323	ʂuei323	ʂuei213																
尸	ʂʅ35	sɿ35	ʂʅ35	ʂʅ35																
少(~多)	ʂau41	sau41	ʂau41	ʂau32																
手	ʂəu41	səu41	ʂəu41	ʂəu32																
蛇	ʂe31	se31	ʂe31	ʂe21																
示	ʂʅ323	sɿ323	ʂʅ323	ʂʅ213																
舌	ʂe31	se31	ʂe31	ʂe21																
船	tʂʰuan31	tsʰuan31	tʂʰuan31	tʂʰuan21																
食	ʂʅ31	sɿ31	ʂʅ31	ʂʅ21																
绳	ʂuən31	suən31	ʂuən31	ʂuən21																
剩	ʂən323	sən323	ʂən323	ʂən213																
社	ʂe323	se323	ʂe323	ʂe213																
树	ʂu323	su323	ʂu323	ʂu213																
誓	ʂʅ323	sɿ323	ʂʅ323	ʂʅ213																
视	ʂʅ323	sɿ323	ʂʅ323	ʂʅ213																
市	ʂʅ323	sɿ323	ʂʅ323	ʂʅ213																
垂	tʂʰuei31	tsʰuei31	tʂʰuei31	tʂʰuei21																
植	tʂʅ31	tsɿ31	tʂʅ31	tʂʅ21																
惹	ʐe41	ze41	ʐe41	ʐe32																
如	ʐu31	zu31	ʐu31	ʐu21																
儿	ɚ31	ɚ31	ɚ31	ɚ21																
二	ɚ323	ɚ323	ɚ323	ɚ213																
耳	ɚ41	ɚ41	ɚ41	ɚ32																
绕	ʐau323	zau323	ʐau323	ʐau213																
任(责~)	ʐən323	zən323	ʐən323	ʐən213																
过	ko323	ko323	ko323	ko213																
加	ʨia35	ʨia35	ʨia35	ʨia35																
瓜	kua35	kua35	kua35	kua35																
居	ʨy35	ʨy35	ʨy35	ʨy35																
怪	kuai323	kuai323	kuai323	kuai213																
基	ʨi35	ʨi35	ʨi35	ʨi35																
狗	kəu41	kəu41	kəu41	kəu32																
科	kʰo35	kʰo35	kʰo35	kʰo35																
苦	kʰu41	kʰu41	kʰu41	kʰu32																
去	ʨʰy323	ʨʰy323	ʨʰy323	ʨʰy213																
溪	ʨʰi35	ʨʰi35	ʨʰi35	ʨʰi35																
起	ʨʰi41	ʨʰi41	ʨʰi41	ʨʰi32																
靠	kʰau323	kʰau323	kʰau323	kʰau213																
看(~见)	kʰan323	kʰan323	kʰan323	kʰan213																
巨	ʨy323	ʨy323	ʨy323	ʨy213																
咳	kʰe31	kʰe31	kʰe31	kʰe21																
奇	ʨʰi35	ʨʰi35	ʨʰi35	ʨʰi35																
技	ʨi323	ʨi323	ʨi323	ʨi213																
跪	kuei323	kuei323	kuei323	kuei213																
桥	ʨʰiau31	ʨʰiau31	ʨʰiau31	ʨʰiau21																
近	ʨin323	ʨin323	ʨin323	ʨin213																
我	ŋo41	ŋo41	ŋo41	ŋo32																
牙	ia31	ia31	ia31	ia21																
瓦	ua41	ua41	ua41	ua32																
五	vu41	vu41	vu41	vu32																
遇	y323	y323	y323	y213																
外	uai323	uai323	uai323	uai213																
熬	ŋau31	ŋau31	ŋau31	ŋau21																
火	xo41	xo41	xo41	xo32																
花	xua35	xua35	xua35	xua35																
虚	ɕy35	ɕy35	ɕy35	ɕy35																
海	xai41	xai41	xai41	xai32																
希	ɕi35	ɕi35	ɕi35	ɕi35																
孝	ɕiau323	ɕiau323	ɕiau323	ɕiau213																
喝(~彩)	xo323	xo323	xo323	xo213																
河	xo31	xo31	xo31	xo21																
夏	ɕia323	ɕia323	ɕia323	ɕia213																
孩	xai31	xai31	xai31	xai21																
回	xuei31	xuei31	xuei31	xuei21																
浩	xau323	xau323	xau323	xau213																
校	ɕiau323	ɕiau323	ɕiau323	ɕiau213																
盒	xo323	xo23	xo323	xo213																
衣	i35	i35	i35	i35																
鸦	ia35	ia35	ia35	ia35																
乌	vu35	vu35	vu35	vu35																
于	y31	y31	y31	y21																
矮	ŋai41	ŋai41	ŋai41	ŋai32																
椅	i41	i41	i41	i32																
安	ŋan35	ŋan35	ŋan35	ŋan35																
雨	y41	y41	y41	y32																
为(作~)	uei31	uei31	uei31	uei21																
位	uei323	uei323	uei323	uei213																
又	iəu323	iəu323	iəu323	iəu213																
员	yan31	yan31	yan31	yan21																
云	yun31	yun31	yun31	yun21																
王	uaŋ31	uaŋ31	uaŋ31	uaŋ21																
用	ioŋ323	ioŋ323	ioŋ323	ioŋ213																
易	i323	i323	i323	i213																
翼	i323	i323	i323	i213																
羊	iaŋ31	iaŋ31	iaŋ31	iaŋ21																
引	in41	in41	in41	in32																
演	ian41	ian41	ian41	ian32																
由	iəu31	iəu31	iəu31	iəu21																
左	zo41	zo41	zo41	zo32																
哥	ko35	ko35	ko35	ko35																
他	tʰa35	tʰa35	tʰa35	tʰa35																
茄	tɕʰye31	tɕʰy31	tɕʰye31	tɕʰye21																
菠	po35	po35	po35	po35																
坐	zo323	zo323	zo323	zo213																
果	ko41	ko41	ko41	ko32																
瘸	tɕʰye31	tɕʰy31	tɕʰye31	tɕʰye21																
靴	ɕye35	ɕy35	ɕy35	ɕye35																
把	pa41	pa41	pa41	pa32																
榨	tʂa323	tsa323	tʂa323	tʂa213																
家	ʨia35	ʨia35	ʨia35	ʨia35																
鸦	ia35	iæ23	ia35	ia35																
些	ɕi35	ɕi35	ɕi35	ɕi35																
遮	tʂe35	tse35	tʂe35	tʂe35																
蔗	tʂa323	tsa323	tʂe323	tʂe213																
爹	ti35	ti35	ti35	ti35																
爷	ie31	i31	ie31	ie21																
夜	ie323	i323	ie323	ie213																
耍	ʂua41	sua41	sua41	sua32																
傻	xa41	sua41	sa41	sa32																
步	pu323	pu323	pu323	pu213																
土	tʰu41	tʰu41	tʰu41	tʰu32																
姑	ku35	ku35	ku35	ku35																
虎	xu41	xu41	xu41	xu32																
徐	ɕy31	ɕy31	ɕy31	ɕy21																
需	ɕy35	ɕy35	ɕy35	ɕy35																
庐	lu31	nu31	nu31	nu21																
缕	ly41	nəu41	nəu41	nəu32																
初	tsʰu35	tsʰu35	tsʰu35	tsʰu35																
句	ʨy323	ʨy323	ʨy323	ʨy213																
贝	pei323	pei323	pei323	pei213																
在	tsai323	tsai323	tsai323	tsai213																
呆	tai35	tai35	tai35	tai35																
奶	lai41	nai41	nai41	nai32																
佳	ʨia35	ʨia35	ʨia35	ʨia35																
介	ʨiai323	ʨiai323	ʨiai323	ʨiai213																
弊	pi323	pi323	pi323	pi213																
祭	ʨi323	ʨi323	ʨi323	ʨi213																
艺	ȵi323	ȵi323	ȵi323	ni213																
批	pʰei35	pʰei35	pʰei35	pʰei35																
低	ti35	ti35	ti35	ti35																
计	ʨi323	ʨi323	ʨi323	ʨi213																
杯	pei35	pei35	pei35	pei35																
乖	kuai35	kuai35	kuai35	kuai35																
话	xua323	xua323	xua323	xua213																
废	fei323	fei323	fei323	xuei213																
脆	tsʰuei323	tsʰuei323	tsʰuei323	tsʰuei213																
锐	ʐuei323	zuei323	ʐuei323	ʐuei213																
桂	kuei323	kuei323	kuei323	kuei213																
悲	pei35	pei35	pei35	pei35																
比	pi41	pi41	pi41	pi32																
梨	li31	ni31	ni31	ni21																
资	tsɿ35	tsɿ35	tsɿ35	tsɿ35																
肌	ʨi35	ʨi35	ʨi35	ʨi35																
尾	uei41	uei41	uei41	uei32																
翠	tsʰuei323	tsʰuei323	tsʰuei323	tsʰuei213																
水	ʂuei41	suei41	ʂuei41	ʂuei32																
帅	ʂuai323	suai323	ʂuai323	ʂuai213																
刀	tau35	tau35	tau35	tau35																
高	kau35	kau35	kau35	kau35																
包	pau35	pau35	pau35	pau35																
闹	lau323	nau323	nau323	nau213																
罩	tʂau323	tsau323	tʂau323	tʂau213																
坳	ŋau323	ŋau323	ŋau323	ŋau213																
教	ʨiau35	ʨiau35	ʨiau35	ʨiau35																
表	piau41	piau41	piau41	piau32																
笑	ɕiau323	ɕiau323	ɕiau323	ɕiau213																
要	iau323	iau323	iau323	iau213																
跳	tʰiau323	tʰiau323	tʰiau323	tʰiau213																
叫	ʨiau323	ʨiau323	ʨiau323	ʨiau213																
剖	po41	po41	po41	po32																
母	mu41	mu41	mu41	mu32																
豆	təu323	təu323	təu323	təu213																
否	foŋ41	foŋ41	foŋ41	foŋ32																
彪	piau35	piau35	piau35	piau35																
酒	ʨiəu41	ʨiəu41	ʨiəu41	ʨiəu32																
右	iəu323	iəu323	iəu323	iəu213																
谈	tʰan31	tʰan31	tʰan31	tʰan21																
塔	tʰa323	tʰæ23	tʰa323	tʰa213																
暗	ŋan323	ŋan323	ŋan323	ŋan213																
合	xo323	xo23	xo323	xo213																
站	tʂan323	tsan323	tʂan323	tʂan213																
炸	tʂa323	tsæ23	tʂa323	tʂa213																
咸	xan31	xan31	xan31	xan21																
鸭	ia323	iæ23	ia323	ia213																
减	ʨian41	ʨian41	ʨian41	ʨian32																
贬	pian41	pian41	pian41	pian32																
尖	ʨian35	ʨian35	ʨian35	ʨian35																
接	ʨie323	ʨie23	ʨie323	ʨie213																
占	tʂan323	tsan323	tʂan323	tʂan213																
涉	ʂe323	se23	ʂe323	ʂe213																
检	ʨian41	ʨian41	ʨian41	ʨian32																
页	ie323	ie23	ie323	ie213																
甜	tʰian31	tʰian31	tʰian31	tʰian21																
跌	tie323	tie23	tie323	tie213																
谦	ʨʰian35	ʨʰian35	ʨʰian35	ʨʰian35																
协	ɕie323	ɕie23	ɕie323	ɕie213																
凡	fan31	fan31	fan31	xuan21																
法	fa323	fæ23	fa323	xua213																
品	pʰin41	pʰin41	pʰin41	pʰin32																
侵	ʨʰin35	ʨʰin35	ʨʰin35	ʨʰin35																
寻	ɕyn31	ɕyn31	ɕyn31	ɕyn21																
集	ʨi323	ʨi23	ʨi323	ʨi213																
沉	tʂʰən31	tsʰən31	tʂʰən31	tʂʰən21																
蛰	tʂe323	tse23	tʂe323	tʂe213																
汁	tʂʅ323	tsɿ23	tʂʅ323	tʂʅ213																
今	ʨin35	ʨin35	ʨin35	ʨin35																
级	ʨi323	ʨi23	ʨi323	ʨi213																
辣	la323	næ323	na323	na213																
渴	kʰo323	kʰo23	kʰo323	kʰo213																
八	pa323	pæ23	pa323	pa213																
板	pan41	pan41	pan41	pan32																
产	tsʰan41	tsʰan41	tsʰan41	tsʰan32																
杀	ʂa323	sæ23	ʂa323	ʂa213																
雁	ian323	ian323	ian323	ian213																
瞎	ɕia323	ɕiæ23	ɕia323	ɕia213																
面	mian323	mian323	mian323	mian213																
别	pie323	pie23	pie323	pie213																
癣	ɕyan41	ɕyan41	ɕyan41	ɕyan32																
薛	ɕye323	ɕye23	ɕye323	ɕye213																
泄	ɕie323	ɕie23	ɕie323	ɕie213																
哲	tʂe323	tsæ23	tʂe323	tʂe213																
件	ʨian323	ʨian323	ʨian323	ʨian213																
孽	ȵie323	ȵie23	ȵie323	nie213																
片	pʰian323	pʰian323	pʰian323	pʰian213																
憋	pie35	pi35	pie35	pie35																
电	tian323	tian323	tian323	tian213																
切	ʨʰie323	ʨʰie23	ʨʰie323	ʨʰie213																
结	ʨie323	ʨie23	ʨie323	ʨie213																
燕	ian323	ian323	ian323	ian213																
搬	pan35	pan35	pan35	pan35																
末	mo323	mo23	mo323	mo213																
短	tuan41	tuan41	tuan41	tuan32																
脱	tʰo323	tʰo23	tʰo323	tʰo213																
款	kʰuan41	kʰuan41	kʰuan41	kʰuan32																
活	xo323	xo23	xo323	xo213																
涮	ʂuan323	suan323	ʂuan323	ʂuan213																
刷	ʂua323	suæ23	ʂua323	ʂua213																
惯	kuan323	kuan323	kuan323	kuan213																
刮	kua323	kuæ23	kua323	kua213																
反	fan41	fan41	fan41	xuan32																
发	fa41	fæ41	fa41	xua32																
恋	lian323	nian323	nian323	nian213																
劣	lie323	nie23	nie323	nie213																
泉	ʨʰyan31	ʨʰyan31	ʨʰyan31	ʨʰyan21																
绝	ʨye323	ʨye23	ʨye323	ʨye213																
穿	tʂʰuan35	tsʰuan35	tʂʰuan35	tʂʰuan35																
说	ʂo323	so23	ʂo323	ʂo213																
悦	ye323	ye23	ye323	ye213																
元	yan31	yan31	yan31	yan21																
掘	ʨye323	ʨʰy23	ʨʰy323	ʨʰy213																
决	ʨye323	ʨye23	ʨye323	ʨye213																
玄	ɕyan31	ɕyan31	ɕyan31	ɕyan21																
吞	tʰən35	tʰən35	tʰən35	tʰən35																
很	xən41	xən41	xən41	xən32																
民	min31	min31	min31	min21																
必	pi323	pi23	pi323	pi213																
辛	ɕin35	ɕin35	ɕin35	ɕin35																
七	ʨʰi323	ʨʰi23	ʨʰi323	ʨʰi213																
神	ʂən31	sən31	ʂən31	ʂən21																
质	tʂʅ323	tsɿ23	tʂʅ323	tʂʅ213																
瑟	se323	se23	se323	se213																
巾	ʨin35	ʨin35	ʨin35	ʨin35																
吉	ʨi323	ʨi23	ʨi323	ʨi213																
本	pən41	pən41	pən41	pən32																
不	pu323	pu23	pu323	pu213																
没(~沉)	mo323	mo23	mo323	mo213																
突	tʰu323	tʰu23	tʰu323	tʰu213																
昆	kʰuən35	kʰuən35	kʰuən35	kʰuən35																
骨	ku323	ku23	ku323	ku213																
分	fən35	fən35	fən35	fən35																
轮	lən31	nən31	nən31	nən21																
律	lu323	nu23	nu323	nu213																
迅	ɕyn323	ɕyn323	ɕyn323	ɕyn213																
黢	ʨʰy323	ʨʰy23	ʨʰy323	ʨʰy213																
术	ʂu323	su23	ʂu323	ʂu213																
春	tʂʰuən35	tsʰuən35	tʂʰuən35	tʂʰuən35																
均	ʨyn35	ʨyn35	ʨyn35	ʨyn35																
橘	ʨy323	ʨy23	ʨy323	ʨy213																
忙	maŋ31	maŋ31	maŋ31	maŋ21																
博	po323	po23	po323	po213																
错	tsʰo323	tsʰo23	tsʰo323	tsʰo213																
行(~列)	xaŋ31	xaŋ31	xaŋ31	xaŋ21																
各	ko323	ko23	ko323	ko213																
相	ɕiaŋ35	ɕiaŋ35	ɕiaŋ35	ɕiaŋ35																
雀	ʨʰio323	ʨʰio23	ʨʰio323	ʨʰio213																
嚼	ʨiau323	ʨiau23	ʨiau323	ʨiau213																
削	ɕye323	ɕye23	ɕye323	ɕye213																
张	tʂaŋ35	tsaŋ35	tʂaŋ35	tʂaŋ35																
壮	tʂuaŋ323	tsuaŋ323	tʂuaŋ323	tʂuaŋ213																
勺	ʂo323	so23	ʂau323	ʂau213																
着(睡~)	tʂo323	tso23	tʂo323	tʂo213																
香	ɕiaŋ35	ɕiaŋ35	ɕiaŋ35	ɕiaŋ35																
约	io323	io23	io323	io213																
光	kuaŋ35	kuaŋ35	kuaŋ35	kuaŋ35																
郭	ko323	ko23	ko323	ko213																
方	faŋ35	faŋ35	faŋ35	xuaŋ35																
缚	fu323	fu23	fu323	fu213																
邦	paŋ35	paŋ35	paŋ35	paŋ35																
剥	po323	po23	po323	po213																
朴	pʰu323	pʰu23	pʰu323	pʰu213																
雹	pau323	pau23	pau323	pau213																
撞	tʂuaŋ323	tsuaŋ323	tʂuaŋ323	tʂuaŋ213																
捉	tʂo323	tso23	tʂo323	tʂo213																
江	ʨiaŋ35	ʨiaŋ35	ʨiaŋ35	ʨiaŋ35																
巷	xaŋ323	xaŋ323	xaŋ323	xaŋ213																
学	ɕio323	ɕio23	ɕio323	ɕio213																
崩	poŋ35	poŋ35	poŋ35	poŋ35																
北	pe323	pe23	pe323	pe213																
得	te323	te23	te323	te213																
贼	tsuei323	tsuei23	tsuei323	tsuei213																
肯	ʨi41	ʨi41	ʨi41	ʨi32																
刻	tən323	tən23	tən323	tən213																
冰	ʨi35	ʨi35	ʨi35	ʨi35																
逼	tən323	tən23	tən323	tən213																
菱	lin41	nin41	nin41	nin32																
鲫	ʨi323	ʨi23	ʨi323	ʨi213																
瞪	tən323	tən323	tən323	tən213																
直	tʂʅ323	tsɿ23	tʂʅ323	tʂʅ213																
色	se323	se23	se323	se213																
兴(高~)	ɕin323	ɕin323	ɕin323	ɕin213																
极	ʨi323	ʨi23	ʨi323	ʨi213																
弘	xoŋ41	xoŋ41	xoŋ41	xoŋ32																
国	kuo323	kuo23	kuo323	kuo213																
或	xo323	xo23	xo323	xo213																
域	y323	y23	y323	y213																
盲	maŋ31	maŋ31	maŋ31	maŋ21																
孟	moŋ323	moŋ323	moŋ323	moŋ213																
白	pe323	pe23	pe323	pe213																
冷	lən41	nən41	nən41	nən32																
省	sən41	sən41	sən41	sən32																
窄	tse323	tse23	tse323	tse213																
更(~换)	kən35	kən35	kən35	kən35																
行	ɕin31	ɕin31	ɕin31	ɕin21																
客	kʰe323	kʰe23	kʰe323	kʰe213																
兵	pin35	pin35	pin35	pin35																
璧	pi323	pi23	pi323	pi213																
井	ʨin41	ʨin41	ʨin41	ʨin32																
夕	ɕi323	ɕi23	ɕi323	ɕi213																
贞	tʂən35	tsən35	tʂən35	tʂən35																
石	ʂʅ323	sɿ23	ʂʅ323	ʂʅ213																
英	in35	in35	in35	in35																
益	i323	i23	i323	i213																
觅	mi323	mi23	mi323	mi213																
寂	ʨi323	ʨi23	ʨi323	ʨi213																
形	ɕin31	ɕin31	ɕin31	ɕin21																
吃	tʂʰʅ323	tsʰɿ23	tʂʰʅ323	tʂʰʅ213																
激	ʨi323	ʨi23	ʨi323	ʨi213																
横(~直)	xən31	xuən31	xuən31	xuən21																
宏	xoŋ31	xoŋ31	xoŋ31	xoŋ21																
