字	城关镇	长滩镇	怀德镇	福善镇																
波	po35	po35	po35	po35																
簸	po41	po41	po41	po32																
巴	pa35	pa35	pa35	pa35																
坝	pa323	pa323	pa323	pa213																
布	pu323	pu323	pu323	pu213																
拜	pai323	pai323	pai323	pai213																
背	pei323	pei323	pei323	pei213																
破	pʰo323	pʰo323	pʰo323	pʰo213																
怕	pʰa323	pʰa323	pʰa323	pʰa213																
普	pʰu41	pʰu41	pʰu41	pʰu32																
派	pʰai323	pʰai323	pʰai323	pʰai213																
配	pʰei323	pʰei323	pʰei323	pʰei213																
披	pʰi35	pʰi35	pʰi35	pʰi35																
剖	pʰo35	pʰo35	pʰo35	pʰo3																
瓶	pʰin31	pʰin31	pʰin31	pʰin21																
病	pin323	pin323	pin323	pin213																
朋	pʰoŋ31	pʰoŋ31	pʰoŋ31	pʰoŋ21																
棒	paŋ323	paŋ323	paŋ323	paŋ213																
盆	pʰən31	pʰən31	pʰən31	pʰən21																
跑	pʰau41	pʰau41	pʰau41	pʰau32																
皮	pʰi31	pʰi31	pʰi31	pʰi21																
麻	ma31	ma31	ma31	ma21																
迷	mi31	mi31	mi31	mi21																
妹	mei323	mei323	mei323	mei213																
眉	mi31	mi31	mi31	mi21																
毛	mau31	mau31	mau31	mau21																
貌	mau323	mau323	mau323	mau213																
某	moŋ41	moŋ41	moŋ41	moŋ32																
夫	fu35	fu35	fu35	fu35																
非	fei35	fei35	fei35	fei35																
富	fu323	fu323	fu323	fu213																
粉	fən41	fən41	fən41	fən32																
奋	fən323	fən323	fən323	fən213																
福	fu31	fu23	fu31	fu21																
风	foŋ35	foŋ35	foŋ35	foŋ35																
蜂	foŋ35	foŋ35	foŋ35	foŋ35																
覆	fu323	fu23	fu323	fu213																
芬	fən35	fən35	fən35	fən35																
翻	fan35	fan35	fan35	fan35																
副	fu323	fu323	fu323	fu213																
敷	fu35	fu35	fu35	fu35																
孵	fu35	fu35	fu35	fu35																
奉	foŋ323	foŋ323	foŋ323	foŋ213																
服	fu31	fu23	fu31	fu21																
份	fən323	fən323	fən323	fən213																
愤	fən323	fən323	fən323	fən213																
烦	fan31	fan31	fan31	fan21																
负	fu323	fu323	fu323	fu213																
父	fu323	fu323	fu323	fu213																
忘	uaŋ323	uaŋ323	uaŋ323	uaŋ213																
物	vu323	vu23	vu323	vu213																
文	uən31	uən31	uən31	uən21																
晚	uan41	uan41	uan41	uan32																
未	uei323	uei323	uei323	uei213																
武	vu41	vu41	vu41	vu32																
舞	vu41	vu41	vu41	vu32																
多	to35	to35	to35	to35																
冬	toŋ35	toŋ35	toŋ35	toŋ35																
东	toŋ35	toŋ35	toŋ35	toŋ35																
丁	tin35	tin35	tin35	tin35																
打	ta41	ta41	ta41	ta32																
等	tən41	tən41	tən41	tən32																
堆	tuei35	tuei35	tuei35	tuei35																
统	tʰoŋ41	tʰoŋ41	tʰoŋ41	tʰoŋ32																
痛	tʰoŋ323	tʰoŋ323	tʰoŋ323	tʰoŋ213																
踢	tʰi35	tʰi35	tʰi35	tʰi35																
天	tʰian35	tʰian35	tʰian35	tʰian35																
贪	tʰan35	tʰan35	tʰan35	tʰan35																
偷	tʰəu35	tʰəu35	tʰəu35	tʰəu35																
推	tʰuei35	tʰuei35	tʰuei35	tʰuei35																
舵	to323	to323	to323	to213																
徒	tʰu31	tʰu31	tʰu31	tʰu21																
代	tai323	tai323	tai323	tai213																
题	tʰi31	tʰi31	tʰi31	tʰi21																
停	tʰin31	tʰin31	tʰin31	tʰin21																
夺	to31	to31	to31	to21																
投	tʰəu31	tʰəu31	tʰəu31	tʰəu21																
挪	lo31	no31	no31	no21																
拿	la31	na31	na31	na21																
努	lu41	nu41	nu41	nu32																
女	ȵy41	ȵy41	ȵy41	ny32																
奈	lai323	nai323	nai323	nai213																
尿	ȵiau323	ȵiau323	ȵiau323	niau213																
难（~患）	lan323	nan323	nan323	nan213																
鹿	lu323	nu323	nu323	nu213																
令	lin323	nin323	nin323	nin213																
两	liaŋ41	niaŋ41	niaŋ41	niaŋ32																
浪	laŋ323	naŋ323	naŋ323	naŋ213																
论（~讨）	luən323	nən323	nən323	nən213																
乱	luan323	nuan323	nuan323	nuan213																
老	lau41	nau41	nau	nau32																
从	tsʰoŋ31	tsʰoŋ31	tsʰoŋ31	tsʰoŋ21																
青	ʨʰin35	ʨʰin35	ʨʰin35	ʨʰin35																
蹭	tsʰən323	tsʰən323	tsʰən323	tsʰən213																
抢	ʨʰiaŋ323	ʨʰiaŋ323	ʨʰiaŋ323	ʨʰiaŋ213																
左	tso41	tso41	tso41	tso32																
借	ʨie323	ʨi323	ʨie323	ʨie213																
租	tsu35	tsu35	tsu35	tsu35																
紫	tsɿ41	tsɿ41	tsɿ41	tsɿ32																
早	tsau41	tsau41	tsau41	tsau32																
蕉	ʨiau35	ʨiau35	ʨiau35	ʨiau35																
赞	tsan323	tsan323	tsan323	tsan213																
村	tsʰən35	tsʰən35	tsʰən35	tsʰən35																
亲	ʨʰin35	ʨʰin35	ʨʰin35	ʨʰin35																
操	tsʰau35	tsʰau35	tsʰau35	tsʰau35																
扫	sau41	sau41	sau41	sau32																
小	ɕiau41	ɕiau41	ɕiau41	ɕiau32																
修	ɕiəu35	ɕiəu35	ɕiəu35	ɕiəu35																
三	san35	san35	san35	san35																
散	san323	san323	san323	san213																
仙	ɕian35	ɕian35	ɕian35	ɕian35																
孙	sən35	sən35	sən35	sən35																
晴	ʨʰin31	ʨʰin31	ʨʰin31	ʨʰin21																
寂	ʨi323	ʨi323	ʨi323	ʨi213																
藏(隐~)	tsʰaŋ31	tsʰaŋ31	tsʰaŋ31	tsʰaŋ21																
存	tsʰən31	tsʰən31	tsʰən31	tsʰən21																
暂	tsan323	tsan323	tsan323	tsan213																
就	ʨiəu323	ʨiəu323	ʨiəu323	ʨiəu213																
曹	tsʰau31	tsʰau31	tsʰau31	tsʰau21																
席	ɕi323	ɕi23	ɕi323	ɕi213																
诵	soŋ323	soŋ323	soŋ323	soŋ213																
囚	ʨʰiəu31	ʨʰiəu31	ʨʰiəu31	ʨʰiəu21																
习	ɕi31	ɕi31	ɕi31	ɕi31																
松	soŋ35	soŋ35	soŋ35	soŋ35																
详	ɕiaŋ31	ɕiaŋ31	ɕiaŋ31	ɕiaŋ21																
随	suei31	suei31	suei31	suei21																
蛛	tʂu35	tsu35	tʂu35	tʂu35																
缀	tʂuei323	tsuei323	tʂuei323	tʂuei213																
蜘	tʂʅ35	tsɿ35	tʂʅ35	tʂʅ35																
肘	tʂəu41	tsəu41	tʂəu41	tʂəu32																
展	tʂan41	tsan41	tʂan41	tʂan32																
珍	tʂən35	tsən35	tʂən35	tʂən35																
中(当~)	tʂoŋ35	tsoŋ35	tʂoŋ35	tʂoŋ35																
超	tʂʰau35	tsʰau35	tʂʰau35	tʂʰau35																
抽	tʂʰəu35	tsʰəu35	tʂʰəu35	tʂʰəu35																
撤	tʂʰe323	tsʰe23	tʂʰe323	tʂʰe213																
趁	tʂʰən323	tsʰən323	tʂʰən323	tʂʰən213																
戳	tʂʰo323	tsʰo23	tʂʰo323	tʂʰo213																
逞	tʂʰən41	tsʰən41	tʂʰən41	tʂʰən32																
丑	tʂʰəu41	tsʰəu41	tʂʰəu41	tʂʰəu32																
茶	tʂʰa31	tsʰa31	tʂʰa31	tʂʰa21																
除	tʂʰu31	tsʰu31	tʂʰu31	tʂʰu21																
住	tʂu323	tsu323	tʂu323	tʂu213																
池	tʂʰʅ31	tsʰɿ31	tʂʰʅ31	tʂʰʅ21																
治	tʂʅ323	tsɿ323	tʂʅ323	tʂʅ213																
潮	tʂʰau31	tsʰau31	tʂʰau31	tʂʰau21																
召	tʂau323	tsau323	tʂau323	tʂau213																
炸	tʂa323	tsa323	tʂa323	tʂa213																
渣	tʂa35	tsa35	tʂa35	tʂa35																
债	tʂai323	tsai323	tʂai323	tʂai213																
抓	tʂua35	tsua35	tʂua35	tʂua35																
斩	tʂan41	tsan41	tʂan41	tʂan32																
捉	tʂo35	tso35	tʂo35	tʂo35																
装	tʂuaŋ35	tsuaŋ35	tʂuaŋ35	tʂuaŋ35																
差(~别)	tʂʰa35	tsʰa35	tʂʰa35	tʂʰa35																
揣	tʂʰuai35	tsʰuai35	tʂʰuai35	tʂʰuai35																
抄	tʂʰau35	tsʰau35	tʂʰau35	tʂʰau35																
插	tʂʰa323	tsʰa23	tʂʰa323	tʂʰa213																
搀	tʂʰan35	tsʰan35	tʂʰan35	tʂʰan35																
察	tʂʰa31	tsʰa31	tʂʰa31	tʂʰa21																
闯	tʂʰuaŋ41	tsʰuaŋ41	tʂʰuaŋ41	tʂʰuaŋ32																
沙	ʂa35	sa35	ʂa35	ʂa35																
驶	ʂʅ41	sɿ41	ʂʅ41	ʂʅ32																
帅	ʂuai323	suai323	ʂuai323	ʂuai323																
稍	ʂau35	sau35	ʂau35	ʂau35																
衫	ʂan35	san35	ʂan35	ʂan35																
山	ʂan35	san35	ʂan35	ʂan35																
刷	ʂua323	sua23	ʂua323	ʂua213																
柴	tʂʰai31	tsʰai31	tʂʰai31	tʂʰai21																
巢	tʂʰau31	tsʰau31	tʂʰau31	tʂʰau21																
愁	tʂʰəu31	tsʰəu31	tʂʰəu31	tʂʰəu21																
炸	tʂa323	tsa23	tʂa323	tʂa213																
铡	tʂa323	tsa23	tʂa323	tʂa213																
撰	tʂuan323	tsuan323	tʂuan323	tʂuan213																
事	sɿ323	sɿ323	sɿ323	sɿ213																
者	tʂe41	tse41	tʂe41	tʂe32																
主	tʂu41	tsu41	tʂu41	tʂu32																
制	tʂʅ323	tsɿ323	tʂʅ323	tʂʅ213																
脂	tʂʅ35	tsɿ35	tʂʅ35	tʂʅ35																
志	tʂʅ323	tsɿ323	tʂʅ323	tʂʅ213																
招	tʂau35	tsau35	tʂau35	tʂau35																
周	tʂəu35	tsəu35	tʂəu35	tʂəu35																
车	tʂʰe35	tsʰe35	tʂʰe35	tʂʰe35																
