字	片	区	小片	方言点	声母	韵母	调值	调类	备注
平	閩東區	福寧片		柘榮	p	aŋ/iŋ	21	陽平	
幼	閩東區	福寧片		柘榮	0	iu	35	陰去	
废	閩東區	福寧片		柘榮	x	ie	35	陰去	
康	閩東區	福寧片		柘榮	kʰ	ɔŋ	42	陰平	
开	閩東區	福寧片		柘榮	kʰ	ui/ai	42	陰平	
弗	閩東區	福寧片		柘榮	x	uk	5	陰入	
弦	閩東區	福寧片		柘榮	x	ieŋ	21	陽平	
当	閩東區	福寧片		柘榮	t	ɔŋ	42	陰平	
往	閩東區	福寧片		柘榮	0	uoŋ	51	上聲	
很	閩東區	福寧片		柘榮	x	ɛŋ	51	上聲	
忍	閩東區	福寧片		柘榮	0	yŋ	51	上聲	
忠	閩東區	福寧片		柘榮	t	uŋ	42	陰平	
思	閩東區	福寧片		柘榮	s	u	42	陰平	
怪	閩東區	福寧片		柘榮	k	uai	35	陰去	
恋	閩東區	福寧片		柘榮	l	uaŋ	51	上聲	
悶	閩東區	福寧片		柘榮	m	uŋ	213	陽去	
應	閩東區	福寧片		柘榮	0	iŋ	42	陰平	應該。
懵	閩東區	福寧片		柘榮	m	uŋ	51	上聲	
懶	閩東區	福寧片		柘榮	l	aŋ	51	上聲	
懿	閩東區	福寧片		柘榮	0	i	35	陰去	
戍	閩東區	福寧片		柘榮	s/tsʰ	y/uoʔ	35/5	陰去/陰入	文讀，厝。
我	閩東區	福寧片		柘榮	ŋ	ua/ɔ	51	上聲	
房	閩東區	福寧片		柘榮	p	uŋ	21	陽平	
扁	閩東區	福寧片		柘榮	p	ieŋ	51	上聲	
才	閩東區	福寧片		柘榮	ts	ai	21	陽平	
打	閩東區	福寧片		柘榮	t	a	51	上聲	
披	閩東區	福寧片		柘榮	pʰ	ie	42	陰平	
拏	閩東區	福寧片		柘榮	n	aʔ	2	陽入	
择	閩東區	福寧片		柘榮	t	ɔʔ/œk	2	陽入	文讀，摘取。
拳	閩東區	福寧片		柘榮	k	uŋ	21	陽平	
挽	閩東區	福寧片		柘榮	0	uaŋ	51	上聲	
捐	閩東區	福寧片		柘榮	k	yøŋ	42	陰平	
捞	閩東區	福寧片		柘榮	l	au	42	陰平	
损	閩東區	福寧片		柘榮	s	ɔŋ	51	上聲	
捥	閩東區	福寧片		柘榮	0	uaŋ	51	上聲	
握	閩東區	福寧片		柘榮	0	uk	5	陰入	
搅	閩東區	福寧片		柘榮	k	ɔ	51	上聲	
搓	閩東區	福寧片		柘榮	tsʰ	ɔ	42	陰平	
搜	閩東區	福寧片		柘榮	s	ɛu	42	陰平	
撦	閩東區	福寧片		柘榮	tsʰ	iaʔ	2	陽入	
攻	閩東區	福寧片		柘榮	k	uŋ	42	陰平	
救	閩東區	福寧片		柘榮	k	iu	35	陰去	
敲	閩東區	福寧片		柘榮	kʰ	iau	42	陰平	
斋	閩東區	福寧片		柘榮	ts	ɛ	42	陰平	
新	閩東區	福寧片		柘榮	s	iŋ	42	陰平	
施	閩東區	福寧片		柘榮	s	ie	42	陰平	
昏	閩東區	福寧片		柘榮	x	uoŋ	42	陰平	
昱	閩東區	福寧片		柘榮	0	yk	2	陽入	
普	閩東區	福寧片		柘榮	pʰ	uo	51	上聲	
曷	閩東區	福寧片		柘榮	x	ak	2	陽入	
曹	閩東區	福寧片		柘榮	ts	ɔ	21	陽平	
朧	閩東區	福寧片		柘榮	l	uŋ	21	陽平	
朱	閩東區	福寧片		柘榮	ts	uo	42	陰平	
杏	閩東區	福寧片		柘榮	x	œŋ	35	陰去	
柔	閩東區	福寧片		柘榮	0	iu	21	陽平	
柳	閩東區	福寧片		柘榮	l	iu	51	上聲	
桑	閩東區	福寧片		柘榮	s	ɔŋ	42	陰平	
桓	閩東區	福寧片		柘榮	x	uaŋ	21	陽平	
桶	閩東區	福寧片		柘榮	tʰ	œŋ/uŋ	51	上聲	
梅	閩東區	福寧片		柘榮	m	uɛ	21	陽平	
梗	閩東區	福寧片		柘榮	k	œŋ	51	上聲	
椽	閩東區	福寧片		柘榮	tʰ	uoŋ	21	陽平	
極	閩東區	福寧片		柘榮	k	ik	2	陽入	
檻	閩東區	福寧片		柘榮	k/kʰ	aŋ	35/51	陰去/上聲	單字讀，門檻。
歆	閩東區	福寧片		柘榮	x	iŋ	42	陰平	
歎	閩東區	福寧片		柘榮	tʰ	aŋ	35	陰去	
毕	閩東區	福寧片		柘榮	p	ik	5	陰入	
汁	閩東區	福寧片		柘榮	ts	ɛk	5	陰入	
江	閩東區	福寧片		柘榮	k	ɔŋ	42	陰平	
沉	閩東區	福寧片		柘榮	t/tʰ	ɛŋ/iŋ	21	陽平	
沾	閩東區	福寧片		柘榮	ts	ieŋ	42	陰平	
泛	閩東區	福寧片		柘榮	x	uaŋ	35	陰去	
波	閩東區	福寧片		柘榮	p	ɔ	42	陰平	
浔	閩東區	福寧片		柘榮	s	iŋ	21	陽平	
涼	閩東區	福寧片		柘榮	l	yøŋ	21	陽平	
溜	閩東區	福寧片		柘榮	l	iu	35	陰去	
滌	閩東區	福寧片		柘榮	t	ik	2	陽入	
滨	閩東區	福寧片		柘榮	p	iŋ	42	陰平	
潭	閩東區	福寧片		柘榮	tʰ	aŋɛ	21	陽平	
灯	閩東區	福寧片		柘榮	t	œŋ	42	陰平	
烂	閩東區	福寧片		柘榮	l	aŋ	213	陽去	
焯	閩東區	福寧片		柘榮	tsʰ	yøk	5	陰入	
焰	閩東區	福寧片		柘榮	0	iaŋ	213	陽去	
熏	閩東區	福寧片		柘榮	x	yŋ	35/42	陰去/陰平	
燃	閩東區	福寧片		柘榮	0	yøŋ	21	陽平	
燥	閩東區	福寧片		柘榮	s/ts/tsʰ	ɔ	35	陰去	燥水：暖水，單字讀，單字讀。
牯	閩東區	福寧片		柘榮	k	u	51	上聲	
猛	閩東區	福寧片		柘榮	m	aŋ/œŋ	51	上聲	文讀，火力猛。
玉	閩東區	福寧片		柘榮	ŋ	uoʔ/yk	2	陽入	
珠	閩東區	福寧片		柘榮	ts	uo	42	陰平	
瓦	閩東區	福寧片		柘榮	0	ua	213	陽去	
瓶	閩東區	福寧片		柘榮	p	iŋ	21	陽平	
甑	閩東區	福寧片		柘榮	ts	œŋ	35	陰去	
甥	閩東區	福寧片		柘榮	s	œŋ	42	陰平	
疲	閩東區	福寧片		柘榮	pʰ	i	21	陽平	
痰	閩東區	福寧片		柘榮	t	aŋ	21	陽平	
登	閩東區	福寧片		柘榮	t	œŋ	42	陰平	
百	閩東區	福寧片		柘榮	p	aʔ/œk	5	陰入	
皇	閩東區	福寧片		柘榮	x	uoŋ	21	陽平	
眉	閩東區	福寧片		柘榮	m	i	21	陽平	
眾	閩東區	福寧片		柘榮	ts	uŋ	35	陰去	
睡	閩東區	福寧片		柘榮	s	ui	35	陰去	
矛	閩東區	福寧片		柘榮	m	au	21	陽平	
矮	閩東區	福寧片		柘榮	0	ɛ/ai	51	上聲	
石	閩東區	福寧片		柘榮	s	yøʔ	2	陽入	
私	閩東區	福寧片		柘榮	s	i/u	42	陰平	文讀，家私。
秧	閩東區	福寧片		柘榮	0	ɔŋ	42	陰平	
穴	閩東區	福寧片		柘榮	x	iek	2	陽入	
空	閩東區	福寧片		柘榮	kʰ	œŋ/uŋ	42	陰平	
笠	閩東區	福寧片		柘榮	l	ik	2	陽入	
篾	閩東區	福寧片		柘榮	m	iek	2	陽入	
粗	閩東區	福寧片		柘榮	tsʰ	u	42	陰平	
糟	閩東區	福寧片		柘榮	ts	au	42	陰平	
糠	閩東區	福寧片		柘榮	kʰ	ɔŋ	42	陰平	
緊	閩東區	福寧片		柘榮	k	iŋ	51	上聲	
纽	閩東區	福寧片		柘榮	n	iu	51	上聲	
细	閩東區	福寧片		柘榮	s	ɛ	35	陰去	
羲	閩東區	福寧片		柘榮	x	i	42	陰平	
翁	閩東區	福寧片		柘榮	0	œŋ/uŋ	42	陰平	漁翁，舅翁：舅祖父。
翠	閩東區	福寧片		柘榮	ts	ui	35	陰去	
肃	閩東區	福寧片		柘榮	s	uk	5	陰入	
肄	閩東區	福寧片		柘榮	0	ik	2	陽入	
肝	閩東區	福寧片		柘榮	k	aŋ	42	陰平	
胥	閩東區	福寧片		柘榮	s	y	42	陰平	
腕	閩東區	福寧片		柘榮	0	uaŋ	51	上聲	
腻	閩東區	福寧片		柘榮	n	ɛ/i	213	陽去	細膩，油膩。
舅	閩東區	福寧片		柘榮	k	u/iu	213	陽去	
舍	閩東區	福寧片		柘榮	s	ia	35/51	陰去/上聲	舍施，單字讀。
芭	閩東區	福寧片		柘榮	p	a	42	陰平	
若	閩東區	福寧片		柘榮	0	yøk	2	陽入	
范	閩東區	福寧片		柘榮	x	uaŋ	213	陽去	
茅	閩東區	福寧片		柘榮	m	au	21	陽平	
荥	閩東區	福寧片		柘榮	0/x	yŋ/iŋ	21	陽平	滎陽。
莫	閩東區	福寧片		柘榮	m	ɔʔ/ɔk	2	陽入	
菊	閩東區	福寧片		柘榮	k	yk	5	陰入	
萤	閩東區	福寧片		柘榮	0	yŋ	21	陽平	
萱	閩東區	福寧片		柘榮	s	yøŋ	42	陰平	
蓝	閩東區	福寧片		柘榮	l	aŋ	21	陽平	
蔽	閩東區	福寧片		柘榮	p	i	35	陰去	
薅	閩東區	福寧片		柘榮	kʰ/x	au	21/42	陽平/陰平	單字讀，薅皮：刮皮。
藤	閩東區	福寧片		柘榮	t	iŋ	21	陽平	
虛	閩東區	福寧片		柘榮	x	y	42	陰平	
虞	閩東區	福寧片		柘榮	ŋ	y	21	陽平	
蛟	閩東區	福寧片		柘榮	k	au	42	陰平	
蛰	閩東區	福寧片		柘榮	ts	ik	5	陰入	
蝶	閩東區	福寧片		柘榮	t	iek	2	陽入	
螺	閩東區	福寧片		柘榮	l	oi	21	陽平	
衝	閩東區	福寧片		柘榮	tsʰ	uŋ	42	陰平	
衣	閩東區	福寧片		柘榮	0	i	42	陰平	
补	閩東區	福寧片		柘榮	p	uo	51	上聲	
衬	閩東區	福寧片		柘榮	tsʰ	iŋ	35	陰去	
衰	閩東區	福寧片		柘榮	s	oi	42	陰平	
袄	閩東區	福寧片		柘榮	0	ɔ	51	上聲	
袍	閩東區	福寧片		柘榮	p	ɔ	21	陽平	
袖	閩東區	福寧片		柘榮	s	iu	213	陽去	
袴	閩東區	福寧片		柘榮	kʰ	u	35	陰去	
裴	閩東區	福寧片		柘榮	p	uɛ	21	陽平	
裹	閩東區	福寧片		柘榮	k	uɛ	51	上聲	包粽。
要	閩東區	福寧片		柘榮	0	iau	42	陰平	要求。
觅	閩東區	福寧片		柘榮	m	ik	2	陽入	
訖	閩東區	福寧片		柘榮	ŋ	yk	5	陰入	
許	閩東區	福寧片		柘榮	x	y	51	上聲	
誰	閩東區	福寧片		柘榮	s	ui	21	陽平	
謂	閩東區	福寧片		柘榮	0	ui	213	陽去	
謄	閩東區	福寧片		柘榮	t	œŋ	21	陽平	
认	閩東區	福寧片		柘榮	l	iŋ	213	陽去	
让	閩東區	福寧片		柘榮	0/n	yøŋ	213/35	陽去/陰去	文讀，轉讓。
讫	閩東區	福寧片		柘榮	ŋ	yk	5	陰入	
讯	閩東區	福寧片		柘榮	s	iŋ	35	陰去	
讲	閩東區	福寧片		柘榮	k	ɔŋ	51	上聲	
许	閩東區	福寧片		柘榮	x	y	51	上聲	
豪	閩東區	福寧片		柘榮	x	ɔ	21	陽平	
貳	閩東區	福寧片		柘榮	n	i	213	陽去	
赖	閩東區	福寧片		柘榮	l	ai	213	陽去	
赵	閩東區	福寧片		柘榮	t	iau	213	陽去	
起	閩東區	福寧片		柘榮	kʰ	i	51	上聲	
蹇	閩東區	福寧片		柘榮	k	yøŋ	51	上聲	
轉	閩東區	福寧片		柘榮	t	uoŋ	51	上聲	
车	閩東區	福寧片		柘榮	k	y	42	陰平	
辉	閩東區	福寧片		柘榮	x	ui	42	陰平	
输	閩東區	福寧片		柘榮	s	uo/y	42	陰平	
迎	閩東區	福寧片		柘榮	ŋ	iaŋ/iŋ	21	陽平	文讀，迎神。
迷	閩東區	福寧片		柘榮	m	i	213/21	陽去/陽平	
逵	閩東區	福寧片		柘榮	k	ui	21	陽平	
遂	閩東區	福寧片		柘榮	s	ui	35/213/21	陰去/陽去/陽平	半身不遂，未遂，尋找。
邻	閩東區	福寧片		柘榮	l	iŋ	21	陽平	
郎	閩東區	福寧片		柘榮	l	ɔŋ	21	陽平	
釁	閩東區	福寧片		柘榮	x	iŋ	35	陰去	
釜	閩東區	福寧片		柘榮	x	u	213/51	上聲	
鐵	閩東區	福寧片		柘榮	tʰ	iek	5	陰入	
钵	閩東區	福寧片		柘榮	p	uak	5	陰入	
铭	閩東區	福寧片		柘榮	m	iŋ	21	陽平	
铳	閩東區	福寧片		柘榮	tsʰ	uŋ	35	陰去	
银	閩東區	福寧片		柘榮	ŋ	yŋ	21	陽平	
锁	閩東區	福寧片		柘榮	s	ɔ	51	上聲	
锄	閩東區	福寧片		柘榮	tʰ	y	21	陽平	
锅	閩東區	福寧片		柘榮	k	uo	42	陰平	
锥	閩東區	福寧片		柘榮	ts	ui	42	陰平	
镰	閩東區	福寧片		柘榮	l	ieŋ	21	陽平	
門	閩東區	福寧片		柘榮	m	uoŋ/ɛŋ	21	陽平	
閑	閩東區	福寧片		柘榮	0/x	ɛŋ/aŋ	21	陽平	
闷	閩東區	福寧片		柘榮	m	uŋ	213	陽去	
闽	閩東區	福寧片		柘榮	m	iŋ	21	陽平	
阀	閩東區	福寧片		柘榮	x	uak	2	陽入	
隔	閩東區	福寧片		柘榮	k	aʔ/œk	5	陰入	文讀，白讀，隔房間。
隙	閩東區	福寧片		柘榮	kʰ	ik	5	陰入	
雀	閩東區	福寧片		柘榮	tsʰ	iak/yøk	5	陰入	文讀，麻雀。
雞	閩東區	福寧片		柘榮	k	ie	42	陰平	
零	閩東區	福寧片		柘榮	l	iŋ	21	陽平	
霑	閩東區	福寧片		柘榮	ts	ieŋ	42	陰平	
靖	閩東區	福寧片		柘榮	ts	iŋ	213	陽去	
韋	閩東區	福寧片		柘榮	0	ui	21	陽平	
韦	閩東區	福寧片		柘榮	0	ui	21	陽平	
順	閩東區	福寧片		柘榮	s	uŋ	213	陽去	
颧	閩東區	福寧片		柘榮	k	uoŋ	21	陽平	
饮	閩東區	福寧片		柘榮	0	aŋ/iŋ	51	上聲	飲食，米湯。
饼	閩東區	福寧片		柘榮	p	iaŋ/iŋ	51	上聲	文讀，白讀，量詞。
騰	閩東區	福寧片		柘榮	t	œŋ	21	陽平	
驢	閩東區	福寧片		柘榮	l	œ	21	陽平	
鬆	閩東區	福寧片		柘榮	s	uŋ	42	陰平	
鰻	閩東區	福寧片		柘榮	m	uaŋ	21	陽平	
鲁	閩東區	福寧片		柘榮	l	u	51	上聲	
鳥	閩東區	福寧片		柘榮	n/ts	iau/ɛu	51	上聲	
鸞	閩東區	福寧片		柘榮	l	uaŋ	21	陽平	
鸠	閩東區	福寧片		柘榮	k	iu	42	陰平	
鹅	閩東區	福寧片		柘榮	ŋ	ia/ɔ	21	陽平	
麻	閩東區	福寧片		柘榮	m	ua/a	21	陽平	麻筍，單字讀。
齐	閩東區	福寧片		柘榮	ts	ɛ	21	陽平	
齿	閩東區	福寧片		柘榮	kʰ/tsʰ	i	51	上聲	
一	闽东区	福宁片		柘荣	0	ik	5	阴入	
丁	闽东区	福宁片		柘荣	t	iŋ	42	阴平	
七	闽东区	福宁片		柘荣	tsʰ	ik	5	阴入	
三	闽东区	福宁片		柘荣	s	aŋ	42	阴平	
上	闽东区	福宁片		柘荣	s	yøŋ	213	阳去	上下。
下	闽东区	福宁片		柘荣	0/k/x	a	213	阳去	下谷种，上下，劣质。
丐	闽东区	福宁片		柘荣	k	ai	35	阴去	
丑	闽东区	福宁片		柘荣	tʰ	iu	51	上声	
专	闽东区	福宁片		柘荣	ts	uoŋ	42	阴平	
且	闽东区	福宁片		柘荣	tsʰ	ia	51	上声	
丕	闽东区	福宁片		柘荣	pʰ	ie	42	阴平	
世	闽东区	福宁片		柘荣	s	ie	35	阴去	
丗	闽东区	福宁片		柘荣	s	ie	35	阴去	
丙	闽东区	福宁片		柘荣	p	iŋ	51	上声	
业	闽东区	福宁片		柘荣	ŋ	iek	2	阳入	
丛	闽东区	福宁片		柘荣	ts	uŋ	21	阳平	
东	闽东区	福宁片		柘荣	t	œŋ/uŋ	42	阴平	
丝	闽东区	福宁片		柘荣	s	i	42	阴平	
丞	闽东区	福宁片		柘荣	s/ts	iŋ	21/42	阳平/阴平	
两	闽东区	福宁片		柘荣	l	aŋ/yøŋ	213/51	阳去/上声	
严	闽东区	福宁片		柘荣	ŋ	iaŋ	21	阳平	
丧	闽东区	福宁片		柘荣	s	ɔŋ	35	阴去	丧失。
中	闽东区	福宁片		柘荣	t	uŋ	42	阴平	中间。
丰	闽东区	福宁片		柘荣	x	uŋ	42	阴平	
临	闽东区	福宁片		柘荣	l	iŋ	21	阳平	
丸	闽东区	福宁片		柘荣	0	uoŋ	21	阳平	
主	闽东区	福宁片		柘荣	ts	uo	51	上声	
丼	闽东区	福宁片		柘荣	ts	aŋ/iŋ	51	上声	
丽	闽东区	福宁片		柘荣	l	ɛ	213/21	阳去/阳平	高丽，美丽。
举	闽东区	福宁片		柘荣	k	y	51	上声	
乃	闽东区	福宁片		柘荣	n	ai	51	上声	
久	闽东区	福宁片		柘荣	k	iu	51	上声	
义	闽东区	福宁片		柘荣	ŋ	ie	213	阳去	
之	闽东区	福宁片		柘荣	ts	ie	42	阴平	
乌	闽东区	福宁片		柘荣	0	u	42	阴平	
乍	闽东区	福宁片		柘荣	ts	a	35	阴去	乍晴乍雨。
乎	闽东区	福宁片		柘荣	x	uo/u	21	阳平	呜乎，不亦乐乎。
乏	闽东区	福宁片		柘荣	x	uak	2	阳入	
乐	闽东区	福宁片		柘荣	ŋ	au/ɔk	213/2	阳去/阳入	音乐，仁者乐山。
乔	闽东区	福宁片		柘荣	k	iau	21	阳平	
乗	闽东区	福宁片		柘荣	s	iŋ	21	阳平	乘数。
乘	闽东区	福宁片		柘荣	s	iŋ	21	阳平	乘数。
乙	闽东区	福宁片		柘荣	0	ik	5	阴入	
九	闽东区	福宁片		柘荣	k	au/iu	51	上声	
乞	闽东区	福宁片		柘荣	kʰ	yk	5	阴入	
也	闽东区	福宁片		柘荣	0	ia	213/51	阳去/上声	之乎者也，也是。
习	闽东区	福宁片		柘荣	s	ik	2	阳入	
乡	闽东区	福宁片		柘荣	x	yøŋ	42	阴平	
书	闽东区	福宁片		柘荣	ts	y	42	阴平	
买	闽东区	福宁片		柘荣	m	ɛ	51	上声	
乱	闽东区	福宁片		柘荣	l	ɔŋ/uaŋ	213	阳去	
乳	闽东区	福宁片		柘荣	0	y	51	上声	
乾	闽东区	福宁片		柘荣	k	ieŋ	21	阳平	
亂	闽东区	福宁片		柘荣	l	ɔŋ/uaŋ	213	阳去	
了	闽东区	福宁片		柘荣	l	ɛu/iau	51	上声	单字读，完结。
予	闽东区	福宁片		柘荣	0	y	51	上声	
事	闽东区	福宁片		柘荣	s/t	u/ai	213	阳去	
二	闽东区	福宁片		柘荣	n	i	213	阳去	
于	闽东区	福宁片		柘荣	0	y	42	阴平	
亏	闽东区	福宁片		柘荣	kʰ	ui	42	阴平	
云	闽东区	福宁片		柘荣	x	uŋ	21	阳平	
互	闽东区	福宁片		柘荣	x	u	213	阳去	
五	闽东区	福宁片		柘荣	ŋ	u	213	阳去	
井	闽东区	福宁片		柘荣	ts	aŋ/iŋ	51	上声	
亚	闽东区	福宁片		柘荣	0	a	51	上声	
亞	闽东区	福宁片		柘荣	0	a	51	上声	
亡	闽东区	福宁片		柘荣	0	uoŋ	21	阳平	
交	闽东区	福宁片		柘荣	k	a/au	42	阴平	文读，交椅。
亥	闽东区	福宁片		柘荣	x	ai	213	阳去	
产	闽东区	福宁片		柘荣	s	aŋ	51	上声	
亨	闽东区	福宁片		柘荣	pʰ	œŋ	42	阴平	
享	闽东区	福宁片		柘荣	x	yøŋ	51	上声	
京	闽东区	福宁片		柘荣	k	iŋ	42	阴平	
亭	闽东区	福宁片		柘荣	t	iŋ	21	阳平	
亮	闽东区	福宁片		柘荣	l	iaŋ/yøŋ	35/213	阴去/阳去	
亵	闽东区	福宁片		柘荣	s	iek	5	阴入	
亿	闽东区	福宁片		柘荣	0	i	35	阴去	
什	闽东区	福宁片		柘荣	s	ɛk	2	阳入	
仁	闽东区	福宁片		柘荣	0/n	iŋ	21	阳平	文读，花生仁。
仃	闽东区	福宁片		柘荣	t	iŋ	42	阴平	
仄	闽东区	福宁片		柘荣	ts	a/aʔ	35/5	阴去/阴入	
仅	闽东区	福宁片		柘荣	k	iŋ	51	上声	
仇	闽东区	福宁片		柘荣	k	iu	21	阳平	姓。
今	闽东区	福宁片		柘荣	k	iŋ	42	阴平	
介	闽东区	福宁片		柘荣	k	ai	35	阴去	
仑	闽东区	福宁片		柘荣	l	uŋ	21	阳平	
仓	闽东区	福宁片		柘荣	tsʰ	ɔŋ	42	阴平	
仕	闽东区	福宁片		柘荣	s	u	213	阳去	
仗	闽东区	福宁片		柘荣	tʰ	yøŋ	213	阳去	
仙	闽东区	福宁片		柘荣	s	ieŋ	42	阴平	
仞	闽东区	福宁片		柘荣	0	iŋ	213	阳去	
代	闽东区	福宁片		柘荣	t	oi/ai	213	阳去	
令	闽东区	福宁片		柘荣	l	iŋ	213	阳去	
以	闽东区	福宁片		柘荣	0	i	51	上声	
仰	闽东区	福宁片		柘荣	ŋ	yøŋ	51	上声	
件	闽东区	福宁片		柘荣	k	yøŋ	213	阳去	
任	闽东区	福宁片		柘荣	0	iŋ	213	阳去	任意。
仿	闽东区	福宁片		柘荣	x	uoŋ	51	上声	
伍	闽东区	福宁片		柘荣	ŋ	u	213/51	阳去/上声	队伍，数词。
伏	闽东区	福宁片		柘荣	p/x	uk	2	阳入	
伐	闽东区	福宁片		柘荣	x	uak	2	阳入	
休	闽东区	福宁片		柘荣	x	iu	42	阴平	
会	闽东区	福宁片		柘荣	x	uɛ	213	阳去	
伞	闽东区	福宁片		柘荣	s	aŋ	51	上声	
伟	闽东区	福宁片		柘荣	0	ui	51	上声	
传	闽东区	福宁片		柘荣	t	uoŋ	213	阳去	人物传。
伤	闽东区	福宁片		柘荣	s	yøŋ	42	阴平	
伪	闽东区	福宁片		柘荣	ŋ	ui	213	阳去	
伯	闽东区	福宁片		柘荣	p	aʔ/œk	5	阴入	
估	闽东区	福宁片		柘荣	k	u	51	上声	
伱	闽东区	福宁片		柘荣	n	y	51	上声	
伴	闽东区	福宁片		柘荣	p	uaŋ	213	阳去	
伶	闽东区	福宁片		柘荣	l	iŋ	21	阳平	
