"ID"	"IPA"	"simp"	"trad"	"detail"	"pinyin"	"调类"
1373	"tsəɯ⁴⁵"	"组"	"組"			"tsəɯ3"
1374	"tsəɯ⁴⁵"	"阻"	"阻"			"tsəɯ3"
1375	"tsəɯ⁴²³"	"做"	"做"			"tsəɯ5"
1376	"tsʰəɯ⁵³"	"搓"	"搓"			"tsʰəɯ1"
1377	"tsʰəɯ⁵³"	"粗"	"粗"			"tsʰəɯ1"
1378	"tsʰəɯ⁵³"	"初"	"初"			"tsʰəɯ1"
1379	"tsʰəɯ⁴⁵"	"楚"	"楚"			"tsʰəɯ3"
1380	"tsʰəɯ⁴⁵"	"础"	"礎"			"tsʰəɯ3"
1381	"tsʰəɯ⁴²³"	"锉"	"銼"			"tsʰəɯ5"
1382	"tsʰəɯ⁴²³"	"醋"	"醋"			"tsʰəɯ5"
1383	"tsʰəɯ⁴²³"	"措"	"措"			"tsʰəɯ5"
1384	"tsʰəɯ⁴²³"	"错"	"錯"			"tsʰəɯ5"
1385	"dzəɯ²¹³"	"助"	"助"			"dzəɯ6"
1386	"səɯ⁵³"	"蓑"	"蓑"			"səɯ1"
1387	"səɯ⁵³"	"梭"	"梭"			"səɯ1"
1388	"səɯ⁵³"	"唆"	"唆"			"səɯ1"
1389	"səɯ⁵³"	"苏"	"蘇"			"səɯ1"
1390	"səɯ⁵³"	"酥"	"酥"			"səɯ1"
1391	"səɯ⁵³"	"梳"	"梳"			"səɯ1"
1392	"səɯ⁵³"	"疏"	"疏"			"səɯ1"
1393	"səɯ⁵³"	"蔬"	"蔬"			"səɯ1"
1394	"səɯ⁴⁵"	"锁"	"鎖"			"səɯ3"
1395	"səɯ⁴⁵"	"琐"	"瑣"			"səɯ3"
1396	"səɯ⁴⁵"	"数"	"數"			"səɯ3"
1397	"səɯ⁴²³"	"素"	"素"			"səɯ5"
1398	"səɯ⁴²³"	"诉"	"訴"			"səɯ5"
1399	"səɯ⁴²³"	"塑"	"塑"			"səɯ5"
1400	"səɯ⁴²³"	"数"	"數"			"səɯ5"
1401	"zəɯ¹³"	"锄"	"鋤"			"zəɯ2"
1402	"zəɯ²¹³"	"坐"	"坐"			"zəɯ6"
1403	"zəɯ²¹³"	"座"	"座"			"zəɯ6"
1404	"kəɯ⁵³"	"哥"	"哥"			"kəɯ1"
1405	"kəɯ⁵³"	"歌"	"歌"			"kəɯ1"
1406	"kəɯ⁵³"	"锅"	"鍋"			"kəɯ1"
1407	"kəɯ⁵³"	"戈"	"戈"			"kəɯ1"
1408	"kəɯ⁴⁵"	"个"	"個"			"kəɯ3"
1409	"kəɯ⁴⁵"	"果"	"果"			"kəɯ3"
1410	"kəɯ⁴⁵"	"裹"	"裹"			"kəɯ3"
1411	"kəɯ⁴²³"	"过"	"過"			"kəɯ5"
1412	"kʰəɯ⁵³"	"科"	"科"			"kʰəɯ1"
1413	"kʰəɯ⁵³"	"窠"	"窠"			"kʰəɯ1"
1414	"kʰəɯ⁵³"	"棵"	"棵"			"kʰəɯ1"
1415	"kʰəɯ⁵³"	"蝌"	"蝌"			"kʰəɯ1"
1416	"kʰəɯ⁵³"	"颗"	"顆"			"kʰəɯ1"
1417	"kʰəɯ⁴²³"	"课"	"課"			"kʰəɯ5"
1418	"ŋəɯ¹³"	"蛾"	"蛾"			"ŋəɯ2"
1419	"ŋəɯ¹³"	"鹅"	"鵝"			"ŋəɯ2"
1420	"ŋəɯ¹³"	"俄"	"俄"			"ŋəɯ2"
1421	"ŋəɯ⁴⁵"	"我"	"我"			"ŋəɯ3"
1422	"ŋəɯ²¹³"	"饿"	"餓"			"ŋəɯ6"
1423	"ŋəɯ²¹³"	"卧"	"臥"			"ŋəɯ6"
1424	"həɯ⁴⁵"	"火"	"火"			"həɯ3"
1425	"həɯ⁴⁵"	"伙"	"夥"			"həɯ3"
1426	"həɯ⁴²³"	"货"	"貨"			"həɯ5"
1427	"ɦʰəɯ¹³"	"河"	"河"			"ɦʰəɯ2"
1428	"ɦʰəɯ¹³"	"何"	"何"			"ɦʰəɯ2"
1429	"ɦʰəɯ¹³"	"荷"	"荷"			"ɦʰəɯ2"
1430	"ɦʰəɯ¹³"	"和"	"和"			"ɦʰəɯ2"
1431	"ɦʰəɯ¹³"	"禾"	"禾"			"ɦʰəɯ2"
1432	"ɦʰəɯ²¹³"	"贺"	"賀"			"ɦʰəɯ6"
1433	"ɦʰəɯ²¹³"	"祸"	"禍"			"ɦʰəɯ6"
1434	"ɦʰəɯ²¹³"	"和"	"和"			"ɦʰəɯ6"
1435	"əɯ⁵³"	"倭"	"倭"			"əɯ1"
1436	"əɯ⁵³"	"涡"	"渦"			"əɯ1"
1437	"əɯ⁵³"	"莴"	"萵"			"əɯ1"
1438	"əɯ⁵³"	"蜗"	"蝸"			"əɯ1"
1439	"əɯ⁵³"	"屙"	"屙"			"əɯ1"
1440	"liəɯ⁵³"	"溜"	"溜"			"liəɯ1"
1441	"liəɯ¹³"	"流"	"流"			"liəɯ2"
1442	"liəɯ¹³"	"刘"	"劉"			"liəɯ2"
1443	"liəɯ¹³"	"留"	"留"			"liəɯ2"
1444	"liəɯ¹³"	"榴"	"榴"			"liəɯ2"
1445	"liəɯ¹³"	"硫"	"硫"			"liəɯ2"
1446	"liəɯ¹³"	"琉"	"琉"			"liəɯ2"
1447	"liəɯ⁴⁵"	"柳"	"柳"			"liəɯ3"
1448	"liəɯ²¹³"	"馏"	"餾"			"liəɯ6"
1449	"tsiəɯ⁴⁵"	"酒"	"酒"			"tsiəɯ3"
1450	"tsiəɯ⁴²³"	"醉"	"醉"			"tsiəɯ5"
1451	"tshiəɯ⁵³"	"秋"	"秋"			"tshiəɯ1"
1452	"tshiəɯ⁵³"	"鳅"	"鰍"			"tshiəɯ1"
1453	"dziəɯ²¹³"	"就"	"就"			"dziəɯ6"
1454	"siəɯ⁵³"	"修"	"修"			"siəɯ1"
1455	"siəɯ⁵³"	"羞"	"羞"			"siəɯ1"
1456	"siəɯ⁴²³"	"秀"	"秀"			"siəɯ5"
1457	"siəɯ⁴²³"	"绣"	"繡"			"siəɯ5"
1458	"siəɯ⁴²³"	"锈"	"銹"			"siəɯ5"
1459	"ziəɯ¹³"	"囚"	"囚"			"ziəɯ2"
1460	"ziəɯ¹³"	"泅"	"泅"			"ziəɯ2"
1461	"ziəɯ²¹³"	"袖"	"袖"			"ziəɯ6"
1462	"tɕiəɯ⁵³"	"揪"	"揪"			"tɕiəɯ1"
1463	"tɕiəɯ⁵³"	"鬏"	"鬏"			"tɕiəɯ1"
1464	"tɕiəɯ⁵³"	"鸠"	"鳩"			"tɕiəɯ1"
1465	"tɕiəɯ⁵³"	"阄"	"鬮"			"tɕiəɯ1"
1466	"tɕiəɯ⁵³"	"纠"	"糾"			"tɕiəɯ1"
1467	"tɕiəɯ⁵³"	"究"	"究"			"tɕiəɯ1"
1468	"tɕiəɯ⁴⁵"	"九"	"九"			"tɕiəɯ3"
1469	"tɕiəɯ⁴⁵"	"久"	"久"			"tɕiəɯ3"
1470	"tɕiəɯ⁴⁵"	"韭"	"韭"			"tɕiəɯ3"
1471	"tɕiəɯ⁴⁵"	"灸"	"灸"			"tɕiəɯ3"
1472	"tɕiəɯ⁴²³"	"救"	"救"			"tɕiəɯ5"
1473	"tɕʰiəɯ⁵³"	"丘"	"丘"			"tɕʰiəɯ1"
1474	"tɕʰiəɯ⁵³"	"蚯"	"蚯"			"tɕʰiəɯ1"
1475	"dʑiəɯ¹³"	"求"	"求"			"dʑiəɯ2"
1476	"dʑiəɯ¹³"	"球"	"球"			"dʑiəɯ2"
1477	"dʑiəɯ¹³"	"仇"	"仇"			"dʑiəɯ2"
1478	"dʑiəɯ²¹³"	"臼"	"臼"			"dʑiəɯ6"
1479	"dʑiəɯ²¹³"	"舅"	"舅"			"dʑiəɯ6"
1480	"dʑiəɯ²¹³"	"旧"	"舊"			"dʑiəɯ6"
1481	"dʑiəɯ²¹³"	"柩"	"柩"			"dʑiəɯ6"
1482	"ȵiəɯ¹³"	"牛"	"牛"			"ȵiəɯ2"
1483	"ȵiəɯ⁴⁵"	"纽"	"紐"			"ȵiəɯ3"
1484	"ȵiəɯ⁴⁵"	"扭"	"扭"			"ȵiəɯ3"
1485	"ȵiəɯ⁴⁵"	"钮"	"鈕"			"ȵiəɯ3"
1486	"ɕiəɯ⁵³"	"休"	"休"			"ɕiəɯ1"
1487	"ɕiəɯ⁴⁵"	"朽"	"朽"			"ɕiəɯ3"
1488	"ɕiəɯ⁴²³"	"嗅"	"嗅"			"ɕiəɯ5"
1489	"ɦiəɯ¹³"	"尤"	"尤"			"ɦiəɯ2"
1490	"ɦiəɯ¹³"	"邮"	"郵"			"ɦiəɯ2"
1491	"ɦiəɯ¹³"	"由"	"由"			"ɦiəɯ2"
1492	"ɦiəɯ¹³"	"油"	"油"			"ɦiəɯ2"
1493	"ɦiəɯ¹³"	"游"	"遊"			"ɦiəɯ2"
1494	"ɦiəɯ¹³"	"犹"	"猶"			"ɦiəɯ2"
1495	"ɦiəɯ²¹³"	"又"	"又"			"ɦiəɯ6"
1496	"ɦiəɯ²¹³"	"右"	"右"			"ɦiəɯ6"
1497	"ɦiəɯ²¹³"	"佑"	"佑"			"ɦiəɯ6"
1498	"ɦiəɯ²¹³"	"酉"	"酉"			"ɦiəɯ6"
1499	"ɦiəɯ²¹³"	"柚"	"柚"			"ɦiəɯ6"
1500	"ɦiəɯ²¹³"	"釉"	"釉"			"ɦiəɯ6"
1501	"iəɯ⁵³"	"优"	"優"			"iəɯ1"
1502	"iəɯ⁵³"	"忧"	"憂"			"iəɯ1"
1503	"iəɯ⁵³"	"悠"	"悠"			"iəɯ1"
1504	"iəɯ⁵³"	"幽"	"幽"			"iəɯ1"
1505	"iəɯ⁴⁵"	"有"	"有"			"iəɯ3"
1506	"iəɯ⁴⁵"	"友"	"友"			"iəɯ3"
1507	"iəɯ⁴⁵"	"莠"	"莠"			"iəɯ3"
1508	"iəɯ⁴⁵"	"诱"	"誘"			"iəɯ3"
1509	"iəɯ⁴²³"	"幼"	"幼"			"iəɯ5"
1510	"ɦər¹³"	"儿"	"兒"			"ɦər2"
1511	"ɦər¹³"	"而"	"而"			"ɦər2"
1512	"ər⁴⁵"	"尔"	"爾"			"ər3"
1513	"ər⁴⁵"	"耳"	"耳"			"ər3"
1514	"ər⁴⁵"	"饵"	"餌"			"ər3"
1515	"ər⁴⁵"	"尾"	"尾"			"ər3"
1516	"pæ⁵³"	"般"	"般"			"pæ1"
1517	"pæ⁵³"	"瓣"	"瓣"			"pæ1"
1518	"pæ⁵³"	"班"	"班"			"pæ1"
1519	"pæ⁵³"	"斑"	"斑"			"pæ1"
1520	"pæ⁵³"	"颁"	"頒"			"pæ1"
1521	"pæ⁵³"	"扳"	"扳"			"pæ1"
1522	"pæ⁵³"	"瘢"	"瘢"			"pæ1"
1523	"pæ⁵³"	"掰"	"掰"			"pæ1"
1524	"pæ⁴⁵"	"摆"	"擺"			"pæ3"
1525	"pæ⁴⁵"	"板"	"板"			"pæ3"
1526	"pæ⁴⁵"	"版"	"版"			"pæ3"
1527	"pæ⁴²³"	"拜"	"拜"			"pæ5"
1528	"pæ⁴²³"	"扮"	"扮"			"pæ5"
1529	"pæ⁴²³"	"绊"	"絆"			"pæ5"
1530	"pʰæ⁵³"	"攀"	"攀"			"pʰæ1"
1531	"pʰæ⁴²³"	"派"	"派"			"pʰæ5"
1532	"pʰæ⁴²³"	"盼"	"盼"			"pʰæ5"
1533	"pʰæ⁴²³"	"襻"	"襻"			"pʰæ5"
1534	"bæ¹³"	"排"	"排"			"bæ2"
1535	"bæ¹³"	"牌"	"牌"			"bæ2"
1536	"bæ¹³"	"篺"	"篺"			"bæ2"
1537	"bæ¹³"	"爿"	"爿"			"bæ2"
1538	"bæ²¹³"	"罢"	"罷"			"bæ6"
1539	"bæ²¹³"	"稗"	"稗"			"bæ6"
1540	"bæ²¹³"	"败"	"敗"			"bæ6"
1541	"bæ²¹³"	"办"	"辦"			"bæ6"
1542	"mæ¹³"	"埋"	"埋"			"mæ2"
1543	"mæ¹³"	"蛮"	"蠻"			"mæ2"
1544	"mæ⁴⁵"	"买"	"買"			"mæ3"
1545	"mæ²¹³"	"漫"	"漫"			"mæ6"
1546	"mæ²¹³"	"卖"	"賣"			"mæ6"
1547	"mæ²¹³"	"迈"	"邁"			"mæ6"
1548	"mæ²¹³"	"慢"	"慢"			"mæ6"
1549	"mæ²¹³"	"蔓"	"蔓"			"mæ6"
1550	"mæ²¹³"	"曼"	"曼"			"mæ6"
1551	"fæ⁵³"	"泛"	"泛"			"fæ1"
1552	"fæ⁵³"	"藩"	"藩"			"fæ1"
1553	"fæ⁵³"	"翻"	"翻"			"fæ1"
1554	"fæ⁵³"	"番"	"番"			"fæ1"
1555	"fæ⁴⁵"	"反"	"反"			"fæ3"
1556	"fæ⁴⁵"	"返"	"返"			"fæ3"
1557	"fæ⁴²³"	"贩"	"販"			"fæ5"
1558	"væ¹³"	"凡"	"凡"			"væ2"
1559	"væ¹³"	"帆"	"帆"			"væ2"
1560	"væ¹³"	"烦"	"煩"			"væ2"
1561	"væ¹³"	"繁"	"繁"			"væ2"
1562	"væ¹³"	"矾"	"礬"			"væ2"
1563	"væ²¹³"	"范"	"範"			"væ6"
1564	"væ²¹³"	"犯"	"犯"			"væ6"
1565	"væ²¹³"	"饭"	"飯"			"væ6"
1566	"væ²¹³"	"万"	"萬"			"væ6"
1567	"tæ⁵³"	"呆"	"呆"			"tæ1"
1568	"tæ⁵³"	"耽"	"耽"			"tæ1"
1569	"tæ⁵³"	"担"	"擔"			"tæ1"
1570	"tæ⁵³"	"丹"	"丹"			"tæ1"
1571	"tæ⁵³"	"单"	"單"			"tæ1"
1572	"tæ⁵³"	"旦"	"旦"			"tæ1"
1573	"tæ⁴⁵"	"胆"	"膽"			"tæ3"
1574	"tæ⁴⁵"	"掸"	"撣"			"tæ3"
1575	"tæ⁴⁵"	"疸"	"疸"			"tæ3"
1576	"tæ⁴²³"	"带"	"帶"			"tæ5"
1577	"tæ⁴²³"	"戴"	"戴"			"tæ5"
1578	"tæ⁴²³"	"担"	"擔"			"tæ5"
1579	"tʰæ⁵³"	"胎"	"胎"			"tʰæ1"
1580	"tʰæ⁵³"	"坍"	"坍"			"tʰæ1"
1581	"tʰæ⁵³"	"滩"	"灘"			"tʰæ1"
1582	"tʰæ⁵³"	"摊"	"攤"			"tʰæ1"
1583	"tʰæ⁵³"	"瘫"	"癱"			"tʰæ1"
1584	"tʰæ⁴⁵"	"毯"	"毯"			"tʰæ3"
1585	"tʰæ⁴⁵"	"坦"	"坦"			"tʰæ3"
1586	"tʰæ⁴²³"	"态"	"態"			"tʰæ5"
1587	"tʰæ⁴²³"	"太"	"太"			"tʰæ5"
1588	"tʰæ⁴²³"	"泰"	"泰"			"tʰæ5"
1589	"tʰæ⁴²³"	"炭"	"炭"			"tʰæ5"
1590	"tʰæ⁴²³"	"叹"	"嘆"			"tʰæ5"
1591	"dæ¹³"	"台"	"臺"			"dæ2"
1592	"dæ¹³"	"苔"	"苔"			"dæ2"
1593	"dæ¹³"	"抬"	"抬"			"dæ2"
1594	"dæ¹³"	"谈"	"談"			"dæ2"
1595	"dæ¹³"	"痰"	"痰"			"dæ2"
1596	"dæ¹³"	"檀"	"檀"			"dæ2"
1597	"dæ¹³"	"坛"	"壇"			"dæ2"
1598	"dæ¹³"	"弹"	"彈"			"dæ2"
1599	"dæ²¹³"	"贷"	"貸"			"dæ6"
1600	"dæ²¹³"	"待"	"待"			"dæ6"
1601	"dæ²¹³"	"怠"	"怠"			"dæ6"
1602	"dæ²¹³"	"殆"	"殆"			"dæ6"
1603	"dæ²¹³"	"代"	"代"			"dæ6"
1604	"dæ²¹³"	"袋"	"袋"			"dæ6"
1605	"dæ²¹³"	"逮"	"逮"			"dæ6"
1606	"dæ²¹³"	"大"	"大"			"dæ6"
1607	"dæ²¹³"	"淡"	"淡"			"dæ6"
1608	"dæ²¹³"	"但"	"但"			"dæ6"
1609	"dæ²¹³"	"弹"	"彈"			"dæ6"
1610	"næ¹³"	"难"	"難"			"næ2"
1611	"næ⁴⁵"	"乃"	"乃"			"næ3"
1612	"næ⁴⁵"	"奶"	"奶"			"næ3"
1613	"næ⁴²³"	"耐"	"耐"			"næ5"
1614	"næ⁴²³"	"奈"	"奈"			"næ5"
1615	"næ⁴²³"	"难"	"難"			"næ5"
1616	"læ¹³"	"来"	"來"			"læ2"
1617	"læ¹³"	"蓝"	"藍"			"læ2"
1618	"læ¹³"	"篮"	"籃"			"læ2"
1619	"læ¹³"	"兰"	"蘭"			"læ2"
1620	"læ¹³"	"拦"	"攔"			"læ2"
1621	"læ¹³"	"栏"	"欄"			"læ2"
1622	"læ⁴⁵"	"览"	"覽"			"læ3"
1623	"læ⁴⁵"	"揽"	"攬"			"læ3"
1624	"læ⁴⁵"	"榄"	"欖"			"læ3"
1625	"læ⁴⁵"	"懒"	"懶"			"læ3"
1626	"læ²¹³"	"赖"	"賴"			"læ6"
1627	"læ²¹³"	"滥"	"濫"			"læ6"
1628	"læ²¹³"	"缆"	"纜"			"læ6"
1629	"læ²¹³"	"烂"	"爛"			"læ6"
1630	"tsæ⁵³"	"簪"	"簪"			"tsæ1"
1631	"tsæ⁵³"	"灾"	"災"			"tsæ1"
1632	"tsæ⁵³"	"栽"	"栽"			"tsæ1"
1633	"tsæ⁵³"	"斋"	"齋"			"tsæ1"
1634	"tsæ⁵³"	"錾"	"鏨"			"tsæ1"
1635	"tsæ⁴⁵"	"宰"	"宰"			"tsæ3"
1636	"tsæ⁴⁵"	"载"	"載"			"tsæ3"
1637	"tsæ⁴⁵"	"崽"	"崽"			"tsæ3"
1638	"tsæ⁴⁵"	"斩"	"斬"			"tsæ3"
1639	"tsæ⁴⁵"	"盏"	"盞"			"tsæ3"
1640	"tsæ⁴²³"	"再"	"再"			"tsæ5"
1641	"tsæ⁴²³"	"载"	"載"			"tsæ5"
1642	"tsæ⁴²³"	"债"	"債"			"tsæ5"
1643	"tsæ⁴²³"	"寨"	"寨"			"tsæ5"
1644	"tsæ⁴²³"	"淬"	"淬"			"tsæ5"
1645	"tsæ⁴²³"	"蘸"	"蘸"			"tsæ5"
1646	"tsæ⁴²³"	"赞"	"贊"			"tsæ5"
1647	"tsæ⁴²³"	"濽"	"濽"			"tsæ5"
1648	"tsʰæ⁵³"	"猜"	"猜"			"tsʰæ1"
1649	"tsʰæ⁵³"	"搀"	"攙"			"tsʰæ1"
1650	"tsʰæ⁴⁵"	"彩"	"彩"			"tsʰæ3"
1651	"tsʰæ⁴⁵"	"采"	"採"			"tsʰæ3"
1652	"tsʰæ⁴⁵"	"睬"	"睬"			"tsʰæ3"
1653	"tsʰæ⁴⁵"	"铲"	"鏟"			"tsʰæ3"
1654	"tsʰæ⁴⁵"	"产"	"產"			"tsʰæ3"
1655	"tsʰæ⁴²³"	"灿"	"燦"			"tsʰæ5"
1656	"tsʰæ⁴²³"	"菜"	"菜"			"tsʰæ5"
1657	"tsʰæ⁴²³"	"蔡"	"蔡"			"tsʰæ5"
1658	"tsʰæ⁴²³"	"忏"	"懺"			"tsʰæ5"
1659	"dzæ¹³"	"残"	"殘"			"dzæ2"
1660	"dzæ¹³"	"才"	"才"			"dzæ2"
1661	"dzæ¹³"	"材"	"材"			"dzæ2"
1662	"dzæ¹³"	"财"	"財"			"dzæ2"
1663	"dzæ¹³"	"裁"	"裁"			"dzæ2"
1664	"dzæ¹³"	"豺"	"豺"			"dzæ2"
1665	"dzæ¹³"	"惭"	"慚"			"dzæ2"
1666	"dzæ²¹³"	"溅"	"濺"			"dzæ6"
1667	"dzæ²¹³"	"在"	"在"			"dzæ6"
1668	"dzæ²¹³"	"暂"	"暫"			"dzæ6"
1669	"dzæ²¹³"	"站"	"站"			"dzæ6"
1670	"dzæ²¹³"	"赚"	"賺"			"dzæ6"
1671	"dzæ²¹³"	"绽"	"綻"			"dzæ6"
1672	"dzæ²¹³"	"栈"	"棧"			"dzæ6"
1673	"sæ⁵³"	"珊"	"珊"			"sæ1"
1674	"sæ⁵³"	"腮"	"腮"			"sæ1"
1675	"sæ⁵³"	"鳃"	"鰓"			"sæ1"
1676	"sæ⁵³"	"筛"	"篩"			"sæ1"
1677	"sæ⁵³"	"衰"	"衰"			"sæ1"
1678	"sæ⁵³"	"三"	"三"			"sæ1"
1679	"sæ⁵³"	"杉"	"杉"			"sæ1"
1680	"sæ⁵³"	"衫"	"衫"			"sæ1"
1681	"sæ⁵³"	"山"	"山"			"sæ1"
1682	"sæ⁵³"	"删"	"刪"			"sæ1"
1683	"sæ⁵³"	"疝"	"疝"			"sæ1"
1684	"sæ⁵³"	"闩"	"閂"			"sæ1"
1685	"sæ⁵³"	"拴"	"拴"			"sæ1"
1686	"sæ⁵³"	"栓"	"栓"			"sæ1"
1687	"sæ⁵³"	"栅"	"柵"			"sæ1"
1688	"sæ⁴⁵"	"散"	"散"			"sæ3"
1689	"sæ⁴⁵"	"伞"	"傘"			"sæ3"
1690	"sæ⁴⁵"	"撒"	"撒"			"sæ3"
1691	"sæ⁴⁵"	"洒"	"灑"			"sæ3"
1692	"sæ⁴²³"	"散"	"散"			"sæ5"
1693	"sæ⁴²³"	"赛"	"賽"			"sæ5"
1694	"sæ⁴²³"	"晒"	"曬"			"sæ5"
1695	"sæ⁴²³"	"帅"	"帥"			"sæ5"
1696	"sæ⁴²³"	"率"	"率"			"sæ5"
1697	"zæ¹³"	"柴"	"柴"			"zæ2"
1698	"zæ¹³"	"佘"	"佘"			"zæ2"
1699	"zæ¹³"	"谗"	"讒"			"zæ2"
1700	"zæ¹³"	"馋"	"饞"			"zæ2"
1701	"kæ⁵³"	"家"	"家"			"kæ1"
1702	"kæ⁵³"	"该"	"該"			"kæ1"
1703	"kæ⁵³"	"阶"	"階"			"kæ1"
1704	"kæ⁵³"	"尴"	"尷"			"kæ1"
1705	"kæ⁵³"	"街"	"街"			"kæ1"
1706	"kæ⁵³"	"监"	"監"			"kæ1"
1707	"kæ⁵³"	"间"	"間"			"kæ1"
1708	"kæ⁵³"	"胛"	"胛"			"kæ1"
1709	"kæ⁴⁵"	"改"	"改"			"kæ3"
1710	"kæ⁴⁵"	"解"	"解"			"kæ3"
1711	"kæ⁴⁵"	"减"	"減"			"kæ3"
1712	"kæ⁴⁵"	"碱"	"鹼"			"kæ3"
1713	"kæ⁴⁵"	"裥"	"襉"			"kæ3"
1714	"kæ⁴⁵"	"拣"	"揀"			"kæ3"
1715	"kæ⁴²³"	"概"	"概"			"kæ5"
1716	"kæ⁴²³"	"溉"	"溉"			"kæ5"
1717	"kæ⁴²³"	"盖"	"蓋"			"kæ5"
1718	"kæ⁴²³"	"丐"	"丐"			"kæ5"
1719	"kæ⁴²³"	"界"	"界"			"kæ5"
1720	"kæ⁴²³"	"芥"	"芥"			"kæ5"
1721	"kæ⁴²³"	"疥"	"疥"			"kæ5"
1722	"kæ⁴²³"	"戒"	"戒"			"kæ5"
1723	"kæ⁴²³"	"痂"	"痂"			"kæ5"
1724	"kʰæ⁵³"	"铅"	"鉛"			"kʰæ1"
1725	"kʰæ⁵³"	"开"	"開"			"kʰæ1"
1726	"kʰæ⁵³"	"楷"	"楷"			"kʰæ1"
1727	"kʰæ⁵³"	"揩"	"揩"			"kʰæ1"
1728	"kʰæ⁴⁵"	"凯"	"凱"			"kʰæ3"
1729	"kʰæ⁴²³"	"慨"	"慨"			"kʰæ5"
1730	"kʰæ⁴²³"	"嵌"	"嵌"			"kʰæ5"
1731	"ɡæ²¹³"	"骱"	"骱"			"ɡæ6"
1732	"ŋæ¹³"	"呆"	"呆"			"ŋæ2"
1733	"ŋæ¹³"	"癌"	"癌"			"ŋæ2"
1734	"ŋæ¹³"	"岩"	"岩"			"ŋæ2"
1735	"ŋæ¹³"	"衔"	"銜"			"ŋæ2"
1736	"ŋæ¹³"	"颜"	"顏"			"ŋæ2"
1737	"ŋæ⁴⁵"	"眼"	"眼"			"ŋæ3"
1738	"ŋæ⁴²³"	"雁"	"雁"			"ŋæ5"
1739	"ŋæ²¹³"	"碍"	"礙"			"ŋæ6"
1740	"ŋæ²¹³"	"艾"	"艾"			"ŋæ6"
1741	"ŋæ²¹³"	"外"	"外"			"ŋæ6"
1742	"hæ⁴⁵"	"海"	"海"			"hæ3"
1743	"hæ⁴⁵"	"蟹"	"蟹"			"hæ3"
1744	"hæ⁴²³"	"喊"	"喊"			"hæ5"
1745	"hæ⁴²³"	"苋"	"莧"			"hæ5"
1746	"ɦʰæ¹³"	"孩"	"孩"			"ɦʰæ2"
1747	"ɦʰæ¹³"	"鞋"	"鞋"			"ɦʰæ2"
1748	"ɦʰæ¹³"	"衔"	"銜"			"ɦʰæ2"
1749	"ɦʰæ¹³"	"咸"	"咸"			"ɦʰæ2"
1750	"ɦʰæ¹³"	"闲"	"閒"			"ɦʰæ2"
1751	"ɦʰæ²¹³"	"亥"	"亥"			"ɦʰæ6"
1752	"ɦʰæ²¹³"	"害"	"害"			"ɦʰæ6"
1753	"ɦʰæ²¹³"	"骇"	"駭"			"ɦʰæ6"
1754	"ɦʰæ²¹³"	"馅"	"餡"			"ɦʰæ6"
1755	"ɦʰæ²¹³"	"限"	"限"			"ɦʰæ6"
1756	"æ⁵³"	"淹"	"淹"			"æ1"
1757	"æ⁵³"	"哀"	"哀"			"æ1"
1758	"æ⁵³"	"埃"	"埃"			"æ1"
1759	"æ⁵³"	"挨"	"挨"			"æ1"
1760	"æ⁴⁵"	"矮"	"矮"			"æ3"
1761	"æ⁴²³"	"爱"	"愛"			"æ5"
1762	"kuæ⁵³"	"鳏"	"鰥"			"kuæ1"
1763	"kuæ⁵³"	"乖"	"乖"			"kuæ1"
1764	"kuæ⁵³"	"关"	"關"			"kuæ1"
1765	"kuæ⁴⁵"	"拐"	"拐"			"kuæ3"
1766	"kuæ⁴²³"	"怪"	"怪"			"kuæ5"
1767	"kuæ⁴²³"	"惯"	"慣"			"kuæ5"
1768	"kʰuæ⁴²³"	"筷"	"筷"			"kʰuæ5"
1769	"kʰuæ⁴²³"	"快"	"快"			"kʰuæ5"
1770	"ɡuæ¹³"	"环"	"環"			"ɡuæ2"
1771	"ɡuæ²¹³"	"掼"	"摜"			"ɡuæ6"
1772	"huæ⁵³"	"歪"	"歪"			"huæ1"
1773	"huæ⁴²³"	"甩"	"甩"			"huæ5"
1774	"ɦuæ¹³"	"怀"	"懷"			"ɦuæ2"
1775	"ɦuæ¹³"	"槐"	"槐"			"ɦuæ2"
1776	"ɦuæ¹³"	"淮"	"淮"			"ɦuæ2"
1777	"ɦuæ¹³"	"顽"	"頑"			"ɦuæ2"
1778	"ɦuæ¹³"	"还"	"還"			"ɦuæ2"
1779	"ɦuæ²¹³"	"外"	"外"			"ɦuæ6"
1780	"ɦuæ²¹³"	"坏"	"壞"			"ɦuæ6"
1781	"ɦuæ²¹³"	"幻"	"幻"			"ɦuæ6"
1782	"ɦuæ²¹³"	"患"	"患"			"ɦuæ6"
1783	"ɦuæ²¹³"	"宦"	"宦"			"ɦuæ6"
1784	"uæ⁵³"	"弯"	"彎"			"uæ1"
1785	"uæ⁵³"	"湾"	"灣"			"uæ1"
1786	"uæ⁵³"	"歪"	"歪"			"uæ1"
1787	"uæ⁴⁵"	"晚"	"晚"			"uæ3"
1788	"uæ⁴⁵"	"挽"	"挽"			"uæ3"
1789	"pɑ⁵³"	"巴"	"巴"			"pɑ1"
1790	"pɑ⁴⁵"	"把"	"把"			"pɑ3"
1791	"bɑ²¹³"	"吧"	"吧"			"bɑ6"
1792	"tɑ⁴⁵"	"打"	"打"			"tɑ3"
1793	"tʰɑ⁵³"	"他"	"他"			"tʰɑ1"
