cid	character	initial	final	tone	note
1	多	t	uə	42	
2	拖	th	uə	42	
3	大	t	a	13	
4	锣	l	uə	53	
5	左	ts	uə	354	
6	歌	k	ə	42	
7	个	k	ə	13	
8	可	kh	ə	354	
9	鹅	∅	ə	53	
10	饿	∅	ə	13	
11	河	x	ə	53	
12	茄	tɕh	iɛ	53	
13	破	ph	ə	13	
14	婆	ph	ə	53	
15	磨	m	ə	13	
16	磨	m	ə	13	
17	躲	t	uə	354	
18	螺	l	uə	53	
19	坐	ts	uə	13	
20	锁	s	uə	354	
21	果	k	uə	354	
22	过	k	uə	13	
23	课	kh	uə	13	
24	火	x	uə	354	
25	货	x	uə	13	
26	祸	x	uə	13	
27	靴	ɕ	yə	42	
28	把	p	a	13	
29	爬	ph	a	53	
30	马	m	a	354	
31	骂	m	a	13	
32	茶	tʂh	a	53	
33	沙	ʂ	a	42	
34	假	tɕ	ia	354	
35	嫁	tɕ	ia	13	
36	牙	∅	ia	53	
37	虾	ɕ	ia	42	
38	下	x	a	13	
39	夏	ɕ	ia	13	
40	哑	∅	ia	354	
41	姐	tɕ	iɛ	354	
42	借	tɕ	iɛ	13	
43	写	ɕ	iɛ	354	
44	斜	ɕ	iɛ	53	
45	谢	ɕ	iɛ	13	
46	车	tʂh	ə	42	
47	蛇	ʂ	ə	53	
48	射	ʂ	ə	13	
49	爷	∅	iɛ	53	
50	野	∅	iɛ	354	
51	夜	∅	iɛ	13	
52	瓜	k	ua	42	
53	瓦	v	a	354	
54	花	x	ua	42	
55	化	x	ua	13	
56	华	x	ua	42	
57	谱	ph	u	354	
58	布	p	u	13	
59	铺	ph	u	13	
60	簿	p	u	13	
61	步	p	u	13	
62	赌	t	u	354	
63	土	th	u	354	
64	图	th	u	53	
65	杜	t	u	13	
66	奴	n	u	53	
67	路	l	u	13	
68	租	ts	u	42	
69	做	ts	u	13	
70	错	tsh	uə	13	
71	箍	k	u	42	
72	古	k	u	354	
73	苦	kh	u	354	
74	裤	kh	u	13	
75	吴	v	u	53	
76	五	v	u	354	
77	虎	x	u	354	
78	壶	x	u	53	
79	户	x	u	13	
80	乌	v	u	42	
81	女	ȵ	y	53	
82	吕	l	y	53	
83	徐	ɕ	y	53	
84	猪	pf	u	42	
85	除	pfh	u	53	
86	初	pfh	u	42	
87	锄	pfh	u	53	
88	所	f	ə	354	
89	书	f	u	42	
90	鼠	pfh	u	354	
91	如	v	u	13	
92	举	tɕ	y	53	
93	锯	tɕ	y	13	
94	去	tɕh	i	13	
95	渠	tɕh	y	53	
96	鱼	∅	y	53	
97	许	ɕ	y	354	
98	余	∅	y	53	
99	府	f	u	354	
100	付	f	u	13	
101	父	f	u	13	
102	武	v	u	53	
103	雾	v	u	13	
104	取	tɕh	y	354	
105	柱	pf	u	13	
106	住	pf	u	13	
107	数	f	u	354	
108	数	f	u	13	
109	主	pf	u	354	
110	输	f	u	13	
111	竖	f	u	13	
112	树	f	u	13	
113	句	tɕ	y	13	
114	区	tɕh	y	42	
115	遇	∅	y	13	
116	雨	∅	y	354	
117	芋	∅	y	53	
118	裕	∅	y	13	
119	胎	th	ɛ	42	
120	台	th	ɛ	53	
121	袋	t	ɛ	13	
122	来	l	ɛ	53	
123	菜	tsh	ɛ	13	
124	财	tsh	ɛ	53	
125	该	k	ɛ	42	
126	改	k	ɛ	354	
127	开	kh	ɛ	42	
128	海	x	ɛ	354	
129	爱	∅	ɛ	13	
130	贝	p	ei	42	
131	带	t	ɛ	13	
132	盖	k	ɛ	13	
133	害	x	ɛ	354	
134	拜	p	ɛ	13	
135	排	ph	ɛ	53	
136	埋	m	ei	53	
137	戒	tɕ	iɛ	13	
138	摆	p	ɛ	354	
139	派	ph	ɛ	13	
140	牌	ph	ɛ	53	
141	买	m	ɛ	354	
142	卖	m	ɛ	13	
143	柴	tʂh	ɛ	53	
144	晒	ʂ	ɛ	13	
145	街	k	ɛ	42	
146	解	k	ɛ	354	
147	鞋	x	ɛ	53	
148	蟹	ɕ	iɛ	13	
149	矮	∅	ɛ	354	
150	败	p	ɛ	13	
151	币	p	i	13	
152	制	tʂ	ʅ	13	
153	世	ʂ	ʅ	13	
154	艺	∅	i	53	
155	米	m	i	354	
156	低	t	i	42	
157	梯	th	i	42	
158	剃	th	i	13	
159	弟	t	i	13	
160	递	t	i	13	
161	泥	ȵ	i	53	
162	犁	l	i	53	
163	西	ɕ	i	42	
164	洗	ɕ	i	354	
165	鸡	tɕ	i	42	
166	溪	ɕ	i	42	
167	契	tɕh	i	13	
168	系	ɕ	i	53	
169	杯	p	ei	42	
170	配	ph	ei	13	
171	赔	ph	ei	53	
172	背	p	ei	13	
173	煤	m	ei	53	
174	妹	m	ei	13	
175	对	t	uei	13	
176	雷	l	uei	53	
177	罪	ts	uei	13	
178	碎	s	uei	13	
179	灰	x	uei	42	
180	回	x	uei	53	
181	外	v	ɛ	13	
182	会	x	uei	13	
183	怪	k	uɛ	13	
184	块	kh	uɛ	354	
185	怀	x	uɛ	53	
186	坏	x	uɛ	13	
187	拐	k	uɛ	53	
188	挂	k	ua	13	
189	歪	v	ɛ	42	
190	画	x	ua	13	
191	快	kh	uɛ	13	
192	话	x	ua	13	
193	岁	s	uei	13	
194	卫	v	ei	53	
195	肺	f	ei	13	
196	桂	k	uei	13	
197	碑	p	ei	42	
198	皮	ph	i	53	
199	被	p	ei	13	
200	紫	ts	ɿ	354	
201	刺	tsh	ɿ	13	
202	知	tʂ	ʅ	42	
203	池	tʂ	ʅ	53	
204	纸	ts	ʅ	354	
205	儿	∅	a	53	
206	寄	tɕ	i	13	
207	骑	tɕh	i	53	
208	蚁	∅	i	13	
209	义	∅	i	13	
210	戏	ɕ	i	13	
211	移	∅	i	53	
212	比	p	i	354	
213	屁	ph	i	13	
214	鼻	p	i	53	
215	眉	m	i	53	
216	地	t	i	13	
217	梨	l	i	53	
218	资	ts	ɿ	42	
219	死	s	ɿ	354	
220	四	s	ɿ	13	
221	迟	tʂh	ʅ	53	
222	师	ʂ	ʅ	42	
223	指	tʂ	ʅ	354	
224	二	∅	a	13	
225	饥	tɕ	i	42	
226	器	tɕh	i	13	
227	姨	∅	i	53	
228	李	l	i	354	
229	子	ts	ɿ	354	
230	字	ts	ɿ	13	
231	丝	s	ɿ	42	
232	祠	tsh	ɿ	53	
233	寺	s	ɿ	13	
234	治	tʂ	ʅ	13	
235	柿	ʂ	ʅ	13	
