"拼音"	"IPA"	"調號"	"單字"
"ni"	"ni"	6	"例厉荔利痢吏虑滤类泪"
"ni"	"ni"	7	"立"
"zi"	"tsi"	3	"挤嘴"
"zi"	"tsi"	5	"祭际济剂最醉"
"zi"	"tsi"	7	"即鲫积迹脊=绩集辑疾籍藉[狼～]"
"ci"	"tsʰi"	1	"妻蛆趋"
"ci"	"tsʰi"	3	"取"
"ci"	"tsʰi"	5	"砌娶趣翠粹骤"
"ci"	"tsʰi"	7	"七漆膝戚寂"
"zi"	"dzi"	2	"徐齐脐荠随"
"zi"	"dzi"	6	"序叙绪聚遂隧-坠"
"si"	"si"	1	"西犀须[必～]鬚[胡～]需虽绥"
"si"	"si"	3	"洗玺徙髓"
"si"	"si"	5	"细岁-"
"si"	"si"	7	"悉息熄媳惜昔锡=析戌恤习袭席夕壻"
"gi"	"ci"	1	"鸡稽飢[～饿]饑[～荒]肌几[茶～]基机讥屐"
"gi"	"ci"	3	"己纪杞[枸～子]幾[～乎；～个]"
"gi"	"ci"	5	"计继繫[～鞋带]寄冀记旣季"
"gi"	"ci"	7	"髻急级给吸吉戟击激"
"ki"	"cʰi"	1	"欺"
"ki"	"cʰi"	3	"启起杞[～人忧天]岂"
"ki"	"cʰi"	5	"契[～约]器弃气汽去-讫及极"
"ki"	"cʰi"	7	"乞喫=[～饭]"
"gi"	"ɟi"	2	"奇骑岐祁其棋期旗祈"
"gi"	"ɟi"	6	"徛[立]技妓忌"
"xi"	"çi"	1	"溪奚兮牺嬉熙希稀"
"xi"	"çi"	3	"喜"
"xi"	"çi"	5	"戏"
"xi"	"çi"	7	"泣"
"xi"	"ʝi"	2	"携"
"xi"	"ʝi"	6	"系[～统]繫[联～]係[关～]"
"i"	"i"	1	"伊医矣衣依倚"
"i"	"i"	2	"移夷姨饴遗"
"i"	"i"	3	"椅已以"
"i"	"i"	5	"意忆亿缢"
"i"	"i"	6	"易[难～]异"
"i"	"i"	7	"揖[作～]噎[～住了]一抑益日逸翼亦译易[交～]液腋"
"bu"	"pu"	3	"补"
"bu"	"pu"	5	"簸[～一～]布佈怖卜"
"bu"	"pu"	7	"不"
"pu"	"pʰu"	1	"铺[～设]"
"pu"	"pʰu"	3	"谱普浦捕甫辅"
"pu"	"pʰu"	5	"铺[店～]"
"bu"	"bu"	2	"蒲菩脯[胸～]"
"bu"	"bu"	6	"部簿步埠"
"fu"	"ɸu"	1	"夫肤敷俘孵麸"
"fu"	"ɸu"	3	"府腑俯斧抚釜腐虎浒"
"fu"	"ɸu"	5	"付赋傅赴讣富副妇=户=戽[～水]互=护=斛服伏栿[梁]"
"fu"	"ɸu"	7	"彿[彷～]福幅蝠腹覆[反～]復[～原；～兴]佛勿忽"
"fu"	"βu"	2	"符扶芙胡[～琴]鬍[～鬚]葫[～芦]湖狐壶呼乎"
"fu"	"βu"	6	"父附妇-负户-沪互-护-瓠[～瓜]"
"gu"	"ku"	1	"姑孤箍估锅-"
"gu"	"ku"	3	"古牯股鼓"
"gu"	"ku"	5	"故固雇顾过-"
"gu"	"ku"	7	"骨谷[山～]穀[～子]酷"
"ku"	"kʰu"	1	"枯窠-窟"
"ku"	"kʰu"	3	"苦"
"ku"	"kʰu"	5	"库裤"
"ku"	"kʰu"	7	"哭"
"u"	"u"	1	"乌坞污沃"
"u"	"u"	2	"吴蜈[～蚣]吾梧无诬禾"
"u"	"u"	3	"五伍午武舞鹉"
"u"	"u"	6	"误悟侮务雾戊"
"u"	"u"	7	"物握屋"
"dy"	"tʯ"	1	"猪诸诛蛛株朱朱珠居车[～马炮]俱"
"dy"	"tʯ"	3	"煑举主矩"
"dy"	"tʯ"	5	"著[显～]驻注[～解；灌～]蛀铸据锯=拘驹句剧[～烈；戏～]局-"
"dy"	"tʯ"	7	"橘局="
"ty"	"tʰʯ"	1	"枢区驱吹-"
"ty"	"tʰʯ"	3	"处[相～]杵"
"ty"	"tʰʯ"	5	"处[～所]去=屈"
"ty"	"tʰʯ"	7	"出"
"dy"	"dʯ"	2	"除储薯渠厨瞿槌-锤-"
"dy"	"dʯ"	6	"苎柱住巨拒距具惧柜-[大的]"
"ny"	"ɳʯ"	2	"愚虞"
"ny"	"ɳʯ"	3	"女语"
"ny"	"ɳʯ"	5	"寓="
"ny"	"ɳʯ"	6	"遇寓-"
"sry"	"ʂʯ"	1	"书舒输墟虚嘘"
"sry"	"ʂʯ"	2	"殊"
"sry"	"ʂʯ"	3	"暑鼠黍许水"
"sry"	"ʂʯ"	5	"絮-庶恕署戍税-述朮[白～]术[算～]"
"sry"	"ʂʯ"	6	"竖树瑞-"
"y"	"ʯ"	1	"如鱼渔淤於余[姓]餘[多～]儒虞[又]娱吁[呼～]迂于盂榆逾愉"
"y"	"ʯ"	2	"乳雨宇禹羽蕊"
"y"	"ʯ"	3	"御[防～]誉裕=喂-[饲]域疫役玉"
"y"	"ʯ"	5	"御[～用]与[及，给与]预豫愈芋喻裕-"
"y"	"ʯ"	7	"入"
"dw"	"tɯ"	1	"都"
"dw"	"tɯ"	3	"堵赌肚[鱼～，腹～]"
"dw"	"tɯ"	7	"读"
"tw"	"tʰɯ"	3	"土吐[～痰，呕～]"
"tw"	"tʰɯ"	5	"兔"
"tw"	"tʰɯ"	7	"秃"
"dw"	"dɯ"	2	"徒屠途涂图"
"dw"	"dɯ"	6	"杜镀"
"nw"	"nɯ"	2	"奴卢炉芦鸬庐驴"
"nw"	"nɯ"	3	"努鲁橹虏卤"
"nw"	"nɯ"	6	"怒路露鹭[～鸶]"
"nw"	"nɯ"	7	"鹿禄六陆绿录"
"zw"	"tsɯ"	1	"租"
"zw"	"tsɯ"	3	"祖组阻"
"zw"	"tsɯ"	5	"做"
"zw"	"tsɯ"	7	"卒[兵～]足"
"cw"	"tsʰɯ"	1	"粗初"
"cw"	"tsʰɯ"	3	"楚础"
"cw"	"tsʰɯ"	5	"醋族"
"cw"	"tsʰɯ"	7	"猝促"
"zw"	"dzɯ"	2	"锄"
"zw"	"dzɯ"	6	"助"
"sw"	"sɯ"	1	"苏酥梳疏蔬"
"sw"	"sɯ"	3	"数[～一～]"
"sw"	"sɯ"	5	"素诉嗉数[～目]嗽[咳～]漱[～口]"
"sw"	"sɯ"	7	"肃宿缩俗续"
"diw"	"tjɯ"	1	"丢都[又]周舟州洲"
"diw"	"tjɯ"	3	"堵[又]肚[又，鱼～，腹～]肘帚"
"diw"	"tjɯ"	5	"昼咒"
"diw"	"tjɯ"	7	"独读牍犊笃督毒竹筑祝粥烛嘱"
"tiw"	"tʰjɯ"	1	"抽"
"tiw"	"tʰjɯ"	3	"土[又]吐[又，～痰，呕～]醜[～陋]丑[子～]"
"tiw"	"tʰjɯ"	5	"兔[又]臭"
"tiw"	"tʰjɯ"	7	"突[又]畜[～牲；～牧]逐轴触"
"diw"	"djɯ"	2	"徒[又]屠[又]途[又]涂[又]图[又]绸稠筹仇酬"
"diw"	"djɯ"	6	"杜[又]度渡纣宙售"
"niw"	"njɯ"	2	"奴[又]卢[又]炉[又]芦[又]鸬[又]庐[又]驴[又]流刘留榴硫琉[～璃]"
"niw"	"njɯ"	3	"努[又]鲁[又]橹[又]虏[又]卤[又]柳"
"niw"	"njɯ"	5	"溜"
"niw"	"njɯ"	6	"怒[又]路[又]露[又]鹭[～鸶，又]"
"niw"	"njɯ"	7	"鹿[又]禄[又]六[又]陆[又]绿[又]录[又]"
"ziw"	"tsjɯ"	1	"揪"
"ziw"	"tsjɯ"	3	"酒"
"ciw"	"tsʰjɯ"	1	"锹[又]秋[～天]鞦[～韆]"
"ziw"	"dzjɯ"	2	"囚泅"
"ziw"	"dzjɯ"	6	"就"
"siw"	"sjɯ"	1	"修羞收"
"siw"	"sjɯ"	3	"手首守"
"siw"	"sjɯ"	5	"秀绣锈袖兽熟赎蜀属"
"siw"	"sjɯ"	7	"叔淑粟"
"giw"	"cjɯ"	1	"鸠纠[～缠；～正]"
"giw"	"cjɯ"	3	"九久韭"
"giw"	"cjɯ"	5	"咎救究柩"
"giw"	"cjɯ"	7	"菊掬"
"kiw"	"cʰjɯ"	1	"丘"
"kiw"	"cʰjɯ"	7	"麯[酒～]曲[～折；歌～]束"
"giw"	"ɟjɯ"	2	"求球"
"giw"	"ɟjɯ"	6	"臼舅旧"
"ngiw"	"ɲjɯ"	2	"牛"
"ngiw"	"ɲjɯ"	3	"纽扭诱"
"xiw"	"çjɯ"	1	"休"
"xiw"	"çjɯ"	3	"朽"
"xiw"	"çjɯ"	5	"嗅[～觉]"
"xiw"	"çjɯ"	7	"蓄[储～]"
"xiw"	"ʝjɯ"	6	"受寿授"
"iw"	"jɯ"	1	"忧优悠幽"
"iw"	"jɯ"	2	"尤邮由油游犹柔揉"
"iw"	"jɯ"	3	"有友酉"
"iw"	"jɯ"	5	"佑柚釉=幼郁育"
"iw"	"jɯ"	6	"又右釉-"
"iw"	"jɯ"	7	"狱欲浴肉辱褥"
"ba"	"pa"	1	"跛-[～足]"
"ba"	"pa"	3	"摆"
"ba"	"pa"	5	"拜"
"ba"	"pa"	7	"八"
"pa"	"pʰa"	5	"派拔"
"ba"	"ba"	2	"排牌簰[筏]"
"ba"	"ba"	6	"败"
"da"	"ta"	3	"者[着]打"
"da"	"ta"	5	"大=[～小]戴带"
"da"	"ta"	7	"答搭达"
"ta"	"tʰa"	5	"态太泰踏"
"ta"	"tʰa"	7	"塔榻塌獭"
"da"	"da"	6	"大[～夫，～黄；(白)～小]"
"na"	"na"	1	"挪拿=拉"
"na"	"na"	3	"哪[～个]乃奶"
"na"	"na"	5	"那辣"
"na"	"na"	6	"耐奈赖癞"
"na"	"na"	7	"纳捺腊蜡镴[锡～]"
"za"	"tsa"	1	"斋"
"za"	"tsa"	5	"债"
"za"	"tsa"	7	"扎[用针～]眨札轧[～棉花]杂闸炸[油～]"
"ca"	"tsʰa"	1	"猜差[出～]"
"ca"	"tsʰa"	5	"铡"
"ca"	"tsʰa"	7	"插擦察"
"za"	"dza"	2	"豺柴"
"za"	"dza"	6	"寨"
"sa"	"sa"	1	"筛"
"sa"	"sa"	3	"洒="
"sa"	"sa"	7	"萨杀"
"ga"	"ka"	1	"皆阶佳街"
"ga"	"ka"	3	"解[讲～，～开；晓也]"
"ga"	"ka"	5	"介界芥疥届戒械"
"ga"	"ka"	7	"夹[～道；～衣]甲-胛-挟[～菜]"
"ka"	"kʰa"	1	"揩"
"ka"	"kʰa"	3	"楷"
"ka"	"kʰa"	7	"掐"
"xa"	"xa"	3	"蟹="
"xa"	"xa"	5	"狭-"
"xa"	"xa"	7	"瞎"
"xa"	"ɣa"	2	"鞋还-[～有]"
"xa"	"ɣa"	6	"蟹-懈-"
"a"	"a"	2	"还-[～有]"
"gia"	"cja"	7	"甲=胛="
"xia"	"çja"	5	"狭=峡洽匣辖"
"xia"	"ʝja"	2	"虾=[鱼～]霞=孩谐"
"xia"	"ʝja"	6	"懈="
"ia"	"ja"	3	"也野[又]"
"ia"	"ja"	7	"押压"
"zua"	"tswa"	7	"摘"
"sua"	"swa"	3	"洒-傻"
"sua"	"swa"	7	"刷"
"gua"	"kwa"	1	"乖"
"gua"	"kwa"	3	"拐"
"gua"	"kwa"	5	"怪"
"gua"	"kwa"	7	"括[包～]聒刮"
"kua"	"kʰwa"	3	"垮块"
"kua"	"kʰwa"	5	"会[～计]快筷"
"xua"	"xwa"	5	"乏伐筏罚"
"xua"	"xwa"	7	"法豁發[出～]髮[头～]"
"xua"	"ɣwa"	2	"怀槐淮"
"xua"	"ɣwa"	6	"坏"
"ua"	"wa"	1	"鸦-歪"
"ua"	"wa"	5	"鸦-[又]滑猾轭"
"ua"	"wa"	7	"挖袜"
"bie"	"pjɛ"	7	"钵拨北百柏伯白帛檗[黄～]"
"pie"	"pʰjɛ"	3	"秕[～谷子]"
"pie"	"pʰjɛ"	5	"别-[区～；离～]"
"pie"	"pʰjɛ"	7	"撇泼迫魄鳖别=[区～；离～]"
"die"	"tjɛ"	7	"得德叠折[～叠；～断]褶[～子]哲浙"
"tie"	"tʰjɛ"	5	"碟牒蝶谍"
"tie"	"tʰjɛ"	7	"帖贴铁跌特彻撤"
"nie"	"njɛ"	7	"猎列烈裂劣肋勒"
"zie"	"tsjɛ"	5	"姐="
"zie"	"tsjɛ"	7	"厕=[～所]接节则贼侧责"
"cie"	"tsʰjɛ"	5	"捷截"
"cie"	"tsʰjɛ"	7	"妾切[～开]测拆坼策册泽择宅"
"sie"	"sjɛ"	5	"舍[宿～]涉-舌"
"sie"	"sjɛ"	7	"摄涉=涩薛泄设屑[不～；木～]雪瑟虱塞色泻卸"
"gie"	"cjɛ"	7	"劫揭结洁格革隔"
"kie"	"cʰjɛ"	7	"咳怯杰刻[时～；～字]克客"
"xie"	"çjɛ"	7	"吓[恐～；(文)～一跳]胁协歇黑赫"
"ie"	"jɛ"	7	"叶页热乙"
"due"	"twɛ"	7	"掇夺拙厥决诀掘倔[～强]"
"tue"	"tʰwɛ"	7	"脱缺穴"
"zue"	"tswɛ"	7	"撮[一～]绝"
"srue"	"ʂwɛ"	7	"说血"
"gue"	"kwɛ"	7	"割葛国"
"kue"	"kʰwɛ"	7	"渴阔"
"xue"	"xwɛ"	7	"喝[～酒；～采]合[～作；升～]蛤[～蜊]或惑获"
"ue"	"wɛ"	7	"悦阅月越曰粤"
"bo"	"pɔ"	1	"巴[又]芭[又]疤[又]爸[又]"
"bo"	"pɔ"	3	"把[又，～握，一～]"
"bo"	"pɔ"	5	"壩[又，堤～]垻[又，平川]霸[又]欛[又]"
"po"	"pʰɔ"	5	"怕[又]"
"po"	"pʰɔ"	7	"帕[又]"
"bo"	"bɔ"	2	"爬[又]耙[又，犁～，～地]"
"bo"	"bɔ"	6	"罢"
"do"	"tɔ"	1	"遮"
"do"	"tɔ"	5	"蔗"
"do"	"tɔ"	7	"只-"
"to"	"tʰɔ"	1	"他车"
"to"	"tʰɔ"	3	"扯"
"to"	"tʰɔ"	7	"尺-"
"do"	"dɔ"	2	"茄[～子]"
"zo"	"tsɔ"	1	"査[姓]渣抓"
"zo"	"tsɔ"	5	"诈榨炸[～弹]"
"co"	"tsʰɔ"	1	"叉杈差[～别，～不多]钗"
"co"	"tsʰɔ"	5	"岔"
"co"	"tsʰɔ"	7	"拆-[～开]㿭[皴]"
"zo"	"dzɔ"	2	"茶搽查[调～]"
"so"	"sɔ"	1	"沙纱杉"
"so"	"sɔ"	3	"耍省-[～长；节～]"
"so"	"sɔ"	5	"晒"
"so"	"sɔ"	6	"厦[偏～]"
"go"	"kɔ"	1	"家-瓜"
"go"	"kɔ"	3	"寡剐"
"go"	"kɔ"	5	"架-嫁-挂卦"
"ko"	"kʰɔ"	1	"夸跨-"
"ko"	"kʰɔ"	5	"跨="
"ngo"	"ŋɔ"	1	"阿-[老～公]"
"xo"	"xɔ"	1	"虾-[鱼～]花"
"xo"	"xɔ"	5	"化"
"xo"	"xɔ"	7	"吓-[～一跳]"
"xo"	"ɣɔ"	2	"华[中～；姓]铧桦划[～船]"
"xo"	"ɣɔ"	6	"画划"
"o"	"ɔ"	1	"蜗蛙"
"o"	"ɔ"	6	"话"
"bio"	"pjɔ"	7	"璧-壁-"
"pio"	"pʰjɔ"	7	"劈-"
"dio"	"tjɔ"	7	"滴-"
"dio"	"djɔ"	2	"提-"
"zio"	"tsjɔ"	3	"姐-"
"zio"	"tsjɔ"	5	"借藉=[～口]"
"zio"	"tsjɔ"	7	"脊-"
"zio"	"dzjɔ"	2	"邪斜"
"zio"	"dzjɔ"	6	"藉-[～口]褯谢"
"sio"	"sjɔ"	1	"些靴奢赊"
"sio"	"sjɔ"	3	"写捨[～弃]"
"sio"	"sjɔ"	5	"卸[又]赦射石-"
"sio"	"sjɔ"	7	"锡-"
"gio"	"cjɔ"	1	"家=加嘉傢[～具]"
"gio"	"cjɔ"	3	"假[真～；放～]贾[姓]"
"gio"	"cjɔ"	5	"架=嫁=驾稼价"
"kio"	"cʰjɔ"	7	"喫-[～饭]"
"xio"	"çjɔ"	1	"靴"
"xio"	"ʝjɔ"	2	"霞-蛇"
"xio"	"ʝjɔ"	6	"下[底～；～降]夏[姓；春～]厦[～门；偏～]社麝"
"io"	"jɔ"	1	"鸦=丫桠=耶涯崖"
"io"	"jɔ"	2	"爷"
"io"	"jɔ"	3	"雅野"
"io"	"jɔ"	5	"亚"
"io"	"jɔ"	7	"夜"
"buo"	"pwɔ"	1	"巴芭疤爸"
"buo"	"pwɔ"	3	"把[～握，一～]"
"buo"	"pwɔ"	5	"壩[堤～]垻[平川]霸欛"
"puo"	"pʰwɔ"	5	"怕"
"puo"	"pʰwɔ"	7	"帕"
"buo"	"bwɔ"	2	"爬耙[犁～，～地]"
"buh"	"pʊ"	1	"波菠玻跛=[～足]"
"buh"	"pʊ"	5	"簸[～箕]"
"buh"	"pʊ"	7	"博剥驳"
"puh"	"pʰʊ"	1	"坡"
"puh"	"pʰʊ"	3	"颇剖[解～]"
"puh"	"pʰʊ"	5	"破剖[～开]薄[厚～]"
"puh"	"pʰʊ"	7	"勃钹朴[～素，厚～]扑仆[倒]僕[～人]"
"buh"	"bʊ"	2	"婆"
"buh"	"bʊ"	6	"薄[～荷]"
"muh"	"mʊ"	2	"魔磨[～刀]摩摹馍模[～子；～范]"
"muh"	"mʊ"	3	"亩-母拇"
"muh"	"mʊ"	5	"莫寞摸"
"muh"	"mʊ"	6	"磨[～面，石～]暮慕墓募幕"
"muh"	"mʊ"	7	"膜木目穆牧"
"duh"	"tʊ"	1	"多"
"duh"	"tʊ"	3	"朵躲"
"duh"	"tʊ"	5	"舵=惰=剁"
"duh"	"tʊ"	7	"着[～衣；睡～]酌脚觉[知～]角[一～]"
"tuh"	"tʰʊ"	1	"拖"
"tuh"	"tʰʊ"	3	"妥椭"
"tuh"	"tʰʊ"	7	"托託却"
"duh"	"dʊ"	2	"驼驮[拿]"
"duh"	"dʊ"	6	"舵-惰-"
"nuh"	"nʊ"	1	"啰[～唆]"
"nuh"	"nʊ"	2	"罗锣箩骡螺脶"
"nuh"	"nʊ"	3	"暖卵"
"nuh"	"nʊ"	5	"落"
"nuh"	"nʊ"	6	"糯"
"nuh"	"nʊ"	7	"诺落骆洛络乐赂"
"zuh"	"tsʊ"	3	"左=佐="
"zuh"	"tsʊ"	5	"左-佐-坐=座="
"zuh"	"tsʊ"	7	"作[工～]昨绰[宽～]桌卓琢啄涿捉"
"cuh"	"tsʰʊ"	1	"搓"
"cuh"	"tsʰʊ"	5	"锉措错[～误；～杂]凿浊"
"cuh"	"tsʰʊ"	7	"戳"
"zuh"	"dzʊ"	6	"坐-座-"
"suh"	"sʊ"	1	"蓑梭唆[啰～]"
"suh"	"sʊ"	3	"锁琐所"
"suh"	"sʊ"	7	"率[～领]蟀索朔速塑[～料]"
"guh"	"kʊ"	1	"歌哥戈锅="
"guh"	"kʊ"	3	"果裹"
"guh"	"kʊ"	5	"个过="
"guh"	"kʊ"	7	"鸽各阁搁胳郭廓角[一～]觉[知～]"
"kuh"	"kʰʊ"	1	"科窠="
"kuh"	"kʰʊ"	3	"可棵颗"
"kuh"	"kʰʊ"	5	"课"
"kuh"	"kʰʊ"	7	"磕扩确壳"
"nguh"	"ŋʊ"	2	"蛾鹅俄吾[又]梧[又]"
"nguh"	"ŋʊ"	3	"我="
"nguh"	"ŋʊ"	5	"饿=卧="
"nguh"	"ŋʊ"	6	"饿-卧-悟[又]"
"nguh"	"ŋʊ"	7	"鄂"
"xuh"	"xʊ"	3	"火伙"
"xuh"	"xʊ"	5	"货贺=缚"
"xuh"	"xʊ"	7	"鹤霍藿"
"xuh"	"ɣʊ"	2	"河何荷[～花]和[～气；～面]"
"xuh"	"ɣʊ"	6	"贺-祸"
"uh"	"ʊ"	1	"阿[～胶；(文)老～公]窝"
"uh"	"ʊ"	7	"恶[善～；厌～]"
"niuh"	"njʊ"	7	"略掠"
"ziuh"	"tsjʊ"	7	"爵嚼="
"ciuh"	"tsʰjʊ"	5	"嚼-"
"ciuh"	"tsʰjʊ"	7	"雀鹊"
"siuh"	"sjʊ"	7	"削"
"ngiuh"	"ɲjʊ"	7	"弱虐疟"
"xiuh"	"çjʊ"	5	"勺芍"
"xiuh"	"çjʊ"	7	"学"
"iuh"	"jʊ"	7	"若约药钥跃岳[姓]嶽[山～]乐[音～]"
"bai"	"paj"	1	"蓖[～麻]杯碑卑悲"
"bai"	"paj"	5	"贝辈背[～包袱]"
"pai"	"pʰaj"	1	"胚坯"
"pai"	"pʰaj"	5	"沛配佩"
"bai"	"baj"	2	"培陪赔裴"
"bai"	"baj"	6	"倍背[～诵]焙"
"mai"	"maj"	2	"梅枚媒煤霉谋"
"mai"	"maj"	3	"每某亩="
"mai"	"maj"	5	"妹=昧寐茂=贸"
"mai"	"maj"	6	"妹-茂-"
"dai"	"taj"	1	"兜"
"dai"	"taj"	3	"斗[升～]抖陡"
"dai"	"taj"	5	"鬥[～争]"
"tai"	"tʰaj"	1	"胎苔[舌～]偷"
"tai"	"tʰaj"	5	"透"
"dai"	"daj"	2	"台[天～]臺[戏～]苔[青～]抬头投"
"dai"	"daj"	6	"怠殆豆逗"
"nai"	"naj"	1	"拿-"
"nai"	"naj"	2	"来楼"
"nai"	"naj"	3	"吕缕屡累[困～；连～]纍[～积]垒篓搂"
"nai"	"naj"	5	"漏"
"zai"	"tsaj"	1	"灾栽邹"
"zai"	"tsaj"	3	"宰载[年～]走"
"zai"	"tsaj"	5	"再载[～重；满～]奏皱绉"
"cai"	"tsʰaj"	3	"彩采睬"
"cai"	"tsʰaj"	5	"菜蔡凑"
"zai"	"dzaj"	2	"才[人～]纔[方～]材财裁愁"
"zai"	"dzaj"	6	"在"
"sai"	"saj"	1	"搜飕馊搜[～集]"
"sai"	"saj"	3	"叟"
"sai"	"saj"	5	"赛岁=隧瘦"
"gai"	"kaj"	1	"钩沟勾[～当]"
"gai"	"kaj"	3	"狗苟"
"gai"	"kaj"	5	"丐[乞～]锯-够构购"
"kai"	"kʰaj"	3	"口"
"kai"	"kʰaj"	5	"叩扣寇"
"ngai"	"ŋaj"	1	"欧瓯"
"ngai"	"ŋaj"	2	"呆"
"ngai"	"ŋaj"	3	"藕偶[配～；～然]呕"
"ngai"	"ŋaj"	5	"爱[又]沤[～麻]怄[～气]"
"xai"	"xaj"	3	"蟹="
"xai"	"xaj"	5	"骇吼核[审～；果～]"
"xai"	"ɣaj"	2	"侯喉猴"
"xai"	"ɣaj"	6	"後[前～]后[皇～]厚候"
"ai"	"aj"	1	"埃捱[～打]"
"ai"	"aj"	2	"儿而"
"ai"	"aj"	3	"汝尔耳"
"ai"	"aj"	6	"二贰"
"duai"	"twaj"	1	"堆"
"duai"	"twaj"	5	"对碓队兑"
"tuai"	"tʰwaj"	1	"推"
"tuai"	"tʰwaj"	3	"腿"
"tuai"	"tʰwaj"	5	"退蜕"
"duai"	"dwaj"	6	"待代袋贷"
"nuai"	"nwaj"	2	"雷"
"nuai"	"nwaj"	3	"累[困～，又]"
"nuai"	"nwaj"	5	"捋"
"nuai"	"nwaj"	6	"内"
"cuai"	"tsʰwaj"	1	"催崔[姓]"
"zuai"	"dzwaj"	6	"罪"
"suai"	"swaj"	1	"衰腮鳃"
"suai"	"swaj"	5	"碎帅"
"guai"	"kwaj"	1	"该"
"guai"	"kwaj"	3	"改"
"guai"	"kwaj"	5	"盖"
"kuai"	"kʰwaj"	1	"盔魁开"
"kuai"	"kʰwaj"	3	"凯"
"kuai"	"kʰwaj"	5	"概溉慨"
"xuai"	"xwaj"	1	"恢灰"
"xuai"	"xwaj"	3	"海否"
"xuai"	"xwaj"	5	"活盒"
"xuai"	"ɣwaj"	2	"回茴"
"xuai"	"ɣwaj"	6	"汇会[开～；～不～]亥害"
"uai"	"waj"	1	"煨哀"
"uai"	"waj"	3	"蔼"
"uai"	"waj"	5	"爱"
"uai"	"waj"	6	"外"
"duei"	"twej"	1	"追"
"tuei"	"tʰwej"	1	"吹=炊"
"duei"	"dwej"	2	"垂槌=锤="
"cuei"	"tsʰwej"	5	"脆"
"sruei"	"ʂwej"	5	"絮=税=芮[姓]锐睡瑞="
"guei"	"kwej"	1	"圭闺奎[又]规龟归"
"guei"	"kwej"	3	"诡轨鬼"
"guei"	"kwej"	5	"鳜桂癸贵"
"kuei"	"kʰwej"	1	"奎亏窥"
"kuei"	"kʰwej"	3	"跪"
"kuei"	"kʰwej"	5	"刽桧绘愧溃[～脓]"
"guei"	"ɡwej"	2	"逵葵"
"guei"	"ɡwej"	6	"柜=[小的]"
"xuei"	"xwej"	1	"麾非飞妃疿翡挥辉徽"
"xuei"	"xwej"	3	"贿毁匪"
"xuei"	"xwej"	5	"悔晦废肺费讳核[果～]"
"xuei"	"ɣwej"	2	"谁肥"
"xuei"	"ɣwej"	6	"惠慧穗"
"uei"	"wej"	1	"萎威"
"uei"	"wej"	2	"桅[～杆]危为维惟唯微违围"
"uei"	"wej"	3	"委尾伟=苇"
"uei"	"wej"	5	"卫秽伪喂=[饲]魏=伟[又]畏慰纬胃谓"
