汉字	IPA	注释	1阴平44 2阳平21 3阴上212 4阳上42 5阴去24 7阴入53					
疤	ɓa44							
靶	ɓa21							
饱	ɓa212							
坝	ɓa24							
罢	ɓa42							
爸	ɓa53							
□	pʰa44	~船:靠岸泊船						
琶	pʰa21							
曝	pʰa212							
冇	pʰa24	~谷:瘪谷子						
拍	pʰa53							
妈	ma44							
麻	ma21							
目	ma212							
吗	ma53							
墨	va212							
□	va24	~柴:朽木						
□	va53	物体不圆谓之						
担	ɗa44							
胆	ɗa212							
担	ɗa24							
搭	ɗa53							
三	ta44							
□	ta212	~蛋:水中煮蛋						
□	ta53	畜类吃食的象声词						
读	tʰa212							
□	tʰa24	~土:禽类扒土觅食						
只	na44							
拿	na21							
□	na212	粘贴谓之						
拉	la44							
箩	la21	训“篮”						
篮	la21							
六	la212							
落	la53							
遮	tsa44							
早	tsa212							
炸	tsa24							
扎	tsa53							
沙	sa44							
柴	sa21							
炒	sa212							
插	sa53							
铰	ka44							
衔	ka21							
敢	ka212							
教	ka24							
咬	ka42							
角	ka53							
脚	kʰa44	训“骹”						
骹	kʰa44	脚						
卡	kʰa21							
巧	kʰa212							
敲	kʰa24							
壳	kʰa53							
哈	ha44							
鹤	ha212							
□	ha53	男女订亲下聘礼之谓						
亚	a44							
拗	a212							
鸭	a53							
波	ɓo44							
宝	ɓo212							
报	ɓo24							
驳	ɓo53							
坡	pʰo44							
婆	pʰo21							
颇	pʰo212							
播	pʰo24							
抱	pʰo42							
扑	pʰo53							
望	mo44							
毛	mo21							
魔	mo212							
磨	mo24							
莫	mo53							
无	vo21							
服	vo212							
福	vo53							
刀	ɗo44							
肠	ɗo21							
着	ɗo212							
倒	ɗo24							
丈	ɗo42							
督	ɗo53							
梭	to44							
□	to21	呆笨谓之						
锁	to212							
素	to24							
索	to53							
汤	tʰo44							
糖	tʰo21							
讨	tʰo212							
烫	tʰo24							
托	tʰo53							
饿	no44							
鹅	no21							
□	no212	两人较量把对方压倒						
懦	no24							
两	no42							
诺	no53							
浪	lo44							
罗	lo21							
落	lo212							
□	lo24	逸游谓之						
乐	lo53							
装	tso44							
槽	tso21							
左	tso212							
助	tso42							
卓	tso53							
疮	so44							
床	so21							
楚	so212							
错	so24							
□	so42	呆呆地站着						
触	so53							
歌	ko44							
□	ko21	不灵活						
稿	ko212							
告	ko24							
国	ko53							
号	ho44							
河	ho21							
好	ho212							
贺	ho24							
获	ho53							
糠	kʰo44							
可	kʰo212							
囥	kʰo24							
□	kʰo53	弯曲食指中指敲击						
秧	o44							
行	o21							
学	o212							
恶	o53							
病	ɓe44							
耙	ɓe21							
白	ɓe212							
柄	ɓe24							
父	ɓe42							
百	ɓe53							
爬	pʰe21							
□	pʰe212	装稻谷用的竹制器						
帕	pʰe24							
魄	pʰe53							
骂	me44							
夜	me21	训“暝”						
暝	me21	夜						
灭	me212							
□	me53	~团:用背带背孩子						
马	ve212							
爹	ɗe44							
茶	ɗe21							
短	ɗe212							
处	ɗe24	训						
□	ɗe24	处						
□	ɗe42	双手掐捏状						
秩	ɗe53							
生	te44							
□	te21	男阴谓之						
姓	te24							
社	te42							
说	te53							
蜇	tʰe44	训“䖳”						
䖳	tʰe44	蜇						
窒	tʰe212							
帖	tʰe53							
奶	ne44							
牙	ne21							
业	ne212							
□	ne24	~起:用力使物起						
硬	ne42							
额	ne53							
螺	le21							
冷	le212							
裂	le53							
争	tse44							
□	tse21	钹的一种						
井	tse212							
债	tse24							
坐	tse42							
汁	tse53							
青	se44							
□	se21	~脚:脚一拐一拐						
醒	se212							
□	se24	~手:顺当、容易						
策	se53							
□	ze21	~目:揉眼睛						
野	ze212							
越	ze53							
家	ke44							
枷	ke21							
假	ke212							
架	ke24							
格	ke53							
枝	kʰe44	训						
□	kʰe44	枝						
卡	kʰe21							
夹	kʰe212							
客	kʰe53							
□	he44	哮喘病谓之						
虾	he21							
胁	he212							
□	he24	一~子：一会儿						
吓	he53							
下	e44							
桁	e21							
哑	e212							
下	e42							
轭	e53							
败	ɓai44							
排	ɓai21							
板	ɓai212							
拜	ɓai24							
派	pʰai24							
拍	pʰai53							
□	mai44	原文无注释						
埋	mai21							
母	mai212	训						
示	mai24	训						
□	mai24	示						
迈	mai42							
袜	vai212							
法	vai53							
□	ɗai44	原文无注释						
埋	ɗai21							
歹	ɗai212							
代	ɗai24							
待	ɗai42							
达	ɗai53							
西	tai44							
屎	tai212							
赛	tai24							
□	tai42	掷、摔谓之						
虱	tai53							
筛	tʰai44							
台	tʰai21							
□	tʰai212	宰杀谓之						
态	tʰai24							
踢	tʰai53							
碍	nai44							
愚	nai21							
乃	nai212							
□	nai24	嘴巴不认输谓之						
耐	nai42							
纳	nai53							
楝	lai44							
来	lai21							
力	lai212							
癞	lai24							
里	lai42							
赖	lai53							
斋	tsai44							
前	tsai21							
宰	tsai212							
再	tsai24							
在	tsai42							
□	tsai53	强制性塞物入嘴巴						
千	sai44							
财	sai21							
彩	sai212							
菜	sai24							
漆	sai53							
该	kai44							
个	kai21							
拣	kai212							
介	kai24							
鸽	kai53							
钙	kʰai21							
吃	kʰai212	训						
□	kʰai212	吃						
概	kʰai24							
□	kʰai53	盖住、合上						
害	hai44							
骸	hai21							
海	hai212							
□	hai24	倦，劳累谓之						
亥	hai42							
骇	hai53							
哀	ai44							
闲	ai21							
盒	ai212							
爱	ai24							
押	ai53							
悲	ɓoi44							
拔	ɓoi212							
贝	ɓoi24							
八	ɓoi53							
批	pʰoi44							
培	pʰoi21							
配	pʰoi24							
霉	moi21							
美	moi212							
昧	moi24							
卖	voi44							
微	voi21							
买	voi212							
费	voi24							
匪	voi42							
第	ɗoi44							
题	ɗoi21							
底	ɗoi212							
递	ɗoi42							
啄	ɗoi53							
梳	toi44							
洗	toi212							
小	toi24	训“细”						
细	toi24	小						
誓	toi42							
雪	toi53							
提	tʰoi21							
睇	tʰoi212							
替	tʰoi24							
例	loi44							
犁	loi21							
笠	loi212							
多	tsoi44	训						
□	tsoi44	多						
齐	tsoi21							
截	tsoi212							
祭	tsoi24							
节	tsoi53							
初	soi44							
砌	soi24							
啜	soi53							
鸡	koi44							
解	koi212							
界	koi24							
溪	kʰoi44							
契	kʰoi24							
瞌	kʰoi53	睡						
蟹	hoi42							
□	oi44	推却，推开						
鞋	oi21							
矮	oi212							
会	oi42	训“解”						
解	oi42	会						
包	ɓau44							
袍	ɓau21							
堡	ɓau212							
鲍	ɓau24							
暴	ɓau42							
抛	pʰau44							
跑	pʰau21							
炮	pʰau24							
刨	pʰau42							
茅	mau21							
卯	mau212							
帽	mau24							
冒	mau42							
豆	ɗau44							
岛	ɗau21							
斗	ɗau212							
导	ɗau24							
道	ɗau42							
扫	sau212							
扫	sau24							
偷	tʰau44							
桃	tʰau212							
逃	tʰau21							
透	tʰau24							
熬	nau21							
脑	nau212							
闹	nau24							
傲	nau42							
漏	lau44							
劳	lau21							
牢	lau212							
□	lau24	水满晃溢出						
老	lau42							
糟	tsau44							
走	tsau212							
灶	tsau24							
造	tsau42							
抄	sau44							
曹	sau21							
草	sau212							
燥	sau24							
钩	kau44							
猴	kau21							
九	kau212							
到	kau24	训						
遘	kau24	到						
厚	kau42							
敲	kʰau44							
烤	kʰau21							
考	kʰau212							
靠	kʰau24							
候	hau44							
壕	hau21							
吼	hau212							
浩	hau24							
欧	au44							
喉	au21							
袄	au212							
澳	au24							
后	au42							
步	ɓeu44							
符	ɓeu21							
斧	ɓeu212							
布	ɓeu24							
铺	pʰeu24							
簿	pʰeu42							
墓	meu44							
谋	meu21							
亩	meu212							
茂	meu24							
舞	meu42							
模	veu21							
□	veu212	□~:女人之谓						
□	veu24	~水:墨水渗透劣纸						
肚	ɗeu212							
斗	ɗeu24							
□	ɗeu42	~脚：单脚跳耍						
土	tʰeu21	训“塗”						
塗	tʰeu21	土						
凸	tʰeu212	训						
□	tʰeu212	凸						
吐	tʰeu24							
误	neu44							
奴	neu21							
弱	neu212							
五	neu42							
路	leu44							
炉	leu21							
屡	leu212							
□	leu42	车~:车颠簸摇晃						
租	tseu44							
祖	tseu212							
奏	tseu24							
粗	seu44							
愁	seu21							
醋	seu24							
姑	keu44							
糊	keu21							
鼓	keu212							
够	keu24							
垢	keu42							
箍	kʰeu44							
苦	kʰeu212							
裤	kʰeu24							
□	heu21	~须:胡子浓密						
虎	heu212							
戽	heu24							
雨	heu42							
乌	eu44							
呕	eu212							
鞭	ɓən44							
扁	ɓən212							
变	ɓən24							
辩	ɓən42							
偏	pʰən44							
骗	pʰən24							
们	mən21							
免	mən212							
缅	mən24							
敏	mən42							
芬	vən44							
文	vən21							
喷	vən24							
□	vən42	识~:懂得下场不好						
灯	ɗən44							
甜	ɗən21							
顶	ɗən212							
电	ɗən24							
邓	ɗən42							
宣	tən44							
婵	tən21							
选	tən212							
圣	tən24							
善	tən42							
寻	tʰən21							
艇	tʰən212							
□	tʰən24	任由						
垫	tʰən42							
奶	nən44	训						
□	nən44	奶						
严	nən21							
宁	nən212							
拎	nən24							
念	nən42							
连	lən21							
莲	lən212							
恋	lən24							
练	lən42							
针	tsən44							
□	tsən21	从口袋掏取物品						
展	tsən212							
政	tsən24							
静	tsən42							
清	sən44							
诚	sən21							
趁	sən24							
渊	zən44							
然	zən21							
燃	zən212							
瘾	zən24	训，对某物喜欢，上瘾						
□	zən24	对某物喜欢、上瘾						
燕	zən42							
坚	kən44							
咸	kən21							
检	kən212							
剑	kən24							
悭	kən42							
谦	kʰən44							
钳	kʰən21							
垦	kʰən212							
欠	kʰən24							
遣	kʰən42							
哼	hən44							
邢	hən21							
显	hən212							
宪	hən24							
现	hən42							
冤	ən44							
盐	ən21							
掩	ən212							
厌	ən24							
闪	ən42	训						
班	ɓan44							
瓶	ɓan21							
版	ɓan212							
办	ɓan42							
攀	pʰan44							
盼	pʰan24							
慢	man44							
蛮	man21							
拔	man212	训“挽”						
挽	man212	拔						
漫	man24							
万	van44							
烦	van21							
反	van212							
范	van24							
犯	van42							
单	ɗan44							
陈	ɗan21							
等	ɗan212							
钉	ɗan24							
淡	ɗan42							
瘦	tan212	训						
㾪	tan212	瘦						
贪	tʰan44							
潭	tʰan21							
弹	tʰan212							
叹	tʰan24							
难	nan21							
□	nan212	咱们						
□	nan24	瓜~:瓜蒂						
雁	nan42							
□	nan53	恰当、合适						
鳞	lan21							
兰	lan212							
舰	lan53							
簪	tsan44							
盏	tsan212							
赞	tsan24							
暂	tsan42							
参	san44							
田	san21	训						
塍	san21	田						
蚕	san212							
灿	san24							
甘	kan44							
含	kan21							
感	kan212							
干	kan24							
□	kan42	用物隔垫谓之						
牵	kʰan44							
砍	kʰan212							
岸	kʰan24	训“坎”						
坎	kʰan24	岸						
韩	han21							
汉	han24							
限	han42							
安	an44							
□	an21	丝弦绳索绷得紧						
饮	an212	粥水						
晏	an24							
帮	ɓaŋ44							
冯	ɓaŋ21							
榜	ɓaŋ212							
放	ɓaŋ24							
磅	ɓaŋ42							
芳	pʰaŋ44							
帆	pʰaŋ21							
纺	pʰaŋ212							
梦	maŋ44							
忙	maŋ21							
蚊	maŋ212	训“蠓”						
蠓	maŋ212	蚊						
妄	maŋ24							
网	maŋ42							
方	vaŋ44							
防	vaŋ21							
□	vaŋ24	放肆、不恭谓之						
旺	vaŋ42							
当	ɗaŋ44							
铜	ɗaŋ21							
党	ɗaŋ212							
荡	ɗaŋ24							
重	ɗaŋ42							
删	taŋ44							
爽	taŋ212							
送	taŋ24							
□	taŋ42	用力从后面推						
汤	tʰaŋ44							
虫	tʰaŋ21							
桶	tʰaŋ212							
探	tʰaŋ24							
动	tʰaŋ42							
戆	naŋ44							
人	naŋ21	训“侬”						
侬	naŋ21	人						
昂	naŋ212							
聋	laŋ21							
狼	laŋ212							
浪	laŋ24							
□	laŋ42	鳝~:捕鱼器						
赃	tsaŋ44							
丛	tsaŋ21	量词，棵						
葬	tsaŋ24							
脏	tsaŋ42							
葱	saŋ44							
藏	saŋ21							
唱	saŋ24							
刚	kaŋ44							
港	kaŋ212							
□	kaŋ24	刺耳的噪音						
康	kʰaŋ44							
慷	kʰaŋ212							
抗	kʰaŋ24							
□	haŋ44	~鱼:一种海鱼						
行	haŋ21							
巷	haŋ24							
项	haŋ42							
肮	aŋ44							
红	aŋ21							
泵	ɓoŋ53							
篷	pʰoŋ21							
捧	pʰoŋ212							
碰	pʰoŋ24							
蒙	moŋ21							
猛	moŋ212							
孟	moŋ24							
丰	voŋ44							
逢	voŋ21							
风	voŋ42							
东	ɗoŋ44							
董	ɗoŋ21							
懂	ɗoŋ212							
冻	ɗoŋ24							
洞	ɗoŋ42							
松	toŋ44							
蹲	toŋ21							
□	toŋ212	蠢笨						
宋	toŋ24							
颂	toŋ42							
通	tʰoŋ44							
童	tʰoŋ21							
统	tʰoŋ212							
痛	tʰoŋ24							
浓	noŋ21							
农	noŋ212							
□	noŋ24	高兴						
隆	loŋ21							
垄	loŋ212							
□	loŋ24	~空:疏而不密谓之						
弄	loŋ42							
宗	tsoŋ44							
总	tsoŋ212							
仲	tsoŋ24							
聪	soŋ44							
从	soŋ21							
宠	soŋ212							
怂	soŋ24							
公	koŋ44							
讲	koŋ212							
贡	koŋ24							
共	koŋ42							
孔	kʰoŋ21							
孔	kʰoŋ212							
控	kʰoŋ24							
□	kʰoŋ42	~章:盖印章						
哄	hoŋ44							
洪	hoŋ21							
横	hoŋ24							
□	hoŋ42	~火:很生气，气愤						
翁	oŋ44							
□	oŋ21	圆也						
拥	oŋ212							
边	ɓi44							
脾	ɓi21							
比	ɓi212							
币	ɓi24							
弊	ɓi42							
笔	ɓi53							
鼻	pʰi44							
疲	pʰi21							
痂	pʰi212							
匹	pʰi53							
面	mi44							
棉	mi21							
眉	mi212							
媚	mi24							
蜜	mi53							
味	vi44							
韦	vi21							
米	vi212							
啡	vi53							
底	ɗi44	~路:哪里?						
迟	ɗi21							
直	ɗi212							
帝	ɗi24							
地	ɗi42							
得	ɗi53							
诗	ti44							
时	ti21							
死	ti212							
扇	ti24							
是	ti42							
视	ti53							
天	tʰi44							
啼	tʰi21							
体	tʰi212							
剃	tʰi24							
铁	tʰi53							
尼	ni21							
女	ni212							
义	ni42							
毅	ni53							
离	li21							
礼	li212							
丽	li24							
利	li42							
立	li53							
支	tsi44							
钱	tsi21							
止	tsi212							
治	tsi24							
舐	tsi42							
接	tsi53							
鲜	si44							
词	si21							
取	si212							
试	si24							
市	si42							
七	si53							
二	zi44							
榆	zi21							
已	zi212							
裕	zi24							
预	zi42							
释	zi53							
基	ki44							
旗	ki21							
举	ki212							
见	ki24							
具	ki42							
级	ki53							
欺	kʰi44							
奇	kʰi21							
其	kʰi212							
气	kʰi24							
给	kʰi53	训						
希	hi44							
年	hi21							
喜	hi212							
系	hi24							
耳	hi42							
□	hi53	~旗：挥动旗子						
医	i44							
姨	i21							
椅	i212							
意	i24							
乙	i53							
鹿	ɗia212							
熟	tia212							
绿	lia212							
烛	tsia53							
谷	sia53	训“粟”						
粟	sia53							
雅	zia212							
曲	kʰia53							
霞	hia212							
兵	ɓie44							
□	ɓie21	~柴:搬运木料						
饼	ɓie212							
壁	ɓie53							
薸	pʰie21							
票	pʰie24							
僻	pʰie53							
命	mie44							
名	mie21							
庙	vie44							
定	ɗie44							
场	ɗie21							
鼎	ɗie212							
钓	ɗie24							
摘	ɗie53							
声	tie44							
城	tie21							
写	tie212							
泻	tie24							
像	tie42							
锡	tie53							
听	tʰie44							
疼	tʰie24	训						
□	tʰie24	疼						
拆	tʰie53							
娘	nie21							
仰	nie212							
亮	lie44							
凉	lie21							
领	lie212							
上	tsie44							
情	tsie21							
石	tsie212							
蔗	tsie24							
上	tsie42							
借	tsie53							
车	sie44							
墙	sie21							
请	sie212							
笑	sie24							
象	sie42							
尺	sie53							
尿	zie44							
椰	zie21							
爷	zie212							
液	zie24							
姜	kie44							
桥	kie21							
囝	kie212							
镜	kie24							
脚	kie53							
□	kʰie44	把物竖立起来						
骑	kʰie21							
徛	kʰie42							
挈	kʰie53	捡、拾						
香	hie44							
□	hie21	~火:烧火						
燃	hie21	~火:烧火						
箬	hie212							
向	hie24							
蚁	hie42							
□	hie53	束、捆，量词						
样	ie44							
羊	ie21							
野	ie212							
要	ie53							
竹	ɗio53							
削	tio53							
虐	nio53							
狱	zio212							
岳	zio53							
觉	kʰio53							
绸	ɗiu21							
稻	ɗiu42							
收	tiu44							
泅	tiu21							
守	tiu212							
秀	tiu24							
寿	tiu42							
□	tiu53	~尿:男孩子小便						
纽	niu212							
溜	liu44							
流	liu21							
柳	liu212							
□	liu24	~薯藤:一种农活						
周	tsiu44							
酒	tsiu212							
宙	tsiu24							
就	tsiu42							
树	siu44							
仇	siu21							
手	siu212							
游	ziu21							
邮	ziu212							
□	ziu24	~仔:一种鱼的名称						
右	ziu42							
鸠	kiu44							
救	kiu24							
究	kiu42							
灸	kiu53							
纠	kʰiu44							
求	kʰiu21							
休	hiu44							
