#ɿ		
ts	①资支知之隻 ③子纸只 ⑤自字治至致志翅 ⑦侄质直植殖职掷织	
tsʰ	①雌 ②迟辞词 ③此耻齿 ⑤滞次赐 ⑦尺秩赤吃喫	
s	①师狮思斯施诗 ②时匙 ③死使始矢 ⑤世示视士事伺四似是寺侍式试饰 ⑦十食蚀石识失实湿	
z	⑦日	
#i		
p	③比彼 ⑤敝闭备 ⑦壁鼻必笔碧逼	
pʰ	②皮 ③鄙 ⑦辟僻匹	
m	②迷 ③米 ⑦谜泌密蜜	
t	①低爹 ③底 ⑤帝地弟第隶 ⑦的笛滴	
tʰ	①梯 ②堤提题 ③体 ⑤替 ⑦踢	
n	②离梨 ③李里理礼 ⑤利例 ⑦立栗力歷	
ȵ	②泥尼疑宜 ③你 ⑤艺义仪	
tɕ	①鸡 ③几己姐起{白} ⑤祭计忌继寄季技妓借 ⑦集即及吸吉急极激楫缉积	
tɕʰ	①棲妻欺溪 ②齐其旗奇茄 ③起 ⑤器气 ⑦七乞迄戚	
ɕ	①希西些兮奚 ②邪 ③洗喜徙写玺 ⑤系细戏谢 ⑦习息媳席夕惜恤泣	
Ø	①衣依医椰邪 ②夷移遗爷 ③以矣已椅野也 ⑤意忆夜 ⑦一邑逸亦译	
#u		
p	①波菠玻 ③补 ⑤布部步薄{~荷}簿捕 ⑦不	
pʰ	①坡 ②婆 ③普谱颇剖 ⑤铺破 ⑦勃扑仆卜瀑曝	
m	①摩 ②磨 ③母 ⑤暮磨{~子} ⑦木目没	
f	①夫呼 ②浮符扶乎胡狐 ③府腐虎 ⑤户父附妇负 ⑦福拂佛服忽	
ts	①租猪诸朱 ③祖主左 ⑤助柱注住做坐 ⑦卒竹烛触足	
tsʰ	①粗初 ②除锄 ③楚處 ⑤醋處错措 ⑦出族促	
s	①蘇书殊梳酥 ③鼠署黍所锁 ⑤素数树術 ⑦戌叔熟速肃俗	
z	②如儒 ③乳 ⑦入肉{老文读}	
t	①都多 ③赌堵肚 ⑤肚度杜舵 ⑦笃读赎	
tʰ	①拖 ②图徒 ③土吐 ⑤吐 ⑦突秃	
n	②奴罗驴骡 ③努 ⑤怒路 ⑦陆绿六鹿律	
k	①锅孤哥{老文读}歌 ③果古鼓 ⑤故过個{老文读} ⑦骨谷	
kʰ	①枯科 ②葫{~芦} ③可苦 ⑤课 ⑦酷哭	
ŋ	③我 ⑤饿	
x	②何河和荷 ③火 ⑤祸货贺	
v	①乌 ②无吾吴 ③武五午 ⑤戊務 ⑦物屋	
Ø	①窝莴 ②饿 ⑤卧饿	
#y		
tɕ	①拘居 ③举 ⑤巨句聚娶 ⑦橘局	
tɕʰ	①区枢 ③取 ⑤趣去 ⑦曲鞠菊	
ɕ	①虽须虚靴 ②徐 ③许 ⑤序遂絮 ⑦畜旭	
ȵ	③女吕	
n	②驴₂ ③吕履 ⑤虑	
Ø	②余餘於于魚愚 ③羽雨与 ⑤遇玉 ⑦欲	
#a		
