文读=白读-	资料来源：《广陵区志》、《扬州市志》	音系说明：①两个阴平声的音节相连，前一音节调值变为33；②上声音节在所有各种声调(包括上声)的音节前，调值都变为44；③去声音节在所有各种声调(包括去声)的音节前，调值都变为53；④两个入声音节相连，前一音节调值变为5。音系说明：①两个阴平声的音节相连，前一音节调值变为33；②上声音节在所有各种声调(包括上声)的音节前，调值都变为44；③去声音节在所有各种声调(包括去声)的音节前，调值都变为53；④两个入声音节相连，前一音节调值变为5。				
	阴平	阳平	上声	去声	入声	轻声
	21	34	42	55	4	
tsɿ	芝支枝肢知蜘脂栀姿资咨兹滋辎吱=诸（姓）䭁（油脂变质）指（戒~子）訾（~教）龇（~牙）㿳（黑~~ (皮肤黑)）	吱（象声词）	子籽姊滓紫止址只（副词）衹旨纸指	至志痣智致制痔置稚帜治自字		
tsʰɿ	痴雌跐差（参~）黐（膏药~子）	迟池持匙治（~鱼）词祠慈磁瓷茨（~菰）辞糍	此耻齿侈	次刺翅赐伺（~候）		
sɿ	思私司斯丝撕蛳狮师䲉（䱀~鱼）尸诗施厕-（毛~）	时鲥	死屎始史使驶	是士示视世市柿恃试誓逝事势氏四寺似伺（~机）		
pi	屄		比彼匕	庇蓖陛秘痹闭-鄙毙=弊滗（滤出液体）		
pʰi	批砒披坯（土~）㱟（摘去叶子）	皮疲脾啤琵	痞	屁		
mi	眯谜（猜~~）渳（小口喝）	迷弥靡谜	米			
ti	低		抵底	弟第地帝递蒂		屉（抽~）
tʰi	梯	提题堤啼蹄	体	替涕剃嚏屉（~子）		
li	狸（狐~）	尼泥呢倪霓离（分~）篱璃犁梨黎厘	里裹李理鲤礼狸（~猫）	例利俐莉痢荔厉励丽隶喱（咖~）离（~卡(鱼不新鲜，骨肉分离)）		
tɕi	鸡基箕肌饥机几（~乎）叽讥饿嵇稽墼（炭~子)勘蘻（苦~~）	吱-	挤己几（~何）	济季技记纪忌寄既暨计继冀祭际剂悸繫（~带子）荠（~莱）		
tɕʰi	妻凄欺期溪栖蹊	齐脐荠（荸~）其旗棋奇骑祁祈歧岂	起启砌	汽气器弃契企		
ɕi	西牺希稀兮嘻犀熙羲些		洗喜徙	戏繫（联~）係细携系（~统）		
i	衣依伊医矣	仪宜谊移遗姨胰疑懿	倚椅以已	意易（难~）异肄艺义议毅翼忆蚁臀勚（器物磨损、销蚀）		
pu			捕	布怖怖步部簿伏（~小鸡）		
pʰu	铺（~床）潽（液体沸腾溢出）	菩蒲葡	普谱甫浦脯	铺（床~）		
fu	麸敷肤衭（衣襟）	扶浮俘符巫	府俯腐斧辅抚	负副富傅埠付		
tu	都嘟		堵赌睹肚~子(动物的胃)	度渡镀杜妒肚		
tʰu		徒途涂图屠	土吐	兔唾（~沫）吐（呕~）		
lu		卢芦炉庐攎（~袖子）如茹儒	卤鲁橹虏乳汝	路露鹭赂		
tsu	朱珠诛蛛株猪诸租		主煮祖组阻诅	住注註柱蛀驻助著铸疰（~夏）		
tsʰu	粗杵（塞入）	除厨橱储	鼠黍暑楚础处（动词）杵儊（~发）	醋处（名词）		
su	书疏（~远）舒输抒苏酥	殊	数（动词）	蔬薯树竖恕漱数（名词）素诉塑墅疏（注~）		
ku	姑菇咕沽孤辜箍菰（茨~）	𦙶（凸起）	古估股鼓诂	顾故固雇		
kʰu	枯骷	枯（火烧致焦）	苦	库裤		
xu	乎呼烀（加水慢煮）	胡湖葫蝴糊筋狐弧壶	虎浒戽（~水）	互户沪护诂（旧读）瓠		
u	乌呜钨污	吴梧蜈无芜毋	午忤五伍武舞侮吾	悟焐晤误务雾恶（厌~）		
ly	鑢（割破）	驴	女吕铝旅履	虑滤		
tɕy	居拘驹车（~马炮）		举矩	巨拒距炬句具俱聚剧锯惧		苣（莴~）
tɕʰy	区驱躯蛆趋觑	渠徐	取娶	趣去=		
ɕy	虚须需筋墟嘘		许栩	叙序婿胥絮绪		遂（顺~）
y	迂淤舆	余于盂馀於俞愉渝榆鱼渔娱愚予	羽语与禹	遇誉顸豫愈裕芋寓御玉吁（呼~）		
pa	巴疤芭笆吧叭粑	□（量词：玩两~）	把靶㞎	爸把（~子(器物上手执之处)）霸坝罢		
pʰa	趴	爬耙琶扒	派（~司）	怕		
ma	妈蟆（蛤~）吗	麻蔴	马码蚂吗（~啡）嫲（~~(妻子)）码（暴腌）码（盯梢）码（粗粗地用线连起来）码（整齐地堆放）	骂		
ta			打	大		
tʰa	他她它					
la	拉垃啦旯	拿	哪喇	那=		
tsa	査（姓）渣楂奓（张开）臜拃	昨	咱诈（套别人言语）砟（碎，烂）	炸（爆~）乍诈（欺~）搾蚱蔗		
tsʰa	叉差	茶査搽	镲	岔杈		
sa	沙砂痧纱鲨莎	□（衣物下坠）	洒傻撒（~种子）	嗄（声音嘶哑）		唦（语气助词）
