id	middeng	middiao	midini	midkaihe	midshe	midyun	单字	音	注释
955	三	平	見	合	臻	文	軍	kun33	～队，参～
956	三	入	溪	合	臻	物	屈	kʰet5	委～，～服[文]
957	三	入	溪	合	臻	物	屈	kʰet5	委屈，～气[白]
958	三	平	羣	合	臻	文	裙	kʰun24	裙子
959	三	平	曉	合	臻	文	熏	fen33	～陶，烟～人[文]
960	三	去	曉	合	臻	文	訓	fen52	教～，～人
961	三	平	云	合	臻	文	雲	jen24	乌～
962	三	去	云	合	臻	文	運	jen21	～气，好～
963	一	平	幫	開	宕	唐	幫	pɔŋ33	～忙
964	一	入	幫	開	宕	鐸	博	pok21	～士，广～
965	一	平	並	開	宕	唐	旁	pʰɔŋ24	～边
966	一	去	並	合	果	歌	薄	pʰok5	不厚，～弱
967	一	平	明	開	宕	唐	忙	mɔŋ24	农～，～碌
968	一	入	明	開	宕	鐸	莫	mok5	不要，～非
969	一	入	明	開	宕	鐸	膜	mok5	薄～
970	一	入	明	開	宕	鐸	摸	mɔ33	偷偷～～[文]
971	一	入	明	開	宕	鐸	摸	mɔ33	～来～去[白]
972	一	平	端	開	宕	唐	當	tɔŋ33	～时，应～，～官
973	一	上	端	開	宕	唐	擋	tɔŋ21	阻～，～风
974	一	平	端	開	宕	唐	當	tɔŋ33	～铺，恰～；唔～（不如）
975	一	平	透	開	宕	唐	湯	tʰɔŋ33	煮～；姓
976	一	入	透	開	宕	鐸	托	tʰok21	手承物，～盘
977	一	平	定	開	宕	唐	塘	tʰɔŋ24	鱼～
978	一	入	泥	開	宕	鐸	諾	nɔk21	承～，～言
979	一	平	來	開	宕	唐	郎	lɔŋ24	新～；姓，～平
980	一	去	來	開	宕	唐	浪	lɔŋ21	风～，～费
981	一	入	來	開	宕	鐸	落	lɔk5	下落
982	一	去	精	開	宕	唐	葬	ʦɔŋ52	埋～，落～
983	一	入	精	開	宕	鐸	作	ʦɔk21	工～，种～
984	一	平	清	開	宕	唐	倉	ʦʰɔŋ33	～库
985	一	入	從	開	宕	鐸	鑿	ʦʰɔk5	用凿子凿
986	一	平	心	開	宕	唐	桑	ɬɔŋ33	～叶
987	一	入	心	開	宕	鐸	索	ɬɔk21	绳子，线～
988	一	平	見	開	宕	唐	鋼	kɔŋ52	炼～，～笔
989	一	平	見	開	宕	唐	缸	kɔŋ33	水～
990	一	入	見	開	宕	鐸	各	kɔk21	～人
991	一	平	溪	開	宕	唐	康	kʰɔŋ33	健～
992	一	平	溪	開	宕	唐	糠	hɔŋ33	谷～
993	一	去	溪	開	宕	唐	抗	kʰɔŋ52	反～，～战
994	一	平	疑	開	宕	唐	昂	ŋɔŋ24	～首挺胸，气～～
995	一	平	匣	開	宕	唐	行	hɔŋ24	银～
996	一	去	影	合	遇	模	惡	ɔk21	善～，～霸
997	三	平	娘	開	宕	陽	娘	ȵiɔŋ24	姑～
998	三	平	來	開	宕	陽	凉	liɔŋ24	天～
999	三	上	來	開	宕	陽	兩	liɔŋ21	～个
1000	三	上	來	開	宕	陽	兩	liɔŋ33	半斤八～
1001	三	平	來	開	宕	陽	量	liɔŋ33	数～
1002	三	入	來	開	宕	藥	略	liɔt5	省～
1003	三	平	精	開	宕	陽	漿	ʨiɔŋ33	豆～，～糊
1004	三	上	精	開	宕	陽	獎	ʨiɔŋ21	～金，得～
1005	三	去	精	開	宕	陽	醬	ʨiɔŋ33	沙茶～，辣椒～
1006	三	入	精	開	宕	藥	雀	ʨʰiɔt21	麻～，～斑
1007	三	平	清	開	宕	陽	槍	ʨʰiɔŋ33	手～
1008	三	上	清	開	宕	陽	搶	ʨʰiɔŋ21	～劫
1009	三	平	從	開	宕	陽	牆	ʨʰiɔŋ24	～壁
1010	三	平	心	開	宕	陽	箱	ɬiɔŋ33	皮～
1011	三	上	心	開	宕	陽	想	ɬiɔŋ21	～法，思～
1012	三	入	心	開	宕	藥	削	ɬɔk21	～皮，剥～
1013	三	平	邪	開	宕	陽	詳	ʨʰiɔŋ24	～细
1014	三	上	邪	開	宕	陽	象	ʨiɔŋ21	气～
1015	三	上	邪	開	宕	陽	象	ɬiɔŋ33	大～
1016	三	上	邪	開	宕	陽	像	ʨiɔŋ21	好～，相～
1017	三	平	知	開	宕	陽	張	ʧɔŋ33	紧～；姓；装东西
1018	三	上	知	開	宕	陽	長	ʧɔŋ24	生～，省～
1019	三	去	知	開	宕	陽	脹	ʧɔŋ52	～肚，膨～
1020	三	入	知	開	宕	藥	着	ʧɔk21	～衫（穿衣服）
1021	三	上	知	開	宕	陽	長	ʧɔŋ24	～期，～短
1022	三	上	澄	開	宕	陽	丈	ʦʰɔŋ21	三丈
1023	三	入	知	開	宕	藥	着	ʧʰok5	～火
1024	三	平	莊	開	宕	陽	裝	ʧɔŋ33	假～
1025	三	去	莊	開	宕	陽	壯	ʧɔŋ52	强～
1026	三	平	崇	開	宕	陽	牀	ʧʰɔŋ24	眠～
1027	三	去	崇	開	宕	陽	狀	ʧʰɔŋ21	告～，～元，～态
1028	三	平	生	開	宕	陽	霜	ɬɔŋ33	落～，～降
1029	三	上	生	開	宕	陽	爽	ɬɔŋ21	～快，直～
1030	三	平	章	開	宕	陽	章	ʧɔŋ33	姓；文～
1031	三	上	章	開	宕	陽	掌	ʧɔŋ21	巴～，～握
1032	三	上	昌	開	宕	陽	廠	ʧʰɔŋ21	～长
1033	三	去	昌	開	宕	陽	唱	ʧʰɔŋ52	～歌
1034	三	平	書	開	宕	陽	傷	sɔŋ33	受～
1035	三	上	書	開	宕	陽	賞	sɔŋ33	欣～，～金
1036	三	平	禪	開	宕	陽	常	sɔŋ24	经～，～识；姓
1037	三	上	禪	開	宕	陽	上	sɔŋ33	～山[动]
1038	三	上	禪	開	宕	陽	上	sɔŋ33	～背[方位]；～海（地名）
1039	三	入	禪	開	宕	藥	勺	sɔk5	饭～
1040	三	平	日	開	宕	陽	瓤	nɔŋ24	瓜～
1041	三	去	日	開	宕	陽	讓	ȵiɔŋ52	～位
1042	三	入	日	開	宕	藥	弱	ȵiɔk5	～点
1043	三	平	見	開	宕	陽	薑	kiɔŋ33	～糖
1044	三	入	見	開	宕	藥	腳	kiɔk21	赤～
1045							強	kʰiɔŋ24	～大，坚～
1046	三	入	見	開	宕	藥	卻	kʰiok21	退～，～步
1047	三	上	疑	開	宕	陽	仰	ȵiɔŋ33	～视
1048	三	平	曉	開	宕	陽	香	sɔŋ33	～味，烧～；～港（地名）
1049	三	上	曉	開	宕	陽	響	sɔŋ21	音～
1050	三	去	曉	開	宕	陽	向	hiɔŋ52	～东
1051	三	平	影	開	宕	陽	秧	iɔŋ33	插～，～苗
1052	三	入	影	開	宕	藥	約	jɔk21	大～，～会
1053	三	平	以	開	宕	陽	羊	jɔŋ24	羊
1054	三	上	以	開	宕	陽	養	jɔŋ33	培～，～猪
1055	三	去	以	開	宕	陽	樣	jɔŋ21	一～
1056	三	入	以	開	宕	藥	藥	jɔk5	中～，～片
1057	三	入	以	開	宕	藥	躍	jɔk21	跳～，大～进
1058	一	平	見	合	宕	唐	光	kuɔŋ33	阳～，～明
1059	一	上	見	合	宕	唐	廣	kuɔŋ21	推～；～东（地名）
1060	一	入	見	合	宕	鐸	郭	kuɔk21	姓，～靖
1061	一	入	溪	合	宕	鐸	擴	kʰɔŋ52	～充，～大
1062	一	平	曉	合	宕	唐	荒	fɔŋ33	开～，～唐
1063	一	入	曉	合	宕	鐸	霍	fɔk21	姓；～乱
1064							黃	vɔŋ24	姓；～色
1065	三	平	非	合	宕	陽	方	fɔŋ33	地～，大～
1066	三	去	非	合	宕	陽	放	fɔŋ52	解～，～心[文]
1067	三	上	敷	合	宕	陽	紡	fɔŋ21	～织
1068	三	平	奉	合	宕	陽	房	fɔŋ24	～间
1069	三	平	奉	合	宕	陽	防	fɔŋ24	～止，国～
1070	三	平	微	合	宕	陽	亡	mɔŋ24	死～
1071	三	上	微	合	宕	陽	網	mɔŋ21	鱼～，～络
1072	三	去	微	合	宕	陽	望	mɔŋ21	失～
1073	三	平	羣	合	宕	陽	狂	kʰɔŋ24	发～
1074	三	上	影	合	宕	陽	枉	wɔŋ21	冤～
1075	三	平	云	合	宕	陽	王	wɔŋ24	姓；大～
1076	三	上	云	合	宕	陽	往	wɔŋ21	来～，～日
1077	三	去	云	合	宕	陽	旺	wɔŋ21	兴～
1078	二	上	幫	開	江	江	綁	pɔŋ21	捆～
1079							剝	pɔk5	～削，～皮
1080	二	入	知	開	江	覺	桌	ʦʰɔk21	书～
1081	二	入	知	開	江	覺	琢	ʦʰɔk5	～磨，雕～
1082	二	入	知	開	江	覺	啄	ʦʰɔk5	～木鸟，鸡～米
1083	二	入	澄	開	江	覺	濁	ʦʰuk5	浑～
1084	二	平	初	開	江	江	窗	ʦʰɔŋ33	门～，～帘
1085	二	平	生	開	江	江	雙	ɬuŋ33	一～鞋
1086	二	平	見	開	江	江	江	kɔŋ33	长～，～湖
1087	二	上	見	開	江	江	講	kɔŋ21	～话
1088	二	上	見	開	江	江	港	kɔŋ21	～口；香～（地名）
1089	二	去	見	開	江	江	降	kɔŋ52	下～，～低
1090	二	入	見	開	江	覺	角	kɔk21	牛～，～色
1091	二	入	見	開	江	覺	餃	kau24	饺子，水～
1092	二	平	溪	開	江	江	腔	hɔŋ33	口～
1093	二	入	溪	開	江	覺	確	kʰɔk21	～定，的～
1094	二	入	溪	開	江	覺	殼	hɔk21	贝～
1095	二	去	疑	開	效	肴	樂	lɔk5	音～
1096	二	去	匣	開	江	江	巷	hɔŋ21	巷子，两条～
1097	二	入	匣	開	江	覺	學	hɔk5	数～，～习
1098	二	入	影	開	江	覺	握	ɔk21	～手，把～
1099	一	入	幫	開	曾	德	北	pɛt21	东南西北
1100	一	平	並	開	曾	登	朋	pʰɛn24	～友
1101	一	入	明	開	曾	德	墨	mak5	～水
1102	一	平	端	開	曾	登	燈	tɛn33	～光
1103	一	上	端	開	曾	登	等	tɛn21	～人，高～
1104	一	去	端	開	曾	登	凳	tɛn52	凳子
1105	一	入	端	開	曾	德	得	tɛt21	获～，～意
1106	一	平	定	開	曾	登	藤	tʰɛn24	～椅
1107	一	去	定	開	曾	登	鄧	tʰɛn21	姓，～小平
1108	一	入	定	開	曾	德	特	tʰɛt5	～别
1109	一	平	泥	開	蟹	咍	能	nɛn24	才～，～够
1110	一	平	精	開	曾	登	曾	ʦɛn33	姓
1111	一	入	精	開	曾	德	則	ʦɛt21	否～，规～
1112	一	平	從	開	曾	登	層	ʦʰɛn24	～次
1113	一	去	從	開	曾	登	贈	ʦʰɛn21	～送
1114	一	入	心	開	曾	德	塞	ɬɛt5	堵～，～车
1115	一	上	溪	開	曾	登	肯	kʰɛn21	～定，中～[文]
1116	一	上	溪	開	曾	登	肯	hɛn21	愿意，～去[白]
1117	一	入	溪	開	曾	德	克	hᴇt21	～服，攻～
1118	一	入	曉	開	曾	德	黑	hɛt21	～白
1119	三	平	幫	開	曾	蒸	冰	pɛn33	结～，～箱
1120	三	入	來	開	曾	職	力	lɛt5	大～，～量
1121	三	入	心	開	曾	職	息	ɬɛt21	休～[文]
1122	三	入	澄	開	曾	職	直	ʦʰɛt5	～接
1123	三	入	生	開	曾	職	色	ɬɛt21	颜～，～彩
1124	三	平	章	開	曾	蒸	蒸	ʧɛn33	清～，～发
1125	三	去	章	開	曾	蒸	證	ʧɛn52	～明
1126	三	入	章	開	曾	職	織	ʧɛt21	纺～，～布
1127	三	去	昌	開	曾	蒸	秤	ʧʰɛn52	用以称物，～砣
1128	三	入	船	開	曾	職	食	sɛt5	粮～；吃
1129	三	平	書	開	曾	蒸	升	sɛn33	～级
1130	三	平	書	開	曾	蒸	勝	sɛn52	～利，战～
1131	三	入	書	開	曾	職	識	sɛt21	相～，～字
1132	三	入	羣	開	曾	職	極	kʰɛt21	南～
1133	三	平	曉	開	曾	蒸	興	sɛn33	～旺；绍～（地名）
1134	三	平	曉	開	曾	蒸	興	sɛn52	高～，～趣[文]
1135	三	平	曉	開	曾	蒸	興	sɛn52	高兴[白]
1136	三	平	以	開	曾	蒸	蠅	jɛn24	乌～（苍蝇）
1137	三	入	以	開	曾	職	翼	jɛt21	鸡～，机～
1138	一	入	見	合	曾	德	國	kᵘɔk21	～家，中～
1139	一	平	匣	合	曾	登	弘	waŋ24	～扬
1140	一	入	匣	合	曾	德	或	wak5	～者
1141	二	入	幫	開	梗	陌	百	pak21	～姓
1142	二	入	滂	開	梗	陌	拍	pʰak21	～片，～球
1143	二	平	並	開	梗	庚	彭	pʰɛn24	姓，～德怀
1144	二	入	並	開	梗	陌	白	pʰak5	～色
1145	二	上	明	開	梗	庚	猛	maŋ21	～烈，凶～
1146	二	上	端	開	梗	庚	打	ta21	～针
1147	二	上	來	開	梗	庚	冷	laŋ33	～热，～清
1148							撐	ʦʰaŋ33	支～，～开
1149	二	入	澄	開	梗	陌	擇	ʦʰat5	选～[文]
1150	二	入	澄	開	梗	陌	擇	ʦʰat5	～菜[白]
1151	二	平	生	開	梗	庚	生	ɬaŋ33	学～，～活[文]
1152	二	平	生	開	梗	庚	生	ɬaŋ33	与“死”相对[白]
1153	二	平	見	開	梗	庚	更	kən52	～加
1154	二	平	溪	開	梗	庚	坑	haŋ33	水～，～沟
1155	二	入	溪	開	梗	陌	客	hak5	请～
1156	二	去	疑	開	梗	庚	硬	ŋaŋ21	软～
1157	二	入	疑	開	梗	陌	額	ŋat21	名～
1158	二	去	曉	開	假	麻	嚇	hak21	～一跳
1159	一	平	匣	開	宕	唐	行	haŋ24	～为；行走
1160	二	平	並	開	梗	耕	棚	pʰən24	楼～，瓜～
1161	二	入	明	開	梗	麥	麥	mak5	小～，～芽糖
1162	二	入	知	開	梗	麥	摘	ʧak21	～菜
1163							爭	ʧaŋ33	～取，斗～[文]
1164							爭	ʧaŋ33	相～，～唔多（差不多）[白]
1165	二	入	莊	開	梗	麥	責	ʧak21	～任，负～
1166							冊	ʧʰak21	两～，～封
1167	二	平	見	開	梗	耕	耕	kam33	～田
1168	二	上	見	開	梗	耕	耿	kam21	忠心～～；姓，～精忠
1169	二	入	見	開	梗	麥	革	kak21	～命，改～
1170	二	入	見	開	梗	麥	隔	kak21	～壁
1171	二	上	匣	開	梗	耕	幸	hən21	荣～，～福
1172	二	入	影	開	梗	麥	扼	ak21	～杀，～制
1173	三	平	幫	開	梗	庚	兵	pən33	当～
1174	三	上	幫	開	梗	庚	丙	piaŋ21	天干，甲乙丙丁
1175	三	去	幫	開	梗	庚	柄	piaŋ52	刀～，把～
1176	三	平	並	開	梗	庚	平	pʰən24	和～，～时[文]
1177	三	平	並	開	梗	庚	平	pʰən24	～头，～地[白]
1178	三	去	並	開	梗	庚	病	pʰiaŋ21	～人
1179	三	去	明	開	梗	庚	命	miaŋ21	～令[文]
1180	三	去	明	開	梗	庚	命	miaŋ21	～运，算～[白]
1181	三	平	見	開	梗	庚	驚	kiaŋ33	害怕；～蛰
1182	三	上	見	開	梗	庚	景	kən21	～色，风～
1183	三	去	見	開	梗	庚	敬	kən52	尊～，～酒
1184	三	去	見	開	梗	庚	鏡	kiaŋ52	镜子
1185	三	去	溪	開	梗	庚	慶	hən52	～祝
1186	三	入	羣	開	梗	陌	屐	kʰiak5	木～
1187	三	平	疑	開	梗	庚	迎	ȵiaŋ24	～接，欢～
1188	三	入	疑	開	梗	陌	逆	ŋak5	～风
1189	三	平	影	開	梗	庚	英	jən33	～雄；～国（国名）
1190	三	上	影	開	梗	庚	影	jaŋ21	电～
1191	三	平	明	開	梗	清	名	miaŋ24	姓～
1192	三	上	來	開	梗	清	領	liaŋ33	～导，衫～（衣领）
1193	三	平	來	開	山	仙	令	lən21	命～，口～
1194	三	平	精	開	梗	清	精	ʦən33	～神
1195	三	上	精	開	梗	清	井	ʨiaŋ21	～水，～～有条
1196	三	入	精	開	梗	昔	跡	ʨiak21	～象，痕～[文]
1197	三	入	精	開	梗	昔	跡	ʨiak21	脚～，油～[白]
1198	三	平	從	開	梗	清	晴	ʦʰən33	天～
1199							淨	ʨiaŋ33	干～
1200	三	去	心	開	梗	清	姓	ɬiaŋ52	～名
1201	三	入	心	開	梗	昔	惜	ɬɛt21	疼爱[白]
1202	三	入	邪	開	梗	昔	席	ʦʰɛt5	酒～，主～
1203	三	入	邪	開	梗	昔	蓆	ʨʰiak5	草～
1204	三	去	澄	開	梗	清	鄭	ʦʰaŋ52	～重；姓
1205	三	平	章	開	梗	清	正	ʦaŋ33	～月
1206	三	平	章	開	梗	清	正	ʦən52	立～，～直[文]
1207	三	平	章	開	梗	清	正	ʦən52	～好，～来[白]
1208	三	入	章	開	梗	昔	隻	ʦak5	两～
1209	三	入	昌	開	梗	昔	赤	ʨiak21	～色，～脚
1210	三	平	書	開	梗	清	聲	saŋ33	～音，笑～
1211	三	平	禪	開	梗	清	城	saŋ24	～市，县～
1212	三	入	禪	開	梗	昔	石	sak5	～头，～榴
1213	三	上	見	開	梗	清	頸	kiaŋ21	脖子
1214	三	平	以	開	梗	清	贏	jaŋ24	～输
1215	三	去	以	開	止	支	易	ji33	交～，贸～
1216	四	入	幫	開	梗	錫	壁	piak21	墙～
1217	四	入	滂	開	梗	錫	劈	pʰiak5	～开，用刀～，雷～
1218	四	平	端	開	梗	青	釘	tɛn33	铁～[名]
1219	四	上	端	開	梗	青	頂	tən21	山～[白]
1220	四	上	端	開	梗	青	頂	tən21	～唔得（顶不住）[文]
1221	四	入	端	開	梗	錫	滴	dɛt21	～水，两～
1222	四	平	透	開	梗	青	聽	tʰɛn33	～话
1223	四	入	透	開	梗	錫	踢	tʰɛk21	～球
1224	四	平	定	開	梗	青	停	tʰɛn24	～止
1225	四	去	定	開	梗	青	定	tʰɛn21	稳～；永～（地名）
1226	四	入	定	開	梗	錫	笛	tʰɛk5	笛子
1227	四	入	定	開	梗	錫	敵	tʰɛk5	～人
1228	四	平	來	開	梗	青	靈	lɛn24	～活
1229	四	去	來	開	梗	青	另	lɛn21	～外
1230	四	入	來	開	梗	錫	曆	lɛt5	日～，～书
1231	四	平	清	開	梗	青	青	ʨiaŋ33	～色，～年
1232	四	上	心	開	梗	青	醒	ɬiaŋ21	清～，～过来
1233	四	入	見	開	梗	錫	激	kɛt21	～动
1234	四	平	匣	開	梗	青	形	jiŋ24	～状，地～
1235	二	上	見	合	梗	庚	礦	kᵘɔŋ52	煤～，～工
1236							橫	wɔŋ24	～直
1237	三	平	曉	合	梗	庚	兄	suŋ33	～弟
1238	三	平	云	合	梗	庚	榮	jiŋ24	光～，～誉
1239	三	上	云	合	梗	庚	永	jyn21	～远
1240	三	平	溪	合	梗	清	傾	kʰɛn33	～向，左～
1241	一	入	幫	合	通	屋	卜	pʰɔk5	萝～
1242	一	平	並	合	通	東	篷	pʰən24	帐～
1243	一	平	明	合	通	東	蒙	mən24	～蔽，天～～，～古（地名）
1244	一	入	明	合	通	屋	木	muk21	～工
1245	一	平	端	合	通	東	東	tɔŋ33	东南西北
1246	一	去	端	合	通	東	凍	laŋ33	冰～，～伤
1247	一	平	透	合	通	東	通	tʰuŋ33	～过，～风，打～
1248	一	上	透	合	通	東	桶	tʰuŋ21	水～
1249	一	去	透	合	通	東	痛	tʰuŋ52	～苦
1250	一	平	定	合	通	東	同	tʰuŋ24	相～，～学
1251	一	去	定	合	通	東	洞	tʰuŋ21	山～，～察
1252	一	入	定	合	通	屋	讀	tʰuk5	～书，阅～
1253	一	平	來	合	通	東	聾	luŋ33	耳～
1254	一	入	來	合	通	屋	鹿	luk5	～角，梅花～
1255	一	上	精	合	通	東	總	ʦuŋ21	～共，汇～
1256	一	去	精	合	通	東	糉	ʦuŋ52	粽子
1257							蔥	ʦʰuŋ33	葱
1258	一	入	從	合	通	屋	族	ʦʰuk5	～长，民～
1259	一	去	心	合	通	東	送	ɬuŋ52	～人
1260	一	入	心	合	通	屋	速	ʦʰuk21	～度
1261	一	平	見	合	通	東	公	kuŋ33	～安，办～
1262	一	去	見	合	通	東	貢	kuŋ52	～献
1263	一	入	見	合	通	屋	穀	kuk21	五～
1264	一	平	溪	合	通	東	空	huŋ33	～虚，天～
1265	一	去	溪	合	通	東	控	huŋ52	～制
1266	一	平	匣	合	通	東	紅	fuŋ24	～色
1267	一	平	影	合	通	東	翁	juŋ33	白头～；姓
1268	一	入	影	合	通	屋	屋	ok21	老～
1269	一	平	泥	合	通	冬	農	nuŋ24	～村
1270	一	平	精	合	通	冬	宗	ʧuŋ33	祖～，～教
1271	一	去	心	合	通	東	鬆	ɬuŋ33	轻～，放～
1272	三	平	非	合	通	東	風	fuŋ33	大～，～气
1273	三	入	非	合	通	屋	福	fuk21	～气，享～
1274	三	去	奉	合	通	東	鳳	fuŋ21	～凰
1275	三	入	奉	合	通	屋	服	fuk5	～务
1276	三	去	明	合	通	東	夢	muŋ21	发～
1277	三	入	來	合	通	屋	六	luk21	数字
1278	三	去	心	開	流	尤	宿	ɬuk21	～舍，住～
1279	三	入	知	合	通	屋	竹	ʦuk21	～叶
1280	三	平	澄	合	通	東	蟲	ʦʰuŋ24	害～
1281	三	入	澄	合	通	屋	軸	ʦʰuk5	压～，～承
1282	三	入	生	合	通	屋	縮	suk5	压～，～小
1283	三	平	章	合	通	東	終	ʦuŋ33	～于，始～
1284	三	入	章	合	通	屋	祝	ʦuk21	～贺，庆～
1285	三	平	昌	合	通	東	充	ʦʰuŋ33	～分，冒～
1286	三	入	書	合	通	屋	叔	suk21	二～，～～
1287	三	入	禪	合	通	屋	熟	suk5	煮～，～悉
1288	三	入	日	合	通	屋	肉	ȵok21	猪～
1289	三	平	見	合	通	東	弓	kuŋ33	～箭
1290	三	入	見	合	通	屋	菊	kuk21	～花
1291	三	平	羣	合	通	東	窮	kʰuŋ24	～人，无～
1292	三	入	曉	合	通	屋	蓄	ʦʰuk21	储～，～水
1293	三	平	云	合	通	東	熊	juŋ24	～猫
1294	三	平	云	合	通	東	雄	hiɔŋ24	英～
1295	三	入	以	合	通	屋	育	juk21	教～
1296	三	平	娘	合	通	鍾	濃	nɔŋ24	～淡；稠密[白]
1297	三	平	來	合	通	鍾	龍	lɔŋ24	～头
1298							綠	luk5	～色
1299	三	平	精	合	通	鍾	蹤	zuŋ33	失～，～影
1300	三	入	精	合	通	燭	足	zuk21	～球，满～
1301	三	平	清	合	通	鍾	從	ʦʰuŋ24	跟～，～来
1302	三	入	心	合	通	燭	粟	ɬuk21	包～，～米，～子粄
1303	三	平	邪	合	通	鍾	松	ʦʰɔŋ24	～树
1304	三	去	邪	合	通	鍾	頌	ʦʰɔŋ21	歌～
1305	三	入	邪	合	通	燭	俗	ʦʰuk5	风～
1306	三	平	章	合	通	鍾	鐘	ʧuŋ33	两点～，闹～
1307	三	上	章	合	通	鍾	種	ʧuŋ21	～类，树～[名，量]
1308	三	上	章	合	通	鍾	種	ʧuŋ52	～田[动]
1309	三	入	昌	合	通	燭	觸	ʦʰuk21	接～，～犯
1310	三	入	書	合	通	燭	束	ʦʰuk21	结～
1311	三	入	禪	合	通	燭	屬	suk5	～于，家～
1312	三	上	見	合	通	鍾	鞏	kuŋ21	～固
1313	三	去	羣	合	通	鍾	共	kʰuŋ21	一～，～同
1314	三	入	羣	合	通	燭	局	kʰuk5	～部，公安～
1315	三	入	疑	合	通	燭	玉	ȵuk5	白～
1316	三	平	以	合	通	鍾	容	jɔŋ24	～易，宽～
1317	三	上	以	合	通	鍾	勇	ȵuŋ21	～敢
1318	三	去	以	合	通	鍾	用	juŋ21	～处
1319	三	入	以	合	通	燭	慾	juk5	～望，贪～
1320	三	去	羣	開	山	元	健	kian21	～康
