汉字	IPA	注释	1阴平44 2阳平21 3阴上312 4阳上42 5阴去24 7阴入53 阳入31					
疤	ɓa44							
□	ɓa24	loŋ42□~：忘记						
靶	ɓa21							
饱	ɓa212							
缚	ɓaʔ21	绑						
卜	ɓaʔ21	萝~						
坝	ɓa24							
罢	ɓa42							
爸	ɓa53							
北	ɓaʔ53							
簸	ɓaʔ53	~箕						
剥	ɓaʔ53	脱						
□	moʔ53	躲						
□	pʰa44	~船：靠岸泊船						
琶	pʰa21							
曝	pʰaʔ21							
冇	pʰa24	~谷：瘪谷子						
拍	pʰaʔ53	打						
妈	ma44							
□	ma44	~年：拜年						
麻	ma21							
目	maʔ21							
□	maʔ21	鼻~：鼻涕						
马	ma212							
吗	ma53							
墨	vaʔ21							
□	va24	~柴：朽木						
□	vaʔ53	物体不圆谓之						
担	ɗa44							
□	ɗa44	~ki44□：自己						
胆	ɗa212							
毒	ɗaʔ21							
踏	ɗaʔ21							
担	ɗa24							
□	ɗa24	像						
□	ɗa24	跳						
搭	ɗaʔ53							
褡	ɗaʔ53	背心						
答	ɗaʔ53							
三	ta44							
衫	ta44	衣服						
煠	taʔ21	~蛋：水中煮蛋						
□	taʔ53	畜类吃食的象声词						
读	tʰaʔ21							
叠	tʰaʔ21							
□	tʰa24	～土：禽类扒土觅食						
塔	tʰaʔ53							
□	tʰaʔ53	贴						
只	na44	训，只有						
□	na44	只有						
□	na44	zi21□~：现在						
□	zi21	~na44□：现在						
□	hi24	~na44□：现在，唱歌谣的女人说的						
□	hin21	~na44□：现在，发音人儿子说的						
拿	na21							
□	na212	粘贴谓之，仅见于黄谷甘记录，即声调在老派口音里可能为阳入						
□	na212	~来~好：越来越好						
拉	la44							
箩	la21	训“篮”						
篮	la21							
六	laʔ21							
□	laʔ21	猪~：猪圈						
萝	la212	~卜						
蜡	laʔ21							
落	laʔ53							
遮	tsa44							
昨	tsa44	~晡日：昨天						
早	tsa212							
十	tsaiʔ21							
节	tsaiʔ53							
杂	tsaʔ21							
炸	tsa24							
扎	tsaʔ53							
沙	sa44							
差	sa44							
萨	sa44							
杉	sa44							
柴	sa21	训						
柴	sai21							
裁	sai21							
材	sai21							
炒	sa212							
□	sa212	~saŋ212□：粗糙						
插	saʔ53							
铰	ka44							
衔	ka21							
敢	ka212							
教	ka24							
咬	ka42							
角	kaʔ53							
桷	kaʔ53							
甲	kaʔ53							
脚	kʰa44	训“骹”						
骹	kʰa44	脚						
卡	kʰa21							
巧	kʰa212							
敲	kʰa24							
壳	kʰaʔ53							
哈	ha44							
鹤	haʔ21							
□	haʔ53	男女订亲下聘礼之谓						
亚	a44							
阿	a24	~公						
□	a24	还						
□	a24	这						
拗	a212							
鸭	aʔ53							
□	aʔ53	才						
沃	aʔ53	淋						
波	ɓo44							
菠	ɓo44							
□	ɓo44	~kʰai44□ɗiau24□：扔						
宝	ɓo212							
保	ɓo212							
薄	ɓoʔ21							
□	ɓoʔ21	肚子						
报	ɓo24							
驳	ɓoʔ53							
坡	pʰo44							
婆	pʰo21							
菩	pʰo21							
颇	pʰo212							
播	pʰo24							
抱	pʰo42							
扑	pʰoʔ53							
粕	pʰoʔ53	渣						
□	pʰoʔ53	趴着						
望	mo44							
毛	mo21							
蘑	mo21							
魔	mo212							
木	moʔ21							
磨	mo24							
磨	vuə21							
莫	moʔ53							
无	vo21							
服	voʔ21							
福	voʔ53							
刀	ɗo44							
长	ɗo44	剩下						
肠	ɗo21							
塘	ɗo21							
堂	ɗo21	学~						
长	ɗo21							
着	ɗoʔ21							
着	ɗieʔ21	对						
□	ɗo212	望~：看到						
倒	ɗo24							
□	ɗo24	~ho44□：这样						
丈	ɗo42							
督	ɗoʔ53							
□	ɗoʔ53	剁						
梭	to44							
霜	to44							
□	to44	爬						
□	to21	呆笨谓之						
锁	to212							
属	toʔ21							
塾	toʔ21	私~						
嫂	to212							
所	to212							
素	to24							
索	toʔ53							
欶	toʔ53	吸						
汤	tʰo44							
糖	tʰo21							
棠	tʰo21	海~						
讨	tʰo212							
烫	tʰo24							
托	tʰoʔ53							
饿	ŋo44							
鹅	ŋo21							
讹	ŋo21	~侬：欺负人						
□	noʔ21	两人较量把对方压倒						
榔	no21							
懦	no24							
两	no42							
诺	noʔ53							
□	ŋoʔ53	~公：打瞌睡						
浪	lo44							
罗	lo21							
郎	lo21	~家：新郎						
螺	lo21							
