汉字	音标	注释
浪	lœ5	
脏	tsœ1	
葬	tsœ5	
苍	œœ1	
脏	hzœ5	
桑	sœ1	
嗓	sœ3	
丧	sœ5	
缸	kœ1	
杠	kœ5	
康	kʰœ1	
慷	kʰœ3	
抗	kʰœ5	
杭	ɣœ2b	
娘	ȵiœ2a	
酿	ȵiœ5	
粮	liœ2a	
两	liœ3	斤两
两	/	两个
亮	liœ5	
将	tɕiœ1	
奖	tɕiœ3	
酱	tɕiœ5	
枪	tɕʰiœ1	
抢	tɕʰiœ3	
墙	hʑiœ2b	
匠	hʑiœ5	
相	ɕiœ1	
想	ɕiœ3	
相	ɕiœ5	
详	hʑiœ2b	
象	hʑiœ3	
张	tɕiœ1	
长	tɕiœ3	
帐	tɕiœ5	
畅	tɕʰiœ5	
长	hʑiœ2b	
丈	hʑiœ4	
庄	tsœ1	
壮	tsœ5	
疮	tsʰœ1	
闯	tsʰœ3	
创	tsʰœ1	
床	hzœ2b	
状	hzœ5	
霜	sœ1	
爽	sœ3	
章	tɕiœ1	
掌	tɕiœ3	
障	tɕiœ5	
昌	tsʰœ1	
厂	tɕʰiœ3	
唱	tɕʰiœ5	
伤	sœ1	
赏	sœ3	
饷	ɕiœ5	
常	hʑiœ2b	
上	hzœ3	
尚	hʑiœ5	
壤	/	
让	ȵiœ5	
姜	tɕiœ1	
羌	tɕʰiœ1	
强	hʑiœ2b	
强	hʑiœ4	
仰	ȵiœ3	
乡	ɕiœ1	
响	ɕiœ3	
向	ɕiœ5	
央	iœ1	
羊	iœ2a	
养	iœ3	
样	iœ5	
光	kuœ1	
广	kuœ3	
旷	kʰuœ5	
慌	xuœ1	
谎	xuœ3	
黄	uœ2b	
晃	ɣuœ4	
汪	uœ1	
方	xuœ1	
仿	xuœ3	
放	xuœ3	
芳	xuœ1	
纺	xuœ3	
访	xuœ5	
房	bœ2b	
芒	bœ2a	
网	mœ3	
望	mœ5	
筐	kʰuœ1	
狂	kʰuœ2b	
况	kʰuœ5	
枉	uœ3	
王	uœ2b	
往	uœ3	
旺	mœ5	
邦	pœ1	
绑	pœ3	
胖	pʰœ5	
攮	lœ3	
桩	tsœ1	
撞	tsʰœ5	
窗	/	
双	sœ1	
双	sœ5	
江	kœ1	
讲	kœ3	
降	kœ5	
虹	kœ5	
夯	xəŋ1	
降	hʑiœ2b	
项	ɣœ4	
巷	ɣœ5	
崩	pəŋ1	
朋	bəŋ2b	
登	təŋ1	
灯	təŋ1	
等	təŋ3	
凳	təŋ5	
疼	/	
邓	təŋ5	
澄	tiŋ5	
能	ləŋ2a	
楞	ləŋ2a	
增	tsəŋ1	
曾	hzəŋ2b	
赠	tsəŋ5	
肯	kʰiŋ3	
恒	ɣəŋ2b	
冰	piŋ1	
凭	biŋ2b	
征	tɕiŋ1	
橙	hʑiŋ2b	
瞪	/	
蒸	tɕiŋ1	
症	tɕiŋ5	
称	tɕʰiŋ1	
秤	tɕʰiŋ5	
乘	hʑiŋ2b	
剩	hʑiŋ5	
升	ɕiŋ1	
胜	ɕiŋ5	
承	hʑiŋ2b	
兴	ɕiŋ1	
兴	ɕiŋ5	
鹰	iŋ1	
应	iŋ5	
蝇	iŋ2a	
烹	pʰəŋ1	
彭	bəŋ2b	
猛	məŋ3	
孟	məŋ5	
打	ta3	
冷	ləŋ3	
撑	tsʰəŋ1	
澄	/	
生	səŋ1	
甥	səŋ1	
省	səŋ3	
庚	kiŋ1	
埂	kiŋ3	
更	kiŋ5	
坑	kʰiŋ1	
硬	ŋiŋ5	
亨	pʰəŋ1	
行	hʑiŋ2b	
衡	/	
杏	hʑiŋ3	
行	hʑiŋ5	
棚	bəŋ2b	
萌	məŋ2a	
橙	hʑiŋ2b	
争	tsəŋ1	
耕	kiŋ1	
耿	kiŋ3	
鹦	iŋ1	
樱	iŋ1	
兵	piŋ1	
丙	piŋ3	
柄	piŋ5	
平	biŋ2b	
病	biŋ5	
鸣	miŋ2a	
明	miŋ2a	明朝
命	miŋ5	
京	tɕiŋ1	
景	tɕiŋ3	
镜	tɕiŋ5	
卿	tɕʰiŋ1	
庆	tɕʰiŋ5	
鲸	tɕiŋ1	
竞	tɕiŋ5	
迎	/	
英	iŋ1	
影	iŋ3	
映	iŋ5	
饼	piŋ3	
并	piŋ5	
聘	pʰiŋ5	
名	miŋ2a	
领	liŋ3	
令	liŋ5	
精	tɕiŋ1	
井	tɕiŋ3	
清	tɕʰiŋ1	
请	tɕʰiŋ3	
情	hʑiŋ2b	
静	hʑiŋ4	
净	hʑiŋ5	
省	/	
性	ɕiŋ5	
贞	tɕiŋ1	
侦	tɕiŋ1	
程	hʑiŋ2b	
郑	tɕiŋ5	
正	tɕiŋ1	
整	tɕiŋ3	
政	tɕiŋ5	
声	ɕiŋ1	
圣	ɕiŋ5	
成	hʑiŋ2b	
颈	tɕiŋ3	
轻	tɕʰiŋ1	
婴	iŋ1	
赢	iŋ2a	
拼	pʰiŋ1	
瓶	biŋ2b	
铭	miŋ2a	
丁	tiŋ1	
顶	tiŋ3	
钉	tiŋ5	
听	tʰiŋ1	
停	diŋ2b	
挺	tʰiŋ3	
定	diŋ5	
宁	ȵiŋ2a	
零	liŋ2a	
青	tɕʰiŋ1	
星	ɕiŋ1	
醒	ɕiŋ3	
经	tɕiŋ1	
磬	tɕʰiŋ5	
形	hʑiŋ2b	
矿	kʰœ5	
横	uɛ2b	
轰	/	
宏	/	
兄	ɕʯŋ1	
荣	ʯŋ2a	
永	ʯŋ3	
倾	/	
顷	/	
琼	/	
营	ʯŋ2a	
颖	/	
萤	iŋ2b	
篷	bəŋ2b	
蒙	məŋ2a	
蠓	məŋ3	
东	təŋ1	
懂	təŋ3	
栋	təŋ5	
通	tʰəŋ1	
桶	tʰəŋ3	
痛	tʰəŋ5	
同	dəŋ2b	
动	dəŋ4	
洞	dəŋ5	
聋	ləŋ2a	
弄	ləŋ5	
鬃	tsəŋ1	
总	tsəŋ3	
粽	tsəŋ5	
葱	tsʰəŋ1	
丛	hzəŋ2b	
送	səŋ5	
公	kəŋ1	
贡	kəŋ5	
空	kʰəŋ1	
孔	kʰəŋ3	
控	kʰəŋ5	
烘	xəŋ1	
哄	xəŋ3	
洪	ɣəŋ5	
哄	ɣəŋ5	
翁	uŋ1	
冬	təŋ1	
统	tʰəŋ5	
农	ləŋ2a	
宗	tsəŋ1	
综	tsəŋ5	
松	səŋ1	
宋	səŋ5	
风	fəŋ1	
讽	fəŋ5	
丰	fəŋ1	
冯	ɣəŋ2b	
凤	bəŋ5	
梦	məŋ5	
嵩	səŋ1	
忠	tsəŋ1	
中	tsəŋ5	
虫	hzəŋ2b	
崇	hzəŋ2b	
终	tsəŋ1	
众	tsəŋ5	
充	tsʰəŋ1	
铳	tsʰəŋ1	
绒	ʯŋ2a	
弓	kəŋ1	
穷	hʐʯŋ2b	
雄	hʐʯŋ2b	
封	fəŋ1	
蜂	fəŋ1	
逢	bəŋ2b	
缝	hvəŋ5	
浓	ləŋ2a	
龙	ləŋ2a	
纵	tsəŋ5	
从	hzəŋ2b	
松	hzəŋ2b	
宠	tsʰəŋ3	
重	hzəŋ2b	
重	hzəŋ5	
钟	tsəŋ1	
肿	tsəŋ3	
种	tsəŋ5	
冲	tsʰəŋ1	
恭	kəŋ1	
巩	kəŋ3	
供	kəŋ5	
恐	kʰəŋ3	
共	ɣəŋ5	
凶	ɕʯŋ1	
雍	ʯŋ1	
容	ʯŋ2a	
勇	ʯŋ3	
用	ʯŋ5	
答	taʔ7	
踏	tʰaʔ7	
纳	naʔ7	
拉	laʔ7	
杂	tsaʔ7	
喝	xuoʔ7	
合	ɣo4	
塔	tʰaʔ7	
蜡	laʔ7	
磕	kʰuoʔ7	
插	tsʰaʔ7	
炸	hza4	
夹	kaʔ7	
掐	kʰaʔ7	
甲	kaʔ7	
鸭	ŋaʔ7	
聂	ȵiɛʔ7	
猎	liɛʔ7	
接	tɕiɛʔ7	
折	/	
叶	iɛʔ7	
劫	tɕiɛʔ7	
业	ȵiɛʔ7	
跌	tiɛʔ7	
帖	tʰiɛʔ7	
碟	/	
法	faʔ7	
粒	liɛʔ7	
集	tɕiɪʔ7	
习	hʐə4	
蛰	tʂʅʔ7	
湿	ʂəʔ7	
十	hʐə4	
急	tɕiɪʔ7	
及	/	
吸	ɕiɛʔ7	
揖	iɪʔ7	
獭	tʰaʔ7	
达	taʔ7	
捺	naʔ7	
辣	laʔ7	
擦	tsʰaʔ7	
萨	saʔ7	
葛	kəʔ7	
八	paʔ7	
拔	pʰaʔ7	
抹	maʔ7	
扎	tsaʔ7	
察	tsʰaʔ7	
杀	saʔ7	
轧	kaʔ7	
铡	tsaʔ7	
瞎	xaʔ7	
鳖	piɛʔ7	
别	biɛ4	
灭	miɛʔ7	
烈	liɛʔ7	
薛	ɕʯɛʔ7	
哲	tʂʯɛʔ7	
彻	/	
浙	tʂʯɛʔ7	
舌	hʑiɛ4	
设	/	
热	ȵiɛʔ7	
杰	tɕiɛʔ7	
孽	ȵiɛʔ7	
憋	piɛʔ7	
撇	pʰiɛʔ7	
篾	miɛʔ7	
铁	tʰiɛʔ7	
捏	ȵiɛʔ7	
节	tɕiɛʔ7	
切	tɕʰiɛʔ7	
屑	ɕiɛʔ7	
结	tɕiɛʔ7	
拨	poʔ7	
泼	pʰoʔ7	
末	moʔ7	
脱	tʰɛʔ7	
夺	do4	
括	kʰuaʔ7	
阔	kʰuaʔ7	
豁	/	
活	ua4	
滑	ɣua4	
挖	uaʔ7	
刷	ʂuaʔ7	
刮	kuaʔ7	
劣	liɛʔ7	
绝	tɕʯɛʔ7	
雪	ɕiɛʔ7	
说	/	
发	faʔ7	
罚	hva4	
袜	maʔ7	
月	ʯɛʔ7	
越	ʯɛʔ7	
决	tɕʯɛʔ7	
缺	tɕʰʯɛʔ7	
血	ɕʯɛʔ7	
穴	/	
笔	piɪʔ7	
匹	pʰiɪʔ7	
蜜	miɪʔ7	
栗	liɪʔ7	
七	tʂʰʅʔ7	
膝	tʂʰʅʔ7	
侄	hʐə4	
虱	/	
质	tʂʅʔ7	
实	ʂəʔ7	
失	ʂəʔ7	
日	ȵiɛʔ7	
吉	tɕiɛʔ7	
一	iɪʔ7	
逸	iɪʔ7	
不	puʔ7	
没	/	
突	tʰəʔ7	
卒	tsəuʔ7	
骨	kuʔ7	
窟	kʰuʔ7	
律	liɪʔ7	
出	tɕʰʯʔ7	
术	ɕʯɛʔ7	
橘	tɕʯɛʔ7	
佛	bə4	
物	uʔ7	
掘	/	
博	poʔ7	
泊	pɛʔ7	
摸	moʔ7	
托	tʰuoʔ7	
落	luoʔ7	
作	tsoʔ7	
错	tsʰoʔ7	
昨	hzo4	
索	suoʔ7	
各	kuoʔ7	
胳	kuoʔ7	
鹤	ɣuo4	
恶	ŋoʔ7	
略	/	
雀	tɕʰioʔ7	
鹊	tɕʰioʔ7	
削	ɕioʔ7	
勺	/	
弱	ȵioʔ7	
脚	tɕioʔ7	
约	ioʔ7	
药	ioʔ7	
郭	kuoʔ7	
扩	kʰoʔ7	
霍	xoʔ7	
剥	poʔ7	
朴	pʰuʔ7	
雹	bə4	
桌	tsoʔ7	
戳	tsʰoʔ7	
捉	tsoʔ7	
镯	tsoʔ7	
角	koʔ7	
饺	tɕiɔ3	
确	kʰoʔ7	
壳	kʰoʔ7	
岳	ioʔ7	
学	ɣo4	
握	uʔ7	
北	peʔ7	
墨	məʔ7	
默	məʔ7	
得	teʔ7	
特	tʰəʔ7	
勒	ləʔ7	
则	/	
贼	hze4	
塞	sɛʔ7	
刻	kʰɛʔ7	
黑	xəʔ7	
逼	piɪʔ7	
力	liɪʔ7	
鲫	tɕiʔ7	
媳	ʂʅʔ7	
直	hʐʅ4	
侧	tsʰɛʔ7	
测	tsʰɛʔ7	
色	seʔ7	
织	tʂʅʔ7	
食	hʐə4	
式	sɿʔ7	
植	tʂʅʔ7	
极	tɕiɛʔ7	
忆	iɪʔ7	
国	kuʔ7	
或	xoʔ7	
百	pɛʔ7	
拍	pʰɛʔ7	
白	bɛ4	
泽	tsʰeʔ7	
格	keʔ7	
客	kʰeʔ7	
额	ŋeʔ7	
吓	xeʔ7	
麦	mɛʔ7	
摘	tɕiɛʔ7	
责	tseʔ7	
册	tsʰeʔ7	
革	keʔ7	
核	ɣe4	审核
核	ɣe4	果子核
轭	ŋɛʔ7	
碧	piɪʔ7	
剧	tɕʯʔ7	
璧	piɪʔ7	
僻	pʰiɪʔ7	
积	tɕiɪʔ7	
籍	/	
惜	ʂʅʔ7	
席	hʑiɛ4	
只	tɕiɛʔ7	
尺	tʂʰʅʔ7	
释	ʂʅʔ7	
石	hʐə4	
益	iɪʔ7	
译	iɪʔ7	
壁	piɪʔ7	
滴	tiɪʔ7	
踢	tʰiɪʔ7	
笛	diɪ4	
历	liɪʔ7	
绩	tɕiɛʔ7	
戚	tɕʰiɛʔ7	
锡	ʂəʔ7	
击	tɕiɛʔ7	
吃	tʂʰʅʔ7	
获	ɣəu4	
划	uo4	
役	iɪʔ7	
卜	pəuʔ7	
扑	pʰəʔ7	
木	moʔ7	
秃	tʰoʔ7	
独	dəu4	
鹿	ləuʔ7	
族	tsʰəʔ7	
速	səʔ7	
谷	kuʔ7	
哭	kʰuʔ7	
屋	uʔ7	
督	təuʔ7	
毒	dəu4	
福	fuʔ7	
覆	fuʔ7	
服	bə4	
目	moʔ7	
六	ləuʔ7	
宿	səuʔ7	
竹	tsəuʔ7	
畜	tsʰəuʔ7	
缩	səuʔ7	
粥	tsəuʔ7	
叔	səuʔ7	
熟	hzəu4	
肉	ȵʯʔ7	
菊	tɕʯɛʔ7	
曲	tɕʰʯʔ7	
畜	tsʰəʔ7	
育	ioʔ7	
绿	ləuʔ7	
足	tsəuʔ7	
促	tsʰəuʔ7	
粟	səuʔ7	
俗	hzəu4	
烛	tsəuʔ7	
触	tsʰəuʔ7	
赎	hzəu4	
束	səuʔ7	
曲	tɕʰʯʔ7	
玉	ʯʔ7	
狱	ʯʔ7	
欲	ʯʔ7	
