*i		
p	[2]脾[3]比[5]痺[6]避	
ph	[1]披[2]脾[3]疕[5]譬	
b	[2]迷[3]米美沕{潛入水中}[6]味	
t	[1]知□{lo22～：roti，麵包}[2]池[3]抵[5]戴[6]弟底{哪}	
th	[1]黐䋎{縫紉}[2]蹄[5]剃	
l	[1]□?{疑為借音，taʔ7～囝：零錢}[2]雷{同lui2}簾[3]理李[6]利□{𩩍～骨：肋骨}	
ts	[1]枝{荔～}脂膣{女陰}支[2]薺[3]姊只{這}子指[5]志	
tsh	[1]痴[5]刺[6]飼市	
s	[1]司俬絲西={～瓜}[2]時匙[3]死[5]四-[6]是[0]時{日～；暝～}□{角～：角落}	
dz	[2]兒[6]二字膩	
k	[1]枝基支{量詞}[2]棋[3]指舉擧[5]記痣[6]忌己{ka1～；自己}	
kh	[1]蹊[3]齒起[5]去氣[6]柿去{表示動作完成，相當於普通話“了”}	
g	[2]疑宜[6]義	
h	[1]希[3]喜許{那}[5]戲[6]耳	
ø	[1]伊醫[2]姨[3]椅[5]意[6]易	
*e		
ph	[1]批{信件}	
b	[2]迷[3]買[6]賣袂{不會，無解的合音}	
t	[3]底短[5]帝褪[6]袋地	
th	[1]□{～椅：躺椅}[2]提[3]體[5]退替	
l	[2]璃脶狸犁其{的}螺個{替}[3]禮[6]麗	
ts	[1]齋[5]債[6]坐濟{多}穧{多}	
tsh	[1]初叉[5]脆	
s	[1]梳稅{水～關：水稅局}梳[3]洗[5]細世	
k	[1]街雞[5]契架[6]下{同kɛ6}	
kh	[1]溪	
h	[6]下	
ø	[2]鞋其{的}個{替}[3]矮[6]解-{會}會{訓，本字解}下{同ɛ6}	
*ɛ		
p	[2]爬[3]把[6]父	
ph	[3]䫌{喙～：臉頰}	
b	[3]馬	
t	[2]茶[3]貯{存放；盛；裝}[5]笮	
l	[3]禮{同le3}	
ts	[6]□{一下，蜀下的合音}	
k	[1]家傢[3]假[5]嫁價[6]下{低}	
g	[2]牙	
h	[2]蝦	
ø	[3]啞[6]下	
*a		
p	[1]疤芭爸叭{喇～}□{非漢語借音，～tsat22：acar，一種娘惹菜}[3]飽[5]霸豹[6]罷□{非漢語借音，～leʔ4：adik，弟弟/妹妹；～gaʔ1：agak，大約；～kai45：akal，智力；～poŋ44：apong/apom，一種印度煎餅；～sam44：asam，羅望子}	
ph	[1]拋泡{五～燈：地名}[5]怕[6]泡	
