ɦi		宜仪移夷姨饴愚虞娱迂于盂余馀愉榆逾疑=鱼=		雨矣又-		愈芋誉蚁宇禹羽与（参~）			
pu	波玻菠		补捕		布怖				
pʰu	坡颇		普谱朴浦蒲（地名，白~）脯（肉~）		破瀑曝				
bu		婆菩蒲（~扇）脯（胸~）		□（失去支撑力而塌下来）		埠部簿步孵-			
mu		模摹膜魔磨（动词）	牡母=拇	磨（没长牙的婴孩或没有牙齿的老人依靠牙床慢慢咀嚼食物）		暮墓募幕慕=			
fu	夫肤敷麸孵=		府腑俯甫斧釜抚辅腐		付赋傅赴附负富副				
fvu		符扶芙浮俘		□（形容小孩比较顽皮且好动）		父妇阜			
tu	多都		朵躲堵赌肚（~肺）						
tʰu	拖兔		妥椭土吐		唾□（东西掉下来）				
du		驼驮徒屠途涂图		舵杜		度渡镀惰肚（~子）大-（~小）			
nu		挪奴	努			糯怒			
lu	捋啰虏	螺脶卢炉芦鸬庐如=儒=	鲁虏乳=	橹卤		路露鹭络裸			
tsu	租		祖组阻左=		做				
tsʰu	搓粗初		础楚		锉醋措错-				
dzu		雏锄=		坐=座=		助			
su	唆苏酥疏蔬淑须-梳=		锁琐所索蜀属署薯数（动词）		素诉庶恕漱朔塑数（名词）				
szu		锄-				坐-座-			
zu		如-儒-	辱						
ku	歌哥戈姑孤箍估戈过（~时）锅=鳏		果裹古股鼓		故固锢雇顾个=过（通~）				
kʰu	科窠棵颗枯窟		苦可		课库裤酷				
ŋu		蛾=鹅=俄=讹=		我=		饿=			
hu	乎呼		火伙虎浒		货荷（薄~）				
hɦu		何=河湖狐瓠荷（~花）		祸		户沪互护			
ʔu	巫诬乌污坞恶（厌~）		舞武侮鹉午吾伍=五=						
ɦu		胡吴蜈梧壶无=		五=		雾务误悟			
pa	爸芭-巴-疤-		摆-		拜-				
pʰa	趴		派-		帕				
ba		牌排		罢		败-			
ma	妈马（~虎）	埋-		买-		卖-			
va		划							
ta	□（~年三四：好几年）				戴-带				
tʰa	太-（~~：曾祖母）				泰-太-（~平）				
da		□（移动使改变位置）				□（洗）大=（~学）			
na	那奶-（~~：乳房，乳汁）	挪	奶-（乳房，乳汁）	艿					
la	拉	□（~馋：流口水）		哪□（用指甲挠）		赖癞辣-			
tsa	□（看）		□（缠住）		债寨				
tsʰa	撕-差（出~）		扯		蔡				
dza		□（干什么，怎么了）				□（~尿：小便）			
sa	筛		洒耍						
sza		柴		□（腿软或脚软）					
ka	尬街家-加-嘉-价-		解-（~开）假-（真~）		价-介-戒-界-疥-架-届-嫁-				
kʰa	揩				快-（~活）				
ga		茄秸				□（卡住或挤在堆里）			
ŋa		牙芽伢衙		外-（~面）		砑			
ha	哈（~一口气）		蟹		何-（表示疑问，不可思议）				
hɦa		鞋		何-（什么）					
ʔa	阿（~姨）挨轮到		矮		□（用刀切）				
ɦa		啊（表示疑问，出乎意料）							
tia	爹		嗲						
tɕia	佳家=加=嘉=价=皆		姐贾解=（~放）假=		驾借介=价=戒=界=疥=架=届=假=（放~）嫁=				
tɕʰia	□（歪着）								
dʑia		瘸（~手：手有残疾）							
ɕia	□（~tsa54：聪明）		写		泻卸懈				
ɕʑia		霞瑕遐邪斜				谢下=（~作）夏=（春~秋冬）厦=（~门）			
ʔia	鸦=（~片）丫=				亚=				
ɦia		衙爷		也惹雅亚-		夜			
kua	乖-		拐		怪-				
kʰua					快-				
hua	歪								
gua				拐（~肢踮脚：走路不平稳）					
hua	歪-		缓-						
ʔua	蛙-歪=								
ɦua		淮-槐-				坏			
po	饽巴=疤=芭=玻		把		坝霸				
pʰo					怕				
bo		琶杷爬耙				龅			
mo	马（~上）	麻		马抹=（~茶）		骂			
no	喏								
lo	啰（拟声词，多用于唤狗）	萝							
tso	渣茬遮搽抓作（~死）				炸榨诈蔗				
tsʰo	叉杈错=车（交通工具）				岔				
dzo		茶查蛇				昨=（~天）			
so	沙纱赊梭		赦舍（~不得）		晒				
ko	瓜		寡剐鳏		卦褂				
kʰo	夸		垮		跨				
ŋo				瓦					
ho	虾花				化				
hɦo						下-（~去）夏-（立~）			
ʔo	喔		哦（语气词，表示明白）		哑				
ɦo		哦（语气词，表疑问）							
ʔuo	丫-倭窝桠蛙-鸦-								
ɦuo		华桦画				话			
pie	搬鞭编边蝙		贬扁匾拌		变伴半遍				
pʰie	篇偏片（~子）				骗判片（量词）				
bie		盘		辨辩		汴便辫			
mie	咩	馒棉绵眠	免勉	满		面娩缅			
vie	完玩		碗			换			
tie	掂颠		点典		店				
tʰie	添天		舔腆		叹				
die		甜田填		垫电		殿奠佃			
nie		南=男=年粘=难=							
lie		廉镰簾连莲联怜	脸-	敛		恋练炼殓脸=			
tɕie	尖歼钳兼艰奸煎肩坚监=间=（中~）		检俭简柬剪笺减=		渐剑谏涧锏箭践溅贱饯犍键建腱见间=（~断）芥=健=				
tɕʰie	签谦迁千		且浅遣		欠歉嵌=				
dʑie		潜钱=乾虔前=				件健-			
ȵie	蔫捏研-	南-男-		染-碾辇		念辇撵撚			
ɕie	蝎仙掀先鲜（新~）些		险癣显鲜（少）		陷馅县=线宪献现解=（姓）				
ɕʑie		贤弦嫌=前-钱-		羡		县-			
tsʰie	参		惨						
kie	柑		敢感=						
kʰie			砍						
ŋie		癌-							
hɦie		含-							
ʔie	耶淹阉腌焉烟燕		掩俨		验厌艳焰雁宴谚砚堰魇嫌-				
ɦie		严炎盐阎沿延筵言研=颜=				演液=			
tø	丹端单（~数）		短		锻断（判~）				
tʰø	摊瘫				炭□（摘或脱下来）				
dø		团		断（切~）		蛋段椴弹（子~）			
nø		难-（~易）		暖阮		难=（遇~）			
lø	拦	鸾拦（又音）		卵		乱			
tsø	专砖占（~卜）		纂撰转（~学）		战转（~动）占（~有）赞-				
tsʰø	穿川参-		喘		篡串				
dzø		椽传（~递）				篆传（~说）			
sø	酸闩拴扇（动词，名词）删=		伞闪散（~装）舍（宿~）		算蒜疝膳散（~开）扇（量词，一~门）				
szø		船蝉禅（~机）				麝善单（姓）禅（~让）射=社-			
zø		然	冉			染=			
kø	甘泔尴干竿肝杆官棺棺观（~察）冠（鸡~花）		馆管擀赶感		灌罐贯观（道~）冠（~军）				
kʰø	宽看（~门）		款		看（~电视）				
hø	酣欢-		罕		憾汉唤焕				
hɦø		寒韩函		旱		焊翰			
ʔø	安庵豌				岸按				
ɦø		儿-				二-耳-饵-			
tɕiø	捐娟		卷（~起来）		眷绢卷（试~）				
tɕʰiø	圈（圆~）		犬		劝券				
dʑiø		全=泉拳权颧椽		圈（羊~）		倦			
ȵiø		元-原-源-							
ɕiø	宣喧轩靴		选		眩旋（~风）				
ɕʑiø		玄旋（~转）全-							
ʔiø	曰渊	眩			怨				
ɦiø		员圆缘元=园源=原=袁辕援		远		愿院			
pɛ	□（一~：拇指和中指张开后的长度）		摆=		拜=				
pʰɛ					派=				
bɛ						败=			
mɛ		埋=		□（~~：阿姨）买=		卖=			
vɛ		怀淮=槐=				外=			
tɛ	呆=		逮		□（衣物被钩坏）戴=（姓）				
tʰɛ	胎=苔=台（地名，~州）		□（出手大方）		态太=泰=				
dɛ		抬台（~风）		待怠殆		贷代袋			
nɛ		□（现在）		奶=		耐奈			
lɛ		来							
tsɛ	灾栽斋摘=		宰窄		再				
tsʰɛ	猜钗		彩睬采		菜				
dzɛ		才材财豺宅裁=（~判）		在					
sɛ	腮衰				赛帅蟀率（~先）				
szɛ		裁（~衣裳）		□（~过：罪过）					
kɛ	该		改		概溉盖丐				
kʰɛ	开		凯楷		慨				
gɛ				□（~气）		□（依靠）			
ŋɛ		呆-挨（~打）			爱-				
hɛ	□（用头或角去撞）		海						
hɦɛ		孩还=		哎（叹气声）		害亥骇			
ʔɛ	哀埃还-（~有）挨（紧靠）				蔼艾爱=隘				
ɦɛ		唉（~哇，表赞叹）		唉（叹气声）		隘			
kuɛ	乖=		拐		怪=				
kʰuɛ			蒯						
ʔuɛ	歪=								
pæ	班斑颁扳般		板版		扮瓣绊=				
pʰæ	攀潘藩				襻绊-				
bæ		爿				办			
mæ	蛮（~好：很好）	瞒（蛮凶，不讲道理）	晚-			慢漫幔蔓万-			
fæ	帆翻番		反		泛				
fvæ		凡烦繁		犯		饭范万-（又音）			
væ	弯湾	桓丸顽=还（~书）玩	晚=挽宛剜腕皖			万=			
tæ	耽担（~任）		胆		旦诞担（挑~）				
tʰæ	贪坍滩毯摊（又音）胎=		坦		探炭=叹=				
dæ		潭谭谈痰檀弹（~琴）		淡		但弹（~弓）			
næ	拿-					□（把东西强加给别人）			
læ		篮蓝	览揽榄	懒		滥烂			
tsæ	斩（用刀切）簪		绽攒盏-展-斩（~首）		蘸沾栈颤赞=				
tsʰæ	餐		铲产		忏				
dzæ		惭馋蟾瞻簪残缠		赚		暂站=（车~）栈			
sæ	三杉衫珊山删=萨-				□（~籽：动物的一种排卵行为）				
szæ		涎							
kæ	监-间-		拣减-橄		□（擦）间-（中间隔着）				
kʰæ	堪勘刊铅		槛		嵌-				
gæ		□（夹）							
ŋæ	□（~~：刚刚）	颜-		眼		□（占着地方或空间不让）			
hæ	憨				喊				
hɦæ		咸衔闲				限			
kuæ	关		□（不经意间看到）		惯				
kʰuæ					筷				
guæ		环（~境）顽		掼		环（金耳~）			
huæ	欢=		缓=		宦患				
pɔ	褒包胞雹-		褒包胞雹		报豹				
pʰɔ	抛				炮				
bɔ		袍跑刨雹=		抱曝		鲍爆暴			
mɔ	猫	毛茅锚矛		卯		冒帽貌茂贸			
tɔ	刀叨		祷岛导倒（~下来）		到倒（~车）				
tʰɔ	滔掏涛		讨		套				
dɔ		桃逃淘陶萄		稻		道盗			
nɔ	拿（又音）	挠				闹脑恼			
lɔ	唠捞	牢劳	老			涝烙=			
tsɔ	遭糟朝（~阳）		早枣蚤澡沼爪		躁罩皂				
tsʰɔ	操超抄钞		草炒吵		糙				
dzɔ		槽巢曹=朝（~向）		造=赵		兆			
sɔ	骚臊梢捎稍烧		嫂扫（动词，~地）少（多~）		少（~爷）扫（名词，~帚）				
szɔ		韶曹-勺=芍		造-		绍邵召=			
zɔ		饶=	绕=扰			召-			
kɔ	高膏糕羔交-胶-		稿搞绞-搅-		告教-觉-（醒了）酵-				
kʰɔ	敲		考烤		靠犒				
gɔ		螯		搞（两样东西混在一起使变复杂）					
ŋɔ		熬鳌	咬			傲-			
hɔ	蒿薅		好（~坏）郝		耗浩好（喜~）孝-				
hɦɔ		豪壕毫号（叫）				号（~数）			
ʔɔ	坳		袄		奥傲=				
piɔ	膘镖彪		表		婊				
pʰiɔ	飘		漂		票				
biɔ		瓢嫖							
miɔ	瞄	苗描	藐渺秒			庙妙			
tiɔ	刁貂雕		□（用力拉上来）		钓				
tʰiɔ	挑（~选）		挑（~拨）		跳				
diɔ		条调（~节）		调（~换）		掉调（音~）			
liɔ		燎療聊撩瞭				料廖			
tɕiɔ	郊椒焦蕉樵醮骄娇浇交=胶=		绞=狡铰饺剿矫缴侥搅=		较酵=窖叫教=校（~对）觉=				
tɕʰiɔ	锹悄				俏鞘				
dʑiɔ		乔侨桥		□（用棍棒桶）		轿			
ȵiɔ		饶-	鸟=尿=	□（额外给）		绕-			
ɕiɔ	消宵霄硝销嚣萧箫		小		孝=效笑				
ɕʑiɔ				校=					
ʔiɔ	妖邀腰要（~求）舀				要（又音）				
ɦiɔ		肴淆摇谣窑姚鹞尧		舀		耀跃校-（~长）			
pei	杯碑卑悲背（动词）蓖丕				贝辈背（~脊）				
pʰei	胚坯		□（轻轻地拨）		配沛佩（玉~）				
bei		培陪赔焙裴痱		被=		倍佩（~服）背（~光）			
mei	每	梅枚媒煤楣眉=	美		媚	寐			
fei	妃=		匪翡		废=费=				
vei	煨危微威	回茴违围=唯维惟为（行~）	伪萎委讳伟苇纬	贿	喂=	汇绘卫秽慧惠未魏畏慰胃谓为（~了）会（~不~）伪尾=			
tei	堆碓				对				
tʰei	推		腿		退蜕褪				
dei		颓				队兑			
nei						内			
lei	勒	雷累（~赘）				儡类累（~计）			
tsei	追锥		嘴=		最缀赘醉坠				
tsʰei	催崔炊吹=				脆翠粹				
dzei		垂槌锤随-		罪瑞					
sei	虽		髓水=		岁税碎				
szei		随=				隧穗			
zei						芮锐蕊瑞（又音）			
kei	□（拥有）								
gei				站-					
ŋei		鱼-							
hei	□（膨胀或浮肿）		□（许诺）						
ʔei	□（叹词，多用于与生人打招呼）								
ɦei		□（叹词，突然想起）		□（叹词，表示肯定的回答）					
kuei	圭闺奎规龟=归瑰		诡轨鬼=		桂贵=				
kʰuei	亏窥盔				块会（~计）				
guei		逵葵魁傀		溃愧跪=		柜=			
huei	恢灰麾挥辉徽		毁悔贿晦		贿讳				
pʰəu	剖								
məu	每（又音）	谋		某		亩			
fəu	□（形容小孩子玩得过头了）		否						
fvəu		□（形容小孩子好动）							
təu	兜		抖陡		斗				
tʰəu	偷		□（故作潇洒）		透				
dəu		头投		□（自我气愤的一种表现）		豆逗			
ləu	啰（~嗦）溜-	楼-流-刘-留-榴-硫-琉-馏-		篓搂		漏陋柳-			
tsəu	周舟州洲		走肘纣帚		奏宙咒皱=				
tʰsəu	抽		丑蠢		凑				
dzəu		绸稠筹酬仇（~人）愁=				胄骤			
səu	搜飕搜馊收		叟手首守		嗽瘦兽授				
szəu		愁-				傻售寿受			
zəu		柔							
kəu	勾钩沟		狗苟		购垢				
kʰəu	抠		口		叩扣寇				
ŋəu				藕纽-钮-		偶			
həu	齁		候（等~）						
hɦəu		侯喉猴瘊		后厚		吼候时~			
ʔəu	欧殴		呕		怄				
miəu						谬			
tiəu	丢=								
liəu	溜=	流=刘=留=榴=硫=琉=馏=				柳=			
tɕiəu	揪囚鸠纠咎究		酒九久韭灸		就救柩皱				
tɕʰiəu	秋丘		糗						
dʑiəu		球仇（姓）				臼舅旧			
ȵiəu	妞	揉牛		扭纽=钮=					
ɕiəu	修羞休		朽宿（星~）		秀绣嗅				
ɕʑiəu				□（不安分，乱动）		袖			
ʔiəu	优忧悠幽柚				幼诱莠				
ɦiəu		尤邮由油游犹		有又=		友酉右佑釉			
sə	奢								
ʔɚ			饵二=贰=						
ɦɚ		而							
ʔm̩	姆-（~妈：妈妈）								
ʔn̩	嗯								
ɦn̩		无-（没有）		你五-伍-母-					
ɦŋ̍		鹅-娥-蛾-俄-		我-					
pən	崩奔（~驰）		本		迸（奔~头）				
pʰən	烹=喷								
bən		盆		笨					
mən	闷	门蚊盟文-闻-蚊-			闷（又音）	问-			
fən	分芬		粉		奋粪				
fvən		坟焚文-闻-蚊-				愤忿粪奋份问=			
vən	温瘟	纹魂浑文=闻=蚊=	稳吻刎		份（又音）	混-			
tən	敦墩蹲登灯		等		顿瞪镫澄（~一碗水）				
tʰən	吞		氽（浮起来）						
dən		豚饨臀腾藤滕沌停-		囤		盾遁邓			
nən		能				嫩			
lən		伦沦轮仑				论楞			
tsən	增针斟尊遵榛臻真肫珍征蒸贞侦争=筝睁曾（姓）		枕诊疹准拯整		镇阵振震憎赠证症正锃郑政				
tsʰən	村皴春椿参（~差）称（~重）		蠢		趁寸蹭秤称（对~）				
dzən		沉岑存唇=辰=晨=臣纯醇陈尘层=橙乘=承丞呈程成=城诚曾（~经）澄（~清）				剩=（又音）锃			
sən	森深孙身申伸僧升娠声=参（人~）生=甥=		沈审婶损榫省=（~份）		葚甚慎胜圣				
szən		神绳盛（~饭）唇-辰-晨-层-乘-成-		吮		肾顺舜渗剩盛（~开）葚			
zən	扔	仍=人=仁=		忍=		壬任刃靭润闰=认=韧=			
kən	跟根庚羹耕=更=（半夜三~）		埂耿哽=		更（~加）				
kʰən	坑		恳垦肯		□（身上的死皮）				
gən		□（用手或肩膀触碰某人）		□（形容人老实）					
hən	亨								
hɦən		痕恒衡横=		很		恨			
ʔən	恩				摁				
ɦən				嗯（语气词，表示不愿意）					
kuən	□（~气：不透气）		滚		棍				
kʰuən	昆坤		捆		困				
huən	婚昏荤		混-		□（空气闷热潮湿）				
pin	彬兵宾槟鬓殡冰		禀饼丙柄		并				
pʰin	姘拼		品		聘				
bin		瓶屏贫频凭平坪评萍		並		病			
min	冥（~票）	民鸣明名铭	闽悯敏	抿		命			
tin	丁钉（名词）		顶鼎		订				
tʰin	听厅汀		艇挺		□（随便别人如何处置）				
din		亭停=廷庭蜓		锭		定钉（动词）			
lin	拎	林淋临鳞鄰燐凌陵菱灵零铃伶翎	凛	领	赁=	赁-吝令另			
tɕin	今金禁襟津巾斤筋茎京荆惊均钧菌君军鲸精晶睛经		锦紧仅谨景警井颈尽（~管）		浸进晋俊郡敬竞竟境镜劲径靖净尽（~头）				
tɕʰin	侵钦揿亲卿轻青蜻倾顷		寝请		庆				
dʑin		琴禽擒勤芹群裙擎秦=		近		妗静净=			
ȵin		凝宁人-仁-		忍-		佞闰-认-韧-			
ɕin	心寻辛新薪欣腥馨熏薰兴		醒省（反~）		信讯迅殉训性姓				
ɕʑin		荀旬循巡形型刑行（~为）秦-				洗幸净-			
ʔin	音阴荫因姻殷应莺鹦英婴缨樱应（~当）		饮寅引隐允尹影颖		印映应（答~）				
ɦin		匀云蝇迎赢盈营荧萤银				晕运熨韵孕			
pæŋ	帮邦浜		榜绑		谤				
pʰæŋ	乓烹-		碰		胖				
bæŋ		滂旁螃庞朋膨棚彭-防-		棒蚌		傍			
mæŋ	□（喝醉的样子）	忙芒茫盲虻亡-		莽蟒网		忘-望-			
fæŋ	方芳		仿纺肪-		放				
fvæŋ		肪=妨房防=							
væŋ	汪	王黄簧皇蝗亡=横-	往			枉旺妄忘=望=			
tæŋ	铛当（应~）		挡打		当（~铺）				
tʰæŋ	汤		倘躺		烫趟				
dæŋ		堂棠螳唐糖塘		□（用水漂洗）		宕荡			
næŋ		囊瓤		□（表疑问，怎么）					
læŋ	□（~当：落魄的样子，一般用来形容二流子）	郎廊狼蜋		冷		朗			
tsæŋ	张脏庄装妆章樟争-		掌涨长（~高）		账帐胀葬壮障瘴				
tsʰæŋ	仓苍疮昌菖窗撑		敞闯厂		畅创唱倡				
dzæŋ		肠场常尝盛（姓）长（~短）		撞		丈仗杖状藏剩-			
sæŋ	桑霜孀商伤双牲笙甥丧（~事）生-甥-声-		赏嗓搡爽晌省（节~）		丧（~失）				
szæŋ		床		上		尚			
zæŋ	裳	仍-		壤攘嚷		让=			
kæŋ	冈刚纲钢缸江-豇更-耕-		岗讲-港梗哽-		杠降-				
kʰæŋ	康糠慷		□（藏起来）		抗炕囥				
gæŋ		扛		戆哽-		□（喉咙里有东西卡住）			
ŋæŋ		昂-				硬			
hæŋ	夯								
hɦæŋ		航杭行（地名，竹~）		项（姓）		杏巷项（~目）			
ʔæŋ	肮				昂				
ɦæŋ		昂=		□（语气词，表示肯定）					
liæŋ		良凉梁粱量（动词）		两		亮谅辆量（名词）			
tɕiæŋ	将浆墙疆僵礓姜缰江=		蒋奖桨讲=		酱将匠=鸟-降=				
tɕʰiæŋ	枪羌腔		抢		呛				
dʑiæŋ		强（~大）详-祥-墙=		强（倔~）		犟匠=			
ȵiæŋ	孃（~~：阿姨）	娘		仰-		酿让-			
ɕiæŋ	箱厢湘襄镶香乡相（~信）		享饷		向相（丞~）				
ɕʑiæŋ		详=祥=降=墙-		像象橡					
ʔiæŋ	央秧殃		□（形容火烧得旺）						
ɦiæŋ		羊洋烊杨扬疡阳		仰=养痒		样匠-			
kuæŋ	光		广		□（用手摸）				
kʰuæŋ	匡筐眶				旷况矿				
guæŋ		狂				逛			
huæŋ	荒慌		恍谎		晃				
uæŋ					汪（又音，狗叫声）				
poŋ	嘣				蹦迸				
pʰoŋ	嘭		捧						
boŋ		蓬篷							
moŋ	懵蒙	萌蒙（又音）	孟猛						
foŋ	风枫疯封丰峰锋		讽		俸				
fvoŋ		冯逢缝（动词）				凤奉缝（名词）			
voŋ	翁					瓮			
toŋ	冬东		懂董		冻栋				
tʰoŋ	通		统		痛				
doŋ		同铜桐筒童瞳		动桶		洞			
noŋ		农脓侬浓				弄			
loŋ	□（弯腰驼背的样子）	笼聋龙陇隆		拢垅		弄（~堂）			
tsoŋ	综棕鬃宗忠终钟盅中(~间）		总冢肿种（~子）		纵仲众中（~奖）种（动词）				
tsʰoŋ	铳聪葱怱囱充舂冲（~锋）		宠		冲（~鼻：刺鼻）				
dzoŋ		从虫崇重（~叠）		重（~量）					
soŋ	松嵩		怂=		送宋诵颂讼				
szoŋ		怂-							
zoŋ	□（乌~：笨蛋）	茸镕融-							
koŋ	公蚣工功攻弓躬宫恭供（提~）		拱巩汞		贡供（~奉）				
kʰoŋ	空（~间）		孔恐		控空（~闲）				
goŋ						共			
hoŋ	轰烘哄		哄（又音）		□（亲嘴）				
hɦoŋ		虹弘宏红洪鸿虹							
ʔoŋ	嗡				□（~鼻头：说话带有鼻音）				
tɕioŋ	龚（姓）		迥窘						
dʑioŋ		穷				□（形容吃饭狼吞虎咽的样子）			
ȵioŋ		戎绒融=							
ɕioŋ	兄胸凶								
ɕʑioŋ		熊							
ʔioŋ	雍庸拥		永泳甬勇涌						
ɦioŋ		荣容蓉				用			
piʔ							笔毕必憋逼碧璧壁		
pʰiʔ							匹撇劈僻劈		
biʔ								琵枇鼻别	
miʔ								灭觅密蜜泌	
tiʔ							跌滴摘-		
tʰiʔ							帖贴铁踢剔		
diʔ								碟蝶谍牒笛敌狄的嫡叠=	
liʔ								历荔猎栗律列烈裂劣力率（效~）	
tɕiʔ							接揭结洁即鲫绩脊击激髻缉		
tɕʰiʔ							妾七漆切吃		
dʑiʔ								捷劫疾吉节杰截极籍藉	
ȵiʔ								聂镊蹑日-孽匿溺逆入-	
ɕiʔ							膝悉薛泄歇屑薛息熄惜昔锡析夕械雪		
ɕʑiʔ								席协	
ʔiʔ							一乙易-（姓）		
ɦiʔ								益亦译液-腋谐页业	
paʔ							八百柏伯		
pʰaʔ							拍帕		
baʔ								白拔	
maʔ							抹-	袜陌麦脉	
faʔ							发法		
fvaʔ								伐筏罚乏	
vaʔ							挖	滑猾划（~船）	
taʔ							答搭沓		
tʰaʔ							塌榻搨溻塔苔-		
daʔ								达踏	
naʔ								纳捺	
laʔ								腊蜡瘌辣=	
tsaʔ							杂眨=札着栅只（数量）轧=笊		
tsʰaʔ							插擦察拆册-赤斥尺		
saʔ							杀刷涮萨=眨-		
szaʔ								石闸铡着	
kaʔ							夹甲胛格隔		
kʰaʔ							掐客		
gaʔ								轧-	
ŋaʔ								额	
haʔ							瞎吓喝（~茶）		
hɦaʔ								盒匣狭辖	
ʔaʔ							阿鸭押-压		
liaʔ								略掠	
tɕiaʔ							脚瘸		
tɕʰiaʔ							恰洽却鹊=雀=		
ȵiaʔ								虐疟	
ɕiaʔ							削		
ɕʑiaʔ								峡嚼	
ʔiaʔ							约		
ɦiaʔ							押=	钥	
kuaʔ							刮括-		
guaʔ								□（用木板或其他隔断将房间一分为二）	
poʔ							钵拨剥北卜		
pʰoʔ							扑仆朴泊（湖~）迫		
boʔ								勃博薄缚驳泊（停~）帛	
moʔ							慕-	末沫莫寞摸墨默木目幕	
foʔ							复福幅蝠腹覆		
fvoʔ								佛服伏	
toʔ							剁丢笃督		
tʰoʔ							秃脱=		
doʔ								独读犊毒踱	
noʔ								诺	
loʔ								落骆酪洛鹿禄六陆绿乐（快~）烙-	
tsoʔ							撮柞桌啄捉足族竹筑祝粥嘱作（~文）术=		
tsʰoʔ							戳促触畜（~生）		
dzoʔ								卒猝拙酌卓琢浊浞镯逐轴	
soʔ							粟速肃缩叔束宿（~舍）塑-说=射-		
szoʔ								俗赎熟射-勺-	
zoʔ							续术=	若弱	
koʔ							郭角谷觉-（~察）		
kʰoʔ							阔廓扩确壳哭括=		
hoʔ							忽豁霍藿惑		
hɦoʔ								学-锅=	
ʔoʔ							恶（~心）		
tɕioʔ							橘倔菊掬觉=（自~）		
tɕʰioʔ							屈缺曲雀-鹊-		
dʑioʔ								掘绝橛决诀爵锔局	
ȵioʔ								月褥玉肉	
ɕioʔ							血蓄畜（~牧）		
ɕʑioʔ								穴学=	
ɦioʔ								悦阅越粤岳狱域育欲浴乐（音~）	
ʔuoʔ							握屋沃倭		
pəʔ							不畀		
pʰəʔ							泼		
bəʔ								□（以手搬重物）	
məʔ							么	没物-	
fəʔ							勿		
vəʔ							屋	活或核-物=	
təʔ							得德粘-		
tʰəʔ							忒脱-突=		
dəʔ								特叠-突-	
nəʔ								□（用线缝）	
ləʔ								肋	
tsəʔ							蛰执汁质哲蜇辙浙则织责折（~断）只（~不过）者		
tsʰəʔ							出撤撤侧测策厕册=		
dzəʔ								姪植直值职殖泽	
səʔ							摄涉涩湿瑟虱失室设色啬识式释适饰塞-社=		
szəʔ								十什拾实舌贼食蚀折（~本）日=	
zəʔ								入=术-	
kəʔ							蛤鸽割葛各阁搁胳革个=戈=		
kʰəʔ							咳磕刻克		
gəʔ								□（双手抱着）	
həʔ							贺鹤黑喝（~彩）		
hɦəʔ								合核=	
ʔəʔ							鄂扼轭		
kuəʔ							国骨		
kʰuəʔ							阔		
huəʔ							□（睏一~：睡一会）		
