to	1	33	多
tʰo	1	33	拖
tʰæ	5b	24	大
lo	2	13	锣螺
tso	3	11	左
ko	1	33	歌角
ko	5a	45	个
kʰo	3	11	可
ŋo	2	13	鹅
Ǿo	5a	45	饿
xo	2	13	河
tɕʰya	2	13	茄
pʰu	5b	24	破[白读]婆[白读]步
mo	2	13	磨
mo	5a	45	磨
to	3	11	躲
tsʰo	3	11	坐
so	3	11	锁所
ko	3	11	果
ku	5a	45	过
kʰo	5b	24	课渴阔
xo	3	11	火
xo	5b	24	货祸盒活鹤霍学[白读]或
ɕya	1	33	靴
pa	3	11	把
pʰa	2	13	爬
ma	3	11	马
ma	5a	45	骂
tsʰa	2	13	茶
sa	1	33	沙杉杀
tɕia	3	11	假姐[白读]
ka	5a	45	嫁
ŋa	2	13	牙
xa	1	33	虾[白读]瞎
xa	3	11	下[白读]
ɕia	5a	45	夏下[文读]
ŋa	3	11	哑
tɕia	5a	45	借
sia	3	11	写
tɕʰia	2	13	斜
siɛ	5a	45	谢
tɕʰya	1	33	车尺
ɕya	2	13	蛇
ɕya	5a	45	射石
Ǿia	2	13	爷
Ǿia	3	11	野
Ǿia	5a	45	夜
kua	1	33	瓜割
Ǿua	3	11	瓦
fa	1	33	花发
fa	5a	45	化画罚[白读]划
fa	2	13	华
pʰu	3	11	谱簿
pu	5a	45	布
pʰu	1	33	铺
tu	3	11	赌
tʰu	3	11	土
tʰu	2	13	图
tu	5a	45	杜
lu	2	13	奴
lu	5a	45	路
tsu	1	33	租
tsu	5a	45	做
tsʰo	5b	24	错
ku	1	33	箍谷
ku	3	11	古
kʰu	3	11	苦
kʰu	5b	24	裤
Ǿu	2	13	吴
Ǿu	3	11	五武
fu	3	11	虎府
fu	2	13	壶佛
fu	5a	45	户付父富副妇缚
Ǿu	1	33	乌屋
ȵy	3	11	女
ly	3	11	吕
tɕʰy	2	13	徐除渠锤
tɕy	1	33	猪
tsʰu	1	33	初
tsʰu	2	13	锄
ɕy	1	33	书输
ɕy	3	11	鼠许水
Ǿy	2	13	如鱼余入
tɕy	3	11	举主
tɕi	5a	45	锯[白读]寄记季
tɕʰi	5b	24	去契器气极
