tsɿ435资姿咨兹滋之芝
pa213排牌杷耙钯琶
pa55把饱
pa53拜豹罢霸壩□{~眼：睁开眼}
pa33败稗刨
pa22百柏伯{又}
pa31白雹
pʰa435抛泡{不实}脬
pʰa53炮帕泡{水泡}
pʰa22拍魄
ma435蚂孖
ma213猫麻痲蟆茅{~屋}
ma55□{(肩)挎}
ma33卖
ma22马码蚂吗嫲卯苗{豆苗}
ma31麦袜脉
ta55底{又}
ta53带戴代{又}
ta33大答
ta22搭
ta31达踏沓
tʰa53太泰
tʰa22塔塌擦{又}
na435个{训，指物量词}
na22哪□{疤痕}
na31纳捺{又}
la435啦{奢~兹：小孩}
la213攋{丢失，遗失}
la55啦{名词词尾，相当于子}
la53赖{姓}癞旮
la33赖{哭赖}
la22粒邋攋{~屎：遗屎}啦蓓{~：棉花}□{~夹：螃蟹}
la31辣垃腊蜡啦
tsa435渣
tsa213茶搽查察
tsa55崽
tsa53炸诈榨债
tsa33寨
tsa22咋□{压}
tsa31杂宅闸轧昨{又}侧{又}
tsʰa435差骂{训}钗
tsʰa55炒
tsʰa53叉杈岔
tsʰa22册策拆擦{~米：洗米}
sa435沙纱杉{又}
sa55洒痧
sa53晒潲
sa22杀圾撒萨{又}
sa31萨{又}十{又}
ka435家街佳加痂枷嘉
ka55假贾解{又}
ka53架驾嫁届教界价芥假{放假}介{又}
ka22革格隔戒{又}
kʰa435揩
kʰa55卡
kʰa22客{又}
ŋa435□{挤，动词}
ŋa213牙芽衙
ŋa55雅拗{折}
ŋa33哎
ŋa22咬轭
ŋa31额逆
xa435虾瘕{~啵：喘气}
xa213鞋霞瑕遐
xa55河{又}
xa53夏较孝效校{校对}校{学校、上校}厦{旁屋}
xa33暇下{下降}厦{厦门}
xa22吓哈下{底下}客{又}
a435亚鸦阿丫桠
a213蚜
a55哑矮
a22鸭压
pia213爬趴钯
pia33扒
pia22碧壁
pʰia435□{攀爬}
pʰia22辟劈璧僻
mia33□{~没得：巴不得}
mia22秘
tia55摕{拿，提}□{编织的提篮}
tia22看{训}□{那}
tia31敌笛狄
tʰia55帖搞妥{妥当}
tʰia22踢
lia33那攋{扔、抛}
lia31历那栗楝𥌮{能干，长得帅}
tsia435遮
tsia213斜邪笡斜
tsia53肉{训}借蔗鹧
tsia33谢
tsia22职质积即集植殖迹脊籍辑寂灼炙织{又}隻
tsia31席
tsʰia435车
tsʰia55扯
tsʰia53趄{闪开、错开}
tsʰia22尺赤戚
tsʰia31恰洽
ȵia55弱
ȵia22染惹
sia435赊{奢~啦兹：小孩}
sia213蛇
sia55写捨
sia53泻卸舍{又}
sia33射麝
sia22锡析社习惜舐饰{又}息{又}
sia31石
kia435枷
kia213茄跨{跨在胯下}
kia22涩{训}
kia31跨{跨过}履{木~：木板鞋}
ia213爷耶蚜
ia55野
ia53夜{又}
ia33夜{又}
ia22益
ia31易{交易}
fua435花
fua213华铧
fua53化画划
fua33话{又}
fua22法发{又}
fua31罚
tsua435抓
sua55耍
kua435瓜鳏
kua55寡剐刮{又}𧊅{~啦：蛙}
kua53怪挂卦褂
kua22刮{量米筒，量米的量词}
kua31括□{担子的一头}
kʰua435夸
kʰua55垮
kʰua53块快筷刽会{会计}
ŋua55□{拗}
ŋua22瓦
ua33话{又}
po435波坡玻菠
po55啵{瘕~：喘气}
po53柄
po31蔔
pʰo435樖{棵}
pʰo53破
mo435摩
mo213蛮{又}
mo22□{小的凹陷}
mo31末茉抹
fo435翻番蕃
fo55反
fo53贩
fo31□{蠢笨}
to435单丹耽担{动词}
to213谈坛潭谭檀
to55胆疸打{又}
to53担{名词}
to33弹蛋旦但
to22淡
tʰo435贪滩摊瘫
tʰo213驼驮
tʰo55毯妥
tʰo53炭探叹
tʰo22舵{又}托{又}
no213男南难{又}
no33难{又}
lo435篮
lo213兰拦栏蓝
lo55览揽榄
lo53舵{又}
lo33烂
lo22冷骆懒咯{了，表已然}
tso435争
tso213残蚕漦{粘液}
tso55阻{又}
tso33站赚栈
tso22作{又}
tsʰo435参餐铛撑{又}
tsʰo55撑{小孩犟}
tsʰo53撑{用物支撑}
so435山三生牲笙森珊删甥衫参{人参}
so55伞所散{又}
so53散{又}
so33娑
so31傻朔塑
ko435耕庚羹
ko31焗锔
kʰo435科戈
kʰo55可
kʰo53课
kʰo33货
kʰo22扩霍藿
ŋo213鹅蛾俄
ŋo33饿硬
ŋo22我
ŋo31𱭤{割}
xo213行{行为}
xo22犯
o435甕
pio435兵
pio213平评坪萍苹频凭屏瓶□{~：羹匙}
pio55饼丙秉
pio53并
pio33病
pʰio435𥭢{竹编的块状物}
mio213名明盟
mio33命
tsio435精晶晴正{正月}
tsio213晴情
tsio55井整胫鹑
tsio53政正{公正}
tsio33静靖净
tsio22坐{又}
tsʰio435青清蜻
tsʰio55请
tsʰio53砌错{又}筑{又}
tsʰio22撮{动词，铲}
sio435声星腥
sio213成城诚臣承程
sio55醒
sio53姓圣
sio33胜盛
sio22胜{活结}
kio435京惊鲸经荆
kio55颈
kio53镜境竟径敬絙{牵牛鼻的绳子}
kio22件
kʰio435轻
kʰio53庆杏
xio435兄
xio213形型刑
xio53爱
io435英
io213赢营
io55演影映
kʰe55吤{这(些)}
kʰe33吤{此(刻)}
xe435嬜{节省，吝啬}
xe213闲咸嫌
xe33苋
xe22限
pie435班斑边
pie213□{~羹：羹匙}
pie55板版扳扁匾鳊本{一本书}髀{膝盖叫髀头}
pie53变
pie33便{方便}
pie22办扮辨辫{又}辩{又}
pʰie435编偏篇蝙
pʰie53片骗遍
pʰie33辫辩{又}
mie435□{扶}
mie55□{在口中含化}
mie33问{又}
fie31佛
tie435颠癫
tie213田甜填
tie55点典腆
tie53店掂
tie33电垫奠佃殿
tʰie445天添
tʰie22贴帖
nie435拈
nie213们{训}
lie213连莲联怜帘廉镰
lie55干{训，又}
lie33练
lie22敛殓
tsie435尖煎
tsie213钱前
tsie55践者展剪碾
tsie53箭溅荐
tsie33贱
tsʰie435千迁签笺
tsʰie55产铲浅惨且遣
sie435先仙鲜掀佘
sie213谐
sie55癣
sie53线泄失{又}羡{又}
sie22色失{又}潇
kie435奸坚间
kie435减碱简捡检俭柬谏拣锏
kie53见剑建健键鉴监舰叫{训}计{又}
kie33轿{又}
kie31急及吸级极击激
kʰie435牵谦
kʰie53欠窍歉
kʰie22砍
ŋie435□{扯狗~：蟋蟀}
ŋie213摇
ie53晏{又}
pə22北{又}
mə435么{县~：什么}
mə33莫乜{哪，什么}
mə22有{又}么{宫~：这么}
tʰə22特□{套进去}
tsə55里{训}
tsə22责啧则眨{又}
tsʰə22测厕侧{又}泽
kə55箇{今(年)}
kə33箇{单用}
kə22鸽
kə31嗰{的，表领属，我~：我的}
kʰə22克刻
xə22核
ə55呃{打~：打嗝}
piə435标鞭彪
piə55表婊
piə22必迫逼鳖
piə31别{区别}别{离别}
pʰiə435批披飘
pʰiə53票漂
pʰiə22撇匹翩
miə213描苗{单念}
miə55秒勉渺藐
miə33面庙谬乜{什么}
miə22免
miə31灭蔑
tiə435习雕{又}朝{今朝}
tiə213条调
tiə55鸟{又}雕{又}
tiə53掉钓吊
tiə33调{音调}
tiə31叠蝶谍牒碟{又}
tʰiə435挑
tʰiə53跳
niə435拈黏
niə213□{物体欲断不断又有弹性}
niə53□{两头粗中间细}
niə31聂镊蹑孽匿
liə435撩
liə213辽疗聊燎膫{(猪牛)油}
liə55呢□{撩、踢}
liə33料廖
liə22了撵
liə31列烈裂猎劣鹩
tsiə435召招昭焦蕉椒毡占{占卦}粘{又}
tsiə213齐柴潮朝{朝代}
tsiə55剿
tsiə53照占盏醮蘸
tsiə33赵嚼摺
tsiə22节接折哲蜇浙捷执{收拾}
tsiə31侄值执蛰{惊蛰}
tsʰiə435歼妻凄锹
tsʰiə22切彻撤辙妾却
ȵiə55你
ȵiə33尿
ȵiə31业热
siə435西肖梢梢稍销硝宵霄屑消{又}烧嚣箫犀
siə213贤
siə55洗晓陕绍少{幼小}小{大小}
siə53笑世细扇势绍羡{又}少{不多}肖
siə22善膳协设穴涉胁摄
siə31舌实室食蚀十{又}
kiə435鸡娇骄兼
kiə213桥乔侨跷
kiə55饺绞狡铰荞搅缴
kiə33轿{又}
kiə22结洁吉桔杰劫橘
kʰiə435轩
kʰiə53翘撬跷
xiə55显险
xiə53献宪
xiə22摄{~石：磁石}
iə435腰妖阉
iə213盐姚榕炎窑檐
iə55眼鸳𪠏{伤，疮痂}
iə53厌艳谚燕雁{又}宴{又}
iə33现鹞□{冇~：是不是}
iə22瑶一永乙腌舀什{训}
iə31叶页
puə53簸
puə22剥拨驳钵北{又}
puə31□{噎}
muə435摸摩
muə213磨{动}
muə33磨{名}
muə31默
fuə435窝{又}
fuə213盒和何荷河{又}
fuə55火伙
fuə33贺
fuə22渴阔
fuə31合活或惑鹤
tuə435多丁疗订钉{名词}
tuə213亭停廷庭蜓砣
tuə55鼎顶{又}
tuə53剁钉{动词}
tuə33定锭
tuə31夺跌
tʰuə435厅拖
tʰuə53听
tʰuə22脱
nuə55顶{训}□{头扬}
luə213罗锣萝萝灵零铃龄脶螺菱{又}
luə55朵
luə53□{打滚}□{性情暴}躁
luə33令另
luə22领岭
luə31捋
tsuə55佐{又}
tsuə53左证症佐{又}
tsuə33座
tsuə22摄{一撮米}坐{又}
tsʰuə435□{~手，两手插在衣袖里}
tsʰuə53措错{又}锉
suə55锁琐躁{又}索
kuə435哥歌
kuə55果裹
kuə53过
kuə22国郭廓割葛各胳搁阁{又}
ŋuə55我
uə435屙窝{又}
uə213禾横
uə55莴
uə33万
uə22祸
tyə53转{转变}
lyə31掠{又}□{赶、撵}
tsyə435专砖
tsyə213全泉传{又}
tsyə55鹃
tsyə33钻转{轮子转}传{又}
tsyə31绝
tsʰyə435穿川
tsʰyə53串窜篡
ȵyə435捼{搓揉}
ȵyə213原源宁
ȵyə33愿糯
ȵyə22软
ȵyə31月
syə435宣喧拴栓闩旋
syə213船弦
syə55选
syə53岁税训婿
syə22雪薛血{又}
kyə435关捐绢
kyə213权拳颧
kyə55捲券
kyə53眷
kyə22决诀槛
kʰyə435圈
kʰyə53劝
kʰyə22缺
xyə22血{又}
yə435冤渊
yə213完元园芜员圆丸沿袁辕援缘
yə53怨
yə33县院是{训}
yə22远
yə31阅越悦粤
uɛ31物
pai435瓢𨃅
pai55摆□{困}
pai53□{修补(菜园)}
pai22八妣伯{又}
pʰai55派{派出}挀{庹}
pʰai53派{分派}
mai55歪
mai33慢漫慢蔓睡{训}
mai22米眯
mai31密蜜
fai33坏
tai435低{第~日：明天}
tai213台抬苔堤题提蹄
tai55抵底{又}
tai53帝滴{又}
tai33待贷怠些{训}代{又}
tai22弟第
tai31碟{又}找{训}
tʰai435梯锑胎
tʰai55体
tʰai53态替隶递剃涕
tʰai22铁
nai213年尼泥
nai55奶
nai33念验耐
nai22拿奈
lai435拉
lai213犁梨黎
lai55□{背~：后来}
lai33荔
lai22礼厘
tsai435灾斋
tsai213才材财豺裁截
tsai55宰
tsai53制再载
tsai22在扎札柿
tsai31煠昨{又}
tsʰai435猜差{出差}搋
tsʰai55采彩
tsʰai22插
sai435腮鳃师{又师公老}筛{又}
sai55摘
sai53择赛
sai22虱
kai435艰该皆阶
kai55改解{又}
kai53械介{又}戒{又}髻{又}□{鼻头~：鼻梁}
kai22夹挟甲胛钾匣□{耳~：耳朵}
kʰai55凯楷慨
kʰai53概
ŋai435挨
ŋai213涯捱
ŋai53艾僾{我们}
ŋai33碍
ŋai22眼
xai435奚{女阴}
xai213骸□{大颈~：大脖子}
xai55海
xai33害
xai22瞎亥
xai31狭隘
ai435哀
ai55蔼
ai22押
fuai213怀淮槐
tsuai22啄
tsuai31刷□{跳}
suai53帅
suai22□{骗}
kuai435乖
kuai55拐
kuai22刮{又}
uai435弯湾歪
uai33挖
uai31滑猾
pəi435蓖揹蜱{蜱蛆：臭虫}
pəi213皮疲脾彼枇琵便{便宜}
pəi55比鄙譬□{箩~：箩}
pəi53痹陂滗
pəi33闭鼻备币毕敝弊毙避箅{又}
pəi22笔被{被子}
pʰəi435坯飞{又}
pʰəi53屁
məi435瞇
məi213眉迷楣糜
məi55擘
məi53谜泌沕闻{又}
məi33未味
məi22尾晚咩{表疑问的语气词}
fəi435非辉徽飞{又}
fəi213肥
fəi55匪{又}
fəi53废费肺
təi435知{又}
təi213迟
təi53些{训}
təi33地
təi22雉{~公：野鸡}□{鼻头~：鼻子嗅觉不灵敏}□{结实，喻人愚钝}
tʰəi435睇
nəi33腻
nəi22捏
ləi435剺{斜劈}
ləi213离篱璃狸
ləi55□{量词，把}
ləi53啃{训}
ləi33丽吏例厉励利俐莉痢
ləi22李里理鲤
ləi31立笠
tsəi213脐荠糍
tsəi55姊
tsəi33浸
tsəi22挤{又}
tsəi31痛{训}
tsʰəi53刺
tsʰəi22七漆
səi435思丝
səi55死
səi53四肆
səi22□{孖~指：六指儿}
səi31十{又}
kəi213圿{身上的污垢}
pui435杯悲碑
pui213培赔陪蒲{又}
pui55箅{又}篓{训，又}
pui53贝背{又}
pui33倍辈吠背{又}蓓{~啦：棉花}
pʰui53配佩沛
mui435没冇{又}
mui213梅煤媒枚玫
mui55□{竹编的口小肚大的容器}
mui33妹外露{训，露水}
mui22美每
fui435开灰
fui55悔毁匪{又}
fui53慧惠贿
fui33会绘汇
fui22沸□{小动物藏之处}□{小坑}
tui435堆姼{~公，外公}
tui213锤捶槌
tui55趸{训，转手买卖}
tui53对兑碓
tui33袋
tui22队
tʰui435推
tʰui55腿
tʰui53退褪
nui33内
lui435□{铜~：铜钱}□{竹编盛物用具}
lui213雷鸬月累{突起的长形伤疤}
lui55□{竹编的容器}
lui53□{狗~鱼：泥鳅}
lui33泪类蕾擂累
lui22□{~鼻头：吸鼻涕}□{~婆：泥鳅}
tsui435追锥
tsui213随
tsui55嘴
tsui53最醉
tsui22罪
tsʰui435吹催崔
tsʰui53菜蔡翠脆
sui435□{~姼公，外公的弟弟}
sui213谁垂
sui55水
sui53碎粹隧
sui33瑞
sui22出戌
kui435归规龟瑰
kui213葵奎逵魁
kui55鬼轨诡
kui53桂盖贵癸愧
kui33柜跪
kui22骨
kui31□{液状物太稠}□{残缺的，喻断后的}□{钻~屎，屎壳郎}
kʰui435亏
ŋui213危桅
ŋui53魏
ŋui22□{眼~：睡着了}
ui435威微
ui213回茴为围违苇唯维惟
ui55伟纬委慰完{吃~：吃完}
ui53卫胃谓
ui33位畏喊{训}
ui22唤发{训}朏{训，屎~：屁股}□{~大涝}
ui31核{果核}□{~手：摆手}□{扔，丢弃}
poi435晡夫{又}
poi213婆□{盆~豆}
poi55斧辅补{又}
poi53布{又，布衣}
poi33步埠怖
poi22部簿
pʰoi435铺{铺开}
pʰoi55普{又}
pʰoi53甫舖{店铺}
toi435都
toi213图突徒屠途涂
toi55赌肚{猪肚}
toi33度渡镀杜
toi22肚
tʰoi55土
tʰoi53兔吐褪
noi213奴努{~嘴}
noi22努□{粒，一~米}
loi435□{抚养}
loi213卢庐炉驴芦鸬
loi33路露{~出}
loi22咯
tsoi435租
tsoi213锄
tsoi55主组祖煮阻{又}
tsoi53做
tsoi33助
tsoi22□{把条状物整理齐}
tsoi31刷{又}
tsʰoi435粗初
tsʰoi55楚础
tsʰoi53醋
soi435书苏梳疏蔬衰蓑唆梭虽酥
soi213薯
soi55鼠暑署数{动词}
soi53诉素数{名词}
koi435姑估鸪孤箍菰
koi213瓠{葫芦}
koi55古牯股鼓
koi53固故顾雇
kʰoi55愧苦{又}
kʰoi53库
xoi435枯
xoi213胡湖葫壶狐糊
xoi55虎煳{饭~咯}苦{又}
xoi53去裤
xoi33护芋
xoi22户黑
oi435乌
oi55乌{~屋，淤血形成的紫色}
pʰau55跑
mau213□{~口：外面}
tau435兜篼
tau213头投逃陶
tau55斗岛抖
tau53逗鬥□{现在}
tau33豆痘
tau31毒独读
tʰau435偷
tʰau55讨敨
tʰau53套透
nau55纽扭
nau33闹
nau31捺{又}
lau213来{训}楼
lau55捞{和，连词}
lau53□{哄(小孩)}
lau33漏
lau22□{谷~：谷桶上的围屏}
lau31录禄鹿肋勒簕{荆刺}□{简易的棚，马~：马棚}
tsau435周舟蹲
tsau213仇愁绸稠酬筹囚
tsau55走爪
tsau53奏罩
tsau33□{一种赶鱼的用具}
tsau22鲫嘈
tsau31贼
tsʰau435操抄超抽
tsʰau55吵
tsʰau53嗽糙凑躁{又}
sau435搜馊骚臊
sau55嗾{使牛}
sau53瘦
sau22缩塞息{又}
kau435交郊胶勾钩沟膏鸠阄嚿
kau213舀{训，~饭}
kau55狗苟搞稿{又}
kau53构购够窖笱臼觉{又}叫{又}
kau22谷
kʰau435敲铐{手~：手镯}
kʰau55考烤
kʰau53靠铐扣叩
kʰau22磕
ŋau213牛熬
ŋau55鼼{绉，皱}
ŋau33鹞
ŋau22藕偶
xau213猴侯喉豪壕毫
xau55口
xau33候
xau22有后厚哭
au435欧
au55呕
au53傲沤怄坳
au22屋
piau55烫{训}
miau22妙
tʰiau55斢{~头：转头}
liau213撩{笊篱叫撩篱}瞭{又}榴{又}
tsiau33就
tsʰiau31瞧{(看)}
ȵiau213□{别人}
ȵiau55爪{训}绕□{一点点}
ȵiau53鼼{绉，皱}
siau435休消{又}
siau53秀绣
kʰiau435丘
kʰiau55巧
xiau53在{训}
iau435优邀
iau213谣
iau55扰
iau53幼诱{又}
iau33柚釉佑
iau22□{~奚：交合}
pəu435包{又}
pəu213浮袍炮{煨}
pəu55打{训}
pəu33菢
pəu22抱
pəu31卜袱伏{又}
pʰəu53泡{空心，中空}
pʰəu22扑仆瀑曝
məu435贸茂
məu213埋谋
məu55䅦{籽实不饱满，朽}
məu33冒牡
məu22亩母某
məu31木墨睦
fəu22福幅复
fəu31服伏{又}
təu435刀
təu213桃绹
təu55倒{颠倒}
təu53到倒{倒水}
təu33道稻导盗
təu22得
təu31度{动词}
tʰəu55买{训}
tʰəu22托{又}舵{又}
nəu22脑恼
ləu435搂捞
ləu213牢劳唠痨
ləu55□{记~：记性，记着}
ləu53造{一~禾}
ləu33涝缆
ləu22老佬咯{了，完成体}
ləu31落洛烙络酪乐{又}篓{又}
tsəu435邹糟遭
tsəu213曹槽
tsəu55早枣蚤
tsəu53灶
tsəu22造捉作{又}
tsəu31凿浊
tsʰəu55草
tsʰəu22戳
səu55嫂
səu53扫挲
səu22索
səu31□{竹筒做成的舀水用具}
ŋəu22□{~头：点头}
xəu55□{刨~花：刨花}
iəu33又
iəu22约
iəu31药跃乐{又}若吃{训}
tiu22着{~衣}
tiu31着{睡着}
liu22□{~笔：掭笔}瞭{又}
liu31略掠{又}
tsiu31族
tsʰiu53啾{啊~：喷嚏}
tsʰiu22雀{麻雀：麻将}
kiu22脚
kiu31局
kʰiu22确觉{又}
pin435冰宾槟殡彬鬓□{年~心：年中}
pin213贫
pin33併{合并}
pʰin55品
pʰin53拼聘
min213民棉绵鸣
min55敏
min22抿
tin213陈沉尘秦埕坛{又}
tin53□{掷}
tʰin55艇挺
nin33弄{又}
lin435□{痒痒，微痒}
lin213林淋临邻龙鳞磷凌陵菱{又}玲
tsin435针珍贞侦真勘蒸征
tsin213浸松{里松，地名}
tsin55枕阵
tsin53进振镇震
tsin33战郑
tsʰin435亲称侵逞
tsʰin55寝
tsʰin53秤
sin435心辛新薪欣深身申伸升
sin213神辰乘□{搪~抹灰刀}
sin55审婶沈
sin53信肾甚慎
sin33剩
kin435今金巾斤筋
kin213勤琴禽擒芹岑乾
kin55景紧仅锦谨警
kin53劲禁
kin33共贡供{又}
kin22尽
kʰin435钦襟
kʰin55顷倾
xin435兴馨
xin55䘆{~婆：蚯蚓}
xin53幸焮{~啦：痱子}
in435因烟姻胭音阴荫殷鹦鹰焰□{寿~：棺材}
in213迎吟壬淫萤莹寅融{又}
in55饮引隐颖
in53印应任
in22然
ȵyn33嫩{又}
tsʰyn53趁
syn53迅讯舜殉
syn33顺{又}
kyn435军均钧君
kyn213群琼
kyn53郡
kyn22近
yn213云匀
yn33运闺润韵孕
yn22泳咏允尹
uaŋ435汪
uaŋ213王皇蟥
uaŋ55枉腕婉
uaŋ33旺
uaŋ22往蝗隍
pəŋ435崩攽{给}
pəŋ213盆朋棚彭膨冯篷蓬盘{又}
pəŋ55本{本来}很{训}
pəŋ53粪
pəŋ33笨份
pʰəŋ435塳
pʰəŋ55捧
pʰəŋ53□{藤状物攀爬}
məŋ435蜢
məŋ213门闻{又}蚊{又}
məŋ33梦氓问{又}
məŋ22虻{又，牛虻}
fəŋ435风枫疯昏婚芬纷丰峰蜂锋封荤分{分数}
fəŋ213坟魂逢
fəŋ55粉混缓讽
fəŋ53奋愤
təŋ435灯冬东登
təŋ213同铜桐筒童瞳腾藤澄眷怎
təŋ55党等
təŋ53凳粽{又}
təŋ33邓冻蹬{跺脚、抖脚}
təŋ22动
tʰəŋ435通
tʰəŋ213捅
tʰəŋ55桶统
tʰəŋ53□{码头~：台阶}
nəŋ213浓脓
nəŋ55谂{想}
nəŋ53踮{训}
nəŋ22念□{拈}
ləŋ435聋隆
ləŋ213笼珑
ləŋ55拢戥
ləŋ53栊{量词，间}
ləŋ33弄
ləŋ22螂
tsəŋ435钟樽罾
tsəŋ213层
tsəŋ55种肿冢{厚}
tsəŋ53众宠种{种树}粽{又}□{盛饭的小木桶}
tsəŋ33撞
tsʰəŋ435冲聪充囱葱匆舂
tsʰəŋ53铳
səŋ435鬆
səŋ55闪
səŋ53宋送颂诵讼
kəŋ435工功跟根恭公蚣{又}
kəŋ55敢拱
kəŋ53洞{训}
kəŋ33□{马koŋ³³~：螳螂}
kəŋ22□{截，量词}□{从现在起}
ŋəŋ213颜啱{合适}
ŋəŋ33雁{又}岸{又}
xəŋ435空
xəŋ213红洪虹含衔弘鸿宏
xəŋ55肯坑轰哄
xəŋ53□{~汁：溃脓}
xəŋ33恨汉焊翰
əŋ435恩庵
əŋ55按{又}鹤
əŋ53暗雍
piəŋ435攽{给}
tiəŋ435张章樟砧{又}
tiəŋ213场长{长短}重{重复}
tiəŋ53帐账胀涨障瘴烫
tiəŋ33丈
tiəŋ22重{重量}
liəŋ213良凉粮梁粱量{量米}
liəŋ55两{斤两}
liəŋ53亮谅量{度量}
liəŋ33辆靓晾
liəŋ22两{两个}
tsiəŋ435浆将{又}
tsiəŋ213墙详祥
tsiəŋ55蒋奖桨
tsiəŋ53酱将{又}
tsiəŋ33匠
tsiəŋ22象像
tsʰiəŋ435枪
tsʰiəŋ55抢
tsʰiəŋ53□{(痛)转移}
ȵiəŋ213娘严言延
ȵiəŋ55□{扭}
ȵiəŋ33酿
ȵiəŋ22仰
siəŋ435箱厢湘相相貌襄镶
siəŋ55想响{又}
siəŋ53像相{互相}
kiəŋ435江姜蜣弓宫攻躬供{又}蚣{又}
kiəŋ213强
kiəŋ55蔃{根须}宫{“箇样”合音}
kiəŋ53降
kiəŋ22□{酒发酵不好的味道}
kʰiəŋ435腔疆
kʰiəŋ55强勉强
ŋiəŋ33让
xiəŋ435香乡
xiəŋ213熊雄
xiəŋ55享响{又}
xiəŋ53向
iəŋ435央秧殃壅
iəŋ213羊洋阳杨扬疡容蓉戎绒荣荧萤融庸
iəŋ55勇甬拥
iəŋ33用样
iəŋ22养痒佣
ȵyəŋ33嫩
kʰyəŋ55款
tuɛŋ435敦墩端{又}
tuɛŋ213团
tuɛŋ55栋瞪礅
tuɛŋ33盾锻
luɛŋ213轮伦沦鸾
luɛŋ55钝
luɛŋ33论
luɛŋ22卵
tsuɛŋ435曾增憎赠尊遵综
tsuɛŋ213从丛存崇循
tsuɛŋ55准
tsuɛŋ53圳俊
tsʰuɛŋ435村春椿
tsʰuɛŋ55蠢
tsʰuɛŋ53寸衬
suɛŋ435孙
suɛŋ213唇纯旬玄悬醇
suɛŋ55笋损榫
suɛŋ53蒜
suɛŋ33顺{又}
kuɛŋ213裙
kuɛŋ55滚
kuɛŋ53棍
kuɛŋ22菌
kʰuɛŋ435昆坤
kʰuɛŋ55捆
kʰuɛŋ53困况
uɛŋ435温瘟
uɛŋ213文蚊昏纹{又}
uɛŋ55稳
uɛŋ53□{关押}□{~头：摇头}
pɤŋ435般搬帮邦
pɤŋ213房旁傍盘{又}
pɤŋ55绑榜
pɤŋ53半放绊
pɤŋ33饭蚌
pɤŋ22伴拌
