#漢字	音標
𠐿	fen1
𤃫	fen1
𩖎	fen1
𩖉	fen1
𩙛	fen1
揈	fen1
渹	fen1
𢝁	fen1
𥕗	fen1
𦑟	fen1
輷	fen1
輷	fen5
䎕	fen1
鍧	fen1
轟	fen1
轟	fen5
嚝	fen1
喤	fen1
喤	fen5+
喤	uɔŋ5
諻	fen1
謍	fen1
謍	in5
謍	uen1
𢎞	fen5
弘	fen5
苰	fen5
鞃	fen5
𤮏	fen5
橫	fen5=
橫	fen6=
橫	kuɔŋ1
橫	uaŋ5-
橫	uaŋ6-
𧝒	fen5
㶇	fen5
㶇	fen6
㶇	uaŋ5-
𪏓	fen5
䬝	fen5
𢘌	fen5
宏	fen5-
泓	fen5=
泓	fuŋ5
宖	fen5
宖	fuŋ5
宖	uen1
彋	fen5
黌	fen5
瑝	fen5+
瑝	uɔŋ5
䄓	fen5+
䄓	uɔŋ5
蝗	fen5+
蝗	fɔŋ5=
蝗	uɔŋ5
鍠	fen5+
鍠	uɔŋ5
韹	fen5+
韹	fɔŋ5
韹	uɔŋ5
鐄	fen5+
鐄	uɔŋ5
𥐪	fen5
吰	fen5
竑	fen5
耾	fen5
翃	fen5
浤	fen5
紘	fen5
𧮯	fen5
紭	fen5
閎	fen5
鈜	fen5
嵤	fen5
嶸	fen5
嶸	iuŋ5
詗	fen3
詗	kuen3
詗	ɕiuŋ3
詗	ɕyn5
卝	fen6
卝	kʰuaŋ6-
澋	fen6
澋	tɕʰin3
登	ten1
䔲	ten1
噔	ten1
璒	ten1
燈	ten1
㽅	ten1
㲪	ten1
竳	ten1
簦	ten1
䳾	ten1
瞪	ten1
瞪	tsʰɨn2+
瞪	tsʰɨn6+
戥	ten3
橙	ten5
橙	tsʰen2
隥	ten5
凳	ten5
嶝	ten5
磴	ten5
鐙	ten5
𩞬	ten5
𧄼	ten5
𧀆	ten5
膯	tʰen1
𤃶	tʰen1
𤃶	tʰen3
鼟	tʰen1
𧰥	tʰen1
吞	tʰen1
幐	tʰen2
幐	tʰen6
滕	tʰen2
𥉋	tʰen2
螣	tsʰɨn6+
螣	tɕʰin6
螣	tʰen2
螣	tʰet8
縢	tʰen2
謄	tʰen2
藤	tʰen2
儯	tʰen2
騰	tʰen2
𤻴	tʰen2
籐	tʰen2
鰧	tsʰɨn6+
鰧	tɕʰin6
鰧	tʰen2
𧈜	tʰen2
澄	tsʰɨn2+
澄	tɕʰin2
澄	tʰen2
蹬	tʰen6
僜	tsʰɨn1+
僜	tɕʰin1
僜	tʰen6
鄧	tʰen6
𣩟	tʰen6
䮴	tʰen6
睖	len1
睖	tsʰɨn1+
睖	tɕʰin1
冉	len3
冉	len5
苒	len3
姌	len3
姌	ȵien5
染	len3=
𡜉	len3
䎃	len3
𥬕	len3
䣸	len3
𩃵	len3
㒄	len3
㒄	sen3
橪	ien1
橪	len3
蹨	len3
蹨	ȵien3
㾆	len5
㾆	tsʰen1
𧦦	len5
冄	len5
呥	len5
袡	len5
蚺	len5
髯	len5
髯	len6
𩓾	len5
蛅	len5
肰	len5
然	len5
𤡮	len5
㜣	len5
㜣	sen3
㜣	ȵien6
燃	len5
𥳚	len5
䕼	len5
𤓉	len5
能	len5
塄	len5
棱	len5
楞	len5
稜	len5
倰	len5
倰	len6
祾	len5
祾	lin5
輘	len5
𠽽	len5
𤕦	len5
獰	len5
㲰	len5
𧂘	len5
𥣗	len5
鬤	len5
鬤	lɔŋ5
儜	len5
薴	len5
嬣	len5
𧭈	len5
鑏	len5
䭢	len5
鬡	len5
踜	len6
愣	len6
㱥	len6
㱥	lin5
凌	len6-
凌	lin5
沾	tsen1
霑	tsen1
𪏉	tsen1
蟾	tsen1
蟾	tsʰen2
厃	tsen1
詹	tsen1
噡	tsen1
瞻	tsen1
占	tsen1
占	tsen5
鱣	tsen1
邅	tsen1
邅	tsʰen6
𧾍	tsen1
𧾍	tsʰen2
𩼼	tsen1
𩜾	tsen1
栴	tsen1
旃	tsen1
氈	tsen1
𩔣	tsen1
旜	tsen1
饘	tsen1
饘	tsen3
鸇	tsen1
曽	tsen1
曾	tsen1
曾	tsʰen2
竲	tsen1
竲	tsʰen2
增	tsen1
𦼏	tsen1
憎	tsen1
橧	tsen1
橧	tsʰen2
熷	tsen1
磳	tsen1
磳	tsʰen2
罾	tsen1
矰	tsen1
䎖	tsen1
譄	tsen1
䟓	tsen1
䟓	tsʰen1
䟓	tsʰɨn1+
䟓	tɕʰin1
朾	tsen1
朾	tsʰen2
玎	tin1
玎	tsen1
𧯫	tsen1
䆸	tsen1
𠑅	tsen1
𩘽	tsen1
偵	tsen1
偵	tsʰɨn1+
偵	tsʰɨn3+
偵	tɕʰin1
偵	tɕʰin3
幀	tsen1
綪	tsen1
綪	tɕʰien3
爭	tsaŋ1-
爭	tsen1
埩	tsaŋ1-
埩	tsen1
埩	tsʰen2
掙	tsaŋ1-
掙	tsen1
掙	tsen5
猙	tsaŋ1-
猙	tsen1
猙	tɕʰin6
䋫	tsaŋ1-
䋫	tsen1
箏	tsaŋ1-
箏	tsen1
䱢	tsen1
兂	tsen1
㻸	tsen1
溱	tsen1
瀙	tsen1
瀙	tsʰen3
瀙	tɕʰin3
𣓀	tsen1
搸	tsen1
蓁	tsen1
榛	tsen1
潧	tsen1
樼	tsen1
臻	tsen1
轃	tsen1
轃	tɕien1
颭	tsen3
展	tsen3
㠭	tsen3
搌	tsen3
搌	tsʰen3
㜊	tsen3
𧎰	tsen3
輾	tsen3
輾	ȵien6
㞡	tsen3
紾	tsen3
紾	tsɨn3+
紾	tɕin3
燀	tsen3
燀	tsʰen1
燀	tsʰen3
樿	tsen3
𠟉	tsen3
㔊	tsen3
嫸	tsen3
橏	tsen3
𥊳	tsen3
𦗢	tsen3
䁴	sen3
䁴	tsen3
䆄	tsen3
䡀	tsen3
𨭖	tsen3
𩕊	tsen3
𧝑	tsen5
𩥇	tsen5
顫	tsen5
戰	tsen5
甑	tsen5
䙢	tsen5
䰝	tsen5
𩱭	tsen5
倀	tsen5
倀	tsʰɔŋ1
柼	tsen5
㡧	tsen5
𩏠	tsen5
諍	tsen5
譖	tsen5
𡝫	sen1
𡝫	tsʰen1
覘	tsʰen1
覘	tsʰen3
㚲	tsʰen1
㚲	tsʰet7
𢃔	tsʰen1
幨	tsʰen1
幨	tsʰen3
襜	tsʰen1
襜	tsʰen3
䪜	tsʰen1
䪜	tsʰen3
𢛈	tsʰen1
㢟	tsʰen1
㢟	tsʰen3
梴	tsʰen1
鏈	lien5
鏈	tsʰen1
脠	sen1
脠	tsʰen1
橕	tsʰen1
竀	tsʰen1
竀	tsʰɨn1+
竀	tɕʰin1
樘	tsʰen1
樘	tʰɔŋ2
噌	tsʰen1
琤	tsʰen1
棦	tsʰen1
錚	tsʰen1
鐺	tsʰen1
鐺	tɔŋ1
鎗	tsʰen1
嵾	tsʰen1
𥤇	tsʰen1
駸	tsʰen1
駸	tɕʰin1
梫	tsʰen1
梫	tɕin1
梫	tɕʰin3
誗	tsʰen2
𪏂	tsʰen2
棎	tsʰen2
廛	tsʰen2
緾	tsʰen2
鄽	tsʰen2
㙻	tsʰen2
瀍	tsʰen2
𧔊	tsʰen2
纏	tsʰen2
纏	tsʰen6
躔	tsʰen2
𨷭	tsʰen2
層	tsʰen2
䁬	tsʰen2
嶒	tsʰen2
驓	tsʰen2
鄫	tsʰen2
繒	tsʰen2
揨	tsʰen2
䆑	tsʰen2
𢾊	tsʰen2
䁎	tsʰen2
憕	tsʰen2
憕	tsʰɨn2+
憕	tɕʰin2
𢿦	tsʰen2
䆵	tsʰen2
虰	tin1
虰	tsʰen2
虰	tsʰɨn1+
虰	tɕʰin1
湞	tsɨn1+
湞	tsʰen2
湞	tɕin1
䟫	tsʰen2
䟫	tsʰɔŋ3
挰	tsʰen2
掁	tsʰen2
棖	tsʰen2
傖	tsʰen2
傖	tsʰɔŋ1
䚘	tsʰen2
崢	tsʰen2
𩫿	tsʰen2
鬇	tsʰen2
鏳	tsʰen2
𦱊	tsʰen2
崝	tsʰen2
㞥	tsʰen2
岑	tsʰen2
笒	tsʰen2
笒	tɕʰin6
涔	tsʰen2
梣	tsʰen2
梣	tɕʰin2
䅾	tsʰen2
𩅨	tsʰen2
𣠟	tsʰen2
𩻛	tsʰen2
𩻛	tɕin1
㲀	tsɨn1+
㲀	tsʰen2
㲀	tɕin1
𦿒	tsʰen2
諂	tsʰen3
讇	tsʰen3
䀡	tien1
䀡	tien5
䀡	tsʰen3
㙴	tsʰen3
䠨	tsʰen3
韂	tsʰen3
䦲	ien5
䦲	tsʰen3
𣃘	tsɨn1+
𣃘	tsʰen3
𣃘	tsʰɔŋ2
𣃘	tɕin1
𧈪	tsʰen3
蕆	tsʰen3
𨩪	tsʰen3
䩶	tsʰen3
䩶	tsʰɨn3+
䩶	tɕʰin3
囅	tsʰen3
𨼒	tsʰen3
幝	tsʰen3
𦆀	tsʰen3
𦆀	ɕien6
闡	tsʰen3
䵐	tsʰen3
灛	tsʰen3
硟	tsʰen3
硟	ɕien1
𠟂	tsʰen3
蹭	tsʰen3
墋	tsʰen3
磣	tsʰen3
讖	tsʰen3
齔	tsʰen3
儭	tsʰen3
儭	tɕʰin3
嚫	tsʰen3
櫬	tsʰen3
襯	tsʰen3
䞋	tsʰen3
贈	tsʰen6
𪒟	tsʰen6
瑒	iɔŋ5
瑒	tsʰen6
鋥	tsʰen6
䂻	tsʰen6
𥊼	tsʰen6
𩒣	tsʰen6
濜	tsʰen6
濜	tɕin1
濜	tɕʰin6
苫	sen1
苫	sen5
痁	sen1
痁	tien5
埏	ien5
埏	sen1
䘰	ien5
䘰	sen1
搧	sen1
煽	sen1
煽	sen5
鯅	sen1
羶	sen1
扇	sen1
扇	sen5
挻	sen1
僧	sen1
䒏	sen1
鬙	sen1
㱡	sen1
生	saŋ1-
生	sen1=
鼪	sen1
貹	sen1
棽	sen1
棽	tsʰɨn1+
棽	tɕʰin1
森	sen1
穼	sen1
𥥿	sen1
薓	sen1
曑	sen1
㯜	sen1
扟	sen1
屾	sen1
侁	sen1
𢓠	sen1
籸	sen1
莘	sen1
甡	sen1
兟	sen1
𨐔	sen1
詵	sen1
𦐹	sen1
𣘘	sen1
駪	sen1
㜪	sen1
燊	sen1
𩺵	sen1
䯂	sen1
䯂	tsʰet7
䯂	tsʰet8
㾕	sen1
㾕	sen3
㾕	sun3
姺	sen1
姺	ɕien3
阠	sen1
阠	sɨn5+
阠	ɕin5
㚒	sen3
㚒	sɨt7
㚒	ɕit7
陝	sen3
閃	sen3
𧴭	sen3
𧵏	sen3
𡟨	sen3
㴸	sen3
覢	sen3
擤	sen3
省	saŋ3-
省	sen3
省	ɕiaŋ5-
眚	sen3
𨜜	sen3
渻	sen3
渻	ɕin3
𡞞	sen3
㼳	sen3
㾪	sen3
䚇	sen3
𨵥	sen3
瘮	sen3
掞	sen5
鋋	ien5
鋋	sen5
嬋	sen5
禪	sen5
禪	sen6
蟬	sen5
傓	sen5
𦶋	sen5
𧎥	sen5
𥰢	sen5
謆	sen5
騸	sen5
𡬙	sen5
罧	sen5
罧	ɕin3
滲	sen5
剡	ien6
剡	sen6
贍	sen6
善	sen6
僐	sen6
鄯	sen6
墠	sen6
墡	sen6
磰	sen6
蟮	sen6
蟺	sen6
譱	sen6
𪍶	sen6
鱓	sen6
鱔	sen6
䄠	sen6
擅	sen6
膳	sen6
𤮜	sen6
𦉕	sen6
繕	sen6
饍	sen6
亨	hen1
哼	hen1
悙	hen1
脝	hen1
恒	hen2
恆	hen2
𢛢	hen2
𦣍	hen2
行	hen2-
行	hen6-
行	hɔŋ2+
行	ɕin5=
筕	hen2
筕	hɔŋ2
珩	hen2
桁	hen2
桁	hɔŋ2
胻	hen2
胻	hen6
胻	hɔŋ2
䯒	hen2
衡	hen2
蘅	hen2
洐	hen2
䪫	hen2
牼	hen2
牼	kʰien1
㚔	hen2
㚔	ȵiet7
𠂷	hen2
𡴘	hen2
倖	hen2
悻	hen2
悻	ɕin6
㼬	hen2
哏	hen2
拫	hen2
痕	hen2
鞎	hen2
㯊	hen2
佷	hen2
䛭	hen3
𧨫	hen3
很	hen3
狠	hen3
荇	hen6
莕	hen6
絎	hen6
恨	hen6
砭	pien1
砭	pien5
𥑁	pien1
箯	pien1
箯	pʰien2
編	pien1
編	pien3
鞭	pien1
鯾	pien1
揙	pien1
萹	pien1
萹	pien3
萹	pʰien1
猵	pien1
猵	pʰin6
牑	pien1
煸	pien1
蝙	pien1
邊	pien1
𠑟	pien1
𤄺	pien1
䟍	ien3
䟍	pien1
籩	pien1
𥣰	pien1
𥣰	pien3
甂	pien1
蹁	pien1
蹁	pʰien2
𨇱	pien1
𦥘	pien3
貶	pien3
褊	pien3
㦚	pien3
鴘	pien3
鴘	pʰien3
䁵	pien3
辡	pien3
辡	pʰien6
扁	pien3
扁	pʰien6
匾	pien3
惼	pien3
碥	pien3
糄	pien3
藊	pien3
𥤓	pien3
緶	pien3
緶	pʰien2
𦄒	pien3
窆	pien5
變	pien5
徧	pien5
偏	pʰien1
偏	pʰien3
媥	pʰien1
犏	pʰien1
㾫	pʰien1
篇	pʰien1
翩	pʰien1
便	pʰien2
便	pʰien6
㛹	pʰien2
楩	pʰien2
楩	pʰien6
楄	pʰien2
𧍲	pʰien2
諞	pʰien2
諞	pʰien6
胼	pʰien2
賆	pʰien2
㼐	pʰien2
骿	pʰien2
駢	pʰien2
玭	pʰien2
玭	pʰin2
琕	pʰien2
蠙	pʰien2
蠙	pʰin2
軿	pʰien2
軿	pʰin2
騙	pʰien3
騗	pʰien3
片	pʰien3
䏒	pʰien3
㸤	pʰien3
𢣑	pʰien6
𧦪	pʰien6
辯	pʰien6
卞	pʰien6
弁	pʰien6
抃	pʰien6
苄	pʰien6
汴	pʰien6
忭	pʰien6
䒪	pʰien6
㺹	pʰien6
𡭪	pʰien6
昪	pʰien6
匥	pʰien6
拚	fun5
拚	fɨn5+
拚	pʰien6
㲢	pʰien6
艑	pʰien6
𩩯	pʰien6
𪉱	pʰien6
𤻶	pʰien6
辮	pʰien6
遍	pʰien6
厸	mien3
汅	mien3
沔	mien3
勔	mien3
偭	mien3
偭	mien6
𢃮	mien3
湎	mien3
愐	mien3
緬	mien3
𩋠	mien3
免	mien3
俛	mien3
勉	mien3
娩	mien3
冕	mien3
鮸	mien3
㨠	mien3
丏	mien3
眄	mien3
眄	mien6
宀	mien5
𣏜	mien5
𧉄	mien5
棉	mien5
㮌	mien5
綿	mien5
蝒	mien5
臱	mien5
緜	mien5
𢣔	mien5
櫋	mien5
矊	mien5
矏	mien5
𩕰	mien5
䫵	mien5
𣡠	mien5
眠	mien5
䏃	mien5
㝰	mien5
𥌂	mien5
䰓	mien5
瞑	mien5
瞑	mien6
瞑	min5
面	mien6
𡧍	mien6
㴐	mien6
麫	mien6
麪	mien6
𥻩	mien6
𩈹	mien6
麵	mien6
敁	tien1
掂	tien1
𦕒	tien1
𩬑	tien1
佔	tien1
㡇	tien1
㡇	tset7
㡇	tʰiet7
𧚊	tien1
𧚊	tiet7
厧	tien1
傎	tien1
滇	tien1
槙	tien1
瘨	tien1
𧽍	tien1
𧽍	tʰien6
蹎	tien1
顛	tien1
顛	tʰien3
顚	tien1
顚	tʰien3
𩥄	tien1
㒹	tien1
𠑘	tien1
巔	tien1
巓	tien1
癲	tien1
齻	tien1
槇	tien1
槇	tsɨn3+
槇	tɕin3
𦒻	tien3
𦒻	tien5
䍄	tien3
踮	tien3
㸃	tien3
點	tien3
㓠	tien3
玷	tien3
典	tien3
婰	tien3
敟	tien3
碘	tien3
𥮏	tien3
蕇	tien3
𩒝	tien3
䵤	tien3
䵤	ɕien6
琠	tien3
琠	tʰien3
錪	tien3
錪	tʰien3
坫	tien5
坫	tsɨn1+
坫	tɕin1
店	tien5
惦	tien5
墊	tien5
墊	tʰiet8
㝪	tien5
㝪	tiet7
𩅀	tien5
𩅀	tsɨt7
𩅀	tɕit7
埝	tien5
埝	ȵiet7
唸	tien5
殿	tien5
殿	tʰien6
𠿍	tien5
癜	tien5
添	tʰien1
黇	tʰien1
舚	tʰien1
舚	tʰien3
天	tʰien1
兲	tʰien1
𠀘	tʰien1
䒶	tʰien1
𦧝	tʰien1
恬	tʰien2
菾	tʰien2
甜	tʰien2
𦳇	tʰien2
湉	tʰien2
嗔	tsʰɨn1+
嗔	tɕʰin1
嗔	tʰien2
佃	tʰien2
佃	tʰien6
鈿	tʰien2
鈿	tʰien6
田	tʰien2
沺	tʰien2
畋	tʰien2
畋	tʰien6
䟧	tʰien2
填	tʰien2
搷	tʰien2
塡	tʰien2
𨌈	tʰien2
䡘	tʰien2
磌	tsɨn1+
磌	tɕin1
磌	tʰien2
窴	tʰien2
窴	tʰien6
𥧑	tʰien2
闐	tʰien2
闐	tʰien6
鷏	tʰien2
鷆	tʰien2
畇	tʰien2
畇	yn5
畇	ɕyn1
畇	ɕyn5
栝	kuot7
栝	tʰien3
忝	tʰien3
䄼	tʰien3
悿	tʰien3
舔	tʰien3
餂	tʰien3
銛	kuot7
銛	tʰien3
銛	ɕien1
𨸱	tʰien3
𨸱	ȵien5
掭	tʰien3
㮇	tʰien3
町	tʰien3
町	tʰin1
町	tʰin3
町	tʰin6
淟	tʰien3
㥏	tʰien3
晪	tʰien3
腆	tʰien3
𤲖	tʰien3
痶	tʰien3
賟	tʰien3
䠄	tʰien3
靦	tʰien3
𨆁	tʰien3
圢	tʰien3
圢	tʰin3
瑱	tsɨn5+
瑱	tɕin5
瑱	tʰien3
睼	tʰien3
扂	tʰien6
𠂼	tʰien6
簟	tʰien6
㶘	tʰien6
驔	tʰien6
㼭	tʰien6
磹	tʰien6
跈	tʰien6
跈	ȵien3
殄	tʰien6
蜓	tʰien6
蜓	tʰin2
蜓	tʰin6
蜒	ien5
蜒	tʰien6
甸	tʰien6
淀	tʰien6
奠	tin5
奠	tʰien6
電	tʰien6
㞟	tin3
㞟	tʰien6
靛	tʰien6
澱	tʰien6
壂	tʰien6
𪑩	tʰien6
涏	tʰien6
涏	tʰin6
𡱂	tʰien6
𡱂	tʰun2
𡱂	tʰɨn2+
臉	lien3
溓	lien3
溓	lien5
䭑	lien3
㯬	lien3
嬚	lien3
斂	lien3
斂	lien6
㰈	lien3
羷	lien3
䌞	lien3
蘞	lien3
蘞	lien5
蘞	ɕien1
澰	lien3
瀲	lien3
瀲	lien6
薟	lien3
薟	lien5
獫	lien3
獫	lien5
獫	lien6
獫	ɕien3
𤬓	lien3
璉	lien3
鄻	lien3
𤑿	lien3
𪍦	lien3
𤒤	lien3
僆	lien3
僆	lien6
摙	lien3
摙	lien6
膦	lien3
輦	lien3
攆	lien3
搛	lien5
搛	tɕien5
帘	lien5
㡘	lien5
廉	lien5
覝	lien5
奩	lien5
匳	lien5
薕	lien5
臁	lien5
𣀃	lien5
𥖝	lien5
𩄡	lien5
䆂	lien5
鎌	lien5
蠊	lien5
簾	lien5
鬑	lien5
𨎷	lien5
鐮	lien5
籢	lien5
籨	lien5
襝	lien5
熑	lien5
濂	lien5
濓	lien5
燫	lien5
連	lien5
漣	lien5
漣	lien6
㦁	lien5
䃛	lien5
褳	lien5
聮	lien5
翴	lien5
聯	lien5
㺦	lien5
㶌	lien5
鰱	lien5
𪚀	lien5
𪚁	lien5
槤	lien5
怜	lien5
蓮	lien5
嗹	lien5
憐	lien5
縺	lien5
𪍴	lien5
𨏩	lien5
殮	lien6
𧸘	lien6
𤹨	lien6
戀	lien6
浰	lien6
堜	lien6
萰	lien6
湅	lien6
楝	lien6
㪝	lien6
𤗛	lien6
煉	lien6
㼑	lien6
練	lien6
𣿊	lien6
鍊	lien6
𣞰	lien6
鰊	lien6
尖	tɕien1
㦰	tɕien1
䇝	tɕien1
熸	tɕien1
𡄑	tɕien1
𡄑	tɕien5
㡨	tɕien1
㡨	tɕʰien1
瀸	tɕien1
殲	tɕien1
虃	tɕien1
鑯	tɕien1
鋟	tɕien1
鋟	tɕʰin3
兼	tɕien1
蒹	tɕien1
𦋰	tɕien1
縑	tɕien1
鶼	tɕien1
𥻧	tɕien1
葏	tɕien1
湔	tɕien1
湔	tɕien5
湔	tɕʰien2
煎	tɕien1
鬋	tɕien1
鬋	tɕien3
鬋	tɕien5
㓺	tɕien1
犍	tɕien1
犍	tɕʰien2
𢳚	tɕien1
𣘖	tɕien1
䭈	tɕien1
𩎀	tɕien1
腱	tɕien1
腱	tɕʰien6
鞬	tɕien1
騝	tɕien1
騝	tɕʰien2
𩱡	tɕien1
𩱤	tɕien1
甄	tsɨn1+
甄	tɕien1
甄	tɕin1
薽	tsɨn1+
薽	tɕien1
薽	tɕin1
籈	tsɨn1+
籈	tɕien1
籈	tɕin1
牋	tɕien1
𢃬	tɕien1
𨕨	tɕien1
箋	tɕien1
𣚙	tɕien1
𣝕	tɕien1
韉	tɕien1
籛	tɕien1
籛	tɕien3
籛	tɕien5
瀳	tɕien1
瀳	tɕʰien6
㮍	tɕien1
幵	tɕien1
肩	tɕien1
菺	tɕien1
堅	tɕien1
猏	tɕien1
豣	tɕien1
𧱚	tɕien1
𪊑	tɕien1
𪊑	tɕʰien1
𪊑	tɕʰin3
麉	tɕien1
䌑	tɕien1
鵳	tɕien1
䶬	tɕien1
䶬	ȵiet7
鰹	tɕien1
鋻	tɕien1
鋻	tɕien5
鳽	kʰien1
鳽	tɕien1
鳽	ŋiet7
鳽	ȵien5
𢮂	tɕien1
𢮂	ɕien5
㡉	tɕien1
豜	tɕien1
豜	ȵien6
𩟗	tɕien3
檢	tɕien3
瞼	tɕien3
撿	tɕien3
揃	tɕien3
剪	tɕien3
㨵	tɕien3
戩	tɕien3
𦺍	tɕien3
翦	tɕien3
𥳟	tɕien3
譾	tɕien3
俴	tɕien3
俴	tɕʰien6
𥰸	tɕien3
錢	tɕien3
錢	tɕʰien2
㔓	tɕien3
湕	tɕien3
𥍹	tɕien3
蹇	tɕien3
揵	tɕien3
揵	tɕʰien2
𢵈	tɕien3
𦂇	tɕien3
藆	tɕien3
謇	tɕien3
𠐻	tɕien3
𠐻	tɕʰien6
𡾰	tɕien3
𡾰	tɕʰien6
𩽜	tɕien3
搴	tɕien3
𢷘	tɕien3
䙭	tɕien3
䙭	tɕʰien1
挸	tɕien3
𡘸	tɕien3
梘	tɕien3
梘	tɕien5
趼	tɕien3
趼	ȵien5
趼	ȵien6
𢆞	tɕien3
筧	tɕien3
絸	tɕien3
繭	tɕien3
𢹕	tɕien3
蠒	tɕien3
𢺃	tɕien3
𥀹	tɕien3
襺	tɕien3
垷	tɕien3
垷	ɕien6
劍	tɕien5
劒	tɕien5
劔	tɕien5
僭	tɕien5
趝	tɕien5
葥	tɕien5
榗	tɕien5
箭	tɕien5
𥳭	tɕien5
濺	tɕien5
建	tɕien5
毽	tɕien5
旔	tɕien5
牮	tɕien5
薦	tɕien5
𧲛	tɕien5
見	tɕien5
見	ɕien6
僉	tɕʰien1
𠠃	tɕʰien1
簽	tɕʰien1
籤	tɕʰien1
憸	tɕʰien1
憸	tɕʰien3
憸	ɕien1
憸	ɕien3
譣	tɕʰien1
譣	ɕien3
𨦄	tɕʰien1
謙	tɕʰien1
㿊	tɕʰien1
扦	tɕʰien1
𨝍	tɕʰien1
遷	tɕʰien1
𠨧	tɕʰien1
櫏	tɕʰien1
䉦	tɕʰien1
𨙙	tɕʰien1
韆	tɕʰien1
騫	tɕʰien1
䇂	tɕʰien1
㗔	tɕʰien1
愆	tɕʰien1
𠎝	tɕʰien1
諐	tɕʰien1
褰	tɕʰien1
𧽐	tɕʰien1
攐	tɕʰien1
䞿	tɕʰien1
䞿	ɕien1
攑	tɕʰien1
千	tɕʰien1
仟	tɕʰien1
阡	tɕʰien1
芊	tɕʰien1
芊	tɕʰien3
迁	tɕʰien1
圱	tɕʰien1
汘	tɕʰien1
杄	tɕʰien1
谸	tɕʰien1
釺	tɕʰien1
岍	tɕʰien1
汧	tɕʰien1
汧	tɕʰien3
蚈	tɕʰien1
牽	tɕʰien1
牽	tɕʰien3
縴	tɕʰien1
郉	tɕʰien1
螹	tɕʰien2
螹	tɕʰien6
𥮒	tɕʰien2
潛	tɕʰien2
潛	tɕʰien6
䁮	tɕʰien2
䁮	tɕʰien6
灊	tɕʰien2
灊	tɕʰin2
灊	ɕin5
鬵	tɕʰien2
鬵	tɕʰin2
鬵	ɕin5
𤎢	tɕʰien2
𢅮	tɕʰien2
䕭	tɕʰien2
𢸧	tɕʰien2
㰊	tɕʰien2
𤍙	tɕʰien2
燅	tɕʰien2
燖	tɕʰien2
𦢨	tɕʰien2
爓	ien6
爓	tɕʰien2
𢁮	tɕʰien2
拑	tɕʰien2
鈐	tɕʰien2
鉗	tɕʰien2
鉆	tɕʰien2
鉆	tʰiet7
箝	tɕʰien2
黔	tɕʰien2
黚	tɕʰien2
雂	tɕʰien2
鳹	tɕʰien2
鍼	tsɨn1+
鍼	tɕin1
鍼	tɕʰien2
𧔢	tɕʰien2
赶	tɕʰien2
赶	tɕʰyot8
𥴤	tɕʰien2
鍵	tɕʰien2
鍵	tɕʰien6
虔	tɕʰien2
掮	tɕʰien2
𠢅	tɕʰien2
𨜻	tɕʰien2
墘	tɕʰien2
榩	tɕʰien2
鰬	tɕʰien2
前	tɕʰien2
歬	tɕʰien2
𥮓	tɕʰien2
騚	tɕʰien2
塹	tɕʰien3
壍	tɕʰien3
嬱	tɕʰien3
脥	tɕʰien3
䇜	tɕʰien3
𩒥	tɕʰien3
嵰	tɕʰien3
𩑳	tɕʰien3
𤬯	tɕʰien3
欠	tɕʰien3
㐸	tɕʰien3
慊	tɕʰien3
嗛	tɕʰien3
膁	tɕʰien3
傔	tɕʰien3
淺	tɕʰien3
𧥛	tɕʰien3
𠳋	tɕʰien3
遣	tɕʰien3
𨺫	tɕʰien3
𥳐	tɕʰien3
𩝡	tɕʰien3
繾	tɕʰien3
䭤	tɕʰien3
譴	tɕʰien3
䪈	tɕʰien3
䛹	tɕʰien3
䍎	tsʰun3
䍎	tɕʰien3
茜	tɕʰien3
𢂺	tɕʰien3
倩	tɕʰien3
倩	tɕʰin3
棈	tɕʰien3
蒨	tɕʰien3
𧚫	tɕʰien3
䑶	tɕʰien3
輤	tɕʰien3
篟	tɕʰien3
豤	kʰien3
豤	kʰun1
豤	tɕʰien3
蜸	tɕʰien3
𥧬	tɕʰien3
䵖	tɕʰien3
㯠	tɕʰien3
菣	tɕʰien3
菣	tɕʰin3
蜆	tɕʰien3
蜆	ɕien3
蜆	ɕien6
俔	tɕʰien3
俔	ɕien6
涀	tɕʰien3
涀	ɕien6
𥕌	tɕʰien6
蔪	tɕʰien6
漸	tɕʰien6
𦾶	tɕʰien6
䟅	tɕʰien6
䤔	tɕʰien6
儉	tɕʰien6
芡	tɕʰien6
㣤	tɕʰien6
𤷃	tɕʰien6
𧗸	tɕʰien6
踐	tɕʰien6
諓	tɕʰien6
餞	tɕʰien6
賤	tɕʰien6
楗	tɕʰien6
寋	tɕʰien6
件	tɕʰien6
鑳	tɕʰien6
健	tɕʰien6
踺	tɕʰien6
洊	tɕʰien6
荐	tɕʰien6
栫	tsʰun6
栫	tɕʰien6
袸	tsʰun2
袸	tɕʰien6
臶	tsʰun6
臶	tɕʰien6
𨷓	tɕʰien6
拈	ȵien1
𠆲	ȵien3
𢇘	ȵien3
㢂	ȵien3
儼	ȵien3
曮	ȵien3
嬐	ȵien3
嶮	ȵien3
嶮	ɕien3
隒	ȵien3
噞	ȵien3
噞	ȵien6
顩	tsʰɨn6+
顩	tɕʰin6
顩	ȵien3
䲓	ȵien3
𠬝	tɕiet7
𠬝	ȵien3
𨋚	ȵien3
碾	ȵien3
碾	ȵien6
屵	ŋot7
屵	ȵien3
𧥜	ȵien3
𪗛	ȵien3
巘	ȵien3
