cid	character	initial	final	tone	note
1	多	t	ɔ	24	
2	拖	th	ɔ	24	
3	大	th	ai	55	
4	锣	l	ɔ	31	
5	左	tʃ	ɔ	51	
6	歌	k	ɔ	24	
7	个	k	ai	55	
8	可	kh	ɔ	51	
9	鹅	ŋ	ɔ	31	
10	饿	ŋ	ɔ	55	
11	河	h	ɔ	31	
12	茄	kh	iɔ	31	
13	破	ph	ɔ	55	
14	婆	ph	ɔ	31	
15	磨	m	ɔ	55	
16	磨	m	ɔ	55	
17	躲	t	ɔ	55	
18	螺	l	ɔ	31	
19	坐	tʃh	ɔ	24	
20	锁	ɬ	ɔ	51	
21	果	k	ɔ	51	
22	过	k	ɔ	55	
23	课	kh	ɔ	55	
24	火	f	ɔ	51	
25	货	f	ɔ	55	
26	祸	h	ɔ	55	
28	把	p	a	51	
29	爬	ph	a	31	
30	马	m	a	24	
31	骂	m	a	55	
32	茶	tʃh	a	31	
33	沙	ɬ	a	24	
34	假	k	a	51	
35	嫁	k	a	55	
36	牙	ŋ	a	31	
37	虾	h	a	24	
38	下	h	a	24	
39	夏	h	a	55	
40	哑	∅	a	51	
41	姐	tʃ	ɛ	51	
42	借	tʃ	ia	55	
43	写	ɬ	ia	51	
44	斜	tʃh	ɛ	24	
45	谢	tʃh	ia	55	
46	车	tʃh	a	24	
47	蛇	ʃ	a	31	
48	射	ʃ	a	55	
49	爷	∅	ia	31	舅爷
49	爷	∅	iɛ	31	天老爷
50	野	∅	ia	24	
51	夜	∅	ia	55	
52	瓜	k	a	24	
53	瓦	ŋ	a	51	
54	花	f	a	24	
55	化	f	a	55	
56	华	h	ua	31	
57	谱	ph	u	51	
58	布	p	u	55	
59	铺	ph	u	24	
60	簿	ph	u	55	
61	步	ph	u	55	
62	赌	t	u	51	
63	土	th	u	51	
64	图	th	u	31	
65	杜	t	u	55	
66	奴	n	u	31	
67	路	l	u	55	
68	租	tʃ	u	24	
69	做	tʃ	ɔ	55	
70	错	tʃh	ɔ	55	
71	箍	kh	u	24	
72	古	k	u	51	
73	苦	kh	u	51	
74	裤	f	u	55	
75	吴	ŋ	u	31	
76	五	∅	m	51	
77	虎	f	u	51	
