// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ts	tsʰ	s	Ø
@FIN	a
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
tɕʰ	iæ̃	去聲	七 氣{~候} 汽{~車} 沏{~茶} 砌{~牆} 器 契{~約} 戚{親~} 葺{修~} 憩{休~} 漆{油~}
ɕ	iæ̃	陰平	仙 先 掀{~起} 鍁{鐵~} 鍬{木~} 鮮
ɕ	iæ̃	陽平上	閒 嫻 賢 咸{~味} 銜{軍~} 顯 險 洗{又音：姓} 鮮{又音：寡廉~恥} 嫌{~棄}
ɕ	iæ̃	去聲	現 縣 線{棉~} 限界{~~} 憲{~法} 陷 羨 獻 腺{腮~} 峴{山問豁口處}
Ø	iæ̃	陰平	咽{~喉} 煙 胭{~脂} 炎 淹 焉 蔫{花~了} 閹{~割} 掩{~護} 湮{~沒}
Ø	iæ̃	陽平上	言 芫{~荽} 嚴 延 蜒{蚰~} 研{~墨} 岩 沿 鹽 閻{~王} 顏 檐{房~} 弇{把門~上} 衍{敷~} 儼 演 眼 焰 魘{~住了}
Ø	iæ̃	去聲	燕 厭 驗{檢~} 雁{大~} 贗{~品} 煨{茶} 宴 晏{姓} 堰 咽{嗚~} 唁{~電} 彥 諺{~語} 艷 硯{~台}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	t	tʰ	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ʐ	ts	tsʰ	s	Ø
@FIN	ou
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
t	ou	陰平	都{副詞} 兜{肚~子} 蔸{馬~苓}
t	ou	陽平上	斗{量器：~升} 抖{發~} 蚪{蝌~} 陡{~峭}
t	ou	去聲	鬥{~爭} 豆{青~} 逗{~留} 痘{牛~} 讀{（又音）句~} 竇{孔、洞}
tʰ	ou	陰平	偷
tʰ	ou	陽平上	頭 投{~奔}
tʰ	ou	去聲	透
l	ou	陰平	摟{（又音）~柴禾} 嘍{~囉}
l	ou	陽平上	婁 樓{大~} 螻{~蛄} 耬{農具（名詞）、~麥子（動詞）} 髏{骷~} 摟{~抱} 簍{~子}
l	ou	去聲	陋{簡~} 瘻{痔~} 漏 露{~頭} 鏤{~空}
k	ou	陰平	勾{~子} 溝{水~} 鉤{~住} 佝{~僂病} 篝{~火} 購{~買} 媾{~和}
k	ou	陽平上	苟 狗 枸{~杞}
k	ou	去聲	垢{污~} 詬 夠{~不著、能~} 構{結~}
kʰ	ou	陰平	摳{~耳朵} 瞘{眼睛~~的}
kʰ	ou	陽平上	口{~舌} 扣{碗~下}
kʰ	ou	去聲	叩{敲：~門} 扣{鈕~（名詞）} 寇{姓} 蔻{草~}
x	ou	陰平	齁{~嘍（象聲詞）、~威}
x	ou	陽平上	侯{姓} 候{時~} 喉{~頭} 猴{~子} 瘊{~子}
x	ou	去聲	後{前~} 厚 候{恭~、把客人~進去}
tʂ	ou	陰平	舟 州 洲 謅{胡~} 周{姓} 啁{~~（象聲詞）} 婤{~濟} 粥{稀~}
tʂ	ou	陽平上	肘{胳~子} 軸{性~得很} 胄 帚{笤~}
tʂ	ou	去聲	紂 咒{念~} 宙 晝{~夜} 籀
tʂʰ	ou	陰平	抽{~簽} 紬 襪子~絲了
tʂʰ	ou	陽平上	仇{~人} 惆{~悵} 綢{~子} 稠{稀~} 儔 疇{田~} 籌{~劃} 躊{~躇} 酬{應~} 醜
tʂʰ	ou	去聲	臭
ʂ	ou	陰平	收
ʂ	ou	陽平上	手 守 首
ʂ	ou	去聲	壽 受 授{傳~} 綬{~帶} 狩{~獵} 售 獸 狃{~狗}
ʐ	ou	陽平上	柔{~軟} 揉{~面} 糅{雜~} 蹂{~~} 鞣{~皮子}
ʐ	ou	去聲	肉
ts	ou	陰平	鄒{姓} 騶
ts	ou	陽平上	走
ts	ou	去聲	縐 皺{~絞} 奏{上~} 揍{打} 驟{暴風~雨}
tsʰ	ou	陰平	揍{（又音）上推：把他~上去}
tsʰ	ou	陽平上	瞅{看} 愁
tsʰ	ou	去聲	湊{~和} 腠{~理} 輳
s	ou	陰平	搜 嗖{（象聲詞）} 餿{飯~了} 鎪{（動詞）~個槽子} 颼{（象聲詞）}
s	ou	陽平上	叟{童~無欺} 艘{（量詞）} 擻{抖~}
s	ou	去聲	嗽{咳~} 瘦{~子}
Ø	ou	陰平	區{姓} 歐 陽{姓}
Ø	ou	陽平上	謳{~甓} 漚{~麻} 毆{~打} 鷗{海~} 嘔{~吐} 偶{~數} 藕{蓮~}
Ø	ou	去聲	慪{~氣}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ʐ	ts	tsʰ	s
@FIN	u
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
p	u	陰平	□{~拉（動詞）}
p	u	陽平上	捕{逮~} 哺{~育} 補{縫~}
p	u	去聲	布 怖{恐~} 部 步 不 簿{帳~}
pʰ	u	陰平	撲{~通（象聲詞）} 噗{~哧（象聲詞）} 鋪{~蓋} 潽{鍋~了}
pʰ	u	陽平上	僕{~人} 普{~通話} 譜{畫~} 堡 菩{~薩} 蹼 璞{玉~} 圃{花~} 脯{胸~} 浦 蒲{~毛} 葡{~萄}
pʰ	u	去聲	鋪{床~} 鋪{~子} 撲{~打} 瀑{~布} 曝
m	u	陰平	哞{（象聲詞）牛叫聲}
m	u	陽平上	母 姆{保~} 拇{大~指} 畝{田~（量詞）} 某 謀{陰~} 模{~子} 牡{~丹} 眸{~子}
m	u	去聲	目{~的} 苜{~蓿} 沐{~浴} 木 牧{放~} 睦{和~} 沒{~有} 暮{日~} 墓{墳~} 募{~捐} 幕{~布} 慕{羨~} 穆{姓}
f	u	陰平	夫{俠拉~} 芙{~蓉} 麩{~皮} 婦{~女}
f	u	陽平上	扶 孚 俘{~虜} 浮{~雲} 府{政~} 符{~號} 俯{~首} 附{依~} 腐{~敗} 敷{~衍} 撫{安~} 甫 埔{黃~軍校} 輔{~導} 佛{仿~} 茯{~苓} 斧{~頭} 釜 埠{商~} 沸 否{~認} 付{~款} 咐{諉~}
f	u	去聲	父 訃{~告} 赴{~湯蹈火} 負{~責} 富 復{~習} 鳧{~水} 副{正~} 腹{~部} 覆{~蓋} 服{~裝} 伏{~貼} 袱{包~} 輻{~條} 駙{~馬} 膚{皮~} 跗{腳背：~面高} 馥
v	u	陰平	烏{~雞} 嗚{~咽} 吾 巫{~神} 誣{~蔑} 污{~染} 兀{（指示代詞）~裡} 侮{~辱} 靰{~老：棉鞋、~鞡的音變}
v	u	陽平上	五 伍 午{~時三刻} 吳{姓} 戊{~戍} 武 鵡{鸚~} 捂{（動詞）~住} 梧{~桐} 蜈{~蚣}
v	u	去聲	務{服~} 霧{雲~} 勿 物 惡{（又音）可~} 屋 誤 悟{覺~} 焐{~被} 孵{~雞娃子} 舞{跳~}
t	u	陰平	嘟{（象聲詞）} 都{首~} 督{監~}
t	u	陽平上	肚{羊~子} 堵 睹{耳聞目~} 賭{~錢} 蠹
t	u	去聲	杜{姓} 肚{~子，即人的腹部} 犢{牛~} 讀{~書} 牘{文~} 獨 度{~量} 鍍{~金} 妒{~嫉} 毒 篤{~行}
tʰ	u	陰平	噗{（象聲詞）}
tʰ	u	陽平上	土 吐{~痰} 塗{~顏色} 途{旅~} 荼{如火如~} 圖{地~} 徒{~弟} 屠{~戶}
tʰ	u	去聲	凸{~起} 吐{（又音）嘔~} 禿 兔 唾{~沫} 突{~出}
n	u	陽平上	奴{~才} 努{~力} 弩{弓~} 駑{~馬} 胬
n	u	去聲	怒
l	u	陰平	嚕{咕~（象聲詞）} 轆{~ le，井旁打水的器具}
l	u	陽平上	魯{姓} 櫓{搖~} 盧{姓} 爐{火~} 蘆{~葦} 廬{茅~} 轆{轂~} 顱{頭~} 鹵{鹽~} 虜{俘~}
l	u	去聲	路 露{白~} 鷺{~鷥} 賂{賄~} 鹿 錄{記~} 碌{忙~；~骨~（量詞）} 祿{壽~} 六 陸{~~地} 戮{殺~} 漉 涅{~~}
k	u	陰平	咕{~嚕（象聲詞）} 沽{~名釣譽} 姑 姑{娘} 鴣{~~等：鳥名} 辜{~負} 孤 箍{~子（名詞），~木桶（動詞）}
k	u	陽平上	古 估{~計} 故{~話} 股{~長} 鼓 臌{~脹}
k	u	去聲	骨{~頭、~朵} 谷{山~} 顧{姓} 雇 固{堅~} 故{（又音）~意} 痼{~疾} 梏{桎~} 錮{~漏鍋}
kʰ	u	陰平	枯{乾~} 骷{~髏} 酷{殘~} 窟{石~、~窿}
kʰ	u	陽平上	苦
kʰ	u	去聲	哭 庫{倉~} 褲{~子}
x	u	陰平	呼{（象聲詞）} 乎 弧{~形} 忽{~然} 糊{~窗子（動詞）} 笏{~板} 扈{姓}
x	u	陽平上	虎 狐{~狸} 壺{水~} 胡{姓} 湖 瑚{珊~} 蝴{~蝶} 猢{~孫} 唬{嚇~} 核{（又音）杏~子} 滸{和~了：麻將術語} 鵠{鴻~} 糊{（形容詞）飯~了}
x	u	去聲	互 戶{~口} 滬 護{保~} 囫{~圇} 葫{~蘆} 獲{收~} 糊{（名詞）糨~}
tʂ	u	陰平	朱{姓} 株{（量詞）} 珠 蛛{蜘~} 誅 茱{~萸} 諸{~侯} 豬 炷{（量詞）~香}
tʂ	u	陽平上	主 拄{~拐棍} 煮
tʂ	u	去聲	住 柱{~子} 注{~入} 蛀{~蟲} 著{~作} 竹 竺 祝{姓} 濁{渾~} 燭{蠟~} 築{建~} 逐{~漸} 囑{~託} 矚{~目} 觸{接~} 軸 妯{~娌} 術{（又音）白~} 諸{~位} 躇{礙~} 帚{苕~} 鑄{~造} 蜀{魏~吳（三國）}
tʂʰ	u	陰平	倏{~花：放禮花}
tʂʰ	u	陽平上	除 處{、長、~理} 褚{姓} 儲{~蓄} 廚{~房} 櫥{~櫃} 黍 鼠{老~} 暑{~假}
tʂʰ	u	去聲	出 畜{（又音）~牲} 矗{~立} 絀 黜{罷~} 搐{抽~：不平展}
ʂ	u	陰平	書 抒{~發} 舒{~服} 輸{~錢} 淑{~女}
ʂ	u	陽平上	術{算~} 束 述{敘~} 殊{特~} 恕{寬~} 薯{紅~} 署{公~} 曙{~光} 豎{~橫} 輸{運~} 庶{~民} 墅{別~}
ʂ	u	去聲	熟{（形容詞）} 孰 塾{私~} 樹 叔 俶 菽 屬 贖{~回}
ʐ	u	陰平	挩{把手~出來}
ʐ	u	陽平上	如 汝{你} 茹{竹~} 儒 孺{~子} 蠕{~動} 乳{煉~}
ʐ	u	去聲	入 辱{~識} 蓐{~子}
ts	u	陰平	租
ts	u	陽平上	祖 詛{~咒} 阻{~攔} 組 狙{~擊}
ts	u	去聲	足 助{幫~} 卒
tsʰ	u	陰平	粗 初
tsʰ	u	陽平上	族{民~} 簇{一~（量詞）} 楚{清~} 憷{看（動詞）} 礎{基~} 芻{~議} 雛{~雞}
tsʰ	u	去聲	醋 促{~進} 猝{倉~} 憷{發~}
s	u	陰平	蘇 梳{~子} 疏{稀~} 酥{~油}
s	u	陽平上	數{（動詞）~錢}
s	u	去聲	訴{告~} 肅{嚴~} 數{~目} 素{吃~} 嗉{雞~子} 俗= 速 塑{~像} 粟 漱{~口} 蔬{菜~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	k	kʰ	x	tʂ	tʂʰ	ʂ	ʐ	ts
@FIN	ua
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
k	ua	陰平	瓜 呱{（象聲詞）}
k	ua	陽平上	寡{~婦} 剮{千刀萬~}
k	ua	去聲	刮{~風} 卦{八~} 掛{~簾子} 褂{~子}
kʰ	ua	陰平	夸{~口}
kʰ	ua	陽平上	垮{打~} 侉{口音與本地不同}
kʰ	ua	去聲	挎{挽：手~着手} 跨=
x	ua	陰平	花 嘩{~啦（象聲詞）} 華{中~}
x	ua	陽平上	華{~山} 划{~船} 鏵{犁~} 滑 猾{狡~} 搰{~拳}
x	ua	去聲	化 畫 話 劃{計~（又音）} 華{姓} 樺{~木}
tʂ	ua	陰平	抓 撾 髽{~髻} 爪{器物中象~的部分（又音）}
tʂ	ua	陽平上	爪{~子}
tʂʰ	ua	陰平	欻{（象聲詞）}
tʂʰ	ua	陽平上	秬{草：用手拔草}
ʂ	ua	陰平	唰{（象聲詞）}
ʂ	ua	陽平上	耍
ʂ	ua	去聲	刷{~子（名詞）；~衣服（動詞）}
ʐ	ua	陽平上	挼{揉，捏（動詞）}
ts	ua	陽平上	□{做啥的合音：你~去呢？}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	k	kʰ	x	tʂ	tʂʰ	ʂ
@FIN	uaŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
k	uaŋ	陰平	光{~明} 胱{膀~}
k	uaŋ	陽平上	廣 獷{粗~}
k	uaŋ	去聲	光{（又音）顏色~、~氣} 桄{一~子線} 逛
kʰ	uaŋ	陰平	匡 哐{（象聲詞）} 筐
kʰ	uaŋ	陽平上	狂{瘋~} 誑{~語}
kʰ	uaŋ	去聲	況 框{鏡~} 眶{眼~} 礦{~石} 曠{~工} 鄺{姓} 誆={~騙}
x	uaŋ	陰平	荒{~地} 慌{着~}
x	uaŋ	陽平上	黃 璜 潢{裝~} 蟥{螞~} 簧{彈~} 皇 煌{輝~} 蝗{~蟲} 隍{城~廟} 惶{~~} 徨{彷~} 凰{風~} 磺{硫~} 謊{扯~}
x	uaŋ	去聲	晃{~動} 幌{~子} 誆{（又音）套~、~人}
tʂ	uaŋ	陰平	莊{~子} 樁{木~} 妝{梳~} 裝{服~}
tʂ	uaŋ	陽平上	奘{粗大：蘿蔔~得很，米~得很}
tʂ	uaŋ	去聲	壯{強~} 狀{形~} 幢{（量詞）} 撞{碰~}
tʂʰ	uaŋ	陰平	窗 瘡{~疤} 創{~傷}
tʂʰ	uaŋ	陽平上	床 闖
tʂʰ	uaŋ	去聲	創{~造} 撞{（又音）碰~}
ʂ	uaŋ	陰平	雙 霜 孀{遺~}
ʂ	uaŋ	陽平上	爽{涼~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ʐ	ts	tsʰ	s
@FIN	uãi
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
t	uãi	陰平	端
t	uãi	陽平上	短
t	uãi	去聲	段{姓} 緞{綢~} 煅{~燒} 椴{~木} 鍛{~煉} 斷
tʰ	uãi	陽平上	團 湍{~急} 摶{用手把泥麵等捏成一定形體} 疃{~莊廟}
n	uãi	陽平上	暖
l	uãi	陰平	□{搞：到外面~兩個錢走}
l	uãi	陽平上	孿{~生} 巒{山~} 欒{姓} 戀{~愛} 鸞{~風} 灤 鑾{金~寶殿} 卵{~子} 臠{~肉}
l	uãi	去聲	亂
k	uãi	陰平	乖{好：這個娃娃~得很} 關 觀{~察} 官 倌 綸{~巾} 棺{~木} 冠{衣~} 鰥{~寡孤獨}
k	uãi	陽平上	館{飯~} 館{會~} 觀{（又音）玄妙~} 拐{~彎} 瑁 管 莞{東~}
k	uãi	去聲	貫 慣{習~} 摜{~跤} 盥{~漱室} 灌 罐{~子} 怪
kʰ	uãi	陰平	寬 髖{~骨}
kʰ	uãi	陽平上	搲{~癢癢} 蒯 會{（又音）~計} 儈{市~} 膾{~炙人口} 塊{（名詞）（量詞）} 款{存~}
kʰ	uãi	去聲	快 筷{~子}
x	uãi	陰平	歡 獾{豬~}
x	uãi	陽平上	懷 徊 徘{~} 淮 槐 踝{~骨} 還{~擊} 環 洹 桓{姓} 繯{繩套} 圓{環繞} 鬟{丫~} 緩{~和}
x	uãi	去聲	壞 幻{~想} 奐 渙 換 喚{呼~} 煥{~然~新} 瘓{癱~} 宦{~官} 患 豢{~養}
tʂ	uãi	陰平	專 磚 顓 拽{硬~著吃了一碗飯}
tʂ	uãi	陽平上	轉{~移} 囀 踐{~實}
tʂ	uãi	去聲	轉{~動} 傳{~記} 賺{~錢} 撰{~文} 饌{酒~} 篆{小~} 拽{（又音）牽拉}
tʂʰ	uãi	陰平	揣{把信~在懷裡} 搋{~麵} 川 穿
tʂʰ	uãi	陽平上	揣{（又音）掙~} 踹{~了一腳} 膪{囊~} 膪{軟~} 傳{（又音）~遞} 船 椽{~子} 喘{~氣} 釧{寶~}
tʂʰ	uãi	去聲	串{~門子}
ʂ	uãi	陰平	衰{~弱} 閂{門~} 拴{（動詞）} 栓{（名詞）}
ʂ	uãi	陽平上	甩{~辮子} 摔{~跤} □{閒逛：別~去了}
ʂ	uãi	去聲	帥{元~} 率{（又音）~領} 蟀{蟋~} 涮{~羊肉}
ʐ	uãi	陽平上	阮{姓} 軟
ts	uãi	陰平	鑽{（動詞）}
ts	uãi	陽平上	纂{~~子：舊時婦女梳的一種髮型}
ts	uãi	去聲	鑽{（名詞）~床；（動詞）~洞} 攥{~拳頭}
tsʰ	uãi	陰平	氽{~丸子} 撺{~掇} 躥{~來~去}
tsʰ	uãi	陽平上	攢{（又音）~土}
tsʰ	uãi	去聲	□{味~得很} 竄{逃~} 纂{編~} 篡{~位}
s	uãi	陰平	酸{~辣} 痠{~痛}
s	uãi	陽平上	算{（又音）~了吧}
s	uãi	去聲	算{~術} 蒜{大~}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʂ	ʐ	ts	tsʰ	s
@FIN	uẽi
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
t	uẽi	陰平	堆{土~} 敦{煌} 墩{新~} 蹾{往下一~} 蹲{~在地上}
t	uẽi	陽平上	敦{厚} 盹{栽~} 躉{現~現賣} 鈍{~角} 屯{~田} 囤{~集居奇} 頓{（量詞）一~}
t	uẽi	去聲	隊 對 兌{~現} 囤{子：裝糧食的器具} 沌{混~} 燉{紅~肉} 盾{矛~} 遁
tʰ	uẽi	陰平	推 吞
tʰ	uẽi	陽平上	腿 豚 臀{~部}
tʰ	uẽi	去聲	頹{~虞} 退 褪{~色} 蛻{~化} 煺{~雞}
n	uẽi	陽平上	餒{氣~}
n	uẽi	去聲	內{~外} 嫩{細~}
l	uẽi	陽平上	侖 倫{~理學} 淪{~陷} 掄{~鐵錘} 輪{~子} 雷 擂{~鼓} 壘{~窩} 蕾{花~} 磊{光明~落} 儡{傀~} 累{積~}
l	uẽi	去聲	累{怕~} 淚{~水} 類{~別} 擂{~台}
k	uẽi	陰平	歸 圭 硅{~石} 龜 規{~矩} 皈{~依佛門} 軌{鐵~} 晷{日~}
k	uẽi	陽平上	宄 癸 鬼 詭{~計} 袞{~龍袍} 滾{（動詞）} 磙{石頭~子（名詞）}
k	uẽi	去聲	瑰{玫~花} 劊{（又音）~子手} 劌 炅 櫃{~子} 貴 桂{花~} 跪 棍{~子}
kʰ	uẽi	陰平	虧 巋{~然不動} 盔{~甲} 坤{~車} 昆{~崙} 鯤 鴟{~鵬} 髡
kʰ	uẽi	陽平上	奎 逵 馗{鍾~} 魁{花~} 葵{蜀~} 睽{眾目~~} 夔 捆{（動詞）~麥子；（量詞）一~柴}
kʰ	uẽi	去聲	跬 匱 饋{昏~} 潰{崩~} 饋{~贈} 禎{活~子} 簣{功虧一~} 喟 愧{慚~} 困
x	uẽi	陰平	灰 詼 恢{~復} 揮{~手} 暉 輝 麾{~下} 徽 昏 婚{~姻} 葷{~腥} 渾{~~噩噩}
x	uẽi	陽平上	回 茴{~香} 蛔{~蟲} 悔{後~} 毀{~滅} 諱{忌~} 悔{襲~} 晦{~朔} 魂 渾{（又音）~水} 餛{~飩}
x	uẽi	去聲	匯 卉{花~} 會 薈{~萃} 繪 燴{~菜} 檜 穢{污~} 賄{~賂} 彗 慧{智~} 惠 喙{無庸置~} 混{~亂} 潰{~膿} 溷{~濁}
tʂ	uẽi	陰平	隹{佳鳥} 騅{雅鳥~馬} 椎{脊~} 錐{~子} 追 諄{~~教導}
tʂ	uẽi	陽平上	準
tʂ	uẽi	去聲	墜 綴{~扣子} 縋{~住} 惴{~~不安} 贅
tʂʰ	uẽi	陰平	吹 炊{~事員} 春 椿{~樹}
tʂʰ	uẽi	陽平上	垂 陲{邊~} 捶{（動）} 錘{銅~} 椎 槌{棒~} 純 唇 淳{~朴} 鶉{鵪~} 醇 蠢{愚~}
ʂ	uẽi	陽平上	水 誰
ʂ	uẽi	去聲	稅 睡 說{（又音）遊~} 順 舜 瞬
ʐ	uẽi	陽平上	蕊{花~} 銳
ʐ	uẽi	去聲	芮{姓} 枘{榫頭：方~圓鑿} 瑞 睿 閏 潤
ts	uẽi	陰平	尊{~敬} 遵{~守} 樽
ts	uẽi	陽平上	嘴
ts	uẽi	去聲	最 罪 醉
tsʰ	uẽi	陰平	村 皴{手~了} 崔{姓} 催{~促} 璀{~璨} 摧{~毀}
tsʰ	uẽi	陽平上	存 脆{（又音）硬而易碎：玻璃太~}
tsʰ	uẽi	去聲	脆{清~} 淬 悴{憔~} 啐 萃{出類拔~} 翠 粹{精~} 瘁{鞠躬盡~} 寸 忖{思~}
s	uẽi	陰平	尿{~脬（名詞）} 雖 睢 孫{姓} 蓀 猻{猢~}
s	uẽi	陽平上	綏 隋{姓} 隨 遂 髓{骨~} 邃 荽{蕪~}
s	uẽi	去聲	歲 碎 穗
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
@SRC	林濤，馮萬和，范學靈《中衛方言志》

@INI	t	tʰ	n	l	k	kʰ	x	tʂ	tʂʰ	ʐ	ts	tsʰ	s
@FIN	uŋ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	13

// Initial	Final	Tone	CharList (Space separated)
t	uŋ	陰平	東 冬 咚{（象聲詞）}
t	uŋ	陽平上	董{姓} 懂
t	uŋ	去聲	洞 恫{~嚇} 凍 棟{~樑} 動 慟 腖{肉~}
tʰ	uŋ	陰平	通
tʰ	uŋ	陽平上	同 桐{梧~} 銅 童 瞳{~孔} 僮 潼 形 桶{水~（名詞）} 捅{~馬蜂窩} 筒 統 胴 茼{~蒿} 峒{崆~山}
tʰ	uŋ	去聲	痛{~快}
n	uŋ	陰平	穠{麵煮~了}
n	uŋ	陽平上	農 濃{~淡} 膿{化~} 噥{咕~（象聲詞）}
l	uŋ	陽平上	龍 嚨{喉~} 瓏{玲~} 蘢{蔥~} 隴{~右} 攏{收~} 籠{~罩} 朧{礞~} 壟{~斷} 聾{耳~} 隆{興~} 窿{窟~}
l	uŋ	去聲	弄
k	uŋ	陰平	工 公 蚣{蜈~} 弓 攻{進~} 躬{鞠~} 宮 恭 龔{姓} 功{~勞} 供{~給} 拱{~手}
k	uŋ	陽平上	拱{~倒}
k	uŋ	去聲	共 供{~桌} 貢{~獻} 汞{水銀} 拱{~手（又音）} 珙
kʰ	uŋ	陰平	空 崆{~峒山} 箜
kʰ	uŋ	陽平上	孔{姓} 控{~制} 恐{~怕} 鞏{~固} 烤{~饃饃}
kʰ	uŋ	去聲	空{~地}
x	uŋ	陰平	烘{~烤} 哄{亂~~} 轟{~出去} 訌{內~} 薨
x	uŋ	陽平上	紅 宏{~大} 洪{~水} 哄{~人} 弘{~揚} 泓 鴻{~雁} 蕻{雪裡~}
x	uŋ	去聲	橫{縱~} 哄{起~（又音）}
tʂ	uŋ	陰平	中{~心} 忠{~誠} 盅{杯：酒~} 衷{~腸} 終{始~}
tʂ	uŋ	陽平上	腫{~脹} 種{~子} 塚{墳墓} 踵{腳後跟}
tʂ	uŋ	去聲	中{~標（又音）} 眾{群~} 仲{~裁} 種{~田} 重{輕~}
tʂʰ	uŋ	陰平	沖{~刷} 充{補~} 茺{~蔚子} 忡{憂心~~} 舂{~米} 憧{~憬} 艟
tʂʰ	uŋ	陽平上	蟲 重{~陽} 崇{~高} 寵{愛~} 種{姓}
tʂʰ	uŋ	去聲	銃{~子（名詞）；一個眼子（動詞）} 衝{~牀} 沖{淳味道~得很}
ʐ	uŋ	陽平上	戎{投筆從~} 絨{~衣} 茸{毛~~} 冗{~長} 仍 毧{~毛} □{~人子}
ts	uŋ	陰平	宗{同~} 棕{~櫚} 蹤{~跡} 鬃{豬~}
ts	uŋ	陽平上	總
ts	uŋ	去聲	縱{~橫} 粽{~子} 綜{~合} 慫{~恿}
tsʰ	uŋ	陰平	匆 蔥{韭~} 囪{煙~} 聰{~明} 叢{草~}
tsʰ	uŋ	陽平上	從
s	uŋ	陰平	忪{惺~} 松 淞 菘 嵩{~山}
s	uŋ	陽平上	尿{精液}
s	uŋ	去聲	宋{姓} 送 訟{訴~} 頌{歌~} 聳{~立} 誦{朗~} 悚{~然}
﻿// HSD Syllabary Data Partition
// 地区：寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
// 来源：林濤，馮萬和，范學靈《中衛方言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	寧夏回族自治區-中衛市-沙坡頭區-濱河鎮/文昌鎮
