i
p[131]皮疲脾琵枇肥☐{块（一块大石头）}[135]被{~子}婢[214]被{~打}婢避备鼻
pʰ[53]胚坯披[55]俾鄙丕比秕[35]屁
ɓ[53]蓖碑卑悲陂{拦水坝}☐{~柿：柿子。原文作pi33柿，综合变调规律或为 ɓi53}[55]陛彼譬[35]臂泌庇痹滗☐{~蛆：臭虫}
m[131]糜眉楣媚微霉[55]尾[35]美[214]未味寐
f[53]非飞痱翡靡[55]妃匪[35]肺
t[53]姿资咨兹滋[55]紫姊子梓[214]地
tʰ[55]此[35]次
n[135]弥你尔玺徙[35]匿拟[214]腻溺
ɬ[53]斯厮撕私司丝思[131]瓷慈磁辞词祠嗣饲[35]四[214]☐{~日：昨日}牸
l[53]璃梨[131]离篱厘狸[55]李里裏理鲤☐{ko22~：现在}[214]利痢吏
ts[53]知蜘支枝肢栀{~子花}之芝[55]纸脂旨指止趾址只{~有}[35]智致至置志誌痣痔
tsʰ[53]眵痴[55]侈耻齿始[35]雌刺赐翅伺雉侍嗜稚{幼~}
ȵ[53]儿[131]宜仪谊而疑[135]耳饵议[214]二贰义
s[53]施师狮尸诗[131]匙迟持时鲥恃池寺驰[55]屎史驶[135]是[35]试示视市[214]氏豉士仕事
k[53]饥肌矶基讥叽[131]奇骑其棋期旗祈沂☐{山~：旱蚂蟥}[55]已纪杞几{~乎}[135]企[35]寄冀记既☐{站立}[214]岐技妓祁忌
h[53]牺嬉颐希稀[55]起喜岂[35]戏器弃气汽
Ø[53]伊医矣以衣依[131]移夷姨饴[55]倚椅[35]意[214]易{难~}异逸翼
u
p[131]菩脯[55]部簿[214]步埠妇{新~：儿媳}
pʰ[53]铺{~床}[55]谱普浦甫脯薄[35]铺{店~}付{一~扑克}
ɓ[55]补捕[35]布怖
m[53]模摹巫诬摸☐{长在食物上的霉}[131]无毛{~泽东}[55]舞[135]母拇[35]武鹉[214]暮慕墓募务雾牡戊
f[53]呼夫肤跗敷麸[131]芙符扶[55]苦虎浒府俯抚斧釜[135]俘父[35]戽裤负[214]付赋傅赴讣附副妇腐辅
t[53]租[131]徒屠途涂图杜[55]祖[35]做庹{两臂左右伸直的长度}[214]度镀渡妒
tʰ[53]粗[55]土取{~东西}娶☐{~开：摊（摊开毯子）}[35]吐兔醋措
ɗ[53]都[55]堵赌[35]肚
n[131]奴努[214]怒
ɬ[53]苏酥[135]聚{白读。积攒}[35]素诉嗉
l[131]卢炉芦鸬庐[135]鲁橹虏卤[35]裸履[214]路赂露鹭
k[53]姑孤枯[55]古估蛊牯股鼓☐{膝头~：膝盖}[35]故固雇顾
kʰ[53]箍[55]苦{辛苦}[35]库
Ø[53]乌污坞[131]胡湖狐壶[135]户沪护[35]恶{可恶}
y
t[53]组[35]☐{蜂蜇人}
tʰ[53]蛆[55]取{争~}[35]趣
n[135]女汝
ɬ[53]须需[131]徐殊[135]序叙[35]储聚娶[214]绪絮
l[131]骡[135]缕吕旅[214]虑滤
ts[53]诛蛛株朱猪诸{~葛}[55]主煮[35]驻注蛀铸著诸{~位}褚
tsʰ[35]处
ȵ[131]虞鱼渔[135]语[214]遇
s[53]输书舒[131]厨除薯苎[55]数{动词。此外还有咒骂的意思}署鼠黍薯[135]拄柱竖☐{~尿：把尿}[35]戍怵☐{水瓜~：瓜络}[214]住树箸
k[53]居车{~马炮}[131]渠☐{意为他}
kʰ[53]枢驹拘区驱俱瞿
h[53]墟{集市}虚嘘[55]许[35]去
Ø[53]吁[131]愚娱如于余淤馀迂盂[135]宇禹羽[35]与雨☐{腻（吃肉吃腻了）}[214]寓榆逾愉喻愈裕御誉预豫
a
p[131]耙爬琶粑杷[214]罢
pʰ[35]怕帕
ɓ[53]巴芭疤爸[55]把[35]霸坝伯{吾~：伯父}
m[53]☐{爬（树）}[131]麻[55]妈[135]马码[214]骂
f[53]花[55]☐{上~：上面}[35]化
