汉字	潮拼	iPA	字态	注释	灰色							
多	to1	tɔ1										
他	tha1	tʰa1										
舵	tua6	tua4										
拖	thua1	tʰua1										
拖	tho1	tʰɔ1		推~								
駝	thoh8	tʰɔʔ8										
陀	tho5	tʰɔ2										
馱	tho5	tʰɔ2										
挪	no5	nɔ2										
羅	lo5	lɔ2										
鑼	lo5	lɔ2										
籮	lo5	lɔ2										
左	tso2	tsɔ3										
佐	tso2	tsɔ3										
做	tso3	tsɔ5										
搓	so1	sɔ1										
搓	tsho1	tsʰɔ1=										
娑	so1	sɔ1										
歌	kua1	kua1										
歌	ko1	kɔ1=										
哥	ko5	kɔ2		口								
哥	ko1	kɔ1										
個	kai5	kai2-										
個	ko6	kɔ4=										
軻	ko1	kɔ1										
可	kho2	kʰɔ3										
蛾	nɡo5	ŋɔ2										
鵝	go5	gɔ2										
俄	nɡo5	ŋɔ2										
我	ua2	ua3										
我	nɡo2	ŋɔ3=										
餓	go7	gɔ6										
何	ho5	hɔ2										
河	ho5	hɔ2										
荷	o6	ɔ4		負~								
荷	ho3	hɔ5		薄~								
荷	ho5	hɔ2		~花								
苛	kho1	kʰɔ1										
賀	ho7	hɔ6										
阿	a1	a1										
阿	o1	ɔ1		又								
茄	kio5	kiɔ2										
茄	kia1	kia1		又，雪~								
笳	kia1	kia1										
波	po1	pɔ1										
跛	pho2	pʰɔ3										
播	pua3	pua5										
簸	pua3	pua5										
坡	po1	pɔ1										
玻	po1	pɔ1										
頗	phuann2	pʰuã3-										
頗	pho1	pʰɔ1=										
頗	pho2	pʰɔ3=		又								
婆	phua5	pʰua2										
魔	mo5	mɔ2										
磨	bua5	bua2										
摩	mo5	mɔ2										
朵	to2	tɔ3										
躲	to2	tɔ3										
剁	tok	tɔk		訓								
剁	to3	tɔ5=										
妥	tho2	tʰɔ3										
唾	tho2	tʰɔ3										
惰	tuann6	tuã4										
墮	tui6	tui4		訓“墜”								
囉	lo5	lɔ2										
糯	no3	nɔ5										
糯	tsuk8	tsuk8		訓“秫”								
騾	lo5	lɔ2										
螺	lo5	lɔ2										
腡	lo5	lɔ2										
裸	lo2	lɔ3										
摞	loh8	lɔʔ8										
銼	tsho3	tsʰɔ5										
矬	tsho5	tsʰɔ2										
坐	tso6	tsɔ4										
座	tso7	tsɔ6										
蓑	sui1	sui1										
蓑	so1	sɔ1=										
梭	so1	sɔ1										
唆	so1	sɔ1										
鎖	so2	sɔ3										
瑣	so2	sɔ3										
鍋	ue1	uɛ1										
過	kue3	kuɛ5										
戈	kho1	kʰɔ1										
果	kuainn2	kuaĩ3-										
果	kue2	kuɛ3-		又								
果	kuann2	kuã3=										
裹	kue2	kuɛ3										
科	khue1	kʰuɛ1										
棵	kho1	kʰɔ1										
窠	khue1	kʰuɛ1										
窠	kho1	kʰɔ1=										
顆	kho1	kʰɔ1										
課	khue3	kʰuɛ5										
訛	ho3	hɔ5										
臥	o6	ɔ4										
火	hue2	huɛ3										
夥	hue2	huɛ3										
貨	hue3	huɛ5										
禾	ta5	ta2		訓								
禾	hua5	hua2=										
和	hue5	huɛ2-		~尚								
和	hua5	hua2=										
和	ho6	hɔ4		又								
禍	hua6	hua4										
倭	o1	ɔ1										
倭	oi1	ɔi1*										
窩	o1	ɔ1										
涴	u3	u5										
瘸	khue5	kʰuɛ2										
靴	hia1	hia1										
巴	pa1	pa1										
疤	pa1	pa1										
芭	pa1	pa1										
把	pe2	pɛ3-										
把	pa2	pa3=										
爸	pa5	pa2										
爸	pah2	paʔ8		又								
垻	pa3	pa5										
霸	pa3	pa5										
怕	phann3	pʰã5										
琶	pe5	pɛ2										
爬	pe5	pɛ2										
麻	mua5	mua2										
蟆	po5	pɔ2		蛤~								
蟆	mo5	mɔ2		又								
媽	ma5	ma2		口								
媽	ma2	ma3		奶奶，~祖								
媽	ma1	ma1=										
馬	be2	bɛ3										
馬	ma2	ma3=										
碼	be2	bɛ3										
罵	me7	mɛ6										
拿	na2	na3										
詫	theh8	tʰɛʔ8*										
詫	tsha3	tsʰa5										
茶	te5	tɛ2										
搽	tsha5	tsʰa2										
查	tshe5	tsʰɛ2										
渣	tsa1	tsa1										
詐	tsa3	tsa5										
榨	tsa3	tsa5										
炸	tsa3	tsa5										
叉	tshe1	tsʰɛ1										
杈	tshe1	tsʰɛ1										
差	tsha1	tsʰa1										
差	tshe1	tsʰɛ1		欽~								
差	tshi1	tsʰi1		參~								
岔	tshe1	tsʰɛ1										
岔	tsha1	tsʰa1		又								
汊	tshe1	tsʰɛ1										
查	tshe5	tsʰɛ2										
查	tsa1	tsa1		姓氏								
乍	tsa3	tsa5										
沙	sua1	sua1										
沙	sa1	sa1=										
紗	se1	sɛ1										
紗	sa1	sa1=										
灑	sa3	sa5										
灑	sai3	sai5		又								
嘉	kia1	kia1										
家	ke1	kɛ1										
加	ke1	kɛ1		~減								
加	kia1	kia1=										
假	ke2	kɛ3										
假	kiann2	kiã3=										
賈	kia2	kia3										
賈	ku2	ku3										
稼	ke3	kɛ5										
價	ke3	kɛ5										
架	ke3	kɛ5										
