pi53卑悲碑陂{小水坝}
ty44□{～水：告密}□{□tɐm⁴⁴～：肮脏}
ty53□{～起个嘴：翘起嘴巴}
ty513螫
tʰy53趋蛆
tʰy44取娶
tʰy513趣
ny24女
ly32驴
ly24吕旅屡缕
ly312虑滤
tɕy53朱珠株诸
tɕy44主煮炷
tɕy513注驻蛀著
tɕy312住箸{筷子}□{进行体标记}
tɕʰy32除厨橱蜍
tɕʰy24拄柱苎杵
tɕʰy513处
ɕy53书输抒舒
ɕy32殊署薯
ɕy44暑黍鼠戍数{～一～}
ɕy24树竖
ɕy513数{～目}
ȵy32鱼渔愚
ȵy24汝语
ȵy312遇寓御
ky53居车{一种象棋子}
ky32佢{第三人称代词}
ky44矩举
ky513句据锯
ky312巨拒具距
kʰy53区驱拘枢
kʰy32蜍
kʰy24渠
hy53虚墟嘘
hy44许
hy513去
jy53于於
jy32如余舆儒
jy44迂淤
jy24与宇羽雨
jy312娱预喻逾
pa53巴爸芭疤吧{酒～}
pa32扒爬耙杷
pa44把靶
pa513坝霸
pa312罢吧{语气词}
pʰa53趴
pʰa513怕
ma53妈孖{成双的}犸{犸骝：猴子}
ma32麻嘛{语气词}
ma44嫲{阿～：祖母}
ma24马码蚂
ma312骂
fa53花
fa513卅
ta53打{十二为一～}
ta44打{～击}
tʰa53他它她
na32挪娜拿
na44乸{母的，雌的}
na24那哪
la53喇啦
la44揦{拿}
la513旯{旮旯：角落}罅{缝隙}
tɕa53抓渣揸查{姓}
tɕa44苴鲊
tɕa513乍诈榨痄
tɕʰa53叉岔汊杈差{～别}
tɕʰa44□{～祸档：添乱}
ɕa44沙纱莎
ɕa32茶搽查{调～}□{～～滚：浮夸}
ɕa513耍
ka53洒
ȵa53揸{又读}
ȵa312廿
ka44家加嘉痂瓜
ka513假寡剐贾{姓～}
ka513价嫁卦挂驾架{衫～：衣～}
ka312架{丢～：失礼}
kʰa53咖夸跨
kʰa513卡
ŋa53伢
ŋa32牙芽
ŋa24瓦雅衙
ha53虾哈
wa53划洼蛙
wa32华
wa513化
wa312画话
a53丫呀鸦
a44亚哑阿{词头}
a24下夏
pɔ53波玻菠
pɔ44跛
pɔ513播簸
bɔ32菩婆
pʰɔ53坡棵{白读}
pʰɔ44颇
pʰɔ513破
mɔ53么摸摩魔
mɔ32磨{～米}
mɔ312卧磨{石～}
fɔ53科蝌唆梭
fɔ44火伙琐锁
fɔ24坐
fɔ513货课
tɔ53多
tɔ44躲
tɔ513左佐
tɔ312唾堕惰
tʰɔ53拖
tʰɔ32驮驼舵
tʰɔ44妥椭
tʰɔ513挫错锉
nɔ53捼
nɔ312懦糯
lɔ53啰
lɔ32罗萝锣箩
lɔ44裹颗裸棵{文读}攞{取}
tɕɔ44阻
tɕɔ312助
tɕʰɔ53初搓雏
tɕʰɔ44础楚
ɕɔ53梳疏蔬
ɕɔ32锄
ɕɔ44所
ɕɔ312傻
kɔ53哥歌戈锅
kɔ44果箇{这}
kɔ513个过
kɔ312嗰{语气词}
ŋɔ32讹俄鹅蛾
ŋɔ24我
ŋɔ312饿
hɔ53坷苛呵靴
hɔ32何河荷
hɔ44可
hɔ312贺
wɔ53涡窝蜗莴
wɔ32和禾
wɔ24祸
wɔ513涴{肮脏}
wɔ312啝{语气助词}
ɔ53屙疴阿{～胶}
ɔ312哦
fœ53腮鳃崽
fœ24在
fœ513塞{要～}
fœ312座
tœ44朵
tʰœ44采彩
lœ44□{含烫食物的动作}
tɕʰœ44□{将烫物放水或油里面}
ɕœ312□{阿～：警察}
ŋœ32呆
ŋœ312碍
kʰœ32瘸
kʰœ513丐溉概慨
œ53哀
mɛ53乜咩
mɛ44歪
fɛ53些啡{咖～}
fɛ32邪斜
fɛ44写
fɛ513泻卸借
fɛ312谢啡{喱～：不修边幅}
tɛ53爹
tɛ44姐嗲{娇～：撒娇}
tʰɛ44且
tʰɛ513笡{陡}
nɛ53呢{语气词}
lɛ312喱{语气助词}咧{语气助词}
tɕɛ53遮
tɕɛ44这者嗻{语气助词}
tɕɛ513蔗鹧
tɕʰɛ53奢
tɕʰɛ44扯跙{走}尺{古乐音阶之一}
ɕɛ53赊畲
ɕɛ32蛇佘
ɕɛ44捨
ɕɛ24社
ɕɛ513舍赦
ɕɛ312射麝
ȵɛ24惹
kʰɛ53□{～过：超过}
kʰɛ32茄
jɛ53爷
jɛ32椰爷{又读}
jɛ24也冶野
jɛ312夜
wɛ44搲{用手爬物}
pia44摆
pia513拜
pia312败稗
pʰia32排牌
pʰia44派
mia32埋
mia24买
mia312迈卖
fia44洗徙
fia513快筷嗮{完全，全部}
tia53獃姼{外婆}
tia44歹{白读}
tia513带戴
tia312大
tʰia24舵
tʰia513太汰态贷
nia53奶{少～}
nia24乃奶{牛～}
lia53拉癞孻{～屘：最后}
lia24酹攋{漏掉}
lia312赖
tɕia53斋
tɕia513债
tɕʰia53猜钗搋{用力揉}差{出～}
tɕʰia44踩
ɕia53硒
ɕia32柴豺
ɕia44揣
ɕia24舐
ɕia513晒
ɕia312寨
kia32阶街佳皆乖
kia44解拐
kia513介届界戒怪
kʰia32圿{老～：身上的污垢}
ŋia53埃挨{～凭}
ŋia32崖涯
ŋia312艾爱{又读}挨{～打}
hia53揩
hia32鞋□{表面粗糙}
hia24械谐懈
wia32怀淮槐
wia513块快
wia312坏
ia44矮
ia24蟹
ia513隘
pɐi53跛
pɐi24妣
pɐi513闭蔽
pɐi312币毙弊敝
pʰɐi53批□{削}
mɐi53米{麦克风}
mɐi32迷谜
mɐi24米{大～}
mɐi513□{男阴：又读}
mɐi312□{唔系－合音词}
fɐi53西犀
fɐi32齐脐
fɐi513细婿
tɐi53低剂挤
tɐi44抵底籽
tɐi24弟
tɐi513帝际济祭
tɐi312隶逮递第
tʰɐi53妻凄栖梯
tʰɐi32堤提啼题
tʰɐi44体睇{看}
tʰɐi513替砌剃涕切{一～}
nɐi32泥{名词}
nɐi312泥{动词}
lɐi32荔犁黎
lɐi24礼
lɐi312厉励丽例
tɕɐi513制
tɕɐi312滞
ɕɐi53筛
ɕɐi44使驶
ɕɐi513世势
ɕɐi312逝誓
kɐi53鸡归龟
kɐi44轨诡鬼傀
kɐi513计季贵桂继髻
kɐi312偈柜跪
kʰɐi53亏溪稽
kʰɐi53规窥
kʰɐi44启
kʰɐi32葵携奎逵
kʰɐi513契愧
ŋɐi53呓
ŋɐi32危桅
ŋɐi24蚁
ŋɐi312艺伪魏
hɐi53□(女阴)
jɐi312曳
wɐi53威辉晖挥
wɐi32为违围唯
wɐi44委萎毁
wɐi24卫伟苇纬
wɐi513畏喂讳秽
wɐi312位谓惠慧
ɐi312系
fɔi32才材财裁
fɔi513赛
tɔi53灾栽
tɔi44宰
tɔi312代待袋殆
tʰɔi53胎苔{舌～}
tʰɔi32台抬
tʰɔi44睬
tʰɔi24怠
tʰɔi513菜蔡
nɔi312奈耐
lɔi32来
ɕɔi53衰
kɔi53该
kɔi44改
kɔi513盖
hɔi53开
hɔi44海
hɔi24亥孩骇
hɔi312害
ɔi44凯蔼
ɔi513爱
pui53杯
pui513贝辈揹{～负}背{～包}
pui312吠背{～诵}
pʰui53坯
pʰui32陪培赔焙
pʰui24倍
pʰui513沛佩配
mui53妹霉{衰～：晦气}
mui32玫枚梅媒
mui24每
mui312昧寐
fui32随
fui44贿悔粹髓
fui24罪
fui513岁碎
fui312瑞遂隧穗
tui53堆
tui44嘴
tui513对最醉碓
tui312队兑
tʰui53推崔催摧
tʰui32颓
tʰui44腿
tʰui513退脆蜕翠
nui513蔫
nui312内
lui53垒
lui32雷擂蕾
lui24累儡屡
lui513傫{疲倦}
lui312泪类
tɕui53追椎锥
tɕʰui32捶槌
tɕui513赘
tɕui312坠
tɕʰui53吹炊
tɕʰui32捶槌
ɕui53虽绥
ɕui32谁锤
ɕui44水
ɕui513帅税
ɕui312垂睡
ȵui24乳蕊
kui312癐{疲倦}
kʰui53魁
kʰui513绘刽馈溃
ŋui312外
jui312锐
wui53煨
wui32回茴
wui24会{懂得}
wui312汇会{开～}
pao53包苞胞鲍
pao32刨
pao44饱
pao513豹爆
pao312铇龅{文读}
pʰao53抛脬
pʰao44跑
pʰao513泡炮
mao32矛茅锚
mao24卯
mao513□{大吃}
mao312貌
nao32挠
nao24铙
nao312闹
lao53捞{打捞}
lao44捞{～挍：胡来，凌乱}
tɕao44找帚爪笊{～篱}
tɕao513罩
tɕao312骤棹{～船：划船}
tɕʰao53钞抄{～写}
tɕʰao44炒
tɕʰao53吵抄{～家}
ɕao53梢
ɕao32巢
ɕao44捎稍
ɕao513哨鞘{又读}潲{潲水：泔水}
ȵao44爪
kao53交郊胶跤
kao44狡饺绞较
kao513教窖铰校{～对}觉{睡～}
kao312挍{捞～：胡来，凌乱}
kʰao513靠
ŋao53□{～痕：抓痒}
ŋao32肴淆
ŋao44拗
ŋao24咬
ŋao312乐{喜好}
hao53拷烤酵敲
hao44巧考
hao513孝
hao312效校{学～}
ao53吆{叫}
ao312坳拗{～断}
miao53猫
tiao32调{～和}
tiao312掉
liao53鹩
kʰiao32□{死}
kʰiao44□{撒娇}
kʰiao513窍翘跷撬
hiao32姣{淫荡}
iao53吆{叫－又读}
pʰɐu53抔
pʰɐu44剖
pʰɐu32捊{玩}
mɐu53痞
mɐu32谋
mɐu24亩某
mɐu312帽冒贸茂
fɐu53修羞臊搔{文读}
fɐu32囚浮曹槽
fɐu44否搜艘
fɐu513秀绣锈
fɐu312就宙袖
tɐu53遭糟篼邹
tɐu44斗抖早枣酒
tɐu513鬥窦{窝}
tɐu312豆逗痘窦{洞}
tʰɐu53秋鳅{文读}
dɐu32头
tʰɐu32投
tʰɐu44草敨{休息}
tʰɐu513透
nɐu44扭纽
nɐu24钮
lɐu53搂篓溜骝{犸～：猴子}
lɐu32刘留楼流琉
lɐu24柳
lɐu312陋漏
tɕɐu53舟州周洲
tɕɐu44九久玖灸
tɕɐu24舅
tɕɐu513咒昼救
tɕɐu312肘旧宙
tɕʰɐu53抽鳅{文读}
tɕʰɐu32求球愁售{白读}
tɕʰɐu513臭嗅
ɕɐu32仇愁绸稠售{文读}
ɕɐu44手守首
ɕɐu513兽瘦
ɕɐu312寿受授
ȵɐu44朽
kɐu44狗苟
kɐu513究够咎
kɐu312嚿{块}
kʰɐu53抠怄
kʰɐu24臼桕
ŋɐu53勾钩
ŋɐu24偶藕
hɐu53眍
hɐu32侯喉猴
hɐu24厚
hɐu312后吼候
jɐu53丘忧幽蚯
jɐu32由邮油游尤犹
jɐu44诱
jɐu24友有
jɐu513幼
jɐu312又右祐
ɐu53欧殴鸥瓯
ɐu44呕
ɐu513沤
pou53褒煲
pou44宝保堡
pou513报□{～□pok²:刚才}
pou312暴瀑曝菢{孵}
pʰou32袍
pʰou24抱
pʰou513□{不失}
mou53踎{蹲}毛{挛～：卷～}
mou32牡毛{皮～}
mou24冇{无}
mou513□{～木：朽木}
fou53瘙馊{文读}
fou44嫂
fou24造
fou513扫嗽莠
fou312皂
tou53刀
tou44走岛陡捣倒
tou24导
tou513到灶奏凑
tou312道稻蹈悼
tʰou53叨偷滔操
tʰou32逃桃涛陶绹
tʰou44讨
tʰou513套糙澡燥
nou24脑恼
lou32劳牢唠涝
lou44佬
lou24老姥
tɕʰou44丑
ɕou53收
ȵou32柔揉
ȵou513皱绉
kou53沟高羔膏
kou44稿
kou513告构
kʰou513叩扣购寇
ŋou32牛
ŋou312傲熬敖
hou53蒿薅
hou32毫豪嚎壕
hou44口好{～坏}
hou513耗好{爱～}
hou312号浩
jou53休优
jou32酉
ou53讴
ou513袄奥澳懊
piu53錶标彪膘
piu44表
pʰiu53漂飘
pʰiu32瓢薸嫖朴{姓}
pʰiu513票漂{～白}
miu32苗描瞄
miu24秒渺杳
miu312妙庙藐
fiu53消宵霄逍肖{姓}
fiu44小
fiu513笑
tiu53刁丢椒焦
tiu44剿屌{交合}
tiu513吊钓醮
tiu312调{声～}
tʰiu53挑锹
tʰiu32条迢趒{走}调{～理}
tʰiu513俏粜跳肖{～像}
niu24鸟
niu312尿
liu32辽疗聊僚
liu44撩
liu24蓼了{～解，来～}
liu312料廖
tɕiu53招嘲朝{早}
tɕiu513照
tɕʰiu53昭超钊悄
tɕiu312召兆赵噍
ɕiu53烧
ɕiu32潮朝{～见}
ɕiu44少{多～}
ɕiu513少{～年}
ɕiu312沼绍肇邵
ȵiu32尧浇
ȵiu44扰绕
kiu53娇骄
kiu44矫缴
kiu513叫
kiu312轿
kʰiu32乔侨桥荞
kʰiu24藠
hiu53侥嚣
hiu44晓
jiu53幺夭妖腰{～求}吆{～喝}要{～求}
jiu32摇遥窑谣饶姚
jiu24舀
jiu312耀鹞
fam53三叁
fam32蚕惭
fam44糁
tam53眈耽簪鹐{兽含}担{动词}
tam44胆
tam24淡{咸～}
tam513担{名词}
tam312啖{一啖：一口}淡{～定}
tʰam53贪参
tʰam32痰谈昙罎谭燂{～火：烤火}
tʰam44惨
tʰam513探
nam53喃
nam32男南
nam24腩
lam32蓝篮
lam44览揽榄
lam312舰缆滥
tɕam24斩錾
tɕam513湛蘸
tɕam312站暂
tɕʰam32馋
tɕʰam44篸{圆底平口簸箕}
tɕʰam24镵
tɕʰam513杉掺渗忏
ɕam53衫
kam53尴监{～禁}
kam44减
kam513鉴监{太～}
kʰam24槛
ŋam53酣憨
ŋam32岩癌
ham32咸鹹
ham513喊
ham312函陷衔馅
jam513渗
pɐm53泵
mɐm53□{～～：泛指婴幼儿的食物}
fɐm53心芯
fɐm32寻覃
fɐm513沁
tɐm53泵{又读}□{耐心地做事}
tɐm44抌{打击}
tɐm513浸{～没}髧{发垂貌}揼{垂下}□{以脚用力踩地}
tʰɐm44寝□{欺骗}
tʰɐm24凼{小水坑}
nɐm53□{闭眼}
nɐm32腍{煮得软烂}
nɐm44罱{舀}谂{想}□{黯～抵：忍气吞声}
nɐm513揇{取，掏}
lɐm53冧{冧松：拍马屁}
lɐm32林临淋琳
lɐm44凛
lɐm24檩
lɐm513□{崩溃}
lɐm312□{垒砌}
tɕɐm53针金斟砧
tɕɐm32琴岑寻浔
tɕɐm44忱枕怎
tɕɐm513禁
tɕɐm312沉{～下}
tɕʰɐm53侵
tɕʰɐm44寝
tɕʰɐm513□{～气：唠叨}
ɕɐm53森深参{人～}
ɕɐm32沉{～睡}
ɕɐm44沈审婶
ɕɐm513瞫{看}
ɕɐm312什甚椹
ȵɐm32壬妊饪任{姓}吟{～诵}
ȵɐm44饮
ȵɐm312赁任{～务}
kɐm53今甘柑橄
kɐm44敢感锦□{这，这么，这样}
kɐm312搇{按压}
kʰɐm53襟
kʰɐm32禽擒蟾
kʰɐm24妗
hɐm53坎勘堪龛
hɐm32含
jɐm53阴钦音
jɐm32淫
jɐm513荫
ɐm53庵鹌
ɐm44喑
ɐm513暗
tɛm53鹐{禽嚼}
tɛm24忝舔{文读}
nɛm53□{～阄：抓阄}
lɛm53燫
tɛm24舔{白读}
kʰɛm32黔钳嵌
kʰɛm24槛{白读}
fim312渐潜
tim53尖
tim44点
tim513店掂
tim312垫掂{妥当}
tʰim53迁纤歼添
tʰim32甜
nim53拈粘
nim32鲇
nim44捻
nim312念
lim32帘廉镰奁
lim24敛脸殓
tɕim53詹瞻沾
tɕim513占
tɕʰim513挦
ɕim32单禅蝉赡
ɕim44闪陕
ȵim32严阎
ȵim24冉染
ȵim312验
kim53兼
kim44捡检
kim513剑
kim312俭
kʰim32黔{又读}钳{又读}嵌{又读}
him53谦
him44险
him513欠
jim53淹堰阉
jim32艳盐焰嫌
jim44掩厣
jim513厌
jim312炎
pan53班颁斑
pan44板版
pan513掽{撞打}
pan312办扮瓣湴{烂泥}
pʰan53攀
pʰan513盼
man53摱{攀，挽救}
man32蛮
man24晚
man312万曼蔓馒
fan53返翻幡蕃{～薯：红薯}番{三番五次}
fan32凡帆矾残{口水～：涎沫}蕃{～茂}
fan44反散{～乱}
fan24犯{～人}
fan513泛范贩伞散{～开}
fan312饭犯{～法}
tan53丹单{简～}
tan513旦诞赞
tan312但蛋弹{炸～}
tʰan53摊滩瘫餐
tʰan32坛檀掸弹{～琴}
tʰan44坦毯疸
tʰan513叹灿炭
nan32难{困～}
nan44□{蚊虫咬后留下的疤痕}
nan312难{灾～}
lan53躝{爬行}栏{牛～}
lan32兰拦
lan24懒
laŋ312烂
tɕan44盏
tɕan312栈赚
tɕʰan513颤忏{又读}
ɕan53山删珊拴
ɕan44产铲
ɕan513疝汕篡纂
kan53奸艰关鳏间{中～}
kan44拣柬茧简枧{肥皂}趼{手脚上的厚皮}
kan513惯间{～隔}
ŋan32顽颜碾{文读}研{～船：研盘}
ŋan24眼
ŋan312雁
han53悭
han32闲
wan53弯湾
wan32还环
wan44幻玩皖挽
wan24鲩
wan312宦患
an24限
an513晏
kɔn53肝竿干{～爽}
kɔn44杆秆
kɔn53干{～部}
ŋɔn312岸
hɔn53看{～牛}
hɔn32韩寒翰
hɔn44罕
hɔn24旱
hɔn513汉看{～见}
hɔn44刊
hɔn312鼾
ɔn53安
ɔn513按案
ɔn312汗
pɐn53奔彬濒宾槟
pɐn44禀
pɐn513鬓
pɐn312笨
pʰɐn32贫频苹
pʰɐn44品
mɐn53蚊炆缗{一～银：一元钱}
mɐn32民文纹闻
mɐn24吻闽悯敏
mɐn513汶□{边缘}
mɐn312问
fɐn53分芬吩纷新薪辛
fɐn32秦殉荀焚
fɐn44笋粉榫
fɐn24奋忿愤尽
fɐn513训粪讯迅信
fɐn312份
tɐn53津敦遵樽
tɐn44墩趸囤
tɐn513进晋俊骏扽{用力猛拉}
tɐn312屯炖钝顿
tʰɐn53吞饨亲
tʰɐn32腯{肥～～：很胖}
tʰɐn513□{往后退}
nɐn44撚□{蚯蚓}
nɐn24□{玩弄}
lɐn32伦邻轮磷
lɐn312论吝
tɕɐn53巾珍真筋
tɕɐn44仅紧谨准{批～}
tɕɐn24近
tɕɐn513振震镇圳赈
tɕɐn312阵
tɕʰɐn53春椿鹑
tɕʰɐn44诊疹蠢
tɕʰɐn513衬趁□{怎}
ɕɐn53申伸身
ɕɐn32神唇臣尘辰陈晨
ɕɐn24肾□{傻}
ɕɐn513舜瞬□{～穷：装穷}
ɕɐn312驯慎顺□{汤水}
ȵɐn32人仁
ȵɐn24忍
ȵɐn312韧闰润膶{肝}
kɐn53斤根跟军均钧君
kɐn24肫
kɐn513棍
kɐn312郡
kʰɐn53坤昆
kʰɐn44捆滚
kʰɐn32芹勤群裙
kɐn24菌
kʰɐn513困窘
ŋɐn53奀
ŋɐn32银
ŋɐn24氲
ŋɐn312龈
hɐn32痕
hɐn44很垦恳
hɐn312狠恨
jɐn53因欣姻恩
jɐn44隐
jɐn24引瘾
jɐn513印
jɐn312刃匀孕衅
wɐn53温瘟
wɐn32云运魂
wɐn44稳蕴
wɐn24允尹
wɐn513酝圂
wɐn312浑晕混韵
pʰɛn44□{斜切薄片}
mɛn53□{边缘}
ɛn53□{～胸凸肚：挺出肚子}
pin53辫边鞭鯾
pin44贬扁匾
pin513变
pin312辨辩便{方～}
pʰin53偏编蝙篇
pʰin32便{～宜}
pʰin44煸
pʰin24辫
pʰin513片骗
min32眠绵棉
min44抿
min24免勉娩缅
min312面
fin53先仙鲜{新～}
fin32前钱
fin44冼铣癣鲜{少}
fin24践溅
fin513线羡腺
fin312贱
tin53颠巅癫煎
tin44典剪饯
tin513荐箭
tin312电甸淀奠
tʰin53天千仟扦
tʰin32田填臀{白读}
tʰin44浅
nin32年
lin32怜连莲鲢
lin312炼练楝链
tɕin53毡
tɕin44展碾{白读}
tɕin513战
ɕin32缠
ɕin24善膳鳝
ɕin513扇煽
ɕin312擅
ȵin53烟胭焉氤{～氲：恩爱}
ȵin32言然燃研{～究}
kin53坚肩掮
kin24件
kin513见
kin312建健腱键
kʰin32虔乾
kʰin44攐{掀}
hin53轩牵掀
hin44显蚬
hin513宪
jin53咽
jin32贤玄弦舷
jin24延衍遣演
jin513宴献燕芡
jin312现砚谚苋
pun53般搬
pun44本
pun513半
pʰun53潘番{～禺}
pʰun32盆盘
pʰun24胖伴拌绊
pʰun513判叛
mun53扪懑
mun32门们瞒
mun24满
mun312闷焖
fun53欢宽
fun44款
kun53官棺观{～望}冠{鸡～}
kun44馆管
kun513贯灌罐鹳观{道～}冠{～军}
wun32桓
wun44腕碗豌
wun24援缓
wun312换唤焕痪
fiun53孙酸宣萱
fiun32存全泉
fiun44选损
fiun513蒜算
fiun312旋
tiun53端蹲
tiun44短
tiun513钻断{决～}
tiun312段缎锻
tʰiun53村
tʰiun32团豚臀{文读}糰{米或粉制成的球形食物}
tʰiun24断{～裂}
tʰiun513寸
niun24暖
niun312嫩
liun32联鸾
liun24卵
liun513恋
liun312乱
tɕiun53专砖尊
tɕiun44转{～变}
tɕiun513撰转{～动}
tɕʰiun53川穿
tɕʰiun44喘忖
tɕʰiun513串窜钏蹿
ɕiun32船传{～递}
ɕiun24吮
ɕiun312篆传{自～}
ȵiun32原源
ȵiun24软阮
ȵiun312愿
kiun53捐绢鹃
kiun44卷
kiun513券眷
kiun312倦
kʰiun32权拳颧
hiun53圈喧
hiun44犬
hiun513劝楦
jiun53鸳冤渊洇
jiun32丸元完园员沿袁
jiun44宛惋婉
jiun24远
jiun513怨
jiun312县院悬
paŋ24棒
paŋ312嘭
pʰaŋ53烹
pʰaŋ32庞彭棚鹏
maŋ32盲
laŋ53冷{毛线}
tɕʰaŋ513牚
kaŋ53更
haŋ53坑
haŋ32行
pœŋ53邦帮
pœŋ44绑榜
pœŋ312磅镑螃傍{依～}
pʰœŋ53耪{用锄弄松土地}
pʰœŋ32膀旁傍{～晚}
pʰœŋ24蚌搒{用力打}
pʰœŋ513谤胮{肿胀}
mœŋ53虻杧芒{～草}
mœŋ32亡忙氓忘芒{～种}
mœŋ24网莽妄茫
mœŋ312望
fœŋ53方芳荒谎慌赃脏桑霜丧{～市}
fœŋ32防妨房藏{收～}
fœŋ44仿访纺晃
fœŋ513放况葬丧{～偶}
fœŋ312脏{内～}藏{西～}
tœŋ53噹铛{瓦～}当{应～}
tœŋ44党挡档{～案}
tœŋ513档{大排～}当{～作}
tœŋ312荡
tʰœŋ53仓苍舱疮汤劏{宰杀}
tʰœŋ32唐堂糖塘
tʰœŋ44倘躺
tʰœŋ513烫趟摥{熨}
nœŋ32囊瓤曩
nœŋ513□{拉}
nœŋ312□{裆}
lœŋ32郎狼廊榔
lœŋ24朗塱{水边的平地}
lœŋ513宕{高起的地}扛
lœŋ312浪晾
tɕœŋ53妆庄桩装
tɕœŋ513壮{～年}
tɕœŋ312撞幢藏状壮{～族}
tɕʰœŋ53窗
tɕʰœŋ44厂创闯敞
ȵœŋ44□{抖动物品}
ɕœŋ53双
ɕœŋ32床
ɕœŋ44爽嗓
kœŋ53冈刚江岗纲缸光咣胱
kœŋ32扛
kœŋ44广讲港
kœŋ312逛
kœŋ513降钢
kʰœŋ513扩抗旷矿
kʰœŋ53框眶筐匡
kʰœŋ32狂
hœŋ53康腔慷糠
hœŋ24杭航
hœŋ312巷
ŋœŋ513戆
wœŋ53汪
wœŋ32王皇黄凰
wœŋ44枉
wœŋ24往
wœŋ312旺
œŋ53肮
œŋ24项
pɐŋ53崩绷
pɐŋ312凭{～靠}
pʰɐŋ32朋凭{～据}
mɐŋ53掹{拔}
mɐŋ32孟萌盟
mɐŋ44□{～□tɕɐŋ⁴⁴：气急败坏}
mɐŋ513□{～啡：裂唇}
mɐŋ312□{嘴麻}
fɐŋ53僧
fɐŋ32层曾{～经}
fɐŋ44擤
fɐŋ513揈{丢}
fɐŋ312赠揈{打}
tɐŋ53灯登瞪曾增憎
tɐŋ44等戥
tɐŋ513凳甑罾
tɐŋ312邓
tʰɐŋ53□{～紧：很～}
tʰɐŋ32疼腾誊藤
nɐŋ32能
nɐŋ513□{连在一起}
lɐŋ32愣楞□{含凭～：全部}
tɕɐŋ44□{□mɐŋ⁴⁴～：气急败坏}
tɕʰɐŋ44瞠{白读}
ȵɐŋ53□{～□hɐŋ⁵³：畏缩貌}
kɐŋ44耿
kɐŋ513更{～加}
kʰɐŋ24哽
kʰɐŋ53轰訇
hɐŋ53亨哼铿摼{打}
hɐŋ32杏恒衡桁
hɐŋ513□{□ȵɐŋ⁵³～：畏缩貌}
hɐŋ32衡桁
hɐŋ44肯啃
ɐŋ53莺盎罂
fiɐŋ53箱湘厢镶相{～信}
fiɐŋ32详祥翔墙
fiɐŋ44想
fiɐŋ24象像橡
fiɐŋ513相{～貌}
fiɐŋ312匠
tiɐŋ53浆将{～来}
tiɐŋ44奖桨蒋
tiɐŋ513酱将{～军}
tʰiɐŋ53枪
tʰiɐŋ44抢
tʰiɐŋ513呛跄
niɐŋ53娘{姑～}
niɐŋ32娘{大～：大姐}
liɐŋ32良粮梁粱凉量{～度}
liɐŋ44辆两{斤～}
liɐŋ24俩两{～个}
liɐŋ513靓{亮丽}
liɐŋ312亮谅量{度～}
tɕiɐŋ53张章彰樟
tɕiɐŋ44掌长{首～}
tɕiɐŋ513涨帐胀账仗{打～}
tɕʰiɐŋ53昌倡猖菖
tɕʰiɐŋ32场肠
tɕʰiɐŋ513畅唱
ɕiɐŋ53伤商
