			中山石岐話			中山環城話			南蓢白話			珠海唐家話												
	砸		ts	ak	6	ts	ak	6	ts	ak	6	ts	ak	5										
	砲																							
	饈		s	ɐu	1	s	ɐu	1	s	ɐu	1	s	ɐu	1										
	掙		ts	ɐŋ	1	ts	ɐŋ	1	ts	ɐŋ	1	ts	ɐŋ	1	掙脫									
	掙		ts	aŋ	3	ts	aŋ	3	ts	aŋ	3	ts	aŋ	3	掙錢									
	砍		kʰ	am	2	kʰ	am	2	kʰ	am	2	kʰ	am	2										
	聯		l	yn	4	l	in	4	l	in	4	l	in	4										
	棋		kʰ	i	4	kʰ	i	4	kʰ	i	4	kʰ	i	4										
	蹦		p	ɐŋ	1	p	ɐŋ	1	p	ɐŋ	1	p	ɐŋ	1										
	週																							
	奶		n	ai	2	n	ai	2	n	ai	2	n	ai	2										
	奶		n	ai	1										師奶									
	剷		tsʰ	an	2	tsʰ	an	2	tsʰ	an	2	tsʰ	an	2										
	闆		p	an	2	p	an	2	p	an	2	p	an	2										
	剎		s	at	6	s	at	6	s	at	6	s	at	5										
	磁		tsʰ	i	4	tsʰ	i	4	tsʰ	i	4	tsʰ	i	4										
	骷		h	u	1	h	u	1	h	u	1	h	u	1										
	嘩		w	a	1	w	a	1	w	a	1	w	a	1										
	磚		ts	yn	1	ts	in	1	ts	in	1	ts	yn	1										
	躲		t	ɔ	2	t	ɔ	2	t	ɔ	2	t	ɔ	2										
	磺		w	ɔŋ	4	w	ɔŋ	4	w	ɔŋ	4	w	ɔŋ	4										
	躺		tʰ	ɔŋ	2	tʰ	ɔŋ	2	tʰ	ɔŋ	2	tʰ	ɔŋ	2										
	罕		h	an	2	h	an	2	h	an	2	h	an	2										
	耙		pʰ	a	4	pʰ	a	4	pʰ	a	4	pʰ	a	4										
	嘴		ts	ɵy	2	ts	ɐi	2	ts	ɐi	2	ts	ui	2										
	瑪		m	a	2	m	a	2	m	a	2	m	a	2										
	間		k	an	1	k	an	1	k	an	1	k	an	1	空間									
	間		k	an	3	k	an	3	k	an	3	k	an	3	間接									
	籽		ts	i	2	ts	i	2	ts	i	2	ts	i	2										
	瑙		n	ou	2	n	ɐu	2	n	ɐu	2	n	ɐu	2										
	啤		p	ɛ	1	p	ia	1	p	ia	1	p	ɛ	1										
	餃		k	au	2	k	au	2	k	au	2	k	au	2										
	揪		ts	ɐu	1	ts	ɐu	1	ts	ɐu	1	ts	ɐu	1										
	餵		w	ɐi	3	w	ɐi	3	w	ɐi	3	w	ɐi	3										
	揍		ts	ɐu	3	ts	ɐu	3	ts	ɐu	3	ts	ɐu	3										
	餡		h	ɔm	3	h	ɐm	3	h	am	3	h	ɐm	3										
	淌		tʰ	ɔŋ	2	tʰ	ɔŋ	2	tʰ	ɔŋ	2	tʰ	ɔŋ	2										
	嶄		ts	am	2	ts	am	2	ts	am	2	ts	am	2										
	淘		tʰ	ou	4	tʰ	ɐu	4	tʰ	ɐu	4	tʰ	ɐu	4										
	釉		j	ɐu	3	j	ɐu	3	j	ɐu	3	j	ɐu	3										
	擤		s	ɐn	3	s	ɐn	3	s	ɐn	3	s	ɐn	3										
	擦		tsʰ	at	6	tsʰ	at	6	tsʰ	at	6	tsʰ	at	5										
	嚕		l	u	1	l	u	1	l	u	1	l	u	1										
	擱		k	ɔk	6	k	ɔk	6	k	ɔk	6	k	ɔk	5										
	嚎		h	ou	4	h	ɐu	4	h	ɐu	4	h	ɐu	4										
	擂		l	ui	4	l	ui	4	l	ui	4	l	ui	4										
	胸		h	ʊŋ	1	h	ʊŋ	1	h	ʊŋ	1	h	ʊŋ	1										
	刨		pʰ	au	4	pʰ	au	4	pʰ	au	4	pʰ	au	4										
	胚		pʰ	ui	1	pʰ	ui	1	pʰ	ui	1	pʰ	ui	1										
	挖		w	at	6	w	at	6	w	at	6	w	at	5										
	碗			un	2		un	2		un	2		un	2										
	碟		t	ip	6	t	ip	6	t	ip	6	t	ip	6										
	碘		t	in	2	t	in	2	t	in	2	t	in	2										
	碳		tʰ	an	3	tʰ	an	3	tʰ	an	3	tʰ	an	3										
	碰		pʰ	ʊŋ	3	pʰ	ʊŋ	3	pʰ	ʊŋ	3	pʰ	ʊŋ	3										
	熔		j	ʊŋ	4	j	ʊŋ	4	j	ʊŋ	4	j	ʊŋ	4										
	琉		l	ɐu	4	l	ɐu	4	l	ɐu	4	l	ɐu	4										
	榕		j	ʊŋ	4	j	ʊŋ	4	j	ʊŋ	4	j	ʊŋ	4										
	缽		p	ut	6	p	ut	6	p	ut	6	p	ut	5										
	搧		s	in	3	s	in	3	s	in	3	s	in	3										
	搬		p	un	1	p	un	1	p	un	1	p	un	1										
	搗		t	ɔ	2	t	ɔ	2	t	ɔ	2	t	ɔ	2										
	褂		kʷ	a	3	kʷ	a	3	kʷ	a	3	k	a	3										
	搞		k	au	2	k	au	2	k	au	2	k	au	2										
	舔		tʰ	im	2	tʰ	im	2	tʰ	im	2	tʰ	im	2										
	鞍			ɔn	1		ɔn	1		ɔn	1		ɔn	1										
	捱		ŋ	ai	4	ŋ	ai	4	ŋ	ai	4	ŋ	ai	4										
	捆		kʷʰ	ɐn	2	kʷʰ	ɐn	2	kʷʰ	ɐn	2	kʰ	ɐn	2										
	癱		tʰ	an	1	tʰ	an	1	tʰ	an	1	tʰ	an	1										
	灶		ts	ou	3	ts	ɐu	3	ts	ɐu	3	ts	ɐu	3										
	峰		h	ʊŋ	1	h	ʊŋ	1	h	ʊŋ	1	h	ʊŋ	1										
	壟		l	ʊŋ	2	l	ʊŋ	2	l	ʊŋ	2	l	ʊŋ	2										
	肇		s	iu	3	s	iu	3	s	iu	3	s	iu	3										
	摹		m	u	4	m	u	4	m	u	4	m	u	4										
	摔		s	ɵt	5	s	ɐt	5	s	ɐt	5	s	ɐt	5										
	腺		s	in	3	s	in	3	s	in	3	s	in	3										
	輛		l	œŋ	3	l	iɔŋ	3	l	iɔŋ	3	l	œŋ	3										
	騙		pʰ	in	3	pʰ	in	3	pʰ	in	3	pʰ	in	3										
	筷		f	ai	3	f	ai	3	f	ai	3	f	ai	3										
	筷		kʷʰ	ai	3	kʷʰ	ai	3	kʷʰ	ai	3	kʰ	ai	3										
	惦		t	im	3	t	im	3	t	im	3	t	im	3										
	霉		m	ui	4	m	ui	4	m	ui	4	m	ui	4										
	瀟		s	iu	1	s	iu	1	s	iu	1	s	iu	1										
	瀕		pʰ	ɐn	4	pʰ	ɐn	4	pʰ	ɐn	4	pʰ	ɐn	4										
	籐		tʰ	ɐŋ	4	tʰ	ɐŋ	4	tʰ	ɐŋ	4	tʰ	ɐŋ	4										
	鋁		l	y	2	l	i	2	l	i	2	l	y	2										
	錶		p	iu	1	p	iu	1	p	iu	1	p	iu	1										
	群		kʷʰ	ɐn	4	kʷʰ	ɐn	4	kʷʰ	ɐn	4	kʰ	ɐn	4										
	怎		ts	ɐm	2	ts	ɐm	2	ts	ɐm	2	ts	ɐm	2										
	嗯			ŋ̍	3																			
	嗡		j	ʊŋ	1	j	ʊŋ	1	j	ʊŋ	1	j	ʊŋ	1										
	嗎		m	a	3	m	a	3	m	a	3	m	a	3	助詞									
	嗎		m	a	2	m	a	2	m	a	2	m	a	2	嗎啡									
	嗆		tsʰ	œŋ	3	tsʰ	iɔŋ	3	tsʰ	iɔŋ	3	tsʰ	œŋ	3										
	嗅		tsʰ	ɐu	3	tsʰ	ɐu	3	tsʰ	ɐu	3	tsʰ	ɐu	3										
	嗓		s	ɔŋ	2	s	ɔŋ	2	s	ɔŋ	2	s	ɔŋ	2										
	獗		kʰ	yt	6	kʰ	it	6	kʰ	it	6	kʰ	yt	5										
	溯		s	ɔk	6	s	ɔk	6	s	ɔk	6	s	ɔk	5										
	溯		s	u	2	s	u	2	s	u	2	s	u	2										
	峪		j	ʊk	6	j	ʊk	6	j	ʊk	6	j	ʊk	6										
	烤		h	au	1	h	au	1	h	au	1	h	au	1										
	烯		h	i	1	h	i	1	h	i	1	h	i	1										
	烷			yn	2		in	2		in	2		yn	2										
	烹		pʰ	ɐŋ	1	pʰ	ɐŋ	1	pʰ	ɐŋ	1	pʰ	ɐŋ	1										
	塌		tʰ	ap	6	tʰ	ap	6	tʰ	ap	6	tʰ	ap	5										
	膛		tʰ	ɔŋ	4	tʰ	ɔŋ	4	tʰ	ɔŋ	4	tʰ	ɔŋ	4										
	篛																							
	辣		l	at	6	l	at	6	l	at	6	l	at	6										
	匆		tsʰ	ʊŋ	1	tsʰ	ʊŋ	1	tsʰ	ʊŋ	1	tsʰ	ʊŋ	1										
	睬		tsʰ	ɔi	2	tsʰ	ɔi	2	tsʰ	ɔi	2	tsʰ	ui	2										
	銲																							
	睏		f	ɐn	3	f	ɐn	3	f	ɐn	3	f	ɐn	3										
	謊		f	ɔŋ	2	f	ɔŋ	2	f	ɔŋ	2	f	ɔŋ	2										
	裡																							
	裏		l	i	2	l	i	2	l	i	2	l	i	2										
	儘																							
	儘		ts	ɐn	3	ts	ɐn	3	ts	ɐn	3	ts	ɐn	3										
	岔		tsʰ	a	3	tsʰ	a	3	tsʰ	a	3	tsʰ	a	3										
	滾		kʷ	ɐn	2	kʷ	ɐn	2	kʷ	ɐn	2	k	ɐn	2										
	岩		ŋ	am	4	ŋ	am	4	ŋ	am	4	ŋ	am	4										
	喲																							
	喳		ts	a	1	ts	a	1	ts	a	1	ts	a	1										
	喂		w	ɐi	3	w	ɐi	3	w	ɐi	3	w	ɐi	3										
	喇		l	a	1	l	a	1	l	a	1	l	a	1	喇嘛									
	喇		l	a	3	l	a	3	l	a	3	l	a	3	喇叭									
	臟		ts	ɔŋ	1	ts	ɔŋ	1	ts	ɔŋ	1	ts	ɔŋ	1										
	罈																							
	迤			i	4		i	4		i	4		i	4										
	迤			i	2																			
	蛋		t	an	3	t	an	3	t	an	3	t	an	3										
	僱		k	u	3	k	u	3	k	u	3	k	u	3										
	魂		w	ɐn	4	w	ɐn	4	w	ɐn	4	w	ɐn	4										
	魷		j	ɐu	4	j	ɐu	4	j	ɐu	4	j	ɐu	4										
	啦		l	a	1	l	a	1	l	a	1	l	a	1										
	啊																							
	啃		kʰ	ɐŋ	2	kʰ	ɐŋ	2	kʰ	ɐŋ	2	kʰ	ɐŋ	2										
	啟																							
	啓		kʰ	ɐi	2	kʰ	ɐi	2	kʰ	ɐi	2	kʰ	ɐi	2										
	矽		ts	ɪk	6	ts	ɐk	6	ts	ɐk	6	ts	ɐk	6										
	鈾		j	ɐu	4	j	ɐu	4	j	ɐu	4	j	ɐu	4										
	孢		p	au	1	p	au	1	p	au	1	p	au	1										
	蹧																							
	屜		tʰ	ɐi	3	tʰ	ɐi	3	tʰ	ɐi	3	tʰ	ɐi	3										
	忑		tʰ	ɪk	5	tʰ	ɐk	5	tʰ	ɐk	5	tʰ	ɐk	5										
	忐		tʰ	an	2	tʰ	an	2	tʰ	an	2	tʰ	an	2										
	唷																							
	唔			m̩	3		m̩	3		m̩	3		m̩	4	不									
	蝴		h	u	4	h	u	4	h	u	4	h	u	4										
	鬍		h	u	4	h	u	4	h	u	4	h	u	4										
	懂		t	ʊŋ	2	t	ʊŋ	2	t	ʊŋ	2	t	ʊŋ	2										
	鏽																							
	糰																							
	傢		k	a	1	k	a	1	k	a	1	k	a	1										
	伙		f	ɔ	2	f	ɔ	2	f	ɔ	2	f	ɔ	2										
	櫥		tsʰ	y	4	tsʰ	i	4	tsʰ	i	4	tsʰ	y	4										
	湧		j	ʊŋ	2																			
	燙		tʰ	ɔŋ	3	tʰ	ɔŋ	3	tʰ	ɔŋ	3	tʰ	ɔŋ	3										
	尷		k	am	3	k	am	3	k	am	3	k	am	3										
	愣																							
	哼		h	ɐŋ	1	h	ɐŋ	1	h	ɐŋ	1	h	ɐŋ	1	哼歌									
	哼		h	ŋ̍	4	h	ŋ̍	4	h	ŋ̍	4	h	ŋ̍	4	感歎詞									
	哪		n	a	2	n	a	2	n	a	2	n	a	2										
	哪		n	a	4										哪吒									
	哩		l	i	2	l	i	2	l	i	2	l	i	2	英哩									
	哩		l	i	1	l	i	1	l	i	1	l	i	1	哩嚕									
	勾		ŋ	ɐu	1	ŋ	ɐu	1	ŋ	ɐu	1	ŋ	ɐu	1	勾劃									
	勾		k	ɐu	1	k	ɐu	1	k	ɐu	1	k	ɐu	1	勾當									
	哞																							
	瞄		m	iu	4	m	iu	4	m	iu	4	m	iu	4										
	瞌		h	ɐp	5	h	ɐp	5	h	ɐp	5	h	ɐp	5										
	瞧		tsʰ	iu	4	tsʰ	iu	4	tsʰ	iu	4	tsʰ	iu	4										
	靛		t	in	3	t	in	3	t	in	3	t	in	3										
	嬤		m	a	2	m	a	2	m	a	2													
	耍		s	a	2	s	a	2	s	a	2	s	a	2										
	稿		k	ou	2	k	ɐu	2	k	ɐu	2	k	ɐu	2										
	另		l	ɪŋ	3	l	ɐŋ	3	l	ɐŋ	3	l	ɐŋ	3										
	叭		p	a	1	p	a	1	p	a	1	p	a	1										
	茉		m	ut	6	m	ut	6	m	ut	6	m	ut	6										
	覷		tsʰ	y	3	tsʰ	i	3	tsʰ	i	3	tsʰ	y	3										
	茲		ts	i	1	ts	i	1	ts	i	1	ts	i	1	在茲									
	茲		tsʰ	i	4	tsʰ	i	4	tsʰ	i	4	tsʰ	i	4	龜茲，國名									
	螞		m	a	2	m	a	2	m	a	2	m	a	2										
	艙		tsʰ	ɔŋ	1	tsʰ	ɔŋ	1	tsʰ	ɔŋ	1	tsʰ	ɔŋ	1										
	你		n	i	2	n	i	2	n	i	2	n	i	2										
	佣		j	ʊŋ	3	j	ʊŋ	3	j	ʊŋ	3	j	ʊŋ	3										
	樣		j	ɔŋ	3	j	ɔŋ	3	j	ɔŋ	3	j	ɔŋ	3										
	僞		ŋ	ɐi	3	ŋ	ɐi	3	ŋ	ɐi	3	ŋ	ɐi	3										
	票		pʰ	iu	3	pʰ	iu	3	pʰ	iu	3	pʰ	iu	3										
	祂		tʰ	a	1	tʰ	a	1	tʰ	a	1	tʰ	a	1										
	颱		tʰ	ɔi	4	tʰ	ɔi	4	tʰ	ɔi	4	tʰ	ui	4	颱風									
	颱		tʰ	ai	1	tʰ	ai	1	tʰ	ai	1	tʰ	ai	1	打風颱									
	燜		m	ɐn	1	m	ɐn	1	m	ɐn	1	m	ɐn	1										
	褲		h	u	3	h	u	3	h	u	3	h	u	3										
	癌		ŋ	am	4	ŋ	am	4	ŋ	am	4	ŋ	am	4										
	癒			y	3		i	3		i	3		y	3										
	蠕			y	4		i	4		i	4		y	4										
	蠔		h	ou	4																			
	嫦		s	œŋ	4	s	iɔŋ	4	s	iɔŋ	4	s	œŋ	4										
	嫻		h	an	4	h	an	4	h	an	4	h	an	4										
	橛		k	yt	6	k	it	6	k	it	6	kʰ	yt	5										
	倘		tʰ	ɔŋ	2	tʰ	ɔŋ	2	tʰ	ɔŋ	2	tʰ	ɔŋ	2										
	濾		l	y	3	l	i	3	l	i	3	l	y	3										
	厘		l	i	4	l	i	4	l	i	4	l	i	4										
	咩		m	ɛ	1	m	ia	1	m	ia	1	m	ɛ	1										
	咪		m	ɐi	1	m	ɐi	1	m	ɐi	1	m	ɐi	1										
	咪		m	i	1	m	i	1	m	i	1	m	i	1										
	咕		k	u	1	k	u	1	k	u	1	k	u	1										
	咖		k	a	3	k	a	3	k	a	3	k	a	3										
	咐		h	u	3	h	u	3	h	u	3	h	u	3										
	咒		ts	ɐu	3	ts	ɐu	3	ts	ɐu	3	ts	ɐu	3										
	癮		j	ɐn	2	j	ɐn	2	j	ɐn	2	j	ɐn	2										
	瘋		h	ʊŋ	1	h	ʊŋ	1	h	ʊŋ	1	h	ʊŋ	1										
	腮		s	ɔi	1	s	ɔi	1	s	ɔi	1	s	ui	1										
	簽		tsʰ	im	1	tsʰ	im	1	tsʰ	im	1	tsʰ	im	1										
	媳		s	ɪk	5	s	ɐk	5	s	ɐk	5	s	ɐk	5										
	賠		pʰ	ui	4	pʰ	ui	4	pʰ	ui	4	pʰ	ui	4										
	窗		tsʰ	œŋ	1	tsʰ	iɔŋ	1	tsʰ	iɔŋ	1	tsʰ	œŋ	1										
	賬		ts	œŋ	3	ts	iɔŋ	3	ts	iɔŋ	3	ts	œŋ	3										
	賺		ts	an	3	ts	an	3	ts	an	3	ts	an	3										
	做		ts	u	3	ts	u	3	ts	u	3	ts	u	3										
	窩		w	ɔ	1	w	ɔ	1	w	ɔ	1	w	ɔ	1										
	俐		l	i	3	l	i	3	l	i	3	l	i	3										
	玫		m	ui	4	m	ui	4	m	ui	4	m	ui	4										
	鍘		ts	ap	6	ts	ap	6	ts	ap	6	ts	ap	6										
	綁		p	ɔŋ	2	p	ɔŋ	2	p	ɔŋ	2	p	ɔŋ	2										
	綑		kʷʰ	ɐn	2	kʷʰ	ɐn	2	kʷʰ	ɐn	2	kʰ	ɐn	2										
	埕		tsʰ	ɪŋ	4	tsʰ	ɐŋ	4	tsʰ	ɐŋ	4	tsʰ	ɐŋ	4										
	埔		p	u	3	p	u	3	p	u	3	p	u	3										
	殼		h	ɔk	6	h	ɔk	6	h	ɔk	6	h	ɔk	5										
	埠		p	u	3	p	u	3	p	u	3	p	u	3	埠頭									
	埠		f	ɐu	3	f	ɐu	3	f	ɐu	3	f	ɐu	3	商埠									
	抬		tʰ	ɔi	4	tʰ	ɔi	4	tʰ	ɔi	4	tʰ	ui	4										
	礁		ts	iu	1	ts	iu	1	ts	iu	1	ts	iu	1										
	呃		ŋ	ɐk	5	ŋ	ɐk	5	ŋ	ɐk	5	ŋ	ɐk	5	欺骗									
	呃			ɐk	5		ɐk	5		ɐk	5		ɐk	5										
	呆		ŋ	ɔi	4	ŋ	ɔi	4	ŋ	ɔi	4	ŋ	ui	4										
	錨		n	au	4	n	au	4	n	au	4	n	au	4										
	婷		tʰ	ɪŋ	4	tʰ	ɐŋ	4	tʰ	ɐŋ	4	tʰ	ɐŋ	4										
	婿		s	ɐi	3	s	ɐi	3	s	ɐi	3	s	ɐi	3										
	袱		h	ʊk	6	h	ʊk	6	h	ʊk	6	h	ʊk	6										
	漩		s	yn	4	s	in	4	s	in	4	s	yn	4										
	卡		kʰ	a	1	kʰ	a	1	kʰ	a	1	kʰ	a	1										
	吩		f	ɐn	1	f	ɐn	1	f	ɐn	1	f	ɐn	1										
	瞇		m	i	1	m	i	1	m	i	1	m	i	1										
	吊		t	iu	3	t	iu	3	t	iu	3	t	iu	3										
	吆			iu	1		iu	1		iu	1		iu	1										
	晌		h	œŋ	2	h	iɔŋ	2	h	iɔŋ	2	h	œŋ	2										
	晒		s	ai	3	s	ai	3	s	ai	3	s	ai	3										
	壩		p	a	3	p	a	3	p	a	3	p	a	3										
	晰		s	ɪk	5	s	ɐk	5	s	ɐk	5	s	ɐk	5										
	晾		l	ɔŋ	3	l	ɔŋ	3	l	ɔŋ	3	l	ɔŋ	3										
	拿		n	a	4	n	a	4	n	a	4	n	a	4										
	拷		h	au	1	h	au	1	h	au	1	h	au	1										
	秘		p	i	3	p	i	3	p	i	3	p	i	3										
	拆		tsʰ	ak	6	tsʰ	ak	6	tsʰ	ak	6	tsʰ	ak	5										
	爺		j	a	4	j	a	4	j	a	4	j	a	4										
	葡		pʰ	u	4	pʰ	u	4	pʰ	u	4	pʰ	u	4										
	嬸		s	ɐm	2	s	ɐm	2	s	ɐm	2	s	ɐm	2										
	蟑		ts	œŋ	1	ts	iɔŋ	1	ts	iɔŋ	1	ts	œŋ	1										
	錳		m	ɐŋ	2	m	ɐŋ	2	m	ɐŋ	2	m	ɐŋ	2										
	垃		l	ap	6	l	ap	6	l	ap	6	l	ap	6										
	丟		t	iu	1	t	iu	1	t	iu	1	t	iu	1										
	毽		k	yn	3										文讀									
	毽			yn	3										白讀									
	垮		kʷʰ	a	1	kʷʰ	a	1	kʷʰ	a	1	kʰ	a	1										
	菠		p	ɔ	1	p	ɔ	1	p	ɔ	1	p	ɔ	1										
	哎			ɐi	1		ɐi	1		ɐi	1		ɐi	1										
	菇		k	u	1	k	u	1	k	u	1	k	u	1										
	潑		pʰ	ut	6	pʰ	ut	6	pʰ	ut	6	pʰ	ut	5										
	戳		tsʰ	ɔk	6	tsʰ	ɔk	6	tsʰ	ɔk	6	tsʰ	ɔk	5										
	鵪			ɔm	1		ɐm	1		am	1		ɐm	1										
	裙		kʷʰ	ɐn	4	kʷʰ	ɐn	4	kʷʰ	ɐn	4	kʰ	ɐn	4										
	皂		ts	ou	3	ts	ɐu	3	ts	ɐu	3	ts	ɐu	3										
	皓		h	ou	3	h	ɐu	3	h	ɐu	3	h	ɐu	3										
	炸		ts	a	3	ts	a	3	ts	a	3	ts	a	3										
	甦		s	u	1	s	u	1	s	u	1	s	u	1										
	甩		l	ɐt	5	l	ɐt	5	l	ɐt	5	l	ɐt	5										
	褪		tʰ	ɐn	3	tʰ	ɐn	3	tʰ	ɐn	3	tʰ	ɐn	3	褪落來									
	褪		tʰ	ui	3	tʰ	ui	3	tʰ	ui	3	tʰ	ui	3	褪色									
	耗		h	ou	3	h	ɐu	3	h	ɐu	3	h	ɐu	3										
	狠		h	ɐn	2	h	ɐn	2	h	ɐn	2	h	ɐn	2										
	蒂		t	ɐi	3	t	ɐi	3	t	ɐi	3	t	ɐi	3										
	乒		pʰ	ɪŋ	1	pʰ	ɐŋ	1	pʰ	ɐŋ	1	pʰ	ɐŋ	1										
	乓		pʰ	ɔŋ	1	pʰ	ɔŋ	1	pʰ	ɔŋ	1	pʰ	ɔŋ	1										
	趴		pʰ	a	1	pʰ	a	1	pʰ	a	1	pʰ	a	1										
	症		ts	ɪŋ	3	ts	ɐŋ	3	ts	ɐŋ	3	ts	ɐŋ	3										
	趕		k	ɔn	2	k	ɔn	2	k	ɔn	2	k	ɔn	2										
	痘		t	ɐu	3	t	ɐu	3	t	ɐu	3	t	ɐu	3										
	硼		pʰ	ɐŋ	4	pʰ	ɐŋ	4	pʰ	ɐŋ	4	pʰ	ɐŋ	4										
	找		ts	au	2	ts	au	2	ts	au	2	ts	au	2										
	扼			ɐk	5		ɐk	5		ɐk	5		ɐk	5										
	扯		tsʰ	ɛ	2	tsʰ	ia	2	tsʰ	ia	2	tsʰ	ɛ	2										
	托		tʰ	ɔk	6	tʰ	ɔk	6	tʰ	ɔk	6	tʰ	ɔk	5										
	蚜		ŋ	a	4	ŋ	a	4	ŋ	a	4	ŋ	a	4										
	氧		j	ɔŋ	2	j	ɔŋ	2	j	ɔŋ	2	j	ɔŋ	2										
	氯		l	ʊk	6	l	ʊk	6	l	ʊk	6	l	ʊk	6										
	氫		h	ɪŋ	1	h	ɐŋ	1	h	ɐŋ	1	h	ɐŋ	1										
	氫		kʰ	ɪŋ	1	kʰ	ɐŋ	1	kʰ	ɐŋ	1	kʰ	ɐŋ	1										
	煉		l	in	3	l	in	3	l	in	3	l	in	3										
	煲		p	ou	1	p	ɐu	1	p	ɐu	1	p	ɐu	1										
	煮		ts	y	2	ts	i	2	ts	i	2	ts	y	2										
	剁		t	ɔ	3	t	ɔ	3	t	ɔ	3	t	ɔ	3										
	垛		t	ɔ	2	t	ɔ	2	t	ɔ	2	t	ɔ	2										
	銼		tsʰ	ɔ	3	tsʰ	ɔ	3	tsʰ	ɔ	3	tsʰ	ɔ	3										
	唆		s	ɔ	1	s	ɔ	1	s	ɔ	1	s	ɔ	1										
	倭		w	ɔ	1	w	ɔ	1	w	ɔ	1	w	ɔ	1										
	瘸		kʰ	ɛ	4																			
	垻		p	a	3	p	a	3	p	a	3	p	a	3										
	鈀		p	a	2	p	a	2	p	a	2	p	a	2										
	搽		tsʰ	a	4	tsʰ	a	4	tsʰ	a	4	tsʰ	a	4										
	杈		tsʰ	a	1	tsʰ	a	1	tsʰ	a	1	tsʰ	a	1										
	稼		k	a	3	k	a	3	k	a	3	k	a	3										
	伢		ŋ	a	4	ŋ	a	4	ŋ	a	4	ŋ	a	4										
	伢		ŋ	a	1	ŋ	a	1	ŋ	a	1	ŋ	a	1	伢仔									
	嗟		ts	ɛ	1																			
	麝		s	ɛ	3	s	ia	3	s	ia	3	s	ɛ	3										
	賒		s	ɛ	1	s	ia	1	s	ia	1	s	ɛ	1										
	佘		s	ɛ	4	s	ia	4	s	ia	4	s	ɛ	4										
	蠹		t	u	3	t	u	3	t	u	3	t	u	3										
	鹵		l	u	2	l	u	2	l	u	2	l	u	2										
	牯		k	u	2	k	u	2	k	u	2	k	u	2										
	蠱		k	u	2	k	u	2	k	u	2	k	u	2										
	胥		s	y	1	s	i	1	s	i	1	s	y	1										
	褚		tsʰ	y	2	tsʰ	i	2	tsʰ	i	2	tsʰ	y	2										
	箸		ts	y	3	ts	i	3	ts	i	3	ts	y	3										
	淤			y	1		i	1		i	1		y	1										
	腑		h	u	2	h	u	2	h	u	2	h	u	2										
	麩		h	u	1	h	u	1	h	u	1	h	u	1										
	訃		h	u	3	h	u	3	h	u	3	h	u	3										
	釜		h	u	2	h	u	2	h	u	2	h	u	2										
	鎢			u	1		u	1		u	1		u	1										
	誅		ts	y	1	ts	i	1	ts	i	1	ts	y	1										
	芻		tsʰ	ɔ	1	tsʰ	ɔ	1	tsʰ	ɔ	1	tsʰ	ɔ	1										
	硃		ts	y	1	ts	i	1	ts	i	1	ts	y	1										
	戍		s	y	3	s	i	3	s	i	3	s	y	3										
	駒		kʰ	y	1	kʰ	i	1	kʰ	i	1	kʰ	y	1										
	纔		tsʰ	ɔi	4	tsʰ	ɔi	4	tsʰ	ɔi	4	tsʰ	ui	4										
	愷			ɔi	2																			
	靄			ɔi	2																			
	豺		tsʰ	ai	4	tsʰ	ai	4	tsʰ	ai	4	tsʰ	ai	4										
	疥		k	ai	3	k	ai	3	k	ai	3	k	ai	3										
	揩		h	ai	1	h	ai	1	h	ai	1	h	ai	1										
	曬		s	ai	3	s	ai	3	s	ai	3	s	ai	3										
	隘			ɐi	3		ɐi	3		ɐi	3		ɐi	3										
	蓖		p	i	1	p	i	1	p	i	1	p	i	1										
	薺		tsʰ	ɐi	2	tsʰ	ɐi	2	tsʰ	ɐi	2	tsʰ	ɐi	2										
	詣		ŋ	ɐi	3	ŋ	ɐi	3	ŋ	ɐi	3	ŋ	ɐi	3										
	坯		pʰ	ui	1	pʰ	ui	1	pʰ	ui	1	pʰ	ui	1										
	裴		pʰ	ui	4	pʰ	ui	4	pʰ	ui	4	pʰ	ui	4										
	碓		t	ui	3	t	ui	3	t	ui	3	t	ui	3										
	頽		tʰ	ui	4	tʰ	ui	4	tʰ	ui	4	tʰ	ui	4										
	詼		h	ui	1	h	ui	1	h	ui	1	h	ui	1										
	茴		h	ui	4	h	ui	4	h	ui	4	h	ui	4										
	煨			ui	1		ui	1		ui	1		ui	1										
	劊		kʰ	ui	3	kʰ	ui	3	kʰ	ui	3	kʰ	ui	3										
	芮		j	ɵy	3	j	oi	3	j	ɐi	3	j	ui	3										
	奎		h	ui	1	h	ui	1	h	ui	1	h	ui	1										
	裨		pʰ	i	4	pʰ	i	4	pʰ	i	4	pʰ	i	4										
	俾		p	i	2	p	i	2	p	i	2	p	i	2										
	荔		l	ai	3										荔枝									
	荔		l	ɐi	3	l	ɐi	3	l	ɐi	3													
	璽		s	ai	2	s	ai	2	s	ai	2	s	ai	2										
	梔		ts	i	1	ts	i	1	ts	i	1	ts	i	1										
	豕		tsʰ	i	2	tsʰ	i	2	tsʰ	i	2	tsʰ	i	2										
	豉		s	i	3	s	i	3	s	i	3	s	i	3										
	羈		k	i	1	k	i	1	k	i	1	k	i	1										
	岐		kʰ	i	4	kʰ	i	4	kʰ	i	4	kʰ	i	4										
	徛		kʰ	i	2	kʰ	i	2	kʰ	i	2	kʰ	i	2										
	痹		p	i	3	p	i	3	p	i	3	p	i	3										
	秕		p	i	2	p	i	2	p	i	2	p	i	2										
	轡		p	i	3	p	i	3	p	i	3	p	i	3										
